gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
PMN2A_RS03055,,PMN2A_RS03055,PMN2A_0023,Protein Homology,572678.0,573094.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823368.1,DUF4332 domain-containing protein,WP_011293557.1,PMN2A_0023,572678.0,573094.0,-,CK_Pro_NATL2A_00023,,,CK_00001478,R.1,Conserved hypothetical domains,"NOG39248,bactNOG71683,cyaNOG07596","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,domain of unknown function DUF4332-containing protein,"PF14229,IPR025567","Domain of unknown function (DUF4332),Domain of unknown function DUF4332",156,Hypothetical proteins / Conserved
PMN2A_RS03060,,PMN2A_RS03060,PMN2A_0024,Protein Homology,573087.0,573620.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293558.1,Ycf51 family protein,WP_343222740.1,PMN2A_0024,573087.0,573626.0,-,CK_Pro_NATL2A_00024,,,CK_00000935,,,"NOG12868,COG0477,COG0750,COG1201,bactNOG43023,cyaNOG03132","COG: POORLY CHARACTERIZED [S] Function unknown,COG: GEPR,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF10726,IPR019664","Protein of function (DUF2518),Uncharacterised protein family Ycf51",156,Hypothetical proteins / Conserved
PMN2A_RS03065,,PMN2A_RS03065,PMN2A_0025,Protein Homology,573694.0,577653.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293559.1,translocation/assembly module TamB,WP_011293559.1,PMN2A_0025,573694.0,577653.0,+,CK_Pro_NATL2A_00025,,,CK_00000934,Q.9, Unknown substrate,"COG2911,NOG12793,NOG314285,NOG314486,NOG327902,bactNOG37516,bactNOG96288,bactNOG99987,bactNOG98157,bactNOG38931,bactNOG90812,bactNOG41137,bactNOG101938,bactNOG50060,cyaNOG00533","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,translocation and assembly module TamB-like protein,"PF05359,PF04357,IPR008023,IPR007452","Domain of Unknown Function (DUF748),TamB%2C inner membrane protein subunit of TAM complex,Protein of unknown function DUF748,Translocation and assembly module TamB",141,Transport and binding proteins / Unknown substrate
PMN2A_RS03070,,PMN2A_RS03070,PMN2A_0026,Protein Homology,577799.0,579115.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823371.1,glutamate-5-semialdehyde dehydrogenase,WP_011293560.1,PMN2A_0026,577799.0,579115.0,+,CK_Pro_NATL2A_00026,proA,"GO:0006561,GO:0004350",CK_00000083,A.3,Glutamate family (Arg%2C Gln%2C Glu%2C Pro),"COG0014,bactNOG00402,cyaNOG01317","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",1.2.1.41,glutamate-5-semialdehyde dehydrogenase%3B beta-glutamylphosphate reductase%3B gamma-glutamyl phosphate reductase%3B beta-glutamylphosphate reductase%3B glutamate semialdehyde dehydrogenase%3B glutamate-gamma-semialdehyde dehydrogenase,"proline biosynthetic process,proline biosynthetic process,glutamate-5-semialdehyde dehydrogenase activity",glutamate-5-semialdehyde dehydrogenase,"TIGR00407,PF00171,PS01223,IPR020593,IPR015590,IPR000965","glutamate-5-semialdehyde dehydrogenase,Aldehyde dehydrogenase family,Gamma-glutamyl phosphate reductase signature.,Gamma-glutamyl phosphate reductase GPR%2C conserved site,Aldehyde dehydrogenase domain,GPR domain",73,Amino acid biosynthesis / Glutamate family
PMN2A_RS03075,,PMN2A_RS03075,PMN2A_0027,Protein Homology,579112.0,579501.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293561.1,dihydroneopterin aldolase,WP_011293561.1,PMN2A_0027,579112.0,579501.0,+,CK_Pro_NATL2A_00027,folB,"GO:0006760,GO:0004150",CK_00000933,B.10.3,Folic acid (b9),"COG1539,NOG129148,bactNOG35191,bactNOG86491,bactNOG86067,cyaNOG03326,cyaNOG07123","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",4.1.2.25,dihydroneopterin aldolase%3B 7%2C8-dihydroneopterin aldolase%3B 2-amino-4-hydroxy-6-(D-erythro-1%2C2%2C3-trihydroxypropyl)-7%2C8-dihydropteridine glycolaldehyde-lyase%3B 2-amino-4-hydroxy-6-(D-erythro-1%2C2%2C3-trihydroxypropyl)-7%2C8-dihydropteridine glycolaldehyde-lyase (2-amino-4-hydroxy-6-hydroxymethyl-7%2C8-dihydropteridine-forming)%3B DHNA%3B mptD (gene name)%3B folB (gene name),"folic acid-containing compound metabolic process,folic acid-containing compound metabolic process,dihydroneopterin aldolase activity",dihydroneopterin aldolase,"TIGR00526,PF02152,IPR006157","FolB domain,Dihydroneopterin aldolase,Dihydroneopterin aldolase/epimerase domain",78,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Folic acid
PMN2A_RS03080,,PMN2A_RS03080,PMN2A_0028,Protein Homology,579502.0,580104.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293562.1,esterase/lipase family protein,WP_011293562.1,PMN2A_0028,579502.0,580104.0,+,CK_Pro_NATL2A_00028,,,CK_00000174,H.2,Fatty acid metabolism,"COG1075,bactNOG57853,bactNOG39874,cyaNOG05722,cyaNOG02630","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,alpha/beta hydrolase fold family protein,"PF12697,IPR000073","Alpha/beta hydrolase family,Alpha/beta hydrolase fold-1",177,Fatty acid and phospholipid metabolism / Degradation
PMN2A_RS03085,,PMN2A_RS03085,PMN2A_0029,Protein Homology,580101.0,582212.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293563.1,M3 family metallopeptidase,WP_011293563.1,PMN2A_0029,580101.0,582212.0,-,CK_Pro_NATL2A_00029,prlC,"GO:0006508,GO:0004222,GO:0008233",CK_00000932,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG0339,bactNOG01382,cyaNOG01702","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",3.4.24.70,oligopeptidase A%3B 68000-M signalpeptide hydrolase,"proteolysis,proteolysis,metalloendopeptidase activity,peptidase activity",oligopeptidase A,"PF01432,IPR001567,IPR034005,IPR024077","Peptidase family M3,Peptidase M3A/M3B catalytic domain,Peptidyl-dipeptidase DCP,Neurolysin/Thimet oligopeptidase%2C domain 2",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
PMN2A_RS03090,,PMN2A_RS03090,PMN2A_0030,Protein Homology,582229.0,583782.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125219.1,NAD(P)H-quinone oxidoreductase subunit 4,WP_041710946.1,PMN2A_0030,582229.0,583782.0,-,CK_Pro_NATL2A_00030,ndhD2,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00000015,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1008,bactNOG00642,cyaNOG04821","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhD (chain 4 or M),"TIGR01972,PF00361,IPR010227,IPR001750","proton-translocating NADH-quinone oxidoreductase%2C chain M,Proton-conducting membrane transporter,NADH-quinone oxidoreductase%2C chain M/4,NADH:quinone oxidoreductase/Mrp antiporter%2C membrane subunit","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
thrB,thrB,PMN2A_RS03095,PMN2A_0031,Protein Homology,583840.0,584787.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823375.1,homoserine kinase,WP_011293565.1,PMN2A_0031,583840.0,584787.0,-,CK_Pro_NATL2A_00031,thrB,"GO:0009088,GO:0006566,GO:0004413,GO:0005524",CK_00000931,,,"COG0083,bactNOG19158,cyaNOG01316","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.7.1.39,homoserine kinase%3B homoserine kinase (phosphorylating)%3B HSK,"threonine biosynthetic process,threonine metabolic process,threonine biosynthetic process,threonine metabolic process,homoserine kinase activity,ATP binding",homoserine kinase,"TIGR00191,PF00288,PF08544,PS00627,IPR006204,IPR000870,IPR006203,IPR013750","homoserine kinase,GHMP kinases N terminal domain,GHMP kinases C terminal,GHMP kinases putative ATP-binding domain.,GHMP kinase N-terminal domain,Homoserine kinase,GHMP kinase%2C ATP-binding%2C conserved site,GHMP kinase%2C C-terminal domain",71,Amino acid biosynthesis / Aspartate family
PMN2A_RS03100,,PMN2A_RS03100,PMN2A_0032,Protein Homology,584817.0,585842.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293566.1,glucokinase,WP_011293566.1,PMN2A_0032,584817.0,585842.0,-,CK_Pro_NATL2A_00032,glk,"GO:0005975,GO:0006096,GO:0051156,GO:0004340",CK_00000930,"G.4,G.8","Glycolysis/gluconeogenesis, Glycogen and sugar metabolism","COG0837,bactNOG05407,cyaNOG01036","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.7.1.2,glucokinase%3B glucokinase (phosphorylating),"carbohydrate metabolic process,glycolytic process,glucose 6-phosphate metabolic process,carbohydrate metabolic process,glycolytic process,glucose 6-phosphate metabolic process,glucokinase activity",glucokinase,"TIGR00749,PF02685,IPR003836","glucokinase,Glucokinase,Glucokinase","116,119","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Sugars"
thrS,thrS,PMN2A_RS03105,PMN2A_0033,Protein Homology,585866.0,587791.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293567.1,threonine--tRNA ligase,WP_011293567.1,PMN2A_0033,585866.0,587791.0,-,CK_Pro_NATL2A_00033,thrS,GO:0004829,CK_00000928,K.1,tRNA aminoacylation,"COG0441,bactNOG01809,cyaNOG00636","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.3,threonine---tRNA ligase%3B threonyl-tRNA synthetase%3B threonyl-transfer ribonucleate synthetase%3B threonyl-transfer RNA synthetase%3B threonyl-transfer ribonucleic acid synthetase%3B threonyl ribonucleic synthetase%3B threonine-transfer ribonucleate synthetase%3B threonine translase%3B threonyl-tRNA synthetase%3B TRS,threonine-tRNA ligase activity,threonyl-tRNA synthetase,"TIGR00418,PF07973,PF00587,PF03129,PS50862,IPR006195,IPR012947,IPR002314,IPR002320,IPR004154","threonine--tRNA ligase,Threonyl and Alanyl tRNA synthetase second additional domain,tRNA synthetase class II core domain (G%2C H%2C P%2C S and T),Anticodon binding domain,Aminoacyl-transfer RNA synthetases class-II family profile.,Aminoacyl-tRNA synthetase%2C class II,Threonyl/alanyl tRNA synthetase%2C SAD,Aminoacyl-tRNA synthetase%2C class II (G/ P/ S/T),Threonine-tRNA ligase%2C class IIa,Anticodon-binding",137,Protein synthesis / tRNA aminoacylation
trpS,trpS,PMN2A_RS03110,PMN2A_0034,Protein Homology,587798.0,588811.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293568.1,tryptophan--tRNA ligase,WP_011293568.1,PMN2A_0034,587798.0,588811.0,-,CK_Pro_NATL2A_00034,trpS,"GO:0006436,GO:0006418,GO:0004830,GO:0000166,GO:0005524,GO:0004812",CK_00000927,K.1,tRNA aminoacylation,"COG0180,bactNOG00401,cyaNOG00708","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.2,tryptophan---tRNA ligase%3B tryptophanyl-tRNA synthetase%3B L-tryptophan-tRNATrp ligase (AMP-forming)%3B tryptophanyl-transfer ribonucleate synthetase%3B tryptophanyl-transfer ribonucleic acid synthetase%3B tryptophanyl-transfer RNA synthetase%3B tryptophanyl ribonucleic synthetase%3B tryptophanyl-transfer ribonucleic synthetase%3B tryptophanyl-tRNA synthase%3B tryptophan translase%3B TrpRS,"tryptophanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,tryptophanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,tryptophan-tRNA ligase activity,nucleotide binding,ATP binding,aminoacyl-tRNA ligase activity",tryptophan--tRNA ligase,"TIGR00233,PF00579,IPR002306,IPR002305,IPR024109,IPR014729","tryptophan--tRNA ligase,tRNA synthetases class I (W and Y),Tryptophan-tRNA ligase,Aminoacyl-tRNA synthetase%2C class Ic,Tryptophan-tRNA ligase%2C bacterial-type,Rossmann-like alpha/beta/alpha sandwich fold",137,Protein synthesis / tRNA aminoacylation
PMN2A_RS03115,,PMN2A_RS03115,PMN2A_0035,Protein Homology,588812.0,589342.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293569.1,hypothetical protein,WP_011293569.1,PMN2A_0035,588812.0,589342.0,-,CK_Pro_NATL2A_00035,,,CK_00000926,,,"NOG47973,bactNOG64592,cyaNOG06676","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,Conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
PMN2A_RS03120,,PMN2A_RS03120,PMN2A_0036,Protein Homology,589573.0,590928.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823380.1,YcjF family protein,WP_011293570.1,PMN2A_0036,589573.0,590928.0,+,CK_Pro_NATL2A_00036,,,CK_00000925,R.2,Conserved hypothetical proteins,"COG3597,COG1100,bactNOG57822,cyaNOG05111","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved membrane protein (DUF697),"PF05128,IPR021147","Domain of unknown function (DUF697),Protein of unknown function DUF697",156,Hypothetical proteins / Conserved
PMN2A_RS03125,,PMN2A_RS03125,PMN2A_0037,Protein Homology,591003.0,591968.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293571.1,metal ABC transporter substrate-binding protein,WP_011293571.1,PMN2A_0037,591003.0,591968.0,+,CK_Pro_NATL2A_00037,mntC,GO:0046872,CK_00000919,"D.1.7,Q.4","Trace metals,Cations and iron carrying compounds","COG0803,bactNOG05928,bactNOG04966,cyaNOG00781,cyaNOG05385","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,metal ion binding,ABC-type Mn2+ transporter%2C substrate binding protein,"PF01297,PS51257,PS51257,IPR006127,IPR006129","Zinc-uptake complex component A periplasmic,Prokaryotic membrane lipoprotein lipid attachment site profile.,Prokaryotic membrane lipoprotein lipid attachment site profile.,Periplasmic solute binding protein%2C ZnuA-like,Adhesin B",145,Transport and binding proteins / Cations and iron carrying compounds
PMN2A_RS03130,,PMN2A_RS03130,PMN2A_0038,Protein Homology,591968.0,592765.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293572.1,metal ABC transporter ATP-binding protein,WP_011293572.1,PMN2A_0038,591968.0,592765.0,+,CK_Pro_NATL2A_00038,mntA,"GO:0042626,GO:0046872",CK_00008083,Q.4,Cations and iron carrying compounds,"COG1121,bactNOG02305,bactNOG01379,cyaNOG01024","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"ATPase-coupled transmembrane transporter activity,metal ion binding",ABC-type Mn2+ transport system%2C ATPase component,"PF00005,PS50893,IPR017871,IPR003439","ABC transporter,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter%2C conserved site,ABC transporter-like",145,Transport and binding proteins / Cations and iron carrying compounds
PMN2A_RS03135,,PMN2A_RS03135,PMN2A_0039,Protein Homology,592758.0,593630.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293573.1,metal ABC transporter permease,WP_011293573.1,PMN2A_0039,592758.0,593630.0,+,CK_Pro_NATL2A_00039,mntB,GO:0046872,CK_00000080,Q.4,Cations and iron carrying compounds,"COG1108,bactNOG04918,bactNOG03904,cyaNOG01928","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,metal ion binding,ABC-type Mn2+ transporter%2C membrane component,"PF00950,IPR001626","ABC 3 transport family,ABC transporter%2C TroCD-like",145,Transport and binding proteins / Cations and iron carrying compounds
PMN2A_RS03140,,PMN2A_RS03140,PMN2A_0040,Protein Homology,593643.0,594821.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293574.1,DUF4336 domain-containing protein,WP_011293574.1,PMN2A_0040,593643.0,594821.0,+,CK_Pro_NATL2A_00040,,,CK_00000765,R.2,Conserved hypothetical proteins,"NOG319697,NOG254439,COG0795,bactNOG11993,cyaNOG01226","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (DUF4336),"PF14234,IPR025638","Domain of unknown function (DUF4336),Protein of unknown function DUF4336",156,Hypothetical proteins / Conserved
