seq_id,Name,gene,gene_synonym,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
NZ_CP012202.1,ACZ81_RS00360,,,ACZ81_RS00360,ACZ81_00360,Protein Homology,78700,79107,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996819.1,c-type cytochrome,WP_014947775.1,407,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00370,(hipA),,ACZ81_RS00370,ACZ81_00370,Protein Homology,79455,80648,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013462868.1,HipA domain-containing protein,WP_061438912.1,1193,K07154,09180 Brite Hierarchies,09181 Protein families: metabolism;09183 Protein families: signaling and cellular processes,01001 Protein kinases [BR:ko01001];02048 Prokaryotic defense system [BR:ko02048],K07154  hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1],Env. Info/Cellular Process,,hipA,(hipA)
NZ_CP012202.1,ACZ81_RS00375,,,ACZ81_RS00375,ACZ81_00375,Protein Homology,80638,80928,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516600.1,helix-turn-helix domain-containing protein,WP_061438914.1,290,,,,,,Other,,,
NZ_CP012202.1,nhaC,nhaC,,ACZ81_RS00380,ACZ81_00380,Protein Homology,81232,82644,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947776.1,Na+/H+ antiporter NhaC,WP_061438916.1,1412,K03315,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03315  nhaC; Na+:H+ antiporter, NhaC family",Membrane transport,Membrane transport,nhaC,(nhaC)
NZ_CP012202.1,ACZ81_RS00385,,,ACZ81_RS00385,ACZ81_00385,Protein Homology,82748,84517,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516626.1,BCCT family transporter,WP_061438918.1,1769,K03451,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99977 Transport,"K03451  TC.BCT; betaine/carnitine transporter, BCCT family",Membrane transport,Membrane transport,TC.BCT,
NZ_CP012202.1,ACZ81_RS00390,,,ACZ81_RS00390,ACZ81_00390,Protein Homology,84668,85297,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947778.1,hypothetical protein,WP_061438920.1,629,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS00395,,,ACZ81_RS00395,ACZ81_00395,Protein Homology,85433,85681,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947779.1,DUF2960 family protein,WP_061438921.1,248,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00400,,,ACZ81_RS00400,ACZ81_00400,Protein Homology,86246,88012,-,,,COORDINATES: protein motif:HMM:NF014044.2,ATP-binding protein,WP_061438923.1,1766,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00405,,,ACZ81_RS00405,ACZ81_00405,Protein Homology,88014,89102,-,,,COORDINATES: protein motif:HMM:NF024685.2,SIR2 family protein,WP_061438925.1,1088,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS21400,,,ACZ81_RS21400,,GeneMarkS-2+,89299,89688,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_232375976.1,389,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS21405,,,ACZ81_RS21405,,Protein Homology,89663,89866,-,,,COORDINATES: protein motif:HMM:NF017640.2,replication endonuclease,WP_232376015.1,203,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00420,,,ACZ81_RS00420,ACZ81_00420,Protein Homology,90588,91721,+,,,COORDINATES: protein motif:HMM:NF024901.2,DUF4124 domain-containing protein,WP_061438931.1,1133,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00425,,,ACZ81_RS00425,ACZ81_00425,Protein Homology,91736,93433,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006955889.1,class I SAM-dependent methyltransferase,WP_061438932.1,1697,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00430,,,ACZ81_RS00430,ACZ81_00430,Protein Homology,93669,95762,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065896.1,TonB-dependent siderophore receptor,WP_061438933.1,2093,K16088,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K16088  TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid",Membrane transport,Membrane transport,nan,nan
NZ_CP012202.1,ACZ81_RS00435,,,ACZ81_RS00435,ACZ81_00435,Protein Homology,95930,96460,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975299.1,hypothetical protein,WP_039227006.1,530,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS00440,,,ACZ81_RS00440,ACZ81_00440,Protein Homology,96485,97012,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947785.1,hypothetical protein,WP_039236707.1,527,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS00445,(acd),,ACZ81_RS00445,ACZ81_00445,Protein Homology,97086,98306,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516655.1,acyl-CoA dehydrogenase family protein,WP_061438935.1,1220,K00249,09100 Metabolism,09103 Lipid metabolism;09105 Amino acid metabolism,"00071 Fatty acid degradation [PATH:ko00071];00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","K00249  ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]",AA/Nucleotide,,"ACADM, acd",(acd)
NZ_CP012202.1,ACZ81_RS00450,,,ACZ81_RS00450,ACZ81_00450,Protein Homology,98520,99443,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975302.1,LysR family transcriptional regulator,WP_061486886.1,923,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00455,,,ACZ81_RS00455,ACZ81_00455,Protein Homology,99581,100342,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516657.1,MBL fold metallo-hydrolase,WP_061486888.1,761,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00460,,,ACZ81_RS00460,ACZ81_00460,Protein Homology,100555,101940,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996840.1,YcjX family protein,WP_014947789.1,1385,K06918,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06918  K06918; uncharacterized protein,Uncharacterized,,K06918,
NZ_CP012202.1,ACZ81_RS00465,(ycjF),,ACZ81_RS00465,ACZ81_00465,Protein Homology,101943,103055,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977921.1,DUF697 domain-containing protein,WP_061438938.1,1112,K08990,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K08990  ycjF; putative membrane protein,Uncharacterized,,ycjF,(ycjF)
NZ_CP012202.1,ACZ81_RS00470,,,ACZ81_RS00470,ACZ81_00470,Protein Homology,103155,104381,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786101.1,threonine/serine exporter family protein,WP_014947791.1,1226,,,,,,Other,,,
NZ_CP012202.1,thiH,thiH,,ACZ81_RS00475,ACZ81_00475,Protein Homology,104611,105744,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975307.1,2-iminoacetate synthase ThiH,WP_061438940.1,1133,K03150,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K03150  thiH; 2-iminoacetate synthase [EC:4.1.99.19],Metabolism,,thiH,(thiH)
NZ_CP012202.1,ACZ81_RS00480,(thiG),,ACZ81_RS00480,ACZ81_00480,Protein Homology,105741,106511,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996844.1,thiazole synthase,WP_061438943.1,770,K03149,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K03149  thiG; thiazole synthase [EC:2.8.1.10],Metabolism,,thiG,(thiG)
NZ_CP012202.1,thiS,thiS,,ACZ81_RS00485,ACZ81_00485,Protein Homology,106513,106722,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977924.1,sulfur carrier protein ThiS,WP_014947794.1,209,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00490,,,ACZ81_RS00490,ACZ81_00490,Protein Homology,106719,107513,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996846.1,HesA/MoeB/ThiF family protein,WP_061438944.1,794,K21029,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122],K21029  moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80],Genetic Info,,nan,nan
NZ_CP012202.1,thiE,thiE,,ACZ81_RS00495,ACZ81_00495,Protein Homology,107506,109107,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947796.1,thiamine phosphate synthase,WP_061438946.1,1601,K14153,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K14153  thiDE; hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3],Metabolism,,nan,nan
NZ_CP012202.1,thiC,thiC,,ACZ81_RS00500,ACZ81_00500,Protein Homology,109104,111014,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996848.1,phosphomethylpyrimidine synthase ThiC,WP_061438948.1,1910,K03147,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K03147  thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17],Metabolism,,thiC,(thiC)
NZ_CP012202.1,ACZ81_RS00505,(hemY),,ACZ81_RS00505,ACZ81_00505,Protein Homology,111512,112687,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947798.1,heme biosynthesis protein,WP_061438950.1,1175,K02498,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99987 Cofactor metabolism,K02498  hemY; HemY protein,Metabolism,,hemY,(hemY)
NZ_CP012202.1,ACZ81_RS00510,(hemX),,ACZ81_RS00510,ACZ81_00510,Protein Homology,112684,113856,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996850.1,uroporphyrinogen-III C-methyltransferase,WP_061438952.1,1172,K02496,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],K02496  hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107],Metabolism,,hemX,(hemX)
NZ_CP012202.1,ACZ81_RS00515,(hemD),,ACZ81_RS00515,ACZ81_00515,Protein Homology,113857,114588,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996851.1,uroporphyrinogen-III synthase,WP_061438954.1,731,K01719,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K01719  hemD, UROS; uroporphyrinogen-III synthase [EC:4.2.1.75]",Metabolism,,"hemD, UROS",(hemD)
NZ_CP012202.1,hemC,hemC,,ACZ81_RS00520,ACZ81_00520,Protein Homology,114652,115590,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977931.1,hydroxymethylbilane synthase,WP_014947801.1,938,K01749,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K01749  hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]",Metabolism,,"hemC, HMBS",(hemC)
NZ_CP012202.1,ACZ81_RS00525,,,ACZ81_RS00525,ACZ81_00525,Protein Homology,115788,116849,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947802.1,GGDEF domain-containing protein,WP_049587575.1,1061,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00530,,,ACZ81_RS00530,ACZ81_00530,Protein Homology,117044,117715,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996854.1,alpha/beta fold hydrolase,WP_014977932.1,671,K06999,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99999 Others,K06999  K06999; phospholipase/carboxylesterase,Metabolism,,K06999,
NZ_CP012202.1,gmk,gmk,,ACZ81_RS00535,ACZ81_00535,Protein Homology,117922,118563,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996855.1,guanylate kinase,WP_061438956.1,641,K00942,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K00942  gmk, GUK1; guanylate kinase [EC:2.7.4.8]",AA/Nucleotide,,"gmk, GUK1",(gmk)
NZ_CP012202.1,rpoZ,rpoZ,,ACZ81_RS00540,ACZ81_00540,Protein Homology,118733,119005,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516676.1,DNA-directed RNA polymerase subunit omega,WP_014947805.1,272,K03060,09120 Genetic Information Processing;09180 Brite Hierarchies,09121 Transcription;09182 Protein families: genetic information processing,03020 RNA polymerase [PATH:ko03020];03021 Transcription machinery [BR:ko03021];03400 DNA repair and recombination proteins [BR:ko03400],K03060  rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6],Genetic Info,,rpoZ,(rpoZ)
NZ_CP012202.1,spoT,spoT,,ACZ81_RS00545,ACZ81_00545,Protein Homology,119148,121259,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516677.1,bifunctional GTP diphosphokinase/guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase,WP_039226917.1,2111,K01139,09100 Metabolism;09180 Brite Hierarchies,09104 Nucleotide metabolism;09182 Protein families: genetic information processing,00230 Purine metabolism [PATH:ko00230];03009 Ribosome biogenesis [BR:ko03009],"K01139  spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",AA/Nucleotide,,spoT,(spoT)
NZ_CP012202.1,ACZ81_RS00550,,,ACZ81_RS00550,ACZ81_00550,Protein Homology,121284,121670,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516678.1,RidA family protein,WP_014975316.1,386,,,,,,Other,,,
NZ_CP012202.1,trmH,trmH,,ACZ81_RS00555,ACZ81_00555,Protein Homology,121674,122381,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996858.1,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,WP_014975317.1,707,K00556,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K00556  trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34],Genetic Info,,trmH,(trmH)
NZ_CP012202.1,recG,recG,,ACZ81_RS00560,ACZ81_00560,Protein Homology,122576,124648,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996859.1,ATP-dependent DNA helicase RecG,WP_014975318.1,2072,K03655,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400];03440 Homologous recombination [PATH:ko03440],K03655  recG; ATP-dependent DNA helicase RecG [EC:5.6.2.4],Genetic Info,,recG,(recG)
NZ_CP012202.1,ACZ81_RS00565,,,ACZ81_RS00565,ACZ81_00565,Protein Homology,124641,125426,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977936.1,class I SAM-dependent methyltransferase,WP_061438957.1,785,K15984,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K15984  rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242],Genetic Info,,nan,nan
NZ_CP012202.1,ACZ81_RS00570,,,ACZ81_RS00570,ACZ81_00570,Protein Homology,125428,125901,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516682.1,peroxiredoxin,WP_014947810.1,473,K24138,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],K24138  prx3; glutaredoxin/glutathione-dependent peroxiredoxin [EC:1.11.1.25 1.11.1.27],AA/Nucleotide,,nan,nan
NZ_CP012202.1,ACZ81_RS00575,,,ACZ81_RS00575,ACZ81_00575,Protein Homology,126333,127142,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516683.1,hypothetical protein,WP_014947811.1,809,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS00580,"(afuA,fbpA)",,ACZ81_RS00580,ACZ81_00580,Protein Homology,127152,128186,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947812.1,extracellular solute-binding protein,WP_061438959.1,1034,K02012,09130 Environmental Information Processing;09180 Brite Hierarchies,09131 Membrane transport;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02010 ABC transporters [PATH:ko02010],"K02012  afuA, fbpA; iron(III) transport system substrate-binding protein",Membrane transport,Membrane transport,"afuA, fbpA","(afuA,fbpA)"
NZ_CP012202.1,ACZ81_RS00585,"(afuB,fbpB)",,ACZ81_RS00585,ACZ81_00585,Protein Homology,128183,129703,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947813.1,iron ABC transporter permease,WP_014975321.1,1520,K02011,09130 Environmental Information Processing;09180 Brite Hierarchies,09131 Membrane transport;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02010 ABC transporters [PATH:ko02010],"K02011  afuB, fbpB; iron(III) transport system permease protein",Membrane transport,Membrane transport,"afuB, fbpB","(afuB,fbpB)"
NZ_CP012202.1,ACZ81_RS00590,"(afuC,fbpC)",,ACZ81_RS00590,ACZ81_00590,Protein Homology,129703,130734,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975322.1,ABC transporter ATP-binding protein,WP_039226913.1,1031,K02010,09130 Environmental Information Processing;09180 Brite Hierarchies,09131 Membrane transport;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02010 ABC transporters [PATH:ko02010],"K02010  afuC, fbpC; iron(III) transport system ATP-binding protein [EC:7.2.2.7]",Membrane transport,Membrane transport,"afuC, fbpC","(afuC,fbpC)"
NZ_CP012202.1,ACZ81_RS00595,,,ACZ81_RS00595,ACZ81_00595,Protein Homology,130737,131918,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977941.1,NAD(P)/FAD-dependent oxidoreductase,WP_061438961.1,1181,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00600,,,ACZ81_RS00600,ACZ81_00600,Protein Homology,131972,132172,-,,,COORDINATES: protein motif:HMM:NF018058.2,LapA family protein,WP_061438963.1,200,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00605,,,ACZ81_RS00605,ACZ81_00605,GeneMarkS-2+,132325,132537,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061438965.1,212,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS00610,,,ACZ81_RS00610,ACZ81_00610,GeneMarkS-2+,132581,133099,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061438967.1,518,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS00615,,,ACZ81_RS00615,ACZ81_00615,Protein Homology,133172,134044,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013464439.1,mechanosensitive ion channel,WP_061438970.1,872,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00620,(bax),,ACZ81_RS00620,ACZ81_00620,Protein Homology,134093,134920,-,,,COORDINATES: protein motif:HMM:NF013954.2,glucosaminidase domain-containing protein,WP_061438972.1,827,K03796,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K03796  bax; Bax protein,Uncharacterized,,bax,(bax)
NZ_CP012202.1,ACZ81_RS00625,,,ACZ81_RS00625,ACZ81_00625,Protein Homology,135015,135614,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107723.1,sigma-70 family RNA polymerase sigma factor,WP_061438975.1,599,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00630,,,ACZ81_RS00630,ACZ81_00630,Protein Homology,135623,136483,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107724.1,mechanosensitive ion channel,WP_061438978.1,860,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00635,,,ACZ81_RS00635,ACZ81_00635,Protein Homology,136485,136757,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007642669.1,hypothetical protein,WP_203229262.1,272,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS00640,(mgtE),,ACZ81_RS00640,ACZ81_00640,Protein Homology,136969,138309,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516717.1,magnesium transporter,WP_061438980.1,1340,K06213,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K06213  mgtE; magnesium transporter,Membrane transport,Membrane transport,mgtE,(mgtE)
NZ_CP012202.1,ACZ81_RS00645,,,ACZ81_RS00645,ACZ81_00645,Protein Homology,138342,139454,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011327409.1,DUF21 domain-containing protein,WP_061438982.1,1112,K16302,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K16302  CNNM; metal transporter CNNM,Membrane transport,Membrane transport,nan,nan
NZ_CP012202.1,rimK,rimK,,ACZ81_RS00650,ACZ81_00650,Protein Homology,139582,140490,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015817572.1,30S ribosomal protein S6--L-glutamate ligase,WP_061438984.1,908,K05844,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K05844  rimK; ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-],Genetic Info,,rimK,(rimK)
NZ_CP012202.1,ACZ81_RS00655,,,ACZ81_RS00655,ACZ81_00655,Protein Homology,140494,141537,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006005556.1,M14 family metallopeptidase,WP_061438987.1,1043,K06987,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06987  K06987; uncharacterized protein,Uncharacterized,,K06987,
NZ_CP012202.1,ACZ81_RS00660,,,ACZ81_RS00660,ACZ81_00660,Protein Homology,141573,143387,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107283.1,cation:proton antiporter,WP_232375977.1,1814,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS00665,(ompW),,ACZ81_RS00665,ACZ81_00665,Protein Homology,143565,144236,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977942.1,outer membrane beta-barrel protein,WP_061438989.1,671,K07275,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99992 Structural proteins,K07275  ompW; outer membrane protein,Env. Info/Cellular Process,,ompW,(ompW)
