Sheet 2 Classification of all Prochlorococcus MED4 CDS genes by expression level,,,,,,,,,,,,,,,
sysNamea,locus tagb,start,stop,strand,Core/Flexiblec,ExpressionLeveld,name,desc,COG,COGFun,COGDesc,,,,
PMM0161,PMED4_01671,156307,157452,-,Core,VEG,gltA,Citrate synthase (NCBI),COG372,C,Citrate synthase,,,,
PMM0162,PMED4_01681,157532,158989,-,Core,NEG,PMM0162,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0163,PMED4_01691,159071,159421,+,Core,MEG,pspE,Rhodanese-like (Katherine Huang),COG607,P,Rhodanese-related sulfurtransferase,,,,
PMM0164,PMED4_01701,159422,160666,-,Core,HEG,trpB,Tryptophan synthase subunit beta (Katherine Huang),COG133,E,Tryptophan synthase beta chain,,,,
PMM0165,PMED4_01711,160714,161025,+,Core,VEG,sui1,Translation initiation factor SUI1 (NCBI),COG23,J,Translation initiation factor 1 (eIF-1/SUI1) and related proteins,,,,
PMM0166,PMED4_01721,161069,161695,+,Core,MEG,cysC,Adenylylsulfate kinase (NCBI),COG529,P,Adenylylsulfate kinase and related kinases,,,,
PMM0167,PMED4_01731,161711,162202,-,Core,MEG,purE,Phosphoribosylaminoimidazole carboxylase (NCBI),COG41,F,Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase,,,,
PMM0168,PMED4_01741,162339,163040,+,Core,MEG,chlM,Mg-protoporphyrin IX methyltransferase (NCBI),COG2227,H,"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase",,,,
PMM0169,PMED4_01751,163042,163770,-,Core,VEG,PMM0169,two-component response regulator (NCBI),COG2197,TK,Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain,,,,
PMM0170,PMED4_01761,163827,164975,+,Core,VEG,PMM0170,NifS-like aminotransferase class-V (NCBI),COG1104,E,Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes,,,,
PMM0171,PMED4_01771,164984,165886,-,Core,VEG,PMM0171,Predicted S-adenosylmethionine-dependent methyltransferase (Katherine Huang),COG275,M,Predicted S-adenosylmethionine-dependent methyltransferase involved in cell envelope biogenesis,,,,
PMM0172,PMED4_01781,165925,167112,+,Core,VEG,ndhH,putative NADH dehydrogenase subunit (NCBI),COG649,C,NADH:ubiquinone oxidoreductase 49 kD subunit 7,,,,
PMM0173,PMED4_01791,167121,167573,+,Core,MEG,PMM0173,Predicted thioesterase  (Katherine Huang),COG824,R,Predicted thioesterase,,,,
PMM0174,PMED4_01801,167587,168804,-,Core,VEG,menE,probable O-succinylbenzoic acid--CoA ligase (OSB-CoA synthetase) (NCBI),COG318,IQ,Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,,,,
PMM0175,PMED4_01811,168789,169754,-,Core,VEG,menC,putative O-succinylbenzoate synthase (NCBI),COG4948,MR,L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily,,,,
PMM0176,PMED4_01821,169751,170668,-,Core,VEG,menA,"1,4-dihydroxy-2-naphthoate (DHNA) octaprenyltransferase; UbiA prenyltranferase family (NCBI)",COG1575,H,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",,,,
PMM0177,PMED4_01831,170770,172167,+,Core,VEG,menF,Isochorismate synthase (NCBI),COG1169,HQ,Isochorismate synthase,,,,
PMM0178,PMED4_01841,172160,173083,-,Core,MEG,gshB,putative Glutathione synthetase (NCBI),COG189,HJ,Glutathione synthase/Ribosomal protein S6 modification enzyme (glutaminyl transferase),,,,
PMM0179,PMED4_01851,173089,173343,-,Core,MEG,grxC,Glutaredoxin (NCBI),COG695,O,Glutaredoxin and related proteins,,,,
PMM0180,PMED4_01861,173420,174542,+,Core,VEG,prfB,peptide chain release factor RF-2 (NCBI),COG216,J,Protein chain release factor A,,,,
PMM0181,PMED4_01871,174547,174729,+,Core,VEG,PMM0181,conserved hypothetical protein (NCBI),,,,,,,
PMM0182,PMED4_01881,174737,175279,+,Core,NEG,PMM0182,Predicted metal-dependent hydrolase  (Katherine Huang),COG319,R,Predicted metal-dependent hydrolase,,,,
PMM0183,PMED4_01891,175302,175718,+,Core,NEG,dgkA,Prokaryotic diacylglycerol kinase (NCBI),COG818,M,Diacylglycerol kinase,,,,
PMM0184,PMED4_01901,175726,176322,+,Core,VEG,pabA,para-aminobenzoate synthase component II (NCBI),COG512,EH,Anthranilate/para-aminobenzoate synthases component II,,,,
PMM0185,PMED4_01911,176344,177072,+,Flexible,MEG,PMM0185,Predicted Zn-dependent hydrolases of the beta-lactamase fold  (Katherine Huang),COG2220,R,Predicted Zn-dependent hydrolases of the beta-lactamase fold,,,,
PMM0186,PMED4_01921,177069,178178,-,Core,LEG,hisC,Aminotransferases class-I (NCBI),COG79,E,Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase,,,,
PMM0187,PMED4_01931,178178,179989,-,Core,LEG,argS,Arginyl-tRNA synthetase (NCBI),COG18,J,Arginyl-tRNA synthetase,,,,
PMM0188,PMED4_01941,180017,180883,-,Core,VEG,nadC,Nicotinate-nucleotide pyrophosphorylase:Quinolinate phosphoriobsyl transferase (NCBI),COG157,H,Nicotinate-nucleotide pyrophosphorylase,,,,
PMM0189,PMED4_01951,180959,182341,-,Core,LEG,thdF,putative thiophen / furan oxidation protein (NCBI),COG486,R,Predicted GTPase,,,,
PMM0190,PMED4_01961,182408,182860,+,Core,VEG,PMM0190,Uncharacterized protein conserved in bacteria (Katherine Huang),COG3216,S,Uncharacterized protein conserved in bacteria,,,,
PMM0191,PMED4_01971,182880,185189,-,Core,MEG,spoT,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase, (ppGpp)ase (NCBI)",COG317,TK,Guanosine polyphosphate pyrophosphohydrolases/synthetases,,,,
PMM0192,PMED4_01981,185245,186840,+,Core,VEG,PMM0192,"ABC transporter, ATP binding component, possibly for oligopeptides (NCBI)",COG1123,R,"ATPase components of various ABC-type transport systems, contain duplicated ATPase",,,,
PMM0193,PMED4_01991,186826,187794,-,Core,MEG,rluD,putative pseudouridylate synthase specific to ribosomal large subunit (NCBI),COG564,J,"Pseudouridylate synthases, 23S RNA-specific",,,,
PMM0194,PMED4_02001,187791,188657,-,Core,VEG,PMM0194,Predicted GTPases  (Katherine Huang),COG1161,R,Predicted GTPases,,,,
PMM0195,PMED4_02011,188883,190091,+,Core,VEG,pgk,Phosphoglycerate kinase (NCBI),COG126,G,3-phosphoglycerate kinase,,,,
PMM0196,PMED4_02021,190093,190824,-,Core,VEG,PMM0196,conserved hypothetical protein (NCBI),,,,,,,
PMM0197,PMED4_02031,190852,191946,+,Core,VEG,murG,Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase (NCBI),COG707,M,UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase,,,,
PMM0198,PMED4_02041,191925,193049,-,Core,VEG,PMM0198,Aminotransferases class-I (NCBI),COG79,E,Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase,,,,
PMM0199,PMED4_02051,193065,194234,-,Core,LEG,pyrD,Dihydroorotate dehydrogenase (NCBI),COG167,F,Dihydroorotate dehydrogenase,,,,
PMM0200,PMED4_02061,194249,194971,-,Flexible,MEG,rnhA,possible ribonuclease HI (NCBI),COG328,L,Ribonuclease HI,,,,
PMM0201,PMED4_02071,195017,195412,-,Core,HEG,rplL,50S ribosomal protein L7/L12 (NCBI),COG222,J,Ribosomal protein L7/L12,,,,
PMM0202,PMED4_02081,195441,195968,-,Core,HEG,rplJ,50S ribosomal protein L10 (NCBI),COG244,J,Ribosomal protein L10,,,,
PMM0203,PMED4_02091,196161,196868,-,Core,HEG,rplA,50S ribosomal protein L1 (NCBI),COG81,J,Ribosomal protein L1,,,,
PMM0204,PMED4_02101,196935,197360,-,Core,HEG,rplK,50S ribosomal protein L11 (NCBI),COG80,J,Ribosomal protein L11,,,,
PMM0205,PMED4_02111,197424,198035,-,Core,HEG,nusG,"transcription antitermination protein, NusG (NCBI)",COG250,K,Transcription antiterminator,,,,
PMM0206,PMED4_02121,198110,198349,-,Core,MEG,secE,"putative preprotein translocase, SecE subunit (NCBI)",,,,,,,
PMM0207,PMED4_02131,198413,201172,-,Core,MEG,clpB2,"putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB (NCBI)",COG542,O,"ATPases with chaperone activity, ATP-binding subunit",,,,
PMM0208,PMED4_02141,201456,202748,+,Core,HEG,eno,Enolase (NCBI),COG148,G,Enolase,,,,
PMM0209,PMED4_02151,202752,204419,-,Core,MEG,PMM0209,possible kinase (NCBI),COG661,R,Predicted unusual protein kinase,,,,
PMM0210,PMED4_02161,204419,204736,-,Core,VEG,PMM0210,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0211,PMED4_02171,204992,205948,+,Flexible,HEG,trxB,FAD-dependent pyridine nucleotide-disulphide oxidoreductase (NCBI),COG492,O,Thioredoxin reductase,,,,
PMM0212,PMED4_02181,205971,206252,-,Flexible,VEG,PMM0212,conserved hypothetical protein (NCBI),,,,,,,
PMM0213,PMED4_02191,206256,207254,-,Flexible,VEG,sbtA,putative sodium-dependent bicarbonate transporter (NCBI),COG3329,R,Predicted permease,,,,
PMM0214,PMED4_02201,207261,208916,-,Core,HEG,PMM0214,putative sulfate transporter (NCBI),COG659,P,Sulfate permease and related transporters (MFS superfamily),,,,
PMM0215,PMED4_02211,209144,210145,+,Core,VEG,hemB,Delta-aminolevulinic acid dehydratase (NCBI),COG113,H,Delta-aminolevulinic acid dehydratase,,,,
PMM0216,PMED4_02221,210201,210593,+,Flexible,VEG,PMM0216,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily (NCBI),COG346,E,Lactoylglutathione lyase and related lyases,,,,
PMM0217,PMED4_02231,210607,213018,+,Core,LEG,mutS,putative DNA mismatch repair protein MutS family (NCBI),COG1193,L,Mismatch repair ATPase (MutS family),,,,
PMM0218,PMED4_02241,213062,214045,+,Core,VEG,obg,GTP1/OBG family (NCBI),COG536,R,Predicted GTPase,,,,
PMM0219,PMED4_02251,214133,214315,+,Flexible,VEG,PMM0219,conserved hypothetical (NCBI),,,,,,,
PMM0220,PMED4_02256,214432,214656,-,Flexible,VEG,PMM0220,conserved hypothetical protein (NCBI),,,,,,,
PMM0221,PMED4_02261,214782,215729,-,Core,NEG,ecm4,Glutathione S-transferase C terminus (NCBI),COG435,O,Predicted glutathione S-transferase,,,,
PMM0222,PMED4_02271,215754,216641,+,Core,VEG,aspA,putative aspartoacylase (NCBI),COG2988,E,Succinylglutamate desuccinylase,,,,
PMM0223,PMED4_02281,216807,217889,+,Core,HEG,psbA,Photosystem II PsbA protein (D1) (NCBI),,,,,,,
PMM0224,PMED4_02291,218002,219096,+,Core,VEG,aroC,Chorismate synthase (NCBI),COG82,E,Chorismate synthase,,,,
PMM0225,PMED4_02301,219107,219748,-,Flexible,MEG,eda,possible 2-keto-3-deoxy-6-phosphogluconate aldolase (NCBI),COG800,G,2-keto-3-deoxy-6-phosphogluconate aldolase,,,,
PMM0226,PMED4_02311,219760,221616,-,Core,HEG,ftsH2,cell division protein FtsH2 (NCBI),COG465,O,ATP-dependent Zn proteases,,,,
PMM0227,PMED4_02321,221663,222838,-,Core,VEG,cysD,ATP-sulfurylase (NCBI),COG2046,P,ATP sulfurylase (sulfate adenylyltransferase),,,,
PMM0228,PMED4_02331,222913,223707,-,Core,HEG,psbO,Photosystem II manganese-stabilizing protein (NCBI),,,,,,,
asRNA_02331,--,223722,223828,+,,--,Antisense RNA,,,,,,,,
PMM0229,PMED4_02341,223922,225178,-,Core,VEG,dfp,putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase (NCBI),COG452,H,Phosphopantothenoylcysteine synthetase/decarboxylase,,,,
PMM0230,PMED4_02351,225168,225389,-,Flexible,VEG,PMM0230,conserved hypothetical protein (NCBI),,,,,,,
PMM0231,PMED4_02361,225590,225772,+,Core,HEG,PMM0231,conserved hypothetical protein (NCBI),,,,,,,
PMM0232,PMED4_02371,225809,226150,+,Core,MEG,PMM0232,conserved hypothetical protein (NCBI),,,,,,,
PMM0233,PMED4_02381,226153,227169,-,Core,MEG,pyrB,aspartate carbamoyltransferase (NCBI),COG540,F,"Aspartate carbamoyltransferase, catalytic chain",,,,
PMM0234,PMED4_02391,227169,227666,-,Flexible,MEG,PMM0234,possible Methylpurine-DNA glycosylase (MPG) (NCBI),COG2094,L,3-methyladenine DNA glycosylase,,,,
PMM0235,PMED4_02401,227987,228280,+,Core,VEG,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C (NCBI),COG721,J,Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit,,,,
HyPMM8,PMED4_02411,228281,229063,-,Core,MEG,Protein-coding gene,Beta-carotene hydroxylase (Katherine Huang),COG3239,I,Fatty acid desaturase,,,,
PMM0236,--,228281,229270,-,Flexible,MEG,crtR,beta carotene hydroxylase (NCBI),,,,,,,
RNA_2,--,229473,229554,+,,--,tRNAVal2,tRNA-Val (RefSeq),,,,,,,
PMM0237,PMED4_02421,229639,230163,+,Flexible,NEG,PMM0237,conserved hypothetical protein (NCBI),,,,,,,
PMM0238,PMED4_02431,230206,233103,+,Core,MEG,ileS,Isoleucyl-tRNA synthetase (NCBI),COG60,J,Isoleucyl-tRNA synthetase,,,,
PMM0239,PMED4_02441,233270,233893,-,Core,VEG,PMM0239,conserved hypothetical protein (NCBI),,,,,,,
PMM0240,PMED4_02451,234019,234648,+,Core,NEG,PMM0240,Predicted SAM-dependent methyltransferase (Katherine Huang),COG220,R,Predicted S-adenosylmethionine-dependent methyltransferase,,,,
PMM0241,PMED4_02461,234650,236008,-,Flexible,VEG,PMM0241,Phosphotransferase superclass (NCBI),COG1109,G,Phosphomannomutase,,,,
PMM0242,PMED4_02471,236138,236683,+,Core,VEG,txlA,thioredoxin-like protein TxlA (NCBI),,,,,,,
PMM0243,PMED4_02481,236686,237324,-,Core,VEG,thy1,possible Thy1 protein homolog (NCBI),COG1351,F,Predicted alternative thymidylate synthase,,,,
PMM0244,PMED4_02491,237326,237919,-,Core,VEG,dcd,dCTP Deaminase (NCBI),COG717,F,Deoxycytidine deaminase,,,,
PMM0245,PMED4_02501,237925,238500,-,Core,VEG,PMM0245,cob(I)alamin adenosyltransferase (NCBI),COG2109,H,ATP:corrinoid adenosyltransferase,,,,
PMM0246,PMED4_02511,238705,239439,+,Core,VEG,ntcA,"Global nitrogen regulatory protein, CRP family of transcriptional regulators (NCBI)",COG664,T,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,,,,
PMM0247,PMED4_02521,239494,240465,+,Core,MEG,PMM0247,conserved hypothetical protein (NCBI),,,,,,,
PMM0248,PMED4_02531,240466,240903,+,Core,VEG,PMM0248,conserved hypothetical protein (NCBI),,,,,,,
PMM0249,PMED4_02541,240884,241141,-,Core,VEG,PMM0249,conserved hypothetical protein (NCBI),,,,,,,
PMM0250,PMED4_02551,241142,241753,-,Core,VEG,pth,Peptidyl-tRNA hydrolase (NCBI),COG193,J,Peptidyl-tRNA hydrolase,,,,
PMM0251,PMED4_02561,241941,242141,-,Core,VEG,psbH,Photosystem II PsbH protein (NCBI),,,,,,,
PMM0252,PMED4_02571,242197,242373,+,Flexible,MEG,psbN,Photosystem II reaction centre N protein (psbN) (NCBI),,,,,,,
PMM0253,PMED4_02581,242502,242630,+,Core,VEG,psbI,photosystem II reaction center PsbI protein (NCBI),,,,,,,
PMM0254,PMED4_02591,242645,244681,+,Core,VEG,PMM0254,conserved hypothetical protein (NCBI),,,,,,,
PMM0255,PMED4_02601,244685,245305,-,Core,VEG,leuD,3-isopropylmalate dehydratase small subunit (NCBI),COG66,E,3-isopropylmalate dehydratase small subunit,,,,
PMM0256,PMED4_02611,245302,246711,-,Core,VEG,leuC,3-isopropylmalate dehydratase large subunit (NCBI),COG65,E,3-isopropylmalate dehydratase large subunit,,,,
PMM0257,PMED4_02621,246725,248026,-,Core,MEG,cinA,Molybdenum cofactor biosynthesis protein (Katherine Huang),COG1058,R,Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA,,,,
PMM0258,PMED4_02631,247995,249266,-,Core,HEG,glyA,Serine hydroxymethyltransferase (SHMT) (NCBI),COG112,E,Glycine/serine hydroxymethyltransferase,,,,
RNA_36,--,249345,249418,-,,--,tRNAGly3,tRNA-Gly (RefSeq),,,,,,,
PMM0259,PMED4_02641,249507,249758,+,Flexible,MEG,PMM0259,conserved hypothetical protein (NCBI),,,,,,,
PMM0260,PMED4_02651,249768,250049,+,Core,VEG,PMM0260,conserved hypothetical protein (NCBI),,,,,,,
PMM0261,PMED4_02661,250057,251637,-,Core,VEG,mviN,"Uncharacterized membrane protein, putative virulence factor  (Katherine Huang)",COG728,R,"Uncharacterized membrane protein, putative virulence factor",,,,
PMM0262,PMED4_02671,251711,252457,+,Core,LEG,sfsA,putative sugar fermentation stimulation protein (NCBI),COG1489,R,"DNA-binding protein, stimulates sugar fermentation",,,,
PMM0263,PMED4_02681,252632,254092,+,Core,HEG,amt1,Ammonium transporter family (NCBI),COG4,P,Ammonia permease,,,,
PMM0264,PMED4_02691,254182,255378,+,Core,MEG,lytB,LytB protein homolog (NCBI),COG761,IM,Penicillin tolerance protein,,,,
PMM0265,PMED4_02701,255473,256033,+,Core,HEG,PMM0265,Predicted membrane protein (Katherine Huang),COG2259,S,Predicted membrane protein,,,,
PMM0266,PMED4_02711,256035,257588,-,Core,VEG,purH,AICARFT/IMPCHase bienzyme:Methylglyoxal synthase-like domain (NCBI),COG138,F,AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful),,,,
PMM0267,PMED4_02721,257622,258239,+,Core,VEG,PMM0267,probable esterase (NCBI),COG400,R,Predicted esterase,,,,
PMM0268,PMED4_02731,258236,258604,-,Core,HEG,PMM0268,conserved hypothetical protein (NCBI),,,,,,,
asRNA_02731,--,258538,258669,+,,--,Antisense RNA,,,,,,,,
PMM0269,PMED4_02741,258843,259979,+,Core,VEG,PMM0269,two-component sensor histidine kinase (NCBI),COG642,T,Signal transduction histidine kinase,,,,
PMM0270,PMED4_02751,259957,260697,-,Core,VEG,CobS,Cobalamin-5-phosphate synthase CobS (NCBI),COG368,H,Cobalamin-5-phosphate synthase,,,,
PMM0271,PMED4_02761,260796,261914,+,Core,VEG,tgt,tRNA-guanine transglycosylase (NCBI),COG343,J,Queuine/archaeosine tRNA-ribosyltransferase,,,,
PMM0272,PMED4_02771,261948,262088,+,Core,VEG,psbK,Photosystem II protein PsbK (NCBI),,,,,,,
PMM0273,PMED4_02781,262103,263107,-,Core,VEG,PMM0273,probable oxidoreductase (NCBI),COG673,R,Predicted dehydrogenases and related proteins,,,,
PMM0274,PMED4_02791,263158,264426,-,Core,MEG,PMM0274,Hemolysins and related proteins containing CBS domains  (Katherine Huang),COG1253,R,Hemolysins and related proteins containing CBS domains,,,,
RNA_35,--,264442,264517,-,,--,tRNAGlu1,tRNA-Glu (RefSeq),,,,,,,
PMM0275,PMED4_02801,264658,265218,+,Core,MEG,pyrE,Orotate phosphoribosyltransferase (NCBI),COG461,F,Orotate phosphoribosyltransferase,,,,
PMM0276,PMED4_02811,265222,266070,+,Core,LEG,PMM0276,Predicted aminomethyltransferase related to GcvT  (Katherine Huang),COG354,R,Predicted aminomethyltransferase related to GcvT,,,,
PMM0277,PMED4_02821,266079,267497,-,Core,VEG,PMM0277,Predicted nuclease (RecB family)  (Katherine Huang),COG2251,R,Predicted nuclease (RecB family),,,,
PMM0278,PMED4_02831,267567,269027,+,Core,VEG,PMM0278,Phosphotransferase superclass (NCBI),COG1109,G,Phosphomannomutase,,,,
PMM0279,PMED4_02841,269024,269599,+,Core,MEG,PMM0279,Xanthosine triphosphate pyrophosphatase (Katherine Huang),COG127,F,Xanthosine triphosphate pyrophosphatase,,,,
PMM0280,PMED4_02851,269602,271125,-,Core,VEG,PMM0280,Retinal pigment epithelial membrane protein (NCBI),COG3670,Q,"Lignostilbene-alpha,beta-dioxygenase and related enzymes",,,,
PMM0281,PMED4_02861,271159,271764,-,Core,MEG,hisB,Imidazoleglycerol-phosphate dehydratase (NCBI),COG131,E,Imidazoleglycerol-phosphate dehydratase,,,,
PMM0282,PMED4_02871,271785,272567,-,Core,HEG,fabI,enoyl-[acyl-carrier-protein] reductase (NCBI),COG623,I,Enoyl-[acyl-carrier-protein] reductase (NADH),,,,
PMM0283,PMED4_02881,272674,273267,+,Core,MEG,PMM0283,conserved hypothetical protein (NCBI),,,,,,,
PMM0284,PMED4_02891,273321,274526,+,Core,VEG,degT,putative pleiotropic regulatory protein (NCBI),COG399,M,Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis,,,,
PMM0285,PMED4_02901,274511,275947,-,Flexible,VEG,phrB,putative DNA photolyase (NCBI),COG415,L,Deoxyribodipyrimidine photolyase,,,,
PMM0286,PMED4_02911,275944,276507,-,Core,MEG,PMM0286,NUDIX hydrolase (NCBI),COG494,LR,NTP pyrophosphohydrolases including oxidative damage repair enzymes,,,,
PMM0287,PMED4_02921,276559,277122,-,Core,VEG,folK,possible 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (NCBI),COG801,H,"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase",,,,
PMM0288,PMED4_02931,277171,279333,+,Core,MEG,chlD,"Protoporphyrin IX Magnesium chelatase, ChlD subunit (NCBI)",COG1239,H,Mg-chelatase subunit ChlI,,,,
PMM0289,PMED4_02941,279339,280184,-,Core,MEG,PMM0289,possible ABC transporter (NCBI),COG1463,Q,"ABC-type transport system involved in resistance to organic solvents, periplasmic component",,,,
PMM0290,PMED4_02951,280190,281008,-,Core,MEG,PMM0290,"possible ABC transporter, ATP binding component (NCBI)",COG1127,Q,"ABC-type transport system involved in resistance to organic solvents, ATPase component",,,,
PMM0291,PMED4_02961,281164,282486,+,Core,MEG,PMM0291,Uncharacterized conserved protein (Katherine Huang),COG391,S,Uncharacterized conserved protein,,,,
PMM0292,PMED4_02971,282495,283025,-,Core,MEG,ndhJ,putative respiratory-chain NADH dehydrogenase subunit (NCBI),COG852,C,NADH:ubiquinone oxidoreductase 27 kD subunit,,,,
PMM0293,PMED4_02981,283025,283759,-,Core,HEG,ndhK,putative respiratory-chain NADH dehydrogenase subunit (NCBI),COG377,C,NADH:ubiquinone oxidoreductase 20 kD subunit and related Fe-S oxidoreductases,,,,
PMM0294,PMED4_02991,283764,284126,-,Core,HEG,ndhC,putative NADH Dehydrogenase (complex I) subunit (chain 3) (NCBI),COG838,C,NADH:ubiquinone oxidoreductase subunit 3 (chain A),,,,
PMM0295,PMED4_03001,284199,284627,+,Core,MEG,rub,probable rubredoxin (NCBI),COG1773,C,Rubredoxin,,,,
PMM0296,PMED4_03011,284637,285650,+,Core,VEG,PMM0296,Uncharacterized protein related to plant photosystem II stability/assembly factor  (Katherine Huang),COG4447,R,Uncharacterized protein related to plant photosystem II stability/assembly factor,,,,
PMM0297,PMED4_03021,285777,286031,+,Core,HEG,psbE,Cytochrome b559 alpha-subunit (NCBI),,,,,,,
PMM0298,PMED4_03031,286034,286177,+,Flexible,HEG,psbF,Cytochrome b559 beta-subunit (NCBI),,,,,,,
PMM0299,PMED4_03041,286189,286308,+,Core,HEG,psbL,photosystem II PsbL protein (NCBI),,,,,,,
PMM0300,PMED4_03051,286318,286512,+,Core,HEG,psbJ,photosytem II PsbJ protein (NCBI),,,,,,,
PMM0301,PMED4_03061,286546,287469,-,Core,HEG,PMM0301,5'-methylthioadenosine phosphorylase (NCBI),COG5,F,Purine nucleoside phosphorylase,,,,
PMM0302,PMED4_03071,287431,289623,+,Core,MEG,selD,"Selenide,water dikinase (NCBI)",COG1252,C,"NADH dehydrogenase, FAD-containing subunit",,,,
