gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ALT831_RS00435,,ALT831_RS00435,MIT1002_00088,Protein Homology,95064,95825,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516657.1,MBL fold metallo-hydrolase,WP_049587584.1,,,,,,MIT1002_00088
ALT831_RS00440,,ALT831_RS00440,MIT1002_00089,Protein Homology,96038,97423,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996840.1,YcjX family protein,WP_049587559.1,,,,,,MIT1002_00089
ALT831_RS00445,,ALT831_RS00445,MIT1002_00090,Protein Homology,97426,98538,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977921.1,YcjF family protein,WP_049587562.1,,,,,,MIT1002_00090
ALT831_RS00450,,ALT831_RS00450,MIT1002_00091,Protein Homology,98637,99863,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786101.1,threonine/serine exporter family protein,WP_014947791.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,MIT1002_00091
thiH,thiH,ALT831_RS00455,MIT1002_00092,Protein Homology,100093,101226,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975307.1,2-iminoacetate synthase ThiH,WP_049587563.1,"GO:0009228,GO:0005506,GO:0016829,GO:0051539,GO:1904047",,"iron ion binding|0005506||IEA,lyase activity|0016829||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA",thiamine biosynthetic process|0009228||IEA,,MIT1002_00092
ALT831_RS00460,,ALT831_RS00460,MIT1002_00093,Protein Homology,101223,101993,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996844.1,thiazole synthase,WP_049587565.1,,,,,,MIT1002_00093
thiS,thiS,ALT831_RS00465,MIT1002_00094,Protein Homology,101995,102204,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977924.1,sulfur carrier protein ThiS,WP_049587566.1,"GO:0009228,GO:0003824",,catalytic activity|0003824||IEA,thiamine biosynthetic process|0009228||IEA,,MIT1002_00094
ALT831_RS00470,,ALT831_RS00470,MIT1002_00095,Protein Homology,102201,102995,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996846.1,HesA/MoeB/ThiF family protein,WP_049587568.1,GO:0016779,,nucleotidyltransferase activity|0016779||IEA,,,MIT1002_00095
thiE,thiE,ALT831_RS00475,MIT1002_00096,Protein Homology,102988,104589,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947796.1,thiamine phosphate synthase,WP_049587570.1,"GO:0009228,GO:0004789",,thiamine-phosphate diphosphorylase activity|0004789||IEA,thiamine biosynthetic process|0009228||IEA,,MIT1002_00096
thiC,thiC,ALT831_RS00480,MIT1002_00097,Protein Homology,104586,106496,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996848.1,phosphomethylpyrimidine synthase ThiC,WP_049587572.1,"GO:0009228,GO:0051536",,iron-sulfur cluster binding|0051536||IEA,thiamine biosynthetic process|0009228||IEA,,MIT1002_00097
ALT831_RS00485,,ALT831_RS00485,MIT1002_00099,Protein Homology,106991,108166,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947798.1,heme biosynthesis HemY N-terminal domain-containing protein,WP_049587573.1,,,,,,MIT1002_00099
ALT831_RS00490,,ALT831_RS00490,MIT1002_00100,Protein Homology,108163,109335,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996850.1,uroporphyrinogen-III C-methyltransferase,WP_049587574.1,,,,,,MIT1002_00100
ALT831_RS00495,,ALT831_RS00495,MIT1002_00101,Protein Homology,109336,110067,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996851.1,uroporphyrinogen-III synthase,WP_039226924.1,"GO:0006780,GO:0006782,GO:0004852",,uroporphyrinogen-III synthase activity|0004852||IEA,"uroporphyrinogen III biosynthetic process|0006780||IEA,protoporphyrinogen IX biosynthetic process|0006782||IEA",,MIT1002_00101
hemC,hemC,ALT831_RS00500,MIT1002_00102,Protein Homology,110131,111069,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977931.1,hydroxymethylbilane synthase,WP_014947801.1,"GO:0033014,GO:0004418",,hydroxymethylbilane synthase activity|0004418||IEA,tetrapyrrole biosynthetic process|0033014||IEA,,MIT1002_00102
ALT831_RS00505,,ALT831_RS00505,MIT1002_00103,Protein Homology,111266,112327,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947802.1,GGDEF domain-containing protein,WP_049587575.1,"GO:0005525,GO:0046872,GO:0052621,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",,,MIT1002_00103
ALT831_RS00510,,ALT831_RS00510,MIT1002_00104,Protein Homology,112522,113193,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996854.1,alpha/beta hydrolase,WP_014977932.1,GO:0016787,,hydrolase activity|0016787||IEA,,,MIT1002_00104
ALT831_RS00515,,ALT831_RS00515,MIT1002_00105,Protein Homology,113242,114444,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786029.1,IS4 family transposase,WP_049589215.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_00105
gmk,gmk,ALT831_RS00520,MIT1002_00106,Protein Homology,114744,115385,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996855.1,guanylate kinase,WP_039236747.1,"GO:0006163,GO:0004385",,GMP kinase activity|0004385||IEA,purine nucleotide metabolic process|0006163||IEA,,MIT1002_00106
rpoZ,rpoZ,ALT831_RS00525,MIT1002_00107,Protein Homology,115555,115827,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516676.1,DNA-directed RNA polymerase subunit omega,WP_014947805.1,"GO:0006351,GO:0003899",,DNA-directed RNA polymerase activity|0003899||IEA,DNA-templated transcription|0006351||IEA,,MIT1002_00107
spoT,spoT,ALT831_RS00530,MIT1002_00108,Protein Homology,115970,118081,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516677.1,bifunctional GTP diphosphokinase/guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase,WP_039226917.1,"GO:0015969,GO:0008728,GO:0008893",,"GTP diphosphokinase activity|0008728||IEA,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase activity|0008893||IEA",guanosine tetraphosphate metabolic process|0015969||IEA,,MIT1002_00108
ALT831_RS00535,,ALT831_RS00535,MIT1002_00109,Protein Homology,118106,118492,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516678.1,RidA family protein,WP_049587131.1,,,,,,MIT1002_00109
trmH,trmH,ALT831_RS00540,MIT1002_00110,Protein Homology,118496,119203,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996858.1,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,WP_049587129.1,"GO:0030488,GO:0141100",,tRNA (guanine(18)-2'-O)-methyltransferase activity|0141100||IEA,tRNA methylation|0030488||IEA,,MIT1002_00110
recG,recG,ALT831_RS00545,MIT1002_00111,Protein Homology,119398,121470,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996859.1,ATP-dependent DNA helicase RecG,WP_049587128.1,"GO:0006281,GO:0006310,GO:0003676,GO:0003678,GO:0005524",,"nucleic acid binding|0003676||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",,MIT1002_00111
ALT831_RS00550,,ALT831_RS00550,MIT1002_00112,Protein Homology,121463,122239,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996860.1,class I SAM-dependent methyltransferase,WP_049587127.1,,,,,,MIT1002_00112
ALT831_RS00555,,ALT831_RS00555,MIT1002_00113,Protein Homology,122249,122722,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516682.1,peroxiredoxin,WP_014996861.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,MIT1002_00113
ALT831_RS00560,,ALT831_RS00560,MIT1002_00114,Protein Homology,123154,123963,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516683.1,hypothetical protein,WP_014947811.1,,,,,,MIT1002_00114
ALT831_RS00565,,ALT831_RS00565,MIT1002_00115,Protein Homology,123973,125007,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947812.1,extracellular solute-binding protein,WP_049587125.1,,,,,,MIT1002_00115
ALT831_RS00570,,ALT831_RS00570,MIT1002_00116,Protein Homology,125004,126524,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947813.1,ABC transporter permease,WP_014975321.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020",membrane|0016020||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,,MIT1002_00116
ALT831_RS00575,,ALT831_RS00575,MIT1002_00117,Protein Homology,126524,127555,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975322.1,ABC transporter ATP-binding protein,WP_039226913.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,MIT1002_00117
ALT831_RS00580,,ALT831_RS00580,MIT1002_00118,Protein Homology,127558,128739,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977941.1,BaiN/RdsA family NAD(P)/FAD-dependent oxidoreductase,WP_049587123.1,"GO:0016628,GO:0050660,GO:0050661",,"oxidoreductase activity%2C acting on the CH-CH group of donors%2C NAD or NADP as acceptor|0016628||IEA,flavin adenine dinucleotide binding|0050660||IEA,NADP binding|0050661||IEA",,,MIT1002_00118
ALT831_RS00585,,ALT831_RS00585,MIT1002_00119,Protein Homology,128854,129882,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516693.1,Abi family protein,WP_049587122.1,,,,,,MIT1002_00119
ALT831_RS00590,,ALT831_RS00590,ALT831_RS00590,GeneMarkS-2+,130577,130720,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156080631.1,,,,,,
ALT831_RS00595,,ALT831_RS00595,MIT1002_00120,GeneMarkS-2+,130753,131040,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_049587119.1,,,,,,MIT1002_00120
ALT831_RS00600,,ALT831_RS00600,MIT1002_00121,GeneMarkS-2+,131051,131251,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,peptide chain release factor family protein,WP_152910877.1,GO:0003747,,translation release factor activity|0003747||IEA,,,MIT1002_00121
ALT831_RS00605,,ALT831_RS00605,MIT1002_00122,Protein Homology,131341,133731,-,,,COORDINATES: protein motif:HMM:NF047202.2,TOTE conflict system archaeo-eukaryotic primase domain-containing protein,WP_049587117.1,,,,,,MIT1002_00122
ALT831_RS00610,,ALT831_RS00610,MIT1002_00124,Protein Homology,134427,135098,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977942.1,OmpW/AlkL family protein,WP_049587115.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,MIT1002_00124
ALT831_RS00615,,ALT831_RS00615,MIT1002_00125,Protein Homology,135236,135703,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783803.1,hypothetical protein,WP_049587114.1,,,,,,MIT1002_00125
ALT831_RS00620,,ALT831_RS00620,MIT1002_00126,Protein Homology,135928,136236,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975326.1,hypothetical protein,WP_014975326.1,,,,,,MIT1002_00126
ALT831_RS00625,,ALT831_RS00625,MIT1002_00127,Protein Homology,136387,137574,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975327.1,diguanylate phosphodiesterase,WP_049587137.1,"GO:0007165,GO:0071111,GO:0071949",,"cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA,FAD binding|0071949||IEA",signal transduction|0007165||IEA,,MIT1002_00127
ALT831_RS00630,,ALT831_RS00630,MIT1002_00128,Protein Homology,137783,139330,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947820.1,GGDEF domain-containing protein,WP_231514228.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,MIT1002_00128
ALT831_RS00635,,ALT831_RS00635,MIT1002_00129,Protein Homology,139372,140256,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996875.1,ArgP/LysG family DNA-binding transcriptional regulator,WP_039226907.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,MIT1002_00129
ALT831_RS00640,,ALT831_RS00640,MIT1002_00130,Protein Homology,140434,141036,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975330.1,LysE/ArgO family amino acid transporter,WP_014975330.1,"GO:0006865,GO:0015171,GO:0016020",membrane|0016020||IEA,amino acid transmembrane transporter activity|0015171||IEA,amino acid transport|0006865||IEA,,MIT1002_00130
ALT831_RS00645,,ALT831_RS00645,MIT1002_00131,Protein Homology,141152,141469,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786046.1,DMT family transporter,WP_049587136.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,MIT1002_00131
ALT831_RS00650,,ALT831_RS00650,MIT1002_00132,Protein Homology,141544,142008,-,,,COORDINATES: protein motif:HMM:NF019032.6,DUF1499 domain-containing protein,WP_374960959.1,,,,,,MIT1002_00132
ALT831_RS20835,,ALT831_RS20835,ALT831_RS20835,GeneMarkS-2+,141974,142096,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_374960960.1,,,,,,
ALT831_RS00655,,ALT831_RS00655,MIT1002_00133,Protein Homology,142293,143012,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947825.1,DNA-J related domain-containing protein,WP_049587111.1,,,,,,MIT1002_00133
ALT831_RS00660,,ALT831_RS00660,MIT1002_00134,Protein Homology,143329,144474,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996880.1,efflux RND transporter periplasmic adaptor subunit,WP_014947826.1,"GO:0006810,GO:0005215,GO:0016020",membrane|0016020||IEA,transporter activity|0005215||IEA,transport|0006810||IEA,,MIT1002_00134
ALT831_RS00665,,ALT831_RS00665,MIT1002_00135,Protein Homology,144496,147594,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947827.1,efflux RND transporter permease subunit,WP_049587110.1,"GO:0042908,GO:0015562,GO:0016020",membrane|0016020||IEA,efflux transmembrane transporter activity|0015562||IEA,xenobiotic transport|0042908||IEA,,MIT1002_00135
ALT831_RS00670,,ALT831_RS00670,MIT1002_00136,Protein Homology,147651,148148,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996882.1,alpha/beta hydrolase,WP_014947828.1,,,,,,MIT1002_00136
ALT831_RS00675,,ALT831_RS00675,MIT1002_00137,Protein Homology,148262,150103,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996883.1,bifunctional acetyl-CoA hydrolase/transferase family protein/GNAT family N-acetyltransferase,WP_014947829.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,MIT1002_00137
ALT831_RS00680,,ALT831_RS00680,MIT1002_00138,Protein Homology,150100,151080,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947830.1,histone deacetylase family protein,WP_049587109.1,,,,,,MIT1002_00138
ALT831_RS00685,,ALT831_RS00685,MIT1002_00139,Protein Homology,151176,151916,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975335.1,MauE/DoxX family redox-associated membrane protein,WP_039236791.1,"GO:0030416,GO:0016020",membrane|0016020||IEA,,methylamine metabolic process|0030416||IEA,,MIT1002_00139
ALT831_RS00690,,ALT831_RS00690,MIT1002_00140,Protein Homology,152039,152557,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975336.1,DUF6436 domain-containing protein,WP_014947832.1,,,,,,MIT1002_00140
ALT831_RS00695,,ALT831_RS00695,MIT1002_00141,Protein Homology,152594,154075,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947833.1,methyl-accepting chemotaxis protein,WP_049587106.1,GO:0006935,,,chemotaxis|0006935||IEA,,MIT1002_00141
ALT831_RS00700,,ALT831_RS00700,MIT1002_00142,Protein Homology,154249,155121,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977955.1,ATP-grasp domain-containing protein,WP_049587105.1,"GO:0005524,GO:0016874",,"ATP binding|0005524||IEA,ligase activity|0016874||IEA",,,MIT1002_00142
ALT831_RS00705,,ALT831_RS00705,MIT1002_00143,Protein Homology,155203,156645,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975339.1,DUF3300 domain-containing protein,WP_049587104.1,,,,,,MIT1002_00143
ribA,ribA,ALT831_RS00710,MIT1002_00144,Protein Homology,156781,157395,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996890.1,GTP cyclohydrolase II,WP_049587102.1,GO:0003935,,GTP cyclohydrolase II activity|0003935||IEA,,,MIT1002_00144
ALT831_RS00715,,ALT831_RS00715,MIT1002_00145,Protein Homology,157528,160374,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947837.1,EAL domain-containing protein,WP_231514229.1,,,,,,MIT1002_00145
ALT831_RS00720,,ALT831_RS00720,MIT1002_00146,Protein Homology,160463,160780,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975341.1,hypothetical protein,WP_014975341.1,,,,,,MIT1002_00146
ALT831_RS00725,,ALT831_RS00725,MIT1002_00147,Protein Homology,160886,161554,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065942.1,glutathione S-transferase,WP_014975342.1,,,,,,MIT1002_00147
recQ,recQ,ALT831_RS00730,MIT1002_00148,Protein Homology,161640,163481,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516716.1,DNA helicase RecQ,WP_049587101.1,"GO:0006310,GO:0009432,GO:0003678",,DNA helicase activity|0003678||IEA,"DNA recombination|0006310||IEA,SOS response|0009432||IEA",,MIT1002_00148
ALT831_RS00735,,ALT831_RS00735,MIT1002_00149,Protein Homology,163695,164207,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947841.1,thioesterase family protein,WP_049587099.1,,,,,,MIT1002_00149
ALT831_RS00740,,ALT831_RS00740,MIT1002_00150,Protein Homology,164294,165631,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516717.1,magnesium transporter,WP_014977961.1,"GO:0015693,GO:0000287,GO:0005524,GO:0015095",,"magnesium ion binding|0000287||IEA,ATP binding|0005524||IEA,magnesium ion transmembrane transporter activity|0015095||IEA",magnesium ion transport|0015693||IEA,,MIT1002_00150
rarD,rarD,ALT831_RS00745,MIT1002_00151,Protein Homology,165861,166775,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947843.1,EamA family transporter RarD,WP_014977962.1,"GO:0006810,GO:0005215,GO:0005886",plasma membrane|0005886||IEA,transporter activity|0005215||IEA,transport|0006810||IEA,,MIT1002_00151
ALT831_RS00750,,ALT831_RS00750,MIT1002_00152,Protein Homology,166842,168119,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975347.1,GGDEF domain-containing response regulator,WP_049587098.1,"GO:0000160,GO:0007165,GO:0000156,GO:0005525,GO:0046872,GO:0052621",,"phosphorelay response regulator activity|0000156||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,MIT1002_00152
uvrD,uvrD,ALT831_RS00755,MIT1002_00153,Protein Homology,168162,170333,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785922.1,DNA helicase II,WP_014977964.1,"GO:0006260,GO:0003677,GO:0003678,GO:0005524,GO:0016787",,"DNA binding|0003677||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA,hydrolase activity|0016787||IEA",DNA replication|0006260||IEA,"mutU,recL",MIT1002_00153
cysE,cysE,ALT831_RS00760,MIT1002_00154,Protein Homology,170797,171609,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516721.1,serine O-acetyltransferase,WP_049587097.1,"GO:0006535,GO:0009001",,serine O-acetyltransferase activity|0009001||IEA,cysteine biosynthetic process from serine|0006535||IEA,,MIT1002_00154
ALT831_RS00765,,ALT831_RS00765,MIT1002_00155,Protein Homology,171602,173110,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975349.1,sensor domain-containing diguanylate cyclase,WP_049587095.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,MIT1002_00155
ALT831_RS00770,,ALT831_RS00770,MIT1002_00156,Protein Homology,173279,174019,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947847.1,HAD-IA family hydrolase,WP_049587094.1,"GO:0008152,GO:0016787",,hydrolase activity|0016787||IEA,metabolic process|0008152||IEA,,MIT1002_00156
xerC,xerC,ALT831_RS00775,MIT1002_00157,Protein Homology,174040,174960,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516723.1,tyrosine recombinase XerC,WP_049587093.1,"GO:0006310,GO:0007059,GO:0015074,GO:0051301,GO:0003677",,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,chromosome segregation|0007059||IEA,DNA integration|0015074||IEA,cell division|0051301||IEA",,MIT1002_00157
