Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1,Light 3,Light 5,Light Glu nM 1,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 3,Darkness 5,Darkness Glu nM 1,Darkness Glu nM 3,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Marinobacter_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,FC G nM/L,FC GmM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O
E4PNU6,2,2,6.75434,Imidazoleglycerol-phosphate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisB PE=3 SV=1,36412.8,160439,156729,54878.3,303049,33313,325694,113857,313464,697436,48099,297339,170864,47654.8,206537,41272.3,170447,68251,551506,107064,335604,163800,101903,86722.4,6584362,201360,169128,4.50E-05,9.30E-05,0.00019,3.30E-05,0.00011,8.30E-05,0.00052,9.20E-05,7.20E-05,5.30E-05,8.80E-05,0.00012,0.00013,0.0002,6.70E-05,0.00634,0.00032,0.00027,Imidazoleglycerol-phosphate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisB PE=3 SV=1,0.00011,7.40E-05,0.00023,8.80E-05,0.00013,0.00231,0.68,2.07,1.47,26.17,0.25,0.24,0.19,0.17
E4PQT8,4,4,13.4471,Aspartate--tRNA(Asp/Asn) ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=aspS PE=3 SV=1,41784.9,89407.2,182018,73187,194214,57174.8,293759,54787.9,633580,301089,167077,192475,708654,27437.8,62228.7,15955.3,63217.4,23040.4,12822.7,63685,333628,57869.2,94843.7,70783.6,68282.6,56764.4,1584.68,5.10E-05,0.00011,0.00012,5.70E-05,5.20E-05,0.00017,0.00022,6.00E-05,0.0003,3.10E-05,3.40E-05,4.20E-05,7.50E-05,6.90E-05,5.50E-05,6.60E-05,9.10E-05,2.60E-06,Aspartate--tRNA(Asp/Asn) ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=aspS PE=3 SV=1,9.40E-05,9.20E-05,0.00019,3.50E-05,6.60E-05,5.30E-05,0.98,2.06,1.87,1.49,0.48,0.12,0.01,0.27
E4PNC8,10,10,39.7291,Glutamate synthase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_482 PE=3 SV=1,956584,503623,385414,128486,822110,285248,2464073,254170,1399554,909376,1576406,3806475,4965345,132528,612566,60307.8,557551,131256,1742933,176463,1275899,200353,617949,322355,2266649,779451,752890,0.00117,0.00023,0.00052,0.00028,0.00024,0.00037,0.00067,0.00118,0.0021,0.00015,0.00013,0.00024,0.00021,0.00024,0.00025,0.00218,0.00124,0.00121,Glutamate synthase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_482 PE=3 SV=1,0.00064,0.0003,0.00132,0.00017,0.00023,0.00155,0.46,2.06,1.36,9.02,0.15,0.12,0.08,0.01
E4PLX6,2,2,6.46724,Transcription termination/antitermination protein NusG OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=nusG PE=3 SV=1,23340,89712,76055.7,2241.81,99581.1,92676.2,246116,17132.5,117137,5156.27,51151.5,0,635352,25475.7,41889.7,5513.64,20456.3,16479.8,26598.9,31869.1,78920.3,10088.7,56288.2,31085.1,6275.01,215326,0,2.90E-05,4.50E-05,6.30E-05,9.20E-05,1.60E-05,3.10E-05,3.80E-06,0,0.00027,2.80E-05,1.20E-05,3.00E-05,3.80E-05,1.20E-05,2.40E-05,6.00E-06,0.00034,0,Transcription termination/antitermination protein NusG OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=nusG PE=3 SV=1,4.60E-05,4.60E-05,9.10E-05,2.30E-05,2.50E-05,0.00012,1.02,1.99,1.05,4.99,0.49,0.32,0.45,0.23
E4PI17,2,2,7.28957,Glycine--tRNA ligase beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glyS PE=3 SV=1,96986.9,11231.2,30323.6,3972.13,94819.1,3684.19,71234.8,10848,277200,313591,187110,26053.2,342164,6371.37,3508.94,215.786,6803.13,3787.39,101465,5254.7,121057,1318.99,110230,9719.88,235545,20607,1917.4,0.00012,1.80E-05,6.00E-05,3.60E-06,1.00E-05,7.30E-05,0.00023,8.10E-06,0.00014,7.10E-06,4.60E-07,6.90E-06,6.20E-06,1.60E-06,7.50E-06,0.00023,3.30E-05,3.10E-06,Glycine--tRNA ligase beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glyS PE=3 SV=1,6.60E-05,2.90E-05,0.00013,4.80E-06,5.10E-06,8.80E-05,0.44,1.95,1.06,18.22,0.19,0.22,0.46,0.15
E4PPA8,7,7,27.9112,Aspartate-semialdehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=asd PE=3 SV=1,513062,1484802,1071007,523528,2847097,468506,5761656,790732,7699319,5697890,1195403,1879922,2182942,738487,2028196,291457,1462026,384888,1.30E+07,345121,4320774,588138,2157023,859534,883307,387946,2249002,0.00063,0.00064,0.0018,0.00046,0.00075,0.00204,0.00422,0.00058,0.00092,0.00082,0.00062,0.0007,0.00041,0.0007,0.00066,0.00085,0.00062,0.00363,Aspartate-semialdehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=asd PE=3 SV=1,0.00102,0.00108,0.00191,0.00071,0.00059,0.0017,1.06,1.87,0.83,2.38,0.46,0.25,0.16,0.18
E4PPA9,3,3,18.7369,3-isopropylmalate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuB PE=3 SV=1,691788,3737369,2242646,1085756,2529185,1041075,3539823,2094630,3924724,6803238,750733,1257313,3788223,396974,1061351,347821,640994,1059867,3750982,787395,1412978,556235,981581,1925585,768863,738107,4435821,0.00085,0.00133,0.0016,0.00103,0.00198,0.00104,0.00504,0.00039,0.0016,0.00044,0.00074,0.00192,0.00093,0.00067,0.00149,0.00074,0.00118,0.00716,3-isopropylmalate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuB PE=3 SV=1,0.00126,0.00135,0.00234,0.00104,0.00103,0.00303,1.07,1.86,0.99,2.92,0.41,0.24,0.49,0.2
E4PIW1,6,6,33.8273,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3795 PE=3 SV=1",1693933,1584034,1155729,346927,713622,3194427,7749260,565970,725548,2835028,1324781,6903019,3979106,405469,341757,210430,293223,333001,579640,813378,411655,548388,417051,711940,1866713,1170032,603205,0.00208,0.00069,0.00045,0.00316,0.00053,0.00019,0.0021,0.00214,0.00168,0.00045,0.00045,0.0006,0.00096,0.00066,0.00055,0.0018,0.00187,0.00097,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3795 PE=3 SV=1",0.00107,0.0013,0.00197,0.0005,0.00072,0.00155,1.21,1.84,1.44,3.08,0.42,0.08,0.09,0.01
E4PQC1,4,4,18.0115,Biotin carboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3222 PE=4 SV=1,338018,151376,305503,257948,934335,321246,1716687,471307,1245717,505822,482365,1929889,2865550,127502,232290,242025,85508.9,164425,1013773,918052,381619,142072,327866,99004.8,433292,325174,672132,0.00041,0.00018,0.00059,0.00032,0.00044,0.00033,0.00037,0.0006,0.00121,0.00014,0.00052,0.0003,0.00108,0.00017,7.70E-05,0.00042,0.00052,0.00108,Biotin carboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3222 PE=4 SV=1,0.0004,0.00036,0.00073,0.00032,0.00044,0.00067,0.92,1.84,1.39,2.11,0.41,0.15,0.37,0.1
E4PMR5,3,3,8.62981,50S ribosomal subunit assembly factor BipA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=bipA PE=3 SV=1,12012,120645,443237,136172,130801,73366,9127.58,395394,1.60E+07,608755,18395.2,464421,157164,79130.3,254893,76510.9,360008,119922,152049,576103,67413,159196,136601,92370.4,25983.7,3277.93,68183.8,1.50E-05,0.00026,8.30E-05,7.30E-05,0.00037,0.00425,0.00045,0.00014,6.60E-05,8.80E-05,0.00016,0.00022,0.00068,0.00019,7.10E-05,2.50E-05,5.20E-06,0.00011,50S ribosomal subunit assembly factor BipA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=bipA PE=3 SV=1,0.00012,0.00157,0.00022,0.00016,0.00031,4.70E-05,13.01,1.83,2.01,0.3,0.17,0.26,0.23,0.05
E4PIR7,3,3,13.4173,2-oxoglutarate reductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=serA PE=3 SV=1,207586,188524,250496,125643,599013,274464,755769,281231,1087614,390709,768066,1132412,1743575,57521.3,140008,57053.1,144028,158632,129328,215646,650566,178253,435068,271952,369918,353579,245740,0.00025,0.00015,0.00038,0.00027,0.00027,0.00029,0.00029,0.00035,0.00074,6.40E-05,0.00012,0.00029,0.00025,0.00021,0.00021,0.00036,0.00056,0.0004,2-oxoglutarate reductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=serA PE=3 SV=1,0.00026,0.00027,0.00046,0.00016,0.00023,0.00044,1.05,1.76,1.43,2.78,0.42,0.13,0.19,0.02
E4PL77,5,5,20.0744,Oxoglutarate dehydrogenase (succinyl-transferring) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1521 PE=4 SV=1,167714,156140,409898,226034,459890,164327,896315,100291,697646,103791,237987,1335556,1818184,73075.6,194183,179074,353974,147215,170509,309574,869551,259938,500779,207039,363746,621994,1234917,0.00021,0.00024,0.00029,0.00016,9.50E-05,0.00018,7.70E-05,0.00041,0.00077,8.10E-05,0.00038,0.00027,0.00037,0.00031,0.00016,0.00035,0.00099,0.00199,Oxoglutarate dehydrogenase (succinyl-transferring) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1521 PE=4 SV=1,0.00025,0.00015,0.00042,0.00024,0.00028,0.00111,0.6,1.7,1.15,4.57,0.03,0.22,0.38,0.07
E4PG14,3,3,10.9825,Response regulator receiver domain protein (CheY) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3514 PE=4 SV=1,545250,924933,1700962,635962,1151519,1051895,3094951,694761,4018072,1204367,1310891,6532098,2761489,382812,759729,235203,888983,455241,1305528,901885,892604,784747,1340221,866943,1266600,353611,1305413,0.00067,0.00101,0.00073,0.00104,0.00066,0.00106,0.00089,0.00203,0.00117,0.00043,0.0005,0.00083,0.00107,0.00094,0.00067,0.00122,0.00056,0.00211,Response regulator receiver domain protein (CheY) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3514 PE=4 SV=1,0.0008,0.00092,0.00136,0.00058,0.00089,0.0013,1.15,1.7,1.53,2.22,0.26,0.1,0.07,0.1
E4PNR2,5,5,14.9644,Methionine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1792 PE=3 SV=1,69843.8,722928,880690,242896,668709,284357,591571,240872,932110,473470,2838898,1222817,2402278,228391,997028,41914,102343,106755,2239119,250871,385698,178106,1048054,477781,337412,193095,1497431,8.60E-05,0.00052,0.00042,0.00028,0.00023,0.00025,0.00035,0.00038,0.00101,0.00025,8.90E-05,0.00019,0.0003,0.00021,0.00037,0.00032,0.00031,0.00242,Methionine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1792 PE=3 SV=1,0.00034,0.00025,0.00058,0.00018,0.00029,0.00102,0.73,1.69,1.64,5.68,0.26,0.2,0.08,0.15
E4PP98,3,3,11.8326,Amidophosphoribosyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purF PE=3 SV=1,14923.6,43105.3,97826.7,44437.5,201508,14970.6,354581,41429.5,174043,82434.8,27117.2,83289.7,590586,25489.3,200228,7667.96,66776.3,40940.8,35827.9,95072.7,57924.6,61638,159263,29298.1,23726.4,12366.6,182691,1.80E-05,5.80E-05,0.00013,1.50E-05,3.90E-05,4.60E-05,6.10E-05,2.60E-05,0.00025,2.80E-05,1.60E-05,7.40E-05,0.00011,7.40E-05,2.30E-05,2.30E-05,2.00E-05,0.00029,Amidophosphoribosyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purF PE=3 SV=1,6.80E-05,3.30E-05,0.00011,4.00E-05,7.00E-05,0.00011,0.49,1.65,1.75,2.84,0.18,0.3,0.2,0.24
E4PQC7,6,6,30.5228,Phosphoribosylamine--glycine ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purD PE=3 SV=1,829028,1025529,1795142,711145,2640691,924108,2804225,1332652,4210020,1452558,6167293,7607387,5572073,610707,3240936,362031,1068858,824668,1802487,1323634,2943815,1093146,1570983,1856888,6071756,1767507,805571,0.00102,0.00107,0.00167,0.00092,0.00126,0.00111,0.00108,0.00236,0.00235,0.00068,0.00077,0.00149,0.00156,0.00131,0.00143,0.00584,0.00282,0.0013,Phosphoribosylamine--glycine ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purD PE=3 SV=1,0.00125,0.0011,0.00193,0.00098,0.00144,0.00332,0.88,1.54,1.46,3.38,0.27,0.11,0.08,0.08
E4PM05,2,2,7.38316,30S ribosomal protein S5 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsE PE=3 SV=1,300139,683506,4710949,816246,919829,663130,2457686,1445083,1512660,69632,1421380,1.10E+07,5076757,627586,902879,322338,797649,815358,6193333,6103948,1416071,783778,750520,1433858,1645989,1027707,479662,0.00037,0.0028,0.00058,0.00066,0.00136,0.0004,5.20E-05,0.00353,0.00214,0.0007,0.00069,0.00148,0.00721,0.00094,0.00111,0.00158,0.00164,0.00077,30S ribosomal protein S5 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsE PE=3 SV=1,0.00125,0.00081,0.00191,0.00095,0.00308,0.00133,0.65,1.53,3.23,1.4,0.31,0.32,0.18,0.19
E4PLX4,26,26,153.038,Elongation factor Tu OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tuf PE=3 SV=1,6.20E+07,8.70E+07,1.30E+08,4.50E+07,1.90E+08,8.10E+07,3.40E+08,8.30E+07,3.30E+08,1.20E+08,1.20E+08,5.80E+08,2.90E+08,3.00E+07,1.20E+08,1.70E+07,6.10E+07,3.50E+07,1.30E+08,5.80E+07,1.40E+08,4.30E+07,1.60E+08,6.80E+07,6.00E+07,6.90E+07,7.70E+07,0.07548,0.07728,0.11845,0.08034,0.07821,0.08761,0.08817,0.17867,0.12406,0.03351,0.03707,0.06414,0.06829,0.05188,0.05269,0.05813,0.11029,0.12377,Elongation factor Tu OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tuf PE=3 SV=1,0.09041,0.08205,0.1303,0.04491,0.05762,0.0974,0.91,1.44,1.28,2.17,0.3,0.13,0.16,0.04
E4PFU9,14,14,58.9977,Glyceraldehyde-3-phosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2255 PE=3 SV=1,4317519,3403293,7102129,3750265,7326060,4827415,2330610,5041709,2.00E+07,1.80E+07,2673730,8022536,1.10E+07,2167007,2773050,1612997,4008626,2645237,1005133,4052163,583985,2711570,7809498,4243589,1622153,2747328,2346040,0.0053,0.00422,0.00463,0.00478,0.00476,0.00525,0.01335,0.00249,0.00454,0.00241,0.00344,0.0048,0.00479,0.00324,0.00328,0.00156,0.00438,0.00379,Glyceraldehyde-3-phosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2255 PE=3 SV=1,0.00472,0.00493,0.00679,0.00355,0.00377,0.00324,1.04,1.44,1.06,0.91,0.29,0.28,0.41,0.4
E4PII8,3,3,9.46423,Phosphoribosylformylglycinamidine cyclo-ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purM PE=3 SV=1,131734,27398.2,126216,13228.6,152299,297916,51509,77805.2,140776,465009,19508.2,66572,150448,3398.26,1867558,8904.4,9420,56019.9,105088,36760.4,62528.8,37866,24088.9,42153.6,45823.2,16167.1,176603,0.00016,7.50E-05,9.60E-05,0.0003,7.30E-05,3.70E-05,0.00034,2.10E-05,6.40E-05,3.80E-06,1.90E-05,0.0001,4.30E-05,4.50E-05,3.30E-05,4.40E-05,2.60E-05,0.00028,Phosphoribosylformylglycinamidine cyclo-ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purM PE=3 SV=1,0.00011,0.00014,0.00014,4.10E-05,4.00E-05,0.00012,1.22,1.29,0.98,2.85,0.39,0.39,0.49,0.22
E4PLY9,2,2,6.45799,50S ribosomal protein L4 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplD PE=3 SV=1,708401,603223,1425392,299366,1545041,623433,1642201,957742,2497380,3633046,4252306,757566,1231450,380518,107265,348825,469639,578271,1266547,673327,498020,445157,2047467,582696,338412,1215152,1484004,0.00087,0.00085,0.00098,0.00062,0.0009,0.00066,0.00269,0.00024,0.00052,0.00042,0.00074,0.00105,0.0008,0.00053,0.00045,0.00033,0.00194,0.00239,50S ribosomal protein L4 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplD PE=3 SV=1,0.0009,0.00073,0.00115,0.00074,0.00059,0.00155,0.81,1.28,0.8,2.1,0.08,0.38,0.26,0.14
E4PMV4,2,2,5.0964,Arginine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=argS PE=3 SV=1,1488.68,5805.32,3263.84,2383.99,8920.39,3699.78,43756.1,1989.58,302346,7242.79,818.019,16113.3,2237.87,1199.34,7629.37,794.221,31413.1,0,80832.5,5091.24,24907.9,2297.97,63534.7,1894.48,10517.3,3285.44,142353,1.80E-06,1.90E-06,5.60E-06,3.70E-06,1.90E-06,8.00E-05,5.40E-06,5.00E-06,9.50E-07,1.30E-06,1.70E-06,0,6.00E-06,2.70E-06,1.50E-06,1.00E-05,5.20E-06,0.00023,Arginine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=argS PE=3 SV=1,3.10E-06,2.90E-05,3.80E-06,1.00E-06,3.40E-06,8.20E-05,9.09,1.2,3.37,80.88,0.19,0.38,0.09,0.17
E4PQC6,4,4,13.4306,Bifunctional purine biosynthesis protein PurH OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purH PE=3 SV=1,564221,1178913,2318028,865105,2914276,587303,505620,2193560,1063213,3171254,648680,5093974,1780858,481255,1539057,392649,368807,573848,1576400,771030,793372,832540,236375,1264121,477703,415363,1062421,0.00069,0.00138,0.00184,0.00058,0.00207,0.00028,0.00235,0.00158,0.00075,0.00054,0.00084,0.00104,0.00091,0.001,0.00098,0.00046,0.00066,0.00171,Bifunctional purine biosynthesis protein PurH OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purH PE=3 SV=1,0.0013,0.00098,0.00156,0.0008,0.00096,0.00095,0.75,1.2,1.19,1.18,0.32,0.34,0.18,0.38
E4PF80,8,8,36.0852,"Glutamate/glutamine/aspartate/asparagine ABC transporter, periplasmic substrate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2196 PE=4 SV=1",5443487,6234841,1496457,787529,2265760,8831730,3.80E+07,883474,2727409,4554553,1386654,4641364,1.30E+07,1026622,2651491,492377,1116973,602490,3826462,1528517,3643524,1552398,2827542,1586308,1518971,771487,1404685,0.00668,0.00089,0.00143,0.00875,0.00083,0.00072,0.00337,0.00144,0.00528,0.00114,0.00105,0.00109,0.00181,0.00186,0.00123,0.00146,0.00123,0.00227,"Glutamate/glutamine/aspartate/asparagine ABC transporter, periplasmic substrate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2196 PE=4 SV=1",0.003,0.00343,0.00337,0.0011,0.00163,0.00165,1.14,1.12,1.49,1.51,0.45,0.44,0.03,0.08
E4PNH9,14,14,55.4039,Ketol-acid reductoisomerase (NADP(+)) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvC PE=3 SV=1,5088791,2861310,1.20E+07,5407800,3.40E+07,7988931,2.50E+07,8864032,3.80E+07,1.70E+07,1.40E+07,5.30E+07,2.30E+07,4652569,1.60E+07,2028441,5514674,3516211,1.60E+07,7494267,1.10E+07,5618016,1.40E+07,7341272,3.30E+07,6835997,3791361,0.00624,0.00734,0.02139,0.00791,0.00836,0.01007,0.0126,0.0165,0.00957,0.00518,0.00433,0.00637,0.00885,0.00672,0.00567,0.03173,0.01091,0.00612,Ketol-acid reductoisomerase (NADP(+)) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvC PE=3 SV=1,0.01166,0.00878,0.01289,0.00529,0.00708,0.01625,0.75,1.11,1.34,3.07,0.3,0.41,0.09,0.12
E4PM07,2,2,6.91988,50S ribosomal protein L15 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplO PE=3 SV=1,294881,405353,387303,51539.4,1197806,471647,1969123,273030,2360451,48580.4,671717,2256260,1782423,43869.8,34113,18386.5,355600,105406,559192,431944,620102,210895,1570569,143605,41269.7,566823,326336,0.00036,0.00023,0.00076,0.00047,0.00026,0.00062,3.60E-05,0.0007,0.00075,4.90E-05,3.90E-05,0.00019,0.00051,0.00025,0.00011,4.00E-05,0.0009,0.00053,50S ribosomal protein L15 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplO PE=3 SV=1,0.00045,0.00045,0.0005,9.30E-05,0.00029,0.00049,1,1.1,3.13,5.27,0.5,0.44,0.1,0.1
E4PL72,4,4,21.031,Citrate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1516 PE=3 SV=1,433433,532920,2071777,506773,1353153,615121,3798463,791938,1996842,1278502,191336,2190803,2761094,233516,874552,283864,1113805,680164,2822950,514057,1227014,935237,1128745,909960,669676,146315,901420,0.00053,0.00123,0.00086,0.00061,0.00075,0.00053,0.00095,0.00068,0.00117,0.00026,0.00061,0.00123,0.00061,0.00112,0.0007,0.00064,0.00023,0.00145,Citrate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1516 PE=3 SV=1,0.00087,0.00063,0.00093,0.0007,0.00081,0.00078,0.72,1.07,1.16,1.11,0.16,0.41,0.38,0.44
E4PLZ4,3,3,7.69715,30S ribosomal protein S3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsC PE=3 SV=1,284.462,94954.9,74462.3,48917.9,130853,10065.8,946905,62762.4,2696.29,140309,2100.84,58341,30546.5,37617.2,151336,28131.6,48581.7,62830.6,79352.7,71157.2,32757.1,55994.7,154622,59058.2,135641,19019.8,172151,3.50E-07,4.40E-05,8.30E-05,1.00E-05,5.90E-05,7.10E-07,0.0001,1.80E-05,1.30E-05,4.20E-05,6.00E-05,0.00011,8.40E-05,6.70E-05,4.60E-05,0.00013,3.00E-05,0.00028,30S ribosomal protein S3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsC PE=3 SV=1,4.20E-05,2.30E-05,4.50E-05,7.20E-05,6.60E-05,0.00015,0.55,1.06,0.91,2.03,0.28,0.48,0.4,0.19
E4PEW2,2,2,10.9851,Beta-lactamase domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_903 PE=4 SV=1,51215.4,128876,252968,107602,310121,92692.7,328847,120349,134236,442514,30121.7,9376.06,186760,11585,17421.5,24593.1,39544,43101.6,0,78516.8,60193.2,83227.1,49995.7,39150,10455.2,15156.9,8768.69,6.30E-05,0.00015,0.0002,9.20E-05,0.00011,3.60E-05,0.00033,2.90E-06,7.90E-05,1.30E-05,5.20E-05,7.80E-05,9.30E-05,1.00E-04,3.00E-05,1.00E-05,2.40E-05,1.40E-05,Beta-lactamase domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_903 PE=4 SV=1,0.00014,8.00E-05,0.00014,4.80E-05,7.40E-05,1.60E-05,0.59,1,1.55,0.34,0.14,0.5,0.21,0.09
E4PEV8,2,2,6.3768,Probable transcriptional regulatory protein HP15_899 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=yeeN PE=3 SV=1,480168,477074,338736,162581,427824,648152,1507407,151524,878890,609982,146051,662349,946990,191515,270204,120295,506993,195991,1161634,340146,1102467,280154,1048213,308904,894077,249962,387289,0.00059,0.0002,0.00027,0.00064,0.00014,0.00023,0.00045,0.00021,0.0004,0.00021,0.00026,0.00036,0.0004,0.00034,0.00024,0.00086,0.0004,0.00062,Probable transcriptional regulatory protein HP15_899 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=yeeN PE=3 SV=1,0.00035,0.00034,0.00035,0.00028,0.00033,0.00063,0.96,1,1.18,2.28,0.47,0.5,0.24,0.03
E4PF60,10,10,57.5874,Pyruvate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pykA PE=3 SV=1,2837994,2311424,6953647,2794819,1.20E+07,3120381,1.30E+07,3962982,1.40E+07,1.20E+07,1436474,5934968,8213380,1466938,5931260,908603,2195949,1590979,1.50E+07,2611097,2542906,2519136,3915285,4263952,2392563,1215781,3699196,0.00348,0.00414,0.00729,0.00309,0.00374,0.0036,0.00911,0.00184,0.00347,0.00163,0.00194,0.00288,0.00308,0.00301,0.00329,0.0023,0.00194,0.00597,Pyruvate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pykA PE=3 SV=1,0.00497,0.00348,0.00481,0.00215,0.00313,0.0034,0.7,0.97,1.45,1.58,0.14,0.48,0.03,0.2
