Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,extracted_gn,resolved_locus_tag,resolution_method
Q7V1U3,PMM0762,9,9,0.000446345,0.000284826,0.000908498,0.000635105,0.000317857,0.001045761,0.001175901,0.000611018,0.000872361,0.000321126,0.00017617,0.001180623,0.000270331,0.000180108,0.001169541,0.000203674,0.000592657,0.000872865,0.000546556,0.000666241,0.000886427,0.000559306,0.000539993,0.000556399,0.346365092,1.218979939,0.121308933,1.621840127,0.17921096,0.965469591,0.497042108,0.99480092,Tyrosine binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=bipA PE=4 SV=1,0.285674383428703,0.6976316128030473,-0.050697274970249,-0.0075202531157918,bipA,PMM0762,locus_tag:KEGG
Q7UZJ8,PMM1665,9,9,0.002434743,0.001987184,0.003715107,0.004083998,0.001990355,0.004998455,0.003451482,0.002675555,0.002701077,0.003029642,0.001120169,0.0043312,0.002067141,0.001112953,0.004973293,0.002382917,0.002038318,0.002795283,0.002712345,0.003690936,0.002942705,0.002827004,0.002717796,0.002405506,0.19791903,1.360791801,0.355040449,1.084930252,0.418259736,0.961369735,0.341309791,0.850903085,Sulfolipid (UDP-sulfoquinovose) biosynthesis protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=sqdB PE=4 SV=1,0.4444463536592949,0.1176022976668643,-0.0568367083583896,-0.2329332717329169,sqdB,PMM1665,locus_tag:KEGG
Q7V374,PMM0211,9,9,0.019152396,0.024676482,0.011202369,0.020471304,0.023430638,0.013596057,0.017501106,0.014493947,0.009920727,0.024293331,0.02368429,0.010961023,0.022188102,0.024618184,0.010588385,0.020632743,0.020495287,0.01221607,0.018343749,0.019165999,0.013971927,0.019646214,0.019131557,0.017781367,0.43713908,1.044824563,0.192618238,0.761672367,0.308957755,0.973803738,0.368058097,0.905078525,FAD-dependent pyridine nucleotide-disulphide oxidoreductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=trxB PE=4 SV=1,0.0632607190162568,-0.3927575383106456,-0.0382970564042563,-0.1438851284224562,trxB,PMM0211,locus_tag:KEGG
Q7TUA9,PMM0754,9,9,0.002958828,0.002478032,0.004383305,0.002394596,0.00332162,0.004207043,0.000971242,0.002379785,0.002783771,0.002423001,0.001258296,0.004350207,0.00258703,0.001216102,0.004512855,0.001006234,0.001601034,0.001915164,0.003273388,0.003307753,0.002044933,0.002677168,0.002771996,0.001507477,0.483384261,1.010498309,0.098166621,0.624714372,0.150270883,1.035420961,0.140680012,0.563086587,Elongation factor Ts OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=tsf PE=3 SV=1,0.0150669074679149,-0.6787313743730491,0.0502174294392145,-0.8285713092949775,tsf,PMM0754,locus_tag:KEGG
Q7TU61,PMM1309,9,9,0.000768517,0.000539763,0.003179717,0.000824954,0.000508493,0.002686195,0.000457057,0.000562704,0.000694797,0.000760069,0.0005134,0.003383198,0.000538303,0.000578571,0.002405747,0.000326758,0.000399604,0.001373908,0.001495999,0.001339881,0.000571519,0.001552222,0.001174207,0.00070009,0.446213501,0.895642851,0.168261003,0.382031943,0.174066218,0.756468453,0.216453616,0.451024552,Cell division protein FtsZ OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ftsZ PE=3 SV=1,-0.1590045409640492,-1.3882348229064,-0.4026481758947216,-1.1487221246339006,ftsZ,PMM1309,locus_tag:KEGG
Q7V3E2,PMM0134,9,9,0.001907578,0.00075938,0.004510628,0.002646396,0.00094095,0.00523909,0.00117523,0.000748206,0.000658184,0.001497674,0.000541775,0.004712436,0.001290116,0.000558537,0.004453911,0.000825411,0.001114202,0.000962553,0.002392528,0.002942145,0.00086054,0.002250628,0.002100855,0.000967389,0.379372088,1.229722109,0.121778722,0.359677979,0.109265078,0.93345252,0.183743421,0.42983051,Two-component response regulator OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpaB PE=4 SV=1,0.2983323340498988,-1.4752222605739516,-0.0993514531564147,-1.2181602038771842,rpaB,PMM0134,locus_tag:KEGG
Q7V1T8,PMM0767,9,9,0.00094039,0.000605669,0.00377575,0.0010313,0.000487645,0.005070359,0.000472521,0.000776038,0.000530267,0.000497944,0.00053214,0.004890745,0.000493815,0.000591052,0.004449811,0.000647295,0.009745619,0.001839779,0.001773936,0.002196434,0.000592942,0.00197361,0.001844892,0.004077564,0.411086345,1.238169885,0.153573885,0.334252099,0.249427741,0.934780764,0.273740162,2.066043984,"D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0767 PE=3 SV=1",0.3082092753212595,-1.580991474860783,-0.0973000483654075,1.0468709680573876,PMM0767,PMM0767,locus_tag:KEGG
Q7V2J3,PMM0483,9,9,0.002207548,0.000737318,0.007291215,0.003429806,0.00100666,0.007474642,0.000638057,0.000688903,0.000944761,0.00177649,0.000709964,0.0076925,0.00121695,0.000659198,0.007204093,0.00046316,0.001223381,0.001684136,0.003412027,0.003970369,0.00075724,0.003392985,0.003026747,0.001123559,0.424207905,1.163639488,0.126309802,0.221932626,0.073951772,0.892060348,0.180348585,0.331141739,"Glutamate-1-semialdehyde 2,1-aminomutase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=hemL PE=3 SV=1",0.2186441601063249,-2.171806323213484,-0.1647867829308812,-1.5944792271511614,hemL,PMM0483,locus_tag:KEGG
Q7V0D4,PMM1332,8,8,0.011409487,0.019922043,0.006563367,0.011069614,0.01741328,0.006805764,0.073092875,0.023855696,0.012284752,0.010100583,0.018554723,0.006309842,0.014129137,0.019633177,0.006626381,0.018431316,0.02747297,0.012269417,0.012631632,0.011762886,0.036411108,0.011655049,0.013462898,0.019391234,0.434917287,0.931224546,0.13997324,2.882533835,0.12565961,1.155112906,0.123428204,1.663762491,Probable cytosol aminopeptidase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pepA PE=3 SV=1,-0.1027990083703807,1.527337542239657,0.2080338741220898,0.7344494974736712,pepA,PMM1332,locus_tag:KEGG
Q7V2Y8,PMM0311,8,8,0.007123098,0.003535498,0.005627363,0.005132704,0.003788751,0.00592118,0.015034746,0.011127296,0.008177112,0.006255332,0.006665044,0.005354725,0.004695354,0.003232719,0.005971948,0.011353377,0.010906849,0.00567603,0.005428653,0.004947545,0.011446385,0.006091701,0.004633341,0.009312085,0.355881292,0.911376106,0.027499196,2.108512746,0.169411204,0.760598854,0.079490702,1.52865114,S-adenosylmethionine synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=metK PE=3 SV=1,-0.1338815476827872,1.0762257427626056,-0.394792329636663,0.6122592006702311,metK,PMM0311,locus_tag:KEGG
Q7V2Y7,PMM0312,8,8,0.000624282,0.000620337,0.002374961,0.000375713,0.000570635,0.003090364,0.001101147,0.001765649,0.002589734,0.000426181,0.000786149,0.002604238,0.000434911,0.000794685,0.00256979,0.000819205,0.001820068,0.003295634,0.001206527,0.001345571,0.001818843,0.001272189,0.001266462,0.001978302,0.450589821,1.115243378,0.223161229,1.507503616,0.36428288,0.995497992,0.256694788,1.555037843,"30S ribosomal protein S1, homolog A OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rps1a PE=4 SV=1",0.1573585818214866,0.5921614626752846,-0.0065096889712818,0.6369496898376212,rps1a,PMM0312,locus_tag:KEGG
Q7V315,PMM0280,8,8,0.000500146,0.000584544,0.000571561,0.000448428,0.000656773,0.000347394,0.000616745,0.000444157,0.001318007,0.000946879,0.000734902,0.000651465,0.000836109,0.000666997,0.000500488,0.000652578,0.000619689,0.001144193,0.000552083,0.000484198,0.00079297,0.000777748,0.000667865,0.000805487,0.256733028,0.877038812,0.210167972,1.436322767,0.022244085,0.8587157,0.445793518,1.035664878,Dioxygenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0280 PE=3 SV=1,-0.1892874065606296,0.5223799845551007,-0.219747525909378,0.0505572491041351,PMM0280,PMM0280,locus_tag:KEGG
Q7UZK8,PMM1655,8,8,0.000198186,0.000128605,0.001309043,0.000208946,0.00010662,0.001160359,0.000312786,0.000312064,0.001104662,7.96154e-05,0.000154027,0.001206488,7.10446e-05,0.00017103,0.001155192,0.000342919,0.000324682,0.000775579,0.000545278,0.000491975,0.000576504,0.000480044,0.000465756,0.00048106,0.460797458,0.902246117,0.474826978,1.057265944,0.273858611,0.970236061,0.499028993,1.002117481,Trigger factor OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=tig PE=3 SV=1,-0.1484070656835558,0.0803383169581442,-0.0435922933601518,0.0030516495719073,tig,PMM1655,locus_tag:KEGG
Q7V2H1,PMM0506,8,8,0.000439702,0.000285946,0.000832651,0.000512807,0.000313595,0.000880069,0.000181362,0.000357262,0.000571022,0.000343867,0.000205208,0.000716857,0.000253006,0.000191588,0.000770608,0.000148095,0.000203089,0.000538868,0.000519433,0.000568824,0.000369882,0.000421977,0.000405067,0.000296684,0.421053012,1.095086167,0.246011746,0.712087441,0.362419557,0.959926164,0.278323392,0.70308066,Adenylosuccinate synthetase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=purA PE=3 SV=1,0.1310443929430508,-0.4898736866291217,-0.0590046546032745,-0.5082378848119233,purA,PMM0506,locus_tag:KEGG
Q7UZV0,PMM1555,8,8,0.003463869,0.003126967,0.003183281,0.003261169,0.005090687,0.002669446,0.000641451,0.004319618,0.000852554,0.001898812,0.001939173,0.002649974,0.002184214,0.001597281,0.002448608,0.0007319,0.002696526,0.001834968,0.003258039,0.003673767,0.001937875,0.002162653,0.002076701,0.001754465,0.301215884,1.12760077,0.165977407,0.594797863,0.347705186,0.960256181,0.272728516,0.811255749,50S ribosomal protein L2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rplB PE=3 SV=1,0.1732563681884095,-0.7495286308272942,-0.0585087497271186,-0.3017712980166933,rplB,PMM1555,locus_tag:KEGG
Q7V370,PMM0215,8,8,0.001840556,0.002237183,0.002959991,0.001600437,0.001558429,0.003097548,0.000934512,0.00236908,0.000828523,0.001954143,0.000842862,0.003776937,0.001832798,0.000849008,0.003166195,0.000931146,0.001348773,0.001427106,0.00234591,0.002085471,0.001377372,0.002191314,0.001949334,0.001235675,0.344035765,0.888981849,0.089489214,0.587137475,0.163469477,0.889573029,0.166599576,0.563896807,Delta-aminolevulinic acid dehydratase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0215 PE=3 SV=1,-0.1697741321034289,-0.768229752915801,-0.1688150472911092,-0.8264969210056073,PMM0215,PMM0215,locus_tag:KEGG
Q7V001,PMM1492,8,8,0.004166128,0.000786005,0.005281243,0.001707111,0.001236247,0.004320192,0.00101734,0.000835442,0.002667836,0.001509269,0.000339124,0.00355156,0.001641697,0.000326064,0.004082388,0.000631133,0.000749174,0.003399321,0.003411125,0.002421183,0.001506872,0.001799984,0.002016716,0.001593209,0.291225265,0.70979021,0.13268663,0.441752302,0.157022394,1.120407805,0.440800278,0.88512388,Transcription termination/antitermination protein NusA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=nusA PE=3 SV=1,-0.4945354191668009,-1.1786904421131166,0.1640239386817629,-0.1760487091218091,nusA,PMM1492,locus_tag:KEGG
Q7V037,PMM1451,8,8,0.002608298,0.001738422,0.008543108,0.001572613,0.001702387,0.008371057,0.001028849,0.001917734,0.001469879,0.001732779,0.000819736,0.009268216,0.001506693,0.000959864,0.006191809,0.000735372,0.001614517,0.00450609,0.004296609,0.003882019,0.001472154,0.003940244,0.002886122,0.002285326,0.450035277,0.903507563,0.129930354,0.34263158,0.204361911,0.732472893,0.299938068,0.579996167,ATP synthase subunit alpha OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=atpA PE=3 SV=1,-0.1463914173648064,-1.5452699656204318,-0.4491527249198398,-0.7858847289029528,atpA,PMM1451,locus_tag:KEGG
Q7TUI0,PMM0023,8,8,0.003433117,0.001872117,0.008193365,0.004928819,0.00184718,0.008717072,0.000876662,0.00178783,0.001947546,0.002849695,0.00086436,0.009621868,0.002548456,0.000975998,0.011228403,0.000845889,0.001601896,0.001321008,0.004499533,0.005164357,0.001537346,0.004445308,0.004917619,0.001256264,0.410420596,1.147753973,0.099823022,0.341667912,0.250336672,1.106249415,0.14837989,0.282604581,Glyceraldehyde-3-phosphate dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=gap2 PE=3 SV=1,0.1988134260101804,-1.5493333325525322,0.1456766922787337,-1.8231432430427696,gap2,PMM0023,locus_tag:KEGG
Q7UZG7,PMM1700,7,6,0.000207892,0.001510435,0.000454094,0.000246363,0.000195834,0.000591009,0.001302729,0.005389803,0.002381164,0.000221115,0.00039067,0.000233193,0.000168192,0.000410511,0.000286922,0.00077575,0.001533899,0.004724255,0.00072414,0.000344402,0.003024565,0.000281659,0.000288542,0.002344635,0.207696865,0.475601073,0.074138724,4.176767215,0.423565399,1.024436255,0.081838775,8.32436188,Aconitate hydratase B OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=acnB PE=3 SV=1,-1.0721761249467023,2.062386739592735,0.0348302162119744,3.0573396838542592,acnB,PMM1700,locus_tag:KEGG
Q7UZN9,PMM1619,7,7,0.000460307,0.000340157,0.00098168,0.000292219,0.000146954,0.000926432,0.000121228,0.001776446,0.004591118,0.000236304,0.000248544,0.000821106,0.000242086,0.000210211,0.000861626,0.000215231,0.000697804,0.000486005,0.000594048,0.000455202,0.002162931,0.000435318,0.000437975,0.000466347,0.338663538,0.766270803,0.15010146,3.641003029,0.458971383,1.006102975,0.451316518,1.071278355,Two-component response regulator OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1619 PE=4 SV=1,-0.3840737587396844,1.864335940980577,0.0087779730548848,0.099333390640226,PMM1619,PMM1619,locus_tag:KEGG
Q7UZJ0,PMM1674,7,7,0.000154402,8.60603e-05,0.000445403,0.0001955,0.000148963,0.000440822,0.000226998,0.000183147,0.000657088,8.86207e-05,7.57183e-05,0.00044385,7.29016e-05,7.3894e-05,0.000401218,0.000119351,0.000211889,0.000278227,0.000228622,0.000261761,0.000355744,0.00020273,0.000182671,0.000203156,0.413816901,1.144953424,0.267055292,1.556037917,0.117999398,0.901058832,0.498762277,1.002102125,Replicative DNA helicase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=dnaB PE=3 SV=1,0.1952889115703147,0.637877215851979,-0.1503067892218008,0.0030295421890816,dnaB,PMM1674,locus_tag:KEGG
Q7V121,PMM1066,7,7,0.000211377,0.000439518,0.000270958,0.000206483,0.000392211,0.000328325,0.000250088,0.000704804,0.00041195,0.000153458,0.000768676,0.000303079,0.000230568,0.000847715,0.000362956,0.000281245,0.000839102,0.000223651,0.000307284,0.000309006,0.000455614,0.000408404,0.000480413,0.000447999,0.492610697,1.005603717,0.188753161,1.482712554,0.003539815,1.176316774,0.445226407,1.096950267,2-isopropylmalate synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=leuA PE=3 SV=1,0.0080618874959155,0.5682389368932006,0.2342766203262912,0.1334981190146544,leuA,PMM1066,locus_tag:KEGG
Q7UZP7,PMM1611,7,7,0.000553079,0.000607289,0.000895746,0.000557486,0.000685969,0.000866873,0.000633797,0.001162226,0.001170235,0.000346972,0.000351726,0.001042935,0.000299959,0.000343273,0.00096112,0.000535921,0.000727268,0.001524338,0.000685371,0.000703443,0.000988752,0.000580544,0.000534784,0.000929176,0.451468086,1.026367612,0.108235434,1.442652088,0.081695445,0.921177056,0.205895111,1.600525,Phosphomethylpyrimidine synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=thiC PE=3 SV=1,0.0375475506530369,0.5287234194165104,-0.1184496168951674,0.6785452117753009,thiC,PMM1611,locus_tag:KEGG
Q7UZN6,PMM1622,7,7,0.000603573,0.000338645,0.000982471,0.000622479,0.00038948,0.001221639,0.00077531,0.000302385,0.001627997,0.000568756,9.93152e-05,0.001099923,0.000519179,0.000101099,0.000962101,7.56731e-05,0.000215119,0.001155823,0.000641563,0.000744533,0.000901897,0.000589331,0.00052746,0.000482205,0.378364782,1.160497882,0.289002505,1.405781168,0.134196289,0.895014081,0.410925321,0.818224503,Rod shape determining protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=mreB PE=4 SV=1,0.2147438896527659,0.4913720336619674,-0.1600177148243586,-0.289431353277058,mreB,PMM1622,locus_tag:KEGG
Q7V125,PMM1062,7,7,0.004439005,0.006096055,0.003014816,0.004552374,0.00669029,0.003614526,0.00850255,0.004162849,0.005028526,0.006926082,0.010290118,0.002875834,0.005682486,0.010338508,0.00299314,0.00772644,0.00765095,0.004014068,0.004516625,0.004952397,0.005897975,0.006697345,0.006338045,0.006463819,0.374689821,1.096481637,0.217951948,1.305836757,0.251080102,0.946351864,0.464594084,0.965131633,Putative IMP dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=guaB PE=4 SV=1,0.1328816511078403,0.3849745564658736,-0.0795514017407532,-0.0512023718587703,guaB,PMM1062,locus_tag:KEGG
Q7V377,PMM0208,7,7,0.001385428,0.000864027,0.005492627,0.001561151,0.00100706,0.005063335,0.001262557,0.005766855,0.00098155,0.00085186,0.000699858,0.006946194,0.000892263,0.000757339,0.006196564,0.001263835,0.003204599,0.002001691,0.002580694,0.002543848,0.002670321,0.002832637,0.002615389,0.002156708,0.49287018,0.985722565,0.484242631,1.034729632,0.250114272,0.923305127,0.3836183,0.761378232,Enolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=eno PE=3 SV=1,-0.0207464426247743,0.0492538503060129,-0.1151205971096408,-0.3933147714208337,eno,PMM0208,locus_tag:KEGG
Q7V1V0,PMM0753,7,7,0.001164076,0.000854454,0.001403295,0.001276223,0.000755886,0.001088189,0.001006387,0.001172372,0.000745996,0.000875142,0.000305825,0.001081577,0.000829764,0.000334318,0.001413099,0.000413259,0.001622325,0.001019646,0.001140608,0.001040099,0.000974918,0.000754181,0.00085906,0.00101841,0.335710971,0.911881335,0.228642805,0.854735427,0.229537858,1.139063236,0.281298053,1.350351198,30S ribosomal protein S2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpsB PE=3 SV=1,-0.1330819991658539,-0.2264501745659956,0.1878478416300444,0.4333346707723522,rpsB,PMM0753,locus_tag:KEGG
Q7UZR2,PMM1596,7,7,0.000530795,0.000344537,0.000674263,0.000852135,0.000400025,0.000824447,0.000266932,0.000371377,0.000681865,0.000476059,0.000116769,0.000747326,0.000331574,0.000141361,0.001037715,0.000261714,0.000584142,0.001066585,0.000516532,0.000692202,0.000440058,0.000446718,0.00050355,0.00063748,0.185748709,1.340096525,0.325803043,0.851947756,0.348688985,1.127222219,0.277645267,1.427031354,Isocitrate dehydrogenase [NADP] OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=icd PE=4 SV=1,0.4223369194319309,-0.2311631321248554,0.1727719544156046,0.5130170333163928,icd,PMM1596,locus_tag:KEGG
Q7V2R4,PMM0405,7,7,0.000916786,0.001097157,0.001898317,0.000955918,0.000875206,0.001953397,0.000921298,0.000924798,0.000983988,0.00114622,0.000262972,0.002577894,0.000661141,0.000338814,0.002252575,0.000462423,0.000818953,0.000843221,0.001304087,0.001261507,0.000943361,0.001329029,0.001084177,0.000708199,0.465318431,0.967349238,0.149369585,0.723388564,0.139968339,0.815766317,0.208205665,0.532869562,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pdhC PE=3 SV=1,-0.0478912610596799,-0.4671573041799622,-0.29377215542091,-0.908145667504932,pdhC,PMM0405,locus_tag:KEGG
Q7V2G1,PMM0519,7,7,0.004056817,0.00312512,0.003542873,0.002091788,0.003067499,0.003701004,0.002773884,0.002473994,0.002176405,0.003656457,0.00351499,0.003164486,0.003562843,0.003345036,0.002895055,0.003409013,0.003345849,0.002945476,0.003574937,0.00295343,0.002474761,0.003445311,0.003267645,0.003233446,0.156955509,0.826148931,0.013159029,0.692253097,0.036591457,0.948432501,0.180954572,0.938506227,Transaldolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=tal PE=3 SV=1,-0.2755262131854555,-0.5306284919556158,-0.0763829927716641,-0.0915617775006681,tal,PMM0519,locus_tag:KEGG
Q7UZM4,PMM1634,7,7,0.000587568,0.000541945,0.000725553,0.000698865,0.000708019,0.000761224,0.000189674,0.000800801,0.000242355,0.000516469,0.000173163,0.001100623,0.000450912,0.000144008,0.000864435,0.000155516,0.000333595,0.001015563,0.000618355,0.000722703,0.000410944,0.000596752,0.000486451,0.000501558,0.074564226,1.168749508,0.182507076,0.664575083,0.113025629,0.815165406,0.406502468,0.840480056,DNA gyrase subunit B OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=gyrB PE=3 SV=1,0.224965757679539,-0.5894958919961781,-0.294835267195265,-0.25071450915736,gyrB,PMM1634,locus_tag:KEGG
