Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light1,Light2,Light3,Light Glu nM 1.1,Light Glu nM 2.1,Light Glu nM 3.1,Light Glu mM 1.1,Light Glu mM 2.1,Light Glu mM 3.1,Darkness1,Darkness2,Darkness3,Darkness Glu nM 1.1,Darkness Glu nM 2.1,Darkness Glu nM 3.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_MED4,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness  avg,Darkness Glu nM avg,Darkness Glu mM avg,FC G nM/L,FC G mM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GmM.L,log2FC.GnM.D,log2FC.GmM.D
E4PR16,2.0,2.0,6.14001656,S-adenosylmethionine decarboxylase proenzyme OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=speD PE=3 SV=1,2345.62991,28792.4155,7362.87194,969.373862,4450.79741,15768.3037,120215.568,128179.013,91343.3015,2033.77291,2583.32235,7011.5467,1078.53043,1952.98294,6676.86231,80593.2969,125907.772,28924.1224,3.54e-05,0.000144423,4.23e-05,1.1e-05,6.16e-05,9.13e-05,0.000298772,0.000330303,0.000169925,1.51e-05,3.13e-05,7e-05,1.48e-05,2.46e-05,6.09e-05,0.000251832,0.000327351,0.000103104,S-adenosylmethionine decarboxylase proenzyme OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=speD PE=3 SV=1,7.4e-05,5.46e-05,0.000266334,3.88e-05,3.34e-05,0.000227429,0.74,3.6,0.86,5.86,0.331,0.02,0.089,0.071,-0.4344028241457749,1.84799690655495,-0.2175914350726268,2.550900664647523
E4PJV9,5.0,5.0,21.3455098,"Lipoprotein, YaeC family OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3905 PE=3 SV=1",14579.1163,115970.682,11217.0991,14127.4279,5743.26424,12021.8851,407274.553,155306.913,878007.028,5779.44597,3619.55583,3060.3473,3820.31452,3298.92985,13771.818,206879.9,42274.3195,193970.114,0.000220219,0.000581711,6.44e-05,0.000159716,7.95e-05,6.96e-05,0.001012201,0.000400209,0.001633346,4.28e-05,4.39e-05,3.05e-05,5.24e-05,4.16e-05,0.000125638,0.000646443,0.00010991,0.00069143,"Lipoprotein, YaeC family OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3905 PE=3 SV=1",0.00028877,0.000102949,0.001015252,3.91e-05,7.32e-05,0.000482595,0.36,3.52,1.87,12.35,0.182,0.144,0.191,0.072,-1.4739311883324124,1.8155754288625725,0.903038270112912,3.626439136697315
E4PNH5,4.0,4.0,12.0873206,Chaperone protein ClpB OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpB PE=3 SV=1,2577.9084,4275.56577,14979.2209,1738.27881,1988.70141,16589.1924,2603.98502,32870.0585,224384.423,1959.91886,1454.49691,2052.97292,1688.1648,2991.92528,12704.0062,11316.1986,5173.15424,142778.404,3.89e-05,2.14e-05,8.6e-05,1.97e-05,2.75e-05,9.61e-05,6.47e-06,8.47e-05,0.00041742,1.45e-05,1.76e-05,2.05e-05,2.31e-05,3.77e-05,0.000115896,3.54e-05,1.34e-05,0.000508951,Chaperone protein ClpB OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpB PE=3 SV=1,4.88e-05,4.77e-05,0.000169531,1.76e-05,5.89e-05,0.00018592,0.98,3.48,3.36,10.59,0.46,0.192,0.134,0.202,-0.029146345659516508,1.7990873060740036,1.7484612330040354,3.404630684217612
E4PH02,4.0,4.0,12.8865848,Outer membrane protein assembly factor BamA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=bamA PE=3 SV=1,6220.19683,23865.4364,5391.86561,6257.65989,5004.21859,3777.1101,123168.69,104369.809,144033.206,23548.335,4262.99187,13275.4181,3033.76999,6471.40185,2332.16003,72013.8162,68000.7921,136910.743,9.4e-05,0.00011971,3.09e-05,7.07e-05,6.93e-05,2.19e-05,0.000306112,0.00026895,0.000267943,0.000174586,5.17e-05,0.000132512,4.16e-05,8.16e-05,2.13e-05,0.000225024,0.000176797,0.000488035,Outer membrane protein assembly factor BamA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=bamA PE=3 SV=1,8.15e-05,5.4e-05,0.000281002,0.000119588,4.82e-05,0.000296619,0.66,3.45,0.4,2.48,0.076,0.008,0.148,0.097,-0.5994620704162712,1.7865963618908067,-1.3219280948873622,1.3103401206121505
E4PFU2,2.0,2.0,7.22906256,Na(+)-translocating NADH-quinone reductase subunit F OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=nqrF PE=3 SV=1,2634.28468,13038.382,20974.3183,9624.39414,3105.25292,17915.9978,128913.262,58085.1751,165015.929,6024.85286,4695.57604,23481.6628,3768.89138,5451.87297,4606.21243,94369.2606,34267.548,42065.4486,3.98e-05,6.54e-05,0.000120379,0.000108808,4.3e-05,0.000103747,0.000320389,0.000149679,0.000306977,4.47e-05,5.69e-05,0.000234389,5.17e-05,6.88e-05,4.2e-05,0.000294878,8.91e-05,0.000149947,Na(+)-translocating NADH-quinone reductase subunit F OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=nqrF PE=3 SV=1,7.52e-05,8.52e-05,0.000259015,0.000111988,5.41e-05,0.000177973,1.13,3.44,0.48,1.59,0.384,0.042,0.24,0.285,0.17632277264046287,1.7824085649273733,-1.0588936890535685,0.6690267655096307
E4PQK2,2.0,2.0,6.93003941,Elongation factor 4 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lepA PE=3 SV=1,0.0,26811.0457,1313.38393,0.0,1159.3068,2716.0937,46263.7728,70821.3949,91099.8208,0.0,0.0,2613.51271,273.349511,0.0,0.0,34408.649,27576.165,69622.1348,0.0,0.000134485,7.54e-06,0.0,1.61e-05,1.57e-05,0.00011498,0.000182499,0.000169472,0.0,0.0,2.61e-05,3.75e-06,0.0,0.0,0.000107518,7.17e-05,0.000248177,Elongation factor 4 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lepA PE=3 SV=1,4.73e-05,1.06e-05,0.00015565,8.7e-06,1.25e-06,0.000142463,0.22,3.29,0.14,16.38,0.232,0.041,0.255,0.049,-2.1844245711374275,1.7180875839605168,-2.8365012677171206,4.033863451866284
E4PQC0,2.0,2.0,5.54092383,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3221 PE=4 SV=1,44266.4107,134583.446,60373.5218,71146.4336,36792.1273,62121.8872,567827.627,167588.901,1993100.75,148205.346,47153.2264,50057.2431,49838.0832,49477.9383,40341.4478,574025.092,416093.895,674565.811,0.000668649,0.000675073,0.000346505,0.000804339,0.000509393,0.000359732,0.001411225,0.000431859,0.003707743,0.001098788,0.000571468,0.00049966,0.000683231,0.000623953,0.000368028,0.001793672,0.001081815,0.002404573,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3221 PE=4 SV=1,0.000563409,0.000557821,0.001850275,0.000723305,0.000558404,0.00176002,0.99,3.28,0.77,2.43,0.477,0.177,0.175,0.071,-0.014499569695115089,1.713695814843359,-0.3770696490798233,1.2809563138310562
E4PLZ2,3.0,3.0,13.8514433,30S ribosomal protein S19 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsS PE=3 SV=1,1393.80471,5996.1755,9048.35122,5761.20732,9078.02942,6167.77976,10278.1176,76328.0971,60620.8136,6056.26222,2421.68706,1288.3268,1130.729,4297.52783,5123.0883,7335.22811,75542.6009,159853.758,2.11e-05,3.01e-05,5.19e-05,6.51e-05,0.000125687,3.57e-05,2.55e-05,0.000196689,0.000112772,4.49e-05,2.93e-05,1.29e-05,1.55e-05,5.42e-05,4.67e-05,2.29e-05,0.000196405,0.000569818,30S ribosomal protein S19 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsS PE=3 SV=1,3.44e-05,7.55e-05,0.000111669,2.9e-05,3.88e-05,0.000263048,2.2,3.25,1.34,9.06,0.165,0.123,0.335,0.152,1.1375035237499351,1.7004397181410922,0.4222330006830478,3.1795110502715103
E4PNT6,3.0,3.0,11.0885572,TonB-dependent receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3002 PE=3 SV=1,10908.6392,29481.3228,33896.6649,15972.4185,18790.1343,99031.0352,29804.9076,459561.642,204635.051,401160.914,22463.0674,37175.3772,22837.7898,24043.6044,39241.8913,16765.9087,18732.1898,8175.84664,0.000164776,0.000147879,0.000194545,0.000180575,0.000260152,0.000573463,7.41e-05,0.001184241,0.00038068,0.002974189,0.000272238,0.000371076,0.000313084,0.000303207,0.000357997,5.24e-05,4.87e-05,2.91e-05,TonB-dependent receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3002 PE=3 SV=1,0.000169067,0.000338063,0.000546332,0.001205835,0.000324763,4.34e-05,2.0,3.23,0.27,0.04,0.13,0.191,0.213,0.159,1.0,1.6915341649192002,-1.8889686876112561,-4.643856189774724
E4PMR4,17.0,17.0,102.537689,Glutamine synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_428 PE=3 SV=1,257489.521,2525245.49,874975.74,661223.925,213207.39,893532.305,8557088.71,6888039.36,16460372.5,506021.16,297109.876,134213.723,224282.821,226561.43,254508.732,6859903.71,5895080.58,6585304.54,0.003889405,0.012666684,0.0050218,0.007475402,0.002951891,0.005174211,0.02126697,0.017749734,0.030621043,0.003751618,0.003600785,0.001339691,0.003074696,0.002857105,0.002321838,0.021435332,0.015326795,0.023474131,Glutamine synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_428 PE=3 SV=1,0.00719263,0.005200502,0.023212582,0.002897365,0.002751213,0.020078753,0.72,3.23,0.95,6.93,0.333,0.058,0.41,0.015,-0.4739311883324124,1.6915341649192002,-0.07400058144377693,2.792855352362489
E4PH84,4.0,4.0,17.2260721,Acyl-CoA thiolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2423 PE=3 SV=1,6760.07241,23021.274,18307.2041,9765.05129,7241.7364,13128.2306,73417.1207,202218.533,180589.095,60804.9426,8952.2769,19365.9358,3600.46405,11879.6161,9950.15165,18893.6943,205953.297,66818.1243,0.000102112,0.000115475,0.000105072,0.000110398,0.000100263,7.6e-05,0.000182464,0.000521095,0.000335948,0.000450805,0.000108496,0.000193306,4.94e-05,0.000149811,9.08e-05,5.9e-05,0.000535464,0.000238181,Acyl-CoA thiolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2423 PE=3 SV=1,0.000107553,9.56e-05,0.000346502,0.000250869,9.66e-05,0.000277561,0.89,3.22,0.39,1.11,0.193,0.063,0.179,0.46,-0.16812275880832692,1.6870606883398924,-1.3584539709124763,0.15055967657538138
E4PMT9,11.0,11.0,43.1515206,Phosphomethylpyrimidine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=thiC PE=3 SV=1,58616.5088,570008.298,34666.6365,98293.0026,168153.39,95323.2953,1877208.93,1290602.02,2531067.28,78668.3246,67047.7196,19374.4809,58932.2135,95494.3077,32406.6881,1194710.1,1543851.92,993754.265,0.000885408,0.002859173,0.000198964,0.001111242,0.002328111,0.000551992,0.004665436,0.003325742,0.004708516,0.000583243,0.000812576,0.000193392,0.000807903,0.001204253,0.00029564,0.003733144,0.004013906,0.00354236,Phosphomethylpyrimidine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=thiC PE=3 SV=1,0.001314515,0.001330448,0.004233231,0.000529737,0.000769265,0.003763137,1.01,3.22,1.45,7.1,0.48,0.072,0.052,0.0,0.014355292977070054,1.6870606883398924,0.5360529002402097,2.8278190246173196
E4PLN8,3.0,3.0,8.66269898,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4061 PE=3 SV=1",429.226007,55600.9399,0.0,1017.97165,1585.69181,6731.11673,141736.068,45079.932,238952.963,37078.5972,1588.72823,313.888399,1237.98208,953.53362,3402.03814,211546.362,339459.782,46025.7471,6.48e-06,0.000278895,0.0,1.15e-05,2.2e-05,3.9e-05,0.000352257,0.000116166,0.000444521,0.000274899,1.93e-05,3.13e-06,1.7e-05,1.2e-05,3.1e-05,0.000661025,0.000882572,0.000164064,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4061 PE=3 SV=1",9.51e-05,2.41e-05,0.000304315,9.91e-05,2e-05,0.00056922,0.25,3.2,0.2,5.74,0.264,0.191,0.236,0.076,-2.0,1.6780719051126378,-2.321928094887362,2.521050736900963
E4PM07,3.0,3.0,12.9734714,50S ribosomal protein L15 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplO PE=3 SV=1,33858.4802,150272.453,62809.857,29221.6434,23964.2489,51145.2046,421249.197,1552910.91,76318.6817,235329.039,40334.3135,49050.6653,30558.2946,42896.3842,58885.5435,179528.886,756238.155,178579.75,0.000511436,0.00075377,0.000360488,0.000330362,0.000331789,0.000296168,0.001046932,0.004001684,0.000141975,0.001744719,0.000488827,0.000489613,0.000418924,0.000540955,0.000537202,0.000560979,0.001966166,0.00063657,50S ribosomal protein L15 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplO PE=3 SV=1,0.000541898,0.00031944,0.001730197,0.000907719,0.000499027,0.001054571,0.59,3.19,0.55,1.16,0.085,0.188,0.233,0.433,-0.7612131404128835,1.6735564239901446,-0.862496476250065,0.21412480535284734
E4PRI6,2.0,2.0,7.80126667,Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dut PE=3 SV=1,18092.4728,111528.529,31376.9926,46733.8554,21794.4135,63146.8411,387694.849,409250.893,635812.272,88609.7461,10860.835,23406.7535,22538.6341,11845.1671,26193.9505,232332.353,289665.414,171513.087,0.000273289,0.000559429,0.000180084,0.000528345,0.000301747,0.000365667,0.00096354,0.001054595,0.001182794,0.000656949,0.000131627,0.000233641,0.000308982,0.000149376,0.000238963,0.000725975,0.00075311,0.00061138,Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dut PE=3 SV=1,0.000337601,0.000398586,0.001066976,0.000340739,0.00023244,0.000696822,1.18,3.16,0.68,2.05,0.37,0.019,0.231,0.078,0.23878685958711648,1.6599245584023783,-0.5563933485243852,1.0356239097307212
E4PF69,3.0,3.0,12.4125407,ATP-dependent Clp protease proteolytic subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpP PE=3 SV=1,9409.56445,40406.1911,22570.0963,15405.9331,14752.5808,29450.7289,125648.21,222602.157,325836.224,14023.2709,25506.1775,4124.44933,10911.1062,13887.332,9499.29564,99336.4515,152244.509,96944.7394,0.000142132,0.000202678,0.000129538,0.00017417,0.000204252,0.000170541,0.000312274,0.000573622,0.000606149,0.000103968,0.000309119,4.12e-05,0.000149581,0.000175129,8.67e-05,0.000310399,0.000395825,0.000345571,ATP-dependent Clp protease proteolytic subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpP PE=3 SV=1,0.000158116,0.000182988,0.000497348,0.000151419,0.000137123,0.000350599,1.16,3.15,0.91,2.32,0.086,0.032,0.417,0.044,0.21412480535284734,1.6553518286125541,-0.13606154957602837,1.2141248053528473
E4PHL5,4.0,4.0,16.4559426,Dihydroorotase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pyrC PE=3 SV=1,18183.6534,73894.4812,11952.2526,23040.2289,18420.7981,10805.9463,428021.396,148548.871,421737.828,100896.103,94165.0482,8348.14419,28527.7763,62025.6915,19202.6652,245332.922,121635.109,106578.176,0.000274666,0.000370656,6.86e-05,0.000260479,0.000255039,6.26e-05,0.001063763,0.000382794,0.000784554,0.000748039,0.001141221,8.33e-05,0.000391088,0.000782189,0.000175182,0.000766599,0.000316243,0.000379911,Dihydroorotase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pyrC PE=3 SV=1,0.000237973,0.000192697,0.000743704,0.00065753,0.000449486,0.000487584,0.81,3.13,0.68,0.74,0.164,0.089,0.15,0.332,-0.3040061868900999,1.6461626571578936,-0.5563933485243852,-0.4344028241457749
E4PLZ7,2.0,2.0,6.27702189,30S ribosomal protein S17 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsQ PE=3 SV=1,7109.23793,45542.8347,21160.8295,12850.545,4848.24878,15936.4739,34992.589,501277.157,17450.619,8435.35255,6077.60031,5075.21123,3053.94129,4703.70175,2252.5965,30305.646,329438.461,62007.4659,0.000107386,0.000228444,0.00012145,0.000145281,6.71e-05,9.23e-05,8.7e-05,0.001291737,3.25e-05,6.25e-05,7.37e-05,5.07e-05,4.19e-05,5.93e-05,2.06e-05,9.47e-05,0.000856517,0.000221033,30S ribosomal protein S17 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsQ PE=3 SV=1,0.000152426,0.000101563,0.000470389,6.23e-05,4.06e-05,0.000390749,0.67,3.09,0.65,6.27,0.238,0.242,0.021,0.145,-0.5777669993169522,1.6276068381296498,-0.6214883767462701,2.6484654430273142
E4PL91,2.0,2.0,5.45481515,DNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ligA PE=3 SV=1,1625.92093,24929.9218,2924.50159,20903.9,3640.96194,15468.4296,44587.0096,55523.3973,139238.452,20959.4772,3269.39088,2044.09472,7414.41467,2436.99612,6256.13288,22560.0498,55606.7095,33218.9233,2.46e-05,0.000125049,1.68e-05,0.000236327,5.04e-05,8.96e-05,0.000110812,0.000143078,0.000259024,0.000155393,3.96e-05,2.04e-05,0.000101644,3.07e-05,5.71e-05,7.05e-05,0.000144574,0.000118413,DNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ligA PE=3 SV=1,5.55e-05,0.000125437,0.000170971,7.18e-05,6.32e-05,0.00011116,2.26,3.08,0.88,1.55,0.243,0.112,0.386,0.296,1.1763227726404628,1.6229303509201767,-0.18442457113742744,0.632268215499513
E4PP14,2.0,2.0,5.47723198,UDP-N-acetylmuramoylalanine--D-glutamate ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=murD PE=3 SV=1,526.306824,2226.41755,8330.35168,21978.5741,3013.65745,1750.63397,57931.9478,1259.11525,29002.8457,39651.4167,322.682761,2470.0709,1241.89638,1818.20963,119.813495,60319.1187,7991.55073,607.984691,7.95e-06,1.12e-05,4.78e-05,0.000248477,4.17e-05,1.01e-05,0.000143979,3.24e-06,5.4e-05,0.000293974,3.91e-06,2.47e-05,1.7e-05,2.29e-05,1.09e-06,0.000188481,2.08e-05,2.17e-06,UDP-N-acetylmuramoylalanine--D-glutamate ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=murD PE=3 SV=1,2.23e-05,0.000100113,6.71e-05,0.000107513,1.37e-05,7.05e-05,4.49,3.01,0.13,0.66,0.225,0.216,0.208,0.206,2.1667154449664223,1.5897634869849773,-2.9434164716336326,-0.5994620704162712
E4PFS2,2.0,2.0,5.3613205,4-hydroxy-4-methyl-2-oxoglutarate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2228 PE=3 SV=1,9370.043,56912.6826,21091.9132,16783.1722,29357.2591,23372.146,162596.173,341521.573,189250.489,126540.257,55941.8678,51807.5092,26700.0951,47174.0809,41638.6732,97515.3939,199973.038,89531.2653,0.000141535,0.000285475,0.000121054,0.000189741,0.000406456,0.000135342,0.000404101,0.000880064,0.000352061,0.000938164,0.00067798,0.000517131,0.000366032,0.0005949,0.000379862,0.000304709,0.000519916,0.000319145,4-hydroxy-4-methyl-2-oxoglutarate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2228 PE=3 SV=1,0.000182688,0.000243846,0.000545409,0.000711092,0.000446931,0.000381257,1.33,2.99,0.63,0.54,0.096,0.045,0.115,0.081,0.41142624572646497,1.5801454844233804,-0.6665762662748083,-0.888968687611256
E4PNE6,2.0,2.0,9.01952601,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_500 PE=3 SV=1,257.070828,19411.1384,2107.85301,3145.63437,1949.89178,11529.4107,70236.8119,12033.5846,70993.8406,6704.82399,14875.6033,1168.26828,544.526431,11541.0211,6933.49967,50307.2794,41604.0927,51736.252,3.88e-06,9.74e-05,1.21e-05,3.56e-05,2.7e-05,6.68e-05,0.00017456,3.1e-05,0.000132069,4.97e-05,0.000180283,1.17e-05,7.46e-06,0.000145541,6.33e-05,0.000157197,0.000108168,0.00018442,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_500 PE=3 SV=1,3.78e-05,4.31e-05,0.000112546,8.06e-05,7.21e-05,0.000149928,1.14,2.98,0.89,1.86,0.451,0.204,0.402,0.222,0.18903382439001687,1.5753123306874368,-0.16812275880832692,0.8953026213333067
E4PJ21,10.0,10.0,40.3806286,Diaminobutyrate--2-oxoglutarate transaminase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3855 PE=3 SV=1,64220.8034,183460.226,191551.766,47987.3666,95333.425,191907.389,665437.515,881966.171,2629579.53,241081.065,108929.029,71938.6728,62747.341,143961.779,204757.057,371049.437,371341.334,761294.773,0.000970062,0.00092024,0.001099384,0.000542516,0.001319907,0.001111285,0.001653815,0.002272732,0.004891777,0.001787364,0.001320152,0.000718076,0.000860204,0.001815463,0.001867962,0.001159429,0.000965461,0.002713729,Diaminobutyrate--2-oxoglutarate transaminase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3855 PE=3 SV=1,0.000996562,0.000991236,0.002939441,0.001275197,0.001514543,0.001612873,0.99,2.95,1.19,1.26,0.492,0.088,0.367,0.362,-0.014499569695115089,1.560714954474479,0.25096157353321874,0.3334237337251918
E4PM00,8.0,8.0,22.460536,50S ribosomal protein L5 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplE PE=3 SV=1,31388.2938,349573.529,72441.3481,53756.8101,77331.9222,81707.6862,844419.682,1736657.34,635989.57,152645.585,152902.432,80364.033,55231.0238,140655.993,55299.3365,319699.916,1641269.46,636462.591,0.000474123,0.001753468,0.000415767,0.000607742,0.001070673,0.000473148,0.00209864,0.004475178,0.001183124,0.001131708,0.001853082,0.000802176,0.000757163,0.001773775,0.000504486,0.000998975,0.004267185,0.00226875,50S ribosomal protein L5 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplE PE=3 SV=1,0.000881119,0.000717188,0.002585648,0.001262322,0.001011808,0.002511637,0.81,2.93,0.8,1.99,0.297,0.047,0.053,0.117,-0.3040061868900999,1.5509006646475232,-0.3219280948873623,0.9927684307689242
E4PNS7,6.0,6.0,17.9967806,"Peptide ABC transporter, periplasmic peptide-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1807 PE=4 SV=1",53.2247199,64548.4684,13857.4833,4474.67884,6383.24951,18622.3215,138269.998,183732.568,188511.556,4646.53274,4229.90383,1978.38683,37.7343585,5143.77571,96.5350461,79292.833,133811.153,47831.918,8.04e-07,0.000323776,7.95e-05,5.06e-05,8.84e-05,0.000107837,0.000343643,0.000473459,0.000350686,3.44e-05,5.13e-05,1.97e-05,5.17e-07,6.49e-05,8.81e-07,0.000247769,0.0003479,0.000170503,"Peptide ABC transporter, periplasmic peptide-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1807 PE=4 SV=1",0.000134704,8.23e-05,0.000389263,3.52e-05,2.21e-05,0.00025539,0.61,2.89,0.63,7.26,0.313,0.023,0.225,0.017,-0.7131188522118385,1.5310694927259543,-0.6665762662748083,2.859969548221026
E4PNY9,16.0,16.0,82.3187137,High-affinity leucine-specific leucine-specific-binding periplasmic protein of high-affinity branched-chain amino acid ABC transporter transport system periplasmic binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3055 PE=3 SV=1,188559.179,3805365.01,1391455.22,275456.913,289323.215,1764334.11,14395715.2,7811285.28,14352128.5,471791.36,260808.414,345246.784,254080.383,254931.923,364426.031,6726597.74,8541154.14,6435804.88,0.002848206,0.01908779,0.007986061,0.003114151,0.004005727,0.010216795,0.035777735,0.020128839,0.0266991,0.00349784,0.003160834,0.003446176,0.003483192,0.003214877,0.003324594,0.021018787,0.0222064,0.022941221,High-affinity leucine-specific leucine-specific-binding periplasmic protein of high-affinity branched-chain amino acid ABC transporter transport system periplasmic binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3055 PE=3 SV=1,0.009974019,0.005778891,0.027535225,0.003368283,0.003340888,0.022055469,0.58,2.76,0.99,6.55,0.262,0.099,0.323,0.001,-0.7858751946471527,1.4646682670034443,-0.014499569695115089,2.711494906650088
E4PGS7,4.0,4.0,23.6947401,Alkyl hydroperoxide reductase C OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3622 PE=3 SV=1,77076.8305,635664.655,105324.133,157652.202,108904.538,186675.853,1738259.77,1619355.25,2602445.48,243062.158,114863.997,68682.1984,168717.269,198300.838,120494.222,800798.575,1421043.84,1950681.7,0.001164253,0.003188507,0.000604493,0.001782322,0.001507801,0.001080991,0.004320105,0.004172904,0.0048413,0.001802052,0.00139208,0.00068557,0.002312947,0.002500718,0.001099247,0.002502278,0.003694614,0.006953446,Alkyl hydroperoxide reductase C OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3622 PE=3 SV=1,0.001652418,0.001457038,0.004444769,0.001293234,0.001970971,0.004383446,0.88,2.69,1.52,3.39,0.409,0.05,0.045,0.101,-0.18442457113742744,1.4276061727818994,0.6040713236688608,1.7612852733616193
