Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,Unnamed: 37,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM
Q7U9J7,SYNW0259,18.0,18.0,0.000150412,0.000431689,0.000498767,0.000195698,0.000417528,0.000122517,0.000318067,0.000878069,0.000631156,0.00043797,0.000291851,0.000207553,0.000264511,0.000289559,3.87224e-05,0.000493837,0.000634837,0.000313251,0.000360289,0.000245248,0.000609097,0.000312458,0.000197598,0.000480642,0.237286504,0.680696681,0.064578946,1.690579405,0.089074326,0.632397722,0.099005438,1.538260631,Serine hydroxymethyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=glyA PE=3 SV=1,,-0.5549160195565938,0.757517779916209,-0.6610959240051556,0.621299963114563
Q7U4C3,SYNW2147,18.0,18.0,0.000530995,0.000787237,0.000659077,0.000722833,0.000657827,0.000857259,0.000736152,0.000932964,0.001029675,0.000532188,0.000732888,0.000530126,0.000582708,0.000670059,0.000484373,0.000710212,0.00073289,0.000889885,0.000659103,0.000745973,0.000899597,0.000598401,0.000579047,0.000777662,0.253073265,1.131800096,0.035061914,1.364880586,0.319190314,0.967657633,0.113237551,1.299567984,LL-diaminopimelate aminotransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=dapL PE=3 SV=1,,0.17861916490362928,0.44877473464569095,-0.04743139712062104,0.37803210715693325
Q7U7H1,SYNW1013,18.0,17.0,0.000102529,0.000330395,0.000327078,0.000268343,0.000393258,0.000197603,0.000355142,0.000998409,0.000645133,0.000110163,0.000158421,0.000136256,0.000283014,0.000626047,2.77819e-05,0.000291517,0.000593661,0.000981642,0.000253334,0.000286402,0.000666228,0.000134947,0.000312281,0.000622274,0.369573953,1.13052923,0.042625277,2.629838775,0.198996769,2.314103729,0.064005698,4.611252076,Acetyl-coenzyme A synthetase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=acs PE=3 SV=1,,0.17699829366474942,1.3949743563093389,1.2104535342638358,2.2051585334260264
Q7U608,SYNW1533,18.0,18.0,0.000181954,0.000198271,0.000448216,0.000202675,0.000289061,0.000386149,0.000233677,0.000441671,0.000576973,0.000271846,0.000274476,0.000235954,0.000196938,0.000383704,0.00042916,0.000234707,0.000359177,0.000735306,0.000276147,0.000292628,0.00041744,0.000260759,0.000336601,0.000443063,0.372464355,1.059681531,0.063257681,1.511657695,0.21960545,1.290850687,0.189116257,1.69913097,Probable glutathione reductase (NADPH) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=gshR PE=3 SV=1,,0.08363075282574381,0.5961314876837434,0.36832213342387743,0.7647970605781306
Q7U7H8,SYNW1005,17.0,17.0,0.000224326,0.000166772,0.000284852,0.000307672,0.000314556,0.000308349,0.000459756,0.000691621,0.000709359,0.000317269,0.000347846,0.000292828,0.000294173,0.000536444,0.00021478,0.000402325,0.000650372,0.001082667,0.000225317,0.000310192,0.000620245,0.000319314,0.000348465,0.000711788,0.070866945,1.376692798,0.02159434,2.752768069,0.377097455,1.091293002,0.100155366,2.229114054,3-phosphoshikimate 1-carboxyvinyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=aroA PE=3 SV=1,,0.4612066653210592,1.4608830626036438,0.1260385038431,1.1564704348707002
Q7U3V8,SYNW2319,17.0,17.0,0.000211954,0.000263842,0.000141213,0.000185229,0.000177515,0.000139066,0.000225863,0.000718654,0.000257513,0.00014831,0.000197926,8.43717e-05,0.000284803,0.000464289,7.89728e-05,0.000378813,0.000464014,0.000332631,0.00020567,0.00016727,0.000400677,0.000143536,0.000276022,0.000391819,0.132110109,0.813293313,0.140412786,1.948154294,0.116712494,1.923014452,0.000853686,2.72976337,Arginine--tRNA ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=argS PE=3 SV=1,,-0.2981523429620545,0.9621079435257316,0.9433696049817023,1.448775896301317
Q7U5R8,SYNW1630,17.0,17.0,0.000507129,0.000489229,0.000890497,0.000670382,0.000685507,0.000848886,0.001007637,0.001443602,0.001172878,0.000652137,0.000522898,0.000682795,0.000546165,0.000649095,0.001002047,0.000674913,0.000892788,0.001128298,0.000628952,0.000734925,0.001208039,0.000619277,0.000732436,0.000898666,0.145195743,1.168492253,0.049830838,1.920718198,0.227231414,1.182727675,0.082464139,1.451154012,Dihydrolipoyl dehydrogenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=lpdA PE=3 SV=1,,0.22464816921228167,0.9416458666501502,0.24211792899942985,0.5372006417737165
Q7UA70,SYNW0030,17.0,16.0,0.001002448,0.003394218,0.001018876,0.000679716,0.001071219,0.001107127,0.001667398,0.002615671,0.001341713,0.000838343,0.002256474,0.001375733,0.001066407,0.001523712,0.000375525,0.000808363,0.001403199,0.001170348,0.001805181,0.000952687,0.001874927,0.001490183,0.000988548,0.001127303,0.185432201,0.527751527,0.443736243,1.038636817,0.155407077,0.663373358,0.142133254,0.756486211,Glyceraldehyde-3-phosphate dehydrogenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=gap2 PE=3 SV=1,,-0.9220692470048593,0.05469127126807955,-0.5921070222445391,-0.40261430921101066
Q7U3Y8,SYNW2289,17.0,17.0,0.004668064,0.002799233,0.001336188,0.002867745,0.001660138,0.001891486,0.0013796,0.002225745,0.002321008,0.003672341,0.002998668,0.003342108,0.003197795,0.003974764,0.001926625,0.002735325,0.002281256,0.003137354,0.002934495,0.00213979,0.001975451,0.003337706,0.003033062,0.002717978,0.187393312,0.72918502,0.261357535,0.673182625,0.352087769,0.908726485,0.051909948,0.814325367,Two-component response regulator OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2289 PE=4 SV=1,,-0.45564317118680925,-0.5709301540332599,-0.1380819678087137,-0.296322750557424
Q7U897,SYNW0725,17.0,17.0,0.000366367,0.000279787,0.00066052,0.000636375,0.000651389,0.000483064,0.001069732,0.000940594,0.000686727,0.000489407,0.000550466,0.000513935,0.000555241,0.000532385,0.000520867,0.000758611,0.000593266,0.000926642,0.000435558,0.000590276,0.000899018,0.000517936,0.000536165,0.000759506,0.227898942,1.355217562,0.084264531,2.064059077,0.269953551,1.035195011,0.077020417,1.466409671,Putative IMP dehydrogenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=guaB PE=4 SV=1,,0.43852447550746976,1.0454842638208577,0.049902569561583246,0.5522882056233691
Q7U5I1,SYNW1726,17.0,17.0,0.000155406,0.000465404,0.000155784,0.000145218,0.000224042,0.000196262,0.000139615,0.000295701,0.000443741,5.14755e-05,0.000270818,0.000148528,0.000166065,0.000305967,0.0001265,0.00015843,0.000297874,0.00031119,0.000258865,0.000188507,0.000293019,0.000156941,0.000199511,0.000255831,0.251243659,0.728206986,0.411604095,1.131939232,0.197482653,1.271249378,0.064264962,1.630115096,NADPH-protochlorophyllide oxidoreductase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=pcr PE=3 SV=1,,-0.4575795136500992,0.17879650936637623,0.3462470681975955,0.70497383106143
Q7UA55,SYNW0045,17.0,17.0,0.001154059,0.001676377,0.001743739,0.001505491,0.001626363,0.001124258,0.001901342,0.001819319,0.002135586,0.001867701,0.001921356,0.001668944,0.000907273,0.002137197,0.00161936,0.001418472,0.002869795,0.001419352,0.001524725,0.001418704,0.001952083,0.001819334,0.00155461,0.00190254,0.371400136,0.930465206,0.067540867,1.280284721,0.267400171,0.854494134,0.433200105,1.045734274,Soluble hydrogenase small subunit OS=Synechococcus sp. (strain WH8102) OX=84588 GN=DHSS PE=3 SV=1,,-0.10397589201806898,0.3564646851444286,-0.2268575068808079,0.06451630255492954
Q7U840,SYNW0784,17.0,17.0,0.000457501,0.000570297,0.000467968,0.000555584,0.000514888,0.000379028,0.000641884,0.000705345,0.000628888,0.000415809,0.000414073,0.000366931,0.000474411,0.000683988,0.000301121,0.000573762,0.000764581,0.000534429,0.000498589,0.000483167,0.000658706,0.000398938,0.000486507,0.000624257,0.406945281,0.96906817,0.0039122,1.32114026,0.232907127,1.219505615,0.034686744,1.564798669,3-isopropylmalate dehydrogenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=leuB PE=3 SV=1,,-0.045329937955316285,0.40178363968435876,0.28629640078600793,0.6459770482632674
Q7UA07,SYNW0095,17.0,17.0,4.67718e-05,0.000147401,0.000123754,8.24909e-05,8.89438e-05,0.000127454,0.00012639,0.000219218,0.000194065,4.61834e-05,5.71512e-05,3.42058e-05,6.63424e-05,0.000111898,4.5541e-06,0.000132156,0.000215981,0.000172094,0.000105976,9.96294E-05,0.000179891,4.58468e-05,6.09316e-05,0.00017341,0.419888012,0.940114164,0.000759609,1.697472217,0.300380234,1.329025496,0.013816167,3.782382038,DNA gyrase subunit B OS=Synechococcus sp. (strain WH8102) OX=84588 GN=gyrB PE=3 SV=1,,-0.0890921318888642,0.7633879616721638,0.41036878151396605,1.9192950894886334
Q7U5A8,SYNW1799,16.0,16.0,0.000130275,0.000124495,0.000185787,0.000108188,7.48642e-05,0.000116417,0.000130206,0.000178339,0.00017013,0.000189012,0.000157298,0.000111765,0.000147999,7.98469e-05,6.65628e-05,0.000207939,6.67712e-05,0.000196788,0.000146852,9.9823E-05,0.000159558,0.000152692,9.81362e-05,0.000157166,0.037750489,0.679750408,0.303765087,1.08652103,0.020876838,0.642708517,0.469154072,1.029304636,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1799 PE=4 SV=1,,-0.5569229827022039,0.11971609866377808,-0.6377635041804082,0.0416700296591655
Q7U739,SYNW1147,16.0,16.0,9.57499e-05,0.000109745,0.000122611,0.000138946,0.00012946,0.000201221,0.000109173,0.000210693,0.000218713,4.46819e-05,6.28555e-05,4.23278e-05,6.54841e-05,6.75724e-05,1.95653e-05,7.34419e-05,0.00011172,0.000128587,0.000109369,0.000156542,0.000179526,4.99551e-05,5.08739e-05,0.000104583,0.05515435,1.431324186,0.066080939,1.641476128,0.474491264,1.018393316,0.041692487,2.093540778,Ribonucleotide reductase (Class II) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nrdJ PE=4 SV=1,,0.5173504705025865,0.7149937689383408,0.026294855572158018,1.0659450191746689
Q7TTU3,SYNW1629,16.0,16.0,0.001054228,0.000923426,0.000394679,0.000622069,0.000521085,0.000417154,0.000798176,0.000732544,0.000600906,0.000624414,0.000585456,0.000456802,0.000804805,0.00084948,0.000356185,0.000587481,0.000728277,0.000571169,0.000790778,0.000520103,0.000710542,0.000555557,0.000670157,0.000628976,0.103287292,0.657710268,0.317223728,0.898536302,0.203939373,1.206278315,0.15936877,1.132152197,Indole-3-glycerol phosphate synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=trpC PE=3 SV=1,,-0.6044759014630595,-0.15435130327524121,0.27056280719368686,0.179067914969837
Q7U953,SYNW0406,16.0,16.0,0.006919833,0.0049295,0.000547971,0.011677573,0.006986679,0.000739009,0.00968386,0.016419515,0.001292581,0.000953488,0.003394425,0.001580297,0.014315194,0.00330498,0.00197685,0.007391424,0.002379654,0.00160347,0.004132434,0.006467754,0.009131985,0.00197607,0.006532341,0.003791516,0.110090459,1.565119546,0.134350663,2.2098319,0.204826476,3.305723732,0.25876771,1.918715574,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0406 PE=4 SV=1,,0.6462728564131665,1.1439366292274897,1.7249661598607524,0.9401408655759579
Q7U3S3,SYNW2356,16.0,16.0,0.000206885,0.000222847,0.0002096,0.000200308,0.000325377,0.000287465,0.000227499,0.00066157,0.000285745,0.000268698,0.000383784,0.000209482,0.000188836,0.000324653,6.89435e-05,0.000330449,0.000265662,0.000425282,0.000213111,0.00027105,0.000391605,0.000287321,0.000194144,0.000340464,0.110769803,1.271873356,0.153219132,1.837565361,0.031179161,0.67570413,0.318552432,1.184959674,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B OS=Synechococcus sp. (strain WH8102) OX=84588 GN=gatB PE=3 SV=1,,0.3469550245791362,0.8777955665822126,-0.5655364217828261,0.24483796282804643
Q7U9M9,SYNW0225,16.0,16.0,0.000330573,0.001286088,0.000553332,0.000340286,0.000604908,0.000282208,0.000914878,0.002564623,0.0006623,0.000410213,0.000613263,0.000255131,0.000437153,0.000616248,0.000138711,0.000596819,0.000683819,0.000400014,0.000723331,0.000409134,0.0013806,0.000426202,0.000397371,0.000560217,0.128892769,0.565624976,0.096287155,1.908670303,0.291113883,0.932352363,0.029277702,1.314440071,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Synechococcus sp. (strain WH8102) OX=84588 GN=fabI PE=3 SV=1,,-0.822082269019064,0.9325679181919408,-0.10105280065154076,0.39444836695250834
Q7U9L9,SYNW0235,16.0,15.0,8.21405e-05,5.40976e-05,0.000132082,9.3882e-05,8.86181e-05,0.000132151,8.33994e-05,8.16735e-05,0.000130425,0.000122887,7.93048e-05,8.1879e-05,6.33158e-05,5.38181e-05,0.000129968,0.000102168,5.00467e-05,9.20929e-05,8.94401e-05,0.000104884,9.84992e-05,9.46902e-05,8.23674e-05,8.14359e-05,0.133200163,1.172669243,0.216304656,1.101286512,0.367742319,0.869861801,0.192079889,0.860024643,Phosphoglucomutase/phosphomannomutase family protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0235 PE=3 SV=1,,0.22979615166737682,0.13918985098053088,-0.20114188340789724,-0.21755009574177497
Q7U9K4,SYNW0252,16.0,16.0,0.000560376,0.000544018,0.000310078,0.000575566,0.000672014,0.000324339,0.00042033,0.000804862,0.000398209,0.000559618,0.000590699,0.000235897,0.001169206,0.00080966,0.000133964,0.000808211,0.000595044,0.0004657,0.000471491,0.000523973,0.000541134,0.000462071,0.000704277,0.000622985,0.149514332,1.111311802,0.304750845,1.147707997,0.180099504,1.524173002,0.088394983,1.348244809,4-hydroxy-3-methylbut-2-enyl diphosphate reductase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ispH PE=3 SV=1,,0.15226365208960893,0.19875563429062626,0.6080266659296996,0.4310824792077356
Q7U4P4,SYNW2023,16.0,16.0,0.107590888,0.116930902,0.058575533,0.093953178,0.083411526,0.06667076,0.0536449,0.052205152,0.05376523,0.109401269,0.117115071,0.068433783,0.083656876,0.075829532,0.058023524,0.092695438,0.085356107,0.044408035,0.094365775,0.081345154,0.053205094,0.098316708,0.072503311,0.074153194,0.195911394,0.862019677,0.077633081,0.563817698,0.050704796,0.737446489,0.01542973,0.754227795,R-phycocyanin II alpha chain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rpcA PE=3 SV=1,,-0.21420729333828234,-0.8266993306787486,-0.43938972736305576,-0.4069277768530652
Q7TTV8,SYNW0851,16.0,16.0,0.000997879,0.000545156,0.00171318,0.001438387,0.001544451,0.001407026,0.002140216,0.001361876,0.001491045,0.001172566,0.001299979,0.001168866,0.000916443,0.001054209,0.000374419,0.001999508,0.000919401,0.001487696,0.001085405,0.001463288,0.001664379,0.001213804,0.00078169,0.001468868,0.211460631,1.348148966,0.147326185,1.533417232,0.069931299,0.64400077,0.270985166,1.210136779,Putative O-Acetyl homoserine sulfhydrylase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cysD PE=3 SV=1,,0.4309799183561683,0.6167502975435001,-0.6348656815870394,0.27517012124588286
Q7U9Y3,SYNW0119,16.0,16.0,0.000154523,0.000554757,0.000217951,0.000258434,0.000308805,7.96078e-05,0.000269785,0.000463553,0.000394559,0.000167471,0.000127273,7.36995e-05,0.000210903,0.000237251,3.57687e-05,0.000272751,0.000324774,0.000197826,0.000309077,0.000215615,0.000375966,0.000122814,0.000161307,0.000265117,0.23083971,0.697610053,0.247889473,1.21641351,0.231547559,1.313424933,0.018463387,2.158683229,Adenosylhomocysteinase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ahcY PE=3 SV=1,,-0.5195072644790255,0.282633744748173,0.3933337475721084,1.1101515539300555
Q7U5G7,SYNW1740,16.0,16.0,0.000352897,0.000697881,0.00028749,0.000260223,0.000342628,0.000410814,0.000293414,0.000415567,0.000401765,0.00029689,0.000533489,0.000262367,0.000249458,0.000460704,8.57147e-05,0.000305437,0.000489003,0.000316507,0.00044609,0.000337889,0.000370248,0.000364249,0.000265292,0.000370316,0.258056986,0.757445733,0.288346435,0.829986812,0.064668976,0.728326679,0.425574767,1.016654848,"30S ribosomal protein S1 homolog B, putative Nbp1 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nbp1 PE=4 SV=1",,-0.40078556410543903,-0.26883968181738604,-0.45734240207201854,0.02382997064528829
Q7UA48,SYNW0052,16.0,16.0,0.00029559,0.000619274,0.000330529,0.000312696,0.000342564,0.000375349,0.000464792,0.000597094,0.00066035,0.000228122,0.000370616,0.000196039,0.000234443,0.000282642,7.94256e-05,0.000305763,0.000264743,0.000515944,0.000415131,0.000343537,0.000574079,0.000264925,0.000198837,0.00036215,0.279221882,0.827537114,0.129321515,1.382884778,0.108552697,0.750539737,0.256509217,1.366987447,Sulfolipid (UDP-sulfoquinovose) biosynthesis protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=sqdB PE=4 SV=1,,-0.27310407845628665,0.4676809561030406,-0.41399963815772095,0.45099999478449937
Q7U8C0,SYNW0701,16.0,16.0,0.000104289,0.0002126,6.21796e-05,0.000122371,0.00014905,6.19626e-05,0.0001419,0.000301998,0.00017561,7.8261e-05,9.38687e-05,3.05555e-05,0.000165203,0.000245918,2.08303e-05,0.000146022,0.000222941,0.000213696,0.000126356,0.000111128,0.000206503,6.75617e-05,0.000143984,0.00019422,0.300397391,0.879480093,0.03492261,1.634291457,0.122716448,2.131144601,0.031395974,2.874700721,Cysteine--tRNA ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cysS PE=3 SV=1,,-0.18527717217046896,0.7086652944212403,1.091628485221996,1.523411767951411
Q7U3K6,SYNW2426,16.0,16.0,5.85217e-05,2.87008e-05,0.000176352,9.66672e-05,0.000115618,0.000121403,0.000195378,0.000363077,0.000173028,7.1852e-05,7.41934e-05,6.84998e-05,9.42014e-05,0.00011737,4.33381e-05,9.56448e-05,0.000185417,0.000155676,8.78583e-05,0.00011123,0.000243828,7.15151e-05,8.49699e-05,0.000145579,0.315458114,1.266010478,0.126161395,2.775237341,0.287148659,1.188139471,0.052414488,2.035641821,Aspartate--tRNA(Asp/Asn) ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=aspS PE=3 SV=1,,0.3402893451265095,1.472611157423693,0.24870419835224794,1.0254837360079851
Q7U763,SYNW1123,16.0,16.0,0.000204795,0.000192463,0.000393313,0.000311487,0.000329456,0.000276894,0.000483457,0.000763826,0.000485536,0.000286996,0.000269589,0.000281075,0.00034609,0.000328917,0.000261097,0.000470321,0.000383064,0.000365058,0.000263524,0.000305945,0.000577606,0.00027922,0.000312035,0.000406148,0.324264714,1.160978349,0.076549205,2.1918565,0.169889102,1.117523127,0.024930657,1.454580909,Dihydroxy-acid dehydratase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ilvD PE=3 SV=1,,0.21534106774044295,1.1321533487020894,0.16030468810923174,0.5406035465355832
Q7U6X3,SYNW1213,16.0,16.0,0.008310115,0.009925254,0.006409419,0.006415383,0.006754062,0.009488704,0.007476649,0.006717556,0.005809285,0.006696766,0.010921515,0.008277147,0.004454709,0.007433872,0.005176071,0.005979053,0.006029506,0.011224593,0.008214929,0.007552717,0.00666783,0.008631809,0.005688217,0.007744384,0.380751019,0.91938913,0.102201839,0.81167224,0.00763977,0.658983176,0.366487002,0.897191279,Thioredoxin peroxidase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=tpx PE=4 SV=1,,-0.12125248571306682,-0.3010308221390962,-0.6016864615374936,-0.15651249787445756
Q7U514,SYNW1898,15.0,15.0,0.000983549,0.00096677,0.000589594,0.00103343,0.001060007,0.000748528,0.001173009,0.001566634,0.000930316,0.000958789,0.001021534,0.001028976,0.001705284,0.001926961,0.000749599,0.001359473,0.001434516,0.00136717,0.000846637,0.000947322,0.00122332,0.0010031,0.001460615,0.001387053,0.04323291,1.118922337,0.044020266,1.444915532,0.171535036,1.45610128,0.00180833,1.382767123,CysQ protein homolog OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1898 PE=4 SV=1,,0.16210990413085002,0.5309851569982146,0.5421107065476153,0.4675582072602982
Q7U5S7,SYNW1619,15.0,15.0,0.00031079,0.000148356,0.000476744,0.000493947,0.000433078,0.000509104,0.000492212,0.000786669,0.000597563,0.000521241,0.000279443,0.000309997,0.000839148,0.000323466,0.000591864,0.000535442,0.000978863,0.000873368,0.000311963,0.000478709,0.000625482,0.000370227,0.000584826,0.000795891,0.075385606,1.534505916,0.097459755,2.004985395,0.064904971,1.579642733,0.089587028,2.14973985,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1619 PE=4 SV=1,,0.6177742078554955,1.003591727633904,0.6595983016860814,1.104162083152687
Q7U4S8,SYNW1985,15.0,15.0,0.000427387,0.000304653,0.000793156,0.000591443,0.000882257,0.00085743,0.000629244,0.001408969,0.001265252,0.000830228,0.000581645,0.000959457,0.000497984,0.000779755,0.000526757,0.000660861,0.001051312,0.00145868,0.000508399,0.000777043,0.001101155,0.000790443,0.000601499,0.001056951,0.114736709,1.52841338,0.078481477,2.165928249,0.21807201,0.760963932,0.173103807,1.337162912,"30S ribosomal protein S1, homolog A OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rps1a PE=4 SV=1",,0.6120347924699008,1.1149854513827893,-0.3941000200782393,0.419175245548279
