Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 2.1,Light 3.1,Light Glu nM 1.1,Light Glu nM 2.1,Light Glu nM 3.1,Light Glu mM 1.1,Light Glu mM 2.1,Light Glu mM 3.1,Darkness 1.1,Darkness 2.1,Darkness 3.1,Darkness Glu nM 1.1,Darkness Glu nM 2.1,Darkness Glu nM 3.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_WH7803,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness avg,Darkness Glu nM avg,Darkness Glu mM avg,FC G nM/L,FC G mM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GmM.L,log2FC.GnM.D,log2FC.GmM.D,extracted_gn,resolved_locus_tag,resolution_method
E4PIW1,4.0,4.0,16.10800862,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3795 PE=3 SV=1",211981.7984,446714.5691,160521.918,132729.0405,165780.1362,162828.0595,1616103.984,319921.79,421954.3715,115617.5289,411781.2064,106289.1954,93867.09708,729949.6777,144821.103,1178868.515,230100.2185,872813.6881,0.00301,0.00973,0.00161,0.00176,0.00215,0.00139,0.00921,0.00434,0.0015,0.00119,0.00371,0.00208,0.00097,0.00583,0.0024,0.00465,0.00343,0.00234,"TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3795 PE=3 SV=1",0.00478,0.001768015,0.005015742,0.002327609,0.003067133,0.003471409,0.37,1.05,1.32,1.49,0.16,0.476,0.203,0.215,-1.434402824145775,0.070389327891398,0.4005379295837288,0.5753123306874368,HP15_3795,HP15_3795,locus_tag:extracted_gn
E4PGZ5,2.0,2.0,6.426515579,Elongation factor Ts OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tsf PE=3 SV=1,24357.28023,43650.72674,104177.1374,25058.06368,40133.99005,49209.52182,148268.2203,22625.97989,358129.5174,2725.024216,404174.4276,27512.44069,84809.86944,3685.627461,32900.93578,227599.0114,24618.62219,346030.8095,0.00035,0.00095,0.00104,0.00033,0.00052,0.00042,0.00084,0.00031,0.00128,2.8e-05,0.00364,0.00054,0.00088,2.9e-05,0.00054,0.0009,0.00037,0.00093,Elongation factor Ts OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tsf PE=3 SV=1,0.00078,0.000424714,0.000809071,0.001402555,0.000483496,0.000730282,0.54,1.04,0.34,0.52,0.093,0.471,0.285,0.329,-0.888968687611256,0.0565835283663675,-1.5563933485243853,-0.9434164716336324,tsf,HP15_1167,tier1:extracted_gn
E4PRB0,2.0,2.0,6.25795126,2-isopropylmalate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuA PE=3 SV=1,5257.742947,24207.42294,4444.839053,6668.736967,9855.147306,13966.31642,23700.61374,7731.104418,118376.6472,3336.053929,11900.54425,3313.612783,5960.895333,35588.17252,6593.577238,39047.14163,8657.49543,174430.11,7.5e-05,0.00053,4.5e-05,8.8e-05,0.00013,0.00012,0.00014,0.0001,0.00042,3.4e-05,0.00011,6.5e-05,6.2e-05,0.00028,0.00011,0.00015,0.00013,0.00047,2-isopropylmalate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuA PE=3 SV=1,0.00022,0.000111933,0.000220499,6.88e-05,0.000151725,0.000250011,0.52,1.02,2.2,3.63,0.279,0.492,0.111,0.127,-0.9434164716336324,0.0285691521967709,1.1375035237499351,1.859969548221026,leuA,HP15_538,tier1:extracted_gn
E4PL81,3.0,3.0,10.10967684,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=sucD PE=3 SV=1,29137.00988,15854.47393,11901.63921,8594.805916,12509.87176,11051.89161,66181.77341,28893.91885,22067.96693,56425.64351,6174.837104,4844.712737,3743.880218,5250.017802,4765.134669,135899.0438,17308.38856,179300.2841,0.00041,0.00035,0.00012,0.00011,0.00016,9.5e-05,0.00038,0.00039,7.9e-05,0.00058,5.6e-05,9.5e-05,3.9e-05,4.2e-05,7.9e-05,0.00054,0.00026,0.00048,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=sucD PE=3 SV=1,0.00029,0.000123624,0.000282419,0.000244238,5.32e-05,0.000424628,0.42,0.96,0.22,1.74,0.084,0.373,0.196,0.143,-1.2515387669959646,-0.0588936890535685,-2.1844245711374275,0.7990873060740036,sucD,HP15_1525,tier1:extracted_gn
E4PJE4,8.0,7.0,36.69352126,30S ribosomal protein S1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1366 PE=3 SV=1,297774.6795,1557980.81,265834.2029,304433.6548,353402.4518,310478.971,2081095.713,549119.2157,5493835.559,697606.7145,863271.0948,542659.844,409641.8712,506164.7049,393988.711,2943670.472,414104.6724,6857074.146,0.00423,0.03392,0.00267,0.00403,0.00459,0.00266,0.01186,0.00744,0.01957,0.0072,0.00778,0.01062,0.00423,0.00404,0.00653,0.01161,0.00617,0.01836,30S ribosomal protein S1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1366 PE=3 SV=1,0.01361,0.003759366,0.012956612,0.008531904,0.004933961,0.012046214,0.28,0.95,0.58,1.41,0.209,0.483,0.004,0.164,-1.8365012677171204,-0.0740005814437769,-0.7858751946471527,0.4956951626240687,HP15_1366,HP15_1366,locus_tag:extracted_gn
E4PG14,3.0,2.0,8.711950779,Response regulator receiver domain protein (CheY) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3514 PE=4 SV=1,44159.85048,229389.041,19135.05918,81568.31032,50058.55358,37193.06562,334210.8564,69121.54743,729017.3729,41022.1624,34899.80431,168045.4351,35846.83975,61392.32772,222098.9958,357758.0484,77885.94457,925410.2378,0.00063,0.00499,0.00019,0.00108,0.00065,0.00032,0.0019,0.00094,0.0026,0.00042,0.00031,0.00329,0.00037,0.00049,0.00368,0.00141,0.00116,0.00248,Response regulator receiver domain protein (CheY) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3514 PE=4 SV=1,0.00194,0.000682808,0.001812665,0.001342122,0.001513092,0.001683058,0.35,0.94,1.13,1.25,0.251,0.478,0.156,0.307,-1.5145731728297582,-0.0892673380970874,0.1763227726404628,0.3219280948873623,HP15_3514,HP15_3514,locus_tag:extracted_gn
E4PQS8,4.0,4.0,11.23780084,Peptidoglycan-associated protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pal PE=3 SV=1,334090.4987,509104.8817,423167.7071,359580.5471,500694.8559,430863.296,798267.1141,697352.7881,1200951.178,371969.7259,546766.7872,240103.6652,237044.5771,677328.9631,269036.2973,1277194.812,569401.7194,1844669.374,0.00475,0.01109,0.00424,0.00476,0.00651,0.00368,0.00455,0.00945,0.00428,0.00384,0.00493,0.0047,0.00245,0.00541,0.00446,0.00504,0.00848,0.00494,Peptidoglycan-associated protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pal PE=3 SV=1,0.00669,0.004983956,0.006092052,0.004487673,0.004105743,0.006153346,0.74,0.91,0.91,1.37,0.179,0.184,0.278,0.117,-0.4344028241457749,-0.1360615495760283,-0.1360615495760283,0.4541758931858021,pal,HP15_2034,tier1:extracted_gn
E4PRA6,5.0,5.0,15.8361156,Inosine-5'-monophosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaB PE=3 SV=1,326843.867,337427.8953,120476.407,502143.0108,246142.0583,860029.6415,338455.2204,491710.9973,948770.1958,299290.7331,315642.801,100603.696,142754.1379,262261.5099,208838.9145,440211.1704,244512.3607,591178.5869,0.00465,0.00735,0.00121,0.00665,0.0032,0.00736,0.00193,0.00666,0.00338,0.00309,0.00284,0.00197,0.00147,0.0021,0.00346,0.00174,0.00364,0.00158,Inosine-5'-monophosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaB PE=3 SV=1,0.0044,0.005733779,0.003990391,0.002633621,0.002343092,0.002320731,1.3,0.91,0.89,0.88,0.35,0.4,0.392,0.333,0.3785116232537298,-0.1360615495760283,-0.1681227588083269,-0.1844245711374274,guaB,HP15_2051,tier1:extracted_gn
E4PGF9,6.0,6.0,18.89818501,Uracil phosphoribosyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=upp PE=3 SV=1,364739.5992,206826.8016,223665.0528,449795.0225,204145.2496,260820.8066,532610.8758,436061.1768,498185.247,454815.2861,303174.276,108845.87,616137.8475,364972.4832,137400.074,1126913.945,117853.7819,905130.4511,0.00519,0.0045,0.00224,0.00595,0.00265,0.00223,0.00303,0.00591,0.00177,0.00469,0.00273,0.00213,0.00637,0.00292,0.00228,0.00444,0.00176,0.00242,Uracil phosphoribosyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=upp PE=3 SV=1,0.00398,0.003612653,0.003572793,0.003184916,0.003852415,0.002874449,0.91,0.9,1.21,0.9,0.342,0.366,0.158,0.244,-0.1360615495760283,-0.1520030934450499,0.2750070474998697,-0.1520030934450499,upp,HP15_2306,tier1:extracted_gn
E4PGS7,3.0,3.0,12.92490554,Alkyl hydroperoxide reductase C OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3622 PE=3 SV=1,259757.5447,294706.7204,466857.2572,208061.0493,232087.8554,928688.6837,1243325.936,288644.2058,622691.874,399422.3642,145526.4957,82428.07103,379803.3838,303467.2027,69560.42438,661230.2649,156237.5349,745316.1616,0.00369,0.00642,0.00468,0.00275,0.00302,0.00794,0.00708,0.00391,0.00222,0.00412,0.00131,0.00161,0.00392,0.00243,0.00115,0.00261,0.00233,0.002,Alkyl hydroperoxide reductase C OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3622 PE=3 SV=1,0.00493,0.004570959,0.004404755,0.002348639,0.00250024,0.002310362,0.93,0.89,1.06,0.98,0.435,0.407,0.393,0.482,-0.1046973786666932,-0.1681227588083269,0.0840642647884745,-0.0291463456595165,HP15_3622,HP15_3622,locus_tag:extracted_gn
E4PMW4,5.0,5.0,15.55310345,Type 4 fimbrial biogenesis protein PilQ OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_478 PE=3 SV=1,70922.06121,98276.52327,59541.67784,104309.8286,80693.1593,56664.08273,268761.0434,74134.49734,217593.5579,140263.6467,143947.5223,32852.5581,69983.8492,49356.86632,34535.39872,376460.7222,27946.5975,225113.9552,0.00101,0.00214,0.0006,0.00138,0.00105,0.00048,0.00153,0.001,0.00078,0.00145,0.0013,0.00064,0.00072,0.00039,0.00057,0.00148,0.00042,0.0006,Type 4 fimbrial biogenesis protein PilQ OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_478 PE=3 SV=1,0.00125,0.000971372,0.001103717,0.00112905,0.000563122,0.000834551,0.78,0.88,0.5,0.74,0.293,0.401,0.077,0.211,-0.3584539709124763,-0.1844245711374274,-1.0,-0.4344028241457749,HP15_478,HP15_478,locus_tag:extracted_gn
E4PHX0,7.0,7.0,24.27386761,Adenylosuccinate synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purA PE=3 SV=1,205041.732,130480.4687,170195.5726,119497.5515,128176.0176,233589.6352,359691.3931,81268.97482,944364.1213,153851.6663,81601.91366,186824.1348,158382.9566,174363.7658,137745.0016,762746.7451,83646.90489,1035547.214,0.00292,0.00284,0.00171,0.00158,0.00167,0.002,0.00205,0.0011,0.00336,0.00159,0.00074,0.00366,0.00164,0.00139,0.00228,0.00301,0.00125,0.00277,Adenylosuccinate synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purA PE=3 SV=1,0.00249,0.001748456,0.002171636,0.001992974,0.001770292,0.00234229,0.7,0.87,0.89,1.18,0.145,0.393,0.374,0.327,-0.5145731728297583,-0.2009126939259964,-0.1681227588083269,0.2387868595871164,purA,HP15_2494,multi:Accession
E4PRA8,3.0,3.0,8.463575363,PrpE protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2053 PE=3 SV=1,28678.52431,74947.95861,35060.68289,58409.97041,53015.69112,85665.51383,40474.83843,27771.9157,396751.3761,54044.84152,34601.17034,13009.70343,46051.7568,71019.26923,23844.52874,86763.99748,20782.34905,588322.2754,0.00041,0.00163,0.00035,0.00077,0.00069,0.00073,0.00023,0.00038,0.00141,0.00056,0.00031,0.00025,0.00048,0.00057,0.00039,0.00034,0.00031,0.00158,PrpE protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2053 PE=3 SV=1,0.0008,0.000731613,0.000673426,0.000374674,0.000479394,0.00074237,0.92,0.84,1.28,1.98,0.448,0.435,0.201,0.262,-0.1202942337177117,-0.2515387669959644,0.3561438102252753,0.9855004303048848,HP15_2053,HP15_2053,locus_tag:extracted_gn
E4PPA9,6.0,6.0,26.031178,3-isopropylmalate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuB PE=3 SV=1,227698.8927,497254.5551,1482680.808,288624.8383,231410.4831,158818.961,1104407.826,803632.0989,1771283.818,124332.3224,329280.8881,263799.248,336447.6393,1118915.19,224249.1131,1142845.823,482915.5887,2046733.391,0.00324,0.01083,0.01487,0.00382,0.00301,0.00136,0.00629,0.01089,0.00631,0.00128,0.00297,0.00516,0.00348,0.00894,0.00371,0.00451,0.0072,0.00548,3-isopropylmalate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuB PE=3 SV=1,0.00964,0.002728799,0.007830807,0.00313733,0.005377061,0.005727543,0.28,0.81,1.71,1.83,0.117,0.327,0.203,0.079,-1.8365012677171204,-0.3040061868900999,0.7739963251111731,0.8718436485093178,leuB,HP15_817,tier1:extracted_gn
E4PGK4,3.0,3.0,9.06374228,Superoxide dismutase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2351 PE=3 SV=1,50718.65042,187860.327,52160.51413,41418.4898,62188.67028,60956.42987,224341.2328,45263.55817,672218.7635,55920.49339,64161.0088,40105.48508,56788.34517,80083.69293,89401.44058,301781.7246,79948.54774,1240013.419,0.00072,0.00409,0.00052,0.00055,0.00081,0.00052,0.00128,0.00061,0.00239,0.00058,0.00058,0.00078,0.00059,0.00064,0.00148,0.00119,0.00119,0.00332,Superoxide dismutase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2351 PE=3 SV=1,0.00178,0.000625933,0.001428769,0.000646646,0.000902424,0.001900525,0.35,0.8,1.4,2.94,0.196,0.424,0.183,0.095,-1.5145731728297582,-0.3219280948873623,0.4854268271702416,1.5558161550616396,HP15_2351,HP15_2351,locus_tag:extracted_gn
E4PNF1,2.0,2.0,6.240567923,50S ribosomal protein L21 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplU PE=3 SV=1,269328.3246,166585.0674,574446.3483,293774.5663,92693.36727,675668.1143,449137.6913,124048.3605,1747891.674,111277.3138,185446.8509,156645.7628,61631.38335,96039.81895,72138.66686,808114.1872,116189.9302,2635455.343,0.00383,0.00363,0.00576,0.00389,0.0012,0.00578,0.00256,0.00168,0.00623,0.00115,0.00167,0.00307,0.00064,0.00077,0.00119,0.00319,0.00173,0.00706,50S ribosomal protein L21 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplU PE=3 SV=1,0.00441,0.003624028,0.003488877,0.001961504,0.000866304,0.003991549,0.82,0.79,0.44,2.03,0.221,0.165,0.057,0.108,-0.2863041851566411,-0.3400754415976217,-1.1844245711374275,1.0214797274104517,rplU,HP15_505,tier1:extracted_gn
E4PL78,4.0,4.0,12.00018072,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1522 PE=3 SV=1,106328.6596,174473.6084,1288130.224,60670.1968,148760.4352,324358.387,306599.2344,236287.2423,2551287.823,28081.22906,76274.90947,166122.9368,105954.7796,521387.246,159525.9156,1171615.202,103167.8518,1222803.799,0.00151,0.0038,0.01292,0.0008,0.00193,0.00277,0.00175,0.0032,0.00909,0.00029,0.00069,0.00325,0.00109,0.00417,0.00264,0.00462,0.00154,0.00327,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1522 PE=3 SV=1,0.00608,0.001836805,0.004679049,0.001409313,0.002634379,0.003143799,0.3,0.77,1.87,2.23,0.145,0.188,0.207,0.16,-1.7369655941662063,-0.3770696490798233,0.903038270112912,1.15704371014558,HP15_1522,HP15_1522,locus_tag:extracted_gn
E4PLY2,5.0,5.0,16.44520617,DNA-directed RNA polymerase subunit beta' OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoC PE=3 SV=1,478372.572,326435.2026,525670.16,526746.29,326922.9889,335451.9383,1181885.91,343112.7918,645996.8402,889305.7635,218783.1932,107684.8445,431873.6527,1701687.593,171998.077,622597.4658,295264.9315,850663.3033,0.0068,0.00711,0.00527,0.00697,0.00425,0.00287,0.00673,0.00465,0.0023,0.00918,0.00197,0.00211,0.00446,0.0136,0.00285,0.00246,0.0044,0.00228,DNA-directed RNA polymerase subunit beta' OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoC PE=3 SV=1,0.00639,0.00469683,0.004561746,0.004418477,0.006969564,0.003044143,0.73,0.71,1.58,0.69,0.107,0.089,0.324,0.334,-0.4540316308947075,-0.4941090702700427,0.6599245584023783,-0.5353317329965558,rpoC,HP15_374,tier1:extracted_gn
E4PHL5,2.0,2.0,5.895752907,Dihydroorotase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pyrC PE=3 SV=1,40779.50575,28751.32285,37884.75994,37008.47233,48243.94409,51608.61802,76779.20422,18733.34433,118346.4515,38255.6567,63350.33474,7457.240849,91805.67851,77954.47976,24941.81277,186949.1715,14626.73579,204262.7044,0.00058,0.00063,0.00038,0.00049,0.00063,0.00044,0.00044,0.00025,0.00042,0.00039,0.00057,0.00015,0.00095,0.00062,0.00041,0.00074,0.00022,0.00055,Dihydroorotase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pyrC PE=3 SV=1,0.00053,0.000519418,0.000370978,0.000370474,0.00066148,0.000500689,0.98,0.7,1.79,1.35,0.427,0.159,0.091,0.322,-0.0291463456595165,-0.5145731728297583,0.8399595874895318,0.4329594072761062,pyrC,HP15_1216,tier1:extracted_gn
E4PF70,2.0,2.0,7.929710388,Trigger factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tig PE=3 SV=1,93496.82442,200877.2678,71568.82931,65149.71998,106226.7484,107034.9708,423455.1508,57813.14381,359900.3849,89309.23815,46785.71878,146743.884,78277.14789,62992.67831,140785.1254,637841.1809,81265.08968,414987.4669,0.00133,0.00437,0.00072,0.00086,0.00138,0.00092,0.00241,0.00078,0.00128,0.00092,0.00042,0.00287,0.00081,0.0005,0.00233,0.00252,0.00121,0.00111,Trigger factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tig PE=3 SV=1,0.00214,0.001052779,0.001492808,0.001404955,0.001214564,0.001612406,0.49,0.7,0.86,1.15,0.19,0.352,0.204,0.428,-1.0291463456595165,-0.5145731728297583,-0.2175914350726268,0.2016338611696504,tig,HP15_2186,tier1:extracted_gn
E4PF75,3.0,3.0,11.61455011,Peptidyl-prolyl cis-trans isomerase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppiB PE=3 SV=1,91290.47377,105827.862,86572.97337,40632.0884,68537.63562,280028.4162,135253.6473,56690.45192,410651.9992,63399.51674,207899.8888,67091.75083,127214.6521,67212.55371,44197.44224,197967.6603,52426.12065,481317.0876,0.0013,0.0023,0.00087,0.00054,0.00089,0.00239,0.00077,0.00077,0.00146,0.00065,0.00187,0.00131,0.00131,0.00054,0.00073,0.00078,0.00078,0.00129,Peptidyl-prolyl cis-trans isomerase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppiB PE=3 SV=1,0.00149,0.001274491,0.001000577,0.001280051,0.000861101,0.0009502,0.86,0.67,0.67,0.74,0.416,0.255,0.273,0.24,-0.2175914350726268,-0.5777669993169522,-0.5777669993169522,-0.4344028241457749,ppiB,HP15_2190,tier1:extracted_gn
E4PLX9,2.0,2.0,7.392771482,50S ribosomal protein L10 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplJ PE=3 SV=1,107292.9927,88257.32354,8333.878907,141200.1187,105180.4866,158845.6952,76065.42595,59114.93901,303004.416,64523.90009,141936.9773,29051.21848,127589.3325,116101.5007,33121.11515,191487.7498,55934.54829,506971.0335,0.00153,0.00192,8.4e-05,0.00187,0.00137,0.00136,0.00043,0.0008,0.00108,0.00067,0.00128,0.00057,0.00132,0.00093,0.00055,0.00076,0.00083,0.00136,50S ribosomal protein L10 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplJ PE=3 SV=1,0.00118,0.001531528,0.00077128,0.000837686,0.000931471,0.000982006,1.3,0.66,1.11,1.17,0.286,0.311,0.39,0.363,0.3785116232537298,-0.5994620704162712,0.1505596765753813,0.2265085298086797,rplJ,HP15_371,tier1:extracted_gn
E4PEY7,6.0,6.0,16.50352025,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_928 PE=4 SV=1,1768741.483,916808.6314,317008.4343,1250257.997,1089639.507,751169.0697,983186.4914,1029474.33,3240422.539,1667053.31,1422003.953,585644.2344,803993.2083,1246928.352,502309.043,1975163.936,829881.758,6374329.314,0.02515,0.01996,0.00318,0.01655,0.01416,0.00642,0.0056,0.01395,0.01154,0.0172,0.01281,0.01146,0.00831,0.00996,0.00832,0.00779,0.01237,0.01707,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_928 PE=4 SV=1,0.0161,0.012378554,0.010365098,0.013824834,0.008863121,0.012407458,0.77,0.64,0.64,0.9,0.204,0.275,0.064,0.388,-0.3770696490798233,-0.6438561897747247,-0.6438561897747247,-0.1520030934450499,HP15_928,HP15_928,locus_tag:extracted_gn
E4PF37,3.0,3.0,9.438747406,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2153 PE=3 SV=1,4521.382857,2252.355513,10046.74274,28053.76925,1324.926812,662.7295577,2352.820219,3859.662689,19279.38719,15842.19942,5705.157745,3685.333921,28478.04419,2403.987898,1155.423024,6517.24638,4260.876044,175392.1857,6.4e-05,4.9e-05,0.0001,0.00037,1.7e-05,5.7e-06,1.3e-05,5.2e-05,6.9e-05,0.00016,5.1e-05,7.2e-05,0.00029,1.9e-05,1.9e-05,2.6e-05,6.3e-05,0.00047,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2153 PE=3 SV=1,7.1e-05,0.000131419,4.48e-05,9.57e-05,0.000110847,0.000186275,1.84,0.63,1.16,1.95,0.339,0.118,0.409,0.314,0.8797057662822882,-0.6665762662748083,0.2141248053528473,0.963474123974886,HP15_2153,,unresolved
E4PM04,4.0,4.0,11.45633698,50S ribosomal protein L18 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplR PE=3 SV=1,145741.5289,45075.90955,104669.1207,102369.1515,66139.08223,111370.1737,189802.8921,24539.5406,283944.0498,122106.1948,193482.0502,68652.712,111628.7079,29815.92526,25230.15871,59909.47192,23465.96236,884251.5466,0.00207,0.00098,0.00105,0.00136,0.00086,0.00095,0.00108,0.00033,0.00101,0.00126,0.00174,0.00134,0.00115,0.00024,0.00042,0.00024,0.00035,0.00237,50S ribosomal protein L18 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplR PE=3 SV=1,0.00137,0.001055716,0.000808518,0.001448876,0.000603105,0.000984532,0.77,0.59,0.42,0.68,0.132,0.091,0.086,0.3,-0.3770696490798233,-0.7612131404128835,-1.2515387669959646,-0.5563933485243852,rplR,HP15_396,tier1:extracted_gn
E4PFS2,2.0,2.0,7.357989788,4-hydroxy-4-methyl-2-oxoglutarate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2228 PE=3 SV=1,41832.99272,3663.31427,37238.12129,105847.3554,16073.98303,60761.07345,22907.52259,9243.603454,94247.65431,2823.90111,110329.0594,3392.684341,76627.79602,8615.820221,0.0,5474.610482,3750.116576,79660.70989,0.00059,8e-05,0.00037,0.0014,0.00021,0.00052,0.00013,0.00013,0.00034,2.9e-05,0.00099,6.6e-05,0.00079,6.9e-05,0.0,2.2e-05,5.6e-05,0.00021,4-hydroxy-4-methyl-2-oxoglutarate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2228 PE=3 SV=1,0.00035,0.00070991,0.000197173,0.000363156,0.000286821,9.69e-05,2.03,0.56,0.79,0.27,0.124,0.218,0.445,0.257,1.0214797274104517,-0.8365012677171204,-0.3400754415976217,-1.888968687611256,HP15_2228,HP15_2228,locus_tag:extracted_gn
E4PF42,13.0,13.0,53.4028852,"ABC-type sugar transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2158 PE=4 SV=1",1392406.722,1591598.916,1696303.091,1480055.836,1956347.459,1748463.124,1608273.747,1150046.16,3558593.816,1563639.945,2637420.147,545127.2625,1705910.738,3461375.898,774846.2638,3339361.113,779078.6896,5392380.342,0.0198,0.03466,0.01701,0.01959,0.02542,0.01495,0.00916,0.01558,0.01268,0.01614,0.02376,0.01067,0.01762,0.02766,0.01283,0.01317,0.01161,0.01444,"ABC-type sugar transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2158 PE=4 SV=1",0.02382,0.019990138,0.012474811,0.016854625,0.019372195,0.013071787,0.84,0.52,1.15,0.78,0.149,0.059,0.036,0.249,-0.2515387669959644,-0.9434164716336324,0.2016338611696504,-0.3584539709124763,HP15_2158,HP15_2158,locus_tag:extracted_gn
