Accession,Peptide count,Unique peptides,Confidence score,Description,Control Light 1,Control Light 2,Control Light 3,Light+100 nM glucose 1,Light+100 nM glucose 2,Light+100 nM glucose 3,Light+5 mM glucose 1,Light+5 mM glucose 2,Light+5 mM glucose 3,Control Dark 1,Control Dark 2,Control Dark 3,Dark + 100 nM glucose 1,Dark + 100 nM glucose 2,Dark + 100 nM glucose 3,Dark + 5 mM glucose 1,Dark + 5 mM glucose 2,Dark + 5 mM glucose 3,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Alteromonas_8102,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness avg,Darkness Glu nM avg,Darkness Glu mM avg,t.test G nM/L,FC G nM/L,t.test G mM/L,FC G mM/L,t.test G nM/D,FC G nM/D,t.test G mM/D,FC G mM/D,Alteromonas_8102.1,locus_tag_deh24,log2_FC_light_low_glucose,log2_FC_light_high_glucose,log2_FC_dark_low_glucose,log2_FC_dark_high_glucose,t_test_light_low_glucose,t_test_light_high_glucose,t_test_dark_low_glucose,t_test_dark_high_glucose
A0A359KAX0,3,3,12.8096379,Glycine--tRNA ligase alpha subunit OS=Alteromonas sp. OX=232 GN=glyQ PE=3 SV=1,241123.6384,1256558.025,328498.369,1412996.912,2106353.054,143172.5105,2841291.26,4050886.131,1010833.332,793309.0694,575363.0111,232659.843,2385275.564,3057360.888,4233.900801,2717271.911,3139399.034,1131823.425,0.000256796,0.001618335,0.000193968,0.000821516,0.000915669,0.000115497,0.001334914,0.001152283,0.001387376,0.00072823,0.00056455,0.000206826,0.001242889,0.001125354,5.32945e-05,0.001399848,0.000963537,0.001582083,Glycine--tRNA ligase alpha subunit OS=Alteromonas sp. OX=232 GN=glyQ PE=3 SV=1,0.0006897,0.000617561,0.001291524,0.000499868,0.000807179,0.001315156,0.431,0.9,0.189,1.87,0.157,1.61,0.054,2.63,Glycine--tRNA ligase alpha subunit OS=Alteromonas sp. OX=232 GN=glyQ PE=3 SV=1,,-0.15200309344504995,0.903038270112912,0.6870606883398924,1.3950627995175775,0.431,0.189,0.157,0.054
A0A359K340,6,6,25.12481451,GMP synthase [glutamine-hydrolyzing] OS=Alteromonas sp. OX=232 GN=guaA PE=3 SV=1,472467.6806,204458.9698,285885.1418,3371344.583,4859203.726,286777.883,4765289.057,9060979.239,1948380.926,372133.7538,207837.1267,252164.0704,7871648.098,6548021.985,14035.75841,5528570.234,7337366.377,2266897.32,0.000503176,0.000263325,0.000168806,0.001960098,0.002112382,0.000231344,0.002238859,0.002577414,0.002674167,0.000341606,0.000203931,0.000224164,0.004101659,0.002410197,0.000176676,0.002848135,0.002251967,0.003168709,GMP synthase [glutamine-hydrolyzing] OS=Alteromonas sp. OX=232 GN=guaA PE=3 SV=1,0.000311769,0.001434608,0.002496813,0.000256567,0.002229511,0.00275627,0.087,4.6,0.006,8.01,0.108,8.69,0.005,10.74,GMP synthase [glutamine-hydrolyzing] OS=Alteromonas sp. OX=232 GN=guaA PE=3 SV=1,,2.2016338611696504,3.0018022426339854,3.1193561770396756,3.424922088210688,0.087,0.006,0.108,0.005
A0A359KCM1,2,2,11.4386611,Histidine kinase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_20610 PE=4 SV=1,79721.6969,198560.0221,175889.4714,1900904.0,1993957.148,119031.6182,2710547.593,2007592.743,104937.3474,75670.04163,67762.54441,25768.37394,3513909.292,2410713.266,14855.51953,1805039.017,2389864.013,76472.28127,8.49033e-05,0.000255728,0.000103857,0.001105185,0.000866809,9.60227e-05,0.001273487,0.000571064,0.000144027,6.94625e-05,6.6489e-05,2.29071e-05,0.001830984,0.000887336,0.000186995,0.000929896,0.000733491,0.000106894,Histidine kinase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_20610 PE=4 SV=1,0.000148163,0.000689339,0.000662859,5.29529e-05,0.000968438,0.000590094,0.106,4.65,0.138,4.47,0.093,18.29,0.074,11.14,Histidine kinase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_20610 PE=4 SV=1,DEH24_20610,2.2172307162206693,2.160274831408593,4.192983169973992,3.4776773275653072,0.106,0.138,0.093,0.074
A0A359K9M5,4,4,18.46201777,Histidine--tRNA ligase OS=Alteromonas sp. OX=232 GN=hisS PE=3 SV=1,321621.2833,2043745.968,792929.1866,911466.7874,2294393.719,1718781.683,1448583.783,3754248.101,818318.9197,350861.2278,2243421.502,923031.6557,871248.7281,2197274.033,8079.905141,1294174.331,3738971.102,1048364.779,0.000342525,0.002632163,0.0004682,0.000529926,0.000997414,0.00138654,0.000680583,0.001067904,0.001123149,0.000322078,0.002201259,0.00082054,0.000453979,0.000808773,0.000101706,0.000666715,0.001147556,0.001465423,Histidine--tRNA ligase OS=Alteromonas sp. OX=232 GN=hisS PE=3 SV=1,0.001147629,0.000971293,0.000957212,0.001114626,0.00045482,0.001093231,0.419,0.85,0.405,0.83,0.137,0.41,0.486,0.98,Histidine--tRNA ligase OS=Alteromonas sp. OX=232 GN=hisS PE=3 SV=1,,-0.23446525363702297,-0.2688167584278,-1.286304185156641,-0.029146345659516508,0.419,0.405,0.137,0.486
A0A359K8C7,2,2,6.873991966,Homoserine O-succinyltransferase OS=Alteromonas sp. OX=232 GN=metAS PE=3 SV=1,15783.3371,150734.3689,22178.47412,399777.172,800529.1007,9570.285726,1344143.23,2045616.753,164209.9547,34029.69024,54882.55698,2824.395574,850384.6749,1821996.623,49.4350338,1148798.903,1255676.32,149188.8964,1.68092e-05,0.000194132,1.30957e-05,0.00023243,0.000348004,7.72034e-06,0.000631514,0.00058188,0.000225379,3.12381e-05,5.38511e-05,2.51078e-06,0.000443108,0.000670641,6.22267e-07,0.000591823,0.000385389,0.000208539,Homoserine O-succinyltransferase OS=Alteromonas sp. OX=232 GN=metAS PE=3 SV=1,7.46791e-05,0.000196052,0.000479591,2.92e-05,0.000371457,0.00039525,0.103,2.63,0.037,6.42,0.1,12.72,0.036,13.54,Homoserine O-succinyltransferase OS=Alteromonas sp. OX=232 GN=metAS PE=3 SV=1,,1.3950627995175775,2.682573297347578,3.669026765509631,3.759155833800272,0.103,0.037,0.1,0.036
A0A359K490,3,3,11.07163906,Imidazole glycerol phosphate synthase subunit HisF OS=Alteromonas sp. OX=232 GN=hisF PE=3 SV=1,77109.97416,41401.1292,21253.73077,262391.5634,521164.2515,4880.337207,1526504.15,1345240.362,54499.51612,26955.89723,29865.73628,16889.73017,858848.7966,863004.3347,3106.129658,967975.2648,867382.6208,98289.87961,8.21218e-05,5.3321e-05,1.25497e-05,0.000152554,0.000226559,3.93696e-06,0.000717192,0.000382656,7.4801e-05,2.47446e-05,2.93044e-05,1.50143e-05,0.000447518,0.000317655,3.90986e-05,0.000498669,0.000266215,0.000137391,Imidazole glycerol phosphate synthase subunit HisF OS=Alteromonas sp. OX=232 GN=hisF PE=3 SV=1,4.93308e-05,0.000127684,0.00039155,2.30211e-05,0.00026809,0.000300758,0.138,2.59,0.087,7.94,0.086,11.65,0.058,13.06,Imidazole glycerol phosphate synthase subunit HisF OS=Alteromonas sp. OX=232 GN=hisF PE=3 SV=1,,1.372952097911829,2.9891390073682333,3.542258049766918,3.7070829917717063,0.138,0.087,0.086,0.058
A0A359K0R4,4,4,16.41154838,Inorganic pyrophosphatase OS=Alteromonas sp. OX=232 GN=ppa PE=3 SV=1,16543909.6954442,36169928.5498132,26266846.2975601,8972854.34184768,15713937.9773856,26764724.6078649,15129332.5637531,27355446.194821,4663510.61890776,13390146.7314109,36441019.9222634,24391687.0230545,17472131.2054747,16872827.4590855,663609.277654756,15412230.1466105,31823097.1008411,4642910.78395431,0.017619195,0.046583653,0.015509741,0.005216813,0.006831128,0.021591084,0.007108161,0.007781313,0.006400702,0.012291687,0.035756145,0.021683272,0.009104158,0.006210552,0.008353232,0.007939867,0.009767069,0.006489943,Inorganic pyrophosphatase OS=Alteromonas sp. OX=232 GN=ppa PE=3 SV=1,0.026570863,0.011213008,0.007096725,0.023243701,0.007889314,0.008065627,0.184,0.42,0.091,0.27,0.092,0.34,0.068,0.35,Inorganic pyrophosphatase OS=Alteromonas sp. OX=232 GN=ppa PE=3 SV=1,,-1.2515387669959646,-1.8889686876112561,-1.5563933485243853,-1.5145731728297582,0.184,0.091,0.092,0.068
A0A359K334,5,5,19.05254245,Inosine-5'-monophosphate dehydrogenase OS=Alteromonas sp. OX=232 GN=guaB PE=3 SV=1,534048.4611,644003.9856,853499.8097,3997601.88,6012963.207,1090861.46,8531395.174,13563693.17,2993615.774,487286.7554,572802.5637,226426.0105,8408083.555,11460086.08,11736.36344,8680965.344,17220537.22,4434614.632,0.000568759,0.00082942,0.000503965,0.002324204,0.002613942,0.000879997,0.004008276,0.00385822,0.004108759,0.000447312,0.000562037,0.000201284,0.004381178,0.00421823,0.000147732,0.004472144,0.005285286,0.006198783,Inosine-5'-monophosphate dehydrogenase OS=Alteromonas sp. OX=232 GN=guaB PE=3 SV=1,0.000634048,0.001939381,0.003991752,0.000403545,0.002915713,0.005318738,0.053,3.06,0.001,6.3,0.095,7.23,0.007,13.18,Inosine-5'-monophosphate dehydrogenase OS=Alteromonas sp. OX=232 GN=guaB PE=3 SV=1,,1.613531652917927,2.655351828612554,2.853995647176393,3.720278465233327,0.053,0.001,0.095,0.007
A0A359K4B7,2,2,9.200682878,Inositol-1-monophosphatase OS=Alteromonas sp. OX=232 GN=DEH24_06020 PE=3 SV=1,967160.350918001,1331007.07112843,526345.687468501,1628542.42335824,3043650.94284978,501150.497040178,1549875.9780711,2506431.77440909,1093660.10736446,1172653.94686704,1152907.01793869,564371.111926138,1190673.55152071,4100273.3583734,871.104862866,2090586.87058654,4119279.45948244,1089661.55004491,0.001030022,0.001714219,0.00031079,0.000946834,0.001323129,0.000404278,0.000728173,0.00071296,0.001501056,0.001076455,0.001131239,0.000501704,0.000620421,0.001509229,1.09651e-05,0.001077001,0.001264279,0.001523148,Inositol-1-monophosphatase OS=Alteromonas sp. OX=232 GN=DEH24_06020 PE=3 SV=1,0.001018344,0.000891414,0.00098073,0.000903133,0.000713538,0.001288143,0.232,0.88,0.479,0.96,0.287,0.79,0.176,1.43,Inositol-1-monophosphatase OS=Alteromonas sp. OX=232 GN=DEH24_06020 PE=3 SV=1,DEH24_06020,-0.18442457113742744,-0.058893689053568565,-0.3400754415976217,0.5160151470036647,0.232,0.479,0.287,0.176
A0A359K690,4,4,21.00901163,Isocitrase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09340 PE=4 SV=1,4479218.628,10308152.17,2281767.835,10983134.43,6017425.029,2591364.849,24474456.37,18151750.66,21585345.17,4700035.911,6049528.892,3898065.905,19531553.75,23217335.32,67721.36912,21301039.6,22574559.44,36800404.38,0.004770349,0.013275984,0.001347312,0.006385589,0.002615882,0.002090452,0.011498748,0.005163303,0.029626041,0.004314469,0.005935834,0.003465231,0.010177257,0.008545839,0.000852448,0.010973586,0.00692853,0.051440258,Isocitrase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09340 PE=4 SV=1,0.006464548,0.003697308,0.015429364,0.004571844,0.006525181,0.023114125,0.278,0.57,0.243,2.39,0.256,1.43,0.169,5.06,Isocitrase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09340 PE=4 SV=1,DEH24_09340,-0.8109661756099832,1.2570106182060239,0.5160151470036647,2.339137384919585,0.278,0.243,0.256,0.169
A0A359K6G9,2,2,6.684100628,Isocitrate dehydrogenase OS=Alteromonas sp. OX=232 GN=DEH24_13670 PE=4 SV=1,49109.79267,75573.60985,217947.9923,506073.7889,1478834.574,73975.03014,2266890.441,2069302.845,250928.661,32089.44035,120571.3939,43228.98502,723026.6182,1260780.31,12944.52616,429910.1969,1525920.529,230260.2472,5.23017e-05,9.73321e-05,0.000128691,0.000294231,0.000642876,5.96756e-05,0.001065045,0.000588617,0.000344401,2.9457e-05,0.000118305,3.84289e-05,0.000376746,0.000464068,0.00016294,0.000221475,0.000468332,0.000321862,Isocitrate dehydrogenase OS=Alteromonas sp. OX=232 GN=DEH24_13670 PE=4 SV=1,9.27751e-05,0.000332261,0.000666021,6.20638e-05,0.000334585,0.000337223,0.155,3.58,0.067,7.18,0.033,5.39,0.013,5.43,Isocitrate dehydrogenase OS=Alteromonas sp. OX=232 GN=DEH24_13670 PE=4 SV=1,DEH24_13670,1.8399595874895318,2.8439838440483265,2.430285272977781,2.440952198029637,0.155,0.067,0.033,0.013
A0A359K821,2,2,7.634865046,Isoleucine--tRNA ligase (Fragment) OS=Alteromonas sp. OX=232 GN=ileS PE=3 SV=1,93445.0181848891,76335.055575929,112382.651257332,120822.84363385,237323.41361788,113435.088427628,250375.4162634,286162.289263,94199.50612784,94856.8683216057,81799.4538130873,74480.3234748208,260177.58194011,376894.125582,3046.05881070683,418489.15334521,278629.99075447,86782.042956474,9.95186e-05,9.83128e-05,6.63584e-05,7.02463e-05,0.000103169,9.1508e-05,0.000117633,8.13995e-05,0.000129289,8.70753e-05,8.02621e-05,6.62101e-05,0.00013557,0.000138727,3.83425e-05,0.000215592,8.55165e-05,0.000121305,Isoleucine--tRNA ligase (Fragment) OS=Alteromonas sp. OX=232 GN=ileS PE=3 SV=1,8.80632e-05,8.83077e-05,0.000109441,7.78492e-05,0.000104213,0.000140805,0.495,1.0,0.226,1.24,0.218,1.34,0.11,1.81,Isoleucine--tRNA ligase (Fragment) OS=Alteromonas sp. OX=232 GN=ileS PE=3 SV=1,,0.0,0.3103401206121505,0.4222330006830478,0.8559896973084807,0.495,0.226,0.218,0.11
A0A359KBP7,9,9,47.99865222,Ketol-acid reductoisomerase (NADP(+)) OS=Alteromonas sp. OX=232 GN=ilvC PE=3 SV=1,3414679.95606041,10146741.5681384,5626538.73528822,36067309.5898623,36412054.2639512,6804280.97721044,76590649.1963187,95871534.261888,11204870.1526263,3625575.79526957,8335870.0833807,2785559.38841198,63009909.5383714,66715947.9259604,66261.3813945597,67760255.6370379,86311600.6563922,6302599.84489534,0.00363662,0.013068101,0.003322293,0.020969516,0.015828967,0.005489008,0.035984316,0.027270855,0.015378764,0.003328152,0.008179205,0.002476255,0.032832412,0.024556813,0.00083407,0.034907826,0.026490551,0.008809886,Ketol-acid reductoisomerase (NADP(+)) OS=Alteromonas sp. OX=232 GN=ilvC PE=3 SV=1,0.006675671,0.01409583,0.026211312,0.004661204,0.019407765,0.023402754,0.137,2.11,0.047,3.93,0.122,4.16,0.062,5.02,Ketol-acid reductoisomerase (NADP(+)) OS=Alteromonas sp. OX=232 GN=ilvC PE=3 SV=1,,1.0772429989324603,1.9745293124838819,2.0565835283663674,2.327687364176047,0.137,0.047,0.122,0.062
A0A359K4E5,2,2,5.785062313,L-aspartate oxidase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09530 PE=3 SV=1,56893.99344,0.0,0.0,67224.40414,115264.4074,2841.12385,277675.7324,523553.9368,13830.14416,0.0,0.0,20436.27753,127413.1482,179476.5739,101.7326598,147264.0406,379226.9381,5835.55387,6.05919e-05,0.0,0.0,3.90842e-05,5.01075e-05,2.29193e-06,0.000130459,0.000148926,1.8982e-05,0.0,0.0,1.81671e-05,6.63908e-05,6.60618e-05,1.28057e-06,7.58655e-05,0.000116391,8.15704e-06,L-aspartate oxidase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09530 PE=3 SV=1,2.01973e-05,3.04946e-05,9.94558e-05,6.05569e-06,4.45777e-05,6.68047e-05,0.337,1.51,0.085,4.92,0.149,7.36,0.122,11.03,L-aspartate oxidase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09530 PE=3 SV=1,DEH24_09530,0.5945485495503542,2.298658315564515,2.8797057662822882,3.463360885816658,0.337,0.085,0.149,0.122
A0A359K500,3,3,8.851081371,Leucine--tRNA ligase OS=Alteromonas sp. OX=232 GN=leuS PE=3 SV=1,84350.98462,243529.2924,1366651.278,678918.54,2029864.717,1480752.745,1433815.459,5823303.559,750897.924,160476.0876,184504.7024,1569314.886,2177883.445,2696796.116,38192.12669,1668899.175,4666896.186,1383454.408,8.98334e-05,0.000313644,0.000806964,0.000394723,0.000882418,0.001194522,0.000673644,0.001656451,0.001030613,0.000147311,0.000181037,0.001395061,0.001134824,0.000992637,0.000480746,0.000859761,0.001432353,0.001933817,Leucine--tRNA ligase OS=Alteromonas sp. OX=232 GN=leuS PE=3 SV=1,0.000403481,0.000823888,0.001120236,0.00057447,0.000869402,0.001408644,0.016,2.04,0.081,2.78,0.337,1.51,0.03,2.45,Leucine--tRNA ligase OS=Alteromonas sp. OX=232 GN=leuS PE=3 SV=1,,1.0285691521967708,1.4750848829487826,0.5945485495503542,1.292781749227846,0.016,0.081,0.337,0.03
A0A359K1S1,2,2,6.186133623,Lysine--tRNA ligase OS=Alteromonas sp. OX=232 GN=lysS PE=3 SV=1,76729.74572,34854.87144,44314.18152,376007.4748,711569.7868,23684.25731,521434.1231,1433782.07,54176.18603,48110.54804,43548.28721,271115.1198,570596.1441,432941.2404,16558.68798,593810.343,942169.306,46130.3721,8.17169e-05,4.489e-05,2.61661e-05,0.000218611,0.000309332,1.91061e-05,0.000244984,0.000407842,7.43572e-05,4.41638e-05,4.27298e-05,0.000241011,0.000297319,0.000159357,0.000208434,0.000305911,0.000289168,6.44819e-05,Lysine--tRNA ligase OS=Alteromonas sp. OX=232 GN=lysS PE=3 SV=1,5.09243e-05,0.00018235,0.000242394,0.000109302,0.000221703,0.000219854,0.118,3.58,0.086,4.76,0.153,2.03,0.261,2.01,Lysine--tRNA ligase OS=Alteromonas sp. OX=232 GN=lysS PE=3 SV=1,,1.8399595874895318,2.250961573533219,1.0214797274104515,1.0071955014042038,0.118,0.086,0.153,0.261
A0A359KBF7,5,5,33.40697646,Malate dehydrogenase OS=Alteromonas sp. OX=232 GN=mdh PE=3 SV=1,490273.2898,705376.769,1399923.112,19644537.1,28050942.95,1427081.823,75800434.5,104435421.0,5504540.874,1962618.345,483474.0347,438182.4952,51609947.87,68655948.38,96947.01308,56834392.65,83370834.35,4807955.354,0.000522139,0.000908463,0.00082661,0.011421324,0.012194243,0.001151226,0.035613053,0.029706871,0.007555022,0.001801615,0.000474388,0.000389527,0.026892263,0.025270888,0.001220328,0.029279185,0.025587978,0.006720645,Malate dehydrogenase OS=Alteromonas sp. OX=232 GN=mdh PE=3 SV=1,0.000752404,0.008255598,0.024291648,0.00088851,0.017794493,0.020529269,0.086,10.97,0.056,32.29,0.085,20.03,0.05,23.11,Malate dehydrogenase OS=Alteromonas sp. OX=232 GN=mdh PE=3 SV=1,,3.4554916206284685,5.013015535839256,4.324090516037983,4.530445354692906,0.086,0.056,0.085,0.05
A0A359KA78,2,2,6.559634209,Metalloprotease TldD OS=Alteromonas sp. OX=232 GN=DEH24_16380 PE=3 SV=1,98683.85045,325391.4617,293342.3961,221386.6415,441384.1659,346395.81,809201.2806,1013468.864,48560.63577,685536.4296,351971.5706,520361.3437,966205.163,978788.5312,21697.1155,662339.5314,911139.5452,9335.141101,0.000105098,0.000419075,0.000173209,0.000128714,0.000191878,0.000279437,0.000380184,0.000288283,6.66498e-05,0.000629299,0.000345357,0.000462581,0.000503458,0.000360273,0.000273114,0.000341215,0.000279645,1.30488e-05,Metalloprotease TldD OS=Alteromonas sp. OX=232 GN=DEH24_16380 PE=3 SV=1,0.000232461,0.00020001,0.000245039,0.000479079,0.000378948,0.000211303,0.388,0.86,0.466,1.05,0.12,0.79,0.069,0.44,Metalloprotease TldD OS=Alteromonas sp. OX=232 GN=DEH24_16380 PE=3 SV=1,DEH24_16380,-0.2175914350726268,0.070389327891398,-0.3400754415976217,-1.1844245711374275,0.388,0.466,0.12,0.069
A0A359K164,3,3,10.48207474,Methionine synthase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04440 PE=3 SV=1,103586.5524,250052.7177,365487.4675,324670.3524,363166.5658,238412.1802,1190628.033,1333340.049,154421.5864,213942.6017,176583.8525,174958.6945,912852.8154,1159319.131,8363.964428,986574.2985,1612838.592,86849.24185,0.000110319,0.000322046,0.000215809,0.000188763,0.000157875,0.000192327,0.000559389,0.000379271,0.000211945,0.000196392,0.000173265,0.000155532,0.000475658,0.000426722,0.000105282,0.00050825,0.000495009,0.000121399,Methionine synthase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04440 PE=3 SV=1,0.000216058,0.000179655,0.000383535,0.000175063,0.000335887,0.000374886,0.328,0.83,0.18,1.78,0.134,1.92,0.115,2.14,Methionine synthase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04440 PE=3 SV=1,DEH24_04440,-0.2688167584278,0.8318772411916731,0.9411063109464314,1.0976107966264224,0.328,0.18,0.134,0.115
A0A359K9N9,3,3,14.22145581,Methionine--tRNA ligase OS=Alteromonas sp. OX=232 GN=metG PE=3 SV=1,193785.9848,574792.3852,559852.8594,917159.2412,1927693.777,401532.098,2706919.524,5332063.634,1522061.927,163737.0419,555265.8584,422587.1525,985900.9231,2083342.332,6071.40893,1355416.143,5370226.536,1703937.909,0.000206381,0.000740281,0.000330575,0.000533236,0.000838003,0.000323916,0.001271783,0.001516716,0.002089041,0.000150305,0.00054483,0.000375664,0.000513721,0.000766837,7.64243e-05,0.000698265,0.001648217,0.002381795,Methionine--tRNA ligase OS=Alteromonas sp. OX=232 GN=metG PE=3 SV=1,0.000425746,0.000565051,0.001625847,0.000356933,0.000452327,0.001576092,0.146,1.33,0.027,3.82,0.341,1.27,0.052,4.42,Methionine--tRNA ligase OS=Alteromonas sp. OX=232 GN=metG PE=3 SV=1,,0.41142624572646497,1.9335726382610239,0.34482849699744117,2.144046369616707,0.146,0.027,0.341,0.052
A0A359K8A9,3,3,15.03246975,Molecular chaperone HtpG (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_13095 PE=3 SV=1,833441.6769,1743118.47,776030.7143,1975502.51,2129461.578,642207.9553,10419561.64,15624314.56,2409327.304,824416.7341,839961.0134,535019.5249,5639843.768,12213582.04,31040.88859,7117266.019,16792332.47,3899844.534,0.000887612,0.002244982,0.000458222,0.001148556,0.000925715,0.000518069,0.004895386,0.004444368,0.003306819,0.000756786,0.000824175,0.000475612,0.002938739,0.004495576,0.00039073,0.003666578,0.005153863,0.005451272,Molecular chaperone HtpG (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_13095 PE=3 SV=1,0.001196938,0.000864113,0.004215525,0.000685524,0.002608348,0.004757238,0.286,0.72,0.015,3.52,0.11,3.8,0.011,6.94,Molecular chaperone HtpG (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_13095 PE=3 SV=1,DEH24_13095,-0.4739311883324124,1.8155754288625725,1.925999418556223,2.7949356628035362,0.286,0.015,0.11,0.011
A0A359K390,2,2,6.690727234,NAD-dependent malic enzyme OS=Alteromonas sp. OX=232 GN=DEH24_07915 PE=3 SV=1,212852.3081,101464.664,59520.47594,776392.5144,994421.7992,113116.7232,1179325.489,1698993.134,249919.8642,82233.11853,102506.4678,29300.02728,1669372.221,1294979.856,952.7592697,1033578.758,967093.7375,366679.0348,0.000226687,0.000130677,3.5145e-05,0.000451394,0.000432293,9.12512e-05,0.000554078,0.000483282,0.000343017,7.54871e-05,0.00010058,2.60466e-05,0.000869855,0.000476656,1.19929e-05,0.000532465,0.000296818,0.00051255,NAD-dependent malic enzyme OS=Alteromonas sp. OX=232 GN=DEH24_07915 PE=3 SV=1,0.000130836,0.000324979,0.000460126,6.73712e-05,0.000452835,0.000447278,0.058,2.48,0.001,3.52,0.12,6.72,0.027,6.64,NAD-dependent malic enzyme OS=Alteromonas sp. OX=232 GN=DEH24_07915 PE=3 SV=1,DEH24_07915,1.3103401206121505,1.8155754288625725,2.7484612330040354,2.7311832415722,0.058,0.001,0.12,0.027
A0A359K060,2,2,8.047660828,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_02500 PE=4 SV=1,90790.10098,302269.6001,426646.9102,293509.4145,886379.0955,550558.959,864994.6169,1805794.651,483522.0265,126557.6364,247854.523,170962.4267,845538.1077,1504702.212,3082.404332,848665.95,910105.448,413624.1598,9.66911e-05,0.000389296,0.000251921,0.000170646,0.000385325,0.000444136,0.000406397,0.000513662,0.000663637,0.000116175,0.000243196,0.000151979,0.000440582,0.000553851,3.88e-05,0.000437204,0.000279327,0.000578171,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_02500 PE=4 SV=1,0.00024597,0.000333369,0.000527899,0.00017045,0.000344411,0.000431568,0.133,1.36,0.039,2.15,0.175,2.02,0.077,2.53,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_02500 PE=4 SV=1,DEH24_02500,0.44360665147561484,1.1043366598147355,1.01435529297707,1.3391373849195853,0.133,0.039,0.175,0.077
A0A359K9X1,10,10,50.23690772,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_15880 PE=4 SV=1,5342690.077,10108760.31,8486662.136,22837943.15,34423782.97,9910812.817,41994390.64,72510701.23,18933809.38,7587802.538,9186048.871,4833922.16,45724824.97,56561053.82,221570.4218,43793015.83,63803870.5,23075490.21,0.005689943,0.013019185,0.005011105,0.013277969,0.01496463,0.007995045,0.019730077,0.020625818,0.025986789,0.006965338,0.009013406,0.004297171,0.023825717,0.020818998,0.002789035,0.022560703,0.019582532,0.032255329,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_15880 PE=4 SV=1,0.007906744,0.012079215,0.022114228,0.006758638,0.01581125,0.024799521,0.069,1.53,0.033,2.8,0.12,2.34,0.037,3.67,NADP-dependent isocitrate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_15880 PE=4 SV=1,DEH24_15880,0.6135316529179271,1.4854268271702418,1.2265085298086797,1.875780063068488,0.069,0.033,0.12,0.037
A0A359K976,4,4,14.4406805,NQR complex subunit F (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_18575 PE=3 SV=1,29092.89267,128206.7801,234183.62,363172.6952,591931.5152,230878.9926,621416.5704,7988941.865,108344.7696,68897.73203,146286.6852,103149.6337,582608.7767,1544243.48,13464.19902,327976.377,1708935.924,125857.8588,3.09838e-05,0.000165119,0.000138278,0.000211148,0.000257323,0.00018625,0.000291958,0.002272471,0.000148704,6.32457e-05,0.000143537,9.16961e-05,0.000303578,0.000568405,0.000169482,0.000168963,0.000524503,0.000175926,NQR complex subunit F (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_18575 PE=3 SV=1,0.00011146,0.00021824,0.000904378,9.9493e-05,0.000347155,0.000289797,0.055,1.96,0.177,8.11,0.066,3.49,0.092,2.91,NQR complex subunit F (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_18575 PE=3 SV=1,DEH24_18575,0.9708536543404835,3.0197019144425483,1.8032270364349277,1.5410191531335593,0.055,0.177,0.066,0.092
