 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_0783,endA,14.0,13.5,30.4,0.97,2.18,2.25,endonuclease I EndA,DNA metabolism,Degradation of DNA,DNA degradation,Periplasm,,,,unresolved
SputW3181_3203,exbB,9.3,2.7,4.0,0.29,0.43,1.48,TonB1 energy transduction system for heme uptake inner membrane component ExbB,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (3 transmembrane spans),Fur,,,unresolved
SputW3181_0286,fabG,9.3,8.1,32.8,0.87,3.53,4.05,3-oxoacyl-(acyl-carrier-protein) reductase FabG,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Cytoplasm,,,,unresolved
SputW3181_3678,fabR,15.8,16.2,49.6,1.02,3.14,3.06,transcriptional repressor of fatty acid biosynthesis FabR,Regulatory functions,DNA interactions,Fatty acid biosynthesis,Cytoplasm,FabR,,,unresolved
SputW3181_0012,fadA,116.3,37.8,318.7,0.33,2.74,8.43,aerobic fatty oxidation complex 3-ketoacyl-CoA thiolase beta subunit FadA,Fatty acid and phospholipid metabolism,Degradation,Fatty acid degradation,Cytoplasm,PsrA and Crp,,,unresolved
SputW3181_0013,fadB,115.4,39.2,414.0,0.34,3.59,10.57,aerobic fatty oxidation complex 3-hydroxyacyl-CoA epimerase alpha subunit FadB,Fatty acid and phospholipid metabolism,Degradation,Fatty acid degradation,Cytoplasm,PsrA and Crp,,,unresolved
SputW3181_2146,fadE1,289.4,128.3,580.5,0.44,2.01,4.52,acyl-CoA dehydrogenase FadE1,Fatty acid and phospholipid metabolism,Degradation,Fatty acid degradation,Inner Membrane (1 transmembrane span),PsrA,,,unresolved
SputW3181_0716,fbpC,44.7,32.4,9.6,0.73,0.22,0.3,ABC-type Fe3+ uptake system ATPase component FbpC,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Cytoplasm,Fur,,,unresolved
SputW3181_3876,fdhB,7.4,5.4,0.0,0.73,0.02,0.02,Fnr-inducible formate dehydrogenase FeS subunit FdhB,Energy metabolism,Electron transport,Formate respiration,Periplasm,,,,unresolved
SputW3181_1867,fdx,542.5,318.8,80.9,0.59,0.15,0.25,ferredoxin 2Fe-2S type ISC system Fdx,"Biosynthesis of cofactors, prosthetic groups, and carriers",Iron sulfur clusters,FeS cluster biogenesis and repair,Cytoplasm,IscR,,,unresolved
SputW3181_0461,fhlA,11.2,8.1,2.4,0.73,0.22,0.3,Sigma54 specific transcriptional regulator for lateral flagellar biosynthesis FhlA,Regulatory functions,DNA interactions,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0627,fhs,14.9,13.5,4.0,0.91,0.27,0.3,formate--tetrahydrofolate ligase Fhs,"Biosynthesis of cofactors, prosthetic groups, and carriers",Folic acid,Cofactor folate (B9) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_3909,fimA,153.5,18.9,44.8,0.12,0.29,2.37,P pilus component FimA,Cell envelope,Surface structures,P-type pilus,Surface structure,,,,unresolved
SputW3181_3095,fimT,8.4,27.0,0.0,3.23,0.01,0.0,type IV minor pilin protein FimT,Transport and binding proteins,Secretion systems,T2bSS,Periplasm,,,,unresolved
SputW3181_3096,fimU,47.5,87.8,13.6,1.85,0.29,0.16,type IV pilus biogenesis protein FimU,Transport and binding proteins,Secretion systems,T2bSS,Periplasm,,,,unresolved
SputW3181_0495,fis,34.4,66.2,225.0,1.92,6.54,3.4,global transcriptional activator Fis,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0939,fklB,50.2,63.5,168.9,1.26,3.36,2.66,peptidyl-prolyl cis-trans isomerase FklB,Protein fate,Protein folding and stabilization,Cell division,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_0484,flaA,22.3,16.2,0.0,0.73,0.01,0.01,lateral flagellin protein FlaA,Cell envelope,Surface structures,Flagellar motility (Swarming),Surface structure,,,,unresolved
SputW3181_1419,flaG,162.8,224.2,574.1,1.38,3.53,2.56,uncharacterized flagella locus protein FlaG,Cellular processes,Motility,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1406,flgB,399.2,670.0,944.8,1.68,2.37,1.41,flagellar basal-body rod protein FlgB,Cellular processes,Motility,Flagellar motility,Periplasm,,,,unresolved
SputW3181_0471,flgB,3.7,6.8,9.6,1.81,2.58,1.42,lateral flagellar basal-body rod protein FlgB,Cellular processes,Motility,Flagellar motility (Swarming),Periplasm,,,,unresolved
SputW3181_1407,flgC,234.5,341.7,694.2,1.46,2.96,2.03,flagellar basal-body rod protein FlgC,Cellular processes,Motility,Flagellar motility,Periplasm,,,,unresolved
SputW3181_0473,flgD,0.9,2.7,20.0,2.9,21.51,7.41,lateral flagellar hook capping protein FlgD,Cell envelope,Surface structures,Flagellar motility (Swarming),Surface structure,,,,unresolved
SputW3181_1412,flgH,193.5,183.7,80.9,0.95,0.42,0.44,flagellar L-ring protein FlgH,Cellular processes,Motility,Flagellar motility,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_0469,flgM,30.7,25.7,0.0,0.84,0.0,0.0,lateral flagellar biosynthesis anti-sigma factor FlgM,Regulatory functions,Protein interactions,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_1402,flgM,254.0,305.3,744.7,1.2,2.93,2.44,flagellar biosynthesis anti-sigma factor FlgM,Regulatory functions,Protein interactions,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_0468,flgN,21.4,23.0,7.2,1.07,0.34,0.31,lateral flagellar biosysnthesis chaperone for FlgK and FlgL FlgN,Cellular processes,Motility,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_1401,flgN,101.4,128.3,234.6,1.27,2.31,1.83,secretion chaperone for FlgK and FlgL FlgN,Protein fate,Protein and peptide secretion and trafficking,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1399,flgO,67.9,74.3,201.0,1.09,2.96,2.71,outer membrane lipoprotein required for flagellar motility FlgO,Transport and binding proteins,Secretion systems,Flagellar motility,Outer Membrane Lipoprotein & Periplasm,,,,unresolved
SputW3181_0454,flhA,4.7,4.1,1.6,0.87,0.34,0.4,lateral flagellar biosynthesis protein FlhA,Cellular processes,Motility,Flagellar motility (Swarming),Inner Membrane (7 transmembrane spans),,,,unresolved
SputW3181_1418,fliC,845.8,1372.3,3620.8,1.62,4.28,2.64,flagellin FliC,Cell envelope,Surface structures,Flagellar motility,Surface structure,,,,unresolved
SputW3181_1420,fliD,203.8,291.8,763.1,1.43,3.74,2.62,flagellar filament capping protein FliD,Cell envelope,Surface structures,Flagellar motility,Surface structure,,,,unresolved
SputW3181_0462,fliE,11.2,9.5,0.0,0.85,0.01,0.01,lateral flagellar hook-basal body complex subunit FliE,Cellular processes,Motility,Flagellar motility (Swarming),Periplasm,,,,unresolved
SputW3181_0464,fliG,36.3,27.0,13.6,0.74,0.38,0.5,lateral flagellar motor switch protein FliG,Cellular processes,Motility,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0466,fliI,14.9,12.2,4.8,0.82,0.32,0.4,lateral flagellum-specific ATP synthase FliI,Cellular processes,Motility,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_1430,fliI,138.6,68.9,32.8,0.5,0.24,0.48,flagellar protein export ATPase FliI,Transport and binding proteins,Secretion systems,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_0460,fliM,2.8,2.7,11.2,0.97,4.02,4.15,lateral flagellar motor switching and energizing component FliM,Cellular processes,Motility,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0459,fliN,11.2,4.1,0.0,0.36,0.01,0.03,lateral flagellar motor switch protein FliN,Cellular processes,Motility,Flagellar motility (Swarming),Cytoplasm,,,,unresolved
SputW3181_0457,fliQ,7.4,5.4,0.0,0.73,0.02,0.02,lateral flagellar biosynthetic protein FliQ,Cellular processes,Motility,Flagellar motility (Swarming),Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1438,fliQ,140.5,131.0,37.6,0.93,0.27,0.29,flagellar export protein FliQ,Transport and binding proteins,Secretion systems,Flagellar motility,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1439,fliR,118.2,106.7,34.4,0.9,0.29,0.32,flagellar export protein FliR,Transport and binding proteins,Secretion systems,Flagellar motility,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_3054,folB,25.1,33.8,58.5,1.34,2.33,1.73,dihydroneopterin aldolase FolB,"Biosynthesis of cofactors, prosthetic groups, and carriers",Folic acid,Cofactor folate (B9) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_0334,folE,36.3,24.3,10.4,0.67,0.29,0.43,GTP cyclohydrolase I FolE,"Biosynthesis of cofactors, prosthetic groups, and carriers",Folic acid,Folic acid (B9) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_0202,frdC,8.4,5.4,0.0,0.65,0.01,0.02,fumarate reductase membrane anchoring subunit FrdC,Energy metabolism,Electron transport,Fumarate respiration,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_3940,ftn,63.3,39.2,12.8,0.62,0.2,0.33,ferritin Ftn,Cellular processes,Detoxification,Iron homeostasis,Cytoplasm,Fur,,,unresolved
SputW3181_1256,ftsB,80.0,44.6,34.4,0.56,0.43,0.77,cell division protein FtsB,Cellular processes,Cell division,Cell division,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3913,ftsY,27.9,35.1,95.3,1.26,3.41,2.71,signal recognition particle docking protein FtsY,Protein fate,Protein and peptide secretion and trafficking,Protein export - Sec,Cytoplasm,,,,unresolved
SputW3181_2472,G,19.5,5.4,55.2,0.28,2.83,10.23,LambdaSo-like minor tail protein G,Mobile and extrachromosomal element functions,Prophage functions,Bacteriophage; LambdaSo-like,Bacteriophage,,,,unresolved
SputW3181_3079,gabD,33.5,40.5,119.3,1.21,3.56,2.94,succinate-semialdehyde dehydrogenase [NAD(P)+] GabD,Central intermediary metabolism,Amino acids and amines,Putrescine degradation,Cytoplasm,,,,unresolved
SputW3181_2717,galE,376.8,476.8,148.9,1.27,0.4,0.31,UDP-glucose 4-epimerase GalE,Central intermediary metabolism,Sugars,,Cytoplasm,,,,unresolved
SputW3181_0692,galK,134.0,43.2,50.4,0.32,0.38,1.17,galactokinase GalK,Central intermediary metabolism,Sugars,Galactose degradation,Cytoplasm,,,,unresolved
SputW3181_0691,galM,89.3,33.8,19.2,0.38,0.22,0.57,aldose 1-epimerase GalM,Central intermediary metabolism,Sugars,Galactose degradation,Cytoplasm,,,,unresolved
SputW3181_2119,gapA,81.0,98.6,36.8,1.22,0.46,0.37,glyceraldehyde-3-phosphate dehydrogenase (NAD+) GapA,Energy metabolism,Glycolysis/gluconeogenesis,Entner-Dourdoroff pathway,Cytoplasm,HexR,,,unresolved
SputW3181_2117,gapB,279.1,224.2,813.5,0.8,2.91,3.63,glyceraldehyde-3-phosphate dehydrogenase GapB,Energy metabolism,Glycolysis/gluconeogenesis,Glycolysis/gluconeogenesis,Cytoplasm,HexR,,,unresolved
SputW3181_2824,gcvA,20.5,20.3,7.2,0.99,0.35,0.36,transcriptional activator of glycine metabolism GcvA,Regulatory functions,DNA interactions,Glycine metabolism,Cytoplasm,GcvA,,,unresolved
SputW3181_2324,gcvR,80.0,56.7,161.7,0.71,2.02,2.85,glycine cleavage system transcriptional repressor GcvR,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_1129,gesA,7.4,5.4,2.4,0.73,0.32,0.44,Au+ efflux pump MFP component GesA,Transport and binding proteins,Toxic compound efflux ,Detoxification - heavy metals (gold),Periplasm,,,,unresolved
SputW3181_1130,gesB,9.3,5.4,4.0,0.58,0.43,0.74,Au+ efflux pump permease component GesB,Transport and binding proteins,Toxic compound efflux ,Detoxification - heavy metals (gold),Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_0997,gldA,34.4,71.6,5.6,2.08,0.16,0.08,glycerol dehydrogenase GldA,Central intermediary metabolism,Polyol,Glycogen degradation,Cytoplasm,,,,unresolved
SputW3181_2856,glgB,5.6,25.7,0.8,4.6,0.14,0.03,"1,4-alpha-glucan branching enzyme GlgB",Energy metabolism,Biosynthesis and degradation of polysaccharides,Glycogen metabolism,Cytoplasm,,,,unresolved
SputW3181_4049,glmR,10.2,10.8,62.5,1.06,6.1,5.78,glucosamine-6-phosphate-responsive transcriptional repressor of lipopolysaccharide biosynthesis GlmR,Regulatory functions,DNA interactions,Lipopolysaccharide biosynthesis,Cytoplasm,GlmR,,,unresolved
SputW3181_0266,glnA,78.2,402.5,251.4,5.15,3.22,0.62,glutamine synthetase GlnA,Amino acid biosynthesis,Glutamate family,Nitrogen assimilation,Cytoplasm,NtrC,,,unresolved
SputW3181_3094,glnB,308.0,189.1,141.7,0.61,0.46,0.75,regulatory protein for nitrogen assimilation by glutamine synthetase GlnB,Regulatory functions,Protein interactions,,Cytoplasm,,,,unresolved
SputW3181_0700,glnK,15.8,402.5,50.4,25.45,3.19,0.13,regulatory protein for nitrogen assimilation GlnK,Regulatory functions,Protein interactions,Nitrogen assimilation,Cytoplasm,NtrC,,,unresolved
SputW3181_3358,glnK,18.6,35.1,41.6,1.89,2.24,1.19,regulatory protein for nitrogen assimilation GlnK,Regulatory functions,Protein interactions,Nitrogen assimilation,Cytoplasm,NtrC,,,unresolved
SputW3181_0890,glpD,112.6,51.3,37.6,0.46,0.33,0.73,aerobic glycerol-3-phosphate dehydrogenase GlpD,Central intermediary metabolism,Polyol,Glycerol degradation,Cytoplasm,,,,unresolved
SputW3181_1734,gltA,509.9,489.0,1810.4,0.96,3.55,3.7,citrate synthase GltA,Energy metabolism,TCA cycle,Glyoxylate bypass,Cytoplasm,PsrA,,,unresolved
SputW3181_3028,gltB,155.4,286.4,424.4,1.84,2.73,1.48,NADPH-dependent glutamate synthase large subunit GltB,Central intermediary metabolism,Amino acids and amines,Arginine metabolism,Cytoplasm,LiuR and ArgR,,,unresolved
SputW3181_1619,gltS,27.9,8.1,2.4,0.29,0.09,0.3,sodium:glutamate symporter GltS,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (11 transmembrane spans),,,,unresolved
SputW3181_0800,glyP,18.6,14.9,2.4,0.8,0.13,0.16,Na(+)-linked D-alanine glycine transporter GlyP,Transport and binding proteins,"Amino acids, peptides and amines",Glycine metabolism,Inner Membrane (11 transmembrane spans),glycine riboswitch,,,unresolved
SputW3181_3770,gmk,24.2,27.0,65.7,1.12,2.71,2.43,guanylate kinase Gmk,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleotide and nucleoside interconversions,,Cytoplasm,,,,unresolved
SputW3181_2302,gnd,37.2,36.5,12.8,0.98,0.34,0.35,6-phosphogluconate dehydrogenase decarboxylating Gnd,Energy metabolism,Pentose phosphate pathway,Pentose phosphate pathway,Cytoplasm,HexR,,,unresolved
SputW3181_1120,golS,32.6,37.8,8.0,1.16,0.25,0.21,Au responsive transcriptional regulator GolS,Regulatory functions,DNA interactions,Detoxification - heavy metals (gold),Cytoplasm,,,,unresolved
SputW3181_2895,gpL,6.5,6.8,0.0,1.04,0.02,0.02,HP1-like phage head/capsid assembly protein GpL,Mobile and extrachromosomal element functions,Prophage functions,,Bacteriophage,,,,unresolved
SputW3181_0108,greB,54.9,45.9,13.6,0.84,0.25,0.3,transcription elongation factor GreB,Transcription,Transcription factors,,Cytoplasm,,,,unresolved
SputW3181_3469,groEL,244.7,166.1,102.5,0.68,0.42,0.62,60 kDa chaperonin GroL,Protein fate,Protein folding and stabilization,,Cytoplasm,,,,unresolved
SputW3181_2630,grtP,5.6,8.1,14.4,1.45,2.58,1.78,D-glycerate transporter GrtP,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Glycerate degradation,Inner Membrane (13 transmembrane spans),SdaR,,,unresolved
SputW3181_3704,gspD,71.6,109.4,178.6,1.53,2.49,1.63,T2aSS secretion system secretin GspD,Transport and binding proteins,Porins and secretins,Type 2a secretion systems,Outer Membrane,,,,unresolved
SputW3181_3701,gspG,132.1,114.8,316.3,0.87,2.39,2.75,T2aSS secretion system pseudopilus protein GspG,Transport and binding proteins,Secretion systems,Type 2a secretion systems,Periplasm,,,,unresolved
SputW3181_1361,guaB,62.3,70.2,187.4,1.13,3.01,2.67,inosine-5-monophosphate dehydrogenase GuaB,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,Purine biosynthesis,Cytoplasm,PUR,,,unresolved
SputW3181_2989,hcr,7.4,5.4,20.8,0.73,2.8,3.85,NADH oxidoreductase Hcr,Energy metabolism,Electron transport,Nitrosative stress response,Cytoplasm,NsrR,,,unresolved
SputW3181_2279,hdtR,157.2,164.8,68.9,1.05,0.44,0.42,transcriptional regulator HdfR,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2270,hemB,8.4,16.2,38.4,1.94,4.59,2.37,delta-aminolevulinic acid dehydratase HemB,"Biosynthesis of cofactors, prosthetic groups, and carriers","Heme, porphyrin, and cobalamin",Heme and Siroheme biosynthesis,Cytoplasm,,,,unresolved
SputW3181_1328,hemH,482.9,140.5,159.3,0.29,0.33,1.13,ferrochelatase HemH,"Biosynthesis of cofactors, prosthetic groups, and carriers","Heme, porphyrin, and cobalamin",Heme and Siroheme biosynthesis,Cytoplasm,,,,unresolved
SputW3181_2372,hinT,57.7,59.4,134.5,1.03,2.33,2.26,purine nucleoside phosphoramidase HinT,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleotide and nucleoside interconversions,pyrimidine conversions,Cytoplasm,,,,unresolved
SputW3181_1826,hisA,29.8,24.3,209.8,0.82,7.05,8.63,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase HisA,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,His attenuator,,,unresolved
SputW3181_1828,hisB,16.7,25.7,182.6,1.53,10.9,7.11,bifunctional imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase HisB,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,His attenuator,,,unresolved
SputW3181_1829,hisC,14.0,25.7,147.3,1.84,10.56,5.74,histidinol-phosphate aminotransferase HisC,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,His attenuator,,,unresolved
SputW3181_1830,hisD,30.7,110.8,301.1,3.61,9.81,2.72,histidinol dehydrogenase HisD,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,His attenuator,,,unresolved
SputW3181_1825,hisF,26.1,25.7,200.2,0.99,7.68,7.8,imidazole glycerol phosphate synthase cyclase subunit HisF,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,His attenuator,,,unresolved
SputW3181_1831,hisG,14.9,63.5,203.4,4.26,13.66,3.2,ATP phosphoribosyltransferase HisG,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,His attenuator,,,unresolved
SputW3181_1827,hisH,27.9,28.4,100.9,1.02,3.61,3.56,imidazole glycerol phosphate synthase glutamine amidotransferase subunit HisH,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,His attenuator,,,unresolved
SputW3181_1824,hisIE,23.3,20.3,197.8,0.87,8.5,9.76,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase HisIE,Amino acid biosynthesis,Histidine family,Histidine biosynthesis,Cytoplasm,His attenuator,,,unresolved
SputW3181_3110,hlyU,113.5,133.7,46.4,1.18,0.41,0.35,transcriptional activator HlyU,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2354,hmgA,6.5,6.8,32.0,1.04,4.92,4.74,"homogentisate 1,2-dioxygenase HmgA",Central intermediary metabolism,Amino acids and amines,Tyrosine degradation,Cytoplasm,HmgR,,,unresolved
SputW3181_3201,hmuA,21.4,4.1,1.6,0.19,0.07,0.4,TonB-dependent heme/hemoglobin receptor HmuA,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur,,,unresolved
SputW3181_3214,hmuB,11.2,6.8,25.6,0.6,2.29,3.79,ABC-type hemin uptake system substrate-binding component HmuB,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Periplasm,,,,unresolved
SputW3181_3216,hmuD,8.4,6.8,0.0,0.81,0.01,0.02,ABC-type hemin uptake system ATPase component HmuD,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Cytoplasm,,,,unresolved
SputW3181_3200,hmuX,29.8,8.1,0.0,0.27,0.0,0.02,heme iron utilization protein HmuX,Unknown function,General,Iron homeostasis,Cytoplasm,Fur,,,unresolved
SputW3181_3199,hmuZ,53.0,21.6,0.0,0.41,0.0,0.01,FMN binding heme iron utilization protein HmuZ,Unknown function,Enzymes of unknown specificity,Iron homeostasis,Cytoplasm,Fur,,,unresolved
SputW3181_1796,holB,70.7,78.3,28.0,1.11,0.4,0.36,DNA polymerase III delta' subunit HolB,DNA metabolism,"DNA replication, recombination, and repair",DNA replication,Cytoplasm,,,,unresolved
