gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
grpE,grpE,AKG35_RS00105,PMT0021,Protein Homology,24945.0,25658.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129400.1,nucleotide exchange factor GrpE,WP_011129400.1,"PMT0021,PMT_0021,RG24_RS00105",24945.0,25658.0,+,CK_Pro_MIT9313_00021,grpE,"GO:0006457,GO:0051082,GO:0000774,GO:0042803,GO:0051087",CK_00000351,"D.1.6,D.1.9,D.4,K.5,L.3","Temperature, Other,Chaperones,Other,Protein folding and stabilization","COG0576,bactNOG36629,cyaNOG02683","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,protein folding,unfolded protein binding,adenyl-nucleotide exchange factor activity,protein homodimerization activity,chaperone binding",chaperone protein GrpE,"PF01025,PS01071,IPR000740","GrpE,grpE protein signature.,GrpE nucleotide exchange factor","136,95","Protein synthesis / Other,Protein fate / Protein folding and stabilization"
dnaJ,dnaJ,AKG35_RS00110,PMT0022,Protein Homology,25703.0,26839.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129401.1,molecular chaperone DnaJ,WP_011129401.1,"PMT0022,PMT_0022,RG24_RS00110",25703.0,26839.0,+,CK_Pro_MIT9313_00022,dnaJ1,"GO:0006457,GO:0009408,GO:0051082,GO:0005524,GO:0031072",CK_00000350,"D.1.7,L.3","Trace metals,Protein folding and stabilization","COG0484,bactNOG02166,cyaNOG02101","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,response to heat,protein folding,response to heat,unfolded protein binding,ATP binding,heat shock protein binding",DnaJ type I chaperone protein,"TIGR02349,PF00226,PF01556,PF00684,PS00636,PS51188,PS50076,IPR001623,IPR002939,IPR001305,IPR012724,IPR018253,IPR008971,IPR036869","chaperone protein DnaJ,DnaJ domain,DnaJ C terminal domain,DnaJ central domain,Nt-dnaJ domain signature.,Zinc finger CR-type profile.,dnaJ domain profile.,DnaJ domain,Chaperone DnaJ%2C C-terminal,Heat shock protein DnaJ%2C cysteine-rich domain,Chaperone DnaJ,DnaJ domain%2C conserved site,HSP40/DnaJ peptide-binding,Chaperone J-domain superfamily",95,Protein fate / Protein folding and stabilization
AKG35_RS00115,,AKG35_RS00115,PMT0023,Protein Homology,26836.0,27081.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824712.1,sulfurtransferase TusA family protein,WP_011129402.1,"PMT0023,PMT_0023,RG24_RS00115",26836.0,27081.0,+,CK_Pro_MIT9313_00023,PMT0023,,CK_00001352,"D.1.7,R.2","Trace metals,Conserved hypothetical proteins","COG0425,bactNOG42560,cyaNOG04003","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,,TusA-like domain-containing protein,"PF01206,IPR001455,IPR036868","Sulfurtransferase TusA,TusA-like domain,TusA-like domain superfamily",156,Hypothetical proteins / Conserved
rsgA,rsgA,AKG35_RS00120,PMT0024,Protein Homology,27068.0,28033.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824713.1,ribosome small subunit-dependent GTPase A,WP_011129403.1,"PMT0024,PMT_0024,RG24_RS00120",27068.0,28033.0,+,CK_Pro_MIT9313_00024,rsgA,"GO:0006412,GO:0005525,GO:0043022,GO:0003924",CK_00000349,"B.10.5,D.1.7","Thiamine (b1),Trace metals","COG1162,bactNOG00053,bactNOG02697,bactNOG02055,cyaNOG00900","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only","3.6.1.-,3.1.3.100",thiamine phosphate phosphatase,"translation,translation,GTP binding,ribosome binding,GTPase activity",ribosome biogenesis GTPase / thiamine phosphate phosphatase,"TIGR00157,PF03193,PS51721,PS50936,IPR030378,IPR004881,IPR010914,IPR027417","ribosome small subunit-dependent GTPase A,RsgA GTPase,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain profile.,EngC GTPase domain profile.,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain,Ribosome biogenesis GTPase RsgA,RsgA GTPase domain,P-loop containing nucleoside triphosphate hydrolase",162,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Thiamine
AKG35_RS00125,,AKG35_RS00125,PMT0025,Protein Homology,27990.0,28331.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129404.1,YbaB/EbfC family nucleoid-associated protein,WP_011129404.1,"PMT0025,PMT_0025,RG24_RS00125",27990.0,28331.0,-,CK_Pro_MIT9313_00025,PMT0025,"GO:0003677,GO:0005737",CK_00000348,,,"COG0718,bactNOG102044,bactNOG85866,bactNOG98937,bactNOG86255,cyaNOG03569,cyaNOG06668","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"DNA binding,DNA binding,cytoplasm",DNA-binding protein%2C YbaB/EbfC family,"TIGR00103,PF02575,IPR004401","DNA-binding protein%2C YbaB/EbfC family,YbaB/EbfC DNA-binding family,Nucleoid-associated protein YbaB/EbfC family",156,Hypothetical proteins / Conserved
murB,murB,AKG35_RS00130,PMT0026,Protein Homology,28356.0,29279.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824715.1,UDP-N-acetylmuramate dehydrogenase,WP_011129405.1,"PMT0026,PMT_0026,RG24_RS00130",28356.0,29279.0,-,CK_Pro_MIT9313_00026,murB,"GO:0009252,GO:0055114,GO:0008762,GO:0016614,GO:0050660,GO:0016491",CK_00000347,C.2,Murein sacculus and peptidoglycan,"COG0812,bactNOG01505,bactNOG03572,cyaNOG01203","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",1.3.1.98,Transferred to 1.3.1.98,"peptidoglycan biosynthetic process,oxidation-reduction process,peptidoglycan biosynthetic process,oxidation-reduction process,UDP-N-acetylmuramate dehydrogenase activity,oxidoreductase activity%2C acting on CH-OH group of donors,flavin adenine dinucleotide binding,oxidoreductase activity",UDP-N-acetylenolpyruvoylglucosamine reductase,"TIGR00179,PF02873,PF01565,PS51387,IPR003170,IPR011601,IPR016166,IPR006094","UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase%2C C-terminal domain,FAD binding domain,PCMH-type FAD-binding domain profile.,UDP-N-acetylenolpyruvoylglucosamine reductase,UDP-N-acetylenolpyruvoylglucosamine reductase%2C C-terminal,FAD-binding domain%2C PCMH-type,FAD linked oxidase%2C N-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
murC,murC,AKG35_RS00135,PMT0027,Protein Homology,29255.0,30721.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129406.1,UDP-N-acetylmuramate--L-alanine ligase,WP_011129406.1,"PMT0027,PMT_0027,RG24_RS00135",29255.0,30721.0,-,CK_Pro_MIT9313_00027,murC,"GO:0007049,GO:0008360,GO:0051301,GO:0005524,GO:0008763,GO:0016874",CK_00000346,C.2,Murein sacculus and peptidoglycan,"COG0773,bactNOG00786,bactNOG85446,cyaNOG00623","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",6.3.2.8,UDP-N-acetylmuramate---L-alanine ligase%3B MurC synthetase%3B UDP-N-acetylmuramoyl-L-alanine synthetase%3B uridine diphospho-N-acetylmuramoylalanine synthetase%3B UDP-N-acetylmuramoylalanine synthetase%3B L-alanine-adding enzyme%3B UDP-acetylmuramyl-L-alanine synthetase%3B UDPMurNAc-L-alanine synthetase%3B L-Ala ligase%3B uridine diphosphate N-acetylmuramate:L-alanine ligase%3B uridine 5'-diphosphate-N-acetylmuramyl-L-alanine synthetase%3B uridine-diphosphate-N-acetylmuramate:L-alanine ligase%3B UDP-MurNAc:L-alanine ligase%3B alanine-adding enzyme%3B UDP-N-acetylmuramyl:L-alanine ligase%3B UDP-N-acetylmuramate:L-alanine ligase (ADP-forming),"cell cycle,regulation of cell shape,cell division,cell cycle,regulation of cell shape,cell division,ATP binding,UDP-N-acetylmuramate-L-alanine ligase activity,ligase activity",UDP-N-acetylmuramate-alanine ligase,"TIGR01082,PF08245,PF01225,PF02875,IPR013221,IPR000713,IPR005758,IPR004101","UDP-N-acetylmuramate--L-alanine ligase,Mur ligase middle domain,Mur ligase family%2C catalytic domain,Mur ligase family%2C glutamate ligase domain,Mur ligase%2C central,Mur ligase%2C N-terminal catalytic domain,UDP-N-acetylmuramate--L-alanine ligase,Mur ligase%2C C-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
gap,gap,AKG35_RS00140,PMT0028,Protein Homology,30893.0,31915.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862050.1,type I glyceraldehyde-3-phosphate dehydrogenase,WP_041384819.1,"PMT0028,PMT_0028,RG24_RS00140",30893.0,31915.0,+,CK_Pro_MIT9313_00028,gap2,"GO:0015977,GO:0008886",CK_00000017,"G.4,J.2","Glycolysis/gluconeogenesis,CO2 fixation","COG0057,bactNOG00550,cyaNOG00605","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",1.2.1.59,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)%3B triosephosphate dehydrogenase (NAD(P))%3B glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating),"carbon fixation,carbon fixation,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity",glyceraldehyde-3-phosphate dehydrogenase,"TIGR01534,PF02800,PF00044,PS00071,IPR020829,IPR020830,IPR006424,IPR020828","glyceraldehyde-3-phosphate dehydrogenase%2C type I,Glyceraldehyde 3-phosphate dehydrogenase%2C C-terminal domain,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD binding domain,Glyceraldehyde 3-phosphate dehydrogenase active site.,Glyceraldehyde 3-phosphate dehydrogenase%2C catalytic domain,Glyceraldehyde 3-phosphate dehydrogenase%2C active site,Glyceraldehyde-3-phosphate dehydrogenase%2C type I,Glyceraldehyde 3-phosphate dehydrogenase%2C NAD(P) binding domain","116,164","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Photosynthesis"
thiL,thiL,AKG35_RS00145,PMT0029,Protein Homology,32003.0,32986.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129408.1,thiamine-phosphate kinase,WP_011129408.1,"PMT0029,PMT_0029,RG24_RS00145",32003.0,32986.0,-,CK_Pro_MIT9313_00029,thiL,"GO:0009228,GO:0009030",CK_00000345,B.10.5,Thiamine (b1),"COG0611,bactNOG04703,bactNOG99836,cyaNOG00663","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.7.4.16,thiamine-phosphate kinase%3B thiamin-monophosphate kinase%3B thiamin monophosphatase%3B thiamin monophosphokinase,"thiamine biosynthetic process,thiamine biosynthetic process,thiamine-phosphate kinase activity",thiamine-monophosphate kinase,"TIGR01379,PF00586,PF02769,IPR006283,IPR010918","thiamine-phosphate kinase,AIR synthase related protein%2C N-terminal domain,AIR synthase related protein%2C C-terminal domain,Thiamine-monophosphate kinase,PurM-like%2C C-terminal domain",162,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Thiamine
AKG35_RS00150,,AKG35_RS00150,PMT0030,Protein Homology,32997.0,34079.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129409.1,peptidylprolyl isomerase,WP_011129409.1,"PMT0030,PMT_0030,RG24_RS00150",32997.0,34079.0,-,CK_Pro_MIT9313_00030,PMT0030,"GO:0000413,GO:0006457,GO:0003755",CK_00000344,,,"COG0652,COG0419,bactNOG01204,cyaNOG01551","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",5.2.1.8,peptidylprolyl isomerase%3B PPIase%3B cyclophilin [misleading%2C see comments]%3B peptide bond isomerase%3B peptidyl-prolyl cis-trans isomerase,"protein peptidyl-prolyl isomerization,protein folding,protein peptidyl-prolyl isomerization,protein folding,peptidyl-prolyl cis-trans isomerase activity",cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD family protein,"PF00160,PS50072,IPR002130","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain profile.,Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain",95,Protein fate / Protein folding and stabilization
efp,efp,AKG35_RS00155,PMT0031,Protein Homology,34145.0,34705.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010312660.1,elongation factor P,WP_011129410.1,"PMT0031,PMT_0031,RG24_RS00155",34145.0,34705.0,+,CK_Pro_MIT9313_00031,efp,"GO:0006414,GO:0043043,GO:0003746,GO:0005737",CK_00000343,K.4,Translation factors,"COG0231,bactNOG04832,cyaNOG00531","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translational elongation,peptide biosynthetic process,translational elongation,peptide biosynthetic process,translation elongation factor activity,translational elongation,peptide biosynthetic process,translation elongation factor activity,cytoplasm",translation elongation factor P,"TIGR00038,PF09285,PF01132,PF08207,PS01275,IPR015365,IPR013852,IPR001059,IPR011768,IPR013185","translation elongation factor P,Elongation factor P%2C C-terminal,Elongation factor P (EF-P) OB domain,Elongation factor P (EF-P) KOW-like domain,Elongation factor P signature.,Elongation factor P%2C C-terminal,Translation elongation factor P/YeiP%2C conserved site,Translation elongation factor P/YeiP%2C central,Translation elongation factor P,Translation elongation factor%2C KOW-like",169,Protein synthesis / Translation factors
accB,accB,AKG35_RS00160,PMT0032,Protein Homology,34705.0,35199.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129411.1,acetyl-CoA carboxylase biotin carboxyl carrier protein,WP_011129411.1,"PMT0032,PMT_0032,RG24_RS00160",34711.0,35199.0,+,CK_Pro_MIT9313_00032,accB,"GO:0006633,GO:0009317,GO:0003989",CK_00000342,"H,H.2","Fatty acid%2C phospholipid and sterol metabolism,Fatty acid metabolism","COG0511,bactNOG29791,cyaNOG05487,cyaNOG02991,cyaNOG03254","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",6.4.1.2,acetyl-CoA carboxylase%3B HFA1 (gene name)%3B ACC1 (gene name)%3B acetyl coenzyme A carboxylase%3B acetyl-CoA:carbon-dioxide ligase (ADP-forming),"fatty acid biosynthetic process,fatty acid biosynthetic process,acetyl-CoA carboxylase complex,fatty acid biosynthetic process,acetyl-CoA carboxylase complex,acetyl-CoA carboxylase activity",acetyl-CoA carboxylase%2C biotin carboxyl carrier protein,"TIGR00531,PF00364,PS00188,PS50968,IPR000089,IPR001882,IPR001249","acetyl-CoA carboxylase%2C biotin carboxyl carrier protein,Biotin-requiring enzyme,Biotin-requiring enzymes attachment site.,Biotinyl/lipoyl domain profile.,Biotin/lipoyl attachment,Biotin-binding site,Acetyl-CoA biotin carboxyl carrier",176,Fatty acid and phospholipid metabolism / Biosynthesis
pdxA,pdxA,AKG35_RS00165,PMT0033,Protein Homology,35200.0,36231.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129412.1,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,WP_011129412.1,"PMT0033,PMT_0033,RG24_RS00165",35200.0,36231.0,-,CK_Pro_MIT9313_00033,pdxA,"GO:0008615,GO:0055114,GO:0050570,GO:0051287",CK_00000341,B.10.4,Pyridoxine (b6),"COG1995,bactNOG00241,cyaNOG00894","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.1.1.262,4-hydroxythreonine-4-phosphate dehydrogenase%3B NAD+-dependent threonine 4-phosphate dehydrogenase%3B L-threonine 4-phosphate dehydrogenase%3B 4-(phosphohydroxy)-L-threonine dehydrogenase%3B PdxA%3B 4-(phosphonooxy)-L-threonine:NAD+ oxidoreductase%3B 4-phosphooxy-L-threonine:NAD+ oxidoreductase,"pyridoxine biosynthetic process,oxidation-reduction process,pyridoxine biosynthetic process,oxidation-reduction process,4-hydroxythreonine-4-phosphate dehydrogenase activity,NAD binding",4-hydroxythreonine-4-phosphate dehydrogenase PdxA,"TIGR00557,PF04166,IPR005255","4-hydroxythreonine-4-phosphate dehydrogenase PdxA,Pyridoxal phosphate biosynthetic protein PdxA,PdxA family",84,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridoxine
AKG35_RS00175,,AKG35_RS00175,PMT0034,Protein Homology,36414.0,37334.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824724.1,SDR family oxidoreductase,WP_011129413.1,"PMT0034,PMT_0034,RG24_RS00175",36414.0,37334.0,-,CK_Pro_MIT9313_00034,PMT0034,,CK_00000340,R.3,Enzymes of unknown specificity,"COG0451,bactNOG09117,bactNOG19152,bactNOG24274,bactNOG57827,bactNOG22374,bactNOG15170,cyaNOG01686,cyaNOG02682","COG: MG,bactNOG: M,bactNOG: M,bactNOG: M,bactNOG: M,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: M,cyaNOG: M,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,,uncharacterized conserved NADP-binding domain-containing protein,"PF13460,PF04321,IPR036291,IPR029903","NAD(P)H-binding,RmlD substrate binding domain,NAD(P)-binding domain superfamily,RmlD-like substrate binding domain",703,Unknown function / Enzymes of unknown specificity
