NATL2_01661,PMN2A_RS00800,PMN2A_1481,-1.323***,-7.058***,-7.773***,-2.333***,-1.181***,-2.139***,,beta-N-acetylhexosaminidase,Possible beta-N-acetylglucosaminidase,
NATL2_01671,PMN2A_RS00805,PMN2A_1482,0.711,1.486***,1.504***,0.845,1.585***,0.411,hemD,uroporphyrinogen III methyltransferase,Uroporphyrinogen-III synthase (EC 4.2.1.75),
NATL2_01681,PMN2A_RS00810,PMN2A_1483,-0.41,-0.871***,-6.983***,-0.3,-0.113,-1.198***,,membrane protein,Oligoketide cyclase/lipid transport protein homolog,
NATL2_01691,PMN2A_RS00815,PMN2A_1484,-0.036,-0.242,1.045***,0.081,-0.058,-0.742,crtQ,zeta-carotene desaturase,"Pro-zeta-carotene desaturase, prolycopene producing (EC 1.-.-.-)",
NATL2_01701,PMN2A_RS00820,PMN2A_1485,0.615,0.089,2.766***,1.375,0.923,1.181***,,hypothetical protein,probable iron binding protein from the HesB_IscA_SufA family,
NATL2_01711,PMN2A_RS00825,PMN2A_1486,0.362,2.118***,1.264***,0.48,1.01,0.815,,hypothetical protein,"TPR-repeat protein, specific for cyanobacteria",
NATL2_01721,PMN2A_RS00830,PMN2A_1487,0.643,1.067***,-0.012,0.577,0.141,-1.048***,,multidrug MFS transporter,Cell division inhibitor,
NATL2_01731,PMN2A_RS00835,PMN2A_1488,-0.329,-2.822***,-6.152***,-0.328,0.053,-1.912***,,NAD(P)H-quinone oxidoreductase subunit O,FIG00940444: hypothetical protein,
NATL2_01741,PMN2A_RS00840,PMN2A_1489,0.428,-3.053***,-6.435***,-0.195,0.798,-0.264,,molecular chaperone DnaJ,possible heat shock protein DnaJ,
NATL2_01751,PMN2A_RS00845,PMN2A_1490,-0.053,-0.357,-1.406***,0.334,-0.654,-1.785***,,cysteine synthase,Cysteine synthase (EC 2.5.1.47),Synpcc7942_B2623; decreased
NATL2_01761,,PMN2A_1910,-1.177,-7.718***,-5.373***,-1.56,-1.75***,-2.007***,,,hypothetical protein,
NATL2_01771,PMN2A_RS00850,PMN2A_1491,0.059,3.65***,-5.51***,-0.252,0.006,-2.598***,,hypothetical protein,FIG00940056: hypothetical protein,
NATL2_01781,PMN2A_RS00855,PMN2A_1492,0.017,-6.629***,-6.594***,1.524***,-0.159,-0.717,,hypothetical protein,conserved hypothetical protein in cyanobacteria,
NATL2_01791,PMN2A_RS00860,PMN2A_1493,-0.041,-0.941,1.257***,-0.195,-1.114,-1.923***,,cobalt ABC transporter,"Possible ABC transporter, ATP-binding component",
NATL2_01801,PMN2A_RS00870,PMN2A_1494,-0.48,-3.644***,-1.833***,-0.411,-4.05***,-3.877***,rpaA,chemotaxis protein CheY,Two-component system response regulator,
NATL2_01811,PMN2A_RS00875,PMN2A_1495,-0.86,0.543,-1.47***,0.21,0.23,-1.373,holB,DNA polymerase III subunit delta',DNA polymerase III delta prime subunit (EC 2.7.7.7),
NATL2_01821,PMN2A_RS00880,PMN2A_1496,-0.936,-2.548***,-5.486***,-0.85,-0.396,-1.57***,tmk,thymidylate kinase,Thymidylate kinase (EC 2.7.4.9),
NATL2_01831,PMN2A_RS00885,PMN2A_1497,0.006,-0.254,-1.176***,0.114,-0.082,-2.294***,zntA,P-type ATPase transporter for copper,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)",
NATL2_01841,PMN2A_RS00890,PMN2A_1498,0.278,1.324***,-5.836***,0.511,0.576,-1.211***,ycf3,photosystem I assembly protein Ycf3,photosystem I assembly related protein Ycf3,
NATL2_01851,PMN2A_RS00895,PMN2A_1499,-0.799,1.674***,1.939***,-0.938,-1.351,-1.178,radA,DNA repair protein RadA,DNA repair protein RadA,
NATL2_01861,PMN2A_RS00900,PMN2A_1500,0.422,1.814***,3.798***,0.402,1.448***,2.635***,,XRE family transcriptional regulator,Two-component response regulator,
NATL2_01871,PMN2A_RS00905,PMN2A_1501,-0.848,3.022***,5.188***,-0.51,0.283,1.125***,plsX,glycerol-3-phosphate acyltransferase,Phosphate:acyl-ACP acyltransferase PlsX,
NATL2_01881,PMN2A_RS00910,PMN2A_1502,-0.663,2.247***,-5.369***,-0.055,0.311,0.215,fabH,3-oxoacyl-ACP synthase III,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)",
NATL2_01901,PMN2A_RS00920,PMN2A_1504,-0.381,-0.277,3.804***,0.089,-0.383,0.054,,1-acyl-sn-glycerol-3-phosphate acyltransferase,1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51),
NATL2_01911,PMN2A_RS00925,PMN2A_1505,-1.208,-2.356***,-5.295***,-1.685,-0.173,-0.344,,peptidase,"Inactive homolog of metal-dependent proteases, putative molecular chaperone",
NATL2_01921,PMN2A_RS00930,PMN2A_1506,-0.233,-1.371***,0.721,0.058,-0.806,-0.893,ycf34,hypothetical protein,hypothetical protein,Synpcc7942_1460; increased
NATL2_01931,PMN2A_RS00935,PMN2A_1507,-0.048,-5.477***,1.913***,-0.033,-0.758,-1.925***,cca,tRNA nucleotidyltransferase,"tRNA nucleotidyltransferase, CC-adding (EC 2.7.7.72)",
NATL2_01941,PMN2A_RS00940,PMN2A_1508,-0.857***,-0.312,1.754***,-0.722***,-0.746***,-0.006,,RNA-binding protein,RNA-binding region RNP-1,
,PMN2A_RS00945,PMN2A_1509,-0.236,-0.187,1.511***,0.11,-0.172,-0.563,,phytoene synthase,Phytoene synthase (EC 2.5.1.32),
NATL2_01961,PMN2A_RS00950,PMN2A_1510,-0.078,-0.319,-1.069***,0.011,-0.995***,-1.272***,pds,phytoene desaturase,"Phytoene desaturase, pro-zeta-carotene producing (EC 1.-.-.-)",
NATL2_01971,PMN2A_RS00955,PMN2A_1511,-0.278,-2.386***,-4.637***,0.058,0.618,1.09,,NAD(P)H-quinone oxidoreductase subunit M,Putative subunit of NAD(P)H:quinone oxidoreductase,
NATL2_01981,PMN2A_RS00960,PMN2A_1512,-0.61,-1.035,-1.298***,-0.086,0.148,-0.399,,hypothetical protein,FIG00940868: hypothetical protein,
NATL2_01991,PMN2A_RS00965,PMN2A_1513,-0.557,-4.451***,-5.309***,-0.127,-2.271***,-0.728***,rbcR,transcriptional regulator,RuBisCO operon transcriptional regulator,
NATL2_02001,PMN2A_RS00970,PMN2A_1514,0.306,-0.209,-7.434***,0.28,0.163,-1.072***,,membrane protein,Conserved NnrU/NnuR ortholog membrane enzyme,
NATL2_02011,PMN2A_RS00975,PMN2A_1515,-0.2,-2.156***,-1.024***,0.045,-1.071***,-2.042***,ndhF,oxidoreductase,"NADH dehydrogenase subunit 5, Involved in CO2 fixation",Synpcc7942_1473; decreased
NATL2_02021,PMN2A_RS00980,PMN2A_1516,0.034,-4.732***,-7.208***,0.332,-2.278***,-4.241***,,NAD(P)H-quinone oxidoreductase chain 4,"NADH dehydrogenase subunit 4, Involved in CO2 fixation",
NATL2_02031,PMN2A_RS00985,PMN2A_1517,0.349,-0.718,-6.963***,0.566,0.326,-1.725***,,segregation and condensation protein A,hypothetical protein,
NATL2_02041,PMN2A_RS00990,PMN2A_1518,-0.637,-3.38***,-0.196,-0.047,-2.87***,1.922***,glgC,mannose-1-phosphate guanyltransferase,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27),
NATL2_02051,PMN2A_RS00995,PMN2A_1519,0.498,1.321,1.618***,0.37,1.365,1.609***,metF,methylenetetrahydrofolate reductase,"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",
NATL2_02061,PMN2A_RS01000,PMN2A_1520,1.155***,3.599***,2.81***,1.276***,2.925***,2.68***,csgD,LuxR family transcriptional regulator,"Transcriptional regulator, contains HTH motif",
NATL2_02071,,PMN2A_1521,-0.197,2.162***,-4.829***,0.348,3.091***,5.141***,,,FIG00941193: hypothetical protein,
NATL2_02081,PMN2A_RS01005,PMN2A_1522,-0.688,-0.278,-5.079***,-0.573,-0.212,-1.032,,hypothetical protein,FIG00940962: hypothetical protein,
NATL2_02091,PMN2A_RS01010,PMN2A_1523,-0.58,-2.706***,1.576***,-0.265,-0.597,-2.273***,,NAD kinase 2,NAD kinase (EC 2.7.1.23),
NATL2_02101,PMN2A_RS01015,PMN2A_1524,-1.316***,-8.752***,-6.481***,-1.778***,-2.694***,-2.218***,ndhE,NADH:ubiquinone oxidoreductase subunit K,NADH dehydrogenase subunit 4L,
NATL2_02111,PMN2A_RS01020,PMN2A_1525,-2.296***,-3.053***,1.897***,-1.505,-2.046***,-1.937***,ndhG,NADH:ubiquinone oxidoreductase subunit J,NAD(P)H-quinone oxidoreductase chain J (EC 1.6.5.2),
NATL2_02121,PMN2A_RS01025,PMN2A_1526,-1.468***,-2.532***,-6.416***,-1.353***,-2.57***,-1.381***,ndhI,NAD(P)H-quinone oxidoreductase subunit I,NAD(P)H-quinone oxidoreductase chain I (EC 1.6.5.2),
NATL2_02131,PMN2A_RS01030,PMN2A_1527,0.217,-0.551,-3.69***,0.209,-0.489,-1.913***,ndhA,NADPH-quinone oxidoreductase,NAD(P)H-quinone oxidoreductase chain 1,
NATL2_02141,PMN2A_RS01035,PMN2A_1528,-0.554,-1.567***,0.123,-0.1,0.147,-0.998,gltA,citrate synthase,Citrate synthase (si) (EC 2.3.3.1),
NATL2_02151,,PMN2A_1911,-1.337,-5.809***,-6.575***,-2.804,-0.15,-3.021***,,,hypothetical protein,
NATL2_02161,PMN2A_RS01040,PMN2A_1529,-0.127,0.451,-6.299***,-0.041,1.089,-0.327,,hypothetical protein,FIG00940180: hypothetical protein,
NATL2_02171,PMN2A_RS01045,PMN2A_1530,0.102,2.423***,-6.729***,0.906,0.486,-0.481,pspE,sulfurtransferase,Rhodanese-related sulfurtransferase,
NATL2_02181,PMN2A_RS01050,PMN2A_1531,-0.46,-1.369***,-0.127,-0.265,-1.156,-1.735***,trpB,tryptophan synthase subunit beta,Tryptophan synthase beta chain (EC 4.2.1.20),
NATL2_02191,PMN2A_RS01055,PMN2A_1532,0.661,3.963***,5.252***,1.148,2.699***,3.12***,sui1,translation initiation factor SUI1,Translation initiation factor SUI1-related protein,
NATL2_02201,PMN2A_RS01060,PMN2A_1533,-0.438,0.89,0.275,-0.325,-0.059,1.142***,cysC,adenylylsulfate kinase,Adenylylsulfate kinase (EC 2.7.1.25),
NATL2_02211,PMN2A_RS01065,PMN2A_1534,0.275,-1.017***,-7.532***,-0.343,-0.03,-2.745***,purE,phosphoribosylaminoimidazole carboxylase,Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21),
NATL2_02221,PMN2A_RS01070,PMN2A_1535,-0.089,-0.36,-5.321***,0.565,1.211,1.147,nagA,N-acetylglucosamine-6-phosphate deacetylase,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),
NATL2_02231,PMN2A_RS01075,PMN2A_1536,-0.097,1.853***,0.449,-0.197,0.411,0.902,chlM,SAM-dependent methyltransferase,Mg-protoporphyrin O-methyltransferase (EC 2.1.1.11),
NATL2_02241,PMN2A_RS01080,PMN2A_1537,0.044,0.883***,4.143***,0.001,-0.457,4.329***,,chemotaxis protein CheY,Two-component response regulator,
NATL2_02251,PMN2A_RS01085,PMN2A_1538,-0.979,1.203***,-4.58***,-0.649,-0.267,0.645,,cysteine desulfurase,Cysteine desulfurase (EC 2.8.1.7),
NATL2_02261,PMN2A_RS01090,PMN2A_1539,-0.675,-3.239***,-1.902***,-0.493,-1.491***,-2.914***,,ribosomal RNA small subunit methyltransferase H,rRNA small subunit methyltransferase H,
NATL2_02271,PMN2A_RS01095,PMN2A_1540,0.324,-0.099,0.568***,0.701***,-0.296,-0.731***,ndhH,NAD(P)H-quinone oxidoreductase subunit H,NAD(P)H-quinone oxidoreductase chain H (EC 1.6.5.2),
NATL2_02281,PMN2A_RS01100,PMN2A_1541,-0.237,-1.3***,-0.349,0.913,0.726,0.144,,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",Predicted thioesterase,Synpcc7942_1744; decreased
NATL2_02291,PMN2A_RS01105,PMN2A_1542,-0.782,0.885,-5.151***,0.371,-0.11,-2.942***,menE,O-succinylbenzoic acid--CoA ligase,O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26),
NATL2_02301,PMN2A_RS01110,PMN2A_1543,-0.122,2.08***,-5.55***,0.162,0.04,-1.862***,menC,O-succinylbenzoate-CoA synthase,O-succinylbenzoate synthase (EC 4.2.1.113),
NATL2_02311,PMN2A_RS01115,PMN2A_1544,-0.022,0.546,1.012,0.242,0.144,-1.926***,menA,"1,4-dihydroxy-2-naphthoate octaprenyltransferase","1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.74)",
NATL2_02321,PMN2A_RS01120,PMN2A_1545,-0.629,-4.65***,1.96***,-0.526,-0.654,-3.424***,menF,isochorismate synthase,Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2),
NATL2_02331,PMN2A_RS01125,PMN2A_1546,-1.269***,-0.734***,-3.43***,-0.852,-1.072***,-1.828***,gshB,glutathione synthetase,Glutathione synthetase (EC 6.3.2.3),
NATL2_02341,PMN2A_RS01130,PMN2A_1547,-0.182,-0.039,1.593***,0.163,0.46,0.364,grxC,glutaredoxin,Glutaredoxin 3 (Grx1),
NATL2_02361,PMN2A_RS01135,PMN2A_1548,-0.868,-0.472,-0.346,-0.105,-0.513,-1.993***,prfB,peptide chain release factor 2,Peptide chain release factor 2; programmed frameshift-containing,
NATL2_02371,PMN2A_RS01140,PMN2A_1549,0.137,3.028***,-6.984***,1.008,-0.791,-0.081,,hypothetical protein,FIG00941302: hypothetical protein,
NATL2_02381,PMN2A_RS01145,PMN2A_1550,-0.09,-1.716***,-7.075***,-0.728,-1.042***,-1.357***,ybeY,endoribonuclease YbeY,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly",
NATL2_02391,PMN2A_RS01150,PMN2A_1551,-0.85,-3.073***,-7.104***,-0.637,-1.526***,-2.992***,dgkA,diacylglycerol kinase,Diacylglycerol kinase (EC 2.7.1.107),
NATL2_02401,PMN2A_RS01155,PMN2A_1552,-0.68,-1.266***,-6.529***,-0.562,-1.434***,-3.831***,pabA,anthranilate synthase,"Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)",
NATL2_02411,PMN2A_RS01160,PMN2A_1553,-0.442,-1.104***,-6.461***,-0.48,-0.132,-2.182***,,histidinol-phosphate aminotransferase,Histidinol-phosphate aminotransferase (EC 2.6.1.9),
NATL2_02421,PMN2A_RS01165,PMN2A_1554,-0.427,-0.168,1.987***,-0.314,0.38,-0.33,argS,arginine--tRNA ligase,Arginyl-tRNA synthetase (EC 6.1.1.19),
NATL2_02431,PMN2A_RS01170,PMN2A_1555,0.366,-0.058,2.449***,0.413,0.736,0.274,nadC,nicotinate-nucleotide pyrophosphorylase,Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19),
NATL2_02441,PMN2A_RS01175,PMN2A_1556,-0.074,-2.01***,-7.23***,-0.162,-0.421,-1.772***,,tRNA modification GTPase MnmE,GTPase and tRNA-U34 5-formylation enzyme TrmE,
NATL2_02461,PMN2A_RS01180,PMN2A_1557,-0.215,-5.738***,-4.984***,0.038,-3.33***,-1.281,,hypothetical protein,FIG00941517: hypothetical protein,
NATL2_02471,PMN2A_RS01185,PMN2A_1558,0.248,-2.692***,1.298***,0.286,0.588,-0.699,spoT,guanosine-3'-5'--bis(diphosphate) 3'- pyrophosphohydrolase,"GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)",
NATL2_02481,PMN2A_RS01190,PMN2A_1559,-0.638,-0.368,-6.872***,-0.395,-0.012,-1.545***,,ABC transporter ATP-binding protein,"Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)",
NATL2_02491,PMN2A_RS01195,PMN2A_1560,-1.354,2.606***,-3.753***,-0.874,-0.945,-1.391,rluD,RNA pseudouridine synthase,Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70),
NATL2_02501,PMN2A_RS01200,PMN2A_1561,-0.475,4.05***,-2.948***,-0.332,-0.111,0.187,,GTPase YlqF,50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF),
NATL2_02511,PMN2A_RS01205,PMN2A_1562,-2.799***,-3.455***,1.375***,-3.088***,-4.15***,0.337,pgk,phosphoglycerate kinase,Phosphoglycerate kinase (EC 2.7.2.3),
NATL2_02521,PMN2A_RS01210,PMN2A_1563,-0.696,-6.571***,-6.963***,-0.434,0.15,0.384,,hypothetical protein,cyanobacterial hypothetical protein,
NATL2_02531,PMN2A_RS01215,PMN2A_1564,-0.149,2.76***,-6.268***,-0.316,0.543,0.263,murG,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227),
NATL2_02541,PMN2A_RS01220,PMN2A_1565,-0.783,0.995,-5.433***,-0.041,0.111,-0.629,,aspartate aminotransferase,L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81),
NATL2_02551,PMN2A_RS01225,PMN2A_1566,0.076,-2.331***,-5.528***,-0.123,-0.252,-0.75***,pyrD,dihydroorotate dehydrogenase,Dihydroorotate dehydrogenase (EC 1.3.98.1),
NATL2_02561,PMN2A_RS01230,PMN2A_1567,-0.025,3.035***,-5.156***,-0.067,0.34,-0.816,rnhA,ribonuclease H,Ribonuclease HI (EC 3.1.26.4),
NATL2_02571,PMN2A_RS01235,PMN2A_1568,-0.43,0.302,1.152***,-0.585,-0.975***,-0.521***,rplL,50S ribosomal protein L7/L12,LSU ribosomal protein L7/L12 (P1/P2),
NATL2_02581,PMN2A_RS01240,PMN2A_1569,-0.443,0.314,2.131***,-0.332,-0.613***,0.426,rplJ,50S ribosomal protein L10,LSU ribosomal protein L10p (P0),
NATL2_02591,PMN2A_RS01245,PMN2A_1570,-0.495,-0.333,0.082,-0.329,-0.74***,0.015,rplA,50S ribosomal protein L1,LSU ribosomal protein L1p (L10Ae),
NATL2_02601,PMN2A_RS01250,PMN2A_1571,0.14,0.048,1.73***,0.172,-0.329,-0.292,rplK,50S ribosomal protein L11,LSU ribosomal protein L11p (L12e),
NATL2_02611,PMN2A_RS01255,PMN2A_1572,-0.025,-0.396,0.115,-0.278,-0.274,-0.895***,nusG,transcription termination/antitermination factor NusG,Transcription antitermination protein NusG,
NATL2_02621,PMN2A_RS01260,PMN2A_1573,0.29,-1.309***,-1.954***,0.391,0.338,-0.749,secE,preprotein translocase subunit SecE,Preprotein translocase subunit SecE (TC 3.A.5.1.1),
NATL2_02631,PMN2A_RS01265,PMN2A_1574,0.028,0.668,-1.842***,0.305,0.905***,-0.877***,clpB2,ATPase AAA,ClpB protein,
NATL2_02641,PMN2A_RS01270,PMN2A_1575,-0.439,-0.409,0.332,0.025,-1.415***,-1.066***,eno,enolase,Enolase (EC 4.2.1.11),
NATL2_02651,PMN2A_RS01275,PMN2A_1576,-0.078,0.619,2.566***,-0.077,-0.276,-0.114,,kinase,Ubiquinone biosynthesis monooxygenase UbiB,
NATL2_02661,PMN2A_RS01280,PMN2A_1577,-0.732,-1.233,-5.965***,-0.008,-0.226,-0.991,,hypothetical protein,FIG00941720: hypothetical protein,
NATL2_02681,PMN2A_RS01285,PMN2A_1578,-0.426,-0.84,-1.984***,-0.561,-1.125***,-3.371***,,thioredoxin reductase,Thioredoxin reductase (EC 1.8.1.9),
NATL2_02691,PMN2A_RS01290,PMN2A_1579,-0.944***,-1.803***,-7.415***,-0.845,-0.784***,-0.685,,hypothetical protein,FIG00940496: hypothetical protein,
NATL2_02701,PMN2A_RS01295,PMN2A_1580,-0.748,-0.03,-0.784,-1.21,-1.074***,-0.888,,permease,putative sodium-dependent bicarbonate transporter,Synpcc7942_1475; decreased
NATL2_02711,PMN2A_RS01300,PMN2A_1581,-0.415,0.446,0.612***,-0.637***,-0.538***,-0.427,,sulfate transporter,Sulfate permease,
NATL2_02721,PMN2A_RS01305,PMN2A_1582,-0.518,-1.569***,-6.244***,0.585,-0.574,-1.083,,molecular chaperone DnaJ,DnaJ-class molecular chaperone CbpA,
NATL2_02731,PMN2A_RS01310,PMN2A_1583,0.503***,1.79***,3.654***,0.658***,1.543***,2.732***,hemB,delta-aminolevulinic acid dehydratase,Porphobilinogen synthase (EC 4.2.1.24),
NATL2_02741,PMN2A_RS01315,PMN2A_1584,0.463,3.304***,4.6***,0.392,1.272***,2.684***,,lactoylglutathione lyase,"Lactoylglutathione lyase/catechol 2,3-dioxygenase related enzyme",
NATL2_02751,PMN2A_RS01320,PMN2A_1585,-0.37,0.381,1.34***,-0.483,0.219,-0.283,,DNA mismatch repair protein,Recombination inhibitory protein MutS2,
NATL2_02761,PMN2A_RS01325,PMN2A_1586,0.069,-3.152***,1.993***,0.525,0.045,-0.788,obg,GTPase Obg,GTP-binding protein Obg,
NATL2_02781,PMN2A_RS01335,PMN2A_1588,2.683***,1.583***,2.485***,1.932***,-0.089,1.965***,,hypothetical protein,FIG00941207: hypothetical protein,
NATL2_02791,PMN2A_RS01340,PMN2A_1589,-1.091,-0.206,-7.495***,-0.857,-0.861,-1.808***,,membrane protein,FIG00942403: hypothetical protein,
NATL2_02801,PMN2A_RS01345,PMN2A_1590,0.053,0.06,-7.867***,0.058,0.285,-1.628***,ecm4,glutathione S-transferase,"Glutathione S-transferase, omega (EC 2.5.1.18)",
NATL2_02811,PMN2A_RS01350,PMN2A_1591,0.33,1.693***,-5.427***,0.294,0.706,-0.843,aspA,aspartoacylase,Probable aspartoacylase (EC 3.5.1.15),
NATL2_02821,,PMN2A_1915,-0.473,1.922***,-3.731***,-0.126,2.263***,3.149***,,,FIG00940668: hypothetical protein,
NATL2_02831,,,0.295,0.812***,3.389***,-0.236,-0.421,1.901***,psbA,,photosystem II protein D1 (PsbA),
NATL2_02841,PMN2A_RS01360,PMN2A_1593,-0.703,-2.944***,0.769,-0.337,-1.24***,-0.954***,aroC,chorismate synthase,Chorismate synthase (EC 4.2.3.5),
NATL2_02851,PMN2A_RS01365,PMN2A_1594,-0.787***,-0.618***,-0.966***,0.32,0.772,1.158***,eda,2-keto-3-deoxy-phosphogluconate aldolase,4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) / 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),
NATL2_02861,PMN2A_RS01370,PMN2A_1595,-0.51,-0.824***,1.994***,-0.192,-0.613***,1.456***,ftsH,cell division protein FtsH,Cell division protein FtsH (EC 3.4.24.-),
NATL2_02871,PMN2A_RS01375,PMN2A_1596,-1.769***,-2.839***,1.79***,-2.031***,-1.854***,0.116,met3,ATP-sulfurylase,"Sulfate adenylyltransferase, dissimilatory-type (EC 2.7.7.4)",
NATL2_02881,PMN2A_RS01380,PMN2A_1597,-0.454,-0.275,0.962***,-0.889***,-0.958***,-0.614***,psbO,photosystem II manganese-stabilizing protein,Photosystem II manganese-stabilizing protein (PsbO),
NATL2_02911,PMN2A_RS01390,PMN2A_1599,-0.195,-0.955,-5.191***,1.919,1.512,-0.179,,membrane protein,FIG00940477: hypothetical protein,Synpcc7942_0995; decreased
NATL2_02921,PMN2A_RS01395,PMN2A_1600,-0.594,-1.789***,-6.645***,-0.069,0.018,-0.144,pyrB,aspartate carbamoyltransferase,Aspartate carbamoyltransferase (EC 2.1.3.2),
NATL2_02931,PMN2A_RS01400,PMN2A_1601,0.167,1.095***,-5.504***,0.287,0.953,-0.015,mpg,3-methyladenine DNA glycosylase,DNA-3-methyladenine glycosylase II (EC 3.2.2.21),
NATL2_02941,PMN2A_RS01405,PMN2A_1602,0.235,3.063***,2.248***,-0.043,0.797,1.079,gatC,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C,Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7),
NATL2_02951,PMN2A_RS01410,PMN2A_1603,-0.984,-2.837***,1.234,-0.698,-1.104,0.226,crtR,beta-carotene hydroxylase,Beta-carotene hydroxylase,
NATL2_02961,PMN2A_RS01420,PMN2A_1604,-0.403,1.246,-5.92***,0.122,-0.003,-1.264,,hypothetical protein,FIG00940856: hypothetical protein,
NATL2_02971,PMN2A_RS01425,PMN2A_1605,-0.982***,-1.09***,1.721***,-0.522,-0.097,0.558,ileS,isoleucine--tRNA ligase,Isoleucyl-tRNA synthetase (EC 6.1.1.5),
NATL2_02981,PMN2A_RS01430,PMN2A_1606,-0.344,-1.746***,-5.426***,-0.489,0.161,-0.486,,membrane protein,FIG00940131: hypothetical protein,
NATL2_02991,PMN2A_RS01435,PMN2A_1607,-1.263,-6.211***,-6.338***,-0.912,-1.168,-3.621***,,tRNA (guanine-N(7)-)-methyltransferase,tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33),Synpcc7942_0358; decreased
NATL2_03001,PMN2A_RS01440,PMN2A_1608,-0.368,-0.254,-6.084***,0.027,-0.145,-2.27***,,thioredoxin,thioredoxin-like protein TxlA,
NATL2_03011,PMN2A_RS01445,PMN2A_1609,-0.913***,-4.55***,-6.868***,-1.695***,-2.092***,-4.575***,thy1,FAD-dependent thymidylate synthase,Thymidylate synthase thyX (EC 2.1.1.-),
NATL2_03021,PMN2A_RS01450,PMN2A_1610,-0.008,-3.718***,-7.166***,-0.44,-1.811***,-4.107***,dcd,deoxycytidine triphosphate deaminase,Deoxycytidine triphosphate deaminase (EC 3.5.4.13),
NATL2_03031,PMN2A_RS01455,PMN2A_1611,0.269,2.018***,-1.412***,0.441,-1.577***,-4.53***,,cob(I)alamin adenosyltransferase,Cob(I)alamin adenosyltransferase (EC 2.5.1.17),
NATL2_03041,PMN2A_RS01460,PMN2A_1612,-1.108***,-3.692***,-5.921***,-1.056***,-0.338,0.276,ntcA,Crp/Fnr family transcriptional regulator,"Global nitrogen regulatory protein, CRP family of transcriptional regulators",
NATL2_03051,PMN2A_RS01465,PMN2A_1613,-0.151,-0.496,4.891***,0.46,1.22,2.451***,,hypothetical protein,"Myosin heavy chain, clone 203",
NATL2_03061,PMN2A_RS01470,PMN2A_1614,-1.32,6.602***,-1.797***,-1.147,0.01,-0.143,,hypothetical protein,FIG00940489: hypothetical protein,
NATL2_03071,PMN2A_RS01475,PMN2A_1615,-0.512,0.562,-4.641***,-0.909,-0.084,0.684,,hypothetical protein,FIG00940419: hypothetical protein,
