Name,gene,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
TX50_RS00375,(sufD),TX50_RS00375,PMM0071,Protein Homology,75650,76867,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807846.1,SufD family Fe-S cluster assembly protein,WP_011131709.1,1217,K09015,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K09015  sufD; Fe-S cluster assembly protein SufD,Uncharacterized,,sufD,(sufD)
sufC,sufC,TX50_RS00380,PMM0072,Protein Homology,76872,77657,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817562.1,Fe-S cluster assembly ATPase SufC,WP_011131710.1,785,K09013,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K09013  sufC; Fe-S cluster assembly ATP-binding protein,Membrane transport,Membrane transport,sufC,(sufC)
sufB,sufB,TX50_RS00385,PMM0073,Protein Homology,77679,79121,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375639.1,Fe-S cluster assembly protein SufB,WP_011131711.1,1442,K09014,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K09014  sufB; Fe-S cluster assembly protein SufB,Uncharacterized,,sufB,(sufB)
TX50_RS00390,,TX50_RS00390,PMM0074,Protein Homology,79219,79581,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819409.1,hypothetical protein,WP_011131712.1,362,,,,,,Uncharacterized,,,
TX50_RS00395,,TX50_RS00395,PMM0075,Protein Homology,79845,80951,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808409.1,DUF4912 domain-containing protein,WP_011131713.1,1106,K09942,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09942  K09942; uncharacterized protein,Uncharacterized,,K09942,
TX50_RS09535,,TX50_RS09535,PMM1803,Protein Homology,80967,81137,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819411.1,hypothetical protein,WP_036930389.1,170,,,,,,Uncharacterized,,,
TX50_RS00405,(pgm),TX50_RS00405,PMM0076,Protein Homology,81171,82808,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131714.1,alpha-D-glucose phosphate-specific phosphoglucomutase,WP_011131714.1,1637,K01835,09100 Metabolism,09101 Carbohydrate metabolism;09104 Nucleotide metabolism;09110 Biosynthesis of other secondary metabolites,00010 Glycolysis / Gluconeogenesis [PATH:ko00010];00030 Pentose phosphate pathway [PATH:ko00030];00052 Galactose metabolism [PATH:ko00052];00230 Purine metabolism [PATH:ko00230];00500 Starch and sucrose metabolism [PATH:ko00500];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00521 Streptomycin biosynthesis [PATH:ko00521],K01835  pgm; phosphoglucomutase [EC:5.4.2.2],AA/Nucleotide;Energy/Carbohydrate/Glycan,,pgm,(pgm)
TX50_RS00410,(ycaJ),TX50_RS00410,PMM0077,Protein Homology,82844,84133,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006889.1,AAA family ATPase,WP_011131715.1,1289,K07478,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K07478  ycaJ; putative ATPase,Genetic Info,,ycaJ,(ycaJ)
TX50_RS00415,(acpT),TX50_RS00415,PMM0078,Protein Homology,84130,84786,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819414.1,4'-phosphopantetheinyl transferase superfamily protein,WP_011131716.1,656,K06133,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],"K06133  LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]",Metabolism,,"LYS5, acpT",(acpT)
bcp,bcp,TX50_RS00420,PMM0079,Protein Homology,84786,85253,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819415.1,thioredoxin-dependent thiol peroxidase,WP_011131717.1,467,K03564,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K03564  BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]",Metabolism,,"BCP, PRXQ, DOT5",
TX50_RS00425,(coaX),TX50_RS00425,PMM0080,Protein Homology,85259,85939,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819416.1,type III pantothenate kinase,WP_011131718.1,680,K03525,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],K03525  coaX; type III pantothenate kinase [EC:2.7.1.33],Metabolism,,coaX,(coaX)
TX50_RS00430,(cysH),TX50_RS00430,PMM0081,Protein Homology,85958,86680,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006893.1,phosphoadenylyl-sulfate reductase,WP_011131719.1,722,K00390,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K00390  cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],Energy/Carbohydrate/Glycan,,cysH,(cysH)
TX50_RS00435,,TX50_RS00435,PMM0082,Protein Homology,86776,87960,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819418.1,FAD-dependent oxidoreductase,WP_011131720.1,1184,K17872,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],"K17872  NDC1, ndbB; demethylphylloquinone reductase [EC:1.6.5.12]",Metabolism,,nan,nan
TX50_RS00440,,TX50_RS00440,PMM0083,Protein Homology,88020,89828,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131721.1,SLC13 family permease,WP_011131721.1,1808,,,,,,Other,,,
TX50_RS00445,"(trkH,trkG,ktrB,ktrD)",TX50_RS00445,PMM0084,Protein Homology,89838,91241,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006896.1,potassium transporter TrkG,WP_011131722.1,1403,K03498,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03498  trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein",Membrane transport,Membrane transport,"trkH, trkG, ktrB, ktrD","(trkH,trkG,ktrB,ktrD)"
TX50_RS00450,"(trkA,ktrA,ktrC)",TX50_RS00450,PMM0085,Protein Homology,91260,91964,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806412.1,TrkA family potassium uptake protein,WP_011131723.1,704,K03499,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03499  trkA, ktrA, ktrC; trk/ktr system potassium uptake protein",Membrane transport,Membrane transport,"trkA, ktrA, ktrC","(trkA,ktrA,ktrC)"
TX50_RS00455,,TX50_RS00455,PMM0086,Protein Homology,91965,92273,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477994.1,hypothetical protein,WP_011131724.1,308,,,,,,Uncharacterized,,,
TX50_RS00460,,TX50_RS00460,PMM0087,Protein Homology,92390,92728,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862127.1,hypothetical protein,WP_011131725.1,338,,,,,,Uncharacterized,,,
TX50_RS00465,,TX50_RS00465,PMM0088,Protein Homology,92764,92994,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817578.1,hypothetical protein,WP_011131726.1,230,,,,,,Uncharacterized,,,
TX50_RS09395,,TX50_RS09395,PMM1804,Protein Homology,92962,93144,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819425.1,hypothetical protein,WP_036930386.1,182,,,,,,Uncharacterized,,,
TX50_RS00475,,TX50_RS00475,PMM0089,Protein Homology,93215,94837,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819426.1,ATP-binding cassette domain-containing protein,WP_011131727.1,1622,K06158,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],"K06158  ABCF3; ATP-binding cassette, subfamily F, member 3",Genetic Info,,ABCF3,
TX50_RS09540,,TX50_RS09540,PMM1805,Protein Homology,95004,95147,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817582.1,hypothetical protein,WP_173027939.1,143,,,,,,Uncharacterized,,,
TX50_RS00480,,TX50_RS00480,PMM0090,Protein Homology,95155,96303,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819428.1,trypsin-like peptidase domain-containing protein,WP_011131728.1,1148,,,,,,Other,,,
TX50_RS00485,,TX50_RS00485,PMM0091,Protein Homology,96452,96715,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019475602.1,DUF2973 domain-containing protein,WP_011131729.1,263,,,,,,Other,,,
TX50_RS00490,,TX50_RS00490,PMM0092,Protein Homology,96748,97131,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790625.1,hypothetical protein,WP_042115974.1,383,,,,,,Uncharacterized,,,
TX50_RS00495,,TX50_RS00495,PMM0093,Protein Homology,97200,97346,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019475605.1,high light inducible protein,WP_011131731.1,146,,,,,,high light inducible,,,
TX50_RS00500,,TX50_RS00500,PMM0094,Protein Homology,97375,97701,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862137.1,hypothetical protein,WP_011131732.1,326,,,,,,Uncharacterized,,,
TX50_RS00505,,TX50_RS00505,PMM0095,Protein Homology,97734,98645,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006910.1,YihY/virulence factor BrkB family protein,WP_036930417.1,911,K07058,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K07058  K07058; membrane protein,Uncharacterized,,K07058,
TX50_RS00510,(suhB),TX50_RS00510,PMM0096,Protein Homology,98735,99532,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011822957.1,inositol monophosphatase family protein,WP_011131734.1,797,K01092,09100 Metabolism;09130 Environmental Information Processing,09101 Carbohydrate metabolism;09110 Biosynthesis of other secondary metabolites;09132 Signal transduction,00521 Streptomycin biosynthesis [PATH:ko00521];00562 Inositol phosphate metabolism [PATH:ko00562];04070 Phosphatidylinositol signaling system [PATH:ko04070],"K01092  E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]",Energy/Carbohydrate/Glycan,,"E3.1.3.25, IMPA, suhB",(suhB)
TX50_RS00515,,TX50_RS00515,PMM0097,Protein Homology,99535,100965,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805120.1,TolC family protein,WP_011131735.1,1430,,,,,,Other,,,
TX50_RS00520,,TX50_RS00520,PMM0098,Protein Homology,100958,102370,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819435.1,TIGR03279 family radical SAM protein,WP_011131736.1,1412,,,,,,Other,,,
TX50_RS00525,,TX50_RS00525,PMM0099,Protein Homology,102557,103324,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862142.1,DUF3120 domain-containing protein,WP_011131737.1,767,,,,,,Other,,,
nadB,nadB,TX50_RS00530,PMM0100,Protein Homology,103324,104991,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006915.1,L-aspartate oxidase,WP_011131738.1,1667,K00278,09100 Metabolism,09105 Amino acid metabolism;09108 Metabolism of cofactors and vitamins,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250];00760 Nicotinate and nicotinamide metabolism [PATH:ko00760]",K00278  nadB; L-aspartate oxidase [EC:1.4.3.16],AA/Nucleotide,,nadB,(nadB)
TX50_RS00535,,TX50_RS00535,PMM0101,Protein Homology,104981,105916,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817593.1,vitamin K epoxide reductase family protein,WP_011131739.1,935,,,,,,Other,,,
rimO,rimO,TX50_RS00540,PMM0102,Protein Homology,106023,107387,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_036924474.1,30S ribosomal protein S12 methylthiotransferase RimO,WP_011131740.1,1364,K14441,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K14441  rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4],Genetic Info,,nan,nan
TX50_RS00550,,TX50_RS00550,PMM0103,Protein Homology,107552,107938,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819440.1,DUF4346 domain-containing protein,WP_011131742.1,386,,,,,,Other,,,
TX50_RS00555,,TX50_RS00555,PMM0104,Protein Homology,108003,109157,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862147.1,GNAT family N-acetyltransferase,WP_011131743.1,1154,K09919,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09919  K09919; uncharacterized protein,Uncharacterized,,K09919,
TX50_RS00560,,TX50_RS00560,PMM0105,Protein Homology,109169,109831,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819442.1,dihydrofolate reductase family protein,WP_011131744.1,662,,,,,,Other,,,
TX50_RS00565,"(queD,ptpS)",TX50_RS00565,PMM0106,Protein Homology,109828,110754,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819443.1,6-carboxytetrahydropterin synthase,WP_011131745.1,926,K01737,09100 Metabolism;09180 Brite Hierarchies,09108 Metabolism of cofactors and vitamins;09182 Protein families: genetic information processing,00790 Folate biosynthesis [PATH:ko00790];03016 Transfer RNA biogenesis [BR:ko03016],"K01737  queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]",Genetic Info,,"queD, ptpS, PTS","(queD,ptpS)"
TX50_RS00570,"(aroK,aroL)",TX50_RS00570,PMM0107,Protein Homology,110805,111362,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806489.1,shikimate kinase,WP_011131746.1,557,K00891,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","K00891  aroK, aroL; shikimate kinase [EC:2.7.1.71]",AA/Nucleotide,,"aroK, aroL","(aroK,aroL)"
TX50_RS00575,,TX50_RS00575,PMM0108,Protein Homology,111359,111616,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817601.1,chlororespiratory reduction protein 7,WP_011131747.1,257,,,,,,Other,,,
TX50_RS00580,,TX50_RS00580,PMM0109,Protein Homology,111615,112325,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131748.1,hypothetical protein,WP_011131748.1,710,,,,,,Uncharacterized,,,
TX50_RS00585,(gst),TX50_RS00585,PMM0110,Protein Homology,112312,113037,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131749.1,glutathione S-transferase family protein,WP_011131749.1,725,K00799,09100 Metabolism;09180 Brite Hierarchies,09106 Metabolism of other amino acids;09111 Xenobiotics biodegradation and metabolism;09183 Protein families: signaling and cellular processes,00480 Glutathione metabolism [PATH:ko00480];00980 Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980];00982 Drug metabolism - cytochrome P450 [PATH:ko00982];00983 Drug metabolism - other enzymes [PATH:ko00983];02000 Transporters [BR:ko02000],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]",AA/Nucleotide,Membrane transport,"GST, gst",(gst)
TX50_RS09230,,TX50_RS09230,PMM0111,Protein Homology,113092,113295,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819449.1,DUF751 family protein,WP_071812981.1,203,,,,,,Other,,,
rbfA,rbfA,TX50_RS00590,PMM0112,Protein Homology,113301,113699,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131751.1,30S ribosome-binding factor RbfA,WP_011131751.1,398,K02834,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K02834  rbfA; ribosome-binding factor A,Genetic Info,,rbfA,(rbfA)
TX50_RS00595,,TX50_RS00595,PMM0113,Protein Homology,113692,114483,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019475731.1,uroporphyrinogen-III synthase,WP_036930414.1,791,,,,,,Other,,,
TX50_RS00600,,TX50_RS00600,PMM0114,Protein Homology,114476,114946,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819452.1,SRPBCC family protein,WP_011131753.1,470,,,,,,Other,,,
zds,zds,TX50_RS00605,PMM0115,Protein Homology,114949,116403,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862158.1,9%2C9'-di-cis-zeta-carotene desaturase,WP_011131754.1,1454,K00514,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906],"K00514  ZDS, crtQ; zeta-carotene desaturase [EC:1.3.5.6]",Metabolism,,"ZDS, crtQ",(crtQ)
TX50_RS00610,,TX50_RS00610,PMM0116,Protein Homology,116503,116895,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862159.1,iron-sulfur cluster assembly accessory protein,WP_011131755.1,392,K13628,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K13628  iscA; iron-sulfur cluster assembly protein,Genetic Info,,nan,nan
TX50_RS00615,,TX50_RS00615,PMM0117,Protein Homology,116904,117332,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375686.1,hypothetical protein,WP_011131756.1,428,,,,,,Uncharacterized,,,
TX50_RS00620,,TX50_RS00620,PMM0118,Protein Homology,117334,118533,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819456.1,lipid-A-disaccharide synthase-related protein,WP_011131757.1,1199,,,,,,Other,,,
TX50_RS00625,,TX50_RS00625,PMM0119,Protein Homology,118530,118799,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819457.1,hypothetical protein,WP_011131758.1,269,,,,,,Uncharacterized,,,
TX50_RS00630,,TX50_RS00630,PMM0120,Protein Homology,118750,119682,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131759.1,TIGR01777 family oxidoreductase,WP_011131759.1,932,K07071,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07071  K07071; uncharacterized protein,Uncharacterized,,K07071,
TX50_RS00635,,TX50_RS00635,PMM0121,Protein Homology,119826,120068,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131760.1,NAD(P)H-quinone oxidoreductase subunit O,WP_011131760.1,242,,,,,,Other,,,
TX50_RS00640,(dnaJ),TX50_RS00640,PMM0122,Protein Homology,120073,120750,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819460.1,DnaJ domain-containing protein,WP_011131761.1,677,K03686,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029];03110 Chaperones and folding catalysts [BR:ko03110],K03686  dnaJ; molecular chaperone DnaJ,Genetic Info,,dnaJ,(dnaJ)
cysK,cysK,TX50_RS00645,PMM0123,Protein Homology,120767,121735,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808362.1,cysteine synthase A,WP_011131762.1,968,K01738,09100 Metabolism,09102 Energy metabolism;09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270];00920 Sulfur metabolism [PATH:ko00920],K01738  cysK; cysteine synthase [EC:2.5.1.47],AA/Nucleotide;Energy/Carbohydrate/Glycan,,cysK,(cysK)
TX50_RS00650,,TX50_RS00650,PMM0124,Protein Homology,121892,122161,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819462.1,hypothetical protein,WP_011131763.1,269,,,,,,Uncharacterized,,,
TX50_RS00655,,TX50_RS00655,PMM0125,Protein Homology,122163,122846,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819463.1,energy-coupling factor ABC transporter ATP-binding protein,WP_011131764.1,683,K16786,09130 Environmental Information Processing;09180 Brite Hierarchies,09131 Membrane transport;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02010 ABC transporters [PATH:ko02010],K16786  ecfA1; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],Membrane transport,Membrane transport,nan,nan
TX50_RS00665,,TX50_RS00665,PMM0126,Protein Homology,123289,124260,+,,,COORDINATES: protein motif:HMM:NF025464.2,heparin lyase I family protein,WP_036930376.1,971,,,,,,Other,,,
TX50_RS00670,,TX50_RS00670,PMM0127,Protein Homology,124573,124932,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862172.1,hypothetical protein,WP_011131766.1,359,,,,,,Uncharacterized,,,
TX50_RS00675,,TX50_RS00675,PMM0128,Protein Homology,125358,126113,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817620.1,response regulator transcription factor,WP_011131767.1,755,K10697,09130 Environmental Information Processing;09180 Brite Hierarchies,09132 Signal transduction;09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020];02022 Two-component system [BR:ko02022],"K10697  rpaA; two-component system, OmpR family, response regulator RpaA",Env. Info/Cellular Process,,nan,nan
