Synonym,Product,Expression 9313+1A3 ,Expression med 4,Expression 9313+1A3 .1,Expression med 4.1,qValue 9313+1A3  vs med 4,fold change 9313+1A3/med4+1A3,resolved_locus_tag,resolution_method
AMHOT1A3_single_01969,succinyl-CoA synthetase subunit alpha,780.0,977.0,780.01,977.01,0.44277482,0.798364397,,unresolved
AMHOT1A3_single_00591,"3',5'-cyclic-nucleotide phosphodiesterase",779.0,843.0,779.01,843.01,0.608930566,0.924081565,,unresolved
AMHOT1A3_single_00600,Putative peptidoglycan binding domain protein,778.0,1020.0,778.01,1020.01,0.415960402,0.762747424,,unresolved
AMHOT1A3_single_00838,histidine ammonia-lyase,775.0,545.0,775.01,545.01,0.738360288,1.422010605,,unresolved
AMHOT1A3_single_00700,diadenosine tetraphosphatase,742.0,536.0,742.01,536.01,0.619854767,1.384321188,,unresolved
AMHOT1A3_single_00710,hypothetical protein,739.0,698.0,739.01,698.01,0.590987757,1.058738413,,unresolved
AMHOT1A3_single_00234,agglutinin biogenesis protein MshP,721.0,548.0,721.01,548.01,0.613905943,1.31568767,,unresolved
AMHOT1A3_single_01697,succinylarginine dihydrolase,717.0,976.0,717.01,976.01,0.38667383,0.734633866,,unresolved
AMHOT1A3_single_00147,chromosome replication initiation inhibitor protein,710.0,273.0,710.01,273.01,1.0,2.600673968,,unresolved
AMHOT1A3_single_00019,glycyl-tRNA ligase subunit alpha,701.0,707.0,701.01,707.01,0.532340564,0.991513557,,unresolved
AMHOT1A3_single_01468,peptidyl-tRNA hydrolase,692.0,589.0,692.01,589.01,0.576739365,1.174869697,,unresolved
AMHOT1A3_single_00104,thiamine biosynthesis protein ThiH,689.0,610.0,689.01,610.01,0.553417895,1.129506074,,unresolved
AMHOT1A3_single_01795,ABC transporter substrate-binding protein,682.0,1622.0,682.01,1622.01,0.927561321,0.42047213,,unresolved
AMHOT1A3_single_00149,exporter protein (SMR family),667.0,500.0,667.01,500.01,0.6160058,1.33399332,,unresolved
AMHOT1A3_single_01859,leucyl/phenylalanyl-tRNA--protein transferase,657.0,443.0,657.01,443.01,0.928958262,1.483059073,,unresolved
AMHOT1A3_single_01485,hypothetical protein,653.0,451.0,653.01,451.01,0.688941107,1.447883639,,unresolved
AMHOT1A3_single_00365,AraC family transcriptional regulator,652.0,353.0,652.01,353.01,0.70109986,1.847001501,,unresolved
AMHOT1A3_single_00277,hypothetical protein,619.0,284.0,619.01,284.01,0.40122072,2.179535932,,unresolved
AMHOT1A3_single_03106,yecA family protein,616.0,536.0,616.01,536.01,0.571882946,1.149250947,,unresolved
AMHOT1A3_single_02748,hypothetical protein,614.0,527.0,614.01,527.01,0.574720177,1.165082257,,unresolved
AMHOT1A3_single_01931,succinylglutamate desuccinylase/aspartoacylase,611.0,288.0,611.01,288.01,0.429608005,2.121488837,,unresolved
AMHOT1A3_single_01450,hypothetical protein,609.0,251.0,609.01,251.01,0.919230451,2.426237998,,unresolved
AMHOT1A3_single_00132,hypothetical protein,608.0,518.0,608.01,518.01,0.588091075,1.17374182,,unresolved
AMHOT1A3_single_01321,metal dependent hydrolase,588.0,808.0,588.01,808.01,0.426335305,0.727726142,,unresolved
AMHOT1A3_single_00732,amino acid ABC transporter/signal transduction system substrate-binding protein,587.0,424.0,587.01,424.01,0.584842096,1.384424896,,unresolved
AMHOT1A3_single_01626,xanthan biosynthesis pyruvyl transferase GumL,563.0,612.0,563.01,612.01,0.477476092,0.919935949,,unresolved
AMHOT1A3_single_04055,"transposase, IS911",555.0,481.0,555.01,481.01,0.566136539,1.153842955,,unresolved
AMHOT1A3_single_03222,secreted serine protease,549.0,322.0,549.01,322.01,1.0,1.704947051,,unresolved
AMHOT1A3_single_01757,pterin-4-alpha-carbinolamine dehydratase protein,547.0,755.0,547.01,755.01,0.328421855,0.72450696,,unresolved
AMHOT1A3_single_02551,imidazole glycerol-phosphate dehydratase/histidinol phosphatase,535.0,787.0,535.01,787.01,0.288015062,0.679800765,,unresolved
AMHOT1A3_single_03302,LysR family transcriptional regulator,520.0,249.0,520.01,249.01,0.568982275,2.088309706,,unresolved
AMHOT1A3_single_00976,phosphatidate cytidylyltransferase,514.0,259.0,514.01,259.01,0.553181,1.984517972,,unresolved
AMHOT1A3_single_04053,integrase,505.0,200.0,505.01,200.01,0.338489341,2.524923754,,unresolved
AMHOT1A3_single_00075,flagellar basal body-associated protein FliL-like protein,505.0,368.0,505.01,368.01,0.927522617,1.372272493,,unresolved
AMHOT1A3_single_02000,hypothetical protein,503.0,387.0,503.01,387.01,0.613313614,1.299733857,,unresolved
AMHOT1A3_single_03831,resolvase domain-containing protein,498.0,475.0,498.01,475.01,0.527899292,1.048420033,,unresolved
AMHOT1A3_single_02900,glutamine--fructose-6-phosphate transaminase (isomerizing),498.0,343.0,498.01,343.01,0.665938759,1.451881869,,unresolved
AMHOT1A3_single_01421,molecular chaperone DnaJ,498.0,234.0,498.01,234.01,0.96406316,2.128156916,,unresolved
AMHOT1A3_single_03427,hypothetical protein,497.0,566.0,497.01,566.01,0.428305142,0.878094027,,unresolved
AMHOT1A3_single_00296,chemoreceptor glutamine deamidase CheD,495.0,599.0,495.01,599.01,0.420483126,0.826380194,,unresolved
AMHOT1A3_single_01539,response regulator receiver protein,493.0,271.0,493.01,271.01,1.0,1.819157965,,unresolved
AMHOT1A3_single_01717,maf protein,490.0,378.0,490.01,378.01,0.584666063,1.296288458,,unresolved
AMHOT1A3_single_03037,Polyketide cyclase / dehydrase and lipid transport,489.0,490.0,489.01,490.01,0.52087454,0.997959225,,unresolved
AMHOT1A3_single_01215,MATE efflux family protein,488.0,643.0,488.01,643.01,0.375600739,0.758946206,,unresolved
AMHOT1A3_single_01418,Na+/proline symporter PutP-like domain/sensory histidine kinase and receiver domain-containing protein,487.0,275.0,487.01,275.01,1.0,1.770881059,,unresolved
AMHOT1A3_single_01397,chromosome segregation and condensation protein ScpA,478.0,333.0,478.01,333.01,0.575676337,1.43542236,,unresolved
AMHOT1A3_single_00046,hypothetical protein,478.0,410.0,478.01,410.01,0.585062498,1.165849613,,unresolved
AMHOT1A3_single_00670,transcriptional regulator,465.0,250.0,465.01,250.01,0.8911436,1.859965601,,unresolved
AMHOT1A3_single_00331,hypothetical protein,464.0,616.0,464.01,616.01,0.331045072,0.753250759,,unresolved
AMHOT1A3_single_00854,hypothetical protein,457.0,196.0,457.01,196.01,0.450243187,2.331564716,,unresolved
AMHOT1A3_single_01770,diguanylate cyclase,454.0,379.0,454.01,379.01,0.641789105,1.197883961,,unresolved
AMHOT1A3_single_01352,osmosensitive K+ channel histidine kinase KdpD,447.0,181.0,447.01,181.01,0.243836719,2.46953207,,unresolved
AMHOT1A3_single_03272,mechanosensitive ion channel protein,445.0,565.0,445.01,565.01,0.357895846,0.787614379,,unresolved
AMHOT1A3_single_00267,hypothetical protein,440.0,618.0,440.01,618.01,0.328095768,0.711978771,,unresolved
AMHOT1A3_single_00263,hypothetical protein,436.0,415.0,436.01,415.01,0.515754679,1.05060119,,unresolved
AMHOT1A3_single_02557,esterase,429.0,365.0,429.01,365.01,0.571882946,1.175337662,,unresolved
AMHOT1A3_single_00437,glycerophosphoryl diester phosphodiesterase family protein,429.0,471.0,429.01,471.01,0.754788739,0.910829919,,unresolved
AMHOT1A3_single_01551,hypothetical protein,428.0,208.0,428.01,208.01,0.686642676,2.05764146,,unresolved
AMHOT1A3_single_01897,Diacylglycerol kinase,424.0,399.0,424.01,399.01,0.525237156,1.062655071,,unresolved
AMHOT1A3_single_00553,septum formation initiator family protein,423.0,367.0,423.01,367.01,0.573476313,1.152584398,,unresolved
AMHOT1A3_single_01694,ABC transporter permease,422.0,165.0,422.01,165.01,0.229800999,2.557481365,,unresolved
AMHOT1A3_single_01781,alkyl hydroperoxide reductase subunit F,420.0,258.0,420.01,258.01,1.0,1.62788264,,unresolved
AMHOT1A3_single_03961,hypothetical protein,417.0,262.0,417.01,262.01,1.0,1.591580474,,unresolved
AMHOT1A3_single_00218,hypothetical protein,415.0,390.0,415.01,390.01,0.635217323,1.06410092,,unresolved
AMHOT1A3_single_03033,D-cysteine desulfhydrase,412.0,416.0,412.01,416.01,0.517933747,0.990384847,,unresolved
AMHOT1A3_single_01888,dihydropteroate synthase,410.0,258.0,410.01,258.01,0.75370499,1.589124453,,unresolved
AMHOT1A3_single_00826,hypothetical protein,408.0,377.0,408.01,377.01,0.554255281,1.082225936,,unresolved
AMHOT1A3_single_01548,hypothetical protein,404.0,686.0,404.01,686.01,0.199717301,0.588927275,,unresolved
AMHOT1A3_single_00064,hypothetical protein,404.0,314.0,404.01,314.01,0.60150076,1.286615076,,unresolved
AMHOT1A3_single_01571,OHCU decarboxylase,400.0,506.0,400.01,506.01,0.396007762,0.790517974,,unresolved
AMHOT1A3_single_00494,ABC transporter substrate-binding protein,398.0,266.0,398.01,266.01,1.0,1.496221947,,unresolved
AMHOT1A3_single_01588,hypothetical protein,395.0,345.0,395.01,345.01,0.584666063,1.144923336,,unresolved
AMHOT1A3_single_00567,thymidylate synthase,393.0,521.0,393.01,521.01,0.357675712,0.754323334,,unresolved
AMHOT1A3_single_00646,amidohydrolase 2,392.0,396.0,392.01,396.01,0.489892161,0.989899245,,unresolved
AMHOT1A3_single_00101,hypothetical protein,389.0,276.0,389.01,276.01,0.731256096,1.409405456,,unresolved
AMHOT1A3_single_02843,membrane protein,380.0,329.0,380.01,329.01,0.58157528,1.155010486,,unresolved
AMHOT1A3_single_03866,glycosyl hydrolase family protein,380.0,239.0,380.01,239.01,1.0,1.589933476,,unresolved
AMHOT1A3_single_00238,rod shape-determining protein MreD,378.0,563.0,378.01,563.01,0.148175827,0.671409034,,unresolved
AMHOT1A3_single_01182,DNA mismatch repair protein MutS,375.0,174.0,375.01,174.01,0.569352073,2.155106028,,unresolved
AMHOT1A3_single_02294,histidinol-phosphate aminotransferase,375.0,559.0,375.01,559.01,0.724284244,0.670846675,,unresolved
AMHOT1A3_single_02382,altronate hydrolase,370.0,425.0,370.01,425.01,0.486652351,0.87059128,,unresolved
AMHOT1A3_single_02263,membrane protein,370.0,301.0,370.01,301.01,0.569352073,1.229228265,,unresolved
AMHOT1A3_single_02210,dienelactone hydrolase family protein,370.0,332.0,370.01,332.01,0.59406697,1.114454384,,unresolved
AMHOT1A3_single_03786,glucosamine-fructose-6-phosphate aminotransferase,367.0,259.0,367.01,259.01,0.629835606,1.416972318,,unresolved
AMHOT1A3_single_00688,hypothetical protein,367.0,305.0,367.01,305.01,0.664834954,1.203272024,,unresolved
AMHOT1A3_single_00829,hypothetical protein,361.0,593.0,361.01,593.01,0.116655087,0.608775569,,unresolved
AMHOT1A3_single_01247,phosphohistidine phosphatase SixA,361.0,258.0,361.01,258.01,0.621721915,1.399209333,,unresolved
AMHOT1A3_single_00650,HlyD family secretion protein,358.0,413.0,358.01,413.01,0.815332153,0.866831312,,unresolved
AMHOT1A3_single_01492,hypothetical protein,357.0,147.0,357.01,147.01,0.256312679,2.428474253,,unresolved
AMHOT1A3_single_00239,septum formation protein Maf,356.0,285.0,356.01,285.01,0.599021281,1.249114066,,unresolved
AMHOT1A3_single_01950,family 3 extracellular solute-binding protein,354.0,351.0,354.01,351.01,0.415960402,1.008546765,,unresolved
AMHOT1A3_single_01499,succinylglutamate desuccinylase,352.0,158.0,352.01,158.01,0.408269077,2.227770394,,unresolved
AMHOT1A3_single_00130,hypothetical protein,345.0,419.0,345.01,419.01,0.399400162,0.823393236,,unresolved
AMHOT1A3_single_01536,hypothetical protein,345.0,341.0,345.01,341.01,0.601170141,1.011729861,,unresolved
AMHOT1A3_single_02533,cation diffusion facilitator family transporter,345.0,212.0,345.01,212.01,0.772563763,1.6273289,,unresolved
AMHOT1A3_single_00805,polyphosphate kinase,341.0,235.0,341.01,235.01,0.691411608,1.451044636,,unresolved
AMHOT1A3_single_01792,TonB dependent receptor,340.0,267.0,340.01,267.01,0.611675576,1.273398,,unresolved
AMHOT1A3_single_01650,hypothetical protein,339.0,190.0,339.01,190.01,1.0,1.784169254,,unresolved
AMHOT1A3_single_02030,"P-aminobenzoate synthetase, component I",336.0,423.0,336.01,423.01,0.707856102,0.794331103,,unresolved
AMHOT1A3_single_01891,protein-export membrane protein secG,333.0,181.0,333.01,181.01,1.0,1.839732611,,unresolved
AMHOT1A3_single_01546,hypothetical protein,332.0,91.0,332.01,91.01,0.073275716,3.648060653,,unresolved
AMHOT1A3_single_01274,hypothetical protein,332.0,407.0,332.01,407.01,0.390442366,0.815729343,,unresolved
AMHOT1A3_single_03758,purine phosphorylase family protein 1,326.0,385.0,326.01,385.01,0.403580349,0.846757227,,unresolved
AMHOT1A3_single_01765,ribosome-binding factor A,324.0,246.0,324.01,246.01,0.571882946,1.317060282,,unresolved
AMHOT1A3_single_01429,carbamoyl phosphate synthase small subunit,323.0,367.0,323.01,367.01,0.432759601,0.880112259,,unresolved
AMHOT1A3_single_01647,hypothetical protein,322.0,329.0,322.01,329.01,0.484138954,0.978724051,,unresolved
AMHOT1A3_single_02876,MarR family transcriptional regulator,322.0,171.0,322.01,171.01,0.730689446,1.882989299,,unresolved
AMHOT1A3_single_00698,SOUL heme-binding protein,319.0,302.0,319.01,302.01,0.477974949,1.056289527,,unresolved
AMHOT1A3_single_00878,membrane protein,318.0,265.0,318.01,265.01,0.583829819,1.199992453,,unresolved
AMHOT1A3_single_01184,chorismate synthase,315.0,121.0,315.01,121.01,0.204550463,2.603173291,,unresolved
AMHOT1A3_single_02522,transglycosylase,308.0,327.0,308.01,327.01,0.751955299,0.941897801,,unresolved
AMHOT1A3_single_00958,SecY interacting protein Syd,307.0,82.0,307.01,82.01,0.051494802,3.743567858,,unresolved
AMHOT1A3_single_01117,prolyl 4-hydroxylase subunit alpha,306.0,136.0,306.01,136.01,0.430922473,2.249908095,,unresolved
AMHOT1A3_single_00621,hypothetical protein,305.0,312.0,305.01,312.01,0.595447861,0.977564822,,unresolved
AMHOT1A3_single_01333,PqiA family integral membrane protein,300.0,241.0,300.01,241.01,0.596301251,1.24480312,,unresolved
AMHOT1A3_single_01208,electron transport complex protein RnfG,298.0,390.0,298.01,390.01,0.268753837,0.764108613,,unresolved
AMHOT1A3_single_00409,alpha/beta hydrolase-like protein,298.0,274.0,298.01,274.01,0.537807515,1.087588044,,unresolved
AMHOT1A3_single_00556,AsnC family transcriptional regulator,298.0,335.0,298.01,335.01,1.0,0.889555536,,unresolved
AMHOT1A3_single_01688,DNA polymerase III subunit epsilon,296.0,249.0,296.01,249.01,0.730886254,1.18874744,,unresolved
AMHOT1A3_single_03107,manganese/divalent cation transport protein,292.0,433.0,292.01,433.01,0.280819885,0.674372416,,unresolved
AMHOT1A3_single_00784,ABC transporter substrate-binding protein,292.0,212.0,292.01,212.01,0.584620621,1.377340691,,unresolved
AMHOT1A3_single_01252,NHL repeat containing protein,291.0,89.0,291.01,89.01,0.16584823,3.269407932,,unresolved
AMHOT1A3_single_00572,hypothetical protein,288.0,263.0,288.01,263.01,0.582608699,1.09505342,,unresolved
AMHOT1A3_single_01674,sensor protein,288.0,214.0,288.01,214.01,0.615866833,1.345778235,,unresolved
AMHOT1A3_single_04099,Ni-Fe hydrogenase large chain,288.0,204.0,288.01,204.01,0.756269793,1.411744522,,unresolved
AMHOT1A3_single_00313,diguanylate cyclase,287.0,461.0,287.01,461.01,0.202364573,0.62256784,,unresolved
AMHOT1A3_single_00734,30S ribosomal protein S9,280.0,395.0,280.01,395.01,0.179239187,0.70886813,,unresolved
AMHOT1A3_single_00691,hybrid sensor and regulator fused,277.0,210.0,277.01,210.01,0.603360089,1.319032427,,unresolved
AMHOT1A3_single_02837,oxidoreductase subunit,277.0,181.0,277.01,181.01,0.707856102,1.530357439,,unresolved
AMHOT1A3_single_00345,30S ribosomal protein S17,276.0,202.0,276.01,202.01,0.656707906,1.366318499,,unresolved
AMHOT1A3_single_00269,NYN domain protein,271.0,167.0,271.01,167.01,0.959485527,1.622717203,,unresolved
AMHOT1A3_single_02554,imidazole glycerol phosphate synthase subunit HisF,270.0,457.0,270.01,457.01,0.194179329,0.590818582,,unresolved
AMHOT1A3_single_02019,hypothetical protein,267.0,171.0,267.01,171.01,0.722126589,1.56137068,,unresolved
AMHOT1A3_single_00559,SH3 domain-containing protein,261.0,248.0,261.01,248.01,0.547207875,1.052417241,,unresolved
AMHOT1A3_single_03442,glycosyltransferase family 2 protein,260.0,66.0,260.01,66.01,0.0640392,3.938948644,,unresolved
AMHOT1A3_single_00446,Thioesterase (4HBT) superfamily enzyme,260.0,89.0,260.01,89.01,0.14366786,2.921132457,,unresolved
AMHOT1A3_single_01338,glutathione synthase,260.0,449.0,260.01,449.01,0.180440601,0.579073963,,unresolved
AMHOT1A3_single_01268,enoyl-CoA hydratase/isomerase,255.0,218.0,255.01,218.01,0.571882946,1.169716985,,unresolved
AMHOT1A3_single_02515,Protease II,253.0,260.0,253.01,260.01,0.438410553,0.973077959,,unresolved
AMHOT1A3_single_01948,3-deoxy-manno-octulosonate cytidylyltransferase,252.0,169.0,252.01,169.01,0.678226604,1.491095201,,unresolved
AMHOT1A3_single_00222,mannose-sensitive agglutinin biogenesis protein MshK,248.0,297.0,248.01,297.01,0.462232018,0.83502239,,unresolved
AMHOT1A3_single_03877,general secretion pathway protein J,248.0,262.0,248.01,262.01,0.495742387,0.946566925,,unresolved
AMHOT1A3_single_03270,acyltransferase,246.0,266.0,246.01,266.01,0.377956691,0.924814857,,unresolved
AMHOT1A3_single_01709,elaA protein,245.0,220.0,245.01,220.01,0.570309415,1.113631199,,unresolved
AMHOT1A3_single_04092,NADH oxidoreductase,239.0,157.0,239.01,157.01,0.858759429,1.522259729,,unresolved
AMHOT1A3_single_01508,amino acid-binding ACT domain-containing protein,237.0,198.0,237.01,198.01,0.520438689,1.19695975,,unresolved
AMHOT1A3_single_01550,phage integrase family protein,236.0,301.0,236.01,301.01,0.191779859,0.78406033,,unresolved
AMHOT1A3_single_02875,DnaK suppressor protein,235.0,122.0,235.01,122.01,0.613301612,1.926153594,,unresolved
AMHOT1A3_single_01234,hypothetical protein,233.0,212.0,233.01,212.01,0.557772915,1.099051932,,unresolved
AMHOT1A3_single_00628,5'-nucleotidase,232.0,202.0,232.01,202.01,0.559911237,1.1485075,,unresolved
AMHOT1A3_single_00225,mannose-sensitive agglutinin biogenesis protein MshN,231.0,205.0,231.01,205.01,0.588442119,1.126823082,,unresolved
AMHOT1A3_single_02017,RelE-like Cytotoxic translational repressor of toxin-antitoxin stability system,229.0,92.0,229.01,92.01,0.238632112,2.48896859,,unresolved
AMHOT1A3_single_00573,hypothetical protein,229.0,87.0,229.01,87.01,0.363801395,2.631996322,,unresolved
AMHOT1A3_single_00861,phage transcriptional regulator AlpA,228.0,117.0,228.01,117.01,0.727036559,1.948636869,,unresolved
AMHOT1A3_single_01171,lysyl-tRNA ligase,226.0,70.0,226.01,70.01,0.085175003,3.228253107,,unresolved
AMHOT1A3_single_01730,metallo-dependent hydrolase,226.0,255.0,226.01,255.01,0.349225121,0.886278969,,unresolved
AMHOT1A3_single_00953,signal transduction protein,225.0,154.0,225.01,154.01,0.829687601,1.461009025,,unresolved
AMHOT1A3_single_00346,glycoside hydrolase,220.0,83.0,220.01,83.01,0.219940708,2.650403566,,unresolved
AMHOT1A3_single_01532,type I DNA specificity S subunit,219.0,120.0,219.01,120.01,1.0,1.824931256,,unresolved
AMHOT1A3_single_00408,TetR family transcriptional regulator,215.0,197.0,215.01,197.01,0.639920891,1.091365921,,unresolved
AMHOT1A3_single_03716,ABC transporter ATP-binding protein,212.0,177.0,212.01,177.01,0.478781342,1.197728942,,unresolved
AMHOT1A3_single_01442,metal-binding heat shock protein,209.0,339.0,209.01,339.01,0.228650713,0.616530486,,unresolved
AMHOT1A3_single_01382,"D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase",209.0,244.0,209.01,244.01,0.269083271,0.856563256,,unresolved
AMHOT1A3_single_02502,HopJ type III effector protein,209.0,239.0,209.01,239.01,0.489284102,0.874482239,,unresolved
AMHOT1A3_single_00586,Kef-type K+ transport system NAD-binding protein,207.0,97.0,207.01,97.01,0.854035172,2.133903721,,unresolved
AMHOT1A3_single_01271,Eukaryotic aspartyl protease,205.0,380.0,205.01,380.01,0.077829752,0.539485803,,unresolved
AMHOT1A3_single_00905,hypothetical protein,205.0,194.0,205.01,194.01,0.53245173,1.056698108,,unresolved
AMHOT1A3_single_01106,AsnC family transcriptional regulator,203.0,222.0,203.01,222.01,0.325791594,0.914418269,,unresolved
AMHOT1A3_single_00513,hypothetical protein,203.0,94.0,203.01,94.01,0.607814348,2.159451122,,unresolved
AMHOT1A3_single_01869,hypothetical protein,202.0,193.0,202.01,193.01,0.368939284,1.046629708,,unresolved
AMHOT1A3_single_00761,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,198.0,305.0,198.01,305.01,0.109288669,0.64919183,,unresolved
AMHOT1A3_single_00312,trehalase,198.0,306.0,198.01,306.01,0.113192158,0.647070357,,unresolved
AMHOT1A3_single_01156,Pyridoxal-phosphate dependent protein,198.0,337.0,198.01,337.01,0.119881642,0.587549331,,unresolved
AMHOT1A3_single_01281,Tellurite resistance protein TerB,196.0,371.0,196.01,371.01,0.141096709,0.528314601,,unresolved
AMHOT1A3_single_00840,MltA-interacting MipA family protein,195.0,87.0,195.01,87.01,0.33759938,2.241236639,,unresolved
AMHOT1A3_single_01957,ribosome protein acetyltransferase,195.0,168.0,195.01,168.01,0.591586589,1.16070472,,unresolved
AMHOT1A3_single_01777,integrase,194.0,82.0,194.01,82.01,0.334891794,2.365687111,,unresolved
AMHOT1A3_single_00422,transcriptional regulatory protein CpxR,192.0,101.0,192.01,101.01,0.947102139,1.900900901,,unresolved
