Synonym,Product,Expression med4 t=20+0.01,Expression med4+1a3 t=20 +0.01,q Value,log 2 fold change coculture/axenic,locus_tag
PMM1129,Notch domain-containing protein,0.01,4.01,1.0,-8.647458426,PMM1129
PMM1130,hypothetical protein,0.01,0.01,1.0,0.0,PMM1130
PMM1132,hypothetical protein,60.01,70.01,0.974395965,-0.222358077,PMM1132
PMM1135,high light inducible protein,31.01,10.01,0.230764241,1.631291552,PMM1135
PMM1136,hypothetical protein,23.01,0.01,1.0,11.16804527,PMM1136
PMM1137,cytochrome b(C-terminal)/b6/petD,0.01,6.01,1.0,-9.231221181,PMM1137
PMM1138,GTP-dependent nucleic acid-binding protein EngD,22.01,71.01,0.602640168,-1.689863062,PMM1138
PMM1139,membrane fusion protein,24.01,83.01,1.0,-1.789649741,PMM1139
PMM1140,DNA polymerase I,7.01,15.01,0.639627537,-1.098437628,PMM1140
PMM1141,cysteinyl-tRNA synthetase,15.01,22.01,0.81351005,-0.552235168,PMM1141
PMM1142,1-deoxy-D-xylulose 5-phosphate reductoisomerase,62.01,92.01,1.0,-0.569289778,PMM1142
PMM1143,hypothetical protein,0.01,12.01,1.0,-10.23002044,PMM1143
PMM1144,hydrolase of the alpha/beta-hydrolase fold,21.01,17.01,1.0,0.304693021,PMM1144
PMM1145,nicotinamide nucleotide transhydrogenase subunit beta,19.01,86.01,0.25066339,-2.177745873,PMM1145
PMM1146,nicotinamide nucleotide transhydrogenase subunit alpha 2 (A2),18.01,100.01,0.146523851,-2.473274176,PMM1146
PMM1147,nicotinamide nucleotide transhydrogenase subunit alpha 1 (A1),25.01,91.01,0.464583975,-1.863520017,PMM1147
PMM1148,EF-1 guanine nucleotide exchange doma,414.01,702.01,0.948383369,-0.761825967,PMM1148
PMM1150,thioredoxin reductase,126.01,285.01,0.968082235,-1.17747431,PMM1150
PMM1152,chaperon-like protein for quinone binding in photosystem II,381.01,651.01,1.0,-0.772850841,PMM1152
PMM1153,alpha/beta hydrolase superfamily protein,19.01,23.01,0.913743743,-0.275502452,PMM1153
PMM1155,cyclophilin type peptidyl-prolyl cis-trans isomerase,0.01,3.01,1.0,-8.233619677,PMM1155
PMM1156,photosystem I assembly protein Ycf4,27.01,25.01,1.0,0.110988582,PMM1156
PMM1158,photosystem II PsbC protein (CP43),1448.01,7454.01,0.115286365,-2.363945189,PMM1158
PMM1159,Maf-like protein,16.01,13.01,1.0,0.299352346,PMM1159
PMM1161,hypothetical protein,0.01,7.01,1.0,-9.453270634,PMM1161
PMM1162,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM1162
PMM1164,"iron ABC transporter, substrate binding protein",14.01,45.01,0.491738658,-1.683788609,PMM1164
PMM1166,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM1166
PMM1168,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM1168
PMM1169,hypothetical protein,1188.01,1521.01,0.704396124,-0.356482658,PMM1169
PMM1170,hypothetical protein,64.01,135.01,0.98061352,-1.076697056,PMM1170
PMM1171,flavodoxin FldA,70.01,104.01,1.0,-0.571089331,PMM1171
PMM1172,hypothetical protein,0.01,7.01,1.0,-9.453270634,PMM1172
PMM1173,hypothetical protein,40.01,11.01,0.085929788,1.86154616,PMM1173
PMM1175,AEC family transporter,33.01,23.01,0.769131993,0.520642155,PMM1175
PMM1176,CopG family transcriptional regulator,0.01,0.01,1.0,0.0,PMM1176
PMM1177,hypothetical protein,0.01,10.01,1.0,-9.967226259,PMM1177
PMM1178,glycosyl transferase family protein,21.01,33.01,0.791485094,-0.651826977,PMM1178
PMM1179,SMR family transporter PecM,25.01,51.01,0.666511633,-1.028275043,PMM1179
PMM1183,50S ribosomal protein L34,520.01,874.01,1.0,-0.749110419,PMM1183
PMM1184,ribonuclease P protein component,130.01,78.01,0.371109797,0.736891617,PMM1184
PMM1185,hypothetical protein,10.01,61.01,0.087434821,-2.607603757,PMM1185
PMM1188,seryl-tRNA synthetase,101.01,115.01,1.0,-0.18726118,PMM1188
PMM1189,hypothetical protein,53.01,33.01,0.379474194,0.683361402,PMM1189
PMM1190,30S ribosomal protein S14,322.01,392.01,1.0,-0.283784965,PMM1190
PMM1191,polynucleotide phosphorylase,407.01,1037.01,0.297207876,-1.34929366,PMM1191
PMM1192,3'-phosphoadenosine 5'-phosphosulfate 3'-phosphatase,35.01,64.01,0.863058818,-0.870530247,PMM1192
PMM1194,hypothetical protein,0.01,0.01,1.0,0.0,PMM1194
PMM1195,hypothetical protein,0.01,4.01,1.0,-8.647458426,PMM1195
PMM1196,GDP-mannose pyrophosphorylase,14.01,41.01,0.515617043,-1.549518788,PMM1196
PMM1197,hypothetical protein,0.01,11.01,1.0,-10.10459875,PMM1197
PMM1198,hypothetical protein,0.01,8.01,1.0,-9.645658432,PMM1198
PMM1199,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM1199
PMM1200,glycosyl transferase family protein,0.01,9.01,1.0,-9.815383296,PMM1200
PMM1201,CDP-tyvelose-2-epimerase (RfbE),28.01,31.01,1.0,-0.146791543,PMM1201
PMM1202,nucleoside-diphosphate-sugar epimerase,0.01,10.01,1.0,-9.967226259,PMM1202
PMM1203,"CDP-glucose 4,6-dehydratase",8.01,44.01,0.160192205,-2.457957224,PMM1203
PMM1204,glucose-1-phosphate cytidylyltransferase,74.01,46.01,0.375241852,0.68577276,PMM1204
PMM1205,"NDP-hexose 3,4-dehydratase",36.01,81.01,0.990568898,-1.169702408,PMM1205
PMM1206,hypothetical protein,19.01,98.01,0.138115537,-2.366170424,PMM1206
PMM1207,fucose synthetase,0.01,3.01,1.0,-8.233619677,PMM1207
PMM1209,UDP-glucose-4-epimerase,12.01,70.01,0.168877457,-2.543324856,PMM1209
PMM1210,nucleotide sugar epimerase,74.01,111.01,1.0,-0.584897522,PMM1210
PMM1211,polysaccharide export or synthesis protein,115.01,205.01,0.629885217,-0.833934976,PMM1211
PMM1212,hypothetical protein,23.01,43.01,0.572358,-0.902411148,PMM1212
PMM1213,glycosyl transferase family protein,0.01,3.01,1.0,-8.233619677,PMM1213
PMM1216,sugar-phosphate nucleotidyl transferase,16.01,7.01,0.371651452,1.191486959,PMM1216
PMM1217,phosphoheptose isomerase,24.01,66.01,0.50051916,-1.459049195,PMM1217
PMM1218,ADP-heptose synthase,60.01,185.01,0.376777156,-1.624328417,PMM1218
PMM1220,glycosyl transferase,28.01,10.01,0.085498196,1.484500009,PMM1220
PMM1221,glycosyl transferase family protein,12.01,18.01,0.663594195,-0.58456203,PMM1221
PMM1222,glycosyl transferase,0.01,3.01,1.0,-8.233619677,PMM1222
PMM1224,polysaccharide export protein,93.01,148.01,0.991362792,-0.67023691,PMM1224
PMM1225,hypothetical protein,31.01,43.01,1.0,-0.471938605,PMM1225
PMM1226,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM1226
PMM1227,UDP-N-acetylglucosamine-1-phosphate transferase,12.01,16.01,0.672107347,-0.414737157,PMM1227
PMM1228,hypothetical protein,34.01,88.01,1.0,-1.371708451,PMM1228
PMM1229,"dehydrogenase, E1 component",7.01,19.01,0.542521742,-1.439272183,PMM1229
PMM1230,dehydrogenase E1 component subunit beta,76.01,103.01,1.0,-0.438523259,PMM1230
PMM1231,hypothetical protein,70.01,61.01,0.609561986,0.198515276,PMM1231
PMM1233,dTDP-4-dehydrorhamnose reductase,10.01,69.01,0.059297176,-2.785363459,PMM1233
PMM1234,zinc-containing alcohol dehydrogenase superfamily protein,121.01,69.01,0.198436728,0.810248935,PMM1234
PMM1238,hypothetical protein,5.01,11.01,1.0,-1.13593196,PMM1238
PMM1239,ABC transporter,8.01,13.01,1.0,-0.699746814,PMM1239
PMM1240,methyltransferase,120.01,105.01,0.566494367,0.192627905,PMM1240
PMM1241,hypothetical protein,0.01,12.01,1.0,-10.23002044,PMM1241
PMM1243,methyltransferase,31.01,29.01,1.0,0.09618323,PMM1243
PMM1244,hypothetical protein,52.01,28.01,1.0,0.892847055,PMM1244
PMM1245,hypothetical protein,11.01,8.01,0.784900541,0.458940321,PMM1245
PMM1246,carbamoyltransferase,10.01,22.01,0.554069135,-1.136717171,PMM1246
PMM1247,hypothetical protein,81.01,163.01,0.619516573,-1.008788558,PMM1247
PMM1248,hypothetical protein,26.01,14.01,0.902113422,0.892609444,PMM1248
PMM1249,hypothetical protein,39.01,62.01,0.907844718,-0.668656891,PMM1249
PMM1251,carbamoyltransferase,29.01,48.01,1.0,-0.72678464,PMM1251
PMM1253,methyltransferase,14.01,78.01,0.190688622,-2.477202117,PMM1253
PMM1255,hypothetical protein,0.01,7.01,1.0,-9.453270634,PMM1255
PMM1256,glycosyl transferase family protein,55.01,149.01,0.933814434,-1.437643345,PMM1256
PMM1257,"dTDP-glucose 4,6-dehydratase",29.01,49.01,0.861874258,-0.756525851,PMM1257
PMM1258,pyridoxal-phosphate-dependent aminotransferase,24.01,46.01,0.764533616,-0.938312053,PMM1258
PMM1259,pyridoxal-phosphate-dependent aminotransferase,67.01,81.01,1.0,-0.2737236,PMM1259
PMM1260,nucleoside-diphosphate-sugar epimerase,97.01,135.01,1.0,-0.476860893,PMM1260
PMM1261,UDP-glucose 6-dehydrogenase,130.01,143.01,1.0,-0.137493436,PMM1261
PMM1262,"SOS function regulatory protein, LexA repressor",69.01,236.01,0.398607551,-1.773970651,PMM1262
PMM1263,ornithine carbamoyltransferase,46.01,67.01,1.0,-0.542428951,PMM1263
PMM1264,cell division protein FtsH3,71.01,219.01,0.409218268,-1.624902633,PMM1264
PMM1265,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/ 5-amino-6-(5-phosphoribosylamino)uracil reductase,14.01,10.01,0.988792539,0.485014982,PMM1265
PMM1266,hypothetical protein,1.01,4.01,1.0,-1.989246944,PMM1266
PMM1267,hypothetical protein,100.01,201.01,0.908491822,-1.007123013,PMM1267
PMM1268,precorrin-6y methylase,10.01,19.01,0.571136661,-0.925316558,PMM1268
PMM1269,inorganic polyphosphate/ATP-NAD kinase,71.01,40.01,0.272023813,0.827661578,PMM1269
PMM1270,phenylalanyl-tRNA synthetase subunit alpha,112.01,188.01,0.80054458,-0.74718186,PMM1270
PMM1271,stationary phase survival protein SurE,33.01,27.01,1.0,0.289409499,PMM1271
PMM1273,riboflavin kinase/FAD synthase,35.01,117.01,0.699598047,-1.740792865,PMM1273
PMM1274,thiamine-phosphate pyrophosphorylase,0.01,10.01,1.0,-9.967226259,PMM1274
PMM1275,hypothetical protein,59.01,61.01,0.997796451,-0.048086272,PMM1275
PMM1277,hypothetical protein,221.01,371.01,0.863058818,-0.747346425,PMM1277
PMM1278,circadian phase modifier CpmA-like protein,70.01,108.01,1.0,-0.625531977,PMM1278
PMM1279,hypothetical protein,20.01,23.01,0.772728421,-0.201539816,PMM1279
PMM1280,"bifuntional tRNA methyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",22.01,57.01,0.696830936,-1.373055856,PMM1280
PMM1282,hypothetical protein,0.01,10.01,1.0,-9.967226259,PMM1282
PMM1283,"integral membrane protein, interacts with FtsH",333.01,584.01,0.952986306,-0.810427572,PMM1283
PMM1284,PhoH-like phosphate starvation-inducible protein,48.01,61.01,1.0,-0.345710795,PMM1284
PMM1285,30S ribosomal protein S16,1354.01,3138.01,0.492934629,-1.212611556,PMM1285
PMM1286,signal recognition particle protein (SRP54),39.01,44.01,0.991362792,-0.173987373,PMM1286
PMM1287,hypothetical protein,51.01,104.01,0.626220606,-1.027870237,PMM1287
PMM1288,pyruvate dehydrogenase E1 subunit alpha,86.01,133.01,1.0,-0.628958405,PMM1288
PMM1289,type II alternative sigma-70 family RNA polymerase sigma factor,170.01,382.01,0.968757064,-1.167990796,PMM1289
PMM1290,hypothetical protein,25.01,20.01,0.806276943,0.32178389,PMM1290
PMM1291,tRNA-specific 2-thiouridylase MnmA,81.01,99.01,1.0,-0.289474237,PMM1291
PMM1292,apolipoprotein n-acyltransferase,0.01,9.01,1.0,-9.815383296,PMM1292
PMM1293,FKBP-type peptidylprolyl isomerase,482.01,914.01,0.962137918,-0.923146872,PMM1293
PMM1294,nickel-containing superoxide dismutase (NISOD),178.01,627.01,0.27655628,-1.816530163,PMM1294
PMM1295,signal peptidase,27.01,47.01,0.58315974,-0.799474041,PMM1295
PMM1296,hypothetical protein,49.01,94.01,0.844331642,-0.93973808,PMM1296
PMM1297,indole-3-glycerol phosphate synthase,14.01,23.01,0.607870112,-0.715804028,PMM1297
PMM1300,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,16.01,59.01,0.473369182,-1.88198615,PMM1300
PMM1301,acetylornithine aminotransferase,24.01,51.01,0.767627634,-1.087144697,PMM1301
PMM1302,bifunctional dihydrofolate/folylpolyglutamate synthase,0.01,5.01,1.0,-8.968666793,PMM1302
PMM1303,FAD/FMN-containing dehydrogenase,15.01,11.01,0.877186215,0.447109508,PMM1303
PMM1304,cytosine deaminase,20.01,20.01,1.0,0.0,PMM1304
PMM1305,(dimethylallyl)adenosine tRNA methylthiotransferase,43.01,91.01,1.0,-1.081352943,PMM1305
PMM1306,D-alanyl-alanine synthetase A,0.01,4.01,1.0,-8.647458426,PMM1306
PMM1308,hypothetical protein,0.01,8.01,1.0,-9.645658432,PMM1308
PMM1310,3-methyl-2-oxobutanoate hydroxymethyltransferase,51.01,148.01,1.0,-1.536842646,PMM1310
PMM1311,oxygen-independent coproporphyrinogen III oxidase,0.01,4.01,1.0,-8.647458426,PMM1311
PMM1312,PIN domain superfamily protein,91.01,179.01,0.625827107,-0.975943203,PMM1312
PMM1314,ATP-dependent Clp protease proteolytic subunit,167.01,438.01,0.492934629,-1.391029319,PMM1314
PMM1315,ketol-acid reductoisomerase,76.01,193.01,1.0,-1.344414457,PMM1315
PMM1316,cobalamin biosynthetic protein,5.01,16.01,1.0,-1.676090799,PMM1316
PMM1317,high light inducible protein,49.01,73.01,0.626220606,-0.575017933,PMM1317
PMM1318,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM1318
PMM1319,beta-lactamase,0.01,3.01,1.0,-8.233619677,PMM1319
PMM1320,hypothetical protein,0.01,10.01,1.0,-9.967226259,PMM1320
PMM1321,histone-like DNA-binding protein,364.01,377.01,0.718209483,-0.050624706,PMM1321
PMM1322,isoamylase,5.01,20.01,1.0,-1.997838659,PMM1322
PMM1324,"transporter, membrane component",33.01,31.01,1.0,0.090169613,PMM1324
PMM1325,hypothetical protein,22.01,85.01,1.0,-1.949473415,PMM1325
PMM1326,hypothetical protein,6.01,25.01,0.455230064,-2.057068161,PMM1326
PMM1327,hypothetical protein,36.01,107.01,0.516810129,-1.571276117,PMM1327
PMM1328,orotidine 5'-phosphate decarboxylase,0.01,13.01,1.0,-10.34540525,PMM1328
PMM1329,tyrosyl-tRNA synthetase,39.01,67.01,1.0,-0.780532409,PMM1329
PMM1330,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM1330
PMM1332,leucyl aminopeptidase,26.01,58.01,0.946853798,-1.15723522,PMM1332
PMM1336,(3R)-hydroxymyristoyl-ACP dehydratase,130.01,127.01,0.840761513,0.033680505,PMM1336
PMM1337,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,0.01,13.01,1.0,-10.34540525,PMM1337
PMM1338,chloroplast outer envelope membrane protein,34.01,61.01,1.0,-0.843086725,PMM1338
PMM1340,phosphoribosylglycinamide synthetase,26.01,35.01,1.0,-0.428700662,PMM1340
PMM1342,circadian clock protein KaiC,77.01,116.01,0.926497155,-0.591131469,PMM1342
PMM1343,circadian clock protein KaiB,38.01,19.01,0.568208957,0.999620493,PMM1343
PMM1344,50S ribosomal protein L21,684.01,1559.01,0.979394966,-1.18854086,PMM1344
PMM1345,50S ribosomal protein L27,852.01,700.01,0.784189737,0.283494832,PMM1345
PMM1347,tRNA pseudouridine 55 synthase,0.01,11.01,1.0,-10.10459875,PMM1347
PMM1348,sporulation protein SpoIID,18.01,32.01,0.716099948,-0.829724496,PMM1348
PMM1349,hypothetical protein,38.01,32.01,0.950859007,0.247856348,PMM1349
PMM1350,pentapeptide repeat-containing protein,449.01,780.01,0.954612978,-0.796745044,PMM1350
PMM1351,hypothetical protein,11.01,29.01,1.0,-1.397735827,PMM1351
PMM1352,ferredoxin,265.01,259.01,0.70730498,0.033039001,PMM1352
PMM1354,D-3-phosphoglycerate dehydrogenase,66.01,133.01,0.626220606,-1.010778212,PMM1354
PMM1355,hypothetical protein,37.01,65.01,0.671374313,-0.812746519,PMM1355
PMM1357,steroid 5-alpha reductase C-terminal domain-containing protein,0.01,12.01,1.0,-10.23002044,PMM1357
PMM1358,hypothetical protein,0.01,8.01,1.0,-9.645658432,PMM1358
PMM1360,DNA photolyase,0.01,1.01,1.0,-6.658211483,PMM1360
PMM1361,short-chain dehydrogenase/reductase,13.01,10.01,1.0,0.378178988,PMM1361
PMM1362,hypothetical protein,0.01,0.01,1.0,0.0,PMM1362
PMM1363,hypothetical protein,0.01,0.01,1.0,0.0,PMM1363
PMM1365,MATH domain-containing protein,74.01,84.01,1.0,-0.182840851,PMM1365
PMM1367,hypothetical protein,7.01,13.01,1.0,-0.892134613,PMM1367
PMM1368,hypothetical protein,117.01,213.01,1.0,-0.864289329,PMM1368
PMM1369,GAF domain-containing protein,121.01,129.01,0.791485094,-0.092356625,PMM1369
PMM1370,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM1370
PMM1371,hypothetical protein,0.01,10.01,1.0,-9.967226259,PMM1371
PMM1372,hypothetical protein,183.01,288.01,1.0,-0.654196422,PMM1372
PMM1373,hypothetical protein,19.01,110.01,0.121584626,-2.532804235,PMM1373
PMM1374,Type I restriction modification DNA s,12.01,12.01,0.743827466,0.0,PMM1374
PMM1375,M protein-like,0.01,0.01,1.0,0.0,PMM1375
PMM1377,dihydroflavonol-4-reductase,63.01,63.01,0.844320093,0.0,PMM1377
PMM1378,fatty acid desaturase,8.01,5.01,1.0,0.676991639,PMM1378
PMM1382,fatty acid desaturase,9.01,39.01,1.0,-2.114244987,PMM1382
PMM1383,hypothetical protein,134.01,135.01,0.739476196,-0.010725609,PMM1383
PMM1384,high light inducible protein,333.01,201.01,0.42850903,0.728298225,PMM1384
PMM1385,high light inducible protein,1714.01,1764.01,1.0,-0.041483213,PMM1385
PMM1387,hypothetical protein,0.01,0.01,1.0,0.0,PMM1387
PMM1388,hypothetical protein,0.01,8.01,1.0,-9.645658432,PMM1388
PMM1390,high light inducible protein,0.01,7.01,1.0,-9.453270634,PMM1390
PMM1391,CopG family transcriptional regulator,0.01,0.01,1.0,0.0,PMM1391
PMM1394,hypothetical protein,22.01,21.01,0.721571828,0.067082983,PMM1394
PMM1395,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM1395
PMM1398,high light inducible protein,26.01,23.01,0.747490285,0.176805416,PMM1398
PMM1401,hypothetical protein,81.01,293.01,0.67567014,-1.85477799,PMM1401
PMM1404,high light inducible protein,129.01,239.01,0.630130532,-0.889588083,PMM1404
PMM1405,hypothetical protein,65.01,35.01,0.607870112,0.892894592,PMM1405
PMM1406,hypothetical protein,61.01,122.01,0.635723017,-0.999881761,PMM1406
PMM1407,SRP19 protein,117.01,278.01,0.785946798,-1.248504946,PMM1407
PMM1409,rubredoxin,20.01,39.01,0.575523612,-0.963122831,PMM1409
PMM1410,"PTS system, lactose/cellobiose specif",0.01,4.01,1.0,-8.647458426,PMM1410
PMM1411,hypothetical protein,0.01,0.01,1.0,0.0,PMM1411
PMM1412,hypothetical protein,691.01,723.01,0.903719659,-0.065309012,PMM1412
PMM1413,hypothetical protein,0.01,13.01,1.0,-10.34540525,PMM1413
PMM1414,hypothetical protein,38.01,50.01,0.689578978,-0.39583758,PMM1414
PMM1415,UBX domain-containing protein,0.01,13.01,1.0,-10.34540525,PMM1415
PMM1416,hypothetical protein,11.01,43.01,0.43304443,-1.965857662,PMM1416
PMM1417,hypothetical protein,0.01,4.01,1.0,-8.647458426,PMM1417
PMM1418,voltage gated chloride channel,0.01,2.01,1.0,-7.651051691,PMM1418
PMM1420,fumarate reductase subunit D,0.01,1.01,1.0,-6.658211483,PMM1420
PMM1421,gibberellin regulated protein,21.01,9.01,0.781699902,1.221477151,PMM1421
PMM1423,hypothetical protein,14.01,6.01,0.80054458,1.22102006,PMM1423
PMM1424,hypothetical protein,0.01,8.01,1.0,-9.645658432,PMM1424
PMM1425,serine protease,0.01,13.01,1.0,-10.34540525,PMM1425
PMM1426,hypothetical protein,0.01,5.01,1.0,-8.968666793,PMM1426
PMM1429,hypothetical protein,0.01,0.01,1.0,0.0,PMM1429
PMM1430,hypothetical protein,122.01,173.01,1.0,-0.503856032,PMM1430
PMM1432,molecular chaperone DnaK,0.01,5.01,1.0,-8.968666793,PMM1432
PMM1434,phosphoglyceromutase,41.01,65.01,1.0,-0.66468591,PMM1434
PMM1435,preprotein translocase subunit SecG,166.01,354.01,0.887620675,-1.092519966,PMM1435
PMM1436,molecular chaperone GroEL,1299.01,6180.01,0.393977163,-2.250196636,PMM1436
PMM1437,co-chaperonin GroES,651.01,1597.01,0.985196147,-1.294621737,PMM1437
PMM1438,ATP synthase F0F1 subunit beta,381.01,986.01,0.305857693,-1.371773415,PMM1438
PMM1439,ATP synthase F0F1 subunit epsilon,313.01,764.01,1.0,-1.287382773,PMM1439
PMM1440,hypothetical protein,505.01,814.01,0.680533219,-0.688734562,PMM1440
PMM1441,hypothetical protein,0.01,0.01,1.0,0.0,PMM1441
PMM1442,aminopeptidase P,5.01,13.01,1.0,-1.376738454,PMM1442
PMM1443,hypothetical protein,16.01,16.01,1.0,0.0,PMM1443
PMM1444,hypothetical protein,10.01,71.01,0.055085437,-2.826580233,PMM1444
PMM1445,nicotinic acid mononucleotide adenylyltransferase,0.01,0.01,1.0,0.0,PMM1445
PMM1446,carbon-nitrogen hydrolase:NAD+ synthase,10.01,16.01,0.6268338,-0.677531334,PMM1446
PMM1447,hypothetical protein,12.01,7.01,0.977239099,0.776749802,PMM1447
PMM1450,ATP synthase F0F1 subunit gamma,174.01,391.01,0.96843731,-1.168035287,PMM1450
PMM1451,ATP synthase F0F1 subunit alpha,338.01,1254.01,0.057396805,-1.891411019,PMM1451
PMM1454,ATP synthase F0F1 subunit B',168.01,603.01,0.271608838,-1.843634822,PMM1454
PMM1455,ATP synthase F0F1 subunit C,2460.01,7356.01,0.155965203,-1.580259261,PMM1455
PMM1456,ATP synthase F0F1 subunit A,285.01,1215.01,0.101319259,-2.091883743,PMM1456
PMM1457,ATP synthase subunit 1,108.01,140.01,1.0,-0.374364984,PMM1457
PMM1458,cell division protein FtsW,10.01,4.01,1.0,1.319767832,PMM1458
PMM1459,c-type cytochrome biogenesis protein CcdA,33.01,57.01,0.696015645,-0.788311863,PMM1459
PMM1460,c-type cytochrome biogenesis protein Ccs1,0.01,2.01,1.0,-7.651051691,PMM1460
PMM1462,hypothetical protein,0.01,12.01,1.0,-10.23002044,PMM1462
PMM1463,nitrogen regulatory protein P-II,364.01,814.01,1.0,-1.161068434,PMM1463
PMM1464,rRNA methyltransferase,23.01,48.01,0.572715813,-1.061073952,PMM1464
PMM1465,adenylosuccinate lyase,37.01,78.01,1.0,-1.075743937,PMM1465
PMM1466,fumarate hydratase,8.01,34.01,1.0,-2.086084858,PMM1466
PMM1468,8-amino-7-oxononanoate synthase,8.01,19.01,0.550784901,-1.246884384,PMM1468
PMM1469,hypothetical protein,0.01,2.01,1.0,-7.651051691,PMM1469
PMM1470,hypothetical protein,37.01,14.01,0.104495003,1.40145818,PMM1470
PMM1471,dethiobiotin synthase,20.01,34.01,0.58366724,-0.765237839,PMM1471
PMM1472,diaminopelargonic acid synthase,17.01,11.01,0.733310495,0.627568672,PMM1472
PMM1474,DnaJ-like protein,0.01,10.01,1.0,-9.967226259,PMM1474
PMM1475,glucose inhibited division protein B,8.01,36.01,0.547821251,-2.168523452,PMM1475
PMM1476,aldo/keto reductase,11.01,11.01,1.0,0.0,PMM1476
PMM1477,hypothetical protein,210.01,174.01,0.545335177,0.271287809,PMM1477
PMM1478,hypothetical protein,110.01,175.01,1.0,-0.669802688,PMM1478
PMM1479,hypothetical protein,47.01,170.01,1.0,-1.854580023,PMM1479
PMM1480,hypothetical protein,81.01,67.01,0.566599412,0.2737236,PMM1480
PMM1481,ribosomal RNA large subunit methyltransferase N,26.01,35.01,0.969295148,-0.428700662,PMM1481
PMM1483,DNA-directed RNA polymerase subunit beta',166.01,508.01,0.098566368,-1.613586748,PMM1483
PMM1484,DNA-directed RNA polymerase subunit gamma,140.01,336.01,0.863058818,-1.262974297,PMM1484
PMM1485,DNA-directed RNA polymerase subunit beta,245.01,714.01,0.140813287,-1.543103646,PMM1485
PMM1486,TatD family deoxyribonuclease,64.01,90.01,1.0,-0.491787983,PMM1486
PMM1487,30S ribosomal protein S20,67.01,124.01,0.630496249,-0.88800815,PMM1487
PMM1488,histidinol dehydrogenase,24.01,102.01,0.271858654,-2.087003277,PMM1488
PMM1491,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM1491
PMM1492,transcription elongation factor NusA,162.01,342.01,1.0,-1.077955643,PMM1492
PMM1495,hypothetical protein,0.01,3.01,1.0,-8.233619677,PMM1495
PMM1496,dolichyl-phosphate-mannose-protein mannosyltransferase,15.01,34.01,0.592676018,-1.180035029,PMM1496
PMM1497,glycosyl transferase family protein,9.01,45.01,0.291859259,-2.320646554,PMM1497
PMM1498,Fe-S oxidoreductase,10.01,56.01,0.184112848,-2.484242454,PMM1498
PMM1499,ATP-dependent Clp protease adaptor protein ClpS,96.01,170.01,0.893296182,-0.824363024,PMM1499
PMM1500,"L,L-diaminopimelate aminotransferase",62.01,115.01,0.942287716,-0.891186513,PMM1500
PMM1501,ribonuclease E/G,157.01,301.01,0.962137918,-0.938954969,PMM1501
PMM1502,ribonuclease HII,0.01,8.01,1.0,-9.645658432,PMM1502
PMM1503,hypothetical protein,60.01,85.01,0.977239099,-0.50242963,PMM1503
PMM1504,chorismate mutase,36.01,35.01,1.0,0.040630538,PMM1504
PMM1505,SAM-binding motif-containing protein,46.01,48.01,1.0,-0.06138748,PMM1505
PMM1506,ATP-dependent protease La,141.01,301.01,0.985196147,-1.094013938,PMM1506
PMM1507,30S ribosomal protein S10,975.01,2736.01,0.394221952,-1.488584582,PMM1507
PMM1508,elongation factor Tu,1729.01,5800.01,1.0,-1.746109175,PMM1508
PMM1509,elongation factor G,336.01,760.01,0.332479568,-1.177514232,PMM1509
PMM1511,30S ribosomal protein S12,1199.01,3444.01,0.244705944,-1.522245641,PMM1511
PMM1512,ferredoxin-dependent glutamate synthase,25.01,59.01,0.945885785,-1.238454401,PMM1512
PMM1514,lipoyl synthase,22.01,55.01,0.537266904,-1.321534758,PMM1514
PMM1515,site-specific recombinase,11.01,6.01,1.0,0.873377573,PMM1515
PMM1516,hypothetical protein,0.01,6.01,1.0,-9.231221181,PMM1516
PMM1517,hypothetical protein,9.01,0.01,1.0,9.815383296,PMM1517
PMM1518,hypothetical protein,0.01,0.01,1.0,0.0,PMM1518
PMM1519,photosystem I reaction center protein subunit XI,621.01,1746.01,0.32491641,-1.491373417,PMM1519
PMM1520,photosystem I reaction center subunit VIII,598.01,1174.01,0.986465062,-0.973203182,PMM1520
PMM1521,annexin,0.01,0.01,1.0,0.0,PMM1521
PMM1522,glycosyl transferase family protein,37.01,24.01,0.47913291,0.624279732,PMM1522
PMM1523,photosystem I P700 chlorophyll a apoprotein A2,1186.01,2913.01,0.970149211,-1.29639448,PMM1523
PMM1524,photosystem I P700 chlorophyll a apoprotein A1,1744.01,4224.01,0.962137918,-1.276204938,PMM1524
PMM1525,bifunctional cbiH protein and precorrin-3B C17-methyltransferase,9.01,8.01,1.0,0.169724863,PMM1525
