Synonym,Product,Expression 9313+1A3 ,Expression 9313+1A3 dil,Expression 9313+1A3 +.01,Expression 9313+1A3 dil+.01,qValue 9313+1A3  vs 9313+1A3 dil,fold change 9313/9313DIL,resolved_locus_tag,resolution_method
AMHOT1A3_single_01346,"cobyrinic acid a,c-diamide synthase:dethiobiotin synthase",21,70,21.01,70.01,1.55e-07,0.300099986,,unresolved
AMHOT1A3_single_01357,hypothetical protein,39,0,39.01,0.01,0.0,3901.0,,unresolved
AMHOT1A3_single_01361,response regulator receiver protein,336,47,336.01,47.01,0.001229503,7.147628164,,unresolved
AMHOT1A3_single_01366,glutamyl-tRNA synthetase,69,232,69.01,232.01,6.85e-06,0.297444076,,unresolved
AMHOT1A3_single_01373,hypothetical protein,37,0,37.01,0.01,0.0,3701.0,,unresolved
AMHOT1A3_single_01374,hypothetical protein,19,0,19.01,0.01,0.0,1901.0,,unresolved
AMHOT1A3_single_01375,NifR3/Smm1 family protein,7,34,7.01,34.01,5.43e-11,0.206115848,,unresolved
AMHOT1A3_single_01390,tryptophan synthase subunit beta,42,189,42.01,189.01,1.15e-12,0.222263372,,unresolved
AMHOT1A3_single_01399,pseudouridine synthase,166,4,166.01,4.01,1.83e-109,41.39900249,,unresolved
AMHOT1A3_single_01405,thiopurine S-methyltransferase family protein,17,46,17.01,46.01,0.000109,0.369702239,,unresolved
AMHOT1A3_single_01406,SmpA/OmlA protein,82,0,82.01,0.01,0.0,8201.0,,unresolved
AMHOT1A3_single_01410,fatty acid cistrans isomerase,27,55,27.01,55.01,0.014996137,0.491001636,,unresolved
AMHOT1A3_single_01420,molecular chaperone DnaK,76,1,76.01,1.01,2.5100000000000002e-144,75.25742574,,unresolved
AMHOT1A3_single_01425,sensory box/GGDEF/EAL domain-containing protein,181,30,181.01,30.01,0.009460388,6.031656115,,unresolved
AMHOT1A3_single_01429,carbamoyl phosphate synthase small subunit,45,715,45.01,715.01,2.4299999999999997e-230,0.062950169,,unresolved
AMHOT1A3_single_01430,carbamoyl phosphate synthase large subunit,25,113,25.01,113.01,3.28e-11,0.221307849,,unresolved
AMHOT1A3_single_01441,Mg/Co transporter,59,195,59.01,195.01,1.83e-06,0.302599867,,unresolved
AMHOT1A3_single_01450,hypothetical protein,111,0,111.01,0.01,0.0,11101.0,,unresolved
AMHOT1A3_single_01452,hypothetical protein,4873,222,4873.01,222.01,1.93e-26,21.94950678,,unresolved
AMHOT1A3_single_01456,HxlR family transcriptional regulator,31,0,31.01,0.01,0.0,3101.0,,unresolved
AMHOT1A3_single_01457,3-oxoacyl-(acyl-carrier-protein) reductase,2,15,2.01,15.01,9.58e-10,0.133910726,,unresolved
AMHOT1A3_single_01468,peptidyl-tRNA hydrolase,19,719,19.01,719.01,0.0,0.026439132,,unresolved
AMHOT1A3_single_01469,50S ribosomal protein L25/general stress protein Ctc,232,935,232.01,935.01,2.8e-06,0.248136384,,unresolved
AMHOT1A3_single_01475,outer membrane lipoprotein LolB,14,45,14.01,45.01,1.5e-05,0.311264164,,unresolved
AMHOT1A3_single_01486,23S rRNA ribose 2'-O-ribose methyltransferase,63,3,63.01,3.01,3.45e-13,20.93355482,,unresolved
AMHOT1A3_single_01497,hypothetical protein,19,0,19.01,0.01,0.0,1901.0,,unresolved
AMHOT1A3_single_01500,HIT family hydrolase,39,0,39.01,0.01,0.0,3901.0,,unresolved
AMHOT1A3_single_01503,hypothetical protein,51,128,51.01,128.01,0.000433,0.398484493,,unresolved
AMHOT1A3_single_01509,glyoxalase family protein,33,0,33.01,0.01,0.0,3301.0,,unresolved
AMHOT1A3_single_01510,glyoxalase family protein,25,0,25.01,0.01,0.0,2501.0,,unresolved
AMHOT1A3_single_01513,regulatory protein MarR,29,0,29.01,0.01,0.0,2901.0,,unresolved
AMHOT1A3_single_01514,hypothetical protein,16,49,16.01,49.01,8.19e-07,0.326668027,,unresolved
AMHOT1A3_single_01525,hypothetical protein,25,0,25.01,0.01,0.0,2501.0,,unresolved
AMHOT1A3_single_01532,type I DNA specificity S subunit,15,38,15.01,38.01,0.000302,0.39489608,,unresolved
AMHOT1A3_single_01536,hypothetical protein,94,201,94.01,201.01,0.008777668,0.467688175,,unresolved
AMHOT1A3_single_01539,response regulator receiver protein,7,20,7.01,20.01,0.006739123,0.350324838,,unresolved
AMHOT1A3_single_01540,hypothetical protein,21,47,21.01,47.01,0.011090668,0.446926186,,unresolved
AMHOT1A3_single_01563,"membrane-bound aldehyde dehydrogenase, large subunit",55,4,55.01,4.01,6.21e-07,13.71820449,,unresolved
AMHOT1A3_single_01565,transcriptional regulator,667,85,667.01,85.01,0.002200638,7.846253382,,unresolved
AMHOT1A3_single_01570,transthyretin,21,0,21.01,0.01,0.0,2101.0,,unresolved
AMHOT1A3_single_01571,OHCU decarboxylase,27,0,27.01,0.01,0.0,2701.0,,unresolved
AMHOT1A3_single_01572,"Xanthine and CO dehydrogenase maturation factor, XdhC/CoxF family protein",21,2,21.01,2.01,2.34e-07,10.45273632,,unresolved
AMHOT1A3_single_01575,TetR family transcriptional regulator,69,5,69.01,5.01,3.6e-10,13.7744511,,unresolved
AMHOT1A3_single_01576,chitin deacetylase,21,2,21.01,2.01,2.37e-05,10.45273632,,unresolved
AMHOT1A3_single_01578,xanthine/uracil/vitamin C permease,33,3,33.01,3.01,1.17e-06,10.96677741,,unresolved
AMHOT1A3_single_01581,response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(s),298,39,298.01,39.01,0.000323,7.63932325,,unresolved
AMHOT1A3_single_01583,Signal transduction histidine kinase,1293,217,1293.01,217.01,0.00115712,5.958296853,,unresolved
AMHOT1A3_single_01607,lipopolysaccharide synthesis sugar transferase,96,0,96.01,0.01,0.0,9601.0,,unresolved
AMHOT1A3_single_01612,hypothetical protein,10,110,10.01,110.01,5.84e-80,0.090991728,,unresolved
AMHOT1A3_single_01617,hypothetical protein,23,0,23.01,0.01,0.0,2301.0,,unresolved
AMHOT1A3_single_01634,integration host factor subunit alpha,2244,404,2244.01,404.01,0.016242547,5.554342714,,unresolved
AMHOT1A3_single_01640,beta-hexosaminidase,26,3,26.01,3.01,0.001144391,8.641196013,,unresolved
AMHOT1A3_single_01650,hypothetical protein,21,176,21.01,176.01,4.46e-64,0.119368218,,unresolved
AMHOT1A3_single_01660,permease of the major facilitator superfamily protein,38,3,38.01,3.01,3.74e-05,12.62790698,,unresolved
AMHOT1A3_single_01665,methylcrotonyl CoA carboxylase subunit beta,71,2,71.01,2.01,6.61e-87,35.32835821,,unresolved
AMHOT1A3_single_01668,acetyl-CoA acetyltransferase,100,4,100.01,4.01,3.45e-24,24.94014963,,unresolved
AMHOT1A3_single_01676,Inosine monophosphate dehydrogenase-like protein,2433,144,2433.01,144.01,8.41e-23,16.89472953,,unresolved
AMHOT1A3_single_01682,"helicase, ATP-dependent",10,22,10.01,22.01,0.015204024,0.454793276,,unresolved
AMHOT1A3_single_01683,type IV pilus assembly PilZ,817,91,817.01,91.01,0.000337,8.977145369,,unresolved
AMHOT1A3_single_01688,DNA polymerase III subunit epsilon,131,365,131.01,365.01,0.000404,0.358921673,,unresolved
AMHOT1A3_single_01692,sensory box/GGDEF/EAL domain-containing protein,415,58,415.01,58.01,0.001029007,7.15411136,,unresolved
AMHOT1A3_single_01694,ABC transporter permease,14,30,14.01,30.01,0.002822954,0.466844385,,unresolved
AMHOT1A3_single_01701,LysR family transcriptional regulator,17,38,17.01,38.01,0.002986714,0.447513812,,unresolved
AMHOT1A3_single_01703,formate dehydrogenase subunit D,18,0,18.01,0.01,0.0,1801.0,,unresolved
AMHOT1A3_single_01717,maf protein,21,45,21.01,45.01,0.003494993,0.466785159,,unresolved
AMHOT1A3_single_01721,3-oxoacyl-ACP synthase,37,265,37.01,265.01,1.2e-34,0.139655107,,unresolved
AMHOT1A3_single_01722,malonyl CoA-acyl carrier protein transacylase,22,69,22.01,69.01,8.17e-07,0.318939284,,unresolved
AMHOT1A3_single_01723,3-oxoacyl-ACP reductase,36,207,36.01,207.01,9.49e-24,0.173952949,,unresolved
AMHOT1A3_single_01724,acyl carrier protein,199,440,199.01,440.01,0.005152932,0.452285175,,unresolved
AMHOT1A3_single_01725,3-oxoacyl-ACP synthase,25,82,25.01,82.01,2.98e-06,0.304962809,,unresolved
AMHOT1A3_single_01726,4-amino-4-deoxychorismate lyase,63,4,63.01,4.01,7.62e-11,15.71321696,,unresolved
AMHOT1A3_single_01730,metallo-dependent hydrolase,33,91,33.01,91.01,0.000103,0.362707395,,unresolved
AMHOT1A3_single_01731,pyridoxamine 5'-phosphate oxidase-like FMN-binding protein,23,0,23.01,0.01,0.0,2301.0,,unresolved
AMHOT1A3_single_01746,hypothetical protein,4940,29,4940.01,29.01,0.0,170.2864529,,unresolved
AMHOT1A3_single_01748,phosphatase/phosphohexomutase,20,0,20.01,0.01,0.0,2001.0,,unresolved
AMHOT1A3_single_01751,hypothetical protein,5421,99,5421.01,99.01,3.07e-260,54.75214625,,unresolved
AMHOT1A3_single_01753,acyl dehydratase,46,4,46.01,4.01,1.44e-05,11.47381546,,unresolved
AMHOT1A3_single_01754,Entericidin EcnA/B family protein,1141,169,1141.01,169.01,0.014613438,6.751138986,,unresolved
AMHOT1A3_single_01757,pterin-4-alpha-carbinolamine dehydratase protein,52,0,52.01,0.01,0.0,5201.0,,unresolved
AMHOT1A3_single_01774,"oxidoreductase, 2OG-Fe(II) oxygenase family protein",3,30,3.01,30.01,2.16e-25,0.1002999,,unresolved
AMHOT1A3_single_01776,transposase,20,0,20.01,0.01,0.0,2001.0,,unresolved
AMHOT1A3_single_01795,ABC transporter substrate-binding protein,5,23,5.01,23.01,4.87e-09,0.217731421,,unresolved
AMHOT1A3_single_01801,"exopolysaccharide synthesis, exoD",28,0,28.01,0.01,0.0,2801.0,,unresolved
AMHOT1A3_single_01809,hypothetical protein,1532,227,1532.01,227.01,0.00215976,6.748645434,,unresolved
AMHOT1A3_single_01833,TonB-dependent receptor,292,19,292.01,19.01,2.09e-16,15.3608627,,unresolved
AMHOT1A3_single_01845,hypothetical protein,3236,220,3236.01,220.01,6.89e-17,14.7084678,,unresolved
AMHOT1A3_single_01848,adenylosuccinate lyase,14,147,14.01,147.01,9.34e-105,0.095299639,,unresolved
AMHOT1A3_single_01849,lysogenization regulator,24,112,24.01,112.01,1.64e-16,0.214355861,,unresolved
AMHOT1A3_single_01856,ATP-dependent Clp protease ATP-binding protein ClpA,1094,121,1094.01,121.01,2.37e-06,9.040657797,,unresolved
AMHOT1A3_single_01861,hypothetical protein,423,37,423.01,37.01,1.44e-05,11.42961362,,unresolved
AMHOT1A3_single_01865,hypothetical protein,10,22,10.01,22.01,0.01085135,0.454793276,,unresolved
AMHOT1A3_single_01866,cytoplasmic asparaginase I,7,22,7.01,22.01,3.39e-05,0.318491595,,unresolved
AMHOT1A3_single_01876,nicotinic acid mononucleotide adenylyltransferase,109,4,109.01,4.01,1.8e-44,27.18453865,,unresolved
AMHOT1A3_single_01878,rare lipoprotein B,29,65,29.01,65.01,0.001758608,0.44623904,,unresolved
AMHOT1A3_single_01894,Proteolipid membrane potential modulator,493,49,493.01,49.01,0.000162,10.05937564,,unresolved
AMHOT1A3_single_01903,proline/sodium symporter,102,4,102.01,4.01,2.59e-31,25.43890274,,unresolved
AMHOT1A3_single_01905,gamma-glutamyl phosphate reductase,120,2,120.01,2.01,3.8099999999999994e-263,59.70646766,,unresolved
AMHOT1A3_single_01907,restriction endonuclease,547,89,547.01,89.01,0.012355779,6.145489271,,unresolved
AMHOT1A3_single_01920,hypothetical protein,22,0,22.01,0.01,0.0,2201.0,,unresolved
AMHOT1A3_single_01924,hypothetical protein,37,0,37.01,0.01,0.0,3701.0,,unresolved
AMHOT1A3_single_01927,hypothetical protein,9,61,9.01,61.01,8.57e-30,0.147680708,,unresolved
AMHOT1A3_single_01929,major facilitator superfamily transporter,31,4,31.01,4.01,0.002294806,7.733167082,,unresolved
AMHOT1A3_single_01947,hypothetical protein,34,151,34.01,151.01,3.23e-10,0.225216873,,unresolved
AMHOT1A3_single_01949,short-chain dehydrogenase,77,1,77.01,1.01,6.06e-238,76.24752475,,unresolved
AMHOT1A3_single_01955,glutathione S-transferase,224,25,224.01,25.01,0.000797,8.956817273,,unresolved
AMHOT1A3_single_01960,hypothetical protein,19,0,19.01,0.01,0.0,1901.0,,unresolved
AMHOT1A3_single_01961,citrate synthase,410,1262,410.01,1262.01,0.011404458,0.324886491,,unresolved
AMHOT1A3_single_01971,TonB-dependent receptor,19,51,19.01,51.01,0.000324,0.372672025,,unresolved
AMHOT1A3_single_01975,phospholipase,61,1,61.01,1.01,7.84e-295,60.40594059,,unresolved
AMHOT1A3_single_01986,penicillin acylase-like protein,155,434,155.01,434.01,0.010067197,0.357157669,,unresolved
AMHOT1A3_single_02007,sensor histidine kinase,48,2,48.01,2.01,3.8200000000000005e-27,23.88557214,,unresolved
AMHOT1A3_single_02010,hypothetical protein,66,0,66.01,0.01,0.0,6601.0,,unresolved
AMHOT1A3_single_02014,rhodanese-related sulfurtransferase,25,476,25.01,476.01,0.0,0.052540913,,unresolved
AMHOT1A3_single_02027,transcriptional regulator CysB,94,236,94.01,236.01,0.002120407,0.398330579,,unresolved
AMHOT1A3_single_02031,fumarate hydratase,192,496,192.01,496.01,0.011105853,0.387109131,,unresolved
AMHOT1A3_single_02039,acyl-CoA thioesterase II,85,213,85.01,213.01,0.001434389,0.399089245,,unresolved
AMHOT1A3_single_02040,"Carbonic anhydrases/acetyltransferase, isoleucine patch superfamily protein",47,105,47.01,105.01,0.002689089,0.44767165,,unresolved
AMHOT1A3_single_02042,serine-pyruvate aminotransferase,65,486,65.01,486.01,1.57e-38,0.13376268,,unresolved
AMHOT1A3_single_02296,hypothetical protein,2,32,2.01,32.01,8.27e-87,0.062792877,,unresolved
AMHOT1A3_single_02316,metallo-beta-lactamase family protein,9,57,9.01,57.01,2.04e-27,0.158042449,,unresolved
AMHOT1A3_single_02383,glucuronate isomerase,3,12,3.01,12.01,0.000168,0.25062448,,unresolved
AMHOT1A3_single_02417,hypothetical protein,19,0,19.01,0.01,0.0,1901.0,,unresolved
AMHOT1A3_single_02431,hypothetical protein,30,0,30.01,0.01,0.0,3001.0,,unresolved
AMHOT1A3_single_02432,SAM-dependent methyltransferase,18,42,18.01,42.01,0.000849,0.428707451,,unresolved
AMHOT1A3_single_02475,kelch motif domain-containing protein,13,35,13.01,35.01,7.68e-05,0.371608112,,unresolved
AMHOT1A3_single_02501,"peptidase A2A, retrovirus, catalytic",7,15,7.01,15.01,0.019543131,0.467021985,,unresolved
AMHOT1A3_single_02502,HopJ type III effector protein,13,93,13.01,93.01,7.05e-23,0.139877433,,unresolved
AMHOT1A3_single_02515,Protease II,11,24,11.01,24.01,0.007478579,0.458558934,,unresolved
AMHOT1A3_single_02531,hypothetical protein,18,0,18.01,0.01,0.0,1801.0,,unresolved
AMHOT1A3_single_02533,cation diffusion facilitator family transporter,18,75,18.01,75.01,1.86e-13,0.24010132,,unresolved
AMHOT1A3_single_02544,beta-lactamase,11,27,11.01,27.01,0.001158023,0.407626805,,unresolved
AMHOT1A3_single_02550,histidinol-phosphate aminotransferase,14,31,14.01,31.01,0.001637768,0.451789745,,unresolved
AMHOT1A3_single_02551,imidazole glycerol-phosphate dehydratase/histidinol phosphatase,14,39,14.01,39.01,2.45e-05,0.359138682,,unresolved
AMHOT1A3_single_02553,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,18,42,18.01,42.01,0.000946,0.428707451,,unresolved
AMHOT1A3_single_02554,imidazole glycerol phosphate synthase subunit HisF,6,41,6.01,41.01,1.27e-20,0.146549622,,unresolved
AMHOT1A3_single_02555,phosphoribosyl-ATP pyrophosphatase/phosphoribosyl-AMP cyclohydrolase,9,69,9.01,69.01,6.14e-28,0.130560788,,unresolved
AMHOT1A3_single_02559,"peptidase, M16 family protein",16,41,16.01,41.01,0.000642,0.390392587,,unresolved
AMHOT1A3_single_02569,Nucleoid-associated protein YbaB,37,212,37.01,212.01,7.02e-25,0.174567237,,unresolved
AMHOT1A3_single_02656,short chain dehydrogenase,20,1,20.01,1.01,7.01e-24,19.81188119,,unresolved
AMHOT1A3_single_02664,succinyl-diaminopimelate desuccinylase,29,0,29.01,0.01,0.0,2901.0,,unresolved
AMHOT1A3_single_02748,hypothetical protein,12,55,12.01,55.01,6.32e-13,0.218323941,,unresolved
AMHOT1A3_single_02833,hypothetical protein,5,16,5.01,16.01,1.21e-05,0.312929419,,unresolved
AMHOT1A3_single_02857,sortase,23,0,23.01,0.01,0.0,2301.0,,unresolved
AMHOT1A3_single_02884,sensory box histidine kinase/response regulator,10,24,10.01,24.01,0.002837611,0.416909621,,unresolved
AMHOT1A3_single_02889,esterase,4,20,4.01,20.01,3.33e-11,0.2003998,,unresolved
AMHOT1A3_single_02963,hypothetical protein,28,3,28.01,3.01,0.001066855,9.305647841,,unresolved
AMHOT1A3_single_02977,hypothetical protein,40,0,40.01,0.01,0.0,4001.0,,unresolved
AMHOT1A3_single_03025,arsenical pump membrane protein,9,34,9.01,34.01,1.09e-07,0.264922082,,unresolved
AMHOT1A3_single_03037,Polyketide cyclase / dehydrase and lipid transport,18,3,18.01,3.01,0.046690807,5.983388704,,unresolved
AMHOT1A3_single_03106,yecA family protein,21,0,21.01,0.01,0.0,2101.0,,unresolved
AMHOT1A3_single_03151,hypothetical protein,1,25,1.01,25.01,1.9200000000000002e-105,0.040383846,,unresolved
AMHOT1A3_single_03162,disulfide isomerase/thiol-disulfide oxidase,5,21,5.01,21.01,3.7e-06,0.238457877,,unresolved
AMHOT1A3_single_03173,TonB-dependent receptor,7,18,7.01,18.01,0.000148,0.389228207,,unresolved
AMHOT1A3_single_03247,tRNA (uracil-5-)-methyltransferase,11,42,11.01,42.01,3e-09,0.262080457,,unresolved
AMHOT1A3_single_03271,acyltransferase,9,29,9.01,29.01,1.37e-05,0.310582558,,unresolved
AMHOT1A3_single_03321,sterol desaturase,37,2,37.01,2.01,6.14e-20,18.41293532,,unresolved
AMHOT1A3_single_03358,membrane protein,29,5,29.01,5.01,0.013777134,5.790419162,,unresolved
AMHOT1A3_single_03419,hypothetical protein,3,24,3.01,24.01,6.799999999999999e-30,0.125364431,,unresolved
AMHOT1A3_single_03440,Glycosyl transferase family 2,7,22,7.01,22.01,3.27e-05,0.318491595,,unresolved
AMHOT1A3_single_03442,glycosyltransferase family 2 protein,13,55,13.01,55.01,5.79e-10,0.236502454,,unresolved
AMHOT1A3_single_03498,protein kinase,7,32,7.01,32.01,5.13e-13,0.218994064,,unresolved
AMHOT1A3_single_03524,transcriptional regulator,1,72,1.01,72.01,0.0,0.01402583,,unresolved
AMHOT1A3_single_03612,dimethylmenaquinone methyltransferase,14,117,14.01,117.01,4.86e-48,0.119733356,,unresolved
AMHOT1A3_single_03717,cyd operon protein YbgTEB3,26,0,26.01,0.01,0.0,2601.0,,unresolved
AMHOT1A3_single_03786,glucosamine-fructose-6-phosphate aminotransferase,11,47,11.01,47.01,1.77e-13,0.234205488,,unresolved
AMHOT1A3_single_03797,NAD(P) transhydrogenase subunit beta,16,34,16.01,34.01,0.003643947,0.470743899,,unresolved
AMHOT1A3_single_03806,Nickel uptake substrate-specific transmembrane region,1,17,1.01,17.01,2.76e-37,0.059376837,,unresolved
AMHOT1A3_single_03808,hypothetical protein,25,0,25.01,0.01,0.0,2501.0,,unresolved
AMHOT1A3_single_03809,TonB-dependent receptor,8,24,8.01,24.01,0.000145,0.333610995,,unresolved
AMHOT1A3_single_03860,potassium channel protein,10,31,10.01,31.01,9.9e-06,0.322799097,,unresolved
AMHOT1A3_single_03877,general secretion pathway protein J,18,0,18.01,0.01,0.0,1801.0,,unresolved
AMHOT1A3_single_03967,tryptophan halogenase,20,2,20.01,2.01,3.84e-05,9.955223881,,unresolved
AMHOT1A3_single_04000,copper export protein,17,58,17.01,58.01,8.65e-08,0.293225306,,unresolved
AMHOT1A3_single_04075,cation efflux system protein,9,22,9.01,22.01,0.000684,0.409359382,,unresolved
AMHOT1A3_single_04087,hypothetical protein,19,0,19.01,0.01,0.0,1901.0,,unresolved
AMHOT1A3_single_04091,hypothetical protein,18,0,18.01,0.01,0.0,1801.0,,unresolved
AMHOT1A3_single_04100,hypothetical protein,29,0,29.01,0.01,0.0,2901.0,,unresolved
AMHOT1A3_single_04101,hydrogenase assembly chaperone HypC/HupF,18,0,18.01,0.01,0.0,1801.0,,unresolved
AMHOT1A3_single_04111,protein-S-isoprenylcysteine methyltransferase,21,0,21.01,0.01,0.0,2101.0,,unresolved
AMHOT1A3_single_00001,maturase,398,183,398.01,183.01,1.0,2.174799191,,unresolved
AMHOT1A3_single_00004,flavodoxin,60,26,60.01,26.01,1.0,2.307189542,,unresolved
AMHOT1A3_single_00007,tRNA modification GTPase TrmE,25,22,25.01,22.01,0.539808222,1.136301681,,unresolved
AMHOT1A3_single_00008,nucleotide-binding protein,63,0,63.01,0.01,1.0,6301.0,,unresolved
AMHOT1A3_single_00011,ribonuclease P protein component,115,127,115.01,127.01,0.346627549,0.90551925,,unresolved
AMHOT1A3_single_00013,chromosomal replication initiator protein dnaA,95,59,95.01,59.01,1.0,1.61006609,,unresolved
AMHOT1A3_single_00014,DNA polymerase III subunit beta,185,113,185.01,113.01,1.0,1.63711176,,unresolved
AMHOT1A3_single_00015,recombinational DNA repair ATPase,49,57,49.01,57.01,0.316446467,0.859673741,,unresolved
AMHOT1A3_single_00016,DNA gyrase subunit B,61,49,61.01,49.01,1.0,1.24484799,,unresolved
AMHOT1A3_single_00018,glycyl-tRNA ligase subunit beta,100,70,100.01,70.01,1.0,1.428510213,,unresolved
AMHOT1A3_single_00019,glycyl-tRNA ligase subunit alpha,64,43,64.01,43.01,0.916894953,1.488258545,,unresolved
AMHOT1A3_single_00020,3-methyladenine DNA glycosylase,20,19,20.01,19.01,0.420382519,1.052603893,,unresolved
AMHOT1A3_single_00021,hypothetical protein,58,47,58.01,47.01,0.592515845,1.233992767,,unresolved
AMHOT1A3_single_00022,GTPase activator,237,297,237.01,297.01,0.367420817,0.7979866,,unresolved
AMHOT1A3_single_00024,"cytochrome c4 cytochrome C, class I in atlantica",357,337,357.01,337.01,1.0,1.05934542,,unresolved
AMHOT1A3_single_00025,ribosome biogenesis GTP-binding protein YsxC,158,59,158.01,59.01,1.0,2.677681749,,unresolved
AMHOT1A3_single_00027,isoprenoid biosynthesis protein,55,32,55.01,32.01,1.0,1.718525461,,unresolved
AMHOT1A3_single_00029,potassium transporter peripheral membrane component,26,29,26.01,29.01,0.356839301,0.896587384,,unresolved
