gene_names,gene,locus_tag_ncbi,source,start,end,strand,Note,exception,inference,product,protein_id,gene_synonym,locus_tag,ec_numbers
DEH24_15310,,DEH24_15310,Protein Homology,10858,11289,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006993083.1,flagellar biosynthesis protein FlgN,HBY40791.1,,DEH24_15310,
flgM,flgM,DEH24_15315,Protein Homology,11303,11647,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007637816.1,flagellar biosynthesis anti-sigma factor FlgM,HBY40792.1,,DEH24_15315,
DEH24_15320,,DEH24_15320,Protein Homology,11754,12488,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517623.1,flagella basal body P-ring formation protein FlgA,HBY40793.1,,DEH24_15320,
DEH24_15325,,DEH24_15325,Protein Homology,12632,13558,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006008526.1,chemotaxis protein CheW,HBY40794.1,,DEH24_15325,
DEH24_15330,,DEH24_15330,Protein Homology,13579,14412,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983458.1,chemotaxis protein CheR,HBY40795.1,,DEH24_15330,
flgB,flgB,DEH24_15335,Protein Homology,14515,14919,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006008524.1,flagellar basal body rod protein FlgB,HBY40796.1,,DEH24_15335,
flgC,flgC,DEH24_15340,Protein Homology,14919,15341,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983456.1,flagellar basal body rod protein FlgC,HBY40797.1,,DEH24_15340,
DEH24_15345,,DEH24_15345,Protein Homology,15367,16056,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785148.1,flagellar hook assembly protein FlgD,HBY40798.1,,DEH24_15345,
DEH24_15350,,DEH24_15350,Protein Homology,16072,17457,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066435.1,flagellar hook protein FlgE,HBY40799.1,,DEH24_15350,
flgF,flgF,DEH24_15355,Protein Homology,17583,18326,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066436.1,flagellar basal-body rod protein FlgF,HBY40800.1,,DEH24_15355,
flgG,flgG,DEH24_15360,Protein Homology,18368,19156,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517631.1,flagellar basal-body rod protein FlgG,HBY40801.1,,DEH24_15360,
DEH24_15365,,DEH24_15365,Protein Homology,19175,19858,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007990061.1,flagellar basal body L-ring protein FlgH,HBY40802.1,,DEH24_15365,
DEH24_15370,,DEH24_15370,Protein Homology,19868,20977,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785143.1,flagellar biosynthesis protein FlgI,HBY40803.1,,DEH24_15370,
DEH24_15375,,DEH24_15375,Protein Homology,20977,21930,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007623197.1,flagellar assembly peptidoglycan hydrolase FlgJ,HBY40804.1,,DEH24_15375,
flgK,flgK,DEH24_15380,Protein Homology,21956,24088,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948602.1,flagellar hook-associated protein FlgK,HBY40805.1,,DEH24_15380,
flgL,flgL,DEH24_15385,Protein Homology,24094,25096,+,,,COORDINATES: protein motif:HMM:TIGR02550,flagellar hook-associated protein 3,HBY40806.1,,DEH24_15385,
DEH24_12060,,DEH24_12060,GeneMarkS+,43,546,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40148.1,,DEH24_12060,
DEH24_12065,,DEH24_12065,GeneMarkS+,594,797,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40149.1,,DEH24_12065,
DEH24_12070,,DEH24_12070,GeneMarkS+,1001,1720,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40150.1,,DEH24_12070,
DEH24_12075,,DEH24_12075,GeneMarkS+,1760,2017,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40151.1,,DEH24_12075,
DEH24_12080,,DEH24_12080,GeneMarkS+,2119,2790,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40152.1,,DEH24_12080,
DEH24_12085,,DEH24_12085,GeneMarkS+,2904,3479,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40153.1,,DEH24_12085,
csx16,csx16,DEH24_12090,Protein Homology,3670,4026,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013419514.1,CRISPR-associated protein Csx16,HBY40154.1,,DEH24_12090,
DEH24_12095,,DEH24_12095,GeneMarkS+,4147,4467,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40155.1,,DEH24_12095,
DEH24_12100,,DEH24_12100,GeneMarkS+,4738,5301,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40156.1,,DEH24_12100,
DEH24_12105,,DEH24_12105,GeneMarkS+,5480,5824,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40157.1,,DEH24_12105,
DEH24_12110,,DEH24_12110,GeneMarkS+,5885,6292,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40158.1,,DEH24_12110,
DEH24_12115,,DEH24_12115,GeneMarkS+,6305,6583,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40159.1,,DEH24_12115,
DEH24_12120,,DEH24_12120,GeneMarkS+,6580,6942,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40160.1,,DEH24_12120,
DEH24_12125,,DEH24_12125,GeneMarkS+,6924,7160,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40161.1,,DEH24_12125,
DEH24_12130,,DEH24_12130,GeneMarkS+,7202,7549,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40162.1,,DEH24_12130,
DEH24_12135,,DEH24_12135,GeneMarkS+,7654,8109,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40163.1,,DEH24_12135,
DEH24_08330,,DEH24_08330,Protein Homology,1,667,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013722203.1,pyridine nucleotide-disulfide oxidoreductase,HBY39409.1,,DEH24_08330,
DEH24_08335,,DEH24_08335,Protein Homology,930,2219,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951153.1,Fis family transcriptional regulator,HBY39410.1,,DEH24_08335,
DEH24_08340,,DEH24_08340,Protein Homology,2327,3505,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516696.1,hypothetical protein,HBY39411.1,,DEH24_08340,
DEH24_08345,,DEH24_08345,Protein Homology,3524,4291,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519982.1,sulfite exporter TauE/SafE family protein,HBY39412.1,,DEH24_08345,
DEH24_08350,,DEH24_08350,Protein Homology,4443,6608,+,PtrB%3B oligopeptidase that cleaves peptide bonds following arginine and lysine residues,,COORDINATES: similar to AA sequence:RefSeq:WP_012518885.1,oligopeptidase B,HBY39413.1,,DEH24_08350,3.4.21.83
DEH24_08355,,DEH24_08355,Protein Homology,6665,7777,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019275825.1,acyltransferase,HBY39414.1,,DEH24_08355,
DEH24_08360,,DEH24_08360,Protein Homology,7789,8550,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008949146.1,Zn-dependent hydrolase,HBY39415.1,,DEH24_08360,
DEH24_08365,,DEH24_08365,Protein Homology,8595,10433,-,,,COORDINATES: protein motif:HMM:PF13387.4,hypothetical protein,HBY39416.1,,DEH24_08365,
DEH24_08370,,DEH24_08370,Protein Homology,10430,10789,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014950617.1,adenosine deaminase,HBY39417.1,,DEH24_08370,
DEH24_08375,,DEH24_08375,Protein Homology,10933,11886,-,,,COORDINATES: protein motif:HMM:PF07859.11,hypothetical protein,HBY39418.1,,DEH24_08375,
DEH24_08380,,DEH24_08380,Protein Homology,12004,12219,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011233433.1,DUF2892 domain-containing protein,HBY39419.1,,DEH24_08380,
DEH24_08385,,DEH24_08385,GeneMarkS+,12231,13571,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39420.1,,DEH24_08385,
DEH24_08390,,DEH24_08390,Protein Homology,13576,14370,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011233435.1,outer membrane lipoprotein-sorting protein,HBY39421.1,,DEH24_08390,
DEH24_08395,,DEH24_08395,Protein Homology,14380,14996,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951174.1,RND transporter,HBY39422.1,,DEH24_08395,
DEH24_18415,,DEH24_18415,Protein Homology,1,1534,+,,,COORDINATES: protein motif:HMM:PF00593.22,hypothetical protein,HBY41410.1,,DEH24_18415,
DEH24_18420,,DEH24_18420,Protein Homology,1646,2905,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015690078.1,gallate dioxygenase,HBY41411.1,,DEH24_18420,
DEH24_18425,,DEH24_18425,Protein Homology,2967,3428,-,,,COORDINATES: protein motif:HMM:PF00248.19,hypothetical protein,HBY41412.1,,DEH24_18425,
DEH24_05630,,DEH24_05630,GeneMarkS+,1,1423,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38874.1,,DEH24_05630,
DEH24_05635,,DEH24_05635,Protein Homology,1643,2632,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785537.1,RNA polymerase sigma factor RpoS,HBY38875.1,,DEH24_05635,
DEH24_05640,,DEH24_05640,Protein Homology,2708,3520,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978236.1,LysM peptidoglycan-binding domain-containing protein,HBY38876.1,,DEH24_05640,
DEH24_05645,,DEH24_05645,Protein Homology,3547,4125,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517175.1,DedA family protein,HBY38877.1,,DEH24_05645,
pcm,pcm,DEH24_05650,Protein Homology,4122,4324,-,catalyzes the methyl esterification of L-isoaspartyl residues that are formed in damaged proteins,,COORDINATES: similar to AA sequence:RefSeq:WP_014109889.1,protein-L-isoaspartate(D-aspartate) O-methyltransferase,HBY38878.1,,DEH24_05650,2.1.1.77
DEH24_08660,,DEH24_08660,Protein Homology,1,767,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017930211.1,tryptophan halogenase,HBY39475.1,,DEH24_08660,
DEH24_08665,,DEH24_08665,Protein Homology,767,2284,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006275215.1,tryptophan halogenase,HBY39476.1,,DEH24_08665,
DEH24_08670,,DEH24_08670,Protein Homology,2325,2663,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_017507693.1,FKBP-type peptidylprolyl isomerase,HBY39477.1,,DEH24_08670,
DEH24_08675,,DEH24_08675,Protein Homology,2830,3216,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017105846.1,hypothetical protein,HBY39478.1,,DEH24_08675,
DEH24_08680,,DEH24_08680,Protein Homology,3299,5344,-,,,COORDINATES: protein motif:HMM:TIGR01782,hypothetical protein,HBY39479.1,,DEH24_08680,
DEH24_15020,,DEH24_15020,Protein Homology,1,568,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008955619.1,acyl-CoA dehydrogenase,HBY40734.1,,DEH24_15020,
DEH24_15025,,DEH24_15025,Protein Homology,591,1055,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014108336.1,Lrp/AsnC family transcriptional regulator,HBY40735.1,,DEH24_15025,
DEH24_15030,,DEH24_15030,Protein Homology,1184,2173,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008845465.1,cysteine synthase A,HBY40736.1,,DEH24_15030,
DEH24_15035,,DEH24_15035,GeneMarkS+,2186,2788,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40737.1,,DEH24_15035,
DEH24_15040,,DEH24_15040,Protein Homology,2935,3144,-,,,COORDINATES: similar to AA sequence:RefSeq:YP_207052.1,cold-shock protein,HBY40738.1,,DEH24_15040,
ubiB,ubiB,DEH24_15045,Protein Homology,3416,5056,-,an Escherichia coli mutant results in accumulation of octaprenylphenol and no ubiquinone%3B functions in the formation of 2-octaprenyl-6-hydroxy-phenol from 2-octaprenylphenol in ubiquinone (coenzyme Q) biosynthesis%3B similar to eukaryotic proteins that exhibit kinase functions,,COORDINATES: similar to AA sequence:RefSeq:WP_007104748.1,ubiquinone biosynthesis regulatory protein kinase UbiB,HBY40739.1,"aarF,yigQ,yigR",DEH24_15045,
DEH24_15050,,DEH24_15050,Protein Homology,5060,5518,-,,,COORDINATES: protein motif:HMM:PF02036.15,hypothetical protein,HBY40740.1,,DEH24_15050,
DEH24_12600,,DEH24_12600,Protein Homology,1,63,-,indirectly regulates nitrogen metabolism%3B at high nitrogen levels P-II prevents the phosphorylation of NR-I%2C the transcriptional activator of the glutamine synthetase gene (glnA)%3B at low nitrogen levels P-II is uridylylated to form PII-UMP and interacts with an adenylyltransferase (GlnE) that activates GlnA,,COORDINATES: similar to AA sequence:RefSeq:WP_006992692.1,P-II family nitrogen regulator,HBY40255.1,,DEH24_12600,
DEH24_12605,,DEH24_12605,GeneMarkS+,320,1084,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40256.1,,DEH24_12605,
DEH24_12610,,DEH24_12610,Protein Homology,1087,2004,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975461.1,DUF808 domain-containing protein,HBY40257.1,,DEH24_12610,
azu,azu,DEH24_12615,Protein Homology,1991,2458,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009464188.1,azurin,HBY40258.1,,DEH24_12615,
DEH24_12620,,DEH24_12620,Protein Homology,3027,4357,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516982.1,penicillin-binding protein 1B,HBY40259.1,,DEH24_12620,
DEH24_05920,,DEH24_05920,Protein Homology,1,787,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997220.1,octaprenyl diphosphate synthase,HBY38931.1,,DEH24_05920,
DEH24_05925,,DEH24_05925,Protein Homology,784,1506,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012070023.1,divalent cation transporter,HBY38932.1,,DEH24_05925,
DEH24_05930,,DEH24_05930,Protein Homology,1516,2841,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007619769.1,Xaa-Pro dipeptidase,HBY38933.1,,DEH24_05930,
DEH24_05935,,DEH24_05935,Protein Homology,2890,4836,-,,,COORDINATES: protein motif:HMM:PF01464.18%2CHMM:PF14718.4,lytic murein transglycosylase,HBY38934.1,,DEH24_05935,
DEH24_05940,,DEH24_05940,Protein Homology,5226,7376,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007991055.1,fatty acid oxidation complex subunit alpha FadB,HBY38935.1,,DEH24_05940,
DEH24_05945,,DEH24_05945,Protein Homology,7397,8560,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008846565.1,acetyl-CoA C-acyltransferase FadA,HBY38936.1,,DEH24_05945,
DEH24_07875,,DEH24_07875,Protein Homology,1,646,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978121.1,3-dehydroquinate synthase,HBY39318.1,,DEH24_07875,
DEH24_07880,,DEH24_07880,Protein Homology,668,1183,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007622732.1,shikimate kinase AroK,HBY39319.1,,DEH24_07880,
DEH24_07885,,DEH24_07885,Protein Homology,1473,3248,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107502.1,type IV pilus secretin PilQ family protein,HBY39320.1,,DEH24_07885,
DEH24_07890,,DEH24_07890,Protein Homology,3265,3786,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007641346.1,pilus assembly protein PilP,HBY39321.1,,DEH24_07890,
DEH24_07895,,DEH24_07895,Protein Homology,3783,4391,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948035.1,pilus assembly protein PilP,HBY39322.1,,DEH24_07895,
DEH24_07900,,DEH24_07900,Protein Homology,4388,4981,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517021.1,pilus assembly protein CpaD,HBY39323.1,,DEH24_07900,
DEH24_07905,,DEH24_07905,Protein Homology,4969,6036,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517022.1,type IV pilus assembly protein PilM,HBY39324.1,,DEH24_07905,
DEH24_07910,,DEH24_07910,Protein Homology,6179,8848,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978125.1,penicillin-sensitive transpeptidase,HBY39325.1,,DEH24_07910,
DEH24_07915,,DEH24_07915,Protein Homology,8895,10586,+,malic enzyme%3B oxaloacetate-decarboxylating%3B NAD-dependent%3B catalyzes the formation of pyruvate form malate,,COORDINATES: similar to AA sequence:RefSeq:WP_014978126.1,NAD-dependent malic enzyme,HBY39326.1,,DEH24_07915,1.1.1.38
DEH24_07920,,DEH24_07920,Protein Homology,10804,11778,+,,,COORDINATES: protein motif:HMM:PF14321.4,hypothetical protein,HBY39327.1,,DEH24_07920,
DEH24_07925,,DEH24_07925,Protein Homology,11809,12666,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948047.1,alpha/beta hydrolase,HBY39328.1,,DEH24_07925,
DEH24_07930,,DEH24_07930,Protein Homology,12867,13997,+,,,COORDINATES: protein motif:HMM:PF00756.18,hypothetical protein,HBY39329.1,,DEH24_07930,
DEH24_07935,,DEH24_07935,GeneMarkS+,14059,14520,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39330.1,,DEH24_07935,
DEH24_07940,,DEH24_07940,GeneMarkS+,14647,15036,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39331.1,,DEH24_07940,
DEH24_07945,,DEH24_07945,GeneMarkS+,15046,15291,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39332.1,,DEH24_07945,
DEH24_07950,,DEH24_07950,Protein Homology,15743,16234,-,,,COORDINATES: protein motif:HMM:PF04940.10,hypothetical protein,HBY39333.1,,DEH24_07950,
DEH24_07955,,DEH24_07955,GeneMarkS+,16398,16796,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39334.1,,DEH24_07955,
DEH24_07960,,DEH24_07960,GeneMarkS+,16881,17132,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39335.1,,DEH24_07960,
DEH24_07965,,DEH24_07965,GeneMarkS+,17142,17570,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39336.1,,DEH24_07965,
DEH24_07970,,DEH24_07970,Protein Homology,17801,18857,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978136.1,amino-acid N-acetyltransferase,HBY39337.1,,DEH24_07970,
DEH24_07355,,DEH24_07355,Protein Homology,1,1861,-,,,COORDINATES: protein motif:HMM:PF04348.11,penicillin-binding protein activator,HBY39214.1,,DEH24_07355,
rsmI,rsmI,DEH24_07360,Protein Homology,2063,2896,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007984944.1,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,HBY39215.1,,DEH24_07360,
DEH24_07365,,DEH24_07365,GeneMarkS+,3067,3333,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39216.1,,DEH24_07365,
nspC,nspC,DEH24_07370,Protein Homology,3370,4500,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014109742.1,carboxynorspermidine decarboxylase,HBY39217.1,,DEH24_07370,
DEH24_07375,,DEH24_07375,Protein Homology,4916,5210,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983294.1,saccharopine dehydrogenase,HBY39218.1,,DEH24_07375,
DEH24_09095,,DEH24_09095,Protein Homology,1,1200,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_017500688.1,monooxygenase,HBY39562.1,,DEH24_09095,
DEH24_09100,,DEH24_09100,Protein Homology,1212,2453,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013837088.1,amidohydrolase,HBY39563.1,,DEH24_09100,
DEH24_09105,,DEH24_09105,Protein Homology,2548,3447,-,,,COORDINATES: protein motif:HMM:PF00126.25%2CHMM:PF03466.18,LysR family transcriptional regulator,HBY39564.1,,DEH24_09105,
DEH24_09110,,DEH24_09110,Protein Homology,3571,4887,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007708647.1,beta-glucosidase,HBY39565.1,,DEH24_09110,
DEH24_09115,,DEH24_09115,GeneMarkS+,4946,5659,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39566.1,,DEH24_09115,
DEH24_09120,,DEH24_09120,GeneMarkS+,5760,6470,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39567.1,,DEH24_09120,
DEH24_09125,,DEH24_09125,Protein Homology,6422,7639,-,,,COORDINATES: protein motif:HMM:PF00512.23,hypothetical protein,HBY39568.1,,DEH24_09125,
DEH24_09130,,DEH24_09130,Protein Homology,7629,8324,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006955876.1,DNA-binding response regulator,HBY39569.1,,DEH24_09130,
DEH24_09135,,DEH24_09135,Protein Homology,8535,9092,+,,,COORDINATES: protein motif:HMM:PF00239.19,recombinase family protein,HBY39570.1,,DEH24_09135,
DEH24_09140,,DEH24_09140,Protein Homology,9259,9428,+,,,COORDINATES: protein motif:HMM:PF00690.24,hypothetical protein,HBY39571.1,,DEH24_09140,
DEH24_20915,,DEH24_20915,Protein Homology,1,933,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982562.1,kynureninase,HBY41903.1,,DEH24_20915,
DEH24_20920,,DEH24_20920,Protein Homology,938,1750,-,,,COORDINATES: protein motif:HMM:PF07859.11,hypothetical protein,HBY41904.1,,DEH24_20920,
DEH24_20925,,DEH24_20925,Protein Homology,1859,2692,-,,,COORDINATES: protein motif:HMM:PF08376.8,hypothetical protein,HBY41905.1,,DEH24_20925,
DEH24_20930,,DEH24_20930,Protein Homology,2703,3851,-,,,COORDINATES: protein motif:HMM:PF00015.19,hypothetical protein,HBY41906.1,,DEH24_20930,
DEH24_20935,,DEH24_20935,Protein Homology,4141,4995,+,,,COORDINATES: protein motif:HMM:PF12833.5,hypothetical protein,HBY41907.1,,DEH24_20935,
DEH24_20940,,DEH24_20940,Protein Homology,5044,5895,+,,,COORDINATES: protein motif:HMM:PF00581.18,sulfurtransferase,HBY41908.1,,DEH24_20940,
DEH24_20945,,DEH24_20945,Protein Homology,5828,6607,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979380.1,NAD-dependent protein deacylase,HBY41909.1,,DEH24_20945,
DEH24_20950,,DEH24_20950,Protein Homology,6624,7250,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979379.1,lysine transporter LysE,HBY41910.1,,DEH24_20950,
DEH24_20955,,DEH24_20955,Protein Homology,7343,8080,+,,,COORDINATES: protein motif:HMM:PF06790.9,hypothetical protein,HBY41911.1,,DEH24_20955,
DEH24_20960,,DEH24_20960,Protein Homology,8073,8864,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998441.1,mannosyl-glycoprotein endo-beta-N-acetylglucosamidase,HBY41912.1,,DEH24_20960,
DEH24_20965,,DEH24_20965,Protein Homology,8861,9499,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006011990.1,DUF2987 domain-containing protein,HBY41913.1,,DEH24_20965,
DEH24_20970,,DEH24_20970,Protein Homology,9532,10545,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006011987.1,patatin-like phospholipase RssA,HBY41914.1,,DEH24_20970,
