gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
EZ55_RS00425,,EZ55_RS00425,ALTBGP6_00086,Protein Homology,90382,91371,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008985258.1,zinc-dependent alcohol dehydrogenase family protein,WP_156077661.1,,,,,,ALTBGP6_00086,
EZ55_RS00430,,EZ55_RS00430,ALTBGP6_00087,GeneMarkS-2+,91583,91888,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,ArsR/SmtB family transcription factor,WP_128352380.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_00087,
EZ55_RS00435,,EZ55_RS00435,ALTBGP6_00088,Protein Homology,92022,93008,-,,,COORDINATES: protein motif:HMM:TIGR03571.1,LLM class oxidoreductase,WP_156077662.1,,,,,,ALTBGP6_00088,
EZ55_RS00440,,EZ55_RS00440,ALTBGP6_00089,Protein Homology,93074,94198,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011043897.1,alkene reductase,WP_156077663.1,"GO:0010181,GO:0016491",,"FMN binding|0010181||IEA,oxidoreductase activity|0016491||IEA",,,ALTBGP6_00089,
EZ55_RS00445,,EZ55_RS00445,ALTBGP6_00090,GeneMarkS-2+,94253,94429,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_197040325.1,,,,,,ALTBGP6_00090,
EZ55_RS00450,,EZ55_RS00450,ALTBGP6_00091,GeneMarkS-2+,94782,95339,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_197040326.1,,,,,,ALTBGP6_00091,
EZ55_RS00455,,EZ55_RS00455,EZ55_RS00455,Protein Homology,95619,95873,-,,,COORDINATES: protein motif:HMM:NF012772.6,EAL domain-containing protein,WP_156077664.1,,,,,,,
tnpB,tnpB,EZ55_RS00470,ALTBGP6_00096,Protein Homology,98348,98698,-,TnpB%2C as the term is used for proteins encoded by IS66 family insertion elements%2C is considered an accessory protein%2C since TnpC%2C encoded by a neighboring gene%2C is a DDE family transposase.,,COORDINATES: protein motif:HMM:NF017528.6,IS66 family insertion sequence element accessory protein TnpB,WP_156077665.1,,,,,,ALTBGP6_00096,
tnpA,tnpA,EZ55_RS00475,ALTBGP6_00097,Protein Homology,98695,99012,-,,,COORDINATES: protein motif:HMM:NF047593.1,IS66 family insertion sequence element accessory protein TnpA,WP_156077666.1,,,,,,ALTBGP6_00097,
EZ55_RS00480,,EZ55_RS00480,ALTBGP6_00098,Protein Homology,99806,100975,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008985265.1,porin,WP_156077667.1,,,,,,ALTBGP6_00098,
EZ55_RS00485,,EZ55_RS00485,ALTBGP6_00099,Protein Homology,101082,102137,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008609524.1,cyclase family protein,WP_156077668.1,"GO:0016812,GO:0046872",,"hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in cyclic amides|0016812||IEA,metal ion binding|0046872||IEA",,,ALTBGP6_00099,3.5.-.-
EZ55_RS00490,,EZ55_RS00490,ALTBGP6_00100,Protein Homology,102215,103663,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007620840.1,NAD-dependent succinate-semialdehyde dehydrogenase,WP_156077669.1,,,,,,ALTBGP6_00100,1.2.1.-
EZ55_RS00495,,EZ55_RS00495,ALTBGP6_00101,Protein Homology,103660,105033,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007620839.1,sigma-54 interaction domain-containing protein,WP_156077670.1,"GO:0006355,GO:0005524,GO:0008134",,"ATP binding|0005524||IEA,transcription factor binding|0008134||IEA",regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_00101,
EZ55_RS00500,,EZ55_RS00500,ALTBGP6_00102,Protein Homology,105043,106413,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007620838.1,hypothetical protein,WP_156077671.1,,,,,,ALTBGP6_00102,
EZ55_RS00505,,EZ55_RS00505,ALTBGP6_00103,Protein Homology,106444,107592,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975440.1,iron-containing alcohol dehydrogenase,WP_156077672.1,"GO:0016491,GO:0030554,GO:0046872",,"oxidoreductase activity|0016491||IEA,adenyl nucleotide binding|0030554||IEA,metal ion binding|0046872||IEA",,,ALTBGP6_00103,1.1.1.-
EZ55_RS00510,,EZ55_RS00510,ALTBGP6_00105,Protein Homology,108084,110495,-,,,COORDINATES: protein motif:HMM:NF014567.6,hybrid sensor histidine kinase/response regulator,WP_231513018.1,,,,,,ALTBGP6_00105,2.7.13.3
EZ55_RS00515,,EZ55_RS00515,ALTBGP6_00106,GeneMarkS-2+,110535,110741,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_231513019.1,,,,,,ALTBGP6_00106,
EZ55_RS00525,,EZ55_RS00525,EZ55_RS00525,Protein Homology,111073,111582,-,,,COORDINATES: protein motif:HMM:NF012798.6,tyrosine-type recombinase/integrase,WP_455550506.1,"GO:0006310,GO:0015074,GO:0003677",,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,DNA integration|0015074||IEA",,,
EZ55_RS00530,,EZ55_RS00530,ALTBGP6_00108,GeneMarkS-2+,111914,112435,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156077673.1,,,,,,ALTBGP6_00108,
EZ55_RS00535,,EZ55_RS00535,ALTBGP6_00109,Protein Homology,112892,113800,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013346183.1,hypothetical protein,WP_156077674.1,,,,,,ALTBGP6_00109,
EZ55_RS00540,,EZ55_RS00540,ALTBGP6_00110,GeneMarkS-2+,113804,114865,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156077675.1,,,,,,ALTBGP6_00110,
EZ55_RS00545,,EZ55_RS00545,ALTBGP6_00111,GeneMarkS-2+,114862,115233,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156077676.1,,,,,,ALTBGP6_00111,
EZ55_RS00550,,EZ55_RS00550,ALTBGP6_00112,Protein Homology,115339,117114,-,,,COORDINATES: protein motif:HMM:NF012311.6,S8 family peptidase,WP_156077677.1,"GO:0006508,GO:0004252",,serine-type endopeptidase activity|0004252||IEA,proteolysis|0006508||IEA,,ALTBGP6_00112,3.4.-.-
EZ55_RS00555,,EZ55_RS00555,ALTBGP6_00113,GeneMarkS-2+,117125,118120,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156077678.1,,,,,,ALTBGP6_00113,
EZ55_RS00560,,EZ55_RS00560,ALTBGP6_00114,Protein Homology,118528,122364,+,,,COORDINATES: protein motif:HMM:NF013593.6,AAA family ATPase,WP_156077679.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,ALTBGP6_00114,
EZ55_RS00565,,EZ55_RS00565,ALTBGP6_00115,GeneMarkS-2+,122401,123576,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,TetR/AcrR family transcriptional regulator,WP_156077680.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_00115,
EZ55_RS00570,,EZ55_RS00570,ALTBGP6_00116,GeneMarkS-2+,123692,123928,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_075607647.1,,,,,,ALTBGP6_00116,
EZ55_RS00575,,EZ55_RS00575,ALTBGP6_00117,GeneMarkS-2+,123972,124646,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_075607646.1,,,,,,ALTBGP6_00117,
dcm,dcm,EZ55_RS00580,ALTBGP6_00118,Protein Homology,124804,126141,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017221303.1,DNA (cytosine-5-)-methyltransferase,WP_156077681.1,"GO:0006304,GO:0003886",,DNA (cytosine-5-)-methyltransferase activity|0003886||IEA,DNA modification|0006304||IEA,,ALTBGP6_00118,2.1.1.37
EZ55_RS00585,,EZ55_RS00585,ALTBGP6_00119,Protein Homology,126144,126617,+,,,COORDINATES: protein motif:HMM:TIGR00632.1,very short patch repair endonuclease,WP_156077682.1,"GO:0006298,GO:0004519",,endonuclease activity|0004519||IEA,mismatch repair|0006298||IEA,,ALTBGP6_00119,
EZ55_RS00590,,EZ55_RS00590,ALTBGP6_00120,Protein Homology,126628,127926,+,,,COORDINATES: protein motif:HMM:NF026853.6,MvaI/BcnI family restriction endonuclease,WP_156077683.1,,,,,,ALTBGP6_00120,
EZ55_RS00595,,EZ55_RS00595,ALTBGP6_00121,GeneMarkS-2+,127928,128935,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156077684.1,,,,,,ALTBGP6_00121,
EZ55_RS00600,,EZ55_RS00600,ALTBGP6_00122,GeneMarkS-2+,129122,129970,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156077685.1,,,,,,ALTBGP6_00122,
EZ55_RS00605,,EZ55_RS00605,ALTBGP6_00123,GeneMarkS-2+,129973,130467,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156077686.1,,,,,,ALTBGP6_00123,
EZ55_RS00610,,EZ55_RS00610,ALTBGP6_00124,Protein Homology,130608,132026,-,,,COORDINATES: protein motif:HMM:NF024547.6,DUF3987 domain-containing protein,WP_156077687.1,,,,,,ALTBGP6_00124,
EZ55_RS00615,,EZ55_RS00615,ALTBGP6_00125,Protein Homology,132047,132385,-,,,COORDINATES: protein motif:HMM:NF024139.6,helix-turn-helix transcriptional regulator,WP_156077688.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_00125,
EZ55_RS00620,,EZ55_RS00620,ALTBGP6_00126,GeneMarkS-2+,132398,133384,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156077689.1,,,,,,ALTBGP6_00126,
EZ55_RS00625,,EZ55_RS00625,ALTBGP6_00127,Protein Homology,133774,134403,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947778.1,hypothetical protein,WP_156077690.1,,,,,,ALTBGP6_00127,
EZ55_RS00630,,EZ55_RS00630,ALTBGP6_00128,Protein Homology,134540,134788,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947779.1,DUF2960 family protein,WP_141153179.1,,,,,,ALTBGP6_00128,
EZ55_RS00640,,EZ55_RS00640,ALTBGP6_00130,GeneMarkS-2+,135143,135379,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156077691.1,,,,,,ALTBGP6_00130,
EZ55_RS00645,,EZ55_RS00645,ALTBGP6_00131,Protein Homology,135638,136768,+,,,COORDINATES: protein motif:HMM:NF024876.6,peptidase MA family metallohydrolase,WP_156077692.1,,,,,,ALTBGP6_00131,
EZ55_RS00650,,EZ55_RS00650,ALTBGP6_00132,Protein Homology,136771,138468,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006955889.1,class I SAM-dependent methyltransferase,WP_156077693.1,,,,,,ALTBGP6_00132,2.1.1.-
EZ55_RS00655,,EZ55_RS00655,ALTBGP6_00133,Protein Homology,138707,139771,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996832.1,HlyD family secretion protein,WP_156077694.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ALTBGP6_00133,
rbbA,rbbA,EZ55_RS00660,ALTBGP6_00134,Protein Homology,139768,142491,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996833.1,ribosome-associated ATPase/putative transporter RbbA,WP_156077695.1,"GO:0055085,GO:0005524,GO:0042626,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATP binding|0005524||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA",transmembrane transport|0055085||IEA,,ALTBGP6_00134,
EZ55_RS00665,,EZ55_RS00665,ALTBGP6_00135,Protein Homology,142494,143615,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996834.1,ABC transporter permease,WP_156077696.1,"GO:0140359,GO:0016020",membrane|0016020||IEA,ABC-type transporter activity|0140359||IEA,,,ALTBGP6_00135,
EZ55_RS00670,,EZ55_RS00670,ALTBGP6_00136,Protein Homology,143757,145850,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065896.1,TonB-dependent siderophore receptor,WP_156077697.1,"GO:0015891,GO:0055085,GO:0015267,GO:0046872,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA","channel activity|0015267||IEA,metal ion binding|0046872||IEA","siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,ALTBGP6_00136,
EZ55_RS00675,,EZ55_RS00675,ALTBGP6_00137,Protein Homology,146018,146548,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975299.1,hypothetical protein,WP_039227006.1,,,,,,ALTBGP6_00137,
EZ55_RS00680,,EZ55_RS00680,ALTBGP6_00138,GeneMarkS-2+,146573,147058,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_231513020.1,,,,,,ALTBGP6_00138,
EZ55_RS00685,,EZ55_RS00685,ALTBGP6_00139,Protein Homology,147175,148395,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516655.1,acyl-CoA dehydrogenase family protein,WP_075177658.1,GO:0016627,,oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,,,ALTBGP6_00139,
EZ55_RS00690,,EZ55_RS00690,ALTBGP6_00140,Protein Homology,148607,149530,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975302.1,LysR family transcriptional regulator,WP_156077698.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,ALTBGP6_00140,
EZ55_RS00695,,EZ55_RS00695,ALTBGP6_00141,Protein Homology,149668,150429,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516657.1,MBL fold metallo-hydrolase,WP_156077699.1,,,,,,ALTBGP6_00141,
EZ55_RS00700,,EZ55_RS00700,ALTBGP6_00142,Protein Homology,150642,152033,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996840.1,YcjX family protein,WP_156077700.1,,,,,,ALTBGP6_00142,
EZ55_RS00705,,EZ55_RS00705,ALTBGP6_00143,Protein Homology,152030,153160,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977921.1,YcjF family protein,WP_156077701.1,,,,,,ALTBGP6_00143,
EZ55_RS00710,,EZ55_RS00710,ALTBGP6_00144,Protein Homology,153260,154486,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786101.1,threonine/serine exporter family protein,WP_156077702.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ALTBGP6_00144,
thiH,thiH,EZ55_RS00715,ALTBGP6_00145,Protein Homology,154716,155849,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975307.1,2-iminoacetate synthase ThiH,WP_156077703.1,"GO:0009228,GO:0005506,GO:0016829,GO:0051539,GO:1904047",,"iron ion binding|0005506||IEA,lyase activity|0016829||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA",thiamine biosynthetic process|0009228||IEA,,ALTBGP6_00145,
EZ55_RS00720,,EZ55_RS00720,ALTBGP6_00146,Protein Homology,155846,156616,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996844.1,thiazole synthase,WP_156077704.1,,,,,,ALTBGP6_00146,2.8.1.10
thiS,thiS,EZ55_RS00725,ALTBGP6_00147,Protein Homology,156618,156827,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977924.1,sulfur carrier protein ThiS,WP_014996845.1,"GO:0009228,GO:0003824",,catalytic activity|0003824||IEA,thiamine biosynthetic process|0009228||IEA,,ALTBGP6_00147,
EZ55_RS00730,,EZ55_RS00730,ALTBGP6_00148,Protein Homology,156824,157618,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996846.1,HesA/MoeB/ThiF family protein,WP_156077705.1,GO:0016779,,nucleotidyltransferase activity|0016779||IEA,,,ALTBGP6_00148,2.7.7.-
thiE,thiE,EZ55_RS00735,ALTBGP6_00149,Protein Homology,157611,159212,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947796.1,thiamine phosphate synthase,WP_156077706.1,"GO:0009228,GO:0004789",,thiamine-phosphate diphosphorylase activity|0004789||IEA,thiamine biosynthetic process|0009228||IEA,,ALTBGP6_00149,2.5.1.3
thiC,thiC,EZ55_RS00740,ALTBGP6_00150,Protein Homology,159209,161119,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996848.1,phosphomethylpyrimidine synthase ThiC,WP_156077707.1,"GO:0009228,GO:0051536",,iron-sulfur cluster binding|0051536||IEA,thiamine biosynthetic process|0009228||IEA,,ALTBGP6_00150,4.1.99.17
EZ55_RS00745,,EZ55_RS00745,ALTBGP6_00152,Protein Homology,161616,162791,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947798.1,heme biosynthesis HemY N-terminal domain-containing protein,WP_014975312.1,,,,,,ALTBGP6_00152,
EZ55_RS00750,,EZ55_RS00750,ALTBGP6_00153,Protein Homology,162788,163960,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996850.1,uroporphyrinogen-III C-methyltransferase,WP_156077708.1,,,,,,ALTBGP6_00153,
EZ55_RS00755,,EZ55_RS00755,ALTBGP6_00154,Protein Homology,163961,164692,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996851.1,uroporphyrinogen-III synthase,WP_014947800.1,"GO:0006780,GO:0006782,GO:0004852",,uroporphyrinogen-III synthase activity|0004852||IEA,"uroporphyrinogen III biosynthetic process|0006780||IEA,protoporphyrinogen IX biosynthetic process|0006782||IEA",,ALTBGP6_00154,4.2.1.75
hemC,hemC,EZ55_RS00760,ALTBGP6_00155,Protein Homology,164756,165694,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977931.1,hydroxymethylbilane synthase,WP_014947801.1,"GO:0033014,GO:0004418",,hydroxymethylbilane synthase activity|0004418||IEA,tetrapyrrole biosynthetic process|0033014||IEA,,ALTBGP6_00155,2.5.1.61
EZ55_RS00765,,EZ55_RS00765,ALTBGP6_00156,Protein Homology,165891,166952,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947802.1,GGDEF domain-containing protein,WP_014947802.1,"GO:0005525,GO:0046872,GO:0052621,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",,,ALTBGP6_00156,2.7.7.65
EZ55_RS00770,,EZ55_RS00770,ALTBGP6_00157,Protein Homology,167147,167818,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996854.1,alpha/beta hydrolase,WP_014977932.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ALTBGP6_00157,3.-.-.-
gmk,gmk,EZ55_RS00775,ALTBGP6_00158,Protein Homology,168025,168666,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996855.1,guanylate kinase,WP_156077709.1,"GO:0006163,GO:0004385",,GMP kinase activity|0004385||IEA,purine nucleotide metabolic process|0006163||IEA,,ALTBGP6_00158,2.7.4.8
rpoZ,rpoZ,EZ55_RS00780,ALTBGP6_00159,Protein Homology,168836,169108,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516676.1,DNA-directed RNA polymerase subunit omega,WP_014947805.1,"GO:0006351,GO:0003899",,DNA-directed RNA polymerase activity|0003899||IEA,DNA-templated transcription|0006351||IEA,,ALTBGP6_00159,2.7.7.6
spoT,spoT,EZ55_RS00785,ALTBGP6_00160,Protein Homology,169251,171362,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516677.1,bifunctional GTP diphosphokinase/guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase,WP_039226917.1,"GO:0015969,GO:0008728,GO:0008893",,"GTP diphosphokinase activity|0008728||IEA,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase activity|0008893||IEA",guanosine tetraphosphate metabolic process|0015969||IEA,,ALTBGP6_00160,"2.7.6.5,3.1.7.2"
EZ55_RS00790,,EZ55_RS00790,ALTBGP6_00161,Protein Homology,171387,171773,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516678.1,RidA family protein,WP_014975316.1,,,,,,ALTBGP6_00161,
trmH,trmH,EZ55_RS00795,ALTBGP6_00162,Protein Homology,171777,172484,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996858.1,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,WP_014975317.1,"GO:0030488,GO:0141100",,tRNA (guanine(18)-2'-O)-methyltransferase activity|0141100||IEA,tRNA methylation|0030488||IEA,,ALTBGP6_00162,
recG,recG,EZ55_RS00800,ALTBGP6_00163,Protein Homology,172679,174751,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996859.1,ATP-dependent DNA helicase RecG,WP_014975318.1,"GO:0006281,GO:0006310,GO:0003676,GO:0003678,GO:0005524",,"nucleic acid binding|0003676||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",,ALTBGP6_00163,3.6.4.12
EZ55_RS00805,,EZ55_RS00805,ALTBGP6_00164,Protein Homology,174744,175529,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977936.1,class I SAM-dependent methyltransferase,WP_156077710.1,,,,,,ALTBGP6_00164,
EZ55_RS00810,,EZ55_RS00810,ALTBGP6_00165,Protein Homology,175531,176004,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516682.1,peroxiredoxin,WP_014947810.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,ALTBGP6_00165,
EZ55_RS00815,,EZ55_RS00815,ALTBGP6_00166,Protein Homology,176436,177245,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516683.1,hypothetical protein,WP_014947811.1,,,,,,ALTBGP6_00166,
EZ55_RS00820,,EZ55_RS00820,ALTBGP6_00167,Protein Homology,177255,178289,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947812.1,extracellular solute-binding protein,WP_014975320.1,,,,,,ALTBGP6_00167,
EZ55_RS00825,,EZ55_RS00825,ALTBGP6_00168,Protein Homology,178286,179806,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947813.1,ABC transporter permease,WP_156077711.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020",membrane|0016020||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,,ALTBGP6_00168,
EZ55_RS00830,,EZ55_RS00830,ALTBGP6_00169,Protein Homology,179806,180837,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975322.1,ABC transporter ATP-binding protein,WP_039226913.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,ALTBGP6_00169,7.-.-.-
EZ55_RS00835,,EZ55_RS00835,ALTBGP6_00170,Protein Homology,180840,182021,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977941.1,BaiN/RdsA family NAD(P)/FAD-dependent oxidoreductase,WP_156077712.1,"GO:0016628,GO:0050660,GO:0050661",,"oxidoreductase activity%2C acting on the CH-CH group of donors%2C NAD or NADP as acceptor|0016628||IEA,flavin adenine dinucleotide binding|0050660||IEA,NADP binding|0050661||IEA",,,ALTBGP6_00170,1.3.1.-
EZ55_RS00840,,EZ55_RS00840,ALTBGP6_00171,Protein Homology,182082,182753,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977942.1,OmpW/AlkL family protein,WP_156077713.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,ALTBGP6_00171,
