ID,start,end,em_Preferred_name,em_BRITE,em_CAZy,em_COG_cat,em_GOs,em_KEGG_Module,em_KEGG_Pathway,em_KEGG_ko,em_PFAMs,em_Preferred_name,em_desc,product,uniprot_entry_name,uniprot_protein_name,uniprot_gene_name
2626311782,41070,41942,mntB,"ko00000,ko00001,ko00002,ko02000",,P,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0010035,GO:0010038,GO:0010043,GO:0015399,GO:0015405,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0032991,GO:0042221,GO:0042623,GO:0042626,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351","M00243,M00316","ko02010,ko02020,map02010,map02020","ko:K09819,ko:K11602",ABC-3,mntB,possibly Mn transport,"ABC-type Mn2+/Zn2+ transport system, permease component",A3PBX7_PROM0,"ABC transporter component, possibly Mn transport",P9301_06291
2626311783,41939,43111,,,,S,,,,,DUF4336,,Alternative locus ID,Domain of unknown function (DUF4336),A3PBX8_PROM0,DUF4336 domain-containing protein,P9301_06301
2626311784,43118,43453,,,,S,,,,,DUF760,,Alternative locus ID,Protein of unknown function (DUF760),A3PBX9_PROM0,DUF760 domain-containing protein,P9301_06311
2626311785,43499,44083,,"ko00000,ko00001,ko01000,ko01002",,U,,,"ko02024,ko03060,map02024,map03060",ko:K03100,"Peptidase_S24,Peptidase_S26",,Belongs to the peptidase S26 family,signal peptidase I (EC 3.4.21.89). Serine peptidase. MEROPS family S26A,A3PBY0_PROM0,Signal peptidase I (EC 3.4.21.89),P9301_06321
2626311786,44134,45897,menD,"ko00000,ko00001,ko00002,ko01000",,H,"GO:0003674,GO:0003824,GO:0005488,GO:0006732,GO:0006766,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009233,GO:0009234,GO:0009987,GO:0016740,GO:0016744,GO:0019842,GO:0030976,GO:0036094,GO:0042180,GO:0042181,GO:0042372,GO:0042374,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046872,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0070204,GO:0071704,GO:0097159,GO:1901363,GO:1901576,GO:1901661,GO:1901663,GO:1901681",M00116,"ko00130,ko01100,ko01110,map00130,map01100,map01110",ko:K02551,"TPP_enzyme_C,TPP_enzyme_M_2,TPP_enzyme_N",menD,Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC),2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (EC 2.2.1.9),MEND_PROM0,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9),menD P9301_06331
2626311787,45933,46790,menB,"ko00000,ko00001,ko00002,ko01000",,H,,M00116,"ko00130,ko01100,ko01110,map00130,map01100,map01110",ko:K01661,ECH_1,menB,"Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4- dihydroxy-2-naphthoyl-CoA (DHNA-CoA)","1,4-Dihydroxy-2-naphthoyl-CoA synthase (EC 4.1.3.36)",A3PBY2_PROM0,"1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)",menB P9301_06341
2626311788,46826,48277,glgA,"ko00000,ko00001,ko00002,ko01000,ko01003",GT5,F,"GO:0000271,GO:0003674,GO:0003824,GO:0004373,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0008194,GO:0009011,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033201,GO:0033692,GO:0034637,GO:0034645,GO:0035251,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0046527,GO:0055114,GO:0071704,GO:1901576",M00565,"ko00500,ko01100,ko01110,ko02026,map00500,map01100,map01110,map02026",ko:K00703,"Glyco_transf_5,Glycos_transf_1",glgA,"Synthesizes alpha-1,4-glucan chains using ADP-glucose","glycogen/starch synthase, ADP-glucose type",GLGA_PROM0,Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase),glgA P9301_06351
2626311789,48290,49663,murF,"ko00000,ko00001,ko01000,ko01011",,M,"GO:0000166,GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0007049,GO:0008144,GO:0008150,GO:0008152,GO:0008360,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016043,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0022603,GO:0022604,GO:0030203,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034645,GO:0035639,GO:0036094,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045229,GO:0047480,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051301,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,"ko00300,ko00550,ko01100,ko01502,map00300,map00550,map01100,map01502",ko:K01929,"Mur_ligase,Mur_ligase_C,Mur_ligase_M",murF,"Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein",UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10),A3PBY4_PROM0,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme),murF P9301_06361
2626311790,49665,51014,glmU,"ko00000,ko00001,ko00002,ko01000",,M,"GO:0000270,GO:0000271,GO:0000287,GO:0000902,GO:0003674,GO:0003824,GO:0003977,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006024,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008360,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009103,GO:0009225,GO:0009226,GO:0009245,GO:0009247,GO:0009252,GO:0009273,GO:0009311,GO:0009312,GO:0009653,GO:0009987,GO:0016043,GO:0016051,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016779,GO:0018130,GO:0019134,GO:0019438,GO:0019637,GO:0022603,GO:0022604,GO:0030203,GO:0032502,GO:0032989,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0042546,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0045229,GO:0046349,GO:0046467,GO:0046483,GO:0046493,GO:0046872,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0055086,GO:0065007,GO:0065008,GO:0070569,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1903509",M00362,"ko00520,ko01100,ko01130,map00520,map01100,map01130",ko:K04042,"Hexapep,NTP_transf_3",glmU,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)/glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157),GLMU_PROM0,Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)],glmU P9301_06371
2626311791,51034,51945,,,,S,,,,,Methyltransf_30,,Alternative locus ID,tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC,A3PBY6_PROM0,Uncharacterized conserved protein,P9301_06381
2626311792,51958,53268,aroA,"ko00000,ko00001,ko00002,ko01000",,E,"GO:0003674,GO:0003824,GO:0003866,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019438,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046417,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",M00022,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",ko:K00800,EPSP_synthase,aroA,Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19),AROA_PROM0,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS),aroA P9301_06391
2626311793,53554,54129,comB,"ko00000,ko00001,ko00002,ko01000",,H,"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016829,GO:0016830,GO:0016831,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0050532,GO:0050545",M00358,"ko00680,ko01120,map00680,map01120",ko:K05979,2-ph_phosp,comB,Belongs to the ComB family,Phosphosulfolactate phosphohydrolase or related enzyme,A3PBY8_PROM0,Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71),P9301_06401
2626311794,54160,54987,,"ko00000,ko01000",,S,"GO:0003674,GO:0003824,GO:0006807,GO:0008150,GO:0008152,GO:0016787",,,ko:K11206,CN_hydrolase,,Alternative locus ID,Predicted amidohydrolase,A3PBY9_PROM0,Possible nitrilase (EC 3.5.5.1),P9301_06411
2626311795,54987,56072,amiC,"ko00000,ko00001,ko00002,ko01000,ko01011,ko03036",,M,,M00727,"ko01503,map01503",ko:K01448,"AMIN,Amidase_3",amiC,Alternative locus ID,N-acetylmuramoyl-L-alanine amidase,A3PBZ0_PROM0,Cell wall hydrolase/autolysin (EC 3.5.1.28),amiC P9301_06421
2626311796,56069,56863,murI,"ko00000,ko00001,ko01000,ko01011",,M,"GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008360,GO:0008881,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016043,GO:0016853,GO:0016854,GO:0016855,GO:0022603,GO:0022604,GO:0030203,GO:0034645,GO:0036361,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0045229,GO:0047661,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576",,"ko00471,ko01100,map00471,map01100",ko:K01776,Asp_Glu_race,murI,Provides the (R)-glutamate required for cell wall biosynthesis,glutamate racemase (EC 5.1.1.3),A3PBZ1_PROM0,Glutamate racemase (EC 5.1.1.3),murI P9301_06431
2626311797,56891,57862,sds,"ko00000,ko00001,ko01000,ko01006",,H,"GO:0003674,GO:0003824,GO:0005488,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0015979,GO:0016740,GO:0016765,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0046872,GO:0071704,GO:1901576",,"ko00900,ko01110,map00900,map01110",ko:K05356,polyprenyl_synt,sds,Belongs to the FPP GGPP synthase family,solanesyl diphosphate synthase,A3PBZ2_PROM0,"Polyprenyl synthetase solanesyl diphosphate synthase (Sds) (EC 2.5.1.29, EC 2.5.1.30)",sds P9301_06441
2626311798,57957,59939,acsA,"ko00000,ko00001,ko00002,ko01000,ko01004",,H,"GO:0000166,GO:0003674,GO:0003824,GO:0003987,GO:0005488,GO:0005524,GO:0006082,GO:0006083,GO:0006084,GO:0006085,GO:0006139,GO:0006163,GO:0006164,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016208,GO:0016405,GO:0016874,GO:0016877,GO:0016878,GO:0016999,GO:0017076,GO:0017144,GO:0018130,GO:0019427,GO:0019438,GO:0019637,GO:0019693,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0046390,GO:0046483,GO:0046872,GO:0051186,GO:0051188,GO:0055086,GO:0071616,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576",M00357,"ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200",ko:K01895,"ACAS_N,AMP-binding,AMP-binding_C",acsA,"Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA",acetyl-coenzyme A synthetase (EC 6.2.1.1),A3PBZ3_PROM0,Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme),acs acsA P9301_06451
2626311799,59936,60658,,,,S,,,,,DUF1350,,Alternative locus ID,Protein of unknown function (DUF1350),A3PBZ4_PROM0,Alpha/beta hydrolase,P9301_06461
2626311800,60776,61555,dnaQ,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",,L,,M00260,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",ko:K02342,RNase_T,dnaQ,epsilon subunit,"DNA polymerase III, epsilon subunit or related 3'-5' exonuclease",A3PBZ5_PROM0,"Possible DNA polymerase III, epsilon subunit (EC 2.7.7.7)",dnaQ P9301_06471
2626311801,61586,61996,,,,S,,,,,"DUF3721,GLTT",,Alternative locus ID,Protein of unknown function/GLTT repeat (6 copies),A3PBZ6_PROM0,GLTT repeat (6 copies),P9301_06481
2626311802,62095,63375,hisS,"ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",,J,"GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004821,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006427,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576","M00359,M00360","ko00970,map00970",ko:K01892,"HGTP_anticodon,tRNA-synt_His",hisS,Histidyl-tRNA synthetase,histidyl-tRNA synthetase (EC 6.1.1.21),SYH_PROM0,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),hisS P9301_06491
2626311803,63375,63665,,,,S,,,,,,,Hantavirus glycoprotein G2,hypothetical protein,A3PBZ8_PROM0,Possible Hantavirus glycoprotein G2,P9301_06501
2626311804,63668,63967,,,,S,,,,,DUF2389,,Alternative locus ID,tryptophan-rich conserved hypothetical protein,A3PBZ9_PROM0,TIGR02450 family Trp-rich protein,P9301_06511
2626311805,64104,64337,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PC00_PROM0,Uncharacterized protein,P9301_06521
2626311806,64385,64561,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PC01_PROM0,Uncharacterized protein,P9301_06531
2626311807,64893,65951,,"ko00000,ko00194",,S,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006091,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009521,GO:0009522,GO:0009523,GO:0009579,GO:0009767,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0016168,GO:0018298,GO:0019538,GO:0019684,GO:0022900,GO:0031224,GO:0032991,GO:0034357,GO:0036211,GO:0042651,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0046906,GO:0048037,GO:0055114,GO:0071704,GO:0097159,GO:0098796,GO:1901363,GO:1901564",,,"ko:K08918,ko:K08921",PSII,,photosystem II CP43 protein (PsbC) homolog,chlorophyll a/b binding light-harvesting protein,A3PC02_PROM0,Light-harvesting complex protein,P9301_06541
2626311808,66045,67433,gltS,"ko00000,ko02000",,E,,,,ko:K03312,Glt_symporter,gltS,sodium solute symporter,hypothetical protein,A3PC03_PROM0,"Possible sodium:solute symporter, ESS family",P9301_06551
2626311809,67470,67727,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PC04_PROM0,Uncharacterized protein,P9301_06561
2626311810,67724,68383,GSTO1,"ko00000,ko00001,ko01000,ko02000",,O,,,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",ko:K00799,"DUF952,GST_C_2,GST_N_3",GSTO1,Glutathione S-transferase,Glutathione S-transferase,A3PC05_PROM0,Glutathione S-transferase N terminus (EC 2.5.1.18),P9301_06571
2626311811,68458,69000,,,,S,,,,,MUG113,,Alternative locus ID,T5orf172 domain,A3PC06_PROM0,Possible NADH-Ubiquinone/plastoquinone complex I protein,P9301_06581
2626311812,68997,69704,,,,IQ,,,,,adh_short,,Short-chain dehydrogenase reductase (SDR),"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family",A3PC07_PROM0,Short-chain dehydrogenase/reductase (SDR) superfamily,P9301_06591
2626311813,69710,70993,crtL,"ko00000,ko00001,ko00002,ko01000",,C,"GO:0003674,GO:0003824,GO:0006629,GO:0006720,GO:0006721,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016108,GO:0016109,GO:0016114,GO:0016116,GO:0016117,GO:0016491,GO:0016705,GO:0016853,GO:0042440,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0046148,GO:0055114,GO:0071704,GO:1901576",M00097,"ko00906,ko01100,ko01110,map00906,map01100,map01110","ko:K06443,ko:K06444",Lycopene_cycl,crtL,lycopene epsilon cyclase,lycopene cyclase (CrtL-type),A3PC08_PROM0,Putative lycopene epsilon cyclase,P9301_06601
2626311814,71219,72220,,"ko00000,ko00001,ko01000",,IQ,,,"ko00860,ko01100,ko01110,map00860,map01100,map01110",ko:K00218,adh_short,,Alternative locus ID,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family",A3PC09_PROM0,Possible light-dependent protochlorophyllide oxido-reductase (EC 1.3.1.33),P9301_06611
2626311815,72191,73222,mscS,"ko00000,ko02000",,M,,,,ko:K16052,MS_channel,mscS,Small mechanosensitive ion channel,Mechanosensitive ion channel,A3PC10_PROM0,"Small mechanosensitive ion channel, MscS family",mscS P9301_06621
2626311816,73301,73870,pncA,,,Q,,,,,Isochorismatase,pncA,Alternative locus ID,Nicotinamidase-related amidase,A3PC11_PROM0,Isochorismatase hydrolase family,pncA P9301_06631
2626311817,73987,74439,fur,"ko00000,ko03000",,P,,,,ko:K03711,FUR,fur,Belongs to the Fur family,Fe2+ or Zn2+ uptake regulation protein,A3PC12_PROM0,Ferric uptake regulator family,P9301_06641
2626311818,74446,75378,,,,S,,,,,"DUF3641,Fer4_12,Radical_SAM",,Alternative locus ID,radical SAM/Cys-rich domain protein,A3PC13_PROM0,Predicted Fe-S oxidoreductase,P9301_06651
2626311819,75419,76630,stpA,"ko00000,ko01000",,S,"GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0044237,GO:0050530",,,ko:K05978,Salt_tol_Pase,stpA,Alternative locus ID,glucosylglycerol phosphatase (EC 3.1.3.69),A3PC14_PROM0,Putative glucosylglycerolphosphate phosphatase (EC 3.1.3.69),stpA P9301_06661
2626311820,76755,78302,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PC15_PROM0,Uncharacterized protein,P9301_06671
2626311821,78396,79055,,,,L,,,,,,,Alternative locus ID,hypothetical protein,A3PC16_PROM0,Uncharacterized protein,P9301_06681
2626311822,79128,80456,met17,"ko00000,ko00001,ko01000",,E,,,"ko00270,ko01100,map00270,map01100",ko:K01740,Cys_Met_Meta_PP,met17,Alternative locus ID,O-acetylhomoserine sulfhydrylase (EC 2.5.1.49),A3PC17_PROM0,Putative O-Acetyl homoserine sulfhydrylase (EC 2.5.1.49),met17 P9301_06691
2626311823,80410,81360,metAA,"ko00000,ko00001,ko00002,ko01000",,E,,M00017,"ko00270,ko00920,ko01100,ko01110,ko01230,map00270,map00920,map01100,map01110,map01230",ko:K00651,HTS,metAA,"Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine",homoserine O-succinyltransferase (EC 2.3.1.46),A3PC18_PROM0,Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA),metA metAA P9301_06701
2626311824,81366,82931,,"ko00000,ko02000",,P,,,,ko:K03321,"STAS,Sulfate_transp",,Alternative locus ID,"Sulfate permease or related transporter, MFS superfamily",A3PC19_PROM0,Putative sulfate transporter,P9301_06711
2626311825,82962,84242,,,,C,,,,,"BBE,FAD_binding_4",,FAD linked oxidase,FAD/FMN-containing dehydrogenase,A3PC20_PROM0,"FAD linked oxidase, N-terminal",P9301_06721
2626311826,84290,85414,cbiX,"ko00000,ko00001,ko01000",,S,"GO:0003674,GO:0003824,GO:0005488,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016829,GO:0016852,GO:0017144,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0046872,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",,"ko00860,ko01100,ko01120,map00860,map01100,map01120",ko:K03795,CbiX,cbiX,Alternative locus ID,Sirohydrochlorin ferrochelatase,A3PC21_PROM0,Uncharacterized conserved protein,P9301_06731
2626311827,85794,86051,,,,S,,,,,DUF2811,,Alternative locus ID,Protein of unknown function (DUF2811),A3PC22_PROM0,DUF2811 domain-containing protein,P9301_06741
2626311828,86038,87678,cetA,,,E,,,,,"FAD_binding_2,GMC_oxred_C,GMC_oxred_N",cetA,Glucose-methanol-choline (GMC) oxidoreductase NAD binding site,Choline dehydrogenase or related flavoprotein,A3PC23_PROM0,Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site,P9301_06751
2626311829,87786,88259,,,,S,,,,,Pentapeptide,,"contains 8 pentapeptide repeats, sll0274 homolog",Pentapeptide repeats (9 copies),A3PC24_PROM0,Pentapeptide repeats,P9301_06761
