filename,locus_tag,type,start,end,strand,gene,product,db_xref,EC_number,KO,KEGG_KM,KEGG_manual,antiSMASH,BioV_transp,blast_phytohormones,blast_vibrioferrin,blast_DMSP,dbCAN_CAZy,Species,recommended_name,systematic_name,synonyms,Unnamed: 0,main,sub,path,ecpath,path_id,signal_product,SignalP,EC_number1,EC_number2,category_x,N Enzyme name,EC numbers,Unnamed: 3,_merge,EC_number_pattern,category_y,enzyme name,category,is_signal
28108.53,IHCOGGJP_03106,CDS,3533301,3537767,+,gltB,Glutamate synthase [NADPH] large chain,COG:COG0067,1.4.1.13,K00265,,,,,,,,,Alteromonas macleodii 1A3,glutamate synthase (NADPH),L-glutamate:NADP+ oxidoreductase (transaminating),"L-glutamate synthase;NADPH-dependent glutamate synthase;NADPH-GOGAT;gltA;gltD;GOGAT;NADPH-glutamate synthase;pGLTY2;L-glutamine:2-oxoglutarate aminotransferase, NADPH oxidizing;GltB1;EhNO1;PH0876;NADPH-GltS;synthase, glutamate (reduced nicotinamide adenine dinucleotide phosphate);GltB2;PH1873;glutamine amide-2-oxoglutarate aminotransferase (oxidoreductase, NADP);pGLTZ;gltB;EhNO2;NADPH-linked glutamate synthase;pGLTY1;L-glutamate synthetase;EC 2.6.1.53;GltS;glutamate synthetase (NADP);glutamine-ketoglutaric aminotransferase",2119.0,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910],K00265  gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13],K00265,Glutamate synthase _NADPH_ large chain,OTHER,1.4.1.-,1.4.-.-,"Uptake, reduction and assimilation",Glutamate synthase,1.4.1.13, (NADPH),both,,,,"Uptake, reduction and assimilation",Not Signal
28108.53,IHCOGGJP_03107,CDS,3537781,3539196,+,gltD,Glutamate synthase [NADPH] small chain,COG:COG0493,1.4.1.13,K00266,,,,,,,,,Alteromonas macleodii 1A3,glutamate synthase (NADPH),L-glutamate:NADP+ oxidoreductase (transaminating),"L-glutamate synthase;NADPH-dependent glutamate synthase;NADPH-GOGAT;gltA;gltD;GOGAT;NADPH-glutamate synthase;pGLTY2;L-glutamine:2-oxoglutarate aminotransferase, NADPH oxidizing;GltB1;EhNO1;PH0876;NADPH-GltS;synthase, glutamate (reduced nicotinamide adenine dinucleotide phosphate);GltB2;PH1873;glutamine amide-2-oxoglutarate aminotransferase (oxidoreductase, NADP);pGLTZ;gltB;EhNO2;NADPH-linked glutamate synthase;pGLTY1;L-glutamate synthetase;EC 2.6.1.53;GltS;glutamate synthetase (NADP);glutamine-ketoglutaric aminotransferase",2120.0,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910],K00266  gltD; glutamate synthase (NADPH) small chain [EC:1.4.1.13],K00266,Glutamate synthase _NADPH_ small chain,OTHER,1.4.1.-,1.4.-.-,"Uptake, reduction and assimilation",Glutamate synthase,1.4.1.13, (NADPH),both,,,,"Uptake, reduction and assimilation",Not Signal
28108.53,IHCOGGJP_03149,CDS,3580990,3582399,+,glnA,Glutamine synthetase,COG:COG0174,6.3.1.2,K01915,,,,,,,,,Alteromonas macleodii 1A3,glutamine synthetase,L-glutamate:ammonia ligase (ADP-forming),"GS-II;glutamate-ammonia ligase;Clone lambda-GS28;GlnA;GS122;GS(1);Clone lambda-GS8;Gln isozyme gamma;ATP glutamate-ammonia ligase;GS type I;GLN1,4;L-glutamate:ammonia ligase;MtGS;Gln1;5;Synthetase, glutamine;gamma-glutamyl:ammonia ligase;Gln1;3;GlnA2;GlnA4;GS112;GLN1,1;LDBPK_060370;gamma-glutamylhydroxamate synthetase;Gln isozyme alpha;AmGLN1;GLUL;GLN1-1;GlnA1;MM_0964;glutamine synthetase type II;GS107;type III glutamine synthetase;SSO0366;Gln1;4;N47/N48;GS1gamma1;Isozyme delta;GS1;GlnN;Gln isozyme beta;GSII;GS1-1;glutamine synthetase type III;Cytosolic GS1;GS1 kinase;glnA-1;GS117;GS;Gln1;1;OsGLN1,1;glutamine synthetase cytosolic isozyme 1;GSI;GS1beta1;OsGLN1,2;Glutamate--ammonia ligase;GLN1,2;gamma-glutamyl transferase;GS1-2;GS3;LdGS;GS2;Gln synthetase;GLN1-2;type I glutamine synthetase;Cytoplasmic GS3;Chloroplast GS2;GS2a;TAase;Clone lambda-GS31;GluA;GS12;GlnR;Glutamylhydroxamic synthetase;glutamine synthetase cytosolic isozyme 2;protein transacetylase;GLN2;glutamine synthetase I;GLN1,3;GS type-1;S2205/S2287;GSIII;GS1a;L-Glutamine synthetase;Glutamine synthetase;GlnA3;Gln1;2",1047.0,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",K01915,Glutamine synthetase,OTHER,6.3.1.-,6.3.-.-,"Uptake, reduction and assimilation",Glutamine synthase ,6.3.1.2,,both,,,,"Uptake, reduction and assimilation",Not Signal
28108.53,IHCOGGJP_03214,CDS,3656416,3657672,-,pepE_2,putative dipeptidase PepE,COG:COG0006,3.4.13.-,K01271,,,,,,,,,Alteromonas macleodii 1A3,,,,36250.0,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01271  pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9],K01271,putative dipeptidase PepE,OTHER,3.4.13.-,3.4.-.-,Proteases,Dipeptidases ,3.4.13.x,,both,,,,Proteases,Not Signal
28108.53,IHCOGGJP_03660,CDS,4210268,4212109,-,,Putative multidrug export ATP-binding/permease protein,COG:COG1132,3.6.3.-,K18893,,,,,,,,,Alteromonas macleodii 1A3,,,,10610.0,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],"K18893  vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump",K18893,Putative multidrug export ATP-binding_permease protein,OTHER,3.6.3.-,3.6.-.-,Membrane transporters ,Membrane transporters ,3.6.3.x,,both,,,,Membrane transporters ,Not Signal
28108.53,IHCOGGJP_03662,CDS,4213216,4215282,+,pepO_2,Neutral endopeptidase,COG:COG3590,3.4.24.-,K07386,,,,,,,,,Alteromonas macleodii 1A3,,,,36167.0,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K07386  pepO; putative endopeptidase [EC:3.4.24.-],K07386,Neutral endopeptidase,LIPO,3.4.24.-,3.4.-.-,Proteases,Metalloendopeptidases ,3.4.24.x,,both,,,,Proteases,Is Signal
28108.53,IHCOGGJP_03957,CDS,4560098,4560991,-,ctaE,Cytochrome c oxidase subunit 3,COG:COG1845,1.9.3.1,K02276,"M00155_Cytochrome_c_oxidase,_prokaryotes",,,3.D.4.7.1|[hydron],,,,,Alteromonas macleodii 1A3,cytochrome-c oxidase,,,1512.0,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02276  coxC, ctaE; cytochrome c oxidase subunit III [EC:7.1.1.9]",K02276,Cytochrome c oxidase subunit 3,OTHER,1.9.3.-,1.9.-.-,Other enzymes relevant to N cycling,Cytochromecoxidase ,1.9.3.1,,both,,,,Other enzymes relevant to N cycling,Not Signal
28108.53,IHCOGGJP_03959,CDS,4561750,4563378,-,ctaD,Cytochrome c oxidase subunit 1,COG:COG0843,1.9.3.1,K02274,"M00155_Cytochrome_c_oxidase,_prokaryotes",,,3.D.4.6.1|[hydron],,,,,Alteromonas macleodii 1A3,cytochrome-c oxidase,,,1513.0,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],"K02274  coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]",K02274,Cytochrome c oxidase subunit 1,OTHER,1.9.3.-,1.9.-.-,Other enzymes relevant to N cycling,Cytochromecoxidase ,1.9.3.1,,both,,,,Other enzymes relevant to N cycling,Not Signal
28108.53,IHCOGGJP_04120,CDS,62581,63135,-,hybD,Hydrogenase 2 maturation protease,COG:COG0680,3.4.23.-,K03605,,,,,,,,,Alteromonas macleodii 1A3,,,,35817.0,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],"K03605  hyaD, hybD; hydrogenase maturation protease [EC:3.4.23.-]",K03605,Hydrogenase 2 maturation protease,OTHER,3.4.23.-,3.4.-.-,Proteases,Aspartic endopeptidases ,3.4.23.x,,both,,,,Proteases,Not Signal
28108.53,IHCOGGJP_00065,CDS,70565,71428,+,glpG,Rhomboid protease GlpG,COG:COG0705,3.4.21.105,K02441,,,,9.B.104.1.1|[proteinpolypeptidechain],,,,,Alteromonas macleodii 1A3,rhomboid protease,,RHO-1;rho-4;Yqgp;microneme rhomboid protease;rhomboid protease PSARL;RHBDL4;rhomboid protein 4;TgROM5;rhomboid-type protease Pcp1;Rhbdd1;ROM4;AAR;TgROM2;PbROM1;paGlpG;rhomboid-1;intramembrane protease;Ygr101w;EhROM1;RhoII;rhomboid intramembrane protease;rhomboid protein 1;Rhomboid protease glpG;rhomboid-4;Rhomboid protease gluP;RHDBL-2;rhomboid protease Pcp1;rhomboid-1 protease;Spitz protease;pfROM4;rhomboid-related protein 4;Rhomboid protease AarA;RBL3;rhomboid Pcp1/Rbd1;Pcp1/Rbd1;ROM5;PARL;rhomboid pseudoprotease;AarA;Rhomboid;AqRho;Rhomboid protein;Derlin-1;RHBDL;GlpP;TgROM1;RBL11;rhomboid peptidase Pcp1;Rbd1;RBL7;rhomboid-2;rhomboid serine protease;RBL8;rhomboid-3;RHBDL2;RBL1;ROM1;Rho;rhomboid-like protein 10;Rbd1p;TgROM4;presenilin associated rhomboid like protein;RBL9;PSARL;GlpG;presenilin-associated rhomboid-like;RBL4;RBL6;Rho-7;RBL2;PBANKA_110650;TgROM3;presenilin-associated rhomboid-like protein;Rhomboid 4;RBL10;RBL5;presenilins-associated rhomboid-like protein;Pcp1;RBL12;rhomboid-like protein;More,36603.0,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K02441  glpG; rhomboid protease GlpG [EC:3.4.21.105],K02441,Rhomboid protease GlpG,OTHER,3.4.21.-,3.4.-.-,Proteases,Serine endopeptidases ,3.4.21.x,,both,3.4.21.-,,,Proteases,Not Signal
28108.53,IHCOGGJP_00328,CDS,367339,368340,+,ilvK,Branched-chain-amino-acid aminotransferase 2,COG:COG0115,2.6.1.42,K00826,"M00119_Pantothenate_biosynthesis,_valine/L-aspartate_=>_pantothenate",,,,,,,,Alteromonas macleodii 1A3,branched-chain-amino-acid transaminase,branched-chain-amino-acid:2-oxoglutarate aminotransferase,"L-leucine-alpha-ketoglutarate transaminase;branched-chain amino acid aminotransferase 3;PsBCAT;Bat2p;hBCAT;branched chain aminotransferase IlvE;branched chain amino acid: 2-oxoglutarate aminotransferase EC 2.6.1;SlBCAT5;BCAT-1;R-omegaAT_Bcel;alpha-KGA;mitochondrial branched chain aminotransferase;TUZN1299;BCAA aminotransferase;CsBCAT7;leucine transaminase;BAT2;AGT;SpBCAT1;R-omegaAT;TA-B;SlBCAT4;Rv2210c;EC 2.6.1.6;branched-chain amino acid transaminase 1;Mevan_0408;BCAT7;BCAATase;transaminase B;trd_1610;SlBCAT2;hBCATm;branched-chain aminotransferase 7;eBCAT;At1g50110;leucine aminotransferase;IlvE;branched-chain amino acid aminotransferase 4;branched chain aminotransferase, mitochondrial isoform;BCAT4;(R)-selective omega-aminotransferase;branched-chain amino acid aminotransferase;glutamate-branched-chain amino acid transaminase;branched-chain aminotransferase4;VMUT_0738;BCAT1;branched chain aminotransferase, cytosolic isoform;SlBCAT1;IlvE aminotransferase;Bat1;branched-chain amino acid aminotransferase 6;VMUT0738;branched-chain amino acid-glutamate transaminase;BcaT;branched-chain aminotransferase;Bat1p;Hoch3033;MtIlvE;ilvE1;BCATc;branched-chain amino acid aminotransferase 1;Bcat2;L-branched chain amino acid aminotransferase;branched-chain amino acid aminotransferase 5;branched-chain amino acid transaminase;branched-chain amino acid transferase;R-omegaAT_Bthu;BCAA;branched chain aminotransferase;branched-chain amino-acid aminotransferase;CsBCAT3;SlBCAT6;At5g17310;BCATm;branched-chain amino-acid transaminase;CsBCAT2;Bcat6;Tter_1720;More;BCAA-AT;branched-chain amino acid aminotransferase 2;SlBCAT3",3489.0,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]",K00826,Branched-chain-amino-acid aminotransferase 2,OTHER,2.6.1.-,2.6.-.-,Transaminases,Transaminases,2.6.1.x,,both,2.6.1.-,,,Transaminases,Not Signal
28108.53,IHCOGGJP_00328,CDS,367339,368340,+,ilvK,Branched-chain-amino-acid aminotransferase 2,COG:COG0115,2.6.1.42,K00826,"M00036_Leucine_degradation,_leucine_=>_acetoacetate_+_acetyl-CoA",,,,,,,,Alteromonas macleodii 1A3,branched-chain-amino-acid transaminase,branched-chain-amino-acid:2-oxoglutarate aminotransferase,"L-leucine-alpha-ketoglutarate transaminase;branched-chain amino acid aminotransferase 3;PsBCAT;Bat2p;hBCAT;branched chain aminotransferase IlvE;branched chain amino acid: 2-oxoglutarate aminotransferase EC 2.6.1;SlBCAT5;BCAT-1;R-omegaAT_Bcel;alpha-KGA;mitochondrial branched chain aminotransferase;TUZN1299;BCAA aminotransferase;CsBCAT7;leucine transaminase;BAT2;AGT;SpBCAT1;R-omegaAT;TA-B;SlBCAT4;Rv2210c;EC 2.6.1.6;branched-chain amino acid transaminase 1;Mevan_0408;BCAT7;BCAATase;transaminase B;trd_1610;SlBCAT2;hBCATm;branched-chain aminotransferase 7;eBCAT;At1g50110;leucine aminotransferase;IlvE;branched-chain amino acid aminotransferase 4;branched chain aminotransferase, mitochondrial isoform;BCAT4;(R)-selective omega-aminotransferase;branched-chain amino acid aminotransferase;glutamate-branched-chain amino acid transaminase;branched-chain aminotransferase4;VMUT_0738;BCAT1;branched chain aminotransferase, cytosolic isoform;SlBCAT1;IlvE aminotransferase;Bat1;branched-chain amino acid aminotransferase 6;VMUT0738;branched-chain amino acid-glutamate transaminase;BcaT;branched-chain aminotransferase;Bat1p;Hoch3033;MtIlvE;ilvE1;BCATc;branched-chain amino acid aminotransferase 1;Bcat2;L-branched chain amino acid aminotransferase;branched-chain amino acid aminotransferase 5;branched-chain amino acid transaminase;branched-chain amino acid transferase;R-omegaAT_Bthu;BCAA;branched chain aminotransferase;branched-chain amino-acid aminotransferase;CsBCAT3;SlBCAT6;At5g17310;BCATm;branched-chain amino-acid transaminase;CsBCAT2;Bcat6;Tter_1720;More;BCAA-AT;branched-chain amino acid aminotransferase 2;SlBCAT3",3489.0,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]",K00826,Branched-chain-amino-acid aminotransferase 2,OTHER,2.6.1.-,2.6.-.-,Transaminases,Transaminases,2.6.1.x,,both,2.6.1.-,,,Transaminases,Not Signal
28108.53,IHCOGGJP_00329,CDS,368407,369153,-,gpmA,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",COG:COG0588,5.4.2.11,K01834,"M00002_Glycolysis,_core_module_involving_three-carbon_compounds",,,,,,,,Alteromonas macleodii 1A3,"phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)","D-phosphoglycerate 2,3-phosphomutase (2,3-diphosphoglycerate-dependent)","SSO2236;phosphoglycerate mutase type B;dPGAM;ScPGM;Phosphoglyceromutase;B-type PGM;alpha-PGAM;2,3-bisphosphoglycerate-dependent PGAM;PGAM;phosphoglycerate mutase;phosphoglycerate mutase 1;PGAM1;DPGM;PGAM2;dPGM-B;PGM;EC 5.4.2.1;cofactor-dependent phosphoglycerate mutase;Rv3214;Sts-1;2,3-bisphosphoglycerate-dependent phosphoglycerate mutase;EC 2.7.5.3;EC 3.1.3.13;EntD",30.0,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K01834  PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",K01834,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",OTHER,5.4.2.-,5.4.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00329,CDS,368407,369153,-,gpmA,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",COG:COG0588,5.4.2.11,K01834,"M00003_Gluconeogenesis,_oxaloacetate_=>_fructose-6P",,,,,,,,Alteromonas macleodii 1A3,"phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)","D-phosphoglycerate 2,3-phosphomutase (2,3-diphosphoglycerate-dependent)","SSO2236;phosphoglycerate mutase type B;dPGAM;ScPGM;Phosphoglyceromutase;B-type PGM;alpha-PGAM;2,3-bisphosphoglycerate-dependent PGAM;PGAM;phosphoglycerate mutase;phosphoglycerate mutase 1;PGAM1;DPGM;PGAM2;dPGM-B;PGM;EC 5.4.2.1;cofactor-dependent phosphoglycerate mutase;Rv3214;Sts-1;2,3-bisphosphoglycerate-dependent phosphoglycerate mutase;EC 2.7.5.3;EC 3.1.3.13;EntD",30.0,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K01834  PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",K01834,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",OTHER,5.4.2.-,5.4.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00353,CDS,393623,394063,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00385,CDS,437519,438685,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00386,CDS,438983,439567,-,pabA,Aminodeoxychorismate synthase component 2,COG:COG0512,2.6.1.85,K01664,,,,,,,,,Alteromonas macleodii 1A3,aminodeoxychorismate synthase,chorismate:L-glutamine aminotransferase,PabA;PabAB;ADC synthase;EC 6.3.5.8;ADCS;PvADCS;4-amino-4-deoxychorismate synthase;ADC;PabB;chorismate:L-glutamine amido-ligase;PhzE,5550.0,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K01664  pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85],K01664,Aminodeoxychorismate synthase component 2,OTHER,2.6.1.-,2.6.-.-,Transaminases,Transaminases,2.6.1.x,,both,2.6.1.-,,,Transaminases,Not Signal
28108.53,IHCOGGJP_00388,CDS,440741,441418,-,rpe,Ribulose-phosphate 3-epimerase,COG:COG0036,5.1.3.1,K01783,"M00007_Pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6P_=>_ribose_5P",,,,,,,,Alteromonas macleodii 1A3,ribulose-phosphate 3-epimerase,D-ribulose-5-phosphate 3-epimerase,"Xylulose phosphate 3-epimerase;RPEase;rpe1-PB1;Ribulose 5-phosphate 3-epimerase;Phosphoribulose epimerase;D-Xylulose-5-phosphate 3-epimerase;D-ribulose 5-phosphate 3-epimerase;rpe2-MGA3;slr1622;Epimerase, ribulose phosphate 3-;PPE;Pentose-5-phosphate 3-epimerase;D-ribulose-5-phosphate-3-epimerase;D-Ribulose-5-phosphate epimerase;Ru5P epimerase;ribulose-5-phosphate 3-epimerase;rpe1;D-Ribulose-5-P 3-epimerase;R5P3E;rpeP;cyt-RPEase;xylulose-5-P 3-epimerase;rpe1-MGA3;Ribulose phosphate 3-epimerase;rpeC;rpe2;Phosphoketopentose epimerase;RPE;D-Ribulose phosphate-3-epimerase;Phosphoketopentose 3-epimerase",181.0,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],"K01783  rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]",K01783,Ribulose-phosphate 3-epimerase,OTHER,5.1.3.-,5.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00487,CDS,548821,550323,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,LIPO,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00540,CDS,592053,592310,+,rpmA,50S ribosomal protein L27,COG:COG0211,,K02899,,,,,,,,,Alteromonas macleodii 1A3,,,,8611.0,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02899  RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27",K02899,50S ribosomal protein L27,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00774,CDS,861094,862014,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00775,CDS,862026,863501,-,,putative protein,COG:COG2308,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,putative protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00988,CDS,1111187,1112335,+,lpxB,Lipid-A-disaccharide synthase,COG:COG0763,2.4.1.182,K00748,"M00060_KDO2-lipid_A_biosynthesis,_Raetz_pathway,_LpxL-LpxM_type;M00866_KDO2-lipid_A_biosynthesis,_Raetz_pathway,_non-LpxL-LpxM_type",,,,,,,,Alteromonas macleodii 1A3,lipid-A-disaccharide synthase,"UDP-2-N,3-O-bis[(3R)-3-hydroxyacyl]-alpha-D-glucosamine:2-N,3-O-bis[(3R)-3-hydroxyacyl]-alpha-D-glucosamine 1-phosphate 2-N,3-O-bis[(3R)-3-hydroxyacyl]-alpha-D-glucosaminyltransferase","lipid A disaccharide synthase;lcsC;synthase, lipid A disaccharide;More;lcsC/lpxB1;lipid A disaccharide synthetase;Legionella cytotoxic suppressor C;pgsB;LpxB",4896.0,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],K00748  lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182],K00748,Lipid-A-disaccharide synthase,OTHER,2.4.1.-,2.4.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_01051,CDS,1181477,1182016,+,,hypothetical protein,,,K02415,,,,,,,,,Alteromonas macleodii 1A3,,,,18246.0,09140 Cellular Processes,09142 Cell motility,02040 Flagellar assembly [PATH:ko02040],K02415  fliL; flagellar protein FliL,K02415,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_01222,CDS,1369086,1369760,+,queE,7-carboxy-7-deazaguanine synthase,,4.3.99.3,K10026,,,,,,,,,Alteromonas macleodii 1A3,7-carboxy-7-deazaguanine synthase,"6-carboxy-5,6,7,8-tetrahydropterin ammonia-lyase",BsQueE;7-carboxy-7-carbaguanine synthase;queE;CDG synthase;ToyC,5573.0,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K10026  queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],K10026,7-carboxy-7-deazaguanine synthase,OTHER,4.3.99.-,4.3.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_01266,CDS,1434508,1435182,+,,hypothetical protein,,,K07396,,,,,,,,,Alteromonas macleodii 1A3,,,,56992.0,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K07396  K07396; putative protein-disulfide isomerase,K07396,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_01357,CDS,1530401,1531336,+,btuD_2,Vitamin B12 import ATP-binding protein BtuD,,7.6.2.8,K06074,,,,,,,,,Alteromonas macleodii 1A3,ABC-type vitamin B12 transporter,"ATP phosphohydrolase (ABC-type, vitamin B12-importing)",cobalamin-specific ECF-type ABC transporter;BtuCD-F;energy coupling factor (ECF-) type ABC transporter;vitamin B12-transporting ATPase;ECF-CbrT;B12 transporter transcobalamin II;vitamin B12 exporter;TCN2;cobalamin transporter;BtuC;vitamin B12 ABC importer;BtuCD vitamin B12 importer;ABCD4;EC 3.6.3.33;ABCD 4;vitamin B12 transporter;B12 transporter;BtuB;BtuF;BtuMTd;BtuH2;multidrug resistance protein 5;Tbd_2719;BtuCD-BtuF;vitamin B12 import ATP-binding protein;BtuD;BtuM;P70R;ABC transporter;vitamin B12-binding protein;PMP70-related protein;Cbl transporter;vitamin B12 importer;BtuCD;Rv1819c;BtuCD-F complex;MRP-5;vitamin B12 import system permease protein;BtuF-CD;ECF-type ABC transporter for vitamin B12;vitamin B12 import system,10470.0,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],K06074  btuD; vitamin B12 transport system ATP-binding protein [EC:7.6.2.8],K06074,Vitamin B12 import ATP-binding protein BtuD,OTHER,7.6.2.-,7.6.-.-,,,,,left_only,,,,,Not Signal
