protein_id,product,Prediction
WP_014948555.1,MULTISPECIES_ ribosome recycling factor _Alteromonas_,OTHER
WP_014948557.1,MULTISPECIES_ phosphatidate cytidylyltransferase _Alteromonas_,OTHER
WP_014948561.1,MULTISPECIES_ OmpH family outer membrane protein _Alteromonas_,SP
WP_014948562.1,MULTISPECIES_ 3-hydroxyacyl-ACP dehydratase FabZ _Alteromonas_,OTHER
WP_014948563.1,MULTISPECIES_ acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase _Alteromonas_,OTHER
WP_014948565.1,MULTISPECIES_ ribonuclease HII _Alteromonas_,OTHER
WP_014948567.1,MULTISPECIES_ acetyl-CoA carboxylase carboxyl transferase subunit alpha _Alteromonas_,OTHER
WP_014948574.1,membrane-bound lytic murein transglycosylase MltF _Alteromonas macleodii_,LIPO
WP_014948589.1,MULTISPECIES_ flagellar biosynthesis anti-sigma factor FlgM _Alteromonas_,OTHER
WP_014948591.1,MULTISPECIES_ chemotaxis protein CheV _Alteromonas_,OTHER
WP_014948594.1,MULTISPECIES_ flagellar basal body rod protein FlgB _Alteromonas_,OTHER
WP_014948596.1,MULTISPECIES_ flagellar hook protein FlgE _Alteromonas_,OTHER
WP_014948598.1,MULTISPECIES_ flagellar basal-body rod protein FlgG _Alteromonas_,OTHER
WP_014948599.1,MULTISPECIES_ flagellar basal body L-ring protein FlgH _Alteromonas_,LIPO
WP_014948630.1,MULTISPECIES_ flagellar hook-basal body complex protein FliE _Alteromonas_,OTHER
WP_014948634.1,MULTISPECIES_ flagellar protein export ATPase FliI _Alteromonas_,OTHER
WP_014948637.1,MULTISPECIES_ flagellar basal body-associated protein FliL _Alteromonas_,OTHER
WP_014948638.1,MULTISPECIES_ flagellar motor switch protein FliM _Alteromonas_,OTHER
WP_014948639.1,MULTISPECIES_ flagellar motor switch protein FliN _Alteromonas_,OTHER
WP_014948640.1,flagellar biosynthetic protein FliO _Alteromonas macleodii_,OTHER
WP_014948648.1,MULTISPECIES_ MinD_ParA family protein _Alteromonas_,OTHER
WP_014948649.1,MULTISPECIES_ RNA polymerase sigma factor FliA _Alteromonas_,OTHER
WP_014948650.1,MULTISPECIES_ protein phosphatase CheZ _Alteromonas_,OTHER
WP_014948652.1,MULTISPECIES_ ParA family protein _Alteromonas_,OTHER
WP_014948653.1,MULTISPECIES_ chemotaxis protein CheW _Alteromonas_,OTHER
WP_014948654.1,MULTISPECIES_ chemotaxis protein CheW _Alteromonas_,OTHER
WP_014948660.1,MULTISPECIES_ pyrimidine_purine nucleoside phosphorylase _Alteromonas_,OTHER
WP_014948664.1,MULTISPECIES_ carbonic anhydrase _Alteromonas_,OTHER
WP_014948665.1,MULTISPECIES_ SulP family inorganic anion transporter _Alteromonas_,OTHER
WP_014948675.1,MULTISPECIES_ sodium ion-translocating decarboxylase subunit beta _Alteromonas_,OTHER
WP_014948676.1,MULTISPECIES_ ATP-binding cassette domain-containing protein _Alteromonas_,OTHER
WP_014948677.1,MULTISPECIES_ ATP-binding cassette domain-containing protein _Alteromonas_,OTHER
WP_014948678.1,MULTISPECIES_ ABC transporter permease subunit _Alteromonas_,OTHER
WP_014948679.1,MULTISPECIES_ ABC transporter permease _Alteromonas_,OTHER
WP_014948682.1,MULTISPECIES_ phage shock protein PspA _Alteromonas_,OTHER
WP_014948683.1,MULTISPECIES_ envelope stress response membrane protein PspB _Alteromonas_,OTHER
WP_014948684.1,MULTISPECIES_ envelope stress response membrane protein PspC _Alteromonas_,OTHER
WP_014948685.1,MULTISPECIES_ phenylalanine 4-monooxygenase _Alteromonas_,OTHER
WP_014948686.1,MULTISPECIES_ transcriptional regulator TyrR _Alteromonas_,OTHER
WP_014948689.1,MULTISPECIES_ Lrp_AsnC family transcriptional regulator _Alteromonas_,OTHER
WP_014948691.1,MULTISPECIES_ late competence development ComFB family protein _Alteromonas_,OTHER
WP_014948702.1,MULTISPECIES_ DUF3450 domain-containing protein _Alteromonas_,SP
WP_014948704.1,MULTISPECIES_ energy transducer TonB _Alteromonas_,OTHER
WP_014948708.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014948709.1,MULTISPECIES_ nicotinamide riboside transporter PnuC _Alteromonas_,OTHER
WP_014948712.1,MULTISPECIES_ ribosomal protein S18-alanine N-acetyltransferase _Alteromonas_,OTHER
WP_014948714.1,MULTISPECIES_ DMT family transporter _Alteromonas_,OTHER
WP_014948722.1,MULTISPECIES_ MarR family transcriptional regulator _Alteromonas_,OTHER
WP_014948726.1,MULTISPECIES_ peptide chain release factor 3 _Alteromonas_,OTHER
WP_014948727.1,MULTISPECIES_ arginine--tRNA ligase _Alteromonas_,OTHER
WP_014948738.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_014948742.1,MULTISPECIES_ DUF2177 family protein _Alteromonas_,OTHER
WP_014948746.1,MULTISPECIES_ hypothetical protein _Gammaproteobacteria_,OTHER
WP_014948748.1,MULTISPECIES_ lysine--tRNA ligase _Alteromonas_,OTHER
WP_014948751.1,MULTISPECIES_ Hpt domain-containing protein _Alteromonas_,OTHER
WP_014948754.1,MULTISPECIES_ hypothetical protein _Alteromonas_,LIPO
WP_014948756.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014948759.1,MULTISPECIES_ chorismate synthase _Alteromonas_,OTHER
WP_014948764.1,MULTISPECIES_ superoxide dismutase _Fe_ _Alteromonas_,OTHER
WP_014948765.1,MULTISPECIES_ Grx4 family monothiol glutaredoxin _Alteromonas_,OTHER
WP_014948766.1,MULTISPECIES_ RNA polymerase sigma factor _Alteromonas_,OTHER
WP_014948767.1,MULTISPECIES_ FecR domain-containing protein _Alteromonas_,OTHER
WP_014948769.1,MULTISPECIES_ bacterioferritin-associated ferredoxin _Alteromonas_,OTHER
WP_014948770.1,MULTISPECIES_ peroxiredoxin C _Alteromonas_,OTHER
WP_014948774.1,MULTISPECIES_ lactoylglutathione lyase _Alteromonas_,OTHER
WP_014948776.1,MULTISPECIES_ cold-shock protein _Alteromonas_,OTHER
WP_014948777.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_014948778.1,MULTISPECIES_ M20_M25_M40 family metallo-hydrolase _Alteromonas_,SP
WP_014948785.1,MULTISPECIES_ excinuclease ABC subunit UvrB _Alteromonas_,OTHER
WP_014948786.1,MULTISPECIES_ LysR family transcriptional regulator _Alteromonas_,OTHER
WP_014948790.1,MULTISPECIES_ asparagine synthase B _Alteromonas_,OTHER
WP_014948793.1,MULTISPECIES_ YIP1 family protein _Alteromonas_,OTHER
WP_014948796.1,MULTISPECIES_ adenylyl-sulfate kinase _Alteromonas_,OTHER
WP_014948797.1,MULTISPECIES_ sulfate adenylyltransferase subunit CysD _Alteromonas_,OTHER
WP_014948800.1,MULTISPECIES_ DUF3379 domain-containing protein _Alteromonas_,OTHER
WP_014948809.1,MULTISPECIES_ acetyl-CoA C-acyltransferase FadI _Alteromonas_,OTHER
WP_014948811.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014948812.1,MULTISPECIES_ hypothetical protein _Alteromonas_,SP
WP_014948817.1,MULTISPECIES_ HlyC_CorC family transporter _Alteromonas_,OTHER
WP_014948818.1,MULTISPECIES_ cytochrome c biogenesis protein CcsA _Alteromonas_,OTHER
WP_014948819.1,MULTISPECIES_ signal recognition particle protein _Alteromonas_,OTHER
WP_014948832.1,MULTISPECIES_ 30S ribosomal protein S16 _Alteromonas_,OTHER
WP_014948846.1,MULTISPECIES_ response regulator _Alteromonas_,OTHER
WP_014948847.1,MULTISPECIES_ stress response translation initiation inhibitor YciH _Alteromonas_,OTHER
WP_014948848.1,STAS domain-containing protein _Alteromonas macleodii_,OTHER
WP_014948851.1,MULTISPECIES_ TerB family tellurite resistance protein _Alteromonas_,OTHER
WP_014948856.1,MULTISPECIES_ hypothetical protein _Gammaproteobacteria_,LIPO
WP_014948857.1,MULTISPECIES_ sigma 54-interacting transcriptional regulator _Alteromonas_,OTHER
WP_014948863.1,MULTISPECIES_ Holliday junction branch migration protein RuvA _Alteromonas_,OTHER
WP_014948865.1,MULTISPECIES_ tol-pal system-associated acyl-CoA thioesterase _Alteromonas_,OTHER
WP_014948866.1,MULTISPECIES_ protein TolQ _Alteromonas_,OTHER
WP_014948869.1,MULTISPECIES_ Tol-Pal system beta propeller repeat protein TolB _Alteromonas_,SP
WP_014948870.1,MULTISPECIES_ peptidoglycan-associated lipoprotein Pal _Alteromonas_,LIPO
WP_014948871.1,MULTISPECIES_ tol-pal system protein YbgF _Alteromonas_,SP
WP_014948877.1,MULTISPECIES_ glyoxalase _Alteromonas_,OTHER
WP_014948878.1,MULTISPECIES_ aspartate-semialdehyde dehydrogenase _Alteromonas_,OTHER
WP_014948879.1,MULTISPECIES_ cytochrome b _Alteromonas_,OTHER
WP_014948881.1,MULTISPECIES_ hypothetical protein _Alteromonas_,SP
WP_014948884.1,MULTISPECIES_ CBS domain-containing protein _Alteromonas_,OTHER
WP_014948891.1,MULTISPECIES_ efflux RND transporter periplasmic adaptor subunit _Alteromonas_,SP
WP_014948897.1,MULTISPECIES_ asparagine--tRNA ligase _Alteromonas_,OTHER
WP_014948899.1,MULTISPECIES_ calcium_sodium antiporter _Alteromonas_,OTHER
WP_014948903.1,MULTISPECIES_ DUF2937 family protein _Alteromonas_,SP
WP_014948910.1,MULTISPECIES_ low molecular weight phosphotyrosine protein phosphatase _Alteromonas_,OTHER
WP_014948919.1,MULTISPECIES_ DUF3820 family protein _Alteromonas_,OTHER
WP_014948924.1,MULTISPECIES_ glutamate--tRNA ligase _Alteromonas_,OTHER
WP_014948926.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_014948934.1,MULTISPECIES_ AI-2E family transporter _Alteromonas_,OTHER
WP_014948936.1,MULTISPECIES_ response regulator transcription factor _Alteromonas_,OTHER
WP_014948937.1,MULTISPECIES_ PepSY domain-containing protein _Alteromonas_,SP
WP_014948943.1,MULTISPECIES_ anthranilate phosphoribosyltransferase _Alteromonas_,OTHER
WP_014948946.1,MULTISPECIES_ threonylcarbamoyl-AMP synthase _Alteromonas_,OTHER
WP_014948959.1,MULTISPECIES_ NAD___ kinase _Alteromonas_,OTHER
WP_014948972.1,MULTISPECIES_ molecular chaperone DnaK _Alteromonas_,OTHER
WP_014948973.1,MULTISPECIES_ molecular chaperone DnaJ _Alteromonas_,OTHER
WP_014948974.1,MULTISPECIES_ cytochrome c _Alteromonas_,SP
WP_014948979.1,MULTISPECIES_ glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit _Alteromonas_,OTHER
WP_014948981.1,MULTISPECIES_ transcription elongation factor GreA _Alteromonas_,OTHER
WP_014948986.1,MULTISPECIES_ DUF3224 domain-containing protein _Alteromonas_,OTHER
WP_014948987.1,MULTISPECIES_ acetate kinase _Alteromonas_,OTHER
WP_014948988.1,phosphate acetyltransferase _Alteromonas macleodii_,OTHER
WP_014948989.1,amidohydrolase family protein _Alteromonas macleodii_,SP
WP_014948990.1,apolipoprotein N-acyltransferase _Alteromonas macleodii_,OTHER
WP_014948991.1,MULTISPECIES_ CNNM family magnesium_cobalt transport protein CorC _Alteromonas_,OTHER
WP_014948992.1,rRNA maturation RNase YbeY _Alteromonas macleodii_,OTHER
WP_014948994.1,MULTISPECIES_ tRNA _N6-isopentenyl adenosine_37_-C2_-methylthiotransferase MiaB _Alteromonas_,OTHER
WP_014948996.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014948999.1,MULTISPECIES_ carboxymuconolactone decarboxylase family protein _Alteromonas_,OTHER
WP_014949001.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014949009.1,MULTISPECIES_ redox-regulated ATPase YchF _Alteromonas_,OTHER
WP_014949012.1,MULTISPECIES_ NAD_P_-dependent alcohol dehydrogenase _Alteromonas_,OTHER
WP_014949014.1,MULTISPECIES_ ribose-phosphate pyrophosphokinase _Alteromonas_,OTHER
WP_014949017.1,MULTISPECIES_ glutamyl-tRNA reductase _Alteromonas_,OTHER
WP_014949018.1,MULTISPECIES_ peptide chain release factor 1 _Alteromonas_,OTHER
WP_014949020.1,MULTISPECIES_ response regulator _Alteromonas_,OTHER
WP_014949023.1,MULTISPECIES_ hypothetical protein _Alteromonas_,SP
WP_014949024.1,MULTISPECIES_ transcriptional regulator GcvA _Alteromonas_,OTHER
WP_014949030.1,MULTISPECIES_ formate_nitrite transporter family protein _Alteromonas_,OTHER
WP_014949036.1,MULTISPECIES_ glycogen_starch_alpha-glucan phosphorylase _Alteromonas_,OTHER
WP_014949040.1,MULTISPECIES_ heavy metal-binding domain-containing protein _Alteromonas_,OTHER
WP_014949045.1,MULTISPECIES_ ArsC family reductase _Alteromonas_,OTHER
WP_014949047.1,MULTISPECIES_ ACT domain-containing protein _Alteromonas_,OTHER
WP_014949049.1,MULTISPECIES_ 4-hydroxyphenylpyruvate dioxygenase _Alteromonas_,OTHER
WP_014949058.1,NAD_P_H-dependent oxidoreductase _Alteromonas macleodii_,OTHER
WP_014949063.1,MULTISPECIES_ helix-turn-helix transcriptional regulator _Alteromonas_,OTHER
WP_014949064.1,MULTISPECIES_ antibiotic biosynthesis monooxygenase _Alteromonas_,OTHER
WP_014949073.1,MULTISPECIES_ TetR family transcriptional regulator C-terminal domain-containing protein _Alteromonas_,OTHER
WP_014949076.1,MULTISPECIES_ NCS2 family permease _Alteromonas_,OTHER
WP_014949083.1,MULTISPECIES_ TonB-dependent receptor _Alteromonas_,SP
WP_014949103.1,polysaccharide export protein _Alteromonas macleodii_,OTHER
WP_014949129.1,MULTISPECIES_ integration host factor subunit alpha _Alteromonas_,OTHER
WP_014949139.1,MULTISPECIES_ hypoxanthine phosphoribosyltransferase _Alteromonas_,OTHER
WP_014949153.1,SRPBCC family protein _Alteromonas macleodii_,OTHER
WP_014949161.1,MULTISPECIES_ MerR family DNA-binding transcriptional regulator _Alteromonas_,OTHER
WP_014949162.1,MULTISPECIES_ acetyl-CoA C-acyltransferase _Alteromonas_,OTHER
WP_014949170.1,MULTISPECIES_ CBS domain-containing protein _Alteromonas_,OTHER
WP_014949175.1,MULTISPECIES_ Na__H_ antiporter NhaC family protein _Alteromonas_,OTHER
WP_014949177.1,MULTISPECIES_ PilZ domain-containing protein _Alteromonas_,OTHER
WP_014949187.1,MULTISPECIES_ dicarboxylate_amino acid_cation symporter _Alteromonas_,OTHER
WP_014949203.1,MULTISPECIES_ response regulator transcription factor _Alteromonas_,OTHER
WP_014949212.1,MULTISPECIES_ ketoacyl-ACP synthase III _Alteromonas_,OTHER
WP_014949213.1,MULTISPECIES_ ACP S-malonyltransferase _Alteromonas_,OTHER
WP_014949216.1,MULTISPECIES_ aminodeoxychorismate lyase _Alteromonas_,OTHER
WP_014949217.1,MULTISPECIES_ endolytic transglycosylase MltG _Alteromonas_,OTHER
WP_014949218.1,dTMP kinase _Alteromonas macleodii_,OTHER
WP_014949222.1,MULTISPECIES_ SDR family oxidoreductase _Alteromonas_,OTHER
WP_014949225.1,gamma-glutamylcyclotransferase _Alteromonas macleodii_,OTHER
WP_014949226.1,MULTISPECIES_ DUF4870 domain-containing protein _Alteromonas_,OTHER
WP_014949228.1,MULTISPECIES_ glucose 1-dehydrogenase _Alteromonas_,OTHER
WP_014949229.1,haloalkane dehalogenase _Alteromonas macleodii_,OTHER
WP_014949230.1,MULTISPECIES_ 3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein _Alteromonas_,OTHER
WP_014949231.1,MULTISPECIES_ acetyl-CoA C-acyltransferase _Alteromonas_,OTHER
WP_014949234.1,MULTISPECIES_ DUF3718 domain-containing protein _Alteromonas_,SP
WP_014949235.1,MULTISPECIES_ DUF3718 domain-containing protein _Alteromonas_,SP
WP_014949236.1,MULTISPECIES_ sugar-binding transcriptional regulator _Alteromonas_,OTHER
WP_014949240.1,MULTISPECIES_ DUF3718 domain-containing protein _Alteromonas_,SP
WP_014949246.1,MULTISPECIES_ LysR family transcriptional regulator _Alteromonas_,OTHER
WP_014949248.1,MULTISPECIES_ entericidin A_B family lipoprotein _Alteromonas_,LIPO
WP_014949254.1,MULTISPECIES_ ribosome maturation factor RimP _Alteromonas_,OTHER
WP_014949255.1,MULTISPECIES_ transcription termination factor NusA _Alteromonas_,OTHER
WP_014949257.1,MULTISPECIES_ 30S ribosome-binding factor RbfA _Alteromonas_,OTHER
WP_014949262.1,MULTISPECIES_ bifunctional GNAT family N-acetyltransferase_carbon-nitrogen hydrolase family protein _Alteromonas_,OTHER
WP_014949268.1,MULTISPECIES_ alkyl hydroperoxide reductase subunit C _Alteromonas_,OTHER
WP_014949285.1,MULTISPECIES_ ATP-binding cassette domain-containing protein _Alteromonas_,OTHER
WP_014949308.1,MULTISPECIES_ type II toxin-antitoxin system RatA family toxin _Alteromonas_,OTHER
WP_014949316.1,MULTISPECIES_ phosphoenolpyruvate synthase _Alteromonas_,OTHER
WP_014949321.1,MULTISPECIES_ DUF4826 family protein _Alteromonas_,OTHER
WP_014949330.1,MULTISPECIES_ cold shock domain-containing protein CspD _Alteromonas_,OTHER
WP_014949331.1,MULTISPECIES_ ATP-dependent Clp protease adapter ClpS _Alteromonas_,OTHER
WP_014949332.1,MULTISPECIES_ ATP-dependent Clp protease ATP-binding subunit ClpA _Alteromonas_,OTHER
WP_014949333.1,MULTISPECIES_ translation initiation factor IF-1 _Alteromonadaceae_,OTHER
WP_014949334.1,MULTISPECIES_ arginyltransferase _Alteromonas_,OTHER
WP_014949336.1,MULTISPECIES_ thioredoxin-disulfide reductase _Alteromonas_,OTHER
WP_014949340.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014949347.1,MULTISPECIES_ DUF493 family protein YbeD _Alteromonas_,OTHER
WP_014949348.1,MULTISPECIES_ D-alanyl-D-alanine carboxypeptidase _Alteromonas_,SP
WP_014949350.1,MULTISPECIES_ rod shape-determining protein RodA _Alteromonas_,OTHER
WP_014949352.1,MULTISPECIES_ 23S rRNA _pseudouridine_1915_-N_3__-methyltransferase RlmH _Alteromonas_,OTHER
WP_014949363.1,MULTISPECIES_ ribosome assembly RNA-binding protein YhbY _Alteromonas_,OTHER
WP_014949364.1,MULTISPECIES_ 23S rRNA _uridine_2552_-2_-O_-methyltransferase RlmE _Alteromonas_,OTHER
WP_014949365.1,MULTISPECIES_ ATP-dependent zinc metalloprotease FtsH _Alteromonas_,OTHER
WP_014949371.1,MULTISPECIES_ YqaE_Pmp3 family membrane protein _Alteromonas_,OTHER
WP_014949372.1,MULTISPECIES_ hemerythrin domain-containing protein _Alteromonas_,OTHER
WP_014949381.1,MULTISPECIES_ glutamate 5-kinase _Alteromonas_,OTHER
WP_014949384.1,MULTISPECIES_ HNH endonuclease _Alteromonas_,OTHER
WP_014949420.1,MULTISPECIES_ lipoprotein NlpI _Alteromonas_,LIPO
WP_014949426.1,MULTISPECIES_ DUF2062 domain-containing protein _Alteromonas_,OTHER
WP_014949430.1,MULTISPECIES_ Trm112 family protein _Alteromonas_,OTHER
WP_014949432.1,MULTISPECIES_ SDR family oxidoreductase _Alteromonas_,OTHER
WP_014949433.1,MULTISPECIES_ transporter substrate-binding domain-containing protein _Alteromonas_,SP
WP_014949436.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014949443.1,MULTISPECIES_ DUF3429 domain-containing protein _Alteromonas_,OTHER
WP_014949444.1,MULTISPECIES_ citrate synthase _Alteromonas_,OTHER
WP_014949445.1,"MULTISPECIES_ succinate dehydrogenase, cytochrome b556 subunit _Alteromonas_",OTHER
WP_014949446.1,"MULTISPECIES_ succinate dehydrogenase, hydrophobic membrane anchor protein _Alteromonas_",OTHER
WP_014949447.1,MULTISPECIES_ succinate dehydrogenase flavoprotein subunit _Alteromonas_,OTHER
WP_014949450.1,MULTISPECIES_ ADP-forming succinate--CoA ligase subunit beta _Alteromonas_,OTHER
WP_014949452.1,MULTISPECIES_ tryptophan 7-halogenase _Alteromonas_,OTHER
WP_014949455.1,MULTISPECIES_ patatin family protein _Alteromonas_,OTHER
WP_014949462.1,MULTISPECIES_ LacI family DNA-binding transcriptional regulator _Alteromonas_,OTHER
WP_014949468.1,MULTISPECIES_ TetR family transcriptional regulator _Alteromonas_,OTHER
WP_014949480.1,mechanosensitive ion channel _Alteromonas macleodii_,OTHER
WP_014949481.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014949486.1,MULTISPECIES_ endonuclease_exonuclease_phosphatase family protein _Alteromonas_,OTHER
WP_014949490.1,MULTISPECIES_ histidinol-phosphate aminotransferase family protein _Alteromonas_,TAT
WP_014949499.1,MULTISPECIES_ DUF1414 domain-containing protein _Alteromonas_,OTHER
WP_014949501.1,MULTISPECIES_ 6-carboxytetrahydropterin synthase _Alteromonas_,OTHER
WP_014949504.1,MULTISPECIES_ flagellar brake protein _Alteromonas_,OTHER
WP_014949506.1,MULTISPECIES_ histidine kinase _Alteromonas_,OTHER
WP_014949508.1,MULTISPECIES_ ATP-dependent 6-phosphofructokinase _Alteromonas_,OTHER
WP_014949513.1,MULTISPECIES_ rhodanese-related sulfurtransferase _Alteromonas_,OTHER
WP_014949521.1,MULTISPECIES_ LysR family transcriptional regulator _Alteromonas_,OTHER
WP_014949524.1,MULTISPECIES_ HTH-type transcriptional regulator CysB _Alteromonas_,OTHER
WP_014949526.1,MULTISPECIES_ CoA pyrophosphatase _Alteromonas_,OTHER
WP_014949528.1,MULTISPECIES_ fumarate hydratase _Alteromonas_,OTHER
WP_014949536.1,MULTISPECIES_ acyl-CoA thioesterase II _Alteromonas_,OTHER
WP_014949540.1,MULTISPECIES_ GAF domain-containing protein _Alteromonas_,OTHER
WP_014949541.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014949542.1,MULTISPECIES_ RNA chaperone ProQ _Alteromonas_,OTHER
WP_014949543.1,MULTISPECIES_ carboxy terminal-processing peptidase _Alteromonas_,SP
WP_014949544.1,MULTISPECIES_ sodium-dependent transporter _Alteromonas_,OTHER
WP_014949548.1,MULTISPECIES_ DUF1302 domain-containing protein _Alteromonas_,SP
WP_014949549.1,MULTISPECIES_ DUF1329 domain-containing protein _Alteromonas_,SP
WP_014949552.1,NAD-glutamate dehydrogenase _Alteromonas macleodii_,OTHER
WP_014949557.1,DUF3466 family protein _Alteromonas macleodii_,SP
WP_014949558.1,MULTISPECIES_ ribosome modulation factor _Alteromonas_,OTHER
WP_014949559.1,MULTISPECIES_ bifunctional 3-hydroxydecanoyl-ACP dehydratase_trans-2-decenoyl-ACP isomerase _Alteromonas_,OTHER
WP_014949580.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014949582.1,MULTISPECIES_ universal stress protein _Alteromonas_,OTHER
