seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,ec_numbers
NZ_JNAX01000001.1,EV03_RS00215,,EV03_RS00215,EV03_0055,Protein Homology,31946.0,32242.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019476048.1,DUF1330 domain-containing protein,WP_036904084.1,,,,,EV03_0055,31946.0,32242.0,-,CK_Pro_PAC1_00055,,,CK_00037507,,,,,,,,conserved hypothetical protein,"PF07045,IPR010753","Domain of unknown function (DUF1330),Domain of unknown function DUF1330",156,Hypothetical proteins / Conserved,
NZ_JNAX01000001.1,EV03_RS11215,,EV03_RS11215,EV03_0056,GeneMarkS-2+,32333.0,32549.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_206537772.1,,,,,EV03_0056,32333.0,32527.0,-,CK_Pro_PAC1_00056,,,CK_00049804,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00220,,EV03_RS00220,EV03_0057,Protein Homology,228.0,422.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823963.1,DUF2811 domain-containing protein,WP_036904115.1,,,,,EV03_0057,32827.0,33021.0,-,CK_Pro_PAC1_00057,,,CK_00036190,,,,,,,,conserved hypothetical protein,"PF10929,IPR021231","Protein of unknown function (DUF2811),Protein of unknown function DUF2811",,,
NZ_JNAX01000002.1,EV03_RS00225,,EV03_RS00225,EV03_0058,Protein Homology,419.0,709.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294671.1,DUF2811 domain-containing protein,WP_052038624.1,,,,,EV03_0058,33018.0,33308.0,-,CK_Pro_PAC1_00058,,,CK_00045569,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein (DUF2811),"PF10929,IPR021231","Protein of unknown function (DUF2811),Protein of unknown function DUF2811",156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS10595,,EV03_RS10595,EV03_0061,Protein Homology,1900.0,2046.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295096.1,hypothetical protein,WP_193743068.1,,,,,EV03_0061,34499.0,34645.0,+,CK_Pro_PAC1_00061,,,CK_00049673,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00230,,EV03_RS00230,EV03_0062,Protein Homology,2198.0,2392.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294672.1,hypothetical protein,WP_036904117.1,,,,,EV03_0062,34797.0,34991.0,+,CK_Pro_PAC1_00062,,,CK_00004221,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS00240,,EV03_RS00240,EV03_0064,Protein Homology,3225.0,3443.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823969.1,hypothetical protein,WP_036904121.1,,,,,EV03_0064,35824.0,36042.0,+,CK_Pro_PAC1_00064,,,CK_00048411,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00245,,EV03_RS00245,EV03_0065,Protein Homology,3546.0,3770.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823970.1,hypothetical protein,WP_036904123.1,,,,,EV03_0065,36145.0,36417.0,-,CK_Pro_PAC1_00065,,,CK_00004184,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS10600,,EV03_RS10600,EV03_0067,GeneMarkS-2+,4564.0,4737.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_193743070.1,,,,,EV03_0067,37163.0,37336.0,-,CK_Pro_PAC1_00067,,,CK_00049802,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00250,,EV03_RS00250,EV03_0068,Protein Homology,4738.0,4980.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823972.1,hypothetical protein,WP_036904132.1,,,,,EV03_0068,37337.0,37579.0,-,CK_Pro_PAC1_00068,,,CK_00044506,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved secreted protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS00255,,EV03_RS00255,EV03_0069,Protein Homology,5183.0,5461.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294676.1,DUF3764 family protein,WP_036904134.1,,,,,EV03_0069,37782.0,38060.0,+,CK_Pro_PAC1_00069,,,CK_00002169,R.2,Conserved hypothetical proteins,"NOG131174,bactNOG82208,cyaNOG08540","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (DUF3764),"PF12594,IPR022240","Protein of unknown function (DUF3764),Protein of unknown function DUF3764",156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS00260,,EV03_RS00260,EV03_0070,Protein Homology,5611.0,6369.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823974.1,DUF3104 domain-containing protein,WP_036904135.1,,,,,EV03_0070,38210.0,38968.0,+,CK_Pro_PAC1_00070,,,CK_00050139,,,,,,,,conserved hypothetical protein,"PF11302,IPR021453","Protein of unknown function (DUF3104),Protein of unknown function DUF3104",156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS00265,,EV03_RS00265,EV03_0071,Protein Homology,6837.0,7439.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294679.1,PCC domain-containing protein,WP_052038625.1,,,,,EV03_0071,39436.0,40038.0,+,CK_Pro_PAC1_00071,,"GO:0045454,GO:0009055,GO:0015035",CK_00051584,,,,,,,"cell redox homeostasis,cell redox homeostasis,electron transfer activity,protein disulfide oxidoreductase activity",glutaredoxin family protein,"PF00462,PF03479,PS00195,PS51354,IPR011767,IPR002109,IPR005175","Glutaredoxin,Plants and Prokaryotes Conserved (PCC) domain,Glutaredoxin active site.,Glutaredoxin domain profile.,Glutaredoxin active site,Glutaredoxin,PPC domain",112,Energy metabolism / Electron transport,
NZ_JNAX01000002.1,EV03_RS11220,,EV03_RS11220,EV03_0072,Protein Homology,7566.0,7745.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823976.1,hypothetical protein,WP_036904137.1,,,,,EV03_0072,40165.0,40296.0,-,CK_Pro_PAC1_00072,,,CK_00049681,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00275,,EV03_RS00275,EV03_0075,GeneMarkS-2+,8439.0,8657.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_036904139.1,,,,,EV03_0075,41038.0,41256.0,-,CK_Pro_PAC1_00075,,,CK_00056426,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS00280,,EV03_RS00280,EV03_0076,Protein Homology,8654.0,8911.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823977.1,DUF3104 domain-containing protein,WP_036904217.1,,,,,EV03_0076,41253.0,41534.0,-,CK_Pro_PAC1_00076,,,CK_00035937,R.2,Conserved hypothetical proteins,"NOG124702,bactNOG80858,cyaNOG08930","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (DUF3104),"PF11302,IPR021453","Protein of unknown function (DUF3104),Protein of unknown function DUF3104",156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS10160,,EV03_RS10160,EV03_0078,Protein Homology,9351.0,9536.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012196068.1,hypothetical protein,WP_072013353.1,,,,,EV03_0078,41950.0,42135.0,-,CK_Pro_PAC1_00078,,,CK_00044497,,,,,,,,Conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00285,,EV03_RS00285,EV03_0079,Protein Homology,9901.0,10083.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294682.1,hypothetical protein,WP_152559064.1,,,,,EV03_0079,42500.0,42682.0,+,CK_Pro_PAC1_00079,,,CK_00056781,R.5,Other,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS10605,,EV03_RS10605,EV03_0081,GeneMarkS-2+,10306.0,10461.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_193743071.1,,,,,EV03_0081,42905.0,43060.0,+,CK_Pro_PAC1_00081,,,CK_00049796,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS11320,,EV03_RS11320,EV03_0084,GeneMarkS-2+,10696.0,10830.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_275040710.1,,,,,EV03_0084,43295.0,43429.0,-,CK_Pro_PAC1_00084,,,CK_00050725,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00290,,EV03_RS00290,EV03_0085,Protein Homology,10839.0,10994.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823980.1,hypothetical protein,WP_193743080.1,,,,,EV03_0085,43438.0,43593.0,-,CK_Pro_PAC1_00085,,,CK_00043679,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS11325,,EV03_RS11325,EV03_0086,GeneMarkS-2+,10987.0,11121.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_275040711.1,,,,,EV03_0086,43574.0,43720.0,+,CK_Pro_PAC1_00086,,,CK_00050726,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00295,,EV03_RS00295,EV03_0088,Protein Homology,11897.0,12094.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823981.1,hypothetical protein,WP_036904146.1,,,,,EV03_0088,44496.0,44693.0,+,CK_Pro_PAC1_00088,,,CK_00037547,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00305,,EV03_RS00305,EV03_0090,GeneMarkS-2+,12865.0,13782.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_036904152.1,,,,,EV03_0090,45464.0,46381.0,-,CK_Pro_PAC1_00090,,,CK_00006081,,,COG0500,COG: QR,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS10610,,EV03_RS10610,EV03_0091,GeneMarkS-2+,14301.0,14450.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_193743072.1,,,,,EV03_0091,46900.0,47049.0,-,CK_Pro_PAC1_00091,,,CK_00050715,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00315,,EV03_RS00315,EV03_0092,GeneMarkS-2+,14716.0,15030.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_036904158.1,,,,,EV03_0092,47315.0,47524.0,-,CK_Pro_PAC1_00092,,,CK_00050718,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00320,,EV03_RS00320,EV03_0093,GeneMarkS-2+,15133.0,15324.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_036904160.1,,,,,EV03_0093,47732.0,47923.0,-,CK_Pro_PAC1_00093,,,CK_00050721,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00325,,EV03_RS00325,EV03_0094,GeneMarkS-2+,15404.0,15598.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_036904163.1,,,,,EV03_0094,48003.0,48197.0,-,CK_Pro_PAC1_00094,,,CK_00050724,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00330,,EV03_RS00330,EV03_0095,Protein Homology,15589.0,16002.0,-,,,COORDINATES: protein motif:HMM:NF019149.6,recombinase family protein,WP_036904166.1,"GO:0006310,GO:0000150,GO:0003677",,"DNA strand exchange activity|0000150||IEA,DNA binding|0003677||IEA",DNA recombination|0006310||IEA,EV03_0095,48188.0,48601.0,-,CK_Pro_PAC1_00095,,,CK_00050708,,,,,,,,hypothetical protein,"PF07508,IPR011109","Recombinase,DNA-binding recombinase domain",,,
NZ_JNAX01000002.1,EV03_RS00340,,EV03_RS00340,EV03_0100,Protein Homology,17231.0,17467.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294684.1,hypothetical protein,WP_036904172.1,,,,,EV03_0100,49830.0,50018.0,-,CK_Pro_PAC1_00100,,,CK_00004018,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00345,,EV03_RS00345,EV03_0102,Protein Homology,17579.0,18010.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294685.1,cupin domain-containing protein,WP_036904177.1,,,,,EV03_0102,50178.0,50609.0,-,CK_Pro_PAC1_00102,,,CK_00042284,R.2,Conserved hypothetical proteins,"COG1917,bactNOG51894,cyaNOG07925","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,cupin domain-containing protein,"PF07883,PS51257,IPR013096","Cupin domain,Prokaryotic membrane lipoprotein lipid attachment site profile.,Cupin 2%2C conserved barrel",156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS11330,,EV03_RS11330,EV03_0103,Protein Homology,18299.0,18430.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295165.1,hypothetical protein,WP_275040712.1,,,,,EV03_0103,50898.0,51029.0,-,CK_Pro_PAC1_00103,,,CK_00034706,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00350,,EV03_RS00350,EV03_0104,Protein Homology,18861.0,19049.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295008.1,hypothetical protein,WP_036904182.1,,,,,EV03_0104,51460.0,51648.0,+,CK_Pro_PAC1_00104,,,CK_00050431,,,,,,,,Conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,clpS,clpS,EV03_RS00355,EV03_0107,Protein Homology,19999.0,20295.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294686.1,ATP-dependent Clp protease adapter ClpS,WP_011294686.1,,,,,EV03_0107,52598.0,52933.0,-,CK_Pro_PAC1_00107,clpS1,GO:0030163,CK_00001252,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG2127,COG0210,bactNOG31287,cyaNOG03514","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,protein catabolic process,ATP-dependent Clp protease adaptor protein ClpS,"PF02617,IPR003769,IPR014719","ATP-dependent Clp protease adaptor protein ClpS,Adaptor protein ClpS%2C core,Ribosomal protein L7/L12%2C C-terminal/adaptor protein ClpS-like",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,
NZ_JNAX01000002.1,EV03_RS10625,,EV03_RS10625,EV03_0110,Protein Homology,20679.0,20876.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823992.1,hypothetical protein,WP_193743075.1,,,,,EV03_0110,53314.0,53475.0,+,CK_Pro_PAC1_00110,,,CK_00048219,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS00360,,EV03_RS00360,EV03_0111,Protein Homology,20946.0,21386.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294688.1,cupin domain-containing protein,WP_036904191.1,,,,,EV03_0111,53593.0,53985.0,+,CK_Pro_PAC1_00111,,,CK_00042284,R.2,Conserved hypothetical proteins,"COG1917,bactNOG51894,cyaNOG07925","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,cupin domain-containing protein,"PF07883,PS51257,IPR013096","Cupin domain,Prokaryotic membrane lipoprotein lipid attachment site profile.,Cupin 2%2C conserved barrel",156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS00370,,EV03_RS00370,EV03_0114,Protein Homology,22521.0,22769.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294689.1,DUF2997 domain-containing protein,WP_036904194.1,,,,,EV03_0114,55120.0,55368.0,+,CK_Pro_PAC1_00114,,,CK_00051467,,,,,,,,conserved hypothetical protein,"PF11211,IPR021375","Protein of unknown function (DUF2997),Protein of unknown function DUF2997",,,
NZ_JNAX01000002.1,EV03_RS00375,,EV03_RS00375,EV03_0116,Protein Homology,23080.0,23385.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823995.1,2Fe-2S iron-sulfur cluster-binding protein,WP_241434765.1,"GO:0009055,GO:0051537",,"electron transfer activity|0009055||IEA,2 iron%2C 2 sulfur cluster binding|0051537||IEA",,EV03_0116,55679.0,55984.0,+,CK_Pro_PAC1_00116,petF,"GO:0006810,GO:0022900,GO:0009055,GO:0046872,GO:0051537",CK_00008097,"D.1.1,G.2,J.10","Iron,Electron transport,Soluble electron carriers","COG0633,bactNOG35658,cyaNOG07455,cyaNOG03293","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"transport,electron transport chain,transport,electron transport chain,electron transfer activity,metal ion binding,2 iron%2C 2 sulfur cluster binding",2Fe-2S ferredoxin,"TIGR02008,PF00111,PS51085,IPR001041","ferredoxin [2Fe-2S],2Fe-2S iron-sulfur cluster binding domain,2Fe-2S ferredoxin-type iron-sulfur binding domain profile.,2Fe-2S ferredoxin-type iron-sulfur binding domain",112,Energy metabolism / Electron transport,
NZ_JNAX01000002.1,EV03_RS00380,,EV03_RS00380,EV03_0117,Protein Homology,23440.0,23736.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376375.1,hypothetical protein,WP_036904197.1,,,,,EV03_0117,56039.0,56335.0,+,CK_Pro_PAC1_00117,,,CK_00003450,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000002.1,EV03_RS10630,,EV03_RS10630,EV03_0118,Protein Homology,23815.0,23988.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295137.1,hypothetical protein,WP_193743077.1,,,,,EV03_0118,56414.0,56587.0,+,CK_Pro_PAC1_00118,,,CK_00050437,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS10635,,EV03_RS10635,EV03_0119,GeneMarkS-2+,24054.0,24221.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_193743078.1,,,,,EV03_0119,56653.0,56820.0,-,CK_Pro_PAC1_00119,,,CK_00050676,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,EV03_RS10640,,EV03_RS10640,EV03_0121,GeneMarkS-2+,24620.0,24889.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_193743081.1,,,,,EV03_0121,57219.0,57488.0,+,CK_Pro_PAC1_00121,,,CK_00050678,,,,,,,,hypothetical protein,,,,,
NZ_JNAX01000002.1,rluF,rluF,EV03_RS00385,EV03_0122,Protein Homology,25080.0,25802.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805473.1,23S rRNA pseudouridine(2604) synthase RluF,WP_036904199.1,"GO:0001522,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA",pseudouridine synthesis|0001522||IEA,EV03_0122,57679.0,58401.0,+,CK_Pro_PAC1_00122,rsuA,"GO:0001522,GO:0009451,GO:0009982,GO:0003723,GO:0016866",CK_00000762,K.3,tRNA and rRNA base modification,"COG1187,bactNOG03930,bactNOG08436,bactNOG03356,bactNOG20298,cyaNOG02202","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",4.2.1.70,pseudouridylate synthase%3B pseudouridylic acid synthetase%3B pseudouridine monophosphate synthetase%3B 5-ribosyluracil 5-phosphate synthetase%3B pseudouridylate synthetase%3B upsilonUMP synthetase%3B uracil hydro-lyase (adding D-ribose 5-phosphate)%3B YeiN%3B pseudouridine-5'-phosphate glycosidase,"pseudouridine synthesis,RNA modification,pseudouridine synthesis,RNA modification,pseudouridine synthase activity,RNA binding,intramolecular transferase activity",pseudouridine synthase,"TIGR00093,PF00849,PF01479,PS01149,PS50889,IPR000748,IPR002942,IPR018496,IPR006145,IPR020103","pseudouridine synthase,RNA pseudouridylate synthase,S4 domain,Rsu family of pseudouridine synthase signature.,S4 RNA-binding domain profile.,Pseudouridine synthase%2C RsuA/RluB/E/F,RNA-binding S4 domain,Pseudouridine synthase%2C RsuA/RluB/E/F%2C conserved site,Pseudouridine synthase%2C RsuA/RluA,Pseudouridine synthase%2C catalytic domain superfamily",168,Protein synthesis / tRNA and rRNA base modification,5.4.99.21
NZ_JNAX01000002.1,EV03_RS00390,,EV03_RS00390,EV03_0123,Protein Homology,26026.0,26151.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125666.1,chlorophyll a/b-binding protein,WP_011294605.1,,,,,EV03_0123,58625.0,58750.0,-,CK_Pro_PAC1_00123,hli,"GO:0009644,GO:0016020",CK_00002332,"D.1.2,J","Light,Photosynthesis and respiration",,,,,"response to high light intensity,response to high light intensity,membrane",high light inducible protein,"PF00504,IPR022796,IPR023329","Chlorophyll A-B binding protein,Chlorophyll A-B binding protein,Chlorophyll a/b binding domain superfamily",149,Cellular processes / Adaptations to atypical conditions,
NZ_JNAX01000002.1,EV03_RS00395,,EV03_RS00395,EV03_0124,Protein Homology,26151.0,26300.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293952.1,high light inducible protein,WP_036904203.1,,,,,EV03_0124,58750.0,58899.0,-,CK_Pro_PAC1_00124,hli,,CK_00051839,D.1.2,Light,,,,,,high light inducible protein,,,149,Cellular processes / Adaptations to atypical conditions,
