gene,dark-tolerant_cluster,parental_cluster,same_periodicity_pattern,resolved_locus_tag,resolution_method
cds-WP_011295324.1,1,1,True,PMN2A_0978,heuristic_multi:gene
cds-WP_011295325.1,1,11,False,PMN2A_0979,heuristic_multi:gene
cds-WP_011295326.1,5,11,False,PMN2A_0980,heuristic_multi:gene
cds-WP_011295327.1,5,11,False,PMN2A_0981,heuristic_multi:gene
cds-WP_011295328.1,5,11,False,PMN2A_0982,heuristic_multi:gene
cds-WP_011295329.1,5,11,False,PMN2A_0983,heuristic_multi:gene
cds-WP_011295330.1,5,11,False,PMN2A_0984,heuristic_multi:gene
cds-WP_011295331.1,1,11,False,PMN2A_0986,heuristic_multi:gene
cds-WP_011295332.1,5,11,False,PMN2A_0987,heuristic_multi:gene
cds-WP_011295333.1,8,8,True,PMN2A_0988,heuristic_multi:gene
cds-WP_011295334.1,15,15,True,PMN2A_0989,heuristic_multi:gene
cds-WP_011295335.1,2,2,True,PMN2A_0990,heuristic_multi:gene
cds-WP_011295337.1,1,5,False,PMN2A_0992,heuristic_multi:gene
cds-WP_011295338.1,1,5,False,PMN2A_0993,heuristic_multi:gene
cds-WP_011295339.1,12,12,True,PMN2A_0994,heuristic_multi:gene
cds-WP_011295340.1,9,9,True,PMN2A_0995,heuristic_multi:gene
cds-WP_011295341.1,6,6,True,PMN2A_0996,heuristic_multi:gene
cds-WP_011295342.1,2,10,False,PMN2A_0997,heuristic_multi:gene
cds-WP_011295343.1,7,7,True,PMN2A_0998,heuristic_multi:gene
cds-WP_011295344.1,4,4,True,PMN2A_0999,heuristic_multi:gene
cds-WP_011295345.1,4,8,False,PMN2A_1000,heuristic_multi:gene
cds-WP_011295347.1,4,8,False,PMN2A_1002,heuristic_multi:gene
cds-WP_011295348.1,6,6,True,PMN2A_1003,heuristic_multi:gene
cds-WP_011295349.1,8,7,False,PMN2A_1004,heuristic_multi:gene
cds-WP_011295351.1,1,15,False,PMN2A_1006,heuristic_multi:gene
cds-WP_011295352.1,1,5,False,PMN2A_1007,heuristic_multi:gene
cds-WP_011295353.1,1,14,False,PMN2A_1008,heuristic_multi:gene
cds-WP_011295354.1,1,14,False,PMN2A_1009,heuristic_multi:gene
cds-WP_011295355.1,13,13,True,PMN2A_1010,heuristic_multi:gene
cds-WP_011295356.1,1,8,False,PMN2A_1011,heuristic_multi:gene
cds-WP_011295357.1,15,9,False,PMN2A_1012,heuristic_multi:gene
cds-WP_011295358.1,15,2,False,PMN2A_1013,heuristic_multi:gene
cds-WP_011295359.1,15,9,False,PMN2A_1014,heuristic_multi:gene
cds-WP_011295360.1,15,9,False,PMN2A_1015,heuristic_multi:gene
cds-WP_011295361.1,15,9,False,PMN2A_1016,heuristic_multi:gene
cds-WP_011295362.1,14,6,False,PMN2A_1017,heuristic_multi:gene
cds-WP_011295363.1,14,3,False,PMN2A_1018,heuristic_multi:gene
cds-WP_011295364.1,6,3,False,PMN2A_1019,heuristic_multi:gene
cds-WP_011295365.1,1,11,False,PMN2A_1020,heuristic_multi:gene
cds-WP_011295366.1,11,11,True,PMN2A_1021,heuristic_multi:gene
cds-WP_011295367.1,11,3,False,PMN2A_1022,heuristic_multi:gene
cds-WP_011295368.1,1,6,False,PMN2A_1023,heuristic_multi:gene
cds-WP_011295369.1,15,11,False,PMN2A_1024,heuristic_multi:gene
cds-WP_011295370.1,9,10,False,PMN2A_1025,heuristic_multi:gene
cds-WP_011295372.1,14,11,False,PMN2A_1027,heuristic_multi:gene
cds-WP_011295373.1,15,15,True,PMN2A_1028,heuristic_multi:gene
cds-WP_011295374.1,7,9,False,PMN2A_1029,heuristic_multi:gene
cds-WP_011295375.1,10,9,False,PMN2A_1030,heuristic_multi:gene
cds-WP_011295376.1,8,2,False,PMN2A_1031,heuristic_multi:gene
cds-WP_011295377.1,2,12,False,PMN2A_1032,heuristic_multi:gene
cds-WP_011295378.1,10,10,True,PMN2A_1033,multi:gene
cds-WP_011295379.1,1,3,False,PMN2A_1034,heuristic_multi:gene
cds-WP_011295380.1,10,7,False,PMN2A_1035,multi:gene
cds-WP_011295381.1,7,9,False,PMN2A_1036,heuristic_multi:gene
cds-WP_011295382.1,7,7,True,PMN2A_1037,heuristic_multi:gene
cds-WP_011295383.1,7,7,True,PMN2A_1038,heuristic_multi:gene
cds-WP_011295384.1,14,3,False,PMN2A_1039,heuristic_multi:gene
cds-WP_011295386.1,5,14,False,PMN2A_1041,heuristic_multi:gene
cds-WP_011295387.1,1,1,True,PMN2A_1042,heuristic_multi:gene
cds-WP_011295389.1,8,8,True,PMN2A_1044,heuristic_multi:gene
cds-WP_011295390.1,8,8,True,PMN2A_1045,heuristic_multi:gene
cds-WP_011295391.1,2,8,False,PMN2A_1046,heuristic_multi:gene
cds-WP_011295392.1,2,2,True,PMN2A_1047,heuristic_multi:gene
cds-WP_011295393.1,1,1,True,PMN2A_1048,heuristic_multi:gene
cds-WP_011295394.1,6,8,False,PMN2A_1049,heuristic_multi:gene
cds-WP_011295395.1,6,8,False,PMN2A_1050,heuristic_multi:gene
cds-WP_011295396.1,8,8,True,PMN2A_1051,heuristic_multi:gene
cds-WP_011295397.1,8,8,True,PMN2A_1052,heuristic_multi:gene
cds-WP_011295398.1,8,8,True,PMN2A_1053,heuristic_multi:gene
cds-WP_011295399.1,2,8,False,PMN2A_1054,heuristic_multi:gene
cds-WP_011295400.1,2,8,False,PMN2A_1055,heuristic_multi:gene
cds-WP_011295402.1,1,1,True,PMN2A_1057,heuristic_multi:gene
cds-WP_011295403.1,2,2,True,PMN2A_1058,heuristic_multi:gene
cds-WP_011295404.1,14,3,False,PMN2A_1059,heuristic_multi:gene
cds-WP_011295405.1,3,3,True,PMN2A_1060,heuristic_multi:gene
cds-WP_011295406.1,3,3,True,PMN2A_1061,heuristic_multi:gene
cds-WP_011295407.1,6,6,True,PMN2A_1062,heuristic_multi:gene
cds-WP_011295408.1,14,3,False,PMN2A_1063,heuristic_multi:gene
cds-WP_011295410.1,3,3,True,PMN2A_1065,multi:gene
cds-WP_011295411.1,13,13,True,PMN2A_1066,heuristic_multi:gene
cds-WP_011295412.1,8,8,True,PMN2A_1067,heuristic_multi:gene
cds-WP_011295413.1,2,8,False,PMN2A_1068,heuristic_multi:gene
cds-WP_011295414.1,13,13,True,PMN2A_1069,heuristic_multi:gene
cds-WP_011295415.1,14,3,False,PMN2A_1070,heuristic_multi:gene
cds-WP_011295416.1,3,12,False,PMN2A_1071,heuristic_multi:gene
cds-WP_011295417.1,14,3,False,PMN2A_1072,heuristic_multi:gene
cds-WP_011295418.1,5,11,False,PMN2A_1074,heuristic_multi:gene
cds-WP_011295419.1,5,11,False,PMN2A_1075,heuristic_multi:gene
cds-WP_011295420.1,5,11,False,PMN2A_1076,heuristic_multi:gene
cds-WP_011295421.1,14,11,False,PMN2A_1077,heuristic_multi:gene
cds-WP_011295422.1,6,6,True,PMN2A_1078,heuristic_multi:gene
cds-WP_011295423.1,6,12,False,PMN2A_1079,heuristic_multi:gene
cds-WP_011295424.1,10,7,False,PMN2A_1080,heuristic_multi:gene
cds-WP_011295425.1,11,13,False,PMN2A_1081,heuristic_multi:gene
cds-WP_011295426.1,13,13,True,PMN2A_1082,heuristic_multi:gene
cds-WP_011295427.1,13,13,True,PMN2A_1083,heuristic_multi:gene
cds-WP_011295428.1,13,13,True,PMN2A_1084,heuristic_multi:gene
cds-WP_011295429.1,13,3,False,PMN2A_1085,heuristic_multi:gene
cds-WP_011295430.1,15,15,True,PMN2A_1086,heuristic_multi:gene
cds-WP_011295431.1,12,12,True,PMN2A_1087,heuristic_multi:gene
cds-WP_011295432.1,6,12,False,PMN2A_1088,heuristic_multi:gene
cds-WP_011295433.1,5,11,False,PMN2A_1089,heuristic_multi:gene
cds-WP_011295434.1,5,3,False,PMN2A_1090,heuristic_multi:gene
cds-WP_011295435.1,14,3,False,PMN2A_1091,heuristic_multi:gene
cds-WP_011295437.1,6,4,False,PMN2A_1093,multi:gene
cds-WP_011295438.1,3,3,True,PMN2A_1094,heuristic_multi:gene
cds-WP_011295439.1,6,14,False,PMN2A_1095,heuristic_multi:gene
cds-WP_011295440.1,2,15,False,PMN2A_1096,heuristic_multi:gene
cds-WP_011295441.1,5,11,False,PMN2A_1097,multi:gene
cds-WP_011295442.1,4,12,False,PMN2A_1098,heuristic_multi:gene
cds-WP_011295443.1,15,15,True,PMN2A_1099,heuristic_multi:gene
cds-WP_011295444.1,5,11,False,PMN2A_1100,heuristic_multi:gene
cds-WP_011295445.1,14,11,False,PMN2A_1101,heuristic_multi:gene
cds-WP_011295446.1,14,11,False,PMN2A_1102,heuristic_multi:gene
cds-WP_011295447.1,14,11,False,PMN2A_1103,heuristic_multi:gene
cds-WP_011295448.1,11,13,False,PMN2A_1104,heuristic_multi:gene
cds-WP_011295449.1,1,11,False,PMN2A_1105,heuristic_multi:gene
cds-WP_011295450.1,1,11,False,PMN2A_1106,heuristic_multi:gene
cds-WP_011295451.1,14,11,False,PMN2A_1107,heuristic_multi:gene
cds-WP_011295452.1,11,11,True,PMN2A_1108,heuristic_multi:gene
cds-WP_011295454.1,11,3,False,PMN2A_1110,heuristic_multi:gene
cds-WP_011295455.1,1,11,False,PMN2A_1111,heuristic_multi:gene
cds-WP_011295456.1,5,11,False,PMN2A_1112,heuristic_multi:gene
cds-WP_011295457.1,5,11,False,PMN2A_1113,heuristic_multi:gene
cds-WP_011295458.1,1,11,False,PMN2A_1114,heuristic_multi:gene
cds-WP_011295459.1,1,11,False,PMN2A_1115,heuristic_multi:gene
cds-WP_011295460.1,1,11,False,PMN2A_1116,heuristic_multi:gene
cds-WP_011295461.1,1,11,False,PMN2A_1117,heuristic_multi:gene
cds-WP_011295462.1,5,11,False,PMN2A_1118,multi:gene
cds-WP_011295463.1,5,11,False,PMN2A_1119,heuristic_multi:gene
cds-WP_011295464.1,5,11,False,PMN2A_1120,heuristic_multi:gene
cds-WP_011295465.1,1,11,False,PMN2A_1121,heuristic_multi:gene
cds-WP_011295466.1,1,11,False,PMN2A_1122,heuristic_multi:gene
cds-WP_011295467.1,5,11,False,PMN2A_1123,heuristic_multi:gene
cds-WP_011295468.1,5,11,False,PMN2A_1124,heuristic_multi:gene
cds-WP_011295469.1,5,11,False,PMN2A_1125,heuristic_multi:gene
cds-WP_011295470.1,5,11,False,PMN2A_1126,heuristic_multi:gene
cds-WP_011295471.1,14,11,False,PMN2A_1127,heuristic_multi:gene
cds-WP_011295472.1,14,11,False,PMN2A_1128,heuristic_multi:gene
cds-WP_011295473.1,14,11,False,PMN2A_1129,heuristic_multi:gene
cds-WP_011295474.1,15,11,False,PMN2A_1130,heuristic_multi:gene
cds-WP_011295475.1,15,15,True,PMN2A_1131,heuristic_multi:gene
cds-WP_011295477.1,6,7,False,PMN2A_1133,heuristic_multi:gene
cds-WP_011295478.1,10,10,True,PMN2A_1134,heuristic_multi:gene
cds-WP_011295479.1,6,4,False,PMN2A_1135,heuristic_multi:gene
cds-WP_011295480.1,4,7,False,PMN2A_1136,heuristic_multi:gene
cds-WP_011295481.1,2,9,False,PMN2A_1137,heuristic_multi:gene
cds-WP_011295482.1,11,3,False,PMN2A_1138,heuristic_multi:gene
cds-WP_011295483.1,7,9,False,PMN2A_1139,heuristic_multi:gene
cds-WP_011295484.1,2,2,True,PMN2A_1140,heuristic_multi:gene
cds-WP_011295485.1,7,9,False,PMN2A_1141,heuristic_multi:gene
cds-WP_011295486.1,8,7,False,PMN2A_1142,heuristic_multi:gene
cds-WP_011295487.1,13,6,False,PMN2A_1143,heuristic_multi:gene
cds-WP_011295488.1,3,3,True,PMN2A_1144,heuristic_multi:gene
cds-WP_011295491.1,7,7,True,PMN2A_1147,heuristic_multi:gene
cds-WP_011295492.1,2,13,False,PMN2A_1148,heuristic_multi:gene
cds-WP_011295493.1,12,13,False,PMN2A_1149,heuristic_multi:gene
cds-WP_011295494.1,13,13,True,PMN2A_1150,heuristic_multi:gene
cds-WP_011295495.1,5,5,True,PMN2A_1151,heuristic_multi:gene
cds-WP_011295496.1,13,4,False,PMN2A_1152,heuristic_multi:gene
cds-WP_011295497.1,13,6,False,PMN2A_1153,heuristic_multi:gene
cds-WP_011295498.1,13,13,True,PMN2A_1154,heuristic_multi:gene
cds-WP_011295499.1,10,7,False,PMN2A_1155,heuristic_multi:gene
cds-WP_011295500.1,10,7,False,PMN2A_1156,heuristic_multi:gene
cds-WP_011295501.1,6,4,False,PMN2A_1157,heuristic_multi:gene
cds-WP_011295502.1,12,6,False,PMN2A_1158,heuristic_multi:gene
cds-WP_011295504.1,3,3,True,PMN2A_1160,heuristic_multi:gene
cds-WP_011295505.1,1,1,True,PMN2A_1161,heuristic_multi:gene
cds-WP_011295506.1,13,12,False,PMN2A_1162,heuristic_multi:gene
cds-WP_011295507.1,2,8,False,PMN2A_1163,heuristic_multi:gene
cds-WP_011295508.1,9,9,True,PMN2A_1164,heuristic_multi:gene
cds-WP_011295509.1,2,8,False,PMN2A_1165,heuristic_multi:gene
cds-WP_011295510.1,6,12,False,PMN2A_1166,heuristic_multi:gene
cds-WP_011295511.1,4,8,False,PMN2A_1167,heuristic_multi:gene
cds-WP_011295512.1,4,2,False,PMN2A_1168,heuristic_multi:gene
cds-WP_011295513.1,3,3,True,PMN2A_1169,heuristic_multi:gene
cds-WP_011295514.1,11,11,True,PMN2A_1170,heuristic_multi:gene
cds-WP_011295515.1,12,3,False,PMN2A_1171,heuristic_multi:gene
cds-WP_011295516.1,14,13,False,PMN2A_1172,heuristic_multi:gene
cds-WP_011295517.1,1,5,False,PMN2A_1173,heuristic_multi:gene
cds-WP_011295518.1,5,5,True,PMN2A_1174,heuristic_multi:gene
cds-WP_011295519.1,13,3,False,PMN2A_1175,heuristic_multi:gene
cds-WP_011295520.1,15,9,False,PMN2A_1176,heuristic_multi:gene
cds-WP_011295521.1,6,3,False,PMN2A_1177,multi:gene
cds-WP_011295522.1,9,9,True,PMN2A_1178,heuristic_multi:gene
cds-WP_011295523.1,4,4,True,PMN2A_1179,heuristic_multi:gene
cds-WP_011295524.1,6,12,False,PMN2A_1180,heuristic_multi:gene
cds-WP_011295525.1,1,5,False,PMN2A_1181,heuristic_multi:gene
cds-WP_011295526.1,5,11,False,PMN2A_1182,heuristic_multi:gene
cds-WP_011295527.1,3,13,False,PMN2A_1183,heuristic_multi:gene
cds-WP_011295528.1,13,3,False,PMN2A_1184,heuristic_multi:gene
cds-WP_011295529.1,3,3,True,PMN2A_1185,heuristic_multi:gene
cds-WP_011295530.1,11,3,False,PMN2A_1186,heuristic_multi:gene
cds-WP_011295531.1,14,11,False,PMN2A_1187,heuristic_multi:gene
cds-WP_011295532.1,9,9,True,PMN2A_1188,heuristic_multi:gene
cds-WP_011295533.1,7,9,False,PMN2A_1189,heuristic_multi:gene
cds-WP_011295534.1,2,2,True,PMN2A_1190,heuristic_multi:gene
cds-WP_011295535.1,2,6,False,PMN2A_1191,heuristic_multi:gene
cds-WP_011295536.1,9,11,False,PMN2A_1192,heuristic_multi:gene
cds-WP_011295537.1,6,3,False,PMN2A_1193,heuristic_multi:gene
cds-WP_011295538.1,3,3,True,PMN2A_1194,heuristic_multi:gene
cds-WP_011295540.1,3,3,True,PMN2A_1196,heuristic_multi:gene
cds-WP_011295542.1,10,15,False,PMN2A_1198,heuristic_multi:gene
cds-WP_011295543.1,15,5,False,PMN2A_1199,heuristic_multi:gene
cds-WP_011295544.1,10,14,False,PMN2A_1200,heuristic_multi:gene
cds-WP_011295545.1,14,3,False,PMN2A_1201,heuristic_multi:gene
cds-WP_011295546.1,14,11,False,PMN2A_1202,heuristic_multi:gene
cds-WP_011295548.1,2,4,False,PMN2A_1204,heuristic_multi:gene
cds-WP_011295549.1,14,3,False,PMN2A_1205,heuristic_multi:gene
cds-WP_011295550.1,1,3,False,PMN2A_1206,heuristic_multi:gene
cds-WP_011295551.1,5,5,True,PMN2A_1207,heuristic_multi:gene
cds-WP_011295552.1,10,15,False,PMN2A_1208,heuristic_multi:gene
cds-WP_011295553.1,5,11,False,PMN2A_1209,heuristic_multi:gene
cds-WP_011295554.1,12,2,False,PMN2A_1210,heuristic_multi:gene
cds-WP_011295555.1,10,9,False,PMN2A_1211,heuristic_multi:gene
cds-WP_011295556.1,7,9,False,PMN2A_1212,heuristic_multi:gene
cds-WP_011295557.1,7,9,False,PMN2A_1213,heuristic_multi:gene
cds-WP_011295558.1,2,8,False,PMN2A_1214,heuristic_multi:gene
cds-WP_011295559.1,12,6,False,PMN2A_1215,heuristic_multi:gene
cds-WP_011295560.1,4,6,False,PMN2A_1216,heuristic_multi:gene
cds-WP_011295561.1,15,13,False,PMN2A_1217,heuristic_multi:gene
cds-WP_011295562.1,3,12,False,PMN2A_1218,multi:gene
cds-WP_011295563.1,12,12,True,PMN2A_1219,heuristic_multi:gene
cds-WP_011295564.1,13,12,False,PMN2A_1220,heuristic_multi:gene
cds-WP_011295565.1,3,3,True,PMN2A_1221,heuristic_multi:gene
cds-WP_011295566.1,3,14,False,PMN2A_1222,heuristic_multi:gene
cds-WP_011295567.1,3,3,True,PMN2A_1223,heuristic_multi:gene
cds-WP_011295568.1,14,3,False,PMN2A_1224,heuristic_multi:gene
cds-WP_011295569.1,11,3,False,PMN2A_1225,multi:gene
cds-WP_011295570.1,1,15,False,PMN2A_1226,heuristic_multi:gene
cds-WP_011295571.1,1,15,False,PMN2A_1227,heuristic_multi:gene
cds-WP_011295572.1,7,9,False,PMN2A_1228,heuristic_multi:gene
cds-WP_011295573.1,2,2,True,PMN2A_1229,heuristic_multi:gene
cds-WP_011295574.1,1,14,False,PMN2A_1230,heuristic_multi:gene
cds-WP_011295575.1,7,8,False,PMN2A_1231,heuristic_multi:gene
cds-WP_011295576.1,8,2,False,PMN2A_1232,heuristic_multi:gene
cds-WP_011295577.1,3,12,False,PMN2A_1233,heuristic_multi:gene
cds-WP_011295578.1,9,9,True,PMN2A_1234,heuristic_multi:gene
cds-WP_011295580.1,13,12,False,PMN2A_1236,heuristic_multi:gene
cds-WP_011295581.1,3,12,False,PMN2A_1237,heuristic_multi:gene
cds-WP_011295582.1,9,9,True,PMN2A_1238,heuristic_multi:gene
cds-WP_011295583.1,14,3,False,PMN2A_1239,heuristic_multi:gene
cds-WP_011295584.1,3,13,False,PMN2A_1240,heuristic_multi:gene
cds-WP_011295585.1,14,3,False,PMN2A_1241,heuristic_multi:gene
cds-WP_011295586.1,3,3,True,PMN2A_1242,heuristic_multi:gene
cds-WP_011295587.1,15,15,True,PMN2A_1243,heuristic_multi:gene
cds-WP_011295588.1,14,13,False,PMN2A_1244,heuristic_multi:gene
cds-WP_011295589.1,7,9,False,PMN2A_1245,heuristic_multi:gene
cds-WP_011295590.1,5,11,False,PMN2A_1246,heuristic_multi:gene
cds-WP_011295591.1,2,2,True,PMN2A_1247,heuristic_multi:gene
cds-WP_011295592.1,10,6,False,PMN2A_1248,heuristic_multi:gene
cds-WP_011295593.1,15,11,False,PMN2A_1249,heuristic_multi:gene
cds-WP_011295595.1,10,10,True,PMN2A_1251,heuristic_multi:gene
cds-WP_011295596.1,14,13,False,PMN2A_1252,heuristic_multi:gene
cds-WP_011295597.1,9,15,False,PMN2A_1253,heuristic_multi:gene
cds-WP_011295599.1,7,7,True,PMN2A_1255,heuristic_multi:gene
cds-WP_011295600.1,7,7,True,PMN2A_1256,heuristic_multi:gene
cds-WP_011295601.1,11,3,False,PMN2A_1257,heuristic_multi:gene
cds-WP_011295602.1,1,3,False,PMN2A_1258,heuristic_multi:gene
cds-WP_011295604.1,11,11,True,PMN2A_1260,heuristic_multi:gene
cds-WP_011295605.1,2,8,False,PMN2A_1261,heuristic_multi:gene
cds-WP_011295606.1,9,7,False,PMN2A_1262,heuristic_multi:gene
cds-WP_011295607.1,14,13,False,PMN2A_1263,heuristic_multi:gene
cds-WP_011295608.1,13,13,True,PMN2A_1264,heuristic_multi:gene
cds-WP_011295609.1,3,13,False,PMN2A_1265,heuristic_multi:gene
cds-WP_011295610.1,4,7,False,PMN2A_1266,heuristic_multi:gene
cds-WP_011295611.1,1,14,False,PMN2A_1267,heuristic_multi:gene
cds-WP_011295612.1,7,9,False,PMN2A_1268,heuristic_multi:gene
cds-WP_011295613.1,5,5,True,PMN2A_1269,heuristic_multi:gene
cds-WP_011295614.1,5,14,False,PMN2A_1270,heuristic_multi:gene
cds-WP_011295615.1,5,11,False,PMN2A_1271,heuristic_multi:gene
cds-WP_011295616.1,11,11,True,PMN2A_1272,heuristic_multi:gene
cds-WP_011295617.1,15,8,False,PMN2A_1273,heuristic_multi:gene
cds-WP_011295618.1,13,12,False,PMN2A_1274,heuristic_multi:gene
cds-WP_011295619.1,14,6,False,PMN2A_1275,heuristic_multi:gene
cds-WP_011295620.1,4,4,True,PMN2A_1276,heuristic_multi:gene
cds-WP_011295621.1,7,10,False,PMN2A_1277,multi:gene
cds-WP_011295622.1,11,11,True,PMN2A_1278,heuristic_multi:gene
cds-WP_011295623.1,5,14,False,PMN2A_1279,heuristic_multi:gene
cds-WP_011295624.1,7,10,False,PMN2A_1280,heuristic_multi:gene
cds-WP_011295625.1,7,10,False,PMN2A_1281,heuristic_multi:gene
cds-WP_011295626.1,10,6,False,PMN2A_1282,heuristic_multi:gene
cds-WP_011295627.1,9,9,True,PMN2A_1283,heuristic_multi:gene
cds-WP_011295628.1,3,3,True,PMN2A_1284,heuristic_multi:gene
cds-WP_011295629.1,10,7,False,PMN2A_1285,heuristic_multi:gene
cds-WP_011295630.1,8,8,True,PMN2A_1286,heuristic_multi:gene
cds-WP_011295631.1,8,8,True,PMN2A_1287,heuristic_multi:gene
cds-WP_011295632.1,8,8,True,PMN2A_1288,heuristic_multi:gene
cds-WP_011295633.1,14,3,False,PMN2A_1289,heuristic_multi:gene
cds-WP_011295634.1,5,11,False,PMN2A_1290,multi:gene
cds-WP_011295635.1,7,7,True,PMN2A_1291,heuristic_multi:gene
cds-WP_011295636.1,7,7,True,PMN2A_1292,heuristic_multi:gene
cds-WP_011295637.1,7,7,True,PMN2A_1293,heuristic_multi:gene
cds-WP_011295638.1,7,8,False,PMN2A_1294,heuristic_multi:gene
cds-WP_011295639.1,8,8,True,PMN2A_1295,heuristic_multi:gene
cds-WP_011295640.1,4,2,False,PMN2A_1296,heuristic_multi:gene
cds-WP_011295641.1,8,2,False,PMN2A_1297,heuristic_multi:gene
cds-WP_011295642.1,1,1,True,PMN2A_1298,heuristic_multi:gene
cds-WP_011295644.1,2,2,True,PMN2A_1300,heuristic_multi:gene
cds-WP_011295645.1,2,2,True,PMN2A_1301,heuristic_multi:gene
cds-WP_011295647.1,11,8,False,PMN2A_1303,heuristic_multi:gene
cds-WP_011295648.1,6,12,False,PMN2A_1304,heuristic_multi:gene
cds-WP_011295649.1,4,10,False,PMN2A_1305,heuristic_multi:gene
cds-WP_011295650.1,4,15,False,PMN2A_1306,heuristic_multi:gene
cds-WP_011295651.1,15,13,False,PMN2A_1307,heuristic_multi:gene
cds-WP_011295652.1,13,13,True,PMN2A_1308,heuristic_multi:gene
cds-WP_011295653.1,2,2,True,PMN2A_1310,heuristic_multi:gene
cds-WP_011295654.1,7,9,False,PMN2A_1311,heuristic_multi:gene
cds-WP_011295655.1,1,5,False,PMN2A_1312,heuristic_multi:gene
cds-WP_011295656.1,1,15,False,PMN2A_1313,heuristic_multi:gene
cds-WP_011295657.1,15,11,False,PMN2A_1314,heuristic_multi:gene
cds-WP_011295658.1,9,15,False,PMN2A_1315,heuristic_multi:gene
cds-WP_011295659.1,11,3,False,PMN2A_1316,heuristic_multi:gene
cds-WP_011295660.1,6,13,False,PMN2A_1317,heuristic_multi:gene
cds-WP_011295661.1,1,14,False,PMN2A_1318,multi:gene
cds-WP_011295662.1,9,9,True,PMN2A_1319,heuristic_multi:gene
cds-WP_011295663.1,2,9,False,PMN2A_1320,heuristic_multi:gene
cds-WP_011295664.1,10,8,False,PMN2A_1321,heuristic_multi:gene
cds-WP_011295665.1,1,1,True,PMN2A_1322,multi:gene
cds-WP_011295666.1,1,1,True,PMN2A_1323,heuristic_multi:gene
cds-WP_011295667.1,7,9,False,PMN2A_1324,heuristic_multi:gene
cds-WP_011295668.1,13,3,False,PMN2A_1325,heuristic_multi:gene
cds-WP_011295669.1,13,3,False,PMN2A_1326,heuristic_multi:gene
cds-WP_011295670.1,3,3,True,PMN2A_1327,heuristic_multi:gene
cds-WP_011822907.1,10,7,False,PMN2A_RS10380,multi:gene
cds-WP_011822909.1,4,6,False,PMN2A_1408,heuristic_multi:gene
cds-WP_011823158.1,6,3,False,PMN2A_1919,heuristic_multi:gene
cds-WP_011823357.1,7,7,True,PMN2A_0011,multi:gene
cds-WP_011823448.1,3,3,True,PMN2A_0109,heuristic_multi:gene
cds-WP_011823820.1,4,4,True,PMN2A_0454,heuristic_multi:gene
cds-WP_011824203.1,1,15,False,PMN2A_2138,multi:gene
cds-WP_036905851.1,8,7,False,PMN2A_1250,heuristic_multi:gene
cds-WP_038655547.1,1,1,True,PMN2A_1299,heuristic_multi:gene
cds-WP_041710885.1,6,6,True,PMN2A_1335,heuristic_multi:gene
cds-WP_041710887.1,4,8,False,PMN2A_1393,heuristic_multi:gene
cds-WP_041710890.1,4,7,False,PMN2A_1901,heuristic_multi:gene
cds-WP_041710892.1,4,8,False,PMN2A_1395,heuristic_multi:gene
cds-WP_041710897.1,7,9,False,PMN2A_1420,heuristic_multi:gene
cds-WP_041710910.1,8,6,False,PMN2A_1636,multi:gene
cds-WP_041710927.1,3,13,False,PMN2A_1701,multi:gene
cds-WP_041710934.1,14,13,False,PMN2A_1753,heuristic_multi:gene
cds-WP_041710949.1,15,5,False,PMN2A_0050,heuristic_multi:gene
cds-WP_041710958.1,9,7,False,,unresolved
cds-WP_041710972.1,13,3,False,PMN2A_0349,multi:gene
cds-WP_041710981.1,5,7,False,PMN2A_0453,heuristic_multi:gene
cds-WP_041710989.1,10,7,False,PMN2A_0534,heuristic_multi:gene
cds-WP_041710997.1,6,8,False,PMN2A_0574,heuristic_multi:gene
cds-WP_041711000.1,1,1,True,PMN2A_0583,multi:gene
cds-WP_041711006.1,7,7,True,PMN2A_0590,heuristic_multi:gene
cds-WP_041711012.1,3,3,True,PMN2A_0608,heuristic_multi:gene
cds-WP_041711022.1,10,8,False,PMN2A_0706,heuristic_multi:gene
cds-WP_041711024.1,9,9,True,PMN2A_0752,heuristic_multi:gene
cds-WP_041711028.1,11,11,True,PMN2A_0819,multi:gene
cds-WP_041711031.1,13,3,False,PMN2A_0855,multi:gene
cds-WP_041711032.1,7,9,False,PMN2A_0861,heuristic_multi:gene
cds-WP_041711035.1,10,7,False,PMN2A_0868,heuristic_multi:gene
cds-WP_041711039.1,8,8,True,PMN2A_RS07905,heuristic_multi:gene
cds-WP_041711042.1,10,7,False,PMN2A_0948,heuristic_multi:gene
cds-WP_041711057.1,2,4,False,PMN2A_1005,heuristic_multi:gene
cds-WP_041711064.1,5,5,True,PMN2A_1056,heuristic_multi:gene
cds-WP_041711075.1,2,8,False,PMN2A_1195,multi:gene
cds-WP_041711076.1,6,8,False,PMN2A_1197,heuristic_multi:gene
cds-WP_041711084.1,15,9,False,PMN2A_1254,heuristic_multi:gene
cds-WP_041711119.1,5,11,False,PMN2A_1596,heuristic_multi:gene
cds-WP_041711130.1,15,13,False,PMN2A_1641,heuristic_multi:gene
cds-WP_041711143.1,9,9,True,PMN2A_1697,multi:gene
cds-WP_041711150.1,5,15,False,PMN2A_1816,heuristic_multi:gene
cds-WP_041711155.1,2,6,False,PMN2A_1889,heuristic_multi:gene
cds-WP_041711157.1,4,4,True,PMN2A_0044,multi:gene
cds-WP_041711160.1,15,9,False,PMN2A_0053,multi:gene
