locus_tag,number,log2_fold_change,standard_deviation,standard_error,p_value,category,definition,time_point,resolved_locus_tag,resolution_method
PMM1608,2,2.09,0.51,0.36,0.46,"Fatty acid, phospholipid and sterol metabolism",acyl carrier protein (ACP),3h,PMM1608,locus_tag:locus_tag
PMM1609,2,1.53,0.32,0.22,1.0,"Fatty acid, phospholipid and sterol metabolism",3-oxoacyl-[acyl-carrier-protein] synthase II,3h,PMM1609,locus_tag:locus_tag
PMM1610,2,0.04,1.0,0.7,1.0,Other,Transketolase,3h,PMM1610,locus_tag:locus_tag
PMM1611,2,-0.47,0.01,0.01,1.0,Thiamine,ThiC family,3h,PMM1611,locus_tag:locus_tag
PMM1613,2,0.1,1.31,0.93,1.0,Other,Zinc metallopeptidase M20/M25/M40 family,3h,PMM1613,locus_tag:locus_tag
PMM1615,2,-2.79,0.1,0.07,0.0,"DNA replication, recombination, and repair",Holliday junction DNA helicase RuvB,3h,PMM1615,locus_tag:locus_tag
PMM1616,2,0.34,1.6,1.13,0.78,Other,tmRNA binding protein SmpB,3h,PMM1616,locus_tag:locus_tag
PMM1617,2,-0.87,0.44,0.31,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1617,locus_tag:locus_tag
PMM1619,2,-0.7,0.2,0.14,1.0,Regulatory functions,two-component response regulator,3h,PMM1619,locus_tag:locus_tag
PMM1622,2,1.09,0.03,0.02,0.86,Murein sacculus and peptidoglycan,Rod shape determining protein,3h,PMM1622,locus_tag:locus_tag
PMM1623,2,0.7,0.11,0.08,1.0,"DNA replication, recombination, and repair",single-stranded DNA-binding protein,3h,PMM1623,locus_tag:locus_tag
PMM1625,2,1.17,0.6,0.43,1.0,Amino acids and amines,putative adenosylhomocysteinase,3h,PMM1625,locus_tag:locus_tag
PMM1626,2,-1.42,0.13,0.09,0.43,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1626,locus_tag:locus_tag
PMM1629,2,0.4,0.04,0.03,1.0,Transport and binding proteins,"Type II alternative RNA polymerase sigma factor, sigma-70 family",3h,PMM1629,locus_tag:locus_tag
PMM1630,2,-0.92,0.51,0.36,1.0,Transport and binding proteins,"MgtE family, putative magnesium transport protein",3h,PMM1630,locus_tag:locus_tag
PMM1634,2,1.28,0.85,0.6,0.64,"DNA replication, recombination, and repair","DNA gyrase, subunit B",3h,PMM1634,locus_tag:locus_tag
PMM1635,2,-1.24,0.49,0.35,0.53,Aminoacyl tRNA synthetases and tRNA modification,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,3h,PMM1635,locus_tag:locus_tag
PMM1636,2,-1.24,0.2,0.14,1.0,Protein modification and translation factors,Translation Initiation factor 3,3h,PMM1636,locus_tag:locus_tag
PMM1639,2,-0.09,0.25,0.18,1.0,Protein and peptide secretion,Preprotein translocase SecA subunit,3h,PMM1639,locus_tag:locus_tag
PMM1640,2,-1.8,0.13,0.09,0.2,Regulatory functions,"putative acetyltransferase, GNAT family",3h,PMM1640,locus_tag:locus_tag
PMM1642,2,-1.0,0.59,0.42,1.0,Regulatory functions,possible transcription regulator,3h,PMM1642,locus_tag:locus_tag
PMM1643,2,-0.59,0.7,0.5,1.0,Riboflavin,"Putative 6,7-dimethyl-8-ribityllumazine synthase or riboflavin synthase beta chain",3h,PMM1643,locus_tag:locus_tag
PMM1644,2,-0.24,0.72,0.51,1.0,Photosystem II,possible Photosystem II reaction center Z protein (PsbZ),3h,PMM1644,locus_tag:locus_tag
PMM1648,2,-0.37,0.41,0.29,1.0,Branched chain family,Aspartate kinase,3h,PMM1648,locus_tag:locus_tag
PMM1649,2,1.6,0.81,0.57,0.23,"DNA replication, recombination, and repair",Excinuclease ABC subunit B (UvrB),3h,PMM1649,locus_tag:locus_tag
PMM1650,2,1.55,0.53,0.37,0.44,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1650,locus_tag:locus_tag
PMM1652,2,-0.42,0.83,0.58,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1652,locus_tag:locus_tag
PMM1653,2,0.51,0.45,0.31,1.0,Aspartate family,Dihydrodipicolinate synthetase,3h,PMM1653,locus_tag:locus_tag
PMM1655,2,-1.35,0.99,0.7,0.57,Other,FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase),3h,PMM1655,locus_tag:locus_tag
PMM1656,2,1.19,1.49,1.06,0.64,"Degradation of proteins, peptides, and glycopeptides Clp protease proteolytic subunit",,3h,PMM1656,locus_tag:locus_tag
PMM1657,2,-0.41,0.38,0.27,1.0,"Degradation of proteins, peptides, and glycopeptides Clp protease ATP-binding subunit, ClpX",,3h,PMM1657,locus_tag:locus_tag
PMM1661,2,-1.53,0.33,0.23,0.78,Ribosomal proteins,50S ribosomal protein L35,3h,PMM1661,locus_tag:locus_tag
PMM1662,2,-1.39,0.64,0.46,1.0,Ribosomal proteins,50S ribosomal protein L20,3h,PMM1662,locus_tag:locus_tag
PMM1665,2,-0.22,0.05,0.04,1.0,"Fatty acid, phospholipid and sterol metabolism",sulfolipid (UDP-sulfoquinovose) biosynthesis protein,3h,PMM1665,locus_tag:locus_tag
PMM1667,2,-0.28,0.63,0.45,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1667,locus_tag:locus_tag
PMM1669,2,-1.58,0.58,0.41,0.12,Regulatory functions,putative Glycine cleavage H-protein,3h,PMM1669,locus_tag:locus_tag
PMM1671,2,-1.53,0.0,0.0,0.57,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1671,locus_tag:locus_tag
PMM1672,2,0.09,0.09,0.07,1.0,"Fatty acid, phospholipid and sterol metabolism","Fatty acid desaturase, type 1",3h,PMM1672,locus_tag:locus_tag
PMM1673,2,-0.4,0.95,0.67,1.0,Ribosomal proteins,50S ribosomal protein L9,3h,PMM1673,locus_tag:locus_tag
PMM1676,2,2.17,0.06,0.04,0.01,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1676,locus_tag:locus_tag
PMM1678,2,-0.05,0.5,0.36,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1678,locus_tag:locus_tag
PMM1680,2,-1.5,0.25,0.18,0.57,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1680,locus_tag:locus_tag
PMM1683,2,0.14,0.08,0.05,1.0,Conserved hypothetical protein,conserved hypothetical,3h,PMM1683,locus_tag:locus_tag
PMM1685,2,-0.35,0.13,0.09,1.0,Regulatory functions,putative spermidine synthase,3h,PMM1685,locus_tag:locus_tag
PMM1688,2,-1.71,0.01,0.01,0.11,Aminoacyl tRNA synthetases and tRNA modification,Aspartyl-tRNA synthetase,3h,PMM1688,locus_tag:locus_tag
PMM1689,2,0.68,0.07,0.05,1.0,Pyrimidine ribonucleotide biosynthesis,Glutamine amidotransferase class-I:CTP synthase,3h,PMM1689,locus_tag:locus_tag
PMM1694,2,-0.57,0.26,0.19,0.84,"Cobalamin, heme, phycobilin and porphyrin",putative uroporphyrin-III C-methyltransferase,3h,PMM1694,locus_tag:locus_tag
PMM1697,2,0.36,0.12,0.09,1.0,Transport and binding proteins,"Type II alternative RNA polymerase sigma factor, sigma-70 family",3h,PMM1697,locus_tag:locus_tag
PMM1700,2,-0.78,0.14,0.1,1.0,Other,Aconitate hydratase B,3h,PMM1700,locus_tag:locus_tag
PMM1702,2,-1.43,0.54,0.38,0.33,Purine ribonucleotide biosynthesis,formyltetrahydrofolate deformylase,3h,PMM1702,locus_tag:locus_tag
PMM1703,2,-0.12,0.77,0.55,1.0,Transport and binding proteins,NAD binding site:D-amino acid oxidase,3h,PMM1703,locus_tag:locus_tag
PMM1704,2,-0.62,0.02,0.01,1.0,Chaperones,"Molecular chaperone DnaK2, heat shock protein hsp70-2",3h,PMM1704,locus_tag:locus_tag
PMM1706,2,2.06,2.45,1.73,1.0,Ribosomal proteins,30S ribosomal protein S6,3h,PMM1706,locus_tag:locus_tag
PMM1707,2,-0.38,0.43,0.3,1.0,Glutamate family / Nitrogen assimilation,Argininosuccinate synthase,3h,PMM1707,locus_tag:locus_tag
PMM1708,2,1.33,1.42,1.0,1.0,Conserved hypothetical protein,conserved hypothetical protein,3h,PMM1708,locus_tag:locus_tag
PMM1716,2,0.12,0.77,0.54,1.0,Aspartate family,No Cyanobase Name,3h,PMM1716,locus_tag:locus_tag
PMM1717,2,-0.8,0.36,0.26,1.0,Other,No Cyanobase Name,3h,PMM1152a,tier1:locus_tag
PMM1718,2,-2.32,1.19,0.84,1.0,Other,No Cyanobase Name,3h,PMM1718,locus_tag:locus_tag
