gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
SYNC_RS02720,,SYNC_RS02720,sync_0567,Protein Homology,543531.0,545234.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006854755.1,alpha-amylase family protein,WP_041426874.1,,,,,sync_0567,543531.0,545234.0,+,CK_Syn_CC9311_00567,treS,"GO:0005975,GO:0004556,GO:0047669,GO:0016853,GO:0043169,GO:0046872,GO:0047471",CK_00001404,G.8, Glycogen and sugar metabolism,"COG0366,bactNOG00088,cyaNOG05051","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism","5.4.99.16,3.2.1.1","maltose alpha-D-glucosyltransferase%3B trehalose synthase%3B maltose glucosylmutase,alpha-amylase%3B glycogenase%3B alpha amylase%2C alpha-amylase%3B endoamylase%3B Taka-amylase A%3B 1%2C4-alpha-D-glucan glucanohydrolase","carbohydrate metabolic process,carbohydrate metabolic process,alpha-amylase activity,amylosucrase activity,isomerase activity,cation binding,metal ion binding,maltose alpha-D-glucosyltransferase activity",maltose alpha-D-glucosyltransferase / alpha-amylase,"PF00128,PF16657,IPR006047,IPR015902,IPR017853,IPR013781,IPR006589,IPR013780,IPR032091","Alpha amylase%2C catalytic domain,Maltogenic Amylase%2C C-terminal domain,Glycosyl hydrolase%2C family 13%2C catalytic domain,Description not found.,Glycoside hydrolase superfamily,Description not found.,Description not found.,Glycosyl hydrolase%2C all-beta,Maltogenic Amylase%2C C-terminal",119,Energy metabolism / Sugars
SYNC_RS02725,,SYNC_RS02725,sync_0568,Protein Homology,545204.0,546778.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618515.1,glycerol-3-phosphate dehydrogenase/oxidase,WP_011618515.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,sync_0568,545204.0,546778.0,-,CK_Syn_CC9311_00568,glpA,"GO:0055114,GO:0006072,GO:0016491,GO:0004368,GO:0009331",CK_00001574,H.4,Glycerophospholipid metabolism,"COG0578,bactNOG01213,cyaNOG00412","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.1.5.3,Transferred to 1.1.5.3,"oxidation-reduction process,glycerol-3-phosphate metabolic process,oxidation-reduction process,glycerol-3-phosphate metabolic process,oxidoreductase activity,glycerol-3-phosphate dehydrogenase (quinone) activity,glycerol-3-phosphate dehydrogenase complex",FAD-dependent glycerol-3-phosphate dehydrogenase,"PF01266,PF16901,PS51257,IPR006076,IPR000447,IPR023753,IPR031656","FAD dependent oxidoreductase,C-terminal domain of alpha-glycerophosphate oxidase,Prokaryotic membrane lipoprotein lipid attachment site profile.,FAD dependent oxidoreductase,FAD-dependent glycerol-3-phosphate dehydrogenase,FAD/NAD(P)-binding domain,Alpha-glycerophosphate oxidase%2C C-terminal","176,177","Fatty acid and phospholipid metabolism / Biosynthesis,Fatty acid and phospholipid metabolism / Degradation"
glpK,glpK,SYNC_RS02730,sync_0569,Protein Homology,546771.0,548282.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618516.1,glycerol kinase GlpK,WP_011618516.1,,,,,sync_0569,546771.0,548282.0,-,CK_Syn_CC9311_00569,glpK,"GO:0006072,GO:0005975,GO:0005524,GO:0004370,GO:0016773",CK_00001575,H.3,Glycerolipid metabolism,"COG0554,bactNOG00502,cyaNOG00153","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [C] Energy production and conversion",2.7.1.30,glycerol kinase%3B glycerokinase%3B GK%3B ATP:glycerol-3-phosphotransferase%3B glycerol kinase (phosphorylating)%3B glyceric kinase,"glycerol-3-phosphate metabolic process,carbohydrate metabolic process,glycerol-3-phosphate metabolic process,carbohydrate metabolic process,ATP binding,glycerol kinase activity,phosphotransferase activity%2C alcohol group as acceptor",glycerol kinase,"PF00370,PF02782,PS00445,PS00933,IPR018483,IPR018484,IPR018485","FGGY family of carbohydrate kinases%2C N-terminal domain,FGGY family of carbohydrate kinases%2C C-terminal domain,FGGY family of carbohydrate kinases signature 2.,FGGY family of carbohydrate kinases signature 1.,Carbohydrate kinase%2C FGGY%2C conserved site,Carbohydrate kinase%2C FGGY%2C N-terminal,Carbohydrate kinase%2C FGGY%2C C-terminal",121,Fatty acid and phospholipid metabolism / Other
SYNC_RS02735,,SYNC_RS02735,sync_0570,Protein Homology,548304.0,549761.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618517.1,glycoside hydrolase family 13 protein,WP_011618517.1,"GO:0005975,GO:0004553",,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate metabolic process|0005975||IEA,sync_0570,548304.0,549761.0,+,CK_Syn_CC9311_00570,nplT,"GO:0005975,GO:0043169,GO:0043897,GO:0047798,GO:0031216",CK_00001576,G.8, Glycogen and sugar metabolism,"COG0366,bactNOG00921,cyaNOG00146,cyaNOG01537","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism","3.2.1.54,3.2.1.133,3.2.1.135","cyclomaltodextrinase%3B cycloheptaglucanase%3B cyclohexaglucanase%3B cyclodextrinase%3B cyclomaltodextrin dextrin-hydrolase (decyclizing),glucan 1%2C4-alpha-maltohydrolase%3B maltogenic alpha-amylase%3B 1%2C4-alpha-D-glucan alpha-maltohydrolase,neopullulanase%3B pullulanase II","carbohydrate metabolic process,carbohydrate metabolic process,cation binding,glucan 1%2C4-alpha-maltohydrolase activity,cyclomaltodextrinase activity,neopullulanase activity",cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase,"PF00128,IPR006047,IPR006589,IPR013781,IPR017853,IPR015902","Alpha amylase%2C catalytic domain,Glycosyl hydrolase%2C family 13%2C catalytic domain,Description not found.,Description not found.,Glycoside hydrolase superfamily,Description not found.",119,Energy metabolism / Sugars
SYNC_RS02740,,SYNC_RS02740,sync_0571,Protein Homology,549790.0,550320.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618518.1,hypothetical protein,WP_011618518.1,,,,,sync_0571,549790.0,550320.0,-,CK_Syn_CC9311_00571,sync_0571,,CK_00008267,R.1,Conserved hypothetical domains,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS02745,,SYNC_RS02745,sync_0572,Protein Homology,550535.0,551065.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618518.1,hypothetical protein,WP_041426342.1,,,,,sync_0572,550535.0,550969.0,-,CK_Syn_CC9311_00572,sync_0572,,CK_00047440,,,,,,,,conserved hypothetical protein,,,856,Not Found
SYNC_RS02750,,SYNC_RS02750,sync_0573,Protein Homology,551143.0,553218.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618520.1,ATP-binding protein,WP_011618520.1,,,,,sync_0573,551143.0,553218.0,-,CK_Syn_CC9311_00573,sync_0573,"GO:0000160,GO:0007164,GO:0016310,GO:0000155,GO:0004871,GO:0016722,GO:0016020",CK_00002790,"N.4,O.1.1","Small molecule interactions, Histidine kinase (HK)","COG0642,COG4191,bactNOG06202,cyaNOG00755","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",,,"phosphorelay signal transduction system,establishment of tissue polarity,phosphorylation,phosphorelay signal transduction system,establishment of tissue polarity,phosphorylation,phosphorelay sensor kinase activity,obsolete signal transducer activity,oxidoreductase activity%2C oxidizing metal ions,phosphorelay signal transduction system,establishment of tissue polarity,phosphorylation,phosphorelay sensor kinase activity,obsolete signal transducer activity,oxidoreductase activity%2C oxidizing metal ions,membrane",two-component sensor histidine kinase,"PF02743,PF02518,PS50109,IPR004010,IPR003594,IPR005467","Cache domain,Histidine kinase-%2C DNA gyrase B-%2C and HSP90-like ATPase,Histidine kinase domain profile.,Double Cache domain 2,Histidine kinase/HSP90-like ATPase,Histidine kinase domain",699,Signal transduction / Two-component systems
SYNC_RS02755,,SYNC_RS02755,sync_0574,Protein Homology,553215.0,553784.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618521.1,response regulator transcription factor,WP_011618521.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,sync_0574,553215.0,553784.0,-,CK_Syn_CC9311_00574,sync_0574,"GO:0000160,GO:0006355,GO:0003677",CK_00002789,"N.1,O.1.2"," DNA interactions, response regulators (RR)",,,,,"phosphorelay signal transduction system,regulation of transcription%2C DNA-templated,phosphorelay signal transduction system,regulation of transcription%2C DNA-templated,DNA binding",two-component system response regulator RR class II (RRII)-CheY-LuxR,"PF00072,PF00196,PS50043,PS50110,IPR001789,IPR000792","Response regulator receiver domain,Bacterial regulatory proteins%2C luxR family,LuxR-type HTH domain profile.,Response regulatory domain profile.,Signal transduction response regulator%2C receiver domain,Transcription regulator LuxR%2C C-terminal",261,Regulatory functions / DNA interactions
aroQ,aroQ,SYNC_RS02775,sync_0578,Protein Homology,554402.0,554857.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618523.1,type II 3-dehydroquinate dehydratase,WP_041426343.1,"GO:0009423,GO:0003855",,3-dehydroquinate dehydratase activity|0003855||IEA,chorismate biosynthetic process|0009423||IEA,sync_0578,554384.0,554857.0,+,CK_Syn_CC9311_00578,aroQ,"GO:0009423,GO:0003855",CK_00000584,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0757,bactNOG29730,cyaNOG02837","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.1.10,Transferred to 4.2.1.104,"chorismate biosynthetic process,chorismate biosynthetic process,3-dehydroquinate dehydratase activity",3-dehydroquinate dehydratase%2C type II,"TIGR01088,PF01220,PS01029,IPR018509,IPR001874","3-dehydroquinate dehydratase%2C type II,Dehydroquinase class II,Dehydroquinase class II signature.,Dehydroquinase%2C class II%2C conserved site,Dehydroquinase%2C class II",70,Amino acid biosynthesis / Aromatic amino acid family
SYNC_RS02780,,SYNC_RS02780,sync_0579,Protein Homology,554857.0,555483.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618524.1,tRNA-(ms[2]io[6]A)-hydroxylase,WP_011618524.1,,,,,sync_0579,554857.0,555483.0,+,CK_Syn_CC9311_00579,miaE,GO:0055114,CK_00000585,K.3,tRNA and rRNA base modification,"COG4445,bactNOG08899,bactNOG25399,bactNOG39536,cyaNOG01611","COG: FJ,bactNOG: J,bactNOG: J,bactNOG: J,cyaNOG: J",,,oxidation-reduction process,putative tRNA-(MS[2]IO[6]A)-hydroxylase,"PF06175,IPR010386","tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE),tRNA-hydroxylase MiaE",168,Protein synthesis / tRNA and rRNA base modification
SYNC_RS02785,,SYNC_RS02785,sync_0581,GeneMarkS-2+,555796.0,556050.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041426344.1,,,,,sync_0581,555796.0,556059.0,-,CK_Syn_CC9311_00581,sync_0581,,CK_00054109,,,,,,,,hypothetical protein,,,,
SYNC_RS14135,,SYNC_RS14135,sync_0582,GeneMarkS-2+,556281.0,556469.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011618527.1,,,,,sync_0582,556281.0,556469.0,-,CK_Syn_CC9311_00582,sync_0582,,CK_00008248,,,,,,,,conserved hypothetical protein,,,,
SYNC_RS02795,,SYNC_RS02795,sync_0584,GeneMarkS-2+,557079.0,557297.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011618529.1,,,,,sync_0584,557079.0,557297.0,-,CK_Syn_CC9311_00584,sync_0584,,CK_00008251,,,,,,,,conserved hypothetical protein,,,,
SYNC_RS02800,,SYNC_RS02800,sync_0586,Protein Homology,557650.0,558438.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618531.1,response regulator transcription factor,WP_011618531.1,GO:0006355,,,regulation of DNA-templated transcription|0006355||IEA,sync_0586,557650.0,558438.0,-,CK_Syn_CC9311_00586,sync_0586,"GO:0006355,GO:0003677,GO:0003700",CK_00056784,"N.1,O.1"," DNA interactions,Two-component systems",COG2197,COG: TK,,,"regulation of transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,DNA binding,DNA-binding transcription factor activity",putative signal transduction response regulator%2C LuxR family,"PF00196,PS00622,PS50043,IPR000792","Bacterial regulatory proteins%2C luxR family,LuxR-type HTH domain signature.,LuxR-type HTH domain profile.,Transcription regulator LuxR%2C C-terminal",261,Regulatory functions / DNA interactions
SYNC_RS02805,,SYNC_RS02805,sync_0589,Protein Homology,559196.0,559804.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618534.1,acireductone dioxygenase,WP_011618534.1,,,,,sync_0589,559196.0,559804.0,-,CK_Syn_CC9311_00589,mtnD,"GO:0055114,GO:0019284,GO:0010309,GO:0005506,GO:0010308,GO:0016151",CK_00001512,"A.2,A.6","Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),Serine family (Ser%2C Gly%2C Cys)","COG1791,bactNOG19388,cyaNOG04262","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown","1.13.11.53,1.13.11.54","acireductone dioxygenase (Ni2+-requiring)%3B ARD%3B 2-hydroxy-3-keto-5-thiomethylpent-1-ene dioxygenase (ambiguous)%3B acireductone dioxygenase (ambiguous)%3B E-2%3B 1%2C2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate- and CO-forming),acireductone dioxygenase [iron(II)-requiring]%3B ARD'%3B 2-hydroxy-3-keto-5-thiomethylpent-1-ene dioxygenase (ambiguous)%3B acireductone dioxygenase (ambiguous)%3B E-2'%3B E-3 dioxygenase%3B 1%2C2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate-forming)","oxidation-reduction process,L-methionine salvage from S-adenosylmethionine,oxidation-reduction process,L-methionine salvage from S-adenosylmethionine,acireductone dioxygenase [iron(II)-requiring] activity,iron ion binding,acireductone dioxygenase (Ni2+-requiring) activity,nickel cation binding",1%2C2-dihydroxy-3-keto-5-methylthiopentene dioxygenase,"PF03079,IPR004313,IPR023956,IPR014710,IPR011051","ARD/ARD' family,Acireductone dioxygenase ARD family,Acireductone dioxygenase ARD%2C bacteria,RmlC-like jelly roll fold,RmlC-like cupin domain superfamily","71,75","Amino acid biosynthesis / Aspartate family,Amino acid biosynthesis / Serine family"
SYNC_RS02810,,SYNC_RS02810,sync_0590,Protein Homology,559910.0,560656.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618535.1,precorrin-2 C(20)-methyltransferase,WP_011618535.1,,,,,sync_0590,559910.0,560656.0,+,CK_Syn_CC9311_00590,cobI,"GO:0009236,GO:0030788,GO:0008168",CK_00001041,B.10.2,Cobalamin (b12),"COG2243,bactNOG25200,cyaNOG02248,cyaNOG00116","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.1.1.130,precorrin-2 C20-methyltransferase,"cobalamin biosynthetic process,cobalamin biosynthetic process,precorrin-2 C20-methyltransferase activity,methyltransferase activity",precorrin-2 C20-methyltransferase,"TIGR01467,PF00590,IPR000878,IPR006364","precorrin-2 C(20)-methyltransferase,Tetrapyrrole (Corrin/Porphyrin) Methylases,Tetrapyrrole methylase,Precorrin-2 C(20)-methyltransferase domain",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin
SYNC_RS02815,,SYNC_RS02815,sync_0591,Protein Homology,560635.0,561279.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618536.1,DUF4079 domain-containing protein,WP_011618536.1,,,,,sync_0591,560635.0,561279.0,+,CK_Syn_CC9311_00591,sync_0591,,CK_00000058,R.2,Conserved hypothetical proteins,"NOG45630,COG1823,bactNOG65547,cyaNOG06868","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved membrane protein,"PF13301,IPR025067","Protein of unknown function (DUF4079),Protein of unknown function DUF4079",156,Hypothetical proteins / Conserved
SYNC_RS02820,,SYNC_RS02820,sync_0592,Protein Homology,561265.0,563280.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618537.1,glycosyltransferase,WP_011618537.1,,,,,sync_0592,561265.0,563280.0,-,CK_Syn_CC9311_00592,sync_0592,GO:0016757,CK_00001828,C.3,Surface polysaccharides and lipopolysaccharides,"COG1215,bactNOG09471,bactNOG03142,cyaNOG00415","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.4.1.-,,transferase activity%2C transferring glycosyl groups,possible polysaccharide-forming beta-glycosyltransferase%2C family 2,PF13641,Glycosyltransferase like family 2,90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides
dusB,dusB,SYNC_RS02825,sync_0593,Protein Homology,563277.0,564272.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618538.1,tRNA dihydrouridine synthase DusB,WP_011618538.1,"GO:0008033,GO:0017150,GO:0050660",,"tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA",tRNA processing|0008033||IEA,sync_0593,563277.0,564272.0,-,CK_Syn_CC9311_00593,sync_0593,"GO:0008033,GO:0055114,GO:0017150,GO:0050660,GO:0016491",CK_00001304,,,"COG0042,bactNOG03101,cyaNOG01144","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"tRNA processing,oxidation-reduction process,tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthase activity,flavin adenine dinucleotide binding,oxidoreductase activity",TIM-barrel %2C nifR3 family protein,"TIGR00737,PF01207,PS01136,IPR001269,IPR018517,IPR004652","putative TIM-barrel protein%2C nifR3 family,Dihydrouridine synthase (Dus),Uncharacterized protein family UPF0034 signature.,tRNA-dihydrouridine synthase,tRNA-dihydrouridine synthase%2C conserved site,tRNA-dihydrouridine synthase%2C TIM-barrel%2C NifR3",157,Unknown function / General
