Gene id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,locus_tag
clpB2,93.03,116.64,69.42,0.6,-0.75,0.0,0.0,A9601_02251
clpC,861.82,915.42,808.22,0.88,-0.18,0.17,0.36,A9601_11941
clpP,117.03,116.66,117.4,1.01,0.01,0.87,0.98,A9601_18651
clpS,22.35,18.94,25.75,1.36,0.44,0.21,0.42,A9601_17021
clpX,195.93,233.46,158.39,0.68,-0.56,0.0,0.0,A9601_18661
cmk,11.43,10.0,12.85,1.29,0.36,0.19,0.39,
coaD,5.01,5.53,4.49,0.81,-0.3,0.43,0.68,A9601_09771
coaE,2.33,1.51,3.16,2.09,1.07,0.34,0.59,A9601_00501
cobB,12.76,8.38,17.14,2.05,1.03,0.0,0.01,A9601_11771
cobH,5.74,5.14,6.34,1.23,0.3,0.57,0.79,A9601_18551
cobI,2.98,1.79,4.18,2.33,1.22,0.05,0.15,A9601_04401
cobJ,15.99,15.19,16.79,1.11,0.14,0.59,0.8,A9601_17291
cobK,5.34,3.58,7.09,1.98,0.99,0.02,0.07,A9601_05601
cobL,11.97,11.24,12.69,1.13,0.18,0.83,0.96,A9601_14671
cobM,7.34,9.63,5.05,0.52,-0.93,0.04,0.13,A9601_05151
cobN,19.78,13.85,25.71,1.86,0.89,0.0,0.01,A9601_09821
cobO,13.1,13.01,13.19,1.01,0.02,1.0,1.0,A9601_05791
cobQ,10.16,8.61,11.72,1.36,0.44,0.22,0.43,A9601_13371
cobS,6.26,6.37,6.14,0.96,-0.05,0.83,0.96,A9601_02921
cobT,6.47,4.27,8.67,2.03,1.02,0.11,0.26,A9601_04941
cobU,12.45,11.29,13.61,1.21,0.27,0.34,0.58,
cobW,136.73,150.68,122.78,0.81,-0.3,0.02,0.06,A9601_08401
codA,9.75,8.77,10.72,1.22,0.29,0.48,0.71,A9601_15031
cpeB,22.76,24.71,20.81,0.84,-0.25,0.29,0.53,
cpeS,12.66,13.84,11.47,0.83,-0.27,0.33,0.58,A9601_03301
crtB,42.34,43.7,40.99,0.94,-0.09,0.75,0.91,A9601_01601
crtH,30.77,27.83,33.71,1.21,0.28,0.16,0.36,A9601_12211
crtQ,56.6,44.68,68.52,1.53,0.62,0.0,0.0,A9601_01331
crtR,28.11,25.54,30.68,1.2,0.26,0.23,0.45,A9601_02571
csgD,44.23,55.11,33.34,0.6,-0.72,0.0,0.0,
csoS2,461.58,172.29,750.87,4.36,2.12,0.0,0.0,A9601_06081
csoS3,26.63,15.89,37.37,2.35,1.23,0.0,0.0,
cspR,2.66,1.12,4.19,3.73,1.9,0.01,0.06,
ctaA,21.59,24.28,18.9,0.78,-0.36,0.14,0.32,A9601_05021
ctaC,23.87,26.21,21.53,0.82,-0.28,0.23,0.45,
ctaE,11.97,9.94,14.0,1.41,0.49,0.32,0.56,
cumB,13.21,12.61,13.81,1.09,0.13,0.8,0.94,A9601_09421
cutA,1.05,1.47,0.62,0.42,-1.26,0.22,0.44,A9601_05611
cyoB,109.79,110.84,108.74,0.98,-0.03,0.91,1.0,
cyoE,36.19,40.77,31.61,0.78,-0.37,0.07,0.2,
cysC,17.49,16.55,18.42,1.11,0.15,0.92,1.0,A9601_01841
cysE,16.05,11.44,20.66,1.81,0.85,0.0,0.01,A9601_18481
cysG,14.76,13.29,16.24,1.22,0.29,0.37,0.62,
cysH,9.97,9.09,10.85,1.19,0.26,0.65,0.84,A9601_00941
cysQ,20.13,18.4,21.86,1.19,0.25,0.33,0.58,A9601_13851
cysS,9.92,10.06,9.79,0.97,-0.04,0.99,1.0,A9601_13161
dacB,3.63,2.77,4.49,1.62,0.7,0.37,0.61,
dadA,31.25,23.82,38.67,1.62,0.7,0.0,0.01,
dap2,5.0,4.36,5.64,1.29,0.37,0.71,0.89,A9601_00811
dapA,122.23,129.89,114.58,0.88,-0.18,0.54,0.76,A9601_18621
dapB,24.65,20.32,28.97,1.43,0.51,0.08,0.21,A9601_10381
dapF,8.28,8.28,8.28,1.0,0,0.99,1.0,A9601_09731
dcd,39.29,33.2,45.39,1.37,0.45,0.02,0.06,A9601_02661
dcm,19.13,15.41,22.86,1.48,0.57,0.02,0.06,A9601_04331
ddl,7.65,7.75,7.56,0.98,-0.04,1.0,1.0,A9601_15051
ddpA,10.55,9.82,11.27,1.15,0.2,0.64,0.84,
dedA,27.45,26.66,28.23,1.06,0.08,0.63,0.83,
def,40.75,37.75,43.74,1.16,0.21,0.34,0.59,A9601_00801
degT,25.42,29.38,21.46,0.73,-0.45,0.05,0.16,A9601_03071
deoC,13.92,16.42,11.41,0.7,-0.52,0.11,0.27,A9601_04501
dfp,24.21,24.53,23.89,0.97,-0.04,0.87,0.98,
dgkA,0.49,0.41,0.58,1.41,0.49,1.0,1.0,A9601_02011
dhsS,117.91,127.28,108.54,0.85,-0.23,0.08,0.23,
dinG,10.96,8.31,13.61,1.64,0.71,0.05,0.15,A9601_17711
dnaA,119.96,141.51,98.42,0.7,-0.52,0.0,0.0,A9601_06211
dnaB,94.0,113.72,74.28,0.65,-0.61,0.0,0.0,A9601_18831
dnaE,108.64,115.97,101.31,0.87,-0.2,0.15,0.33,A9601_09151
dnaG,20.15,21.7,18.6,0.86,-0.22,0.23,0.46,A9601_09211
dnaJ,57.83,44.56,71.09,1.6,0.67,0.0,0.0,A9601_00161
dnaK,627.33,772.19,482.47,0.62,-0.68,0.01,0.04,A9601_19141
dnaN,0.0,0.0,0.0,,,,,A9601_00001
dnaQ,16.08,21.63,10.52,0.49,-1.04,0.0,0.0,A9601_06771
dnaX,29.04,28.45,29.64,1.04,0.06,1.0,1.0,A9601_18671
dppB,7.91,5.87,9.95,1.7,0.76,0.1,0.26,A9601_11531
dppC,12.71,12.57,12.84,1.02,0.03,0.78,0.93,A9601_04721
dxr,26.18,32.63,19.72,0.6,-0.73,0.01,0.05,A9601_13171
dxs,396.91,449.9,343.93,0.76,-0.39,0.0,0.0,A9601_09541
ecm27,14.6,10.91,18.29,1.68,0.74,0.01,0.03,
ecm4,3.59,2.9,4.28,1.48,0.56,0.43,0.68,
eda,1.93,1.03,2.83,2.74,1.45,0.12,0.29,A9601_02461
efp,146.07,125.29,166.84,1.33,0.41,0.0,0.01,A9601_00251
elaC,10.19,11.93,8.46,0.71,-0.5,0.37,0.62,
engA,68.01,59.69,76.33,1.28,0.35,0.02,0.06,A9601_04421
eno,257.9,349.13,166.66,0.48,-1.07,0.0,0.0,A9601_02261
era,4.36,4.89,3.83,0.78,-0.35,0.47,0.7,A9601_14801
eriC,15.92,11.29,20.55,1.82,0.86,0.03,0.1,
fabD,30.98,28.89,33.07,1.14,0.19,0.34,0.58,A9601_01541
fabF,500.36,602.65,398.06,0.66,-0.6,0.0,0.01,A9601_18191
fabH,24.59,26.54,22.64,0.85,-0.23,0.32,0.56,A9601_01531
fabI,159.19,190.66,127.73,0.67,-0.58,0.0,0.0,A9601_03051
fabZ,53.06,48.88,57.23,1.17,0.23,0.12,0.29,A9601_15361
fadD,58.27,81.01,35.53,0.44,-1.19,0.0,0.0,A9601_04531
fdx,28.67,25.28,32.06,1.27,0.34,0.2,0.41,
fer,12.17,8.72,15.62,1.79,0.84,0.03,0.09,A9601_16791
ffh,63.91,69.18,58.64,0.85,-0.24,0.14,0.32,A9601_14851
ffs,261.74,200.88,322.59,1.61,0.68,0.02,0.06,
fixC,24.52,28.09,20.94,0.75,-0.42,0.08,0.21,A9601_05761
fmt,6.03,4.4,7.66,1.74,0.8,0.13,0.31,A9601_10281
folB,4.01,3.78,4.24,1.12,0.17,0.89,0.99,A9601_06471
folC,5.81,4.06,7.57,1.86,0.9,0.04,0.12,A9601_15011
folD,20.1,21.7,18.5,0.85,-0.23,0.38,0.62,A9601_11741
folE,55.64,43.49,67.78,1.56,0.64,0.0,0.0,A9601_05921
folK,3.71,3.25,4.18,1.29,0.36,0.43,0.68,A9601_03101
folP,11.99,9.19,14.79,1.61,0.69,0.01,0.06,A9601_10401
frr,23.55,24.4,22.7,0.93,-0.1,0.7,0.88,A9601_05771
ftsQ,2.02,1.82,2.23,1.22,0.29,0.77,0.92,A9601_15071
ftsY,16.72,19.02,14.43,0.76,-0.4,0.14,0.33,A9601_00091
ftsZ,339.0,410.57,267.42,0.65,-0.62,0.0,0.0,A9601_15081
fumC,36.26,33.88,38.64,1.14,0.19,0.35,0.59,A9601_16681
fusA,1264.8,1202.27,1327.33,1.1,0.14,0.1,0.26,A9601_17121
gadB,14.0,14.08,13.91,0.99,-0.02,1.0,1.0,A9601_09431
galE,13.87,15.56,12.19,0.78,-0.35,0.21,0.43,A9601_14271
galM,11.2,10.63,11.78,1.11,0.15,0.7,0.88,A9601_18071
gap2,157.16,111.0,203.32,1.83,0.87,0.0,0.0,A9601_00221
gatA,58.92,53.09,64.74,1.22,0.29,0.07,0.19,A9601_09141
gatB,52.7,64.1,41.31,0.64,-0.63,0.0,0.0,A9601_00491
gatC,13.0,10.23,15.77,1.54,0.62,0.09,0.23,A9601_02561
gcvH,17.41,14.93,19.89,1.33,0.41,0.33,0.58,A9601_18781
gcvP,168.7,170.02,167.38,0.98,-0.02,0.73,0.9,A9601_18771
gcvT,22.38,25.69,19.07,0.74,-0.43,0.07,0.2,A9601_18971
gid,122.24,142.06,102.42,0.72,-0.47,0.0,0.01,
gidA,47.04,48.68,45.41,0.93,-0.1,0.55,0.77,A9601_18841
gidB,3.02,3.05,2.99,0.98,-0.03,0.92,1.0,A9601_16771
gldA,30.79,28.47,33.11,1.16,0.22,0.39,0.64,A9601_11931
glf,50.85,67.16,34.53,0.51,-0.96,0.0,0.0,A9601_14591
glgA,90.24,82.8,97.67,1.18,0.24,0.05,0.16,A9601_06651
glgB,93.23,109.24,77.22,0.71,-0.5,0.0,0.01,A9601_06401
glgC,139.14,160.97,117.32,0.73,-0.46,0.0,0.01,A9601_08311
glgP,706.91,472.0,941.82,2.0,1,0.0,0.0,A9601_18101
glgX,25.06,18.04,32.08,1.78,0.83,0.0,0.0,A9601_15221
glk,7.44,6.65,8.24,1.24,0.31,0.36,0.61,A9601_06521
glmS,109.57,115.59,103.55,0.9,-0.16,0.32,0.56,A9601_18161
glmU,27.48,33.4,21.57,0.65,-0.63,0.01,0.04,A9601_06671
glnA,231.24,287.33,175.14,0.61,-0.71,0.0,0.0,A9601_09401
glnB,69.86,77.52,62.2,0.8,-0.32,0.03,0.1,A9601_16651
gloA,13.9,11.81,16.0,1.36,0.44,0.25,0.48,A9601_07081
glpX,391.92,399.55,384.28,0.96,-0.06,0.99,1.0,A9601_08291
gltA,47.63,56.5,38.76,0.69,-0.54,0.0,0.02,A9601_01791
gltB,212.27,201.62,222.92,1.11,0.14,0.19,0.4,A9601_17161
gltX,28.85,26.31,31.38,1.19,0.25,0.27,0.51,A9601_05281
glyA,204.15,238.14,170.17,0.71,-0.48,0.0,0.0,A9601_02801
glyQ,22.25,16.03,28.47,1.78,0.83,0.0,0.0,A9601_13561
glyS,55.11,64.1,46.12,0.72,-0.47,0.0,0.02,A9601_08211
gmd,41.94,60.71,23.17,0.38,-1.39,0.0,0.0,A9601_13991
gmhA,2.33,2.12,2.55,1.2,0.26,0.64,0.84,A9601_14411
gmk,47.38,64.02,30.75,0.48,-1.06,0.0,0.0,A9601_05231
gnd,166.77,144.8,188.73,1.3,0.38,0.01,0.03,A9601_08321
gor,18.08,12.76,23.39,1.83,0.87,0.0,0.01,A9601_06231
gpmB,51.76,52.28,51.24,0.98,-0.03,0.8,0.94,
gpmI,97.35,79.89,114.81,1.44,0.52,0.0,0.0,A9601_16361
groEL,3100.12,3778.18,2422.05,0.64,-0.64,0.0,0.0,
groES,748.16,870.25,626.08,0.72,-0.48,0.0,0.01,A9601_16391
grpE,45.48,37.32,53.64,1.44,0.52,0.04,0.14,A9601_00151
grxC,7.64,9.24,6.05,0.65,-0.61,0.16,0.36,A9601_01971
gshB,15.81,19.45,12.17,0.63,-0.68,0.01,0.05,A9601_01961
guaA,77.97,100.02,55.91,0.56,-0.84,0.0,0.0,A9601_00361
guaB,103.44,101.75,105.13,1.03,0.05,0.63,0.83,A9601_11671
gumC,23.72,25.02,22.41,0.9,-0.16,0.45,0.69,A9601_14011
gyrB,195.73,215.41,176.06,0.82,-0.29,0.02,0.06,A9601_18441
hemA,50.88,50.47,51.29,1.02,0.02,0.76,0.92,A9601_08301
hemB,34.58,46.69,22.47,0.48,-1.06,0.0,0.0,A9601_02351
hemC,66.83,77.52,56.15,0.72,-0.47,0.01,0.05,A9601_05521
hemD,8.99,5.31,12.66,2.38,1.25,0.0,0.0,A9601_01311
hemE,63.96,84.99,42.92,0.51,-0.99,0.0,0.0,A9601_06391
hemF,58.92,70.91,46.93,0.66,-0.6,0.0,0.0,A9601_17891
hemH,29.1,28.31,29.88,1.06,0.08,0.88,0.99,A9601_05811
hemK,65.1,92.92,37.28,0.4,-1.32,0.0,0.0,
hemL,161.3,192.36,130.24,0.68,-0.56,0.0,0.0,A9601_05391
hemN,13.95,11.75,16.15,1.38,0.46,0.22,0.44,A9601_15101
hflC,239.36,299.22,179.5,0.6,-0.74,0.0,0.0,A9601_05381
himA,1365.95,910.22,1821.68,2.0,1,0.0,0.0,
hisA,15.56,18.11,13.01,0.72,-0.48,0.09,0.24,A9601_08601
hisB,51.08,63.59,38.57,0.61,-0.72,0.0,0.0,A9601_03041
hisD,25.97,25.56,26.37,1.03,0.05,0.91,1.0,A9601_16921
hisF,13.82,13.14,14.5,1.1,0.14,0.89,0.99,A9601_04851
hisG,10.04,8.6,11.47,1.33,0.42,0.39,0.63,A9601_06161
hisH,58.52,66.09,50.95,0.77,-0.38,0.01,0.06,A9601_14171
hisI,14.71,17.58,11.83,0.67,-0.57,0.04,0.13,
hisS,14.25,16.62,11.88,0.71,-0.48,0.17,0.36,A9601_06791
hisZ,5.4,5.15,5.65,1.1,0.13,0.92,1.0,A9601_09611
hit,4.99,5.16,4.82,0.93,-0.1,0.85,0.97,A9601_00791
hli3,24.82,22.94,26.71,1.16,0.22,0.37,0.61,
ho1,16.33,22.43,10.23,0.46,-1.13,0.0,0.0,A9601_18031
holA,3.76,5.07,2.45,0.48,-1.05,0.17,0.36,A9601_18561
holB,5.56,6.44,4.68,0.73,-0.46,0.5,0.73,A9601_01461
hslO,21.19,21.79,20.59,0.94,-0.08,0.64,0.84,A9601_07201
htpG,99.89,95.69,104.1,1.09,0.12,0.72,0.9,A9601_09601
hycB,9.87,9.06,10.68,1.18,0.24,0.46,0.7,
icd,134.68,161.59,107.78,0.67,-0.58,0.0,0.0,A9601_18051
ileS,98.66,97.23,100.09,1.03,0.04,0.47,0.7,A9601_02591
ilvA,31.92,31.21,32.63,1.05,0.06,0.96,1.0,A9601_09531
ilvB,204.73,238.79,170.67,0.71,-0.48,0.0,0.0,A9601_05821
ilvC,209.19,237.89,180.48,0.76,-0.4,0.0,0.02,A9601_15141
ilvD,97.67,83.27,112.06,1.35,0.43,0.0,0.01,A9601_08361
ilvE,60.3,65.76,54.84,0.83,-0.26,0.1,0.26,A9601_09831
ilvH,39.48,41.99,36.97,0.88,-0.18,0.48,0.71,
infA,22.21,23.37,21.06,0.9,-0.15,0.45,0.69,A9601_13261
infB,372.87,408.2,337.54,0.83,-0.27,0.02,0.06,A9601_16981
infC,104.11,110.56,97.66,0.88,-0.18,0.25,0.47,A9601_18461
isiB,169.27,211.08,127.46,0.6,-0.73,0.0,0.0,A9601_13641
ispA,32.28,31.94,32.62,1.02,0.03,0.95,1.0,A9601_09461
ispD,7.65,6.4,8.9,1.39,0.48,0.38,0.63,A9601_05101
ispE,5.18,4.72,5.64,1.2,0.26,0.81,0.95,A9601_09281
ispG,26.3,29.02,23.58,0.81,-0.3,0.19,0.39,A9601_07311
kaiB,29.09,16.65,41.52,2.49,1.32,0.0,0.0,A9601_15441
kaiC,58.6,55.48,61.73,1.11,0.15,0.29,0.53,A9601_15431
kefB,296.28,317.47,275.08,0.87,-0.21,0.11,0.27,
ksgA,2.1,2.37,1.84,0.77,-0.37,0.54,0.76,A9601_09271
lasT,3.53,2.29,4.77,2.08,1.06,0.2,0.41,A9601_11611
lepA,46.35,40.41,52.29,1.29,0.37,0.04,0.12,A9601_04711
leuA,136.45,122.42,150.49,1.23,0.3,0.02,0.09,A9601_11711
leuB,16.24,16.63,15.86,0.95,-0.07,0.81,0.95,A9601_08501
leuC,90.9,112.11,69.68,0.62,-0.69,0.0,0.0,A9601_02781
leuD,14.85,17.56,12.13,0.69,-0.53,0.08,0.21,A9601_02771
leuS,43.67,38.92,48.41,1.24,0.31,0.09,0.25,A9601_09721
lexA,82.95,85.25,80.65,0.95,-0.08,0.48,0.71,A9601_14611
lgt,19.3,22.34,16.26,0.73,-0.46,0.12,0.29,A9601_05161
lipB,2.72,1.91,3.53,1.85,0.89,0.31,0.55,A9601_04521
livF,7.69,4.98,10.4,2.09,1.06,0.01,0.04,
livH,22.94,23.35,22.54,0.97,-0.05,0.91,1.0,
lnt,10.91,9.32,12.5,1.34,0.42,0.33,0.58,A9601_14911
lpd,100.01,104.46,95.56,0.91,-0.13,0.58,0.8,
lplA,17.7,20.66,14.74,0.71,-0.49,0.07,0.19,A9601_05951
lpxA,28.86,35.68,22.04,0.62,-0.7,0.01,0.02,A9601_15351
lpxB,11.04,10.32,11.76,1.14,0.19,0.87,0.98,A9601_15341
lpxC,18.44,15.71,21.16,1.35,0.43,0.07,0.2,A9601_15371
lpxD,12.68,11.67,13.69,1.17,0.23,0.45,0.69,A9601_08511
lrtA,114.3,117.19,111.42,0.95,-0.07,0.37,0.62,A9601_04511
lspA,0.22,0.24,0.2,0.85,-0.24,1.0,1.0,A9601_09461
lysA,59.19,58.78,59.61,1.01,0.02,0.83,0.96,A9601_11961
lysC,31.66,31.26,32.07,1.03,0.04,0.78,0.93,A9601_18571
lysS,44.37,45.94,42.81,0.93,-0.1,0.59,0.8,A9601_18281
lytB,66.63,64.99,68.27,1.05,0.07,0.51,0.74,A9601_02861
maf,16.49,18.87,14.12,0.75,-0.42,0.12,0.29,A9601_13361
malQ,24.05,21.55,26.55,1.23,0.3,0.11,0.27,A9601_11871
manC,24.75,32.63,16.86,0.52,-0.95,0.0,0.0,A9601_13981
map,70.14,73.33,66.94,0.91,-0.13,0.51,0.74,A9601_05321
mazG,4.42,5.59,3.25,0.58,-0.78,0.07,0.2,A9601_18941
mcrA,19.9,17.54,22.27,1.27,0.34,0.2,0.41,A9601_17361
melB,26.11,27.34,24.87,0.91,-0.14,0.83,0.96,
menA,4.05,5.74,2.36,0.41,-1.28,0.02,0.08,A9601_01941
menB,34.81,32.68,36.94,1.13,0.18,0.24,0.47,A9601_06641
menC,1.92,3.34,0.5,0.15,-2.74,0.0,0.02,A9601_01931
menD,20.67,18.47,22.87,1.24,0.31,0.2,0.42,A9601_06631
menE,5.11,2.97,7.24,2.44,1.28,0.0,0.01,A9601_01921
menF,4.96,5.73,4.2,0.73,-0.45,0.45,0.69,A9601_01951
mesJ,18.16,17.13,19.19,1.12,0.16,0.72,0.9,
met17,419.24,582.64,255.83,0.44,-1.19,0.0,0.0,
met3,95.21,82.7,107.73,1.3,0.38,0.0,0.02,
metA,50.17,64.06,36.28,0.57,-0.82,0.0,0.0,A9601_06991
metB,49.61,45.72,53.49,1.17,0.23,0.13,0.3,A9601_04591
metF,42.29,46.32,38.26,0.83,-0.28,0.19,0.39,A9601_01701
metG,21.96,18.85,25.08,1.33,0.41,0.07,0.19,A9601_09951
metH,51.61,47.45,55.76,1.18,0.23,0.23,0.46,A9601_09841
metK,110.1,147.9,72.3,0.49,-1.03,0.0,0.0,A9601_03351
mfd,14.86,10.62,19.1,1.8,0.85,0.0,0.01,A9601_10301
mgs1,21.3,25.83,16.77,0.65,-0.62,0.02,0.08,
mgtE,90.72,71.67,109.77,1.53,0.62,0.0,0.0,A9601_18401
miaA,7.24,6.75,7.72,1.14,0.19,0.54,0.76,A9601_18451
miaE,5.6,6.75,4.46,0.66,-0.6,0.19,0.39,A9601_04391
minD,68.01,100.3,35.72,0.36,-1.49,0.0,0.0,A9601_03451
minE,17.91,27.16,8.66,0.32,-1.65,0.0,0.0,A9601_03441
mnmA,38.64,37.17,40.11,1.08,0.11,0.75,0.91,A9601_14901
mntH,24.56,33.16,15.96,0.48,-1.05,0.0,0.0,A9601_12891
mqo,11.17,7.52,14.83,1.97,0.98,0.0,0.02,
mraW,11.17,11.97,10.36,0.87,-0.21,0.74,0.91,
mraY,10.56,6.55,14.57,2.22,1.15,0.0,0.01,A9601_19191
mrcB,6.37,5.49,7.24,1.32,0.4,0.25,0.48,
mreB,97.27,105.52,89.03,0.84,-0.25,0.15,0.33,A9601_18321
mreC,12.1,10.46,13.74,1.31,0.39,0.15,0.33,A9601_18311
mrp,41.5,46.2,36.8,0.8,-0.33,0.1,0.25,
mscS,14.79,16.14,13.43,0.83,-0.27,0.28,0.51,A9601_06911
murA,69.36,46.19,92.53,2.0,1,0.0,0.0,A9601_14991
murB,3.0,1.78,4.21,2.37,1.24,0.07,0.19,A9601_00201
murC,5.85,6.13,5.56,0.91,-0.14,0.78,0.93,A9601_00211
murD,5.07,5.31,4.84,0.91,-0.14,0.86,0.97,A9601_15661
murE,6.32,4.42,8.23,1.86,0.9,0.04,0.14,A9601_04631
murF,8.19,5.55,10.84,1.95,0.97,0.05,0.15,A9601_06661
murG,4.84,3.54,6.14,1.73,0.79,0.18,0.38,A9601_02151
murI,4.72,1.68,7.75,4.61,2.2,0.0,0.01,A9601_06731
mutM,75.39,95.41,55.37,0.58,-0.79,0.0,0.0,A9601_03541
mviN,14.91,13.82,15.99,1.16,0.21,0.39,0.64,
nadA,28.09,29.94,26.24,0.88,-0.19,0.51,0.74,A9601_07331
nadB,17.85,16.68,19.01,1.14,0.19,0.45,0.69,A9601_01161
nadC,4.06,3.63,4.49,1.24,0.31,0.66,0.85,A9601_02061
nadD,14.97,17.29,12.65,0.73,-0.45,0.06,0.17,A9601_16471
nadE,16.8,16.7,16.9,1.01,0.02,0.97,1.0,A9601_16481
nblS,73.04,65.71,80.36,1.22,0.29,0.03,0.09,A9601_15421
ndhA,103.71,97.18,110.24,1.13,0.18,0.15,0.35,A9601_01781
ndhB,97.76,79.07,116.45,1.47,0.56,0.0,0.0,A9601_04901
ndhC,69.01,64.02,74.0,1.16,0.21,0.17,0.37,A9601_03171
ndhE,7.9,8.5,7.29,0.86,-0.22,0.44,0.68,A9601_01751
ndhF,168.16,137.27,199.05,1.45,0.54,0.0,0.0,
ndhG,28.93,26.41,31.44,1.19,0.25,0.2,0.41,A9601_01761
ndhH,98.1,102.17,94.03,0.92,-0.12,0.36,0.61,A9601_01901
ndhI,49.59,37.49,61.7,1.65,0.72,0.0,0.0,A9601_01771
ndhJ,21.69,19.52,23.86,1.22,0.29,0.46,0.69,A9601_03151
ndhK,88.18,77.64,98.72,1.27,0.35,0.01,0.06,A9601_03161
ndk,39.5,36.36,42.63,1.17,0.23,0.23,0.45,A9601_00471
nhaP,19.23,20.26,18.19,0.9,-0.16,0.93,1.0,
nrdG,6.59,4.7,8.47,1.8,0.85,0.07,0.19,
nrdJ,564.49,500.29,628.69,1.26,0.33,0.0,0.02,A9601_07161
nrdR,65.37,63.29,67.45,1.07,0.09,0.5,0.73,A9601_03371
ntcA,13.0,14.97,11.04,0.74,-0.44,0.46,0.7,A9601_02681
nth,5.24,3.63,6.86,1.89,0.92,0.1,0.26,A9601_08661
nusA,177.18,189.3,165.06,0.87,-0.2,0.12,0.29,A9601_16961
nusB,11.79,13.89,9.69,0.7,-0.52,0.06,0.17,A9601_00081
nusG,114.01,95.15,132.87,1.4,0.48,0.0,0.0,A9601_02231
obgE,20.67,20.36,20.98,1.03,0.04,0.87,0.98,A9601_02381
ole1,61.58,40.65,82.51,2.03,1.02,0.0,0.0,
pabA,4.86,4.29,5.44,1.27,0.35,0.59,0.8,
panB,27.88,25.39,30.37,1.2,0.26,0.18,0.38,A9601_15091
pbsY,35.22,44.07,26.38,0.6,-0.74,0.0,0.0,
pcyA,17.48,14.4,20.57,1.43,0.51,0.04,0.13,A9601_08081
pdhB,91.49,79.98,103.0,1.29,0.36,0.0,0.02,
pdhC,275.38,282.09,268.68,0.95,-0.07,0.47,0.7,A9601_04551
pds,107.47,104.98,109.97,1.05,0.07,0.75,0.91,A9601_01611
pdxA,22.46,17.07,27.86,1.63,0.71,0.01,0.03,A9601_00271
pdxJ,16.17,15.65,16.69,1.07,0.09,0.6,0.81,A9601_12131
pebA,4.95,6.15,3.74,0.61,-0.72,0.11,0.28,A9601_18021
pebB,4.58,4.28,4.87,1.14,0.19,0.67,0.86,A9601_18011
pepB,61.44,64.01,58.88,0.92,-0.12,0.76,0.92,
pepN,16.5,14.19,18.81,1.33,0.41,0.19,0.4,A9601_10901
pepP,44.38,42.06,46.69,1.11,0.15,0.45,0.69,A9601_16441
petA,227.96,276.72,179.2,0.65,-0.63,0.0,0.0,A9601_05171
petB,487.63,568.48,406.79,0.72,-0.48,0.0,0.0,A9601_03491
petC,146.44,191.42,101.45,0.53,-0.92,0.0,0.0,A9601_05181
petD,397.53,456.75,338.3,0.74,-0.43,0.0,0.0,A9601_03501
petE,608.31,717.7,498.92,0.7,-0.52,0.0,0.0,A9601_06371
petG,19.72,22.3,17.13,0.77,-0.38,0.22,0.43,A9601_11631
petH,301.23,326.15,276.32,0.85,-0.24,0.07,0.2,A9601_11811
petM,23.64,33.25,14.04,0.42,-1.24,0.0,0.0,A9601_13291
petN,15.48,19.66,11.3,0.57,-0.8,0.0,0.02,A9601_08011
pgi,52.12,46.83,57.4,1.23,0.29,0.06,0.16,A9601_09711
pgk,87.72,90.39,85.06,0.94,-0.09,0.86,0.98,A9601_02131
pgm,27.3,23.37,31.23,1.34,0.42,0.07,0.19,
pgsA,5.03,4.32,5.73,1.33,0.41,0.48,0.71,A9601_08621
pheA,21.01,19.79,22.24,1.12,0.17,0.43,0.67,A9601_17071
pheS,36.45,39.53,33.37,0.84,-0.24,0.19,0.4,A9601_14691
pheT,41.0,33.23,48.78,1.47,0.55,0.0,0.02,A9601_09911
phhB,11.37,13.84,8.91,0.64,-0.64,0.04,0.13,A9601_05471
phnD,8.24,9.11,7.37,0.81,-0.3,0.5,0.73,A9601_07281
phoH,24.4,14.43,34.37,2.38,1.25,0.0,0.0,A9601_14831
phrB,7.7,6.69,8.71,1.3,0.38,0.47,0.7,
piuC,5.41,5.28,5.54,1.05,0.07,0.98,1.0,A9601_13531
plsX,61.25,66.3,56.2,0.85,-0.24,0.22,0.43,A9601_01521
pmbA,21.67,16.76,26.58,1.59,0.67,0.01,0.06,A9601_10271
pncA,5.39,5.2,5.59,1.07,0.1,1.0,1.0,A9601_06921
pniL34,178.09,215.3,140.88,0.65,-0.61,0.0,0.0,
pntA,113.76,129.76,97.76,0.75,-0.41,0.0,0.01,
pntA-2,47.97,51.46,44.47,0.86,-0.21,0.43,0.68,
pntB,283.1,292.25,273.95,0.94,-0.09,0.43,0.67,A9601_13201
polA,14.75,11.26,18.24,1.62,0.7,0.01,0.06,A9601_13151
potA,10.29,9.34,11.24,1.2,0.27,0.61,0.82,
ppc,87.03,69.11,104.94,1.52,0.6,0.0,0.0,A9601_17821
ppk,14.03,13.53,14.52,1.07,0.1,0.89,0.99,A9601_19061
ppnK,43.29,40.36,46.21,1.15,0.2,0.35,0.6,A9601_14681
ppx,29.36,26.57,32.15,1.21,0.28,0.17,0.37,A9601_05131
prfA,42.43,38.88,45.97,1.18,0.24,0.17,0.37,A9601_17371
prfB,58.79,62.85,54.72,0.87,-0.2,0.22,0.44,A9601_01981
prfC,21.73,22.45,21.01,0.94,-0.1,0.78,0.93,A9601_07181
priA,27.17,22.36,31.99,1.43,0.52,0.04,0.13,A9601_05541
