Gene Start,Gene End,Gene Length,MIT9312 original locus tag,MIT9312 (2017 NCBI),product,protein_id,COG (cyanobase),GO (cyanobase),HDPE log2 Fold change,PVC log2 Fold change,Unnamed: 11,NAT_homolog,locus_tag
1402078,1403469.0,1392.0,PMT9312_1494,PMT9312_RS07720,hypothetical protein,WP_011377037.1,Signal transduction mechanisms,,0.56,,,,PMT9312_1494
1403518,1404393.0,876.0,PMT9312_1495,PMT9312_RS07725,cytochrome D ubiquinol oxidase subunit II,WP_011377038.1,General function prediction only,,0.83,,,WP_011294560.1,PMT9312_1495
1404720,1405034.0,315.0,PMT9312_1496,PMT9312_RS07730,hypothetical protein,WP_011377039.1,Not in COGs,,-0.68,-0.96,,WP_011294033.1,PMT9312_1496
1405346,1406062.0,717.0,PMT9312_1497,PMT9312_RS07735,dienelactone hydrolase,WP_011377040.1,"Secondary metabolites biosynthesis, transport and catabolism",,,-0.8,,,PMT9312_1497
1407588,1407890.0,303.0,PMT9312_1499,PMT9312_RS07745,RNA-binding protein,WP_011377042.1,General function prediction only,,-0.55,,,WP_011295404.1,PMT9312_1499
1409157,1409471.0,315.0,PMT9312_1502,PMT9312_RS09545,hypothetical protein,WP_011377045.1,Not in COGs,,,-1.25,,,PMT9312_1502
1410284,1410841.0,558.0,PMT9312_1504,PMT9312_RS07770,hypothetical protein,WP_011377047.1,Not in COGs,,,0.72,,WP_011294613.1,PMT9312_1504
1411730,1411909.0,180.0,PMT9312_1507,PMT9312_RS07785,hypothetical protein,WP_011377050.1,Not in COGs,,1.91,4.69,,,PMT9312_1507
1412006,1412242.0,237.0,,PMT9312_RS09510,hypothetical protein,WP_071813320.1,,,2.36,4.85,,,
1412167,1412457.0,291.0,,PMT9312_RS07795,high light inducible protein,WP_036924051.1,,,2.39,5.13,,,
1412429,1412638.0,210.0,PMT9312_1510,PMT9312_RS07800,high light inducible protein,WP_011377053.1,Not in COGs,,3.12,4.2,,WP_011295293.1,PMT9312_1510
1412638,1412745.0,108.0,,PMT9312_RS07805,high light inducible protein,WP_011132751.1,,,2.27,2.87,,WP_011125327.1,
1413180,1414475.0,1296.0,PMT9312_1512,PMT9312_RS07810,hypothetical protein,WP_011377055.1,Not in COGs,,0.6,0.4,,WP_011294390.1,PMT9312_1512
1415688,1416305.0,618.0,PMT9312_1514,PMT9312_RS07820,hypothetical protein,WP_011377057.1,Not in COGs,,,0.76,,WP_011295376.1,PMT9312_1514
1417670,1417927.0,258.0,PMT9312_1516,PMT9312_RS07830,hypothetical protein,WP_011377059.1,Not in COGs,,1.22,1.27,,WP_011295374.1,PMT9312_1516
1417935,1418378.0,444.0,PMT9312_1517,PMT9312_RS07835,hypothetical protein,WP_011377060.1,Not in COGs,,0.86,1.13,,WP_011295375.1,PMT9312_1517
1419333,1419587.0,255.0,PMT9312_1520,PMT9312_RS07845,hypothetical protein,WP_011377063.1,Not in COGs,,,1.06,,,PMT9312_1520
1420324,1420575.0,252.0,PMT9312_1522,PMT9312_RS07855,hypothetical protein,WP_011377065.1,Not in COGs,,-0.5,-0.71,,WP_011295308.1,PMT9312_1522
1425792,1427429.0,1638.0,PMT9312_1529,PMT9312_RS07890,molecular chaperone GroEL,WP_011377072.1,"Posttranslational modification, protein turnover, chaperones",cellular protein metabolic process (GO:0044267),1.01,0.9,,WP_011295314.1,PMT9312_1529
1427481,1427792.0,312.0,PMT9312_1530,PMT9312_RS07895,co-chaperone GroES,WP_011377073.1,"Posttranslational modification, protein turnover, chaperones",protein folding (GO:0006457),0.61,0.51,,WP_011295315.1,PMT9312_1530
1430718,1432043.0,1326.0,PMT9312_1535,PMT9312_RS07915,Xaa-Pro aminopeptidase,WP_011377078.1,Amino acid transport and metabolism,cellular process (GO:0009987),,0.63,,WP_011295319.1,PMT9312_1535
1434349,1434927.0,579.0,PMT9312_1538,PMT9312_RS07930,nicotinate-nicotinamide nucleotide adenylyltransferase,WP_011377081.1,Coenzyme transport and metabolism,biosynthetic process (GO:0009058),-0.57,,,WP_011295322.1,PMT9312_1538
1436618,1437676.0,1059.0,PMT9312_1540,PMT9312_RS07940,hypothetical protein,WP_011377083.1,Not in COGs,,-0.66,,,WP_011295324.1,PMT9312_1540
1437707,1437898.0,192.0,PMT9312_1541,PMT9312_RS07945,hypothetical protein,WP_011377084.1,Not in COGs,,,1.13,,WP_011295325.1,PMT9312_1541
1437895,1438221.0,327.0,PMT9312_1542,PMT9312_RS07950,ferredoxin,WP_011377085.1,Energy production and conversion,electron transport chain (GO:0022900),-0.97,,,WP_011294690.1,PMT9312_1542
1445555,1446211.0,657.0,PMT9312_1552,PMT9312_RS08000,cytochrome C biogenesis protein CcdA,WP_011377094.1,"Posttranslational modification, protein turnover, chaperones",cytochrome complex assembly (GO:0017004),,0.87,,WP_011295334.1,PMT9312_1552
1446212,1447498.0,1287.0,PMT9312_1553,PMT9312_RS08005,cytochrome c biogenesis protein CcsB,WP_011377095.1,"Posttranslational modification, protein turnover, chaperones",,,0.88,,WP_011295335.1,PMT9312_1553
1449788,1451083.0,1296.0,PMT9312_1558,PMT9312_RS08030,adenylosuccinate lyase,WP_011377100.1,Nucleotide transport and metabolism,purine ribonucleotide biosynthetic process (GO:0009152),,-0.75,,WP_011295341.1,PMT9312_1558
1457991,1458656.0,666.0,PMT9312_1564,PMT9312_RS08060,dethiobiotin synthase,WP_011377106.1,Coenzyme transport and metabolism,biotin biosynthetic process (GO:0009102),,-0.54,,WP_011295347.1,PMT9312_1564
1459967,1460224.0,258.0,PMT9312_1566,PMT9312_RS08070,hypothetical protein,WP_011377108.1,Not in COGs,,,0.84,,,PMT9312_1566
1460241,1460681.0,441.0,PMT9312_1567,PMT9312_RS08075,molecular chaperone DnaJ,WP_011377109.1,"Posttranslational modification, protein turnover, chaperones",,,0.94,,WP_011295349.1,PMT9312_1567
1462689,1463048.0,360.0,PMT9312_1570,PMT9312_RS08090,ferredoxin,WP_011377112.1,Energy production and conversion,,,0.89,,WP_011295352.1,PMT9312_1570
1463058,1463450.0,393.0,PMT9312_1571,PMT9312_RS08095,hypothetical protein,WP_011377113.1,Not in COGs,,,1.1,,WP_011295353.1,PMT9312_1571
1463437,1463652.0,216.0,PMT9312_1572,PMT9312_RS08100,hypothetical protein,WP_011377114.1,Not in COGs,,0.49,0.92,,WP_011295354.1,PMT9312_1572
1463802,1464569.0,768.0,PMT9312_1573,PMT9312_RS08105,hypothetical protein,WP_011377115.1,Energy production and conversion,,0.54,,,WP_011295355.1,PMT9312_1573
1476485,1476778.0,294.0,PMT9312_1580,PMT9312_RS08140,30S ribosomal protein S20,WP_011377122.1,Translation,translation (GO:0006412),,0.66,,WP_011295363.1,PMT9312_1580
1478941,1480071.0,1131.0,PMT9312_1583,PMT9312_RS08155,serine protease,WP_011377125.1,"Posttranslational modification, protein turnover, chaperones",proteolysis (GO:0006508),0.78,1.14,,WP_011295366.1,PMT9312_1583
1487571,1489190.0,1620.0,PMT9312_1590,PMT9312_RS08195,radical SAM protein,WP_011377132.1,Energy production and conversion,metabolic process (GO:0008152),0.51,0.57,,WP_011295408.1,PMT9312_1590
1489560,1490786.0,1227.0,PMT9312_1592,PMT9312_RS08205,LL-diaminopimelate aminotransferase,WP_011377134.1,Amino acid transport and metabolism,biosynthetic process (GO:0009058),-0.25,-0.6,,WP_011295411.1,PMT9312_1592
1491074,1492891.0,1818.0,PMT9312_1593,PMT9312_RS08210,ribonuclease E/G,WP_011377135.1,Translation,RNA processing (GO:0006396),-0.59,0.49,,WP_011295412.1,PMT9312_1593
1493451,1493969.0,519.0,PMT9312_1595,PMT9312_RS08220,hypothetical protein,WP_011377137.1,Not in COGs,,-0.67,-1.29,,WP_011295414.1,PMT9312_1595
1494869,1495804.0,936.0,PMT9312_1597,PMT9312_RS08230,delta(24)-sterol C-methyltransferase,WP_011377139.1,"Secondary metabolites biosynthesis, transport and catabolism",metabolic process (GO:0008152),0.33,0.72,,WP_011295416.1,PMT9312_1597
1495805,1496461.0,657.0,PMT9312_1598,PMT9312_RS08235,ATP-dependent protease,WP_011377140.1,"Posttranslational modification, protein turnover, chaperones",proteolysis (GO:0006508),0.53,0.55,,WP_011295417.1,PMT9312_1598
1506000,1506293.0,294.0,PMT9312_1605,PMT9312_RS08270,hypothetical protein,WP_011377147.1,Not in COGs,,,0.8,,WP_011295423.1,PMT9312_1605
1509285,1510043.0,759.0,PMT9312_1610,PMT9312_RS08295,hydrolase,WP_011377152.1,Cell wall/membrane biogenesis,,,0.64,,WP_011295432.1,PMT9312_1610
1510092,1510682.0,591.0,PMT9312_1611,PMT9312_RS08300,photosystem I reaction center protein subunit XI (PsaL),WP_011377153.1,Not in COGs,photosynthesis (GO:0015979),-0.55,-1.15,,WP_011295428.1,PMT9312_1611
1510713,1510826.0,114.0,,PMT9312_RS09520,photosystem I reaction center subunit VIII,WP_011377154.1,,,-0.45,-1.43,,WP_011295429.1,
1511295,1512269.0,975.0,PMT9312_1614,PMT9312_RS08310,glycosyltransferase,WP_011377156.1,Cell wall/membrane biogenesis,,0.33,0.56,,WP_011295431.1,PMT9312_1614
1512374,1514602.0,2229.0,PMT9312_1615,PMT9312_RS08315,photosystem I P700 chlorophyll a apoprotein A2 (PsaB),WP_011377157.1,Not in COGs,photosynthesis (GO:0015979),,-1.21,,WP_011295427.1,PMT9312_1615
1514630,1516933.0,2304.0,PMT9312_1616,PMT9312_RS08320,photosystem I P700 chlorophyll a apoprotein A1 (PsaA),WP_011377158.1,Not in COGs,photosynthesis (GO:0015979),,-1.14,,WP_011295426.1,PMT9312_1616
1522104,1522661.0,558.0,PMT9312_1621,PMT9312_RS08350,HNH endonuclease,WP_011377163.1,Defense mechanisms,,0.99,0.63,,WP_011295443.1,PMT9312_1621
1522674,1523768.0,1095.0,PMT9312_1622,PMT9312_RS08355,peptide chain release factor 1,WP_011377164.1,Translation,translational termination (GO:0006415),-0.78,-0.42,,WP_011295444.1,PMT9312_1622
1528249,1528797.0,549.0,PMT9312_1631,PMT9312_RS08400,adenylate kinase,WP_011377174.1,Nucleotide transport and metabolism,"nucleobase, nucleoside, nucleotide and nucleic acid metabolic process (GO:0006139)",-1.02,,,WP_011295454.1,PMT9312_1631
1528797,1530116.0,1320.0,PMT9312_1632,PMT9312_RS08405,preprotein translocase subunit SecY,WP_011377175.1,Intracellular trafficking and secretion,protein transport (GO:0015031),-0.81,-0.24,,WP_011295455.1,PMT9312_1632
1530611,1531234.0,624.0,PMT9312_1634,PMT9312_RS08415,30S ribosomal protein S5,WP_011377177.1,Translation,translation (GO:0006412),-0.63,,,WP_011295457.1,PMT9312_1634
1532186,1532587.0,402.0,PMT9312_1637,PMT9312_RS08430,30S ribosomal protein S8,WP_011377180.1,Not in COGs,translation (GO:0006412),-0.63,-0.31,,WP_011295460.1,PMT9312_1637
1532597,1533136.0,540.0,PMT9312_1638,PMT9312_RS08435,50S ribosomal protein L5,WP_011377181.1,Translation,translation (GO:0006412),-0.58,-0.26,,WP_011295461.1,PMT9312_1638
1533211,1533567.0,357.0,PMT9312_1639,PMT9312_RS08440,50S ribosomal protein L24,WP_011377182.1,Translation,translation (GO:0006412),-0.62,,,WP_011295462.1,PMT9312_1639
1533568,1533933.0,366.0,PMT9312_1640,PMT9312_RS08445,50S ribosomal protein L14,WP_002807235.1,Not in COGs,translation (GO:0006412),-0.63,-0.35,,WP_011295463.1,PMT9312_1640
1533930,1534196.0,267.0,PMT9312_1641,PMT9312_RS08450,30S ribosomal protein S17,WP_011377183.1,Translation,translation (GO:0006412),-0.58,-0.41,,WP_011295464.1,PMT9312_1641
1534207,1534425.0,219.0,PMT9312_1642,PMT9312_RS08455,50S ribosomal protein L29,WP_011377184.1,Not in COGs,translation (GO:0006412),-0.66,,,WP_011295465.1,PMT9312_1642
1534422,1534904.0,483.0,PMT9312_1643,PMT9312_RS08460,50S ribosomal protein L16,WP_011377185.1,Translation,translation (GO:0006412),-0.54,,,WP_011295466.1,PMT9312_1643
1537520,1538152.0,633.0,PMT9312_1649,PMT9312_RS08490,50S ribosomal protein L4,WP_011377191.1,Not in COGs,translation (GO:0006412),-0.54,-0.22,,WP_011295472.1,PMT9312_1649
1538149,1538802.0,654.0,PMT9312_1650,PMT9312_RS08495,50S ribosomal protein L3,WP_011377192.1,Not in COGs,translation (GO:0006412),-0.52,,,WP_011295473.1,PMT9312_1650
1543020,1544468.0,1449.0,PMT9312_1656,PMT9312_RS08530,DNA helicase,WP_011377198.1,Transcription,,,0.65,,WP_011295479.1,PMT9312_1656
1545392,1546897.0,1506.0,PMT9312_1658,PMT9312_RS08540,"C-3',4' desaturase CrtD",WP_011377200.1,"Secondary metabolites biosynthesis, transport and catabolism",metabolic process (GO:0008152),,0.86,,WP_011295481.1,PMT9312_1658
1558045,1559565.0,1521.0,PMT9312_1669,PMT9312_RS08605,anthranilate synthase component I,WP_011377211.1,Amino acid transport and metabolism,biosynthetic process (GO:0009058),-0.42,-1.36,,WP_011295493.1,PMT9312_1669
1559625,1560047.0,423.0,PMT9312_1670,PMT9312_RS08610,photosystem I protein PsaD,WP_011377212.1,Not in COGs,photosynthesis (GO:0015979),,-1.72,,WP_011295494.1,PMT9312_1670
1564023,1565051.0,1029.0,PMT9312_1674,PMT9312_RS08630,coproporphyrinogen III oxidase,WP_011377216.1,Not in COGs,oxidation reduction (GO:0055114),,-0.8,,WP_011295498.1,PMT9312_1674
1568606,1568788.0,183.0,,PMT9312_RS08660,hypothetical protein,WP_036923847.1,,,1.68,,,,
1569981,1571024.0,1044.0,PMT9312_1681,PMT9312_RS08670,phosphoribosylformylglycinamidine cyclo-ligase,WP_011377223.1,Nucleotide transport and metabolism,de novo' IMP biosynthetic process (GO:0006189),,-0.62,,WP_011295508.1,PMT9312_1681
1573926,1574636.0,711.0,PMT9312_1685,PMT9312_RS08690,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase",WP_011377227.1,Not in COGs,oxidation reduction (GO:0055114),,0.82,,WP_011295512.1,PMT9312_1685
1578844,1579698.0,855.0,PMT9312_1690,PMT9312_RS08715,galactose mutarotase,WP_011377232.1,Carbohydrate transport and metabolism,carbohydrate metabolic process (GO:0005975),,0.81,,WP_011295517.1,PMT9312_1690
1580651,1582018.0,1368.0,PMT9312_1692,PMT9312_RS08725,cation:proton antiporter,WP_011377234.1,Inorganic ion transport and metabolism,cation transport (GO:0006812),-0.35,-1.16,,WP_011295519.1,PMT9312_1692
1582171,1584717.0,2547.0,PMT9312_1693,PMT9312_RS08730,glycogen/starch/alpha-glucan family phosphorylase,WP_011377235.1,Carbohydrate transport and metabolism,carbohydrate metabolic process (GO:0005975),0.69,0.38,,WP_011295520.1,PMT9312_1693
1585197,1585529.0,333.0,PMT9312_1695,PMT9312_RS08740,hypothetical protein,WP_011377237.1,Not in COGs,,,-0.73,,WP_011295522.1,PMT9312_1695
1587656,1589551.0,1896.0,PMT9312_1699,PMT9312_RS08765,glutamine--fructose-6-phosphate aminotransferase,WP_011377241.1,Cell wall/membrane biogenesis,carbohydrate biosynthetic process (GO:0016051),,-0.61,,WP_011295527.1,PMT9312_1699
1589632,1589877.0,246.0,PMT9312_1700,PMT9312_RS08770,photosystem I iron-sulfur center protein PsaC,WP_011377242.1,Energy production and conversion,photosynthetic electron transport in photosystem I (GO:0009773),-0.46,-1.65,,WP_011295528.1,PMT9312_1700
1590011,1590250.0,240.0,PMT9312_1701,PMT9312_RS08775,acyl carrier protein,WP_011377243.1,Lipid transport and metabolism,fatty acid biosynthetic process (GO:0006633),,-0.7,,WP_011295529.1,PMT9312_1701
1590257,1591501.0,1245.0,PMT9312_1702,PMT9312_RS08780,beta-ketoacyl-[acyl-carrier-protein] synthase II,WP_011377244.1,Lipid transport and metabolism,biosynthetic process (GO:0009058),-0.5,-0.76,,WP_011295530.1,PMT9312_1702
1593565,1594935.0,1371.0,PMT9312_1704,PMT9312_RS08790,phosphomethylpyrimidine synthase,WP_011377246.1,Not in COGs,thiamin biosynthetic process (GO:0009228),-0.33,-0.79,,WP_011295532.1,PMT9312_1704
1603004,1604056.0,1053.0,PMT9312_1715,PMT9312_RS08845,rod shape-determining protein,WP_011377257.1,"Cell cycle control, mitosis and meiosis",cell morphogenesis (GO:0000902),0.6,,,WP_011295543.1,PMT9312_1715
1604190,1604564.0,375.0,PMT9312_1716,PMT9312_RS08850,single-stranded DNA-binding protein,WP_036923880.1,"Replication, recombination and repair",DNA replication (GO:0006260),0.52,-0.64,,WP_011295544.1,PMT9312_1716
1604561,1605220.0,660.0,PMT9312_1717,PMT9312_RS08855,DedA family protein,WP_011377259.1,Function unknown,,,0.92,,WP_011295545.1,PMT9312_1717
1605223,1606641.0,1419.0,PMT9312_1718,PMT9312_RS08860,adenosylhomocysteinase,WP_011377260.1,Coenzyme transport and metabolism,metabolic process (GO:0008152),0.52,0.88,,WP_011295546.1,PMT9312_1718
1607088,1608086.0,999.0,PMT9312_1720,PMT9312_RS08870,carbohydrate kinase,WP_011377262.1,Carbohydrate transport and metabolism,,,-1.05,,WP_011295548.1,PMT9312_1720
1608177,1609091.0,915.0,PMT9312_1721,PMT9312_RS08875,alpha/beta hydrolase,WP_011377263.1,General function prediction only,,0.44,1.31,,WP_011295550.1,PMT9312_1721
1609076,1610077.0,1002.0,PMT9312_1722,PMT9312_RS08880,"RNA polymerase sigma factor, RpoD/SigA family",WP_036923838.1,Transcription,"regulation of transcription, DNA-dependent (GO:0006355)",0.79,0.78,,WP_011295551.1,PMT9312_1722
1612328,1612657.0,330.0,PMT9312_1726,PMT9312_RS08900,hypothetical protein,WP_011377268.1,Not in COGs,,-0.51,-0.56,,WP_011295556.1,PMT9312_1726
1614761,1615660.0,900.0,PMT9312_1728,PMT9312_RS08910,tRNA (adenosine(37)-N6)-dimethylallyltransferaseMiaA,WP_011377270.1,Translation,tRNA processing (GO:0008033),,0.53,,WP_011295558.1,PMT9312_1728
1621108,1621563.0,456.0,PMT9312_1733,PMT9312_RS08935,N-acetyltransferase,WP_011377275.1,Not in COGs,metabolic process (GO:0008152),-0.49,-1.1,,WP_011295575.1,PMT9312_1733
1621585,1622016.0,432.0,PMT9312_1734,PMT9312_RS08940,nuclear transport factor 2 family protein,WP_011377276.1,Not in COGs,,0.73,1.18,,WP_011294872.1,PMT9312_1734
1622720,1622917.0,198.0,PMT9312_1736,PMT9312_RS08955,photosystem II core protein PsbZ,WP_011377278.1,Not in COGs,photosystem II stabilization (GO:0042549),,-0.74,,WP_011295586.1,PMT9312_1736
1626516,1627517.0,1002.0,PMT9312_1739,PMT9312_RS08970,DNA polymerase III subunit delta,WP_011377281.1,"Replication, recombination and repair",DNA replication (GO:0006260),,0.91,,WP_011295589.1,PMT9312_1739
1629325,1631364.0,2040.0,PMT9312_1741,PMT9312_RS08980,excinuclease ABC subunit B,WP_011377283.1,"Replication, recombination and repair",DNA repair (GO:0006281),0.36,0.57,,WP_011295591.1,PMT9312_1741
1632256,1633266.0,1011.0,PMT9312_1743,PMT9312_RS08990,tRNA(Ile)-lysidine synthetase,WP_011377285.1,"Cell cycle control, mitosis and meiosis",translation (GO:0006412),,-0.6,,WP_011295593.1,PMT9312_1743
1639640,1641007.0,1368.0,PMT9312_1749,PMT9312_RS09020,ATP-dependent Clp protease ATP-binding subunit ClpX,WP_011377291.1,"Posttranslational modification, protein turnover, chaperones",protein folding (GO:0006457),,-0.97,,WP_011295599.1,PMT9312_1749
1641066,1642805.0,1740.0,PMT9312_1750,PMT9312_RS09025,DNA polymerase III subunit gamma/tau,WP_011377292.1,"Replication, recombination and repair",DNA replication (GO:0006260),-0.57,-0.86,,WP_011295600.1,PMT9312_1750
1642807,1644108.0,1302.0,PMT9312_1751,PMT9312_RS09030,glycosyl transferase family 2,WP_011377293.1,Cell wall/membrane biogenesis,,,-0.84,,WP_011295601.1,PMT9312_1751
1646376,1646933.0,558.0,PMT9312_1755,PMT9312_RS09050,hypothetical protein,WP_011377297.1,Not in COGs,,-0.6,,,WP_011295605.1,PMT9312_1755
1647901,1649094.0,1194.0,PMT9312_1757,PMT9312_RS09060,NAD-dependent dehydratase,WP_011377299.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),-0.41,-0.63,,WP_011295608.1,PMT9312_1757
1649122,1650255.0,1134.0,PMT9312_1758,PMT9312_RS09065,glycosyl transferase,WP_011377300.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),-0.59,-0.74,,WP_011295609.1,PMT9312_1758
1653599,1653988.0,390.0,PMT9312_1761,PMT9312_RS09080,glycine cleavage system protein H,WP_011377303.1,Amino acid transport and metabolism,glycine catabolic process (GO:0006546),,0.77,,WP_011295612.1,PMT9312_1761
1653991,1655283.0,1293.0,PMT9312_1762,PMT9312_RS09085,hypothetical protein,WP_011377304.1,Inorganic ion transport and metabolism,,-0.52,1.14,,WP_011295613.1,PMT9312_1762
1655287,1656000.0,714.0,PMT9312_1763,PMT9312_RS09090,hypothetical protein,WP_011377305.1,Not in COGs,,,1.73,,WP_011295614.1,PMT9312_1763
1656076,1657014.0,939.0,PMT9312_1764,PMT9312_RS09095,acyl-CoA desaturase,WP_011377306.1,Lipid transport and metabolism,lipid metabolic process (GO:0006629),,2.07,,WP_011295615.1,PMT9312_1764
1661515,1662078.0,564.0,PMT9312_1769,PMT9312_RS09120,hypothetical protein,WP_011377311.1,Not in COGs,,,-0.74,,WP_011295620.1,PMT9312_1769
1662775,1663194.0,420.0,PMT9312_1771,PMT9312_RS09130,hypothetical protein,WP_011377313.1,Not in COGs,,,0.56,,WP_011295622.1,PMT9312_1771
1668259,1668645.0,387.0,PMT9312_1776,PMT9312_RS09535,AIR synthase,WP_011377318.1,Not in COGs,,,-0.59,,WP_011295628.1,PMT9312_1776
1676093,1676764.0,672.0,PMT9312_1783,PMT9312_RS09190,7-carboxy-7-deazaguanine synthase,WP_036924377.1,"Posttranslational modification, protein turnover, chaperones",,-0.66,-0.67,,WP_011295636.1,PMT9312_1783
1680413,1681681.0,1269.0,PMT9312_1788,PMT9312_RS09215,tetracycline resistance MFS efflux pump,WP_011377330.1,Not in COGs,response to antibiotic (GO:0046677),0.73,0.85,,WP_011295647.1,PMT9312_1788
1683968,1684987.0,1020.0,PMT9312_1790,PMT9312_RS09225,RNA polymerase sigma factor RpoD,WP_011377332.1,Transcription,"regulation of transcription, DNA-dependent (GO:0006355)",,-1.28,,WP_011295649.1,PMT9312_1790
1685627,1686694.0,1068.0,PMT9312_1792,PMT9312_RS09235,phospho-2-dehydro-3-deoxyheptonate aldolase,WP_011377334.1,Amino acid transport and metabolism,aromatic amino acid family biosynthetic process (GO:0009073),-0.5,-1.11,,WP_011295651.1,PMT9312_1792
1686792,1689365.0,2574.0,PMT9312_1793,PMT9312_RS09240,aconitate hydratase B,WP_011377335.1,Energy production and conversion,metabolic process (GO:0008152),,-0.55,,WP_011295652.1,PMT9312_1793
1689375,1690733.0,1359.0,PMT9312_1794,PMT9312_RS09245,ClC family H(+)/Cl(-) exchange transporter,WP_011377336.1,Inorganic ion transport and metabolism,chloride transport (GO:0006821),-0.66,,,,PMT9312_1794
1692726,1694633.0,1908.0,PMT9312_1797,PMT9312_RS09260,molecular chaperone DnaK,WP_036924388.1,"Posttranslational modification, protein turnover, chaperones",protein folding (GO:0006457),1.0,0.87,,WP_011295656.1,PMT9312_1797
1694751,1695611.0,861.0,PMT9312_1798,PMT9312_RS09265,shikimate dehydrogenase,WP_011377340.1,Amino acid transport and metabolism,metabolic process (GO:0008152),-0.45,-0.8,,WP_011295657.1,PMT9312_1798
1697432,1697626.0,195.0,,PMT9312_RS09280,hypothetical protein,WP_036924374.1,,,,1.1,,WP_011295661.1,
1699029,1699274.0,246.0,PMT9312_1816,PMT9312_RS09295,hypothetical protein,WP_011377345.1,Not in COGs,,1.08,0.66,,WP_011295664.1,PMT9312_1816
1699208,1700617.0,1410.0,PMT9312_1803,PMT9312_RS09300,glycosyl transferase,WP_011377346.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),,-1.26,,WP_011295665.1,PMT9312_1803
1700820,1703723.0,2904.0,PMT9312_1804,PMT9312_RS09305,excinuclease ABC subunit A,WP_011377347.1,"Replication, recombination and repair",nucleotide-excision repair (GO:0006289),0.39,0.86,,WP_011295666.1,PMT9312_1804
1705529,1707385.0,1857.0,PMT9312_1806,PMT9312_RS09315,hypothetical protein,WP_011377349.1,General function prediction only,protein amino acid phosphorylation (GO:0006468),,0.71,,WP_011295668.1,PMT9312_1806
1707387,1707959.0,573.0,PMT9312_1807,PMT9312_RS09320,hypothetical protein,WP_011377350.1,Not in COGs,,0.3,0.81,,WP_011295669.1,PMT9312_1807
# annotations refined for selected putative transporters based on transportDB 2.0 information  ,,,,,,,,,,,,,
