Supplementary Dataset 3: List of full set of Prochlorococcus MIT9312 genes for which signficant differential expression was observed on exposure to HDPE or PVC leachate (relative to AMP1 control). Gene features are provided based on current NCBI annotation (NC007577.1)  and cyanobase functional information (http://genome.microbedb.jp/cyanobase/). ,,,,,,,,,,,,
Gene Start,Gene End,Gene Length,MIT9312 original locus tag,MIT9312 (2017 NCBI),product,protein_id,COG (cyanobase),GO (cyanobase),HDPE log2 Fold change,PVC log2 Fold change,,NAT_homolog
1590257,1591501,1245,PMT9312_1702,PMT9312_RS08780,beta-ketoacyl-[acyl-carrier-protein] synthase II,WP_011377244.1,Lipid transport and metabolism,biosynthetic process (GO:0009058),-0.50,-0.76,,WP_011295530.1
1593565,1594935,1371,PMT9312_1704,PMT9312_RS08790,phosphomethylpyrimidine synthase,WP_011377246.1,Not in COGs,thiamin biosynthetic process (GO:0009228),-0.33,-0.79,,WP_011295532.1
1603004,1604056,1053,PMT9312_1715,PMT9312_RS08845,rod shape-determining protein,WP_011377257.1,"Cell cycle control, mitosis and meiosis",cell morphogenesis (GO:0000902),0.60,,,WP_011295543.1
1604190,1604564,375,PMT9312_1716,PMT9312_RS08850,single-stranded DNA-binding protein,WP_036923880.1,"Replication, recombination and repair",DNA replication (GO:0006260),0.52,-0.64,,WP_011295544.1
1604561,1605220,660,PMT9312_1717,PMT9312_RS08855,DedA family protein,WP_011377259.1,Function unknown,,,0.92,,WP_011295545.1
1605223,1606641,1419,PMT9312_1718,PMT9312_RS08860,adenosylhomocysteinase,WP_011377260.1,Coenzyme transport and metabolism,metabolic process (GO:0008152),0.52,0.88,,WP_011295546.1
1607088,1608086,999,PMT9312_1720,PMT9312_RS08870,carbohydrate kinase,WP_011377262.1,Carbohydrate transport and metabolism,,,-1.05,,WP_011295548.1
1608177,1609091,915,PMT9312_1721,PMT9312_RS08875,alpha/beta hydrolase,WP_011377263.1,General function prediction only,,0.44,1.31,,WP_011295550.1
1609076,1610077,1002,PMT9312_1722,PMT9312_RS08880,"RNA polymerase sigma factor, RpoD/SigA family",WP_036923838.1,Transcription,"regulation of transcription, DNA-dependent (GO:0006355)",0.79,0.78,,WP_011295551.1
1612328,1612657,330,PMT9312_1726,PMT9312_RS08900,hypothetical protein,WP_011377268.1,Not in COGs,,-0.51,-0.56,,WP_011295556.1
1614761,1615660,900,PMT9312_1728,PMT9312_RS08910,tRNA (adenosine(37)-N6)-dimethylallyltransferaseMiaA,WP_011377270.1,Translation,tRNA processing (GO:0008033),,0.53,,WP_011295558.1
1621108,1621563,456,PMT9312_1733,PMT9312_RS08935,N-acetyltransferase,WP_011377275.1,Not in COGs,metabolic process (GO:0008152),-0.49,-1.10,,WP_011295575.1
1621585,1622016,432,PMT9312_1734,PMT9312_RS08940,nuclear transport factor 2 family protein,WP_011377276.1,Not in COGs,,0.73,1.18,,WP_011294872.1
1622720,1622917,198,PMT9312_1736,PMT9312_RS08955,photosystem II core protein PsbZ,WP_011377278.1,Not in COGs,photosystem II stabilization (GO:0042549),,-0.74,,WP_011295586.1
1626516,1627517,1002,PMT9312_1739,PMT9312_RS08970,DNA polymerase III subunit delta,WP_011377281.1,"Replication, recombination and repair",DNA replication (GO:0006260),,0.91,,WP_011295589.1
1629325,1631364,2040,PMT9312_1741,PMT9312_RS08980,excinuclease ABC subunit B,WP_011377283.1,"Replication, recombination and repair",DNA repair (GO:0006281),0.36,0.57,,WP_011295591.1
1632256,1633266,1011,PMT9312_1743,PMT9312_RS08990,tRNA(Ile)-lysidine synthetase,WP_011377285.1,"Cell cycle control, mitosis and meiosis",translation (GO:0006412),,-0.60,,WP_011295593.1
1639640,1641007,1368,PMT9312_1749,PMT9312_RS09020,ATP-dependent Clp protease ATP-binding subunit ClpX,WP_011377291.1,"Posttranslational modification, protein turnover, chaperones",protein folding (GO:0006457),,-0.97,,WP_011295599.1
1641066,1642805,1740,PMT9312_1750,PMT9312_RS09025,DNA polymerase III subunit gamma/tau,WP_011377292.1,"Replication, recombination and repair",DNA replication (GO:0006260),-0.57,-0.86,,WP_011295600.1
1642807,1644108,1302,PMT9312_1751,PMT9312_RS09030,glycosyl transferase family 2,WP_011377293.1,Cell wall/membrane biogenesis,,,-0.84,,WP_011295601.1
1646376,1646933,558,PMT9312_1755,PMT9312_RS09050,hypothetical protein,WP_011377297.1,Not in COGs,,-0.60,,,WP_011295605.1
1647901,1649094,1194,PMT9312_1757,PMT9312_RS09060,NAD-dependent dehydratase,WP_011377299.1,Cell wall/membrane biogenesis,cellular metabolic process (GO:0044237),-0.41,-0.63,,WP_011295608.1
1649122,1650255,1134,PMT9312_1758,PMT9312_RS09065,glycosyl transferase,WP_011377300.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),-0.59,-0.74,,WP_011295609.1
1653599,1653988,390,PMT9312_1761,PMT9312_RS09080,glycine cleavage system protein H,WP_011377303.1,Amino acid transport and metabolism,glycine catabolic process (GO:0006546),,0.77,,WP_011295612.1
1653991,1655283,1293,PMT9312_1762,PMT9312_RS09085,hypothetical protein,WP_011377304.1,Inorganic ion transport and metabolism,,-0.52,1.14,,WP_011295613.1
1655287,1656000,714,PMT9312_1763,PMT9312_RS09090,hypothetical protein,WP_011377305.1,Not in COGs,,,1.73,,WP_011295614.1
1656076,1657014,939,PMT9312_1764,PMT9312_RS09095,acyl-CoA desaturase,WP_011377306.1,Lipid transport and metabolism,lipid metabolic process (GO:0006629),,2.07,,WP_011295615.1
1661515,1662078,564,PMT9312_1769,PMT9312_RS09120,hypothetical protein,WP_011377311.1,Not in COGs,,,-0.74,,WP_011295620.1
1662775,1663194,420,PMT9312_1771,PMT9312_RS09130,hypothetical protein,WP_011377313.1,Not in COGs,,,0.56,,WP_011295622.1
1668259,1668645,387,PMT9312_1776,PMT9312_RS09535,AIR synthase,WP_011377318.1,Not in COGs,,,-0.59,,WP_011295628.1
1676093,1676764,672,PMT9312_1783,PMT9312_RS09190,7-carboxy-7-deazaguanine synthase,WP_036924377.1,"Posttranslational modification, protein turnover, chaperones",,-0.66,-0.67,,WP_011295636.1
1680413,1681681,1269,PMT9312_1788,PMT9312_RS09215,tetracycline resistance MFS efflux pump,WP_011377330.1,Not in COGs,response to antibiotic (GO:0046677),0.73,0.85,,WP_011295647.1
1683968,1684987,1020,PMT9312_1790,PMT9312_RS09225,RNA polymerase sigma factor RpoD,WP_011377332.1,Transcription,"regulation of transcription, DNA-dependent (GO:0006355)",,-1.28,,WP_011295649.1
1685627,1686694,1068,PMT9312_1792,PMT9312_RS09235,phospho-2-dehydro-3-deoxyheptonate aldolase,WP_011377334.1,Amino acid transport and metabolism,aromatic amino acid family biosynthetic process (GO:0009073),-0.50,-1.11,,WP_011295651.1
1686792,1689365,2574,PMT9312_1793,PMT9312_RS09240,aconitate hydratase B,WP_011377335.1,Energy production and conversion,metabolic process (GO:0008152),,-0.55,,WP_011295652.1
1689375,1690733,1359,PMT9312_1794,PMT9312_RS09245,ClC family H(+)/Cl(-) exchange transporter,WP_011377336.1,Inorganic ion transport and metabolism,chloride transport (GO:0006821),-0.66,,,
1692726,1694633,1908,PMT9312_1797,PMT9312_RS09260,molecular chaperone DnaK,WP_036924388.1,"Posttranslational modification, protein turnover, chaperones",protein folding (GO:0006457),1.00,0.87,,WP_011295656.1
1694751,1695611,861,PMT9312_1798,PMT9312_RS09265,shikimate dehydrogenase,WP_011377340.1,Amino acid transport and metabolism,metabolic process (GO:0008152),-0.45,-0.80,,WP_011295657.1
1697432,1697626,195,,PMT9312_RS09280,hypothetical protein,WP_036924374.1,#N/A,,,1.10,,WP_011295661.1
1699029,1699274,246,PMT9312_1816,PMT9312_RS09295,hypothetical protein,WP_011377345.1,Not in COGs,,1.08,0.66,,WP_011295664.1
1699208,1700617,1410,PMT9312_1803,PMT9312_RS09300,glycosyl transferase,WP_011377346.1,Cell wall/membrane biogenesis,biosynthetic process (GO:0009058),,-1.26,,WP_011295665.1
1700820,1703723,2904,PMT9312_1804,PMT9312_RS09305,excinuclease ABC subunit A,WP_011377347.1,"Replication, recombination and repair",nucleotide-excision repair (GO:0006289),0.39,0.86,,WP_011295666.1
1705529,1707385,1857,PMT9312_1806,PMT9312_RS09315,hypothetical protein,WP_011377349.1,General function prediction only,protein amino acid phosphorylation (GO:0006468),,0.71,,WP_011295668.1
1707387,1707959,573,PMT9312_1807,PMT9312_RS09320,hypothetical protein,WP_011377350.1,Not in COGs,,0.30,0.81,,WP_011295669.1
# annotations refined for selected putative transporters based on transportDB 2.0 information  ,,,,,,,,,,,,
