GeneID,logFC,logCPM,PValue,FDR,GeneName,Chr,Start,End,locus_tag,Product,KEGG,GO_Biological_Process,GO_Cellular_Component,GO_Molecular_Function,COG,resolved_locus_tag,resolution_method
gene-NATL1_16811,0.773661146,7.826415958,3.06e-05,0.000834588,argF,CP000553.1,1369726,1370682,NATL1_16811,Ornithine carbamoyltransferase,K00611,GO:0006526:arginine biosynthetic process,GO:0005737:cytoplasm,GO:0016597:amino acid binding;GO:0004585:ornithine carbamoyltransferase activity,"gnl|CDD|223156;COG0078, ArgF, Ornithine carbamoyltransferase [Amino acid transport and metabolism].",NATL1_16811,tier1:GeneID
gene-NATL1_06321,0.881902909,6.912489344,3.31e-05,0.000891772,NATL1_06321,CP000553.1,572599,573522,NATL1_06321,Putative type II alternative sigma factor%2C sigma70 family,-,-,-,-,"gnl|CDD|223642;COG0568, RpoD, DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) [Transcription].",NATL1_06321,tier1:GeneID
gene-NATL1_19641,0.888219944,5.143467671,3.46e-05,0.000923524,NATL1_19641,CP000553.1,1621938,1622804,NATL1_19641,conserved hypothetical protein,-,-,-,-,-,NATL1_19641,tier1:GeneID
gene-NATL1_11791,0.80457199,5.354225661,4.11e-05,0.001082005,NATL1_11791,CP000553.1,1044199,1044618,NATL1_11791,Hypothetical protein,-,-,-,-,"gnl|CDD|226211;COG3686, COG3686, Predicted membrane protein [Function unknown].",NATL1_11791,tier1:GeneID
gene-NATL1_16211,1.074790039,11.59076526,4.91e-05,0.00127833,NATL1_16211,CP000553.1,1324436,1325683,NATL1_16211,porin-like protein,-,-,-,-,-,NATL1_16211,tier1:GeneID
gene-NATL1_08061,-0.800268747,7.63424145,5.05e-05,0.001299066,hemA,CP000553.1,742341,743666,NATL1_08061,glutamyl-tRNA reductase,K02492,GO:0015995:chlorophyll biosynthetic process;GO:0006782:protoporphyrinogen IX biosynthetic process,-,GO:0008883:glutamyl-tRNA reductase activity;GO:0050661:NADP binding,"gnl|CDD|223450;COG0373, HemA, Glutamyl-tRNA reductase [Coenzyme metabolism].",NATL1_08061,tier1:GeneID
gene-NATL1_01391,-0.868058578,7.163461985,5.57e-05,0.001416148,NATL1_01391,CP000553.1,136586,137668,NATL1_01391,Uncharacterized protein conserved in bacteria,-,-,-,-,"gnl|CDD|225867;COG3330, COG3330, Uncharacterized protein conserved in bacteria [Function unknown].",NATL1_01391,tier1:GeneID
gene-NATL1_20041,0.72338126,6.199972614,5.82e-05,0.001463617,NATL1_20041,CP000553.1,1647959,1648423,NATL1_20041,NADH dehydrogenase I subunit N,K05585,-,GO:0042651:thylakoid membrane,"GO:0016655:oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;GO:0048038:quinone binding",-,NATL1_20041,tier1:GeneID
gene-NATL1_19511,-0.868160115,5.439758743,6e-05,0.001492394,rpsG,CP000553.1,1604281,1604751,NATL1_19511,30S ribosomal protein S7,K02992,GO:0006412:translation,GO:0015935:small ribosomal subunit,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome;GO:0000049:tRNA binding,"gnl|CDD|223127;COG0049, RpsG, Ribosomal protein S7 [Translation, ribosomal structure and biogenesis].",NATL1_19511,tier1:GeneID
gene-NATL1_04791,0.969225109,14.38101295,6.23e-05,0.001533033,NATL1_04791,CP000553.1,435875,436876,NATL1_04791,Hypothetical protein,-,-,-,-,-,NATL1_04791,tier1:GeneID
gene-NATL1_02901,-0.753042177,5.817572025,7.1e-05,0.001711752,NATL1_02901,CP000553.1,268204,269196,NATL1_02901,putative sodium-dependent bicarbonate transporter,-,-,-,-,"gnl|CDD|225866;COG3329, COG3329, Predicted permease [General function prediction only].",NATL1_02901,tier1:GeneID
gene-NATL1_01211,0.899448091,4.479722727,7.11e-05,0.001711752,smc,CP000553.1,115731,119336,NATL1_01211,putative chromosome segregation protein%2C SMC ATPase superfamily,-,-,-,-,"gnl|CDD|224117;COG1196, Smc, Chromosome segregation ATPases [Cell division and chromosome partitioning].",NATL1_01211,tier1:GeneID
gene-NATL1_15801,0.833608338,5.044332172,7.34e-05,0.001748984,NATL1_15801,CP000553.1,1286946,1287854,NATL1_15801,Hypothetical protein,-,-,-,-,-,NATL1_15801,tier1:GeneID
gene-NATL1_07441,-0.716547335,8.675232422,7.54e-05,0.001777338,NATL1_07441,CP000553.1,686109,686459,NATL1_07441,Hypothetical protein,-,-,-,-,-,NATL1_07441,tier1:GeneID
gene-NATL1_05651,0.692558831,7.359065431,8.58e-05,0.002001158,psb27,CP000553.1,511780,512214,NATL1_05651,possible Photosystem II reaction center Psb27 protein,K08902,-,-,-,-,NATL1_05651,tier1:GeneID
gene-NATL1_01031,1.101017942,6.798692556,9.26e-05,0.002121828,NATL1_01031,CP000553.1,102312,102419,NATL1_01031,Hypothetical protein,-,-,-,-,-,NATL1_01031,tier1:GeneID
gene-NATL1_05751,0.891434665,4.205137256,9.29e-05,0.002121828,NATL1_05751,CP000553.1,520211,522007,NATL1_05751,putative peptidoglycan synthetase (pbp transpeptidase domain),K03587,-,-,-,"gnl|CDD|223839;COG0768, FtsI, Cell division protein FtsI/penicillin-binding protein 2 [Cell envelope biogenesis, outer membrane].",NATL1_05751,tier1:GeneID
gene-NATL1_18511,-0.671123852,8.536757268,9.49e-05,0.002145791,NATL1_18511,CP000553.1,1513314,1513826,NATL1_18511,ATP synthase B/B' CF(0),K02109,GO:0015986:ATP synthesis coupled proton transport,"GO:0016021:integral component of membrane;GO:0045263:proton-transporting ATP synthase complex, coupling factor F(o);GO:0042651:thylakoid membrane","GO:0046933:proton-transporting ATP synthase activity, rotational mechanism","gnl|CDD|223783;COG0711, AtpF, F0F1-type ATP synthase, subunit b [Energy production and conversion].",NATL1_18511,tier1:GeneID
gene-NATL1_18261,1.203270944,2.882615777,9.95e-05,0.002227852,NATL1_18261,CP000553.1,1490426,1490746,NATL1_18261,Hypothetical protein,-,-,-,-,-,NATL1_18261,tier1:GeneID
gene-NATL1_19881,-0.736781935,5.254042452,0.00010186,0.002258069,rplR,CP000553.1,1639983,1640351,NATL1_19881,50S ribosomal protein L18,K02881,GO:0006412:translation,GO:0005840:ribosome,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome,"gnl|CDD|223334;COG0256, RplR, Ribosomal protein L18 [Translation, ribosomal structure and biogenesis].",NATL1_19881,tier1:GeneID
gene-NATL1_19651,-0.835495793,5.666936211,0.000105493,0.002300416,NATL1_19651,CP000553.1,1622797,1622931,NATL1_19651,Hypothetical protein,-,-,-,-,-,NATL1_19651,tier1:GeneID
gene-NATL1_02141,-0.646926094,8.989807808,0.00010663,0.002300416,NATL1_02141,CP000553.1,199324,199755,NATL1_02141,RNA-binding region RNP-1 (RNA recognition motif),-,-,-,-,"gnl|CDD|223796;COG0724, COG0724, RNA-binding proteins (RRM domain) [General function prediction only].",NATL1_02141,tier1:GeneID
gene-NATL1_03031,-0.747765067,12.36275355,0.000106853,0.002300416,psbA,CP000553.1,280642,281724,NATL1_03031,Hypothetical protein,K02703,GO:0009772:photosynthetic electron transport in photosystem II;GO:0018298:protein-chromophore linkage;GO:0009635:response to herbicide,GO:0016021:integral component of membrane;GO:0009523:photosystem II;GO:0042651:thylakoid membrane,"GO:0016168:chlorophyll binding;GO:0045156:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;GO:0005506:iron ion binding;GO:0016682:oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor",-,NATL1_03031,tier1:GeneID
gene-NATL1_21391,0.684172015,7.7442355,0.000113353,0.002417113,gcvH,CP000553.1,1797278,1797664,NATL1_21391,putative Glycine cleavage H-protein,K02437,GO:0019464:glycine decarboxylation via glycine cleavage system,GO:0005960:glycine cleavage complex,-,"gnl|CDD|223583;COG0509, GcvH, Glycine cleavage system H protein (lipoate-binding) [Amino acid transport and metabolism].",NATL1_21391,tier1:GeneID
gene-NATL1_20021,-0.705275475,7.497644198,0.000116056,0.00245142,rplD,CP000553.1,1646297,1646935,NATL1_20021,50S ribosomal protein L4,K02926,GO:0006412:translation,GO:0005840:ribosome,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome,"gnl|CDD|223166;COG0088, RplD, Ribosomal protein L4 [Translation, ribosomal structure and biogenesis].",NATL1_20021,tier1:GeneID
gene-NATL1_05981,0.650753823,7.34950536,0.000139707,0.002916923,chlN,CP000553.1,543854,545113,NATL1_05981,Light-independent protochlorophyllide reductase subunit N,K04038,"GO:0036068:light-independent chlorophyll biosynthetic process;GO:0019685:photosynthesis, dark reaction",-,"GO:0051539:4 iron, 4 sulfur cluster binding;GO:0005524:ATP binding;GO:0046872:metal ion binding;GO:0016730:oxidoreductase activity, acting on iron-sulfur proteins as donors;GO:0016636:oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor","gnl|CDD|225335;COG2710, NifD, Nitrogenase molybdenum-iron protein, alpha and beta chains [Energy production and conversion].",NATL1_05981,tier1:GeneID
gene-NATL1_15061,0.840827645,4.83407299,0.0001407,0.002916923,NATL1_15061,CP000553.1,1219118,1219675,NATL1_15061,conserved hypothetical,-,-,-,-,-,NATL1_15061,tier1:GeneID
gene-NATL1_15471,1.027521379,4.119520974,0.000143923,0.002940858,NATL1_15471,CP000553.1,1258929,1259174,NATL1_15471,Hypothetical protein,-,-,-,-,-,NATL1_15471,tier1:GeneID
gene-NATL1_21971,0.731235977,5.666118163,0.000144482,0.002940858,recN,CP000553.1,1859235,1860920,NATL1_21971,DNA repair protein RecN%2C ABC transporter,-,-,-,-,"gnl|CDD|223571;COG0497, RecN, ATPase involved in DNA repair [DNA replication, recombination, and repair].",NATL1_21971,tier1:GeneID
gene-NATL1_02821,0.655735345,7.662578681,0.000168624,0.00340135,NATL1_02821,CP000553.1,260096,260236,NATL1_02821,Hypothetical protein,K03073,-,-,-,"gnl|CDD|223762;COG0690, SecE, Preprotein translocase subunit SecE [Intracellular trafficking and secretion].",NATL1_02821,tier1:GeneID
gene-NATL1_05721,-0.808703852,4.91410495,0.000178051,0.003559423,gpmB,CP000553.1,516869,518197,NATL1_05721,possible alpha-ribazole-5'-P phosphatase,K15634,-,-,-,"gnl|CDD|223483;COG0406, phoE, Broad specificity phosphatase PhoE and related phosphatases [General function prediction only].",NATL1_05721,tier1:GeneID
gene-NATL1_16911,0.916457925,5.289755199,0.000185111,0.003667824,NATL1_16911,CP000553.1,1378840,1379403,NATL1_16911,conserved hypothetical protein,-,-,-,-,-,NATL1_16911,tier1:GeneID
gene-NATL1_04391,1.030811128,3.53397521,0.000188523,0.003702653,miaE,CP000553.1,402887,403501,NATL1_04391,putative tRNA-(MS[2]IO[6]A)-hydroxylase-like protein,-,-,-,-,"gnl|CDD|226853;COG4445, MiaE, Hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA [Nucleotide transport and metabolism / Translation, ribosomal structure and biogenesis].",NATL1_04391,tier1:GeneID
gene-NATL1_19951,-0.75241479,4.937981319,0.000197179,0.00383898,rpmC,CP000553.1,1642990,1643202,NATL1_19951,50S ribosomal protein L29,K02904,GO:0006412:translation,GO:0005840:ribosome,GO:0003735:structural constituent of ribosome,"gnl|CDD|223333;COG0255, RpmC, Ribosomal protein L29 [Translation, ribosomal structure and biogenesis].",NATL1_19951,tier1:GeneID
gene-NATL1_18481,-0.668207676,9.676891584,0.000216371,0.004176336,NATL1_18481,CP000553.1,1510203,1511153,NATL1_18481,ATP synthase gamma subunit,K02115,GO:0015986:ATP synthesis coupled proton transport,"GO:0045261:proton-transporting ATP synthase complex, catalytic core F(1);GO:0042651:thylakoid membrane","GO:0005524:ATP binding;GO:0046933:proton-transporting ATP synthase activity, rotational mechanism","gnl|CDD|223302;COG0224, AtpG, F0F1-type ATP synthase, gamma subunit [Energy production and conversion].",NATL1_18481,tier1:GeneID
gene-NATL1_19661,-1.221650772,3.711390906,0.000223063,0.004268708,NATL1_19661,CP000553.1,1623054,1623617,NATL1_19661,Hypothetical protein,-,-,-,-,-,NATL1_19661,tier1:GeneID
gene-NATL1_02471,0.770590919,6.665333098,0.000232264,0.004407103,ndhH,CP000553.1,227958,229142,NATL1_02471,putative NADH dehydrogenase subunit,K05579,"GO:0019684:photosynthesis, light reaction",GO:0042651:thylakoid membrane,"GO:0051287:NAD binding;GO:0016655:oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;GO:0048038:quinone binding","gnl|CDD|223722;COG0649, NuoD, NADH:ubiquinone oxidoreductase 49 kD subunit 7 [Energy production and conversion].",NATL1_02471,tier1:GeneID
gene-NATL1_12121,1.593524257,1.601510381,0.000239947,0.004514636,NATL1_12121,CP000553.1,1062133,1062429,NATL1_12121,Hypothetical protein,-,-,-,-,-,NATL1_12121,tier1:GeneID
gene-NATL1_04891,0.646251194,6.991503007,0.000253612,0.004731973,NATL1_04891,CP000553.1,444123,445670,NATL1_04891,-,K05573,"GO:0042773:ATP synthesis coupled electron transport;GO:0019684:photosynthesis, light reaction",GO:0016021:integral component of membrane;GO:0042651:thylakoid membrane,GO:0008137:NADH dehydrogenase (ubiquinone) activity;GO:0048038:quinone binding,"gnl|CDD|223939;COG1007, NuoN, NADH:ubiquinone oxidoreductase subunit 2 (chain N) [Energy production and conversion].",,unresolved
gene-NATL1_21411,1.01308732,3.410937625,0.00025931,0.004798308,NATL1_21411,CP000553.1,1798990,1799724,NATL1_21411,conserved hypothetical protein,-,-,-,-,-,NATL1_21411,tier1:GeneID
gene-NATL1_18381,-0.723659598,11.46818597,0.000267547,0.004910145,atpD,CP000553.1,1500122,1501588,NATL1_18381,ATP synthase F1%2C beta subunit,K02112,GO:0015986:ATP synthesis coupled proton transport,"GO:0045261:proton-transporting ATP synthase complex, catalytic core F(1);GO:0042651:thylakoid membrane","GO:0005524:ATP binding;GO:0046933:proton-transporting ATP synthase activity, rotational mechanism","gnl|CDD|223133;COG0055, AtpD, F0F1-type ATP synthase, beta subunit [Energy production and conversion].",NATL1_18381,tier1:GeneID
gene-NATL1_15081,-0.687493171,8.922309963,0.000282571,0.005143718,petH,CP000553.1,1221360,1222523,NATL1_15081,ferredoxin-NADP oxidoreductase (FNR),K02641,-,GO:0030089:phycobilisome,GO:0004324:ferredoxin-NADP+ reductase activity,"gnl|CDD|223446;COG0369, CysJ, Sulfite reductase, alpha subunit (flavoprotein) [Inorganic ion transport and metabolism].",NATL1_15081,tier1:GeneID
gene-NATL1_18771,-0.714762116,5.395863382,0.000308347,0.00556766,NATL1_18771,CP000553.1,1535510,1535902,NATL1_18771,conserved hypothetical protein,-,-,-,-,-,NATL1_18771,tier1:GeneID
gene-NATL1_12621,2.627716261,0.755120395,0.000312363,0.005595038,NATL1_12621,CP000553.1,1083955,1084131,NATL1_12621,Hypothetical protein,-,-,-,-,-,NATL1_12621,tier1:GeneID
gene-NATL1_13891,0.693456234,6.551955993,0.000322977,0.005739249,NATL1_13891,CP000553.1,1139475,1139906,NATL1_13891,Hypothetical protein,-,-,-,-,"gnl|CDD|224829;COG1917, COG1917, Uncharacterized conserved protein, contains double-stranded beta-helix domain [Function unknown].",NATL1_13891,tier1:GeneID
gene-NATL1_02111,-2.414207114,0.432696343,0.000336739,0.005936674,NATL1_02111,CP000553.1,197109,197828,NATL1_02111,putative molecular chaperone,-,-,-,-,"gnl|CDD|224135;COG1214, COG1214, Inactive homolog of metal-dependent proteases, putative molecular chaperone [Posttranslational modification, protein turnover, chaperones].",NATL1_02111,tier1:GeneID
gene-NATL1_13941,2.103800836,1.221654916,0.000348309,0.006092694,NATL1_13941,CP000553.1,1141562,1141669,NATL1_13941,Hypothetical protein,-,-,-,-,-,NATL1_13941,tier1:GeneID
gene-NATL1_04161,0.614841663,8.34263991,0.000371283,0.006444215,NATL1_04161,CP000553.1,381145,382518,NATL1_04161,carboxyl-terminal protease,-,-,-,-,"gnl|CDD|223864;COG0793, Prc, Periplasmic protease [Cell envelope biogenesis, outer membrane].",NATL1_04161,tier1:GeneID
gene-NATL1_19891,-0.623807876,5.433800969,0.00038061,0.006555277,rplF,CP000553.1,1640385,1640924,NATL1_19891,50S ribosomal protein L6,K02933,GO:0006412:translation,GO:0005840:ribosome,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome,"gnl|CDD|223175;COG0097, RplF, Ribosomal protein L6P/L9E [Translation, ribosomal structure and biogenesis].",NATL1_19891,tier1:GeneID
gene-NATL1_03211,-0.658861876,5.48661796,0.000383702,0.006558086,thy1,CP000553.1,298907,299545,NATL1_03211,possible Thy1,K03465,GO:0006231:dTMP biosynthetic process;GO:0006235:dTTP biosynthetic process,-,GO:0050660:flavin adenine dinucleotide binding;GO:0050797:thymidylate synthase (FAD) activity,"gnl|CDD|224270;COG1351, THY1, Predicted alternative thymidylate synthase [Nucleotide transport and metabolism].",NATL1_03211,tier1:GeneID
gene-NATL1_06171,-1.870718129,0.928157065,0.000409113,0.006939428,NATL1_06171,CP000553.1,560682,561224,NATL1_06171,possible acetyltransferase,-,-,-,"GO:0016746:transferase activity, transferring acyl groups","gnl|CDD|223532;COG0456, RimI, Acetyltransferases [General function prediction only].",NATL1_06171,tier1:GeneID
gene-NATL1_05331,-0.635135222,5.828972832,0.000415368,0.006992541,map,CP000553.1,482878,483717,NATL1_05331,putative methionine aminopeptidase,-,GO:0070084:protein initiator methionine removal,-,GO:0046872:metal ion binding;GO:0070006:metalloaminopeptidase activity,"gnl|CDD|223103;COG0024, Map, Methionine aminopeptidase [Translation, ribosomal structure and biogenesis].",NATL1_05331,tier1:GeneID
gene-NATL1_14971,0.617891317,5.369735409,0.000426749,0.007130523,cad,CP000553.1,1208516,1209910,NATL1_14971,Orn/Lys/Arg decarboxylases family 1,K01582,-,-,-,"gnl|CDD|224893;COG1982, LdcC, Arginine/lysine/ornithine decarboxylases [Amino acid transport and metabolism].",NATL1_14971,tier1:GeneID
gene-NATL1_18471,-1.500415519,1.864573973,0.000434814,0.007211464,NATL1_18471,CP000553.1,1509922,1510149,NATL1_18471,Hypothetical protein,-,-,-,-,-,NATL1_18471,tier1:GeneID
gene-NATL1_06631,-0.617548128,5.326495519,0.000442699,0.007288253,menD,CP000553.1,608203,609999,NATL1_06631,Menaquinone biosynthesis protein,K02551,GO:0009234:menaquinone biosynthetic process;GO:0042372:phylloquinone biosynthetic process,-,GO:0070204:2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity;GO:0000287:magnesium ion binding;GO:0030145:manganese ion binding;GO:0030976:thiamine pyrophosphate binding,"gnl|CDD|224087;COG1165, MenD, 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [Coenzyme metabolism].",NATL1_06631,tier1:GeneID
gene-NATL1_05581,0.645880543,7.974972121,0.000465823,0.007612982,NATL1_05581,CP000553.1,506877,507440,NATL1_05581,conserved hypothetical protein,-,-,-,-,-,NATL1_05581,tier1:GeneID
gene-NATL1_09631,-0.684844445,6.381783834,0.000476323,0.007728175,NATL1_09631,CP000553.1,883527,884126,NATL1_09631,conserved hypothetical protein,-,GO:0010207:photosystem II assembly,-,-,-,NATL1_09631,tier1:GeneID
gene-NATL1_04601,0.604522798,6.854312675,0.000530151,0.008539627,metB,CP000553.1,422288,423457,NATL1_04601,putative Cystathionine gamma-synthase,K01739,-,-,-,"gnl|CDD|223699;COG0626, MetC, Cystathionine beta-lyases/cystathionine gamma-synthases [Amino acid transport and metabolism].",NATL1_04601,tier1:GeneID
gene-NATL1_11281,0.885675186,3.323420088,0.000545352,0.008721734,NATL1_11281,CP000553.1,1015489,1015695,NATL1_11281,Hypothetical protein,-,-,-,-,-,NATL1_11281,tier1:GeneID
gene-NATL1_19991,-0.616638084,6.408787679,0.0005586,0.008870245,rpsS,CP000553.1,1644814,1645089,NATL1_19991,30S Ribosomal protein S19,K02965,GO:0006412:translation,GO:0015935:small ribosomal subunit,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome,"gnl|CDD|223263;COG0185, RpsS, Ribosomal protein S19 [Translation, ribosomal structure and biogenesis].",NATL1_19991,tier1:GeneID
gene-NATL1_06941,0.785594355,4.889982574,0.000564107,0.008894612,NATL1_06941,CP000553.1,637817,638530,NATL1_06941,Short-chain dehydrogenase/reductase (SDR) superfamily,-,-,-,-,"gnl|CDD|223959;COG1028, FabG, Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases) [Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only].",NATL1_06941,tier1:GeneID
gene-NATL1_01171,0.641081518,4.966747466,0.000582511,0.009120573,NATL1_01171,CP000553.1,113964,114350,NATL1_01171,conserved hypothetical protein,-,-,-,-,-,NATL1_01171,tier1:GeneID
gene-NATL1_18211,-1.112370677,2.538867054,0.000593368,0.009226052,NATL1_18211,CP000553.1,1485867,1487678,NATL1_18211,Hypothetical protein,-,-,-,-,"gnl|CDD|223533;COG0457, NrfG, FOG: TPR repeat [General function prediction only].",NATL1_18211,tier1:GeneID
gene-NATL1_19871,-0.605148056,7.288368093,0.000607038,0.009373496,rpsE,CP000553.1,1639342,1639968,NATL1_19871,30S ribosomal protein S5,K02988,GO:0006412:translation,GO:0015935:small ribosomal subunit,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome,"gnl|CDD|223176;COG0098, RpsE, Ribosomal protein S5 [Translation, ribosomal structure and biogenesis].",NATL1_19871,tier1:GeneID
