GeneID,logFC,logCPM,PValue,FDR,GeneName,Chr,Start,End,locus_tag,Product,KEGG,GO_Biological_Process,GO_Cellular_Component,GO_Molecular_Function,COG,resolved_locus_tag,resolution_method
gene-PMM0016,-0.755865028,4.362028839,0.003690641,0.083297122,grpE,BX548174.1,18283,19002,PMM0641,Heat shock protein GrpE,-,GO:0006457:protein folding,GO:0005737:cytoplasm,GO:0000774:adenyl-nucleotide exchange factor activity;GO:0051087:chaperone binding;GO:0042803:protein homodimerization activity,"gnl|CDD|223649;COG0576, GrpE, Molecular chaperone GrpE (heat shock protein) [Posttranslational modification, protein turnover, chaperones].",PMM0016,tier1:GeneID
gene-PMM1022,-0.649308226,4.903617792,0.003712066,0.083297122,PMM1022,BX548174.1,967785,968132,PMM0642,conserved hypothetical,-,-,-,-,-,PMM1022,tier1:GeneID
gene-PMM1191,0.592891202,10.75676294,0.00384581,0.085360265,pnp,BX548174.1,1136852,1139017,PMM0647,polyribonucleotide nucleotidyltransferase,K00962,GO:0006402:mRNA catabolic process;GO:0006396:RNA processing,GO:0005737:cytoplasm,GO:0000287:magnesium ion binding;GO:0004654:polyribonucleotide nucleotidyltransferase activity;GO:0003723:RNA binding,"gnl|CDD|224106;COG1185, Pnp, Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) [Translation, ribosomal structure and biogenesis].",PMM1191,tier1:GeneID
gene-PMM0544,0.507677342,9.173508872,0.00409162,0.089839651,chlB,BX548174.1,513553,515133,PMM0648,Light-independent protochlorophyllide reductase subunit B,K04039,"GO:0036068:light-independent chlorophyll biosynthetic process;GO:0019685:photosynthesis, dark reaction",-,"GO:0051539:4 iron, 4 sulfur cluster binding;GO:0005524:ATP binding;GO:0046872:metal ion binding;GO:0016730:oxidoreductase activity, acting on iron-sulfur proteins as donors;GO:0016636:oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor","gnl|CDD|225335;COG2710, NifD, Nitrogenase molybdenum-iron protein, alpha and beta chains [Energy production and conversion].",PMM0544,tier1:GeneID
gene-PMM0921,-1.002518197,3.088673458,0.004220724,0.091649383,PMM0921,BX548174.1,882897,883952,PMM0649,SAM (and some other nucleotide) binding motif:Generic methyl-transferase,-,-,-,-,"gnl|CDD|225136;COG2226, UbiE, Methylase involved in ubiquinone/menaquinone biosynthesis [Coenzyme metabolism].",PMM0921,tier1:GeneID
gene-PMM1428,0.911255894,3.415032884,0.004263806,0.091649383,PMM1428,BX548174.1,1367679,1368140,PMM0650,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225498;COG2947, COG2947, Uncharacterized conserved protein [Function unknown].",PMM1428,tier1:GeneID
gene-PMM0504,-2.817366983,0.400828488,0.004316165,0.091808422,PMM0504,BX548174.1,476865,477191,PMM0651,CutA1 divalent ion tolerance protein,-,-,-,-,"gnl|CDD|224243;COG1324, CutA, Uncharacterized protein involved in tolerance to divalent cations [Inorganic ion transport and metabolism].",PMM0504,tier1:GeneID
gene-PMM0593,-0.547719271,6.743061525,0.00437218,0.092041156,PMM0593,BX548174.1,560476,562563,PMM0661,Peptidase family M3,-,-,-,-,"gnl|CDD|223416;COG0339, Dcp, Zn-dependent oligopeptidases [Amino acid transport and metabolism].",PMM0593,tier1:GeneID
gene-PMM0256,0.533105739,7.11356856,0.005107159,0.106416515,leuC,BX548174.1,245302,246711,PMM0668,3-isopropylmalate dehydratase large subunit,K01703,GO:0009098:leucine biosynthetic process,-,"GO:0003861:3-isopropylmalate dehydratase activity;GO:0051539:4 iron, 4 sulfur cluster binding;GO:0046872:metal ion binding","gnl|CDD|223143;COG0065, LeuC, 3-isopropylmalate dehydratase large subunit [Amino acid transport and metabolism].",PMM0256,tier1:GeneID
gene-PMM1655,0.551058657,6.848215951,0.005298396,0.108333994,PMM1655,BX548174.1,1586108,1587529,PMM0680,FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase),-,GO:0007049:cell cycle;GO:0051301:cell division;GO:0006457:protein folding;GO:0015031:protein transport,GO:0005737:cytoplasm,GO:0003755:peptidyl-prolyl cis-trans isomerase activity,"gnl|CDD|223618;COG0544, Tig, FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor) [Posttranslational modification, protein turnover, chaperones].",PMM1655,tier1:GeneID
gene-PMM1663,0.69360603,4.007279216,0.005305289,0.108333994,PMM1663,BX548174.1,1595086,1595643,PMM0703,putative photosystem I assembly related protein Ycf37,-,-,-,-,"gnl|CDD|223533;COG0457, NrfG, FOG: TPR repeat [General function prediction only].",PMM1663,tier1:GeneID
gene-PMM1434,0.540669749,7.034269238,0.005494989,0.111096711,pgmI,BX548174.1,1371677,1373299,PMM0731,Phosphoglycerate mutase%2C co-factor-independent (iPGM),K15633,GO:0006007:glucose catabolic process;GO:0006096:glycolytic process,GO:0005737:cytoplasm,"GO:0046537:2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity;GO:0030145:manganese ion binding","gnl|CDD|223768;COG0696, GpmI, Phosphoglyceromutase [Carbohydrate transport and metabolism].",PMM1434,tier1:GeneID
gene-PMM1121,-0.490993606,14.18204374,0.005768243,0.115477954,som,BX548174.1,1068274,1069419,PMM0765,possible porin,-,-,-,-,"gnl|CDD|225483;COG2931, COG2931, RTX toxins and related Ca2+-binding proteins [Secondary metabolites biosynthesis, transport, and catabolism].",PMM1121,tier1:GeneID
gene-PMM0453,0.494705576,7.766196312,0.005917427,0.116024352,fabG,BX548174.1,432615,433364,PMM0770,3-oxoacyl-[acyl-carrier protein] reductase,K00059,GO:0006633:fatty acid biosynthetic process,GO:0009507:chloroplast,GO:0102131:3-oxo-glutaryl-[acp] methyl ester reductase activity;GO:0102132:3-oxo-pimeloyl-[acp] methyl ester reductase activity;GO:0004316:3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity;GO:0051287:NAD binding,"gnl|CDD|223959;COG1028, FabG, Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases) [Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only].",PMM0453,tier1:GeneID
gene-PMM1911,0.55480166,7.913701012,0.005921132,0.116024352,PMM1911,BX548174.1,817404,817568,PMM0784,Hypothetical protein,-,-,-,-,-,PMM1911,tier1:GeneID
gene-PMM1508,0.459734303,12.0043764,0.005965993,0.116024352,tufA,BX548174.1,1446430,1447629,PMM0785,Elongation factor Tu,-,-,GO:0005737:cytoplasm,GO:0005525:GTP binding;GO:0003924:GTPase activity;GO:0003746:translation elongation factor activity,"gnl|CDD|223128;COG0050, TufB, GTPases - translation elongation factors [Translation, ribosomal structure and biogenesis].",PMM1508,tier1:GeneID
gene-PMM1032,0.751347155,3.751938689,0.006144282,0.11727723,PMM1032,BX548174.1,975567,976988,PMM0791,ABC transporter%2C substrate binding protein%2C possibly Mn.,-,-,-,-,"gnl|CDD|223874;COG0803, LraI, ABC-type metal ion transport system, periplasmic component/surface adhesin [Inorganic ion transport and metabolism].",PMM1032,tier1:GeneID
gene-PMM0631,-0.807837608,3.505909312,0.006145281,0.11727723,PMM0631,BX548174.1,600256,600798,PMM0806,possible NADH-Ubiquinone/plastoquinone (comple,-,-,-,-,-,PMM0631,tier1:GeneID
gene-PMM0997,-0.665432214,5.976597858,0.0063756,0.120546063,PMM0997,BX548174.1,948798,949064,PMM0808,possible Protein of unknown function DUF67,-,-,-,-,-,PMM0997,tier1:GeneID
gene-PMM0377,0.782091736,4.302637759,0.006694863,0.125189898,PMM0377,BX548174.1,357904,358167,PMM0814,hypothetical,-,-,-,-,-,PMM0377,tier1:GeneID
gene-PMM1661,0.724707968,5.343124117,0.006797682,0.125189898,rpl35%2C rpmI,BX548174.1,1594472,1594669,PMM0825,50S ribosomal protein L35,K02916,GO:0006412:translation,GO:0005840:ribosome,GO:0003735:structural constituent of ribosome,"gnl|CDD|223368;COG0291, RpmI, Ribosomal protein L35 [Translation, ribosomal structure and biogenesis].",PMM1661,tier1:GeneID
gene-PMM1225,-1.159600971,2.532628299,0.006805132,0.125189898,PMM1225,BX548174.1,1175464,1177275,PMM0844,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223563;COG0489, Mrp, ATPases involved in chromosome partitioning [Cell division and chromosome partitioning].",PMM1225,tier1:GeneID
gene-PMM0076,-0.672829967,5.294890628,0.006983998,0.127333252,pgm,BX548174.1,81171,82808,PMM0851,Phosphoglucomutase,K01835,GO:0006006:glucose metabolic process,-,GO:0000287:magnesium ion binding;GO:0004614:phosphoglucomutase activity,"gnl|CDD|223111;COG0033, Pgm, Phosphoglucomutase [Carbohydrate transport and metabolism].",PMM0076,tier1:GeneID
gene-PMM0244,0.646506887,5.030906211,0.007193878,0.129513792,dcd,BX548174.1,237326,237919,PMM0856,dCTP Deaminase,K01494,-,-,-,"gnl|CDD|223789;COG0717, Dcd, Deoxycytidine deaminase [Nucleotide transport and metabolism].",PMM0244,tier1:GeneID
gene-PMM0934,-0.809257197,3.82693627,0.007252939,0.129513792,PMM0934,BX548174.1,893891,894244,PMM0861,conserved hypothetical protein,-,-,-,-,-,PMM0934,tier1:GeneID
gene-PMM0703,-1.006916041,3.250193742,0.007293872,0.129513792,PMM0703,BX548174.1,667306,667659,PMM0870,conserved hypothetical protein,-,-,-,-,"gnl|CDD|226854;COG4446, COG4446, Uncharacterized protein conserved in bacteria [Function unknown].",PMM0703,tier1:GeneID
gene-PMM0856,0.473109508,9.213094369,0.00747038,0.129695654,tpx,BX548174.1,812943,813527,PMM0872,thioredoxin peroxidase,-,GO:0045454:cell redox homeostasis,GO:0009507:chloroplast,GO:0004601:peroxidase activity;GO:0051920:peroxiredoxin activity,"gnl|CDD|223527;COG0450, AhpC, Peroxiredoxin [Posttranslational modification, protein turnover, chaperones].",PMM0856,tier1:GeneID
gene-PMM0234,1.16774914,2.537664054,0.007526936,0.129695654,PMM0234,BX548174.1,227169,227666,PMM0893,possible Methylpurine-DNA glycosylase (MPG),K03652,GO:0006284:base-excision repair,-,GO:0003905:alkylbase DNA N-glycosylase activity;GO:0003677:DNA binding,"gnl|CDD|225005;COG2094, Mpg, 3-methyladenine DNA glycosylase [DNA replication, recombination, and repair].",PMM0234,tier1:GeneID
gene-PMM1157,-0.470720511,16.2366288,0.007557085,0.129695654,psbD,BX548174.1,1107613,1108689,PMM0900,Photosystem II PsbD protein (D2),K02706,GO:0009772:photosynthetic electron transport in photosystem II;GO:0018298:protein-chromophore linkage,GO:0016021:integral component of membrane;GO:0009523:photosystem II;GO:0042651:thylakoid membrane,"GO:0016168:chlorophyll binding;GO:0045156:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;GO:0005506:iron ion binding","gnl|CDD|223769;COG0697, RhaT, Permeases of the drug/metabolite transporter (DMT) superfamily [Carbohydrate transport and metabolism / Amino acid transport and metabolism / General function prediction only].",PMM1157,tier1:GeneID
gene-PMM0785,0.475101445,8.418244165,0.00755817,0.129695654,prk%2C cbbP,BX548174.1,746750,747649,PMM0912,phosphoribulokinase,K00855,GO:0019253:reductive pentose-phosphate cycle,-,GO:0005524:ATP binding;GO:0008974:phosphoribulokinase activity,"gnl|CDD|226463;COG3954, PrkB, Phosphoribulokinase [Energy production and conversion].",PMM0785,tier1:GeneID
gene-PMM0088,0.959460564,4.668909878,0.007829112,0.132333141,PMM0088,BX548174.1,92764,92994,PMM0917,conserved hypothetical protein,-,-,-,-,-,PMM0088,tier1:GeneID
gene-RNA_20,-0.765126095,6.386828512,0.007841484,0.132333141,tRNA-Ser1,BX548174.1,1469551,1469639,PMM0920,tRNA-Ser,K14233,-,-,-,-,PMM0236,tier1:GeneID
gene-PMM1973,-0.947657273,2.827283921,0.008094529,0.135483839,PMM1973,BX548174.1,1252592,1252711,PMM0921,Conserved hypothetical protein,-,-,-,-,-,PMM1973,tier1:GeneID
gene-PMM1380,-1.115738805,2.238571388,0.008167839,0.135599413,PMM1380,BX548174.1,1329368,1330045,PMM0926,unknown,-,-,-,-,"gnl|CDD|223710;COG0637, COG0637, Predicted phosphatase/phosphohexomutase [General function prediction only].",PMM1380,tier1:GeneID
gene-PMM1018,-0.947012863,3.189696465,0.008305158,0.136767197,PMM1018,BX548174.1,964673,964957,PMM0929,hypothetical,-,-,-,-,"gnl|CDD|227757;COG5470, COG5470, Uncharacterized conserved protein [Function unknown].",PMM1018,tier1:GeneID
gene-PMM1583,-1.195540053,2.197795873,0.008424505,0.137622717,PMM1583,BX548174.1,1513923,1514483,PMM0930,conserved hypothetical protein,-,-,-,-,-,PMM1583,tier1:GeneID
gene-PMM0604,-0.55914001,4.980296432,0.008972337,0.145408823,PMM0604,BX548174.1,573674,574840,PMM0934,conserved hypothetical protein,-,-,-,-,-,PMM0604,tier1:GeneID
gene-PMM0611,0.551907991,5.6494777,0.009059011,0.145589361,glmU,BX548174.1,581401,582750,PMM0949,UDP-N-acetylglucosamine pyrophosphorylase,K04042,GO:0000902:cell morphogenesis;GO:0071555:cell wall organization;GO:0009245:lipid A biosynthetic process;GO:0009103:lipopolysaccharide biosynthetic process;GO:0009252:peptidoglycan biosynthetic process;GO:0008360:regulation of cell shape;GO:0006048:UDP-N-acetylglucosamine biosynthetic process,GO:0005737:cytoplasm,GO:0019134:glucosamine-1-phosphate N-acetyltransferase activity;GO:0000287:magnesium ion binding;GO:0003977:UDP-N-acetylglucosamine diphosphorylase activity,"gnl|CDD|224128;COG1207, GlmU, N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch acetyltransferase domains) [Cell envelope biogenesis, outer membrane].",PMM0611,tier1:GeneID
gene-PMM1700,0.46093,8.113778036,0.009126072,0.145589361,acnB,BX548174.1,1635543,1638116,PMM0950,Aconitate hydratase B,K01682,"GO:0019629:propionate catabolic process, 2-methylcitrate cycle;GO:0006099:tricarboxylic acid cycle",GO:0005829:cytosol,"GO:0047456:2-methylisocitrate dehydratase activity;GO:0051539:4 iron, 4 sulfur cluster binding;GO:0003994:aconitate hydratase activity;GO:0046872:metal ion binding;GO:0003730:mRNA 3'-UTR binding;GO:0003729:mRNA binding","gnl|CDD|223978;COG1049, AcnB, Aconitase B [Energy production and conversion].",PMM1700,tier1:GeneID
gene-PMM1229,-0.577567379,5.468886419,0.009357472,0.146139945,PMM1229,BX548174.1,1181148,1182122,PMM0978,Dehydrogenase%2C E1 component,K00161,-,-,-,"gnl|CDD|223997;COG1071, AcoA, Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit [Energy production and conversion].",PMM1229,tier1:GeneID
gene-PMM0893,0.505420141,5.865627402,0.009359897,0.146139945,ribA/ribB,BX548174.1,855364,857097,PMM0983,possible GTP cyclohydrolase II / 3%2C4-dihydroxy-2-butanone 4-phosphate synthase,K14652,GO:0009231:riboflavin biosynthetic process,GO:0005829:cytosol,"GO:0008686:3,4-dihydroxy-2-butanone-4-phosphate synthase activity;GO:0005525:GTP binding;GO:0003935:GTP cyclohydrolase II activity;GO:0000287:magnesium ion binding;GO:0030145:manganese ion binding;GO:0008270:zinc ion binding","gnl|CDD|223186;COG0108, RibB, 3,4-dihydroxy-2-butanone 4-phosphate synthase [Coenzyme metabolism].",PMM0893,tier1:GeneID
gene-PMM1350,-0.573261399,9.447458088,0.009375285,0.146139945,PMM1350,BX548174.1,1300763,1301341,PMM0992,Pentapeptide repeats,-,-,-,-,"gnl|CDD|224276;COG1357, COG1357, Pentapeptide repeats containing protein [Function unknown].",PMM1350,tier1:GeneID
gene-RNA_21,-0.775260547,4.415070085,0.009538968,0.14756494,tRNA-Gly2,BX548174.1,1274670,1274740,PMM0997,tRNA-Gly,K14225,-,-,-,-,PMM0236,tier1:GeneID
gene-PMM1277,0.833804404,5.164670195,0.009660257,0.148317633,PMM1277,BX548174.1,1229071,1229205,PMM1006,conserved hypothetical protein,-,-,-,-,-,PMM1277,tier1:GeneID
gene-PMM0308,-0.626762471,5.551767497,0.009733643,0.148329093,PMM0308,BX548174.1,295042,295677,PMM1008,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223475;COG0398, COG0398, Uncharacterized conserved protein [Function unknown].",PMM0308,tier1:GeneID
gene-PMM1310,-0.699094773,4.160736915,0.009924521,0.149595712,panB,BX548174.1,1263472,1264245,PMM1018,putative Ketopantoate hydroxymethyltransferase,K00606,GO:0015940:pantothenate biosynthetic process,GO:0005737:cytoplasm,GO:0003864:3-methyl-2-oxobutanoate hydroxymethyltransferase activity;GO:0046872:metal ion binding,"gnl|CDD|223490;COG0413, PanB, Ketopantoate hydroxymethyltransferase [Coenzyme metabolism].",PMM1310,tier1:GeneID
gene-PMM1079,-0.464986609,7.10997732,0.01001895,0.149595712,PMM1079,BX548174.1,1022033,1022473,PMM1022,possible Villin headpiece domain,-,-,-,-,-,PMM1079,tier1:GeneID
gene-PMM1427,0.617313408,6.245814244,0.01005843,0.149595712,PMM1427,BX548174.1,1367126,1367356,PMM1028,conserved hypothetical,-,-,-,-,-,PMM1427,tier1:GeneID
gene-PMM1227,-1.305234381,2.265103794,0.010109798,0.149595712,PMM1227,BX548174.1,1178446,1179423,PMM1032,putative UDP-N-acetylglucosamine-1-phosphate transferase,-,-,-,-,"gnl|CDD|223548;COG0472, Rfe, UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase [Cell envelope biogenesis, outer membrane].",PMM1227,tier1:GeneID
gene-PMM0784,0.53981858,6.138468996,0.010597926,0.154900049,accD,BX548174.1,745688,746566,PMM1033,acetyl-CoA carboxylase%2C beta subunit,K01963,GO:0006633:fatty acid biosynthetic process;GO:2001295:malonyl-CoA biosynthetic process,GO:0009317:acetyl-CoA carboxylase complex,GO:0003989:acetyl-CoA carboxylase activity;GO:0005524:ATP binding;GO:0016743:carboxyl- or carbamoyltransferase activity;GO:0008270:zinc ion binding,"gnl|CDD|223848;COG0777, AccD, Acetyl-CoA carboxylase beta subunit [Lipid metabolism].",PMM0784,tier1:GeneID
gene-PMM0950,0.696731239,4.330382499,0.010619984,0.154900049,PMM0950,BX548174.1,908885,909277,PMM1038,STAS domain:Anti-sigma factor antagonist,-,-,-,-,"gnl|CDD|224285;COG1366, SpoIIAA, Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor) [Signal transduction mechanisms].",,unresolved
gene-PMM0017,-0.638163618,4.442255924,0.010709903,0.155103696,dnaJ,BX548174.1,19034,20158,PMM1048,DnaJ protein,-,GO:0006260:DNA replication;GO:0006457:protein folding;GO:0009408:response to heat,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0031072:heat shock protein binding;GO:0051082:unfolded protein binding;GO:0008270:zinc ion binding,"gnl|CDD|223560;COG0484, DnaJ, DnaJ-class molecular chaperone with C-terminal Zn finger domain [Posttranslational modification, protein turnover, chaperones].",PMM0017,tier1:GeneID
gene-PMM0022,1.254339488,2.694207422,0.010853562,0.155114534,murC,BX548174.1,22532,23953,PMM1054,Probable UDP-N-acetylmuramate-alanine ligase,K01924,GO:0007049:cell cycle;GO:0051301:cell division;GO:0071555:cell wall organization;GO:0009252:peptidoglycan biosynthetic process;GO:0008360:regulation of cell shape,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0008763:UDP-N-acetylmuramate-L-alanine ligase activity,"gnl|CDD|223844;COG0773, MurC, UDP-N-acetylmuramate-alanine ligase [Cell envelope biogenesis, outer membrane].",PMM0022,tier1:GeneID
gene-PMM1535,0.433158802,9.668770766,0.010862575,0.155114534,rpoA,BX548174.1,1475063,1476001,PMM1061,Bacterial RNA polymerase%2C alpha chain,K03040,"GO:0006351:transcription, DNA-templated",-,GO:0003677:DNA binding;GO:0003899:DNA-directed 5'-3' RNA polymerase activity;GO:0046983:protein dimerization activity,"gnl|CDD|223280;COG0202, RpoA, DNA-directed RNA polymerase, alpha subunit/40 kD subunit [Transcription].",PMM1535,tier1:GeneID
gene-PMM1431,1.354292351,1.586386767,0.011011306,0.156146432,rpoZ,BX548174.1,1369095,1369331,PMM1070,putative DNA-directed RNA polymerase (omega chain),K03060,"GO:0006351:transcription, DNA-templated",-,GO:0003677:DNA binding;GO:0003899:DNA-directed 5'-3' RNA polymerase activity,-,PMM1431,tier1:GeneID
gene-PMM0583,0.45421608,7.924473017,0.011376962,0.159186289,hemE,BX548174.1,547878,548918,PMM1073,Uroporphyrinogen decarboxylase (URO-D),K01599,GO:0006782:protoporphyrinogen IX biosynthetic process,GO:0005737:cytoplasm,GO:0004853:uroporphyrinogen decarboxylase activity,"gnl|CDD|223484;COG0407, HemE, Uroporphyrinogen-III decarboxylase [Coenzyme metabolism].",PMM0583,tier1:GeneID
gene-PMM0765,-0.497178003,6.23808821,0.01146714,0.159186289,PMM0765,BX548174.1,728536,729480,PMM1076,possible heme transporter,-,GO:0017004:cytochrome complex assembly,GO:0016021:integral component of membrane;GO:0042651:thylakoid membrane,GO:0020037:heme binding,"gnl|CDD|223826;COG0755, CcmC, ABC-type transport system involved in cytochrome c biogenesis, permease component [Posttranslational modification, protein turnover, chaperones].",PMM0765,tier1:GeneID
