gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2785712350	355	39	174	1	107	6.9e-27	91.9	pfam00730	HhH-GPD	108
2785712350	355	200	216	1	17	2.0e-05	22.7	pfam10576	EndIII_4Fe-2S	17
2785712350	355	241	352	2	113	6.3e-21	72.2	pfam14815	NUDIX_4	113
2785712351	90	1	88	1	88	7.7e-44	145.4	pfam04362	Iron_traffic	88
2785712355	659	11	279	15	194	1.1e-12	47	pfam13476	AAA_23	201
2785712358	68	3	68	2	58	3.9e-06	25.2	pfam21784	Bflower	116
2785712360	127	2	123	218	328	2.1e-38	130.5	pfam11867	T1RH-like_C	329
2785712361	257	149	257	101	208	6.0e-26	89.5	pfam11867	T1RH-like_C	329
2785712362	334	6	247	22	208	9.6e-12	43	pfam04250	DUF429	214
2785712363	252	90	200	1	115	5.3e-32	108.3	pfam04471	Mrr_cat	115
2785712363	252	214	252	3	34	6.4e-13	46.3	pfam01396	zf-C4_Topoisom	39
2785712364	249	9	147	1	144	1.9e-38	130.2	pfam01936	NYN	145
2785712364	249	168	237	11	68	8.5e-14	49.2	pfam12872	OST-HTH	71
2785712365	97	15	58	2	43	2.1e-16	57.9	pfam01693	Cauli_VI	44
2785712366	135	14	134	2	126	9.1e-37	124.1	pfam10980	DUF2787	126
2785712367	155	2	134	21	143	3.7e-07	28.2	pfam20346	DUF6641	143
2785712368	676	232	360	1	130	1.0e-09	36.9	pfam00004	AAA	131
2785712368	676	474	597	2	129	4.5e-29	99.5	pfam00004	AAA	131
2785712369	297	111	285	3	169	1.7e-28	97.5	pfam00589	Phage_integrase	172
2785712371	702	233	622	2	363	2.2e-40	136.9	pfam13148	DUF3987	364
2785712373	549	1	131	1	92	5.5e-11	40.6	pfam13175	AAA_15	374
2785712373	549	153	335	229	374	2.2e-18	65	pfam13175	AAA_15	374
2785712373	549	386	448	1	67	1.2e-13	49.4	pfam20469	OLD-like_TOPRIM	67
2785712378	426	35	215	1	182	1.2e-11	42.8	pfam02321	OEP	187
2785712378	426	237	414	3	187	9.2e-16	56.1	pfam02321	OEP	187
2785712379	393	200	309	104	187	1.1e-10	39.1	pfam16576	HlyD_D23	214
2785712380	1035	5	1030	1	1020	0.0e+00	1038.8	pfam00873	ACR_tran	1021
2785712381	292	14	201	4	195	1.9e-40	136.7	pfam01545	Cation_efflux	198
2785712382	80	6	64	2	59	4.0e-12	43.8	pfam13127	DUF3955	59
2785712383	135	30	131	2	101	3.6e-28	95.4	pfam01219	DAGK_prokar	102
2785712384	535	58	208	2	151	7.2e-35	118.1	pfam08019	EptA_B_N	152
2785712384	535	233	518	2	301	1.8e-68	229	pfam00884	Sulfatase	301
2785712385	580	71	239	1	155	3.3e-22	77.3	pfam13231	PMT_2	160
2785712386	238	63	180	1	121	7.6e-17	59.9	pfam09335	VTT_dom	123
2785712387	244	4	170	1	162	1.9e-27	94.2	pfam00535	Glycos_transf_2	168
2785712389	268	42	152	1	110	3.5e-27	92.7	pfam00072	Response_reg	111
2785712390	479	363	476	4	107	1.7e-15	55.4	pfam02518	HATPase_c	111
2785712391	119	1	110	1	107	2.2e-31	106	pfam20098	DUF6488	110
2785712393	232	49	201	1	154	4.9e-54	180.2	pfam13795	HupE_UreJ_2	156
2785712394	1048	5	1029	1	1021	0.0e+00	1016.4	pfam00873	ACR_tran	1021
2785712395	412	182	229	2	38	1.5e-07	29	pfam13533	Biotin_lipoyl_2	50
2785712396	429	42	221	1	183	2.2e-12	45.1	pfam02321	OEP	187
2785712396	429	242	419	1	187	3.7e-15	54.2	pfam02321	OEP	187
2785712397	314	111	249	27	106	9.5e-11	39.8	pfam01435	Peptidase_M48	186
2785712398	128	3	118	1	115	1.2e-21	75.2	pfam03965	Penicillinase_R	115
2785712399	429	75	180	2	92	2.2e-05	22.7	pfam13102	Phage_int_SAM_5	98
2785712399	429	187	379	5	170	2.5e-07	28.6	pfam00589	Phage_integrase	172
2785712400	269	59	235	3	191	2.0e-10	39.3	pfam00702	Hydrolase	191
2785712401	394	163	325	17	150	1.9e-27	94.1	pfam00015	MCPsignal	172
2785712402	121	5	117	1	109	4.1e-29	99	pfam00072	Response_reg	111
2785712403	697	7	107	3	82	6.1e-20	69.2	pfam01627	Hpt	84
2785712403	697	305	368	2	68	2.9e-19	67.3	pfam02895	H-kinase_dim	68
2785712403	697	413	553	5	110	5.6e-17	60.1	pfam02518	HATPase_c	111
2785712403	697	557	687	2	134	4.7e-25	85.8	pfam01584	CheW	138
2785712404	167	17	154	1	137	5.8e-39	130.8	pfam01584	CheW	138
2785712405	966	160	247	2	88	1.9e-17	61.3	pfam08447	PAS_3	89
2785712405	966	282	369	2	88	8.1e-18	62.5	pfam08447	PAS_3	89
2785712405	966	404	491	1	88	1.5e-15	55.2	pfam08447	PAS_3	89
2785712405	966	526	613	2	88	2.2e-12	45	pfam08447	PAS_3	89
2785712405	966	728	885	3	172	6.8e-55	183.5	pfam00015	MCPsignal	172
2785712406	276	18	70	2	49	6.1e-17	59.1	pfam03705	CheR_N	53
2785712406	276	83	273	1	190	5.9e-59	196.7	pfam01739	CheR	195
2785712407	209	62	166	1	108	2.6e-26	89.8	pfam03975	CheD	108
2785712408	348	5	113	1	100	4.1e-21	73.2	pfam00072	Response_reg	111
2785712408	348	157	335	1	174	2.7e-63	210.8	pfam01339	CheB_methylest	174
2785712409	403	162	334	21	157	1.0e-26	91.8	pfam00015	MCPsignal	172
2785712410	121	5	117	1	109	5.7e-30	101.7	pfam00072	Response_reg	111
2785712411	653	7	108	3	77	3.1e-20	70.2	pfam01627	Hpt	84
2785712411	653	261	324	2	68	3.9e-19	66.8	pfam02895	H-kinase_dim	68
2785712411	653	369	509	4	110	2.9e-17	61.1	pfam02518	HATPase_c	111
2785712411	653	513	643	2	134	9.2e-27	91.3	pfam01584	CheW	138
2785712412	167	17	154	1	136	6.1e-39	130.8	pfam01584	CheW	138
2785712413	768	30	135	2	103	4.8e-04	18.4	pfam13426	PAS_9	103
2785712413	768	161	248	4	88	1.1e-14	52.4	pfam08447	PAS_3	89
2785712413	768	283	370	2	88	9.5e-17	59	pfam08447	PAS_3	89
2785712413	768	377	423	10	52	8.4e-06	24	pfam00672	HAMP	53
2785712413	768	530	687	2	172	2.8e-55	184.7	pfam00015	MCPsignal	172
2785712414	969	161	248	3	88	7.4e-19	65.8	pfam08447	PAS_3	89
2785712414	969	283	370	4	88	9.7e-17	59	pfam08447	PAS_3	89
2785712414	969	405	492	2	88	9.7e-17	59	pfam08447	PAS_3	89
2785712414	969	527	614	3	88	8.8e-17	59.1	pfam08447	PAS_3	89
2785712414	969	729	886	3	172	6.4e-55	183.6	pfam00015	MCPsignal	172
2785712415	277	19	71	1	51	6.0e-16	55.9	pfam03705	CheR_N	53
2785712415	277	84	274	1	192	5.6e-58	193.5	pfam01739	CheR	195
2785712416	205	64	171	1	108	1.2e-27	94.2	pfam03975	CheD	108
2785712417	348	5	112	1	100	1.3e-20	71.6	pfam00072	Response_reg	111
2785712417	348	157	335	1	172	3.0e-64	213.9	pfam01339	CheB_methylest	174
2785712419	223	3	187	2	190	4.0e-17	61.2	pfam00702	Hydrolase	191
2785712420	442	17	109	3	95	5.1e-26	88.7	pfam13006	Nterm_IS4	95
2785712420	442	124	352	3	200	6.1e-22	76.3	pfam01609	DDE_Tnp_1	200
2785712421	752	51	164	2	103	2.6e-10	38.7	pfam07715	Plug	107
2785712421	752	242	716	36	436	9.4e-23	79.7	pfam00593	TonB_dep_Rec_b-barrel	436
2785712422	344	181	340	2	167	7.5e-29	98.9	pfam13377	Peripla_BP_3	167
2785712423	412	4	362	6	343	2.2e-23	80.6	pfam07690	MFS_1	347
2785712424	507	27	506	1	510	1.5e-130	434.4	pfam01204	Trehalase	512
2785712425	599	444	594	2	119	1.4e-16	58.6	pfam00990	GGDEF	161
2785712426	297	1	135	2	131	1.2e-22	78.4	pfam00892	EamA	136
2785712426	297	147	291	2	135	1.7e-12	45.6	pfam00892	EamA	136
2785712427	167	9	167	1	177	5.3e-18	63.7	pfam13419	HAD_2	178
2785712429	1293	907	1014	4	110	8.7e-25	85.3	pfam02518	HATPase_c	111
2785712429	1293	1037	1148	2	110	3.2e-20	70.3	pfam00072	Response_reg	111
2785712429	1293	1209	1287	2	79	1.3e-14	52.3	pfam12833	HTH_18	80
2785712430	107	1	104	3	105	4.2e-31	105.2	pfam11872	DUF3392	105
2785712431	312	85	297	2	215	1.0e-15	56	pfam01261	AP_endonuc_2	249
2785712432	334	3	48	2	46	9.9e-20	68.1	pfam00356	LacI	46
2785712432	334	168	329	1	167	1.9e-45	152.9	pfam13377	Peripla_BP_3	167
2785712433	384	4	136	1	114	7.3e-17	60.1	pfam01408	GFO_IDH_MocA	120
2785712433	384	144	275	3	124	7.2e-27	91.8	pfam22725	GFO_IDH_MocA_C3	124
2785712434	355	32	325	2	247	8.1e-44	148.1	pfam01261	AP_endonuc_2	249
2785712435	405	1	401	3	398	1.0e-123	411.3	pfam03825	Nuc_H_symport	400
2785712436	309	75	306	68	230	1.7e-24	84.8	pfam01261	AP_endonuc_2	249
2785712437	561	6	336	14	216	2.6e-17	61.3	pfam00732	GMC_oxred_N	218
2785712437	561	425	545	1	138	6.5e-23	79.8	pfam05199	GMC_oxred_C	139
2785712438	205	41	188	2	135	4.0e-33	112.6	pfam13618	Gluconate_2-dh3	135
2785712439	255	62	253	2	187	2.9e-40	136.2	pfam06439	3keto-disac_hyd	187
2785712440	382	9	374	3	363	1.0e-114	381.1	pfam00465	Fe-ADH	363
2785712446	462	110	317	1	204	2.7e-46	155.8	pfam00078	RVT_1	205
2785712446	462	332	411	1	79	1.2e-22	77.7	pfam08388	GIIM	80
2785712447	333	47	288	2	220	4.5e-29	99.8	pfam01063	Aminotran_4	223
2785712448	248	4	131	1	118	1.5e-32	110.8	pfam00300	His_Phos_1	194
2785712449	153	3	133	3	138	2.5e-40	135.7	pfam06172	Cupin_5	139
2785712450	905	56	577	4	463	0.0e+00	565.7	pfam00330	Aconitase	463
2785712450	905	704	834	3	130	3.9e-45	151.4	pfam00694	Aconitase_C	131
2785712452	752	47	178	16	127	4.1e-10	38.3	pfam01590	GAF	133
2785712452	752	367	635	3	268	3.2e-88	293.3	pfam00437	T2SSE	269
2785712453	103	7	101	1	97	8.2e-38	126.6	pfam00338	Ribosomal_S10	98
2785712454	212	25	188	163	290	2.1e-15	54.5	pfam00297	Ribosomal_L3	369
2785712455	201	12	199	2	189	9.5e-74	245.1	pfam00573	Ribosomal_L4	190
2785712456	99	8	94	1	86	3.8e-35	118.1	pfam00276	Ribosomal_L23	86
2785712457	274	42	118	1	76	4.4e-35	117.5	pfam00181	Ribosomal_L2	77
2785712457	274	125	250	1	126	2.1e-59	197	pfam03947	Ribosomal_L2_C	126
2785712458	91	3	83	1	81	1.2e-38	128.7	pfam00203	Ribosomal_S19	81
2785712459	110	5	108	1	103	1.3e-42	142.1	pfam00237	Ribosomal_L22	104
2785712460	234	38	111	2	78	9.5e-20	68.2	pfam07650	KH_2	78
2785712460	234	120	202	1	83	5.0e-41	137.1	pfam00189	Ribosomal_S3_C	83
2785712461	136	4	131	1	132	1.7e-50	168.3	pfam00252	Ribosomal_L16	132
2785712462	63	4	60	2	57	3.9e-25	85.6	pfam00831	Ribosomal_L29	57
2785712463	85	11	78	1	67	9.6e-34	113.3	pfam00366	Ribosomal_S17	68
2785712464	369	15	164	3	169	3.9e-10	38	pfam13439	Glyco_transf_4	170
2785712464	369	173	338	7	170	4.1e-32	109	pfam00534	Glycos_transf_1	172
2785712465	436	50	228	4	179	1.1e-59	198.9	pfam04413	Glycos_transf_N	179
2785712466	605	10	389	3	371	1.4e-35	120.8	pfam00999	Na_H_Exchanger	375
2785712466	605	400	512	1	101	3.7e-09	34.9	pfam02254	TrkA_N	116
2785712469	636	42	268	10	239	1.4e-15	55.5	pfam02743	dCache_1	240
2785712469	636	302	356	1	52	1.0e-11	43	pfam00672	HAMP	53
2785712469	636	420	603	15	170	2.7e-40	135.9	pfam00015	MCPsignal	172
2785712470	729	72	197	7	123	6.0e-10	36.9	pfam19310	TOP_N	123
2785712470	729	270	721	1	455	1.4e-103	345.6	pfam01432	Peptidase_M3	457
2785712471	172	1	167	5	157	5.3e-12	43.8	pfam10688	Imp-YgjV	159
2785712473	284	5	60	2	54	1.0e-08	32.8	pfam01842	ACT	66
2785712473	284	88	265	2	178	1.1e-38	130.8	pfam00551	Formyl_trans_N	181
2785712474	217	37	115	17	78	7.2e-09	33.7	pfam02834	LigT_PEase	87
2785712475	898	33	187	11	163	7.9e-12	43.2	pfam00270	DEAD	167
2785712475	898	223	354	8	109	5.4e-13	47.1	pfam00271	Helicase_C	110
2785712475	898	753	885	2	133	1.0e-44	150	pfam08482	HrpB_C	133
2785712476	270	19	246	1	206	7.0e-34	115.7	pfam10670	DUF4198	209
2785712477	427	51	343	1	292	2.4e-112	372.9	pfam13406	SLT_2	292
2785712477	427	362	418	2	57	6.4e-13	46.7	pfam01471	PG_binding_1	57
2785712478	783	77	161	2	85	1.4e-18	64.7	pfam14814	UB2H	85
2785712478	783	165	345	9	176	9.5e-58	192.5	pfam00912	Transgly	178
2785712478	783	436	709	1	286	5.8e-22	76.2	pfam00905	Transpeptidase	299
2785712481	307	4	299	2	301	6.3e-105	348.5	pfam05661	DUF808	302
2785712482	547	22	148	4	121	4.6e-07	28.2	pfam02018	CBM_4_9	136
2785712482	547	303	539	2	235	3.1e-104	345.8	pfam04231	Endonuclease_1	235
2785712483	239	160	239	1	79	2.2e-20	70.7	pfam12833	HTH_18	80
2785712485	112	1	106	1	102	7.1e-34	114.2	pfam00543	P-II	102
2785712486	415	14	407	3	399	8.6e-98	325.6	pfam00909	Ammonium_transp	399
2785712489	462	110	317	1	204	2.7e-46	155.8	pfam00078	RVT_1	205
2785712489	462	332	411	1	79	1.2e-22	77.7	pfam08388	GIIM	80
2785712490	563	55	558	2	512	0.0e+00	548.9	pfam01019	G_glu_transpept	512
2785712491	308	5	134	51	146	2.7e-14	51.3	pfam04261	Dyp_perox_N	146
2785712491	308	137	298	2	165	8.2e-34	114.7	pfam20628	Dyp_perox_C	166
2785712492	357	92	283	6	179	1.5e-26	91	pfam00211	Guanylate_cyc	183
2785712493	426	26	416	9	374	1.4e-77	259	pfam00202	Aminotran_3	403
2785712494	337	7	149	2	147	5.2e-48	160.8	pfam02729	OTCace_N	148
2785712494	337	159	315	1	156	2.4e-23	80.9	pfam00185	OTCace	157
2785712495	215	19	65	1	47	1.1e-15	55.1	pfam00440	TetR_N	47
2785712495	215	92	208	2	113	4.5e-20	69.8	pfam14246	TetR_C_7	119
2785712496	379	61	286	17	212	4.7e-15	53.4	pfam16576	HlyD_D23	214
2785712497	1048	14	1038	4	1018	0.0e+00	464.7	pfam00873	ACR_tran	1021
2785712498	231	73	224	1	150	4.1e-57	189.9	pfam11201	DUF2982	151
2785712499	1042	40	170	3	134	1.9e-23	80.9	pfam07696	7TMR-DISMED2	136
2785712499	1042	181	387	2	204	1.8e-45	153.3	pfam07695	7TMR-DISM_7TM	205
2785712499	1042	430	495	2	66	2.2e-21	73.6	pfam00512	HisKA	66
2785712499	1042	541	657	1	109	1.5e-26	90.9	pfam02518	HATPase_c	111
2785712499	1042	805	917	1	110	6.9e-27	91.8	pfam00072	Response_reg	111
2785712499	1042	951	1034	1	80	1.8e-14	51.7	pfam01627	Hpt	84
2785712500	761	36	473	1	431	0.0e+00	469.7	pfam00521	DNA_topoisoIV	432
2785712501	178	2	162	2	160	1.4e-36	123.8	pfam07700	HNOB	163
2785712502	722	299	452	1	160	6.4e-39	131.3	pfam00990	GGDEF	161
2785712502	722	471	706	2	236	4.4e-60	200.9	pfam00563	EAL	236
2785712503	268	4	249	37	283	2.3e-29	100.8	pfam07063	HGLS	386
2785712504	489	11	468	1	453	3.2e-124	412.9	pfam00171	Aldedh	461
2785712505	345	1	340	1	336	0.0e+00	485.7	pfam04958	AstA	337
2785712506	402	11	395	5	403	8.4e-130	431	pfam00202	Aminotran_3	403
2785712507	388	102	285	4	157	6.8e-14	49.8	pfam08668	HDOD	196
2785712508	194	3	191	1	187	4.4e-59	197.3	pfam00117	GATase	190
2785712509	335	1	287	5	291	2.1e-80	268.1	pfam00579	tRNA-synt_1b	292
2785712510	225	5	203	2	198	1.6e-89	296.5	pfam00834	Ribul_P_3_epim	198
2785712511	242	24	239	9	197	3.3e-25	87.3	pfam09694	Gcw_chp	230
2785712513	66	7	62	1	54	6.1e-21	72	pfam11174	DUF2970	56
2785712514	293	12	256	1	249	8.0e-72	239.9	pfam02086	MethyltransfD12	253
2785712515	492	402	479	2	74	5.3e-05	21.4	pfam05036	SPOR	76
2785712516	355	64	324	2	260	1.3e-107	356.8	pfam01761	DHQ_synthase	261
2785712517	171	13	170	1	158	2.4e-59	197.9	pfam01202	SKI	159
2785712518	590	63	161	1	89	8.9e-10	36.6	pfam11741	AMIN	101
2785712518	590	203	251	5	52	1.6e-07	29	pfam07660	STN	52
2785712518	590	276	341	3	69	1.9e-16	58	pfam03958	Secretin_N	69
2785712518	590	428	587	1	168	2.7e-50	168.2	pfam00263	Secretin	169
2785712519	175	23	169	1	145	2.9e-44	148.5	pfam04351	PilP	146
2785712520	203	55	194	4	142	2.8e-51	171.4	pfam04350	PilO	145
2785712521	192	100	177	2	78	5.7e-21	72.3	pfam05137	PilN	78
2785712522	355	14	350	1	340	5.1e-87	289.9	pfam11104	PilM_2	340
2785712523	887	54	230	2	177	2.0e-62	207.7	pfam00912	Transgly	178
2785712523	887	345	449	10	111	7.9e-26	89	pfam17092	PCB_OB	111
2785712523	887	451	765	1	246	6.9e-30	102.2	pfam00905	Transpeptidase	299
2785712524	574	90	270	1	182	3.0e-78	259.8	pfam00390	malic	182
2785712524	574	280	540	1	257	1.3e-102	340.5	pfam03949	Malic_M	258
2785712526	285	45	128	20	76	9.6e-08	30.2	pfam02798	GST_N	76
2785712526	285	174	246	5	67	1.7e-07	29.2	pfam13410	GST_C_2	69
2785712528	491	17	398	1	380	0.0e+00	581.3	pfam00199	Catalase	383
2785712528	491	425	488	4	65	9.0e-20	68.6	pfam06628	Catalase-rel	65
2785712529	192	9	55	1	47	5.2e-14	49.7	pfam00440	TetR_N	47
2785712529	192	79	167	5	83	2.6e-11	42	pfam13305	TetR_C_33	103
2785712530	471	12	55	1	36	1.5e-06	26.3	pfam13450	NAD_binding_8	68
2785712531	370	44	360	1	332	1.6e-76	256.3	pfam11017	DUF2855	335
2785712532	284	15	138	2	89	2.1e-12	44.8	pfam12146	Hydrolase_4	239
2785712533	745	327	457	5	107	1.2e-07	29.6	pfam00990	GGDEF	161
2785712533	745	496	731	6	236	1.7e-58	195.7	pfam00563	EAL	236
2785712534	436	25	263	1	206	3.7e-35	119.7	pfam00696	AA_kinase	234
2785712534	436	302	407	23	102	8.9e-11	40.1	pfam00583	Acetyltransf_1	116
2785712535	460	6	301	1	312	3.0e-83	277.7	pfam00206	Lyase_1	312
2785712535	460	364	432	1	68	2.1e-25	86.9	pfam14698	ASL_C2	69
2785712536	401	6	168	1	162	8.4e-68	225.4	pfam00764	Arginosuc_synth	162
2785712536	401	177	395	1	218	1.1e-75	252	pfam20979	Arginosuc_syn_C	219
2785712537	303	3	141	2	148	4.2e-43	144.9	pfam02729	OTCace_N	148
2785712537	303	147	300	1	155	3.2e-48	161.7	pfam00185	OTCace	157
2785712538	281	4	235	3	234	1.1e-41	141	pfam00696	AA_kinase	234
2785712539	337	3	147	1	120	3.9e-26	89.8	pfam01118	Semialdhyde_dh	121
2785712539	337	155	310	1	165	2.7e-50	168.4	pfam22698	Semialdhyde_dhC_1	165
2785712540	136	17	110	1	93	2.6e-15	54.3	pfam02142	MGS	94
2785712542	249	70	248	3	169	7.3e-45	150.6	pfam02107	FlgH	172
2785712543	417	29	118	5	87	3.7e-10	38.2	pfam16548	FlgT_N	87
2785712543	417	120	280	2	157	3.4e-27	93.5	pfam16539	FlgT_M	158
2785712543	417	324	398	4	76	3.6e-07	28.5	pfam16538	FlgT_C	77
2785712544	293	32	130	11	96	9.0e-07	27.5	pfam07813	LTXXQ	100
2785712544	293	179	281	3	98	1.1e-09	36.9	pfam07813	LTXXQ	100
2785712545	252	25	135	1	111	1.6e-28	97.1	pfam00072	Response_reg	111
2785712546	453	181	235	1	52	1.2e-12	45.9	pfam00672	HAMP	53
2785712546	453	239	301	2	66	1.2e-14	52.1	pfam00512	HisKA	66
2785712546	453	344	453	3	109	4.9e-22	76.4	pfam02518	HATPase_c	111
2785712547	325	48	305	2	239	2.9e-56	188.4	pfam12146	Hydrolase_4	239
2785712548	154	1	142	2	142	3.4e-35	119.2	pfam00588	SpoU_methylase	142
2785712549	454	178	232	1	52	8.2e-10	36.9	pfam00672	HAMP	53
2785712549	454	236	300	2	65	6.0e-12	43.4	pfam00512	HisKA	66
2785712549	454	345	454	2	109	2.7e-18	64.4	pfam02518	HATPase_c	111
2785712550	237	11	120	1	111	1.8e-26	90.5	pfam00072	Response_reg	111
2785712551	687	58	162	13	106	5.3e-11	41	pfam07715	Plug	107
2785712551	687	329	660	159	436	1.4e-42	145	pfam00593	TonB_dep_Rec_b-barrel	436
2785712552	375	6	349	3	292	8.0e-24	82.9	pfam03929	PepSY_TM	295
2785712554	392	45	294	8	212	8.3e-16	55.9	pfam16576	HlyD_D23	214
2785712555	656	23	172	1	136	6.2e-33	112.3	pfam00005	ABC_tran	137
2785712555	656	282	502	1	205	3.6e-50	169.1	pfam12704	MacB_PCD	207
2785712555	656	536	649	2	120	5.0e-22	76.2	pfam02687	FtsX	120
2785712556	469	69	252	4	187	1.6e-15	55.3	pfam02321	OEP	187
2785712556	469	283	461	6	180	1.1e-19	68.9	pfam02321	OEP	187
2785712558	343	14	171	2	156	3.7e-52	174.4	pfam01210	NAD_Gly3P_dh_N	158
2785712558	343	191	332	1	140	5.6e-58	193.1	pfam07479	NAD_Gly3P_dh_C	142
2785712559	169	16	156	2	140	6.2e-59	195.9	pfam02556	SecB	141
2785712560	86	4	64	1	60	9.3e-23	78.2	pfam00462	Glutaredoxin	60
2785712561	141	41	135	3	101	3.7e-23	79.9	pfam00581	Rhodanese	102
2785712562	387	287	382	3	96	1.2e-26	90.7	pfam01551	Peptidase_M23	96
2785712563	302	30	240	1	210	1.0e-73	244.9	pfam04748	Polysacc_deac_2	212
2785712564	142	12	120	1	108	8.0e-29	98.4	pfam03203	MerC	108
2785712565	230	6	223	1	243	6.3e-37	125.9	pfam03009	GDPD	244
2785712566	291	5	137	9	135	4.0e-14	50.9	pfam00892	EamA	136
2785712566	291	147	277	2	130	1.4e-15	55.6	pfam00892	EamA	136
2785712567	315	63	283	1	195	4.7e-61	203.8	pfam02666	PS_Dcarbxylase	198
2785712568	347	99	274	1	174	1.9e-60	201.6	pfam03193	RsgA_GTPase	174
2785712569	181	9	171	1	163	2.1e-38	130.4	pfam00929	RNase_T	164
2785712573	1028	56	172	4	107	2.7e-15	54.8	pfam07715	Plug	107
2785712573	1028	323	999	60	435	1.8e-29	101.8	pfam00593	TonB_dep_Rec_b-barrel	436
2785712576	462	110	317	1	204	2.7e-46	155.8	pfam00078	RVT_1	205
2785712576	462	332	411	1	79	1.2e-22	77.7	pfam08388	GIIM	80
2785712577	153	19	149	1	132	1.3e-52	175.5	pfam14539	DUF4442	132
2785712578	442	17	109	3	95	5.1e-26	88.7	pfam13006	Nterm_IS4	95
2785712578	442	124	352	3	200	6.1e-22	76.3	pfam01609	DDE_Tnp_1	200
2785712579	125	13	101	2	89	7.9e-29	97.5	pfam04219	DUF413	90
2785712580	572	4	121	1	116	9.4e-43	142.7	pfam02776	TPP_enzyme_N	119
2785712580	572	196	331	1	136	3.1e-49	164.2	pfam00205	TPP_enzyme_M	137
2785712580	572	394	543	1	150	8.4e-53	176.2	pfam02775	TPP_enzyme_C	151
2785712581	165	5	72	1	67	2.2e-22	77	pfam22629	AHAS-like_ACT	67
2785712581	165	84	159	1	74	1.4e-24	83.9	pfam10369	ALS_ss_C	74
2785712583	79	4	78	1	47	2.4e-14	50.3	pfam02416	TatA_B_E	53
2785712584	99	4	91	1	47	8.8e-09	32.5	pfam02416	TatA_B_E	53
2785712585	251	9	219	1	208	9.9e-71	235.8	pfam00902	TatC	208
2785712587	258	4	256	1	253	1.2e-70	235.8	pfam01026	TatD_DNase	253
2785712588	632	44	179	4	136	7.0e-24	82.3	pfam07696	7TMR-DISMED2	136
2785712588	632	190	394	2	203	1.3e-39	134.2	pfam07695	7TMR-DISM_7TM	205
2785712588	632	463	622	2	160	2.9e-45	151.9	pfam00990	GGDEF	161
2785712589	336	8	329	2	316	0.0e+00	468.8	pfam00490	ALAD	317
2785712590	503	29	311	1	284	2.6e-80	267.9	pfam02541	Ppx-GppA	285
2785712590	503	316	490	2	176	2.9e-44	149	pfam21447	Ppx-GppA_III	177
2785712591	430	32	208	1	166	1.6e-45	152.8	pfam00270	DEAD	167
2785712591	430	242	351	2	110	3.8e-31	105.5	pfam00271	Helicase_C	110
2785712592	108	4	106	2	102	4.8e-35	117.7	pfam00085	Thioredoxin	103
2785712593	421	5	47	1	43	1.5e-18	64.5	pfam07498	Rho_N	43
2785712593	421	51	125	2	73	3.1e-34	114.6	pfam07497	Rho_RNA_bind	73
2785712593	421	158	365	3	211	2.0e-26	90.9	pfam00006	ATP-synt_ab	213
2785712594	432	95	427	1	203	3.7e-40	136	pfam01546	Peptidase_M20	206
2785712594	432	221	321	9	102	4.1e-13	47.2	pfam07687	M20_dimer	107
2785712595	938	575	640	1	66	1.1e-17	61.8	pfam00512	HisKA	66
2785712595	938	687	798	2	110	1.0e-30	104.4	pfam02518	HATPase_c	111
2785712595	938	819	932	1	109	8.1e-23	78.7	pfam00072	Response_reg	111
2785712596	424	22	398	2	374	0.0e+00	498.2	pfam06965	Na_H_antiport_1	374
2785712597	164	3	152	1	147	1.9e-63	210.4	pfam00731	AIRC	148
2785712598	378	1	90	3	95	1.9e-10	39	pfam22660	RS_preATP-grasp-like	98
2785712598	378	100	275	2	170	6.5e-49	163.8	pfam02222	ATP-grasp	171
2785712598	378	301	353	1	55	1.3e-18	64.4	pfam17769	PurK_C	56
2785712600	181	54	165	1	109	5.9e-34	114.2	pfam04314	PCuAC	109
2785712601	157	17	157	2	136	3.8e-31	105.9	pfam00210	Ferritin	142
2785712602	393	61	390	2	332	4.2e-130	431.8	pfam07995	GSDH	332
2785712603	702	189	311	256	345	3.2e-10	37.2	pfam00930	DPPIV_N	354
2785712603	702	488	699	1	211	7.7e-52	173.8	pfam00326	Peptidase_S9	213
2785712604	110	11	105	1	95	2.8e-42	140.8	pfam06127	Mpo1-like	95
2785712605	289	11	115	3	102	1.4e-28	96.8	pfam00085	Thioredoxin	103
2785712605	289	131	197	1	68	1.6e-19	67.9	pfam14559	TPR_19	68
2785712605	289	202	289	1	90	5.6e-25	85.5	pfam14561	TPR_20	90
2785712607	392	28	385	18	335	9.2e-13	45.8	pfam00266	Aminotran_5	371
2785712608	60	4	59	1	55	9.1e-23	78.1	pfam09838	DUF2065	56
2785712609	432	6	424	1	416	0.0e+00	613.5	pfam00709	Adenylsucc_synt	416
2785712610	468	16	440	40	461	3.5e-79	264.4	pfam00171	Aldedh	461
2785712611	138	3	126	4	121	1.2e-08	33.3	pfam00903	Glyoxalase	121
2785712612	156	3	151	2	144	1.7e-41	140.1	pfam01936	NYN	145
2785712613	572	59	565	2	510	0.0e+00	556.1	pfam01019	G_glu_transpept	512
2785712614	458	159	454	18	301	4.6e-42	142.2	pfam03553	Na_H_antiporter	303
2785712615	643	79	404	22	313	4.0e-77	257.7	pfam00933	Glyco_hydro_3	316
