Gene or region,New gene name,Function,Fourier,FDR,Peak,Peak R value,Cluster,Cluster membership score,"Cyanobase categories, main",Cyanobase sub-categories,Normalized,StdDev Norm,Normalized.1,StdDev Norm.1,Normalized.2,StdDev Norm.2,Normalized.3,StdDev Norm.3,Normalized.4,StdDev Norm.4,Normalized.5,StdDev Norm.5,Normalized.6,StdDev Norm.6,Normalized.7,StdDev Norm.7,Normalized.8,StdDev Norm.8,Normalized.9,StdDev Norm.9,Normalized.10,StdDev Norm.10,Normalized.11,StdDev Norm.11,Normalized.12,StdDev Norm.12,Normalized.13,StdDev Norm.13,Normalized.14,StdDev Norm.14,Normalized.15,StdDev Norm.15,Normalized.16,StdDev Norm.16,Normalized.17,StdDev Norm.17,Normalized.18,StdDev Norm.18,Normalized.19,StdDev Norm.19,Normalized.20,StdDev Norm.20,Normalized.21,StdDev Norm.21,Normalized.22,StdDev Norm.22,Normalized.23,StdDev Norm.23,Normalized.24,StdDev Norm.24,resolved_locus_tag,resolution_method
PMM0032,PMED4_00311,possible Bacterial type II secretion system pr,16.22905658,0.000274725,18.2,0.926245737,5.0,0.555074704,4.0 Cellular processes,4.6 Protein and peptide secretion,0.3686121,0.09093449,0.36849567,0.034676984,0.72505516,0.109908484,1.6907423,0.718952,2.1811523,1.2897445,3.7587984,0.46242523,1.9843929,0.4184068,1.5762097,0.26116472,0.9416224,0.13669933,0.6720546,0.060939837,0.70387644,0.032670546,0.6372037,0.0263343,0.456818,0.10199483,0.4001859,0.043918088,1.0629771,0.12480345,3.1112952,0.9501491,3.8969657,1.0712854,3.6624975,0.73448265,2.842611,0.1093764,1.708521,0.046934377,1.3049697,0.13821615,0.98154783,0.055330902,0.66079575,0.030966396,0.56823564,0.038299493,0.6086842,0.006524338,PMM0032,locus_tag:Gene or region
PMM0033,PMED4_00321,conserved hypothetical protein,16.3098605,0.00031348,18.6,0.928317526,6.0,0.944568415,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.6554526,0.057313513,0.54595274,0.10168146,0.941091,0.051457528,1.2240934,0.07025416,1.1778767,0.3115521,1.5656874,0.035063975,1.4034423,0.29524633,1.2587615,0.07634769,0.97442824,0.057677235,0.87117594,0.22044209,0.831938,0.20513113,0.73204565,0.022681065,0.6500448,0.18684322,0.5913936,0.073039584,1.0241594,0.059789967,1.5049021,0.17389001,1.7521439,0.10749921,1.4378657,0.050373845,1.5391383,0.122232415,1.4040518,0.061774477,1.1345857,0.18444508,0.98352873,0.046551194,0.6333562,0.08549391,0.66366667,0.100126915,0.824102,0.061542787,PMM0033,locus_tag:Gene or region
PMM0034,PMED4_00331,conserved hypothetical protein,11.42810855,0.081031866,2.2,0.673031765,14.0,0.425914356,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.792564,0.057127066,0.8659896,0.02253201,0.7692163,0.13284667,0.7864405,0.07489118,0.7264821,0.28380617,0.9119664,0.095641196,0.87075394,0.13372543,1.0731503,0.00356479,1.014031,0.007188963,1.1307281,0.017076526,1.1139598,0.007027612,1.0622344,0.048085902,1.016456,0.10637055,0.9550729,0.000453,0.9725925,0.07705634,1.0476182,0.08238297,0.98542255,0.07337529,0.9436984,0.019968726,0.8695689,0.010850483,1.0391752,0.09618488,1.2578721,0.034132842,1.2525458,0.10194137,1.2537577,0.02400932,1.0404068,0.022450922,1.1170859,0.011287796,PMM0034,locus_tag:Gene or region
PMM0035,PMED4_00341,DHSS soluble hydrogenase small subunit,16.80248442,0.0,17.6,0.964801548,5.0,0.999626228,15.0 Other categories,15.5 Hydrogenase,0.3540726,0.082370184,0.3882134,0.08628413,1.7929748,0.37347206,4.055234,0.3109357,4.6427436,0.52521104,4.510954,0.36687776,2.8677175,0.2035286,1.6851802,0.08146893,0.9137398,0.018594243,0.6586089,0.014193663,0.46225566,0.041519947,0.34815106,0.015152067,0.32618514,0.046073373,0.4385224,0.007760861,1.7449024,0.21774404,4.6456757,0.3196278,5.8186946,0.8166942,5.032121,0.17063567,3.0955565,0.08979231,1.8946444,0.14559066,0.9994954,0.0449387,0.70592934,0.018456034,0.51572293,0.000302,0.38605466,0.0339711,0.37400594,0.07158863,PMM0035,locus_tag:Gene or region
PMM0036,PMED4_00351,CbiD protein,4.916662016,0.668767818,18.6,0.279890617,17.0,1.0,"2.0 Biosynthesis of cofactors, prosthetic groups, and carriers","2.3 Cobalamin, heme, phycobilin and porphyrin",1.3843483,0.06002715,0.89756,0.12505713,0.89198816,0.24780795,0.7173557,0.15825608,0.70781684,0.49588957,1.1056633,0.06539857,1.2632896,0.2263375,1.1291558,0.12827682,0.9898178,0.09171389,0.90386206,0.2108426,1.0329688,0.2337896,1.0072292,0.019484816,1.1291723,0.0491989,0.8633226,0.057529524,0.9175221,0.11656329,1.0616053,0.054706857,1.03503,0.14706212,0.90027016,0.0526389,1.163831,0.1397969,1.0094781,0.28567404,1.0645378,0.12440924,0.9775478,0.026690193,0.7042254,0.1254234,0.9003856,0.12863314,0.9529967,0.20796089,PMM0036,locus_tag:Gene or region
PMM0037,PMED4_00361,guaA Glutamine amidotransferase class-I,16.55972524,0.0,18.4,0.944146701,6.0,0.86878047,"9.0 Purines, pyrimidines, nucleosides, and nucleotides",9.2 Purine ribonucleotide biosynthesis,0.7345683,0.03384852,0.54932266,0.007214358,1.0550644,0.046346165,1.6238738,0.3053812,1.8458084,0.41995144,2.2897768,0.15356337,2.1406336,0.29987627,1.5348396,0.06111513,1.0339551,0.12107588,0.9048007,0.08480216,0.7940333,0.06170672,0.7095947,0.048314113,0.6571404,0.04763308,0.5770619,0.03303848,0.9181218,0.07245712,2.0424051,0.2863478,2.3270214,0.19568895,2.357835,0.010662777,1.947396,0.14500585,1.5073406,0.16262072,1.1131319,0.061487824,0.93871754,0.0533636,0.71238744,0.02057475,0.71052665,0.010035918,0.7650801,0.015890088,PMM0037,locus_tag:Gene or region
PMM0038,PMED4_00371,hypothetical,14.68550903,0.004566636,17.8,0.841759656,6.0,0.722019453,16.0 Hypothetical,16.2 No similarity,0.90647084,0.03872913,0.6153078,0.023641132,0.8775128,0.05509078,1.2242979,0.04551711,1.0512174,0.47518054,1.665714,0.20271362,1.7433299,0.03423541,1.1783527,0.22840567,0.95278066,0.20252815,0.72685146,0.124058455,0.84293294,0.27794924,0.7927167,0.03302709,0.82745457,0.22164777,0.6508853,0.10921822,1.1234268,0.32483822,1.7283072,0.03362679,1.7673554,0.21204153,1.5642734,0.24830106,1.3955278,0.24998054,1.0465597,0.2905108,0.9510615,0.42281637,0.9944839,0.12526594,0.70719576,0.067146294,0.84573257,0.20730549,1.0113285,0.24253385,PMM0038,locus_tag:Gene or region
PMM0039,PMED4_00381,conserved hypothetical protein,16.63926057,0.0,18.6,0.947101744,6.0,0.689118078,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.3405854,0.019079117,0.34245968,0.019466106,0.74008256,0.19958246,1.752504,0.12553601,2.2396874,0.9592625,3.4378798,0.040718447,2.3368192,0.43214145,1.7394655,0.17182806,1.0710282,0.053041466,0.84694695,0.07274906,0.69025993,0.10838422,0.54461104,0.040775623,0.40014485,0.007780648,0.3413774,0.0191192,0.9008772,0.21728517,2.6517358,0.8778058,2.948908,0.7933141,3.4500813,0.32574025,2.6582787,0.11207085,1.7805264,0.42493153,1.2704214,0.062361293,0.9626035,0.004522166,0.6314001,0.08906293,0.53534263,0.14155753,0.47396398,0.11529166,PMM0039,locus_tag:Gene or region
PMM0040,PMED4_00401,Putative penicillin-binding protein,14.66317329,0.004608295,18.2,0.83763254,6.0,0.838006346,3.0 Cell envelope,3.2 Murein sacculus and peptidoglycan,0.9450296,0.16057572,0.8458101,0.061599165,0.8926737,0.2594661,0.9999926,0.00544266,1.1636969,0.14978571,1.1804856,0.043302525,1.1970855,0.096008286,1.0960741,0.030041397,0.85925823,0.10824503,0.8588515,0.045075186,0.8581016,0.06742538,0.75412947,0.091695935,0.758402,0.06733246,0.771423,0.031719465,1.06534,0.050810497,1.468152,0.1081066,1.4876659,0.078202,1.442965,0.068821296,1.2948483,0.06704316,1.1643977,0.20029923,1.0912446,0.14477845,1.0025569,0.034969207,0.7965851,0.12949778,0.8567267,0.073464155,0.8011538,0.04946697,PMM0040,locus_tag:Gene or region
PMM0041,PMED4_00411,possible reductase,16.25285502,0.000290698,5.2,0.93646514,15.0,0.842035472,15.0 Other categories,15.7 Other,1.6222777,0.21900965,1.2348988,0.14414412,0.7102872,0.115626566,0.63329345,0.17922975,0.41004914,0.1742777,0.48787877,0.05758453,0.60251445,0.2292589,0.8652167,0.14470026,0.83596087,0.43710998,1.1989194,0.24300116,1.5949029,0.12613319,1.6114335,0.4441279,1.5007408,0.6799814,0.9656316,0.2637403,0.9313366,0.08456731,0.8017366,0.091773644,0.64243317,0.14086,0.54798055,0.04588508,0.76580507,0.113531806,0.8723667,0.2020694,1.1818972,0.27108538,1.3045526,0.20027585,1.236019,0.0903314,1.6441666,0.40346023,1.4298792,0.5262688,PMM0041,locus_tag:Gene or region
PMM0042,PMED4_00421,flavoprotein,8.270865769,0.315488086,6.6,0.470853995,18.0,1.0,15.0 Other categories,15.7 Other,1.4035434,0.18178836,0.90420467,0.1271419,0.9346152,0.11139351,0.8554768,0.12685598,0.9276457,0.07823739,0.7334687,0.014506238,1.02237,0.07354834,1.0047861,0.004290731,0.908673,0.11790394,0.97341233,0.13734873,1.0049351,0.09696908,1.0218503,0.072759174,1.3851055,0.122913495,1.0989019,0.1568692,1.1453718,0.029289423,1.0748556,0.0926062,1.1364268,0.012585649,0.92422354,0.09350762,0.9364617,0.07387804,1.0070893,0.12797779,1.0897335,0.21880287,1.0902606,0.053226296,0.9398085,0.027923739,1.0918379,0.07925681,1.2001504,0.41118065,PMM0042,locus_tag:Gene or region
PMM0043,PMED4_00431,flavoprotein,15.21541682,0.000945626,8.8,0.864090879,2.0,0.986491182,15.0 Other categories,15.7 Other,1.5163522,0.110555924,1.2928871,0.20083568,1.0979849,0.11144101,0.7133642,0.01045031,0.63139033,0.1346959,0.5247379,0.040216126,0.5316589,0.06777159,0.6884228,0.04733796,0.65701884,0.0083928,0.73493624,0.0100498,1.0224364,0.015247691,1.0551633,0.09669807,1.8838369,0.3567391,1.7187783,0.105293006,1.6307456,0.066429175,1.3317796,0.05382723,1.1700507,0.16970989,0.6779733,0.017875364,0.69254065,0.001724242,0.72873163,0.06454082,0.84711933,0.013692724,0.9641835,0.07821648,0.99997413,0.010173919,1.2492923,0.030520635,1.6623191,1.3095856,PMM0043,locus_tag:Gene or region
PMM0044,PMED4_00441,alaS Alanyl-tRNA synthetase,14.69381056,0.004600939,23.8,0.855104623,10.0,0.985526907,13.0 Translation,13.1 Aminoacyl tRNA synthetases and tRNA modification,0.947165,0.08724305,0.7520242,0.17790903,0.73643607,0.1953465,0.7115184,0.13720754,0.7252287,0.016028957,0.95461106,0.04089958,1.196663,0.24275929,1.2242856,0.18407314,1.1093305,0.11665997,1.090913,0.13593337,1.100292,0.029741846,0.9442578,0.12927806,0.85109085,0.17816311,0.7523249,0.0733181,0.76496196,0.002194051,0.9824804,0.08581258,0.9752308,0.11095536,1.0429149,0.06091384,1.3285307,0.24975468,1.4432883,0.048477225,1.4246235,0.019147065,1.374697,0.11568094,0.9653731,0.007080019,1.0142418,0.04614761,1.0036875,0.042441323,PMM0044,locus_tag:Gene or region
PMM0045,PMED4_00451,Orn/DAP/Arg decarboxylases family 2,12.09665721,0.055228031,19.6,0.686164984,8.0,0.536665341,15.0 Other categories,15.7 Other,0.8790327,0.16487737,0.58193195,0.07572903,0.7269035,0.061833467,0.90015274,0.14174272,1.0129162,0.15375444,1.0501144,0.16609366,1.0753103,0.13282265,1.1744269,0.074935496,0.8553409,0.021276908,0.7976291,0.26275405,0.8777032,0.3408036,0.78636277,0.003403503,0.84123254,0.08176995,0.6761714,0.10373446,0.891079,0.17246646,1.5778426,0.10047413,1.5952688,0.25002614,1.3144315,0.048890818,1.3109728,0.20611846,1.191234,0.30086976,1.2731535,0.4199694,1.2160299,0.1956176,0.78691787,0.051359802,0.9496723,0.13623936,0.9043152,0.1327595,PMM0045,locus_tag:Gene or region
PMM0046,PMED4_00461,Nucleoside diphosphate kinase,16.84861151,0.0,5.2,0.970789154,16.0,0.996502995,"9.0 Purines, pyrimidines, nucleosides, and nucleotides",9.1 Interconversions and salvage of nucleosides and nucleotides,1.4321165,0.12798996,1.3301909,0.038241312,0.9481033,0.12668619,0.4994569,0.010679903,0.2666498,0.137729,0.40811515,0.035219938,0.52713007,0.12138287,0.7871077,0.013263684,1.0305567,0.18857762,1.2343283,0.06841529,1.7715938,0.01989418,1.7081349,0.09684019,1.4022088,0.39961588,0.99969226,0.059714753,0.7504771,0.17267463,0.5377496,0.026697155,0.34439373,0.06635774,0.3370162,0.056785934,0.51328623,0.12674369,0.72621036,0.068839,1.1957623,0.18994048,1.3588881,0.16910157,1.4523376,0.06351292,1.595144,0.034693874,1.4260577,0.09948004,PMM0046,locus_tag:Gene or region
PMM0047,PMED4_00471,thiO PUTATIVE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE,13.01545812,0.025252525,23.8,0.757948158,10.0,0.902463702,"2.0 Biosynthesis of cofactors, prosthetic groups, and carriers",2.11 Thiamine,0.9115938,0.044635694,0.6603839,0.12434992,0.80907845,0.043093923,0.66600996,0.1452631,0.86071,0.14585102,0.90080684,0.029289212,1.0212543,0.07674488,1.1956533,0.055771887,1.1102271,0.040126286,1.0874662,0.12017949,1.0571611,0.18720369,0.93672854,0.02163236,0.93161666,0.08562767,0.8424989,0.01804019,0.8374057,0.004480695,0.98532534,0.18177481,1.1324787,0.18777874,1.0021293,0.14807853,1.1740602,0.03134251,1.179344,0.115165934,1.2464759,0.03580376,1.2248112,0.07811178,1.0414827,0.045938846,1.0509149,0.09972809,1.0421407,0.003523399,PMM0047,locus_tag:Gene or region
PMM0048,PMED4_00481,gatB Glutamyl-tRNA (Gln) amidotransferase subunit B,13.41605269,0.018014956,18.0,0.766911598,6.0,0.705255905,13.0 Translation,13.1 Aminoacyl tRNA synthetases and tRNA modification,0.9696149,0.039239094,0.9022607,0.004633606,0.9410464,0.036827195,0.9599465,0.025230872,1.0188543,0.15179786,1.1113335,0.00536675,1.0370474,0.07070369,1.113716,0.11828825,0.9484676,0.024783522,0.9716741,0.0666001,0.97906154,0.032419585,0.9751613,0.1345027,0.9928733,0.10608954,0.89571816,0.07720398,1.0049936,0.12837823,1.2784308,0.14496434,1.2309884,0.101913005,1.1490899,0.03004983,1.0925212,0.014607264,1.1393734,0.052788753,1.0800699,0.011991862,1.0002981,0.006345251,0.83536226,0.01862644,0.87542623,0.04292777,0.9904414,0.240698,PMM0048,locus_tag:Gene or region
PMM0049,PMED4_00491,coaE putative dephospho-CoA kinase,8.859642231,0.260378117,11.8,0.515621255,18.0,1.0,10.0 Regulatory functions,10.0 Regulatory functions,1.612187,0.21723436,0.94667697,0.086746074,1.0144494,0.16240361,0.9130899,0.021711214,1.2133137,0.7470792,0.87437713,0.062785365,0.8528377,0.031909406,0.90481085,0.0656425,0.907807,0.06241358,0.8853697,0.36926073,1.1220058,0.5046619,0.9188433,0.009220494,1.2747773,0.048613824,1.1293541,0.023321513,1.2281247,0.2914262,1.2982963,0.03769605,1.2016362,0.3055813,1.0311539,0.054572444,1.0499449,0.45788765,0.9756808,0.34363198,0.98415214,0.3923325,1.0224143,0.11567513,0.9042214,0.06371238,0.99821746,0.15934403,1.2218386,0.24087714,PMM0049,locus_tag:Gene or region
PMM0050,PMED4_00501,argJ ArgJ family,16.01886472,0.000451467,17.2,0.923649713,5.0,0.95342144,1.0 Amino acid biosynthesis,1.4 Glutamate family / Nitrogen assimilation,0.9206477,0.12226234,0.8204176,0.03154457,1.1992403,0.19790061,1.5743788,0.062535204,1.6636527,0.62963676,1.6295624,0.2112003,1.3863655,0.17364915,1.1243641,0.16919339,0.922949,0.18725267,0.80509067,0.061516427,0.73324555,0.19959451,0.6809083,0.10527574,0.8733879,0.05483154,0.77718234,0.051991146,1.006475,0.15033938,1.7050729,0.15221702,1.9142686,0.14261903,1.5499445,0.19111831,1.4227344,0.18334866,0.9719787,0.15357976,1.1089478,0.46063372,0.853164,0.18038075,0.76392114,0.065838665,0.72512877,0.14340726,0.8532903,0.11395689,PMM0050,locus_tag:Gene or region
PMM0051,PMED4_00511,conserved hypothetical protein,16.63693315,0.0,17.6,0.954257108,5.0,0.999005611,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.5813684,0.08603198,0.46298742,0.07706904,1.4377812,0.48834687,3.971873,1.384737,4.0138774,0.06218469,4.3373127,0.61301214,3.2463653,0.38449588,1.6217675,0.19365864,0.9464047,0.095978096,0.7540501,0.00555666,0.6521622,0.08048984,0.56637865,0.017164342,0.5171765,0.037683308,0.46027234,0.06375503,1.3263837,0.32721135,3.5092015,0.030465236,4.0463295,0.032189086,3.8496952,0.007413,2.9979758,0.16359024,1.4661225,0.22694984,0.905555,0.106001966,0.80072516,0.006861255,0.52461475,0.061794538,0.53317434,0.007523153,0.48265186,0.023326641,PMM0051,locus_tag:Gene or region
PMM0052,PMED4_00521,Aldo/keto reductase family,8.789873802,0.266306954,19.0,0.499609241,18.0,1.0,15.0 Other categories,15.7 Other,1.0372224,0.09872912,0.7425652,0.2577618,0.83924645,0.09559001,0.8282215,0.0358257,0.9077361,0.33542383,1.3150738,0.16327104,0.9866814,0.01236621,1.1197172,0.17199126,0.95203197,0.10656533,0.86208296,0.051534083,1.05528,0.26681942,1.0162139,0.069354475,0.9883186,0.010124482,0.7950191,0.06845174,1.0726409,0.10951184,1.3503981,0.07249745,1.5535406,0.07578891,0.9323535,0.04875043,1.3107464,0.045160357,1.1438581,0.004541835,1.1505431,0.15266234,1.1526287,0.079778165,0.85863584,0.07004426,0.8924101,0.14701296,1.0395638,0.016547807,PMM0052,locus_tag:Gene or region
PMM0053,PMED4_00541,Putative RNA methylase family UPF0020,13.82961782,0.01202346,19.2,0.785397217,6.0,0.769403488,15.0 Other categories,15.7 Other,1.0278219,0.043231465,0.7358064,0.1708444,0.88491136,0.029981917,1.0209981,0.204833,1.1616377,0.10671226,1.4486728,0.11364696,1.1848801,0.15829094,1.2086297,0.088556066,0.88492465,0.15682863,0.85263616,0.038466822,1.072095,0.1960449,0.8754654,0.18500118,0.8170708,0.14294839,0.7324558,0.021363819,0.87049896,0.16233243,1.2765468,0.05268544,1.6478082,0.18267076,1.5187355,0.047924627,1.5335554,0.31834257,1.0523154,0.07912334,1.2457147,0.48350865,0.9697588,0.11592421,0.93062043,0.003760055,0.8878988,0.17547701,0.7662296,0.10693248,PMM0053,locus_tag:Gene or region
PMM0054,PMED4_00551,conserved hypothetical protein,15.92432841,0.000417537,17.4,0.914702382,5.0,0.988756158,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.77814853,0.084418125,0.57607275,0.071438335,1.0636579,0.052226994,1.5772439,0.029488076,1.8216861,0.9398277,2.392094,0.2836414,1.7106481,0.012581741,1.2049079,0.024191812,0.9189978,0.07655376,0.79767954,0.030011198,0.84057105,0.10007673,0.69879144,0.008353228,0.70887566,0.01308109,0.62479234,0.069552995,1.1929848,0.23593439,2.3509414,0.49991915,2.5533,0.14150411,2.5451994,0.009599763,1.6835006,0.16681205,1.1646492,0.23365836,1.078156,0.13369659,0.9246882,0.04772904,0.6513667,0.08461302,0.7022299,0.10789785,0.89390117,0.015476922,PMM0054,locus_tag:Gene or region
PMM0055,PMED4_00561,conserved hypothetical protein,15.66210661,0.000314465,17.6,0.898816271,5.0,0.941581928,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.4922732,0.041183233,0.3864374,0.11401463,0.7400151,0.24748646,1.4372017,0.501323,1.7306923,1.0288819,2.4279072,0.22902144,1.3809346,0.3584968,1.2061151,0.0949316,0.7982098,0.030088501,0.6631048,0.14359473,0.61437804,0.10844716,0.5781027,0.015880728,0.4857536,0.13331312,0.6194128,0.039944932,1.4565202,0.25219145,3.6082363,0.16490407,3.4937603,0.09792817,3.022755,0.05611263,2.1480112,0.023623157,1.4713857,0.34452078,1.1243447,0.1399568,0.99999255,0.005442744,0.7307694,0.04365879,0.5420456,0.06965485,0.6010289,0.03180447,PMM0055,locus_tag:Gene or region
PMM0056,PMED4_00581,conserved hypothetical protein,13.97954246,0.010422961,9.2,0.79546506,1.0,0.91469533,16.0 Hypothetical,16.1 Conserved hypothetical protein,2.072147,0.013288293,1.5755545,0.060260072,1.9304247,0.37127563,1.5360373,0.3204125,1.0985136,0.011079073,0.78440523,0.09660343,0.9065385,0.017636538,0.8877421,0.053531244,0.7410578,0.19843994,1.001342,0.13418905,1.1759555,0.14455464,1.3284639,0.20640005,1.4036463,0.25069562,1.204504,0.34133497,1.2419707,0.2585813,1.1577135,0.050187644,0.8088366,0.082288824,0.5526778,0.063983716,0.5724409,0.12112364,0.82957166,0.07158964,0.8638285,0.063088335,0.9349742,0.03962863,0.83124965,0.070985034,1.1119149,0.15123454,0.98674536,0.33677632,PMM0056,locus_tag:Gene or region
PMM0057,PMED4_00591,"putative chromosome segregation protein, SMCATPase superfamily",15.16924839,0.001385681,18.0,0.867250497,6.0,0.930164412,13.0 Translation,13.4 Nucleoproteins,0.893475,0.053966988,0.60225177,0.026606409,0.85613436,0.034305368,1.2715666,0.16650967,1.5897126,0.28946882,2.0240972,0.15746926,1.5988533,0.26414153,1.2719682,0.07638347,0.93758374,0.10679049,0.8763507,0.1475133,0.7984851,0.121674545,0.80101085,0.005097521,0.85692036,0.014196851,0.799897,0.019527944,1.0087439,0.024837876,2.066278,0.0848745,2.3793054,0.13585627,2.5997565,0.1603405,1.8607788,0.046258382,1.2657697,0.35779104,1.0784717,0.26326963,1.1349567,0.19067161,0.81682426,0.045759972,0.9249016,0.055748504,0.8633035,0.011410073,PMM0057,locus_tag:Gene or region
PMM0058,PMED4_00601,conserved hypothetical protein,16.16844343,0.000524934,16.6,0.93628503,5.0,0.783391585,16.0 Hypothetical,16.1 Conserved hypothetical protein,1.0036563,0.058431208,0.8492985,0.17254193,1.1311736,0.10466876,1.7340875,0.04075962,1.8611394,0.6163601,1.944903,0.17980038,1.5581012,0.14802417,1.2347736,0.002757413,0.85199314,0.003626498,0.79992574,0.10640015,0.8108782,0.14320205,0.75740397,0.005052693,0.8945658,0.08639465,0.83450997,0.14824532,1.3905702,0.030220171,2.2741983,0.05459978,2.30029,0.050472025,2.066597,0.044189937,1.5569942,0.27183306,1.1561829,0.2811108,0.924981,0.12972249,0.9100054,0.088269755,0.6852077,0.004102637,0.79988635,0.025324877,0.8754141,0.13375713,PMM0058,locus_tag:Gene or region
PMM0059,PMED4_00611,conserved hypothetical protein,4.908126225,0.66951567,2.6,0.288924251,18.0,1.0,16.0 Hypothetical,16.1 Conserved hypothetical protein,1.3275306,0.35022977,0.7825015,0.058847237,0.7818415,0.36507723,0.6036262,0.08698072,0.789163,0.5363163,0.80620104,0.006283818,1.2462484,0.10917449,1.101321,0.2527478,0.9670721,0.23943186,1.020544,0.24193099,1.1181861,0.37027156,1.0874112,0.058584183,1.2038254,0.071626,0.9191058,0.08545851,1.0097942,0.21329993,1.1717566,0.16563441,1.0005395,0.4324818,0.8251731,0.11832605,1.1973267,0.3594027,0.94004333,0.07894017,1.1103787,0.5072978,1.3143452,0.22757451,0.8908776,0.13184658,1.0138084,0.016010312,1.0070528,0.06354758,PMM0059,locus_tag:Gene or region
PMM0060,PMED4_00621,"accC, fabG acetyl-CoA carboxylase, biotin carboxylasesubunit",16.94079801,0.0,5.8,0.970932327,16.0,0.999509191,"7.0 Fatty acid, phospholipid and sterol metabolism","7.0 Fatty acid, phospholipid and sterol metabolism",1.6162277,0.016088977,1.3611077,0.17502004,1.0480508,0.14833884,0.6932851,0.062105782,0.42000166,0.09194635,0.43678465,0.04680398,0.65416163,0.09819515,0.7959076,0.021582289,0.9596093,0.14368254,1.2351308,0.04305995,1.4270691,0.02228015,1.5722575,0.17695914,1.346045,0.2140247,1.138025,0.07884112,0.8909246,0.11694994,0.7515311,0.021394363,0.5106039,0.024287766,0.48493096,0.032222185,0.615472,0.08671138,0.75479025,0.018264558,0.9566285,0.090698086,1.240088,0.013640087,1.2097661,0.01488985,1.51636,0.2021932,1.2578732,0.20583309,PMM0060,locus_tag:Gene or region
