cds_fna_id	old_locus_tag	product
lcl|CP000111.1_cds_ABS83172.1_1140	PMT9312_1898	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1055_1141	PMT9312_1055	PfkB family carbohydrate kinase-like protein
lcl|CP000111.1_cds_Pmt9312_1056_1142	PMT9312_1056	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1057_1143	PMT9312_1057	multidrug efflux transporter, MFS family-like protein
lcl|CP000111.1_cds_Pmt9312_1058_1144	PMT9312_1058	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1059_1145	PMT9312_1059	putative ABC transporter, oligopeptides
lcl|CP000111.1_cds_Pmt9312_1060_1146	PMT9312_1060	ABC transporter, substrate binding protein, possibly oligopeptides
lcl|CP000111.1_cds_Pmt9312_1061_1147	PMT9312_1061	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1062_1148	PMT9312_1062	homoserine dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1063_1149	PMT9312_1063	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1064_1150	PMT9312_1064	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1065_1151	PMT9312_1065	Holliday junction endonuclease RuvC
lcl|CP000111.1_cds_Pmt9312_1066_1152	PMT9312_1066	protoporphyrin IX magnesium-chelatase
lcl|CP000111.1_cds_Pmt9312_1067_1153	PMT9312_1067	RNA methyltransferase TrmH, group 1
lcl|CP000111.1_cds_Pmt9312_1068_1154	PMT9312_1068	cytochrome cM
lcl|CP000111.1_cds_Pmt9312_1069_1155	PMT9312_1069	cytochrome b6/f complex, subunit V
lcl|CP000111.1_cds_Pmt9312_1070_1156	PMT9312_1070	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1071_1157	PMT9312_1071	imidazole glycerol phosphate synthase subunit hisH
lcl|CP000111.1_cds_Pmt9312_1072_1158	PMT9312_1072	thioredoxin
lcl|CP000111.1_cds_Pmt9312_1073_1159	PMT9312_1073	IMP dehydrogenase related 2
lcl|CP000111.1_cds_Pmt9312_1074_1160	PMT9312_1074	DNA gyrase subunit A
lcl|CP000111.1_cds_Pmt9312_1075_1161	PMT9312_1075	lycopene cyclase (CrtL-type)
lcl|CP000111.1_cds_Pmt9312_1076_1162	PMT9312_1076	(1->4)-alpha-D-glucan branching enzyme
lcl|CP000111.1_cds_Pmt9312_1077_1163	PMT9312_1077	2-isopropylmalate synthase
lcl|CP000111.1_cds_Pmt9312_1078_1164	PMT9312_1078	adenoviral fiber protein-like protein
lcl|CP000111.1_cds_Pmt9312_1079_1165	PMT9312_1079	metal dependent phosphohydrolase
lcl|CP000111.1_cds_Pmt9312_1080_1166	PMT9312_1080	methenyltetrahydrofolate cyclohydrolase / 5,10-methylenetetrahydrofolate dehydrogenase (NADP+)
lcl|CP000111.1_cds_Pmt9312_1081_1167	PMT9312_1081	farnesyl-diphosphate synthase
lcl|CP000111.1_cds_Pmt9312_1082_1168	PMT9312_1082	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1083_1169	PMT9312_1083	cobyrinate a,c-diamide synthase
lcl|CP000111.1_cds_ABS83173.1_1170	PMT9312_1899	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1084_1171	PMT9312_1084	putative glucose 6-phosphate dehydrogenase effector OpcA
lcl|CP000111.1_cds_Pmt9312_1085_1172	PMT9312_1085	glucose-6-phosphate 1-dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1086_1173	PMT9312_1086	ferredoxin-NADP oxidoreductase (FNR)
lcl|CP000111.1_cds_Pmt9312_1087_1174	PMT9312_1087	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1088_1175	PMT9312_1088	histidine kinase
lcl|CP000111.1_cds_Pmt9312_1089_1176	PMT9312_1089	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1090_1177	PMT9312_1090	villin headpiece domain protein-like protein
lcl|CP000111.1_cds_Pmt9312_1091_1178	PMT9312_1091	ribose-phosphate pyrophosphokinase
lcl|CP000111.1_cds_Pmt9312_1092_1179	PMT9312_1092	4-alpha-glucanotransferase
lcl|CP000111.1_cds_Pmt9312_1093_1180	PMT9312_1093	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1094_1181	PMT9312_1094	kinase-like protein
lcl|CP000111.1_cds_Pmt9312_1095_1182	PMT9312_1095	Arginine decarboxylase
lcl|CP000111.1_cds_Pmt9312_1096_1183	PMT9312_1096	phosphatidate cytidylyltransferase
lcl|CP000111.1_cds_Pmt9312_1097_1184	PMT9312_1097	alpha/beta hydrolase fold protein
lcl|CP000111.1_cds_Pmt9312_1098_1185	PMT9312_1098	putative glycerol dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1099_1186	PMT9312_1099	ATPase
lcl|CP000111.1_cds_Pmt9312_1100_1187	PMT9312_1100	
lcl|CP000111.1_cds_Pmt9312_1101_1188	PMT9312_1101	diaminopimelate decarboxylase
lcl|CP000111.1_cds_Pmt9312_1102_1189	PMT9312_1102	Protein of unknown function DUF147
lcl|CP000111.1_cds_Pmt9312_1103_1190	PMT9312_1103	Undecaprenyl pyrophosphate synthetase
lcl|CP000111.1_cds_Pmt9312_1104_1191	PMT9312_1104	biotin synthase
lcl|CP000111.1_cds_Pmt9312_1105_1192	PMT9312_1105	Rhodanese-like protein
lcl|CP000111.1_cds_Pmt9312_1106_1193	PMT9312_1106	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1107_1194	PMT9312_1107	lipoic acid synthetase
lcl|CP000111.1_cds_Pmt9312_1108_1195	PMT9312_1108	DNA replication and repair protein RecR
lcl|CP000111.1_cds_Pmt9312_1109_1196	PMT9312_1109	photosystem II oxygen evolving complex protein PsbP
lcl|CP000111.1_cds_Pmt9312_1110_1197	PMT9312_1110	ATPase
lcl|CP000111.1_cds_Pmt9312_1111_1198	PMT9312_1111	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1112_1199	PMT9312_1112	ATP-dependent RNA helicase CsdA
lcl|CP000111.1_cds_Pmt9312_1113_1200	PMT9312_1113	DNA helicase/exodeoxyribonuclease V, alpha subunit
lcl|CP000111.1_cds_Pmt9312_1114_1201	PMT9312_1114	DNA helicase/exodeoxyribonuclease V, beta subunit
lcl|CP000111.1_cds_Pmt9312_1115_1202	PMT9312_1115	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1116_1203	PMT9312_1116	DNA helicase/exodeoxyribonuclease V, gamma subunit
lcl|CP000111.1_cds_Pmt9312_1117_1204	PMT9312_1117	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1118_1205	PMT9312_1118	pyridoxine 5'-phosphate synthase
lcl|CP000111.1_cds_Pmt9312_1119_1206	PMT9312_1119	Phospholipid/glycerol acyltransferase
lcl|CP000111.1_cds_Pmt9312_1120_1207	PMT9312_1120	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1121_1208	PMT9312_1121	BolA-like protein
lcl|CP000111.1_cds_Pmt9312_1122_1209	PMT9312_1122	Glutaredoxin-related protein
lcl|CP000111.1_cds_Pmt9312_1123_1210	PMT9312_1123	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1124_1211	PMT9312_1124	two component transcriptional regulator, winged helix family
lcl|CP000111.1_cds_Pmt9312_1125_1212	PMT9312_1125	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1126_1213	PMT9312_1126	putative carotenoid isomerase
lcl|CP000111.1_cds_Pmt9312_1127_1214	PMT9312_1127	gid protein
lcl|CP000111.1_cds_Pmt9312_1128_1215	PMT9312_1128	photosystem II reaction center Y protein (PsbY)-like protein
lcl|CP000111.1_cds_Pmt9312_1129_1216	PMT9312_1129	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1130_1217	PMT9312_1130	porin precursor-like protein
lcl|CP000111.1_cds_Pmt9312_1131_1218	PMT9312_1131	porin precursor-like protein
lcl|CP000111.1_cds_ABS83174.1_1219	PMT9312_1900	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83175.1_1220	PMT9312_1901	Hypothetical protein
lcl|CP000111.1_cds_ABS83176.1_1221	PMT9312_1902	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1132_1222	PMT9312_1132	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1133_1223	PMT9312_1133	Adenine phosphoribosyltransferase
lcl|CP000111.1_cds_Pmt9312_1134_1224	PMT9312_1134	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1135_1225	PMT9312_1135	protein family PM-13
lcl|CP000111.1_cds_Pmt9312_1136_1226	PMT9312_1136	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1137_1227	PMT9312_1137	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1138_1228	PMT9312_1138	Heat shock protein DnaJ-like protein
lcl|CP000111.1_cds_Pmt9312_1139_1229	PMT9312_1139	hypothetical protein
lcl|CP000111.1_cds_ABS83177.1_1230	PMT9312_1903	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1140_1231	PMT9312_1140	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1141_1232	PMT9312_1141	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1142_1233	PMT9312_1142	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1143_1234	PMT9312_1143	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1144_1235	PMT9312_1144	photosystem q(b) protein
lcl|CP000111.1_cds_Pmt9312_1145_1236	PMT9312_1145	hypothetical protein
lcl|CP000111.1_cds_ABS83178.1_1237	PMT9312_1904	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1146_1238	PMT9312_1146	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1147_1239	PMT9312_1147	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1148_1240	PMT9312_1148	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1149_1241	PMT9312_1149	protein with signal peptide
lcl|CP000111.1_cds_Pmt9312_1150_1242	PMT9312_1150	uncharacterized conserved protein containing SWIM-like Zn-finger
lcl|CP000111.1_cds_Pmt9312_1151_1243	PMT9312_1151	RNA-directed DNA polymerase
lcl|CP000111.1_cds_Pmt9312_1152_1244	PMT9312_1152	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1153_1245	PMT9312_1153	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1154_1246	PMT9312_1154	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1155_1247	PMT9312_1155	ATP-dependent DNA ligase
lcl|CP000111.1_cds_Pmt9312_1156_1248	PMT9312_1156	protein family PM-12
lcl|CP000111.1_cds_Pmt9312_1157_1249	PMT9312_1157	hypothetical protein
lcl|CP000111.1_cds_ABS83179.1_1250	PMT9312_1905	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1158_1251	PMT9312_1158	vanadium/alternative nitrogenase delta-like protein
lcl|CP000111.1_cds_ABS83180.1_1252	PMT9312_1906	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1159_1253	PMT9312_1159	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1160_1254	PMT9312_1160	virion host shutoff protein-like protein
lcl|CP000111.1_cds_ABS83181.1_1255	PMT9312_1907	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1161_1256	PMT9312_1161	cytochrome oxidase C subunit VIb-like protein
lcl|CP000111.1_cds_Pmt9312_1162_1257	PMT9312_1162	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1163_1258	PMT9312_1163	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1164_1259	PMT9312_1164	sulfotransferase family protein
lcl|CP000111.1_cds_Pmt9312_1165_1260	PMT9312_1165	amino acid ABC transporter ATP-binding protein, PAAT family
lcl|CP000111.1_cds_Pmt9312_1166_1261	PMT9312_1166	amino acid ABC transporter membrane protein 2, PAAT family
lcl|CP000111.1_cds_Pmt9312_1167_1262	PMT9312_1167	amino acid ABC transporter membrane protein 1, PAAT family
lcl|CP000111.1_cds_Pmt9312_1168_1263	PMT9312_1168	amino acid ABC transporter substrate-binding protein, PAAT family
lcl|CP000111.1_cds_ABS83182.1_1264	PMT9312_1908	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83183.1_1265	PMT9312_1909	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1169_1266	PMT9312_1169	NADPH-dependent reductase
lcl|CP000111.1_cds_Pmt9312_1170_1267	PMT9312_1170	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1171_1268	PMT9312_1171	hypothetical protein
lcl|CP000111.1_cds_ABS83184.1_1269	PMT9312_1910	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1172_1270	PMT9312_1172	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1173_1271	PMT9312_1173	high light inducible protein-like protein
lcl|CP000111.1_cds_ABS83185.1_1272	PMT9312_1911	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1174_1273	PMT9312_1174	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1175_1274	PMT9312_1175	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83186.1_1275	PMT9312_1912	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1176_1276	PMT9312_1176	PsbF protein-like protein
lcl|CP000111.1_cds_Pmt9312_1177_1277	PMT9312_1177	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1178_1278	PMT9312_1178	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1179_1279	PMT9312_1179	adhesin-like protein
lcl|CP000111.1_cds_Pmt9312_1180_1280	PMT9312_1180	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1181_1281	PMT9312_1181	Outer membrane protein-like protein
lcl|CP000111.1_cds_Pmt9312_1182_1282	PMT9312_1182	ATPase
lcl|CP000111.1_cds_Pmt9312_1183_1283	PMT9312_1183	leukotoxin secretion protein-like protein
lcl|CP000111.1_cds_Pmt9312_1184_1284	PMT9312_1184	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1185_1285	PMT9312_1185	Subtilisin-like protein serine proteases-like protein
lcl|CP000111.1_cds_Pmt9312_1186_1286	PMT9312_1186	type 4 prepilin peptidase 1, Aspartic peptidase, MEROPS family A24A
lcl|CP000111.1_cds_Pmt9312_1187_1287	PMT9312_1187	Type II secretory pathway component PulF-like protein
lcl|CP000111.1_cds_Pmt9312_1188_1288	PMT9312_1188	twitching motility protein
lcl|CP000111.1_cds_Pmt9312_1189_1289	PMT9312_1189	Type II secretory pathway ATPase PulE/Tfp pilus assembly pathway ATPase PilB-like protein
lcl|CP000111.1_cds_Pmt9312_1190_1290	PMT9312_1190	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1191_1291	PMT9312_1191	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1192_1292	PMT9312_1192	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1193_1293	PMT9312_1193	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1194_1294	PMT9312_1194	Type II secretory pathway component PulD-like protein
lcl|CP000111.1_cds_Pmt9312_1195_1295	PMT9312_1195	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1196_1296	PMT9312_1196	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1197_1297	PMT9312_1197	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1198_1298	PMT9312_1198	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1199_1299	PMT9312_1199	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1200_1300	PMT9312_1200	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1201_1301	PMT9312_1201	Tfp pilus assembly protein PilE-like protein
lcl|CP000111.1_cds_Pmt9312_1202_1302	PMT9312_1202	TPR repeat
lcl|CP000111.1_cds_Pmt9312_1203_1303	PMT9312_1203	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1204_1304	PMT9312_1204	ribosomal large subunit pseudouridine synthase F
lcl|CP000111.1_cds_Pmt9312_1205_1305	PMT9312_1205	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1206_1306	PMT9312_1206	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1207_1307	PMT9312_1207	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83187.1_1308	PMT9312_1914	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1208_1309	PMT9312_1208	hypothetical protein
lcl|CP000111.1_cds_ABS83188.1_1310	PMT9312_1916	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1209_1311	PMT9312_1209	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83189.1_1312	PMT9312_1918	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83190.1_1313	PMT9312_1919	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1210_1314	PMT9312_1210	hypothetical protein
lcl|CP000111.1_cds_ABS83191.1_1315	PMT9312_1920	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1813_1316	PMT9312_1813	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1212_1317	PMT9312_1212	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1213_1318	PMT9312_1213	gibberellin regulated protein-like protein
lcl|CP000111.1_cds_Pmt9312_1214_1319	PMT9312_1214	fumarate reductase subunit D-like protein
lcl|CP000111.1_cds_Pmt9312_1215_1320	PMT9312_1215	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83192.1_1321	PMT9312_1921	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1216_1322	PMT9312_1216	hypothetical protein
lcl|CP000111.1_cds_ABS83193.1_1323	PMT9312_1922	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1217_1324	PMT9312_1217	hypothetical protein
lcl|CP000111.1_cds_ABS83194.1_1325	PMT9312_1923	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83195.1_1326	PMT9312_1924	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1218_1327	PMT9312_1218	hypothetical protein
lcl|CP000111.1_cds_ABS83196.1_1328	PMT9312_1925	Hypothetical protein
lcl|CP000111.1_cds_ABS83197.1_1329	PMT9312_1926	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1219_1330	PMT9312_1219	Mn2+ and Fe2+ transporter, NRAMP family
lcl|CP000111.1_cds_ABS83198.1_1331	PMT9312_1927	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83199.1_1332	PMT9312_1928	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1220_1333	PMT9312_1220	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1221_1334	PMT9312_1221	protein family PM-11
lcl|CP000111.1_cds_Pmt9312_1222_1335	PMT9312_1222	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1223_1336	PMT9312_1223	Na+-dependent transporter of the SNF family
lcl|CP000111.1_cds_Pmt9312_1224_1337	PMT9312_1224	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1225_1338	PMT9312_1225	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83200.1_1339	PMT9312_1929	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1226_1340	PMT9312_1226	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1227_1341	PMT9312_1227	phosphatidylinositol-specific-like protein
lcl|CP000111.1_cds_Pmt9312_1228_1342	PMT9312_1228	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1229_1343	PMT9312_1229	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1230_1344	PMT9312_1230	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1231_1345	PMT9312_1231	protein family PM-15
lcl|CP000111.1_cds_ABS83201.1_1346	PMT9312_1930	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1232_1347	PMT9312_1232	uncharacterized protein family UPF005
lcl|CP000111.1_cds_Pmt9312_1233_1348	PMT9312_1233	cytochrome b/b6/PetD-like protein
lcl|CP000111.1_cds_ABS83202.1_1349	PMT9312_1931	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83203.1_1350	PMT9312_1932	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1234_1351	PMT9312_1234	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1235_1352	PMT9312_1235	Secretion protein HlyD
lcl|CP000111.1_cds_Pmt9312_1236_1353	PMT9312_1236	DNA polymerase I
lcl|CP000111.1_cds_Pmt9312_1237_1354	PMT9312_1237	cysteinyl-tRNA synthetase
lcl|CP000111.1_cds_Pmt9312_1238_1355	PMT9312_1238	1-deoxy-D-xylulose 5-phosphate reductoisomerase
lcl|CP000111.1_cds_ABS83204.1_1356	PMT9312_1933	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1239_1357	PMT9312_1239	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1240_1358	PMT9312_1240	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1241_1359	PMT9312_1241	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1242_1360	PMT9312_1242	putative nicotinamide nucleotide transhydrogenase, subunit beta
lcl|CP000111.1_cds_Pmt9312_1243_1361	PMT9312_1243	putative nicotinamide nucleotide transhydrogenase, subunit alpha 2 (A2)
lcl|CP000111.1_cds_Pmt9312_1244_1362	PMT9312_1244	NAD(P)(+) transhydrogenase (AB-specific)
lcl|CP000111.1_cds_Pmt9312_1245_1363	PMT9312_1245	EF-1 guanine nucleotide exchange domain-like protein
lcl|CP000111.1_cds_Pmt9312_1246_1364	PMT9312_1246	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1247_1365	PMT9312_1247	thioredoxin reductase
lcl|CP000111.1_cds_Pmt9312_1248_1366	PMT9312_1248	bacterial translation initiation factor 1 (bIF-1)
lcl|CP000111.1_cds_Pmt9312_1249_1367	PMT9312_1249	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1250_1368	PMT9312_1250	putative chaperon-like protein for quinone binding in photosystem II
lcl|CP000111.1_cds_Pmt9312_1251_1369	PMT9312_1251	cytochrome b6-F complex subunit VII
lcl|CP000111.1_cds_Pmt9312_1252_1370	PMT9312_1252	alpha/beta hydrolase superfamily protein
lcl|CP000111.1_cds_Pmt9312_1253_1371	PMT9312_1253	acetolactate synthase, small subunit
lcl|CP000111.1_cds_Pmt9312_1254_1372	PMT9312_1254	cyclophilin-type peptidyl-prolyl cis-trans isomerase
lcl|CP000111.1_cds_Pmt9312_1255_1373	PMT9312_1255	photosystem I assembly related protein Ycf4
lcl|CP000111.1_cds_Pmt9312_1256_1374	PMT9312_1256	photosystem II D2 protein (photosystem q(a) protein)
lcl|CP000111.1_cds_Pmt9312_1257_1375	PMT9312_1257	photosystem II 44 kDa subunit reaction center protein
lcl|CP000111.1_cds_Pmt9312_1258_1376	PMT9312_1258	maf protein
lcl|CP000111.1_cds_Pmt9312_1259_1377	PMT9312_1259	adenosylcobyric acid synthase (glutamine-hydrolysing)
lcl|CP000111.1_cds_Pmt9312_1260_1378	PMT9312_1260	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1261_1379	PMT9312_1261	putative iron ABC transporter, substrate binding protein
lcl|CP000111.1_cds_Pmt9312_1262_1380	PMT9312_1262	Prolyl 4-hydroxylase, alpha subunit
lcl|CP000111.1_cds_Pmt9312_1263_1381	PMT9312_1263	peptidase family M20/M25/M40-like protein
lcl|CP000111.1_cds_Pmt9312_1264_1382	PMT9312_1264	porin-like protein
lcl|CP000111.1_cds_Pmt9312_1265_1383	PMT9312_1265	glycyl-tRNA synthetase alpha chain
lcl|CP000111.1_cds_Pmt9312_1266_1384	PMT9312_1266	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1267_1385	PMT9312_1267	macrophage migration inhibitory factor family
lcl|CP000111.1_cds_ABS83205.1_1386	PMT9312_1934	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1268_1387	PMT9312_1268	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1269_1388	PMT9312_1269	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1270_1389	PMT9312_1270	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1271_1390	PMT9312_1271	chlorophyll a/b binding light harvesting protein PcbD
lcl|CP000111.1_cds_Pmt9312_1272_1391	PMT9312_1272	Flavodoxin, long chain
lcl|CP000111.1_cds_Pmt9312_1273_1392	PMT9312_1273	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1274_1393	PMT9312_1274	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1275_1394	PMT9312_1275	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1276_1395	PMT9312_1276	ABC transporter family-like protein
lcl|CP000111.1_cds_Pmt9312_1277_1396	PMT9312_1277	helix-turn-helix protein, CopG family-like protein
lcl|CP000111.1_cds_Pmt9312_1278_1397	PMT9312_1278	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1279_1398	PMT9312_1279	glycosyl transferases group 1
lcl|CP000111.1_cds_Pmt9312_1280_1399	PMT9312_1280	putative SMR family transporter, PecM-like protein
lcl|CP000111.1_cds_Pmt9312_1281_1400	PMT9312_1281	signal peptide peptidase A, Serine peptidase, MEROPS family S49
lcl|CP000111.1_cds_Pmt9312_1282_1401	PMT9312_1282	chorismate mutase
lcl|CP000111.1_cds_Pmt9312_1283_1402	PMT9312_1283	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1284_1403	PMT9312_1284	LSU ribosomal protein L34P
lcl|CP000111.1_cds_Pmt9312_1285_1404	PMT9312_1285	ribonuclease P protein component
lcl|CP000111.1_cds_Pmt9312_1286_1405	PMT9312_1286	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1287_1406	PMT9312_1287	putative inner membrane protein
lcl|CP000111.1_cds_Pmt9312_1288_1407	PMT9312_1288	ATPase
lcl|CP000111.1_cds_ABS83206.1_1408	PMT9312_1935	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1289_1409	PMT9312_1289	seryl-tRNA synthetase
lcl|CP000111.1_cds_Pmt9312_1290_1410	PMT9312_1290	Metallo peptidase, MEROPS family M50B
lcl|CP000111.1_cds_Pmt9312_1291_1411	PMT9312_1291	SSU ribosomal protein S14P
lcl|CP000111.1_cds_Pmt9312_1292_1412	PMT9312_1292	RNA binding S1
lcl|CP000111.1_cds_Pmt9312_1293_1413	PMT9312_1293	CysQ protein-like protein
lcl|CP000111.1_cds_Pmt9312_1294_1414	PMT9312_1294	Protein of unknown function UPF0011
lcl|CP000111.1_cds_Pmt9312_1295_1415	PMT9312_1295	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1296_1416	PMT9312_1296	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1297_1417	PMT9312_1297	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1298_1418	PMT9312_1298	putative acetyltransferase
lcl|CP000111.1_cds_Pmt9312_1299_1419	PMT9312_1299	UDP-glucose 6-dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1300_1420	PMT9312_1300	WblB protein
lcl|CP000111.1_cds_Pmt9312_1301_1421	PMT9312_1301	Glycosyltransferase-like protein
lcl|CP000111.1_cds_Pmt9312_1302_1422	PMT9312_1302	Pyruvate dehydrogenase (lipoamide)
lcl|CP000111.1_cds_Pmt9312_1303_1423	PMT9312_1303	Pyruvate dehydrogenase (lipoamide)
