ID,organism,eggnog_predicted_gene_name,eggnog_predicted_gene_description,eggnog_predicted_COG,KEGG_predicted_gene_name,KEGG_predicted_KEGG_identifier,day2_LFC,day2_pvalue,day2_padj,day4_LFC,day4_pvalue,day4_padj,day5_LFC,day5_pvalue,day5_padj
1_111_MED4_genome,MED4,ribG,Alternative locus ID,H,,,0.906993521,0.043939127,0.621338653,-0.258974822,0.303661128,1,0.179943102,0.576197829,1
1_1110_MED4_genome,MED4,,Alternative locus ID,S,,,0.129522879,0.631567267,0.797135821,-0.191337939,0.567903391,1,0.132264419,0.59572548,1
1_1111_MED4_genome,MED4,,None,None,,,1.375413203,0.068018421,0.621338653,-0.296618124,0.410029975,1,0.356114516,0.12832205,1
1_1112_MED4_genome,MED4,,None,None,,,-2.366278664,0.017773902,0.621338653,-0.108987687,0.82415779,1,0.033338357,0.944418652,1
1_1113_MED4_genome,MED4,,Alternative locus ID,S,,,-0.698540862,0.275720506,0.639652889,-0.691734287,0.048768598,1,0.362907344,0.225923447,1
1_1114_MED4_genome,MED4,,Alternative locus ID,S,,,-0.672910444,0.219449405,0.628898664,-0.627607554,0.427880244,1,-0.211500283,0.802433097,1
1_1115_MED4_genome,MED4,,Alternative locus ID,S,,,0.386703494,0.375311983,0.678244892,0.078812451,0.811622241,1,-0.249061908,0.229665162,1
1_1116_MED4_genome,MED4,,Alternative locus ID,S,,,-1.669648571,0.067534749,0.621338653,0.136475086,0.694862593,1,-0.540217228,0.039990625,1
1_1117_MED4_genome,MED4,,Alternative locus ID,S,,,-0.896666658,0.067350996,0.621338653,-0.125526978,0.659578724,1,-0.385530329,0.12321878,1
1_1118_MED4_genome,MED4,,Alternative locus ID,S,,,0.789455413,0.083061012,0.621338653,-0.066607248,0.80055482,1,0.024617217,0.862767869,1
1_1119_MED4_genome,MED4,,Alternative locus ID,S,,,0.062255156,0.850968343,0.917444776,0.309595543,0.185514954,1,-0.087567425,0.884389795,1
1_112_MED4_genome,MED4,,Alternative locus ID,H,"queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]",K01737,-1.339085066,0.096262773,0.621338653,-0.356723602,0.2236534,1,0.146956365,0.484149572,1
1_1120_MED4_genome,MED4,pepN,Alternative locus ID,E,pepN; aminopeptidase N [EC:3.4.11.2],K01256,0.14778274,0.829349813,0.907278468,0.170920324,0.749238245,1,0.157475449,0.625597701,1
1_1121_MED4_genome,MED4,,,,,,-0.785510677,0.158861369,0.621338653,0.354648838,0.612688727,1,-0.631002872,0.033010237,1
1_1122_MED4_genome,MED4,,Photosystem II reaction centre N prot,S,,,0.484640552,0.479743584,0.730003994,0.441455866,0.202071279,1,0.802386243,0.05905331,1
1_1123_MED4_genome,MED4,,Alternative locus ID,S,,,-0.305077834,0.455226693,0.709813699,0.260429313,0.213818966,1,0.061139667,0.796676252,1
1_1124_MED4_genome,MED4,purT,"Involved in the de novo purine biosynthesis. Catalyzes the transfer of formate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR). Formate is provided by PurU via hydrolysis of 10-formyl-tetrahydrofolate",F,purT; phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21],K08289,-0.034246834,0.929479985,0.962550432,0.089177537,0.644458475,1,0.132352483,0.546835219,1
1_1125_MED4_genome,MED4,,Alternative locus ID,S,,,-0.076754719,0.829326623,0.907278468,-0.324015363,0.479727069,1,-0.340534299,0.262288914,1
1_1126_MED4_genome,MED4,btuE,Belongs to the glutathione peroxidase family,O,"gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]",K00432,1.004464375,0.080135376,0.621338653,-0.392989374,0.180745237,1,0.16262973,0.565902089,1
1_1127_MED4_genome,MED4,,None,None,,,0.402234242,0.442261474,0.704336247,0.153043916,0.531145961,1,-0.151785572,0.400921224,1
1_1128_MED4_genome,MED4,,Alternative locus ID,S,,,0.891274873,0.13451305,0.621338653,0.014708741,0.972526993,1,0.07895228,0.638306343,1
1_1129_MED4_genome,MED4,dus,"Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",H,dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-],K05540,0.075460814,0.880282303,0.935299947,0.11891779,0.810436416,1,-0.140534729,0.459152073,1
1_113_MED4_genome,MED4,aroK,Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate,F,"aroK, aroL; shikimate kinase [EC:2.7.1.71]",K00891,0.45402092,0.595461875,0.780017712,0.080531031,0.713790376,1,-0.020061374,0.941913984,1
1_1130_MED4_genome,MED4,,Alternative locus ID,S,,,0.244179627,0.568131198,0.769447048,0.222340307,0.492451249,1,-0.037734571,0.835953894,1
1_1131_MED4_genome,MED4,,Alternative locus ID,S,,,0.421670449,0.32563055,0.657825033,-0.754444893,0.163350324,1,0.018015528,0.933453375,1
1_1132_MED4_genome,MED4,,Alternative locus ID,S,,,-0.984030502,0.024153394,0.621338653,-0.252399109,0.362586104,1,-0.029303406,0.827578988,1
1_1133_MED4_genome,MED4,,Alternative locus ID,S,,,2.689069141,0.425145466,0.699034013,0.381203956,0.867801413,1,-0.115748923,0.900223324,1
1_1134_MED4_genome,MED4,,4-hydroxybenzoyl-CoA thioesterase family active site,S,ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-],K07107,0.992500146,0.279820698,0.639923287,-0.122149586,0.740653163,1,0.371253847,0.241715487,1
1_1135_MED4_genome,MED4,,Alternative locus ID,S,,,-0.087574976,0.933141498,0.964262947,-0.284134544,0.519858092,1,0.374157308,0.180853089,1
1_1136_MED4_genome,MED4,,Alternative locus ID,S,,,0.343086394,0.63751877,0.799562651,0.166574271,0.700295121,1,0.151153348,0.340844253,1
1_1137_MED4_genome,MED4,,Alternative locus ID,V,,,0.969883364,0.182610922,0.621338653,0.189289108,0.681393338,1,0.329789647,0.096647116,1
1_1138_MED4_genome,MED4,,Alternative locus ID,S,,,1.407341845,0.184164717,0.621338653,-0.256712481,0.398559413,1,0.062831275,0.787852282,1
1_1139_MED4_genome,MED4,,None,None,,,1.700798539,0.462795406,0.71638193,-0.115003141,0.970423912,1,0.05998215,0.98333223,1
1_114_MED4_genome,MED4,,Alternative locus ID,S,,,0.868579446,0.136448274,0.621338653,0.105760831,0.721722818,1,0.118079066,0.394038849,1
1_1140_MED4_genome,MED4,,None,None,,,0.115141567,0.865141574,0.927581252,0.352871646,0.57447655,1,0.536533712,0.066725107,1
1_1141_MED4_genome,MED4,,Alternative locus ID,S,,,0.495207135,0.488590197,0.732205124,-0.400727291,0.288399595,1,0.471348136,0.107377128,1
1_1142_MED4_genome,MED4,,Alternative locus ID,S,,,0.203048208,0.694383872,0.833694637,-0.163355691,0.549367831,1,0.483242735,0.101394397,1
1_1143_MED4_genome,MED4,,None,None,,,2.19723614,0.124894722,0.621338653,0.167610461,0.629350544,1,0.153982322,0.342742707,1
1_1144_MED4_genome,MED4,,Alternative locus ID,S,,,-0.995496855,0.05324569,0.621338653,0.404249541,0.375206802,1,0.010500104,0.960836426,1
1_1145_MED4_genome,MED4,,Alternative locus ID,S,,,1.530335656,0.029632593,0.621338653,0.044465704,0.916766961,1,0.26367093,0.444048038,1
1_1146_MED4_genome,MED4,,Alternative locus ID,M,,,0.928917833,0.101586657,0.621338653,0.075456954,0.794391406,1,0.23774901,0.103545939,1
1_1147_MED4_genome,MED4,,Alternative locus ID,S,,,0.640109281,0.440847873,0.704336247,0.683222583,0.148019071,1,0.190839914,0.496775427,1
1_1148_MED4_genome,MED4,,None,None,,,1.252500393,0.239517104,0.629961848,0.379056814,0.691706111,1,0.224635603,0.527843281,1
1_1149_MED4_genome,MED4,,Alternative locus ID,S,,,0.574188833,0.388439178,0.68043634,0.078213101,0.906933271,1,-0.344145408,0.433567532,1
1_115_MED4_genome,MED4,gst1,glutathione S-transferase,O,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",K00799,-0.300856848,0.48141214,0.730025632,-0.03471165,0.885240736,1,0.014089763,0.933260435,1
1_1150_MED4_genome,MED4,,Alternative locus ID,S,,,0.792270971,0.284598331,0.641636386,0.212155948,0.557205399,1,0.349404087,0.131903494,1
1_1151_MED4_genome,MED4,,Alternative locus ID,S,,,-1.656016743,0.02699744,0.621338653,-0.217696413,0.54580908,1,-0.204771119,0.357342939,1
1_1152_MED4_genome,MED4,,Alternative locus ID,S,,,-0.920258325,0.125804732,0.621338653,-0.342000365,0.177665368,1,-0.115814114,0.66738245,1
1_1153_MED4_genome,MED4,,Alternative locus ID,S,,,0.50824491,0.352401966,0.669518581,-0.136647686,0.569256808,1,-0.181409338,0.433192248,1
1_1154_MED4_genome,MED4,,Alternative locus ID,S,,,1.389961553,0.592440175,0.780017712,-0.352102865,0.303491124,1,-0.055943554,0.785316311,1
1_1155_MED4_genome,MED4,,,,,,2.989352568,0.316859105,0.657825033,0.514679946,0.844929336,1,0.075777456,0.971339922,1
1_1156_MED4_genome,MED4,,Alternative locus ID,S,,,1.94610954,0.454652637,0.709494489,0.788647819,0.714828427,1,-0.278781294,0.89513476,1
1_1157_MED4_genome,MED4,,Alternative locus ID,S,,,-0.093812783,0.972427672,0.989203917,0.269046623,0.558176189,1,-0.163774398,0.593765402,1
1_1158_MED4_genome,MED4,,Alternative locus ID,O,,,1.127897659,0.663398606,0.814826548,0.170000783,0.650285645,1,-0.106109577,0.66853303,1
1_1159_MED4_genome,MED4,,,,,,2.630175014,0.326245379,0.657825033,-0.141490949,0.919939832,1,1.708310261,0.422419767,1
1_116_MED4_genome,MED4,,,,,,-0.441605116,0.427265834,0.699699513,0.086210294,0.702352871,1,0.048509889,0.890299083,1
1_1160_MED4_genome,MED4,,,,,,-0.230341991,0.513543534,0.745120397,0.047913768,0.856054231,1,-0.50270769,0.027758053,1
1_1161_MED4_genome,MED4,,Alternative locus ID,S,,,1.169228509,0.6578147,0.81165934,-0.09382615,0.834572848,1,-0.011303903,0.977977812,1
1_1162_MED4_genome,MED4,,Alternative locus ID,S,,,1.170683307,0.135317337,0.621338653,0.001558509,0.994619412,1,0.243095624,0.356787239,1
1_1163_MED4_genome,MED4,,Inward rectifier potassium channel,E,,,0.995377503,0.702242444,0.836903948,0.247044749,0.542120773,1,-0.529020306,0.074437472,1
1_1164_MED4_genome,MED4,,Alternative locus ID,S,,,-0.530071404,0.329499168,0.657825033,0.024503873,0.935477876,1,-0.18916744,0.669282534,1
1_1165_MED4_genome,MED4,,None,None,,,-0.677530373,0.145764378,0.621338653,-0.140031683,0.624556359,1,-0.130868454,0.754030776,1
1_1166_MED4_genome,MED4,,inner membrane permease protein ZnuB,P,ABC.ZM.P; zinc/manganese transport system permease protein,K02075,0.881674782,0.088046695,0.621338653,-0.131040296,0.571237498,1,0.357250359,0.026730281,1
1_1167_MED4_genome,MED4,,Belongs to the Fur family,P,"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",K03711,-0.141238191,0.730194762,0.850812388,0.087971822,0.779775306,1,-0.199546839,0.422932883,1
1_1168_MED4_genome,MED4,,Alternative locus ID,P,ABC.ZM.A; zinc/manganese transport system ATP-binding protein,K02074,0.617965892,0.217305149,0.628898664,-0.058996579,0.765364495,1,0.024609148,0.900151978,1
1_1169_MED4_genome,MED4,lraI,Alternative locus ID,P,ABC.ZM.S; zinc/manganese transport system substrate-binding protein,K02077,1.004915577,0.304636787,0.648070064,0.206494035,0.733643431,1,0.414156817,0.138050885,1
1_117_MED4_genome,MED4,rbfA,rRNA processing,J,rbfA; ribosome-binding factor A,K02834,0.021683668,0.952319913,0.975163408,0.370429884,0.153918854,1,0.125126081,0.748339983,1
1_1170_MED4_genome,MED4,,"involved in Zn homeostasis, GTPase of COG0523 family",S,,,-0.421078551,0.279255343,0.639652889,-0.058776972,0.800737554,1,0.196544481,0.162756596,1
1_1171_MED4_genome,MED4,,Alternative locus ID,S,,,0.878218804,0.436477997,0.704008591,0.173341186,0.513788555,1,0.289651042,0.368859593,1
1_1172_MED4_genome,MED4,,Alternative locus ID,S,,,-0.729520168,0.102123966,0.621338653,-0.301425534,0.55201519,1,-0.309317803,0.402876358,1
1_1173_MED4_genome,MED4,,Alternative locus ID,S,,,-0.753005834,0.265110189,0.635966912,-0.165355471,0.432576321,1,-0.35306471,0.09454277,1
1_1174_MED4_genome,MED4,,Alternative locus ID,S,,,0.915216085,0.363047969,0.672352682,0.30549754,0.547174671,1,-0.071166654,0.77790316,1
1_1175_MED4_genome,MED4,,None,None,,,1.206613527,0.288488611,0.641636386,-0.504383018,0.489625273,1,0.629185602,0.110242785,1
1_1176_MED4_genome,MED4,,Alternative locus ID,S,,,1.370890176,0.602494742,0.782021891,-0.267534247,0.617185714,1,0.430971822,0.30747869,1
1_1177_MED4_genome,MED4,,Alternative locus ID,S,,,0.70760452,0.276378531,0.639652889,0.223356441,0.571800748,1,-0.105839734,0.635582404,1
1_1178_MED4_genome,MED4,,Alternative locus ID,S,,,0.855830683,0.437283467,0.704336247,0.252607206,0.628016965,1,0.266310115,0.240504786,1
1_1179_MED4_genome,MED4,,Alternative locus ID,E,,,0.877718054,0.254315083,0.629961848,0.212304233,0.574825215,1,0.190237217,0.216662596,1
1_118_MED4_genome,MED4,hemD,Alternative locus ID,H,"hemD, UROS; uroporphyrinogen-III synthase [EC:4.2.1.75]",K01719,0.667939195,0.231561421,0.629961848,0.165348862,0.593272059,1,-0.07562728,0.678658136,1
1_1180_MED4_genome,MED4,,Alternative locus ID,S,,,0.517970824,0.3590629,0.672280536,0.18407856,0.715730041,1,0.106569006,0.681624581,1
1_1181_MED4_genome,MED4,,"contains 8 pentapeptide repeats, sll0301 homolog",S,,,0.367467739,0.538200134,0.752511799,-0.336244842,0.434507707,1,-0.027741042,0.913615804,1
1_1182_MED4_genome,MED4,,Alternative locus ID,S,,,0.852973187,0.727160739,0.849164608,-0.005369466,0.993886769,1,1.284533952,0.092376214,1
1_1183_MED4_genome,MED4,rbsK,Alternative locus ID,G,"rbsK, RBKS; ribokinase [EC:2.7.1.15]",K00852,0.051624409,0.945114249,0.971451786,-0.087425108,0.865039937,1,0.193667771,0.539225117,1
1_1184_MED4_genome,MED4,,Alternative locus ID,S,,,0.612561471,0.140926589,0.621338653,-0.582378646,0.038306096,1,0.322477286,0.136664508,1
1_1185_MED4_genome,MED4,,Multidrug efflux transporter,EGP,,,1.233830124,0.188463295,0.621338653,0.06449794,0.905599221,1,0.188359139,0.464682022,1
1_1186_MED4_genome,MED4,,Alternative locus ID,S,,,1.142465817,0.320106306,0.657825033,-0.188035117,0.646223035,1,0.197966232,0.486787407,1
1_1187_MED4_genome,MED4,dppB,"COG601 ABC-type dipeptide oligopeptide nickel transport systems, permease components Amino acid transport and metabolism Inorganic ion transport and metabolism",P,ABC.PE.P; peptide/nickel transport system permease protein,K02033,1.403778678,0.571494398,0.770955574,-0.039606553,0.926115908,1,0.392021068,0.063188973,1
1_1188_MED4_genome,MED4,ddpA,"Substrate binding protein, possibly oligopeptides",E,ABC.PE.S; peptide/nickel transport system substrate-binding protein,K02035,0.583085153,0.232051104,0.629961848,0.12770254,0.641366707,1,0.120506039,0.623786216,1
1_1189_MED4_genome,MED4,,Alternative locus ID,S,,,1.170156557,0.585683749,0.779994281,0.297118748,0.305344773,1,-0.194030959,0.203315781,1
1_119_MED4_genome,MED4,,Alternative locus ID,S,,,0.391922825,0.36438036,0.672352682,0.098482311,0.600256797,1,0.046158724,0.798072087,1
1_1190_MED4_genome,MED4,thrA,Homoserine dehydrogenase,E,hom; homoserine dehydrogenase [EC:1.1.1.3],K00003,0.295389105,0.396911656,0.684307965,-0.011089517,0.953233019,1,0.173328843,0.283018781,1
1_1191_MED4_genome,MED4,sufE,Sulfur acceptor protein SufE for iron-sulfur cluster assembly,S,sufE; cysteine desulfuration protein SufE,K02426,1.013920524,0.067982717,0.621338653,0.092997148,0.76293458,1,0.284218604,0.077464817,1
1_1192_MED4_genome,MED4,,Belongs to the 5-formyltetrahydrofolate cyclo-ligase family,H,,,1.04839821,0.321981811,0.657825033,0.183945073,0.58914218,1,0.35434526,0.264972789,1
1_1193_MED4_genome,MED4,ruvC,Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group,L,ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10],K01159,-1.011703308,0.10241296,0.621338653,-0.030159685,0.903537249,1,0.019018299,0.899776033,1
1_1194_MED4_genome,MED4,chlI,Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg- protoporphyrin IX,H,"chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]",K03405,-0.858138578,0.054998379,0.621338653,-0.005587092,0.977171947,1,-0.101102024,0.40810508,1
1_1195_MED4_genome,MED4,trmJ,Catalyzes the formation of 2'O-methylated cytidine (Cm32) or 2'O-methylated uridine (Um32) at position 32 in tRNA,J,lasT; tRNA/rRNA methyltransferase [EC:2.1.1.-],K02533,1.119478774,0.108987083,0.621338653,0.145819685,0.692833365,1,0.365941158,0.037409363,1
1_1196_MED4_genome,MED4,cytM,Alternative locus ID,C,,,0.994890237,0.526721307,0.748318637,0.019509112,0.935615683,1,0.158870178,0.276647832,1
1_1197_MED4_genome,MED4,petG,"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions. PetG is required for either the stability or assembly of the cytochrome b6-f complex",U,petG; cytochrome b6-f complex subunit 5,K02640,-1.45204162,0.026058785,0.621338653,0.170450362,0.732505315,1,-0.342259906,0.279941072,1
1_1198_MED4_genome,MED4,,Alternative locus ID,L,,,-0.464588864,0.334017286,0.658213403,-0.541794413,0.06727984,1,0.399382,0.04070491,1
1_1199_MED4_genome,MED4,hisH,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",E,hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10],K02501,0.308733448,0.414061375,0.69286751,-0.647932775,0.187756248,1,-0.010081019,0.952514974,1
1_12_MED4_genome,MED4,argH,Argininosuccinate lyase,E,"argH, ASL; argininosuccinate lyase [EC:4.3.2.1]",K01755,0.347787875,0.488304133,0.732205124,-0.000911048,0.996113072,1,-0.026128873,0.857853891,1
1_120_MED4_genome,MED4,crtQ,Catalyzes the conversion of zeta-carotene to lycopene via the intermediary of neurosporene. It carries out two consecutive desaturations (introduction of double bonds) at positions C-7 and C-7',S,"ZDS, crtQ; zeta-carotene desaturase [EC:1.3.5.6]",K00514,0.218673996,0.511859467,0.744910633,0.099549656,0.671939357,1,-0.073474321,0.674012704,1
1_1200_MED4_genome,MED4,trxA,Belongs to the thioredoxin family,O,"TXN, trxA; thioredoxin",K03671,-0.632649742,0.293733615,0.644049627,-1.146872614,0.166297452,1,-0.042420432,0.896973215,1
1_1201_MED4_genome,MED4,guaB,Alternative locus ID,C,"IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]",K00088,0.076141945,0.81344993,0.896686978,0.084637516,0.633305174,1,-0.03685351,0.781735057,1
1_1202_MED4_genome,MED4,gyrA,"A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner",L,gyrA; DNA gyrase subunit A [EC:5.6.2.2],K02469,-0.003415529,0.991498406,1,0.230540885,0.220948651,1,-0.000884099,0.994217454,1
