,,,,,Total Mutations,,Lineages Represented,
CCMP1005,Both,THAOC_24188,hypothetical protein,0.895,5,6,5,6
CCMP1005,Both,THAOC_24287,hypothetical protein,1,21,21,6,6
CCMP1005,Both,THAOC_24332,hypothetical protein,0.596,27,31,6,6
CCMP1005,Both,THAOC_24445,hypothetical protein,0,27,57,5,6
CCMP1005,Both,THAOC_24446,hypothetical protein,0.034,22,38,6,6
CCMP1005,Both,THAOC_24461,hypothetical protein,0.426,24,30,6,6
CCMP1005,Both,THAOC_24471,hypothetical protein,0.047,52,67,6,6
CCMP1005,Both,THAOC_24529,hypothetical protein,0.895,33,34,6,6
CCMP1005,Both,THAOC_24546,hypothetical protein,0,39,83,6,6
CCMP1005,Both,THAOC_24559,hypothetical protein,0.895,43,42,6,6
CCMP1005,Both,THAOC_24574,hypothetical protein,0.047,98,113,6,6
CCMP1005,Both,THAOC_24607,hypothetical protein,0.507,37,42,6,6
CCMP1005,Both,THAOC_24630,hypothetical protein,0,35,66,6,6
CCMP1005,Both,THAOC_24728,hypothetical protein,0.791,33,35,6,6
CCMP1005,Both,THAOC_24752,hypothetical protein,0.034,63,79,6,6
CCMP1005,Both,THAOC_24763,hypothetical protein,0.791,26,28,6,6
CCMP1005,Both,THAOC_24822,hypothetical protein,0.353,45,52,6,6
CCMP1005,Both,THAOC_24826,hypothetical protein,0.691,11,8,3,3
CCMP1005,Both,THAOC_24862,hypothetical protein,0,102,65,6,6
CCMP1005,Both,THAOC_24890,hypothetical protein,0.112,56,44,6,6
CCMP1005,Both,THAOC_24906,hypothetical protein,0.791,52,54,6,6
CCMP1005,Both,THAOC_25134,hypothetical protein,0.791,8,6,4,3
CCMP1005,Both,THAOC_25198,hypothetical protein,0.426,27,33,6,6
CCMP1005,Both,THAOC_25218,hypothetical protein,0.426,23,29,6,6
CCMP1005,Both,THAOC_25240,hypothetical protein,1,6,6,6,6
CCMP1005,Both,THAOC_25312,hypothetical protein,0.691,23,20,6,6
CCMP1005,Both,THAOC_25332,hypothetical protein,0.426,24,30,6,6
CCMP1005,Both,THAOC_25403,hypothetical protein,0.024,49,66,6,6
CCMP1005,Both,THAOC_25442,hypothetical protein,0.034,43,59,5,6
CCMP1005,Both,THAOC_25452,hypothetical protein,0.145,53,64,6,6
CCMP1005,Both,THAOC_25552,hypothetical protein,0.353,23,30,6,6
CCMP1005,Both,THAOC_25573,hypothetical protein,0.895,25,26,6,6
CCMP1005,Both,THAOC_25596,hypothetical protein,1,5,5,5,5
CCMP1005,Both,THAOC_25609,hypothetical protein,0,97,159,6,6
CCMP1005,Both,THAOC_25624,hypothetical protein,0.507,12,7,4,3
CCMP1005,Both,THAOC_25714,hypothetical protein,0.008,85,105,6,6
CCMP1005,Both,THAOC_25737,hypothetical protein,0,68,107,6,6
CCMP1005,Both,THAOC_25746,hypothetical protein,0.426,29,35,6,6
CCMP1005,Both,THAOC_25756,hypothetical protein,0.063,21,35,6,6
CCMP1005,Both,THAOC_25827,hypothetical protein,0.596,7,11,6,6
CCMP1005,Both,THAOC_25925,hypothetical protein,0.426,26,32,6,6
CCMP1005,Both,THAOC_26036,hypothetical protein,0.426,20,14,6,6
CCMP1005,Both,THAOC_26121,hypothetical protein,0.507,71,66,6,6
CCMP1005,Both,THAOC_26224,hypothetical protein,0.034,55,71,6,6
CCMP1005,Both,THAOC_26342,hypothetical protein,1,27,27,6,6
CCMP1005,Both,THAOC_26460,hypothetical protein,0.233,51,60,6,6
CCMP1005,Both,THAOC_26476,hypothetical protein,1,42,42,6,6
CCMP1005,Both,THAOC_26559,hypothetical protein,1,61,61,6,6
CCMP1005,Both,THAOC_26573,hypothetical protein,0.596,5,9,3,6
CCMP1005,Both,THAOC_26602,hypothetical protein,0.001,33,59,5,6
CCMP1005,Both,THAOC_26824,hypothetical protein,0.426,28,22,6,6
CCMP1005,Both,THAOC_26831,hypothetical protein,0.791,33,31,6,6
CCMP1005,Both,THAOC_26881,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_26887,hypothetical protein,0.185,63,73,6,6
CCMP1005,Both,THAOC_27014,hypothetical protein,0.426,36,30,6,5
CCMP1005,Both,THAOC_27017,hypothetical protein,0.691,62,65,6,6
CCMP1005,Both,THAOC_27153,hypothetical protein,0.895,25,24,6,6
CCMP1005,Both,THAOC_27158,hypothetical protein,0.596,38,42,6,6
CCMP1005,Both,THAOC_27196,hypothetical protein,0.233,37,46,6,6
CCMP1005,Both,THAOC_27289,ferric reductase,1,30,30,6,6
CCMP1005,Both,THAOC_27295,hypothetical protein,0.691,29,26,6,5
CCMP1005,Both,THAOC_27378,hypothetical protein,0.145,38,49,6,6
CCMP1005,Both,THAOC_27525,hypothetical protein,0.507,27,32,6,6
CCMP1005,Both,THAOC_27606,hypothetical protein,0.012,32,51,6,6
CCMP1005,Both,THAOC_27652,hypothetical protein,0.353,11,18,6,6
CCMP1005,Both,THAOC_27742,hypothetical protein,0,51,86,6,6
CCMP1005,Both,THAOC_27746,hypothetical protein,1,26,26,6,5
CCMP1005,Both,THAOC_27764,hypothetical protein,0.001,33,59,6,6
CCMP1005,Both,THAOC_27804,hypothetical protein,0.507,32,37,6,6
CCMP1005,Both,THAOC_27816,hypothetical protein,0.233,17,26,6,6
CCMP1005,Both,THAOC_27891,hypothetical protein,0.791,23,21,6,6
CCMP1005,Both,THAOC_27914,hypothetical protein,0.005,56,77,6,6
CCMP1005,Both,THAOC_28032,hypothetical protein,0.024,39,56,6,6
CCMP1005,Both,THAOC_28059,hypothetical protein,0.426,9,15,3,4
CCMP1005,Both,THAOC_28118,hypothetical protein,0.185,46,56,6,6
CCMP1005,Both,THAOC_28128,hypothetical protein,1,42,42,6,6
CCMP1005,Both,THAOC_28187,hypothetical protein,0.233,46,55,6,6
CCMP1005,Both,THAOC_28217,hypothetical protein,0.895,29,28,6,6
CCMP1005,Both,THAOC_28289,hypothetical protein,0.895,23,24,6,6
CCMP1005,Both,THAOC_28292,hypothetical protein,0.002,27,50,6,6
CCMP1005,Both,THAOC_28316,hypothetical protein,0.353,45,38,6,6
CCMP1005,Both,THAOC_28374,hypothetical protein,0.895,55,54,6,6
CCMP1005,Both,THAOC_28381,hypothetical protein,0.895,23,24,6,6
CCMP1005,Both,THAOC_28414,hypothetical protein,0.185,13,23,3,4
CCMP1005,Both,THAOC_28434,hypothetical protein,0.426,19,25,6,6
CCMP1005,Both,THAOC_28596,hypothetical protein,0.047,49,64,6,5
CCMP1005,Both,THAOC_28628,hypothetical protein,0.791,30,32,6,6
CCMP1005,Both,THAOC_28647,hypothetical protein,0.005,30,51,6,6
CCMP1005,Both,THAOC_28673,hypothetical protein,0.691,51,54,6,6
CCMP1005,Both,THAOC_28686,hypothetical protein,0.791,38,40,6,6
CCMP1005,Both,THAOC_28719,hypothetical protein,0.063,44,58,6,6
CCMP1005,Both,THAOC_28751,hypothetical protein,0.791,23,25,6,6
CCMP1005,Both,THAOC_28796,hypothetical protein,0.012,34,53,6,6
CCMP1005,Both,THAOC_28865,hypothetical protein,0.895,17,18,6,6
CCMP1005,Both,THAOC_28878,hypothetical protein,0.426,63,69,6,6
CCMP1005,Both,THAOC_28919,hypothetical protein,0.012,67,86,6,6
CCMP1005,Both,THAOC_28944,hypothetical protein,0.507,28,33,6,6
CCMP1005,Both,THAOC_28953,hypothetical protein,0.895,9,10,6,6
CCMP1005,Both,THAOC_28956,hypothetical protein,0.289,21,29,6,6
CCMP1005,Both,THAOC_29016,hypothetical protein,0.791,21,19,6,6
CCMP1005,Both,THAOC_29030,hypothetical protein,0.507,34,39,6,6
CCMP1005,Both,THAOC_29047,hypothetical protein,1,20,20,6,6
CCMP1005,Both,THAOC_29112,hypothetical protein,0.507,28,33,6,6
CCMP1005,Both,THAOC_29117,hypothetical protein,0.895,3,4,3,4
CCMP1005,Both,THAOC_29138,hypothetical protein,1,6,6,6,6
CCMP1005,Both,THAOC_29154,hypothetical protein,0.112,7,19,6,6
CCMP1005,Both,THAOC_29156,hypothetical protein,0.791,16,18,6,6
CCMP1005,Both,THAOC_29239,hypothetical protein,1,30,30,6,6
CCMP1005,Both,THAOC_29268,hypothetical protein,1,18,18,6,6
CCMP1005,Both,THAOC_29313,hypothetical protein,0.596,14,18,6,6
CCMP1005,Both,THAOC_29337,hypothetical protein,0.895,46,47,6,6
CCMP1005,Both,THAOC_29351,hypothetical protein,0.895,18,19,6,6
CCMP1005,Both,THAOC_29409,hypothetical protein,0.233,46,55,6,6
CCMP1005,Both,THAOC_29412,hypothetical protein,0.596,16,20,6,6
CCMP1005,Both,THAOC_29467,hypothetical protein,0.085,42,55,6,6
CCMP1005,Both,THAOC_29487,hypothetical protein,0.895,18,19,6,6
CCMP1005,Both,THAOC_29497,hypothetical protein,0.426,17,23,6,6
CCMP1005,Both,THAOC_29499,hypothetical protein,0.145,15,26,6,6
CCMP1005,Both,THAOC_29513,hypothetical protein,0.895,53,54,6,6
CCMP1005,Both,THAOC_29532,hypothetical protein,0.691,21,24,6,6
CCMP1005,Both,THAOC_29573,hypothetical protein,1,19,19,6,5
CCMP1005,Both,THAOC_29632,hypothetical protein,1,36,36,6,6
CCMP1005,Both,THAOC_29654,hypothetical protein,0.791,7,9,6,6
CCMP1005,Both,THAOC_29659,hypothetical protein,0.791,80,82,6,6
CCMP1005,Both,THAOC_29692,hypothetical protein,1,30,30,6,6
CCMP1005,Both,THAOC_29693,hypothetical protein,1,18,18,6,6
CCMP1005,Both,THAOC_29749,hypothetical protein,0.507,16,11,6,5
CCMP1005,Both,THAOC_29770,hypothetical protein,0,96,132,6,6
CCMP1005,Both,THAOC_29778,hypothetical protein,0.791,53,55,6,6
CCMP1005,Both,THAOC_29856,hypothetical protein,0.791,26,28,6,6
CCMP1005,Both,THAOC_29915,hypothetical protein,0.691,9,6,6,6
CCMP1005,Both,THAOC_29979,hypothetical protein,0.426,34,40,6,6
CCMP1005,Both,THAOC_30032,hypothetical protein,0.353,29,36,6,6
CCMP1005,Both,THAOC_30043,hypothetical protein,0.596,5,9,3,5
CCMP1005,Both,THAOC_30096,hypothetical protein,0.289,21,29,6,6
CCMP1005,Both,THAOC_30191,hypothetical protein,0.596,57,61,6,6
CCMP1005,Both,THAOC_30192,hypothetical protein,0.691,14,17,6,6
CCMP1005,Both,THAOC_30403,hypothetical protein,0.507,28,33,6,6
CCMP1005,Both,THAOC_30459,hypothetical protein,0.289,40,48,6,6
CCMP1005,Both,THAOC_30499,hypothetical protein,0.289,39,47,6,6
CCMP1005,Both,THAOC_30501,hypothetical protein,0.233,18,27,6,6
CCMP1005,Both,THAOC_30506,hypothetical protein,0.895,17,18,6,6
CCMP1005,Both,THAOC_30510,hypothetical protein,0.791,14,16,6,6
CCMP1005,Both,THAOC_30568,hypothetical protein,0.426,16,22,6,6
CCMP1005,Both,THAOC_30613,hypothetical protein,0.507,58,63,6,6
CCMP1005,Both,THAOC_30697,hypothetical protein,0.017,84,102,6,6
CCMP1005,Both,THAOC_30756,hypothetical protein,0.691,21,24,6,6
CCMP1005,Both,THAOC_30774,hypothetical protein,0.507,16,21,6,6
CCMP1005,Both,THAOC_30776,hypothetical protein,1,13,13,6,6
CCMP1005,Both,THAOC_30791,hypothetical protein,0.289,11,19,6,6
CCMP1005,Both,THAOC_30793,hypothetical protein,0.507,44,49,6,6
CCMP1005,Both,THAOC_30797,hypothetical protein,0.895,26,27,6,6
CCMP1005,Both,THAOC_30802,hypothetical protein,0,54,81,6,6
CCMP1005,Both,THAOC_30808,hypothetical protein,0.596,31,35,6,6
CCMP1005,Both,THAOC_30853,hypothetical protein,1,61,61,6,6
CCMP1005,Both,THAOC_30920,hypothetical protein,1,14,14,6,6
CCMP1005,Both,THAOC_30933,hypothetical protein,0.426,9,15,3,5
CCMP1005,Both,THAOC_30939,hypothetical protein,1,48,48,6,6
CCMP1005,Both,THAOC_30986,hypothetical protein,0.691,13,16,6,5
CCMP1005,Both,THAOC_31009,hypothetical protein,0.895,35,36,6,6
CCMP1005,Both,THAOC_31086,hypothetical protein,0.289,51,59,6,6
CCMP1005,Both,THAOC_31153,hypothetical protein,1,30,30,6,6
CCMP1005,Both,THAOC_31187,hypothetical protein,0.507,16,21,6,6
CCMP1005,Both,THAOC_31205,hypothetical protein,0.791,15,17,6,6
CCMP1005,Both,THAOC_31283,hypothetical protein,0.145,41,52,6,6
CCMP1005,Both,THAOC_31323,hypothetical protein,1,89,89,6,6
CCMP1005,Both,THAOC_31382,hypothetical protein,0.353,43,50,6,6
CCMP1005,Both,THAOC_31411,hypothetical protein,0.507,108,103,6,6
CCMP1005,Both,THAOC_31521,hypothetical protein,0.085,36,49,6,6
CCMP1005,Both,THAOC_31525,hypothetical protein,0.596,31,35,6,6
CCMP1005,Both,THAOC_31540,hypothetical protein,0.596,14,18,6,6
CCMP1005,Both,THAOC_31542,hypothetical protein,1,6,6,6,6
CCMP1005,Both,THAOC_31585,hypothetical protein,0.289,13,21,6,6
CCMP1005,Both,THAOC_31598,hypothetical protein,0.289,13,21,6,6
CCMP1005,Both,THAOC_31618,hypothetical protein,1,24,24,6,6
CCMP1005,Both,THAOC_31695,hypothetical protein,0.895,20,21,6,6
CCMP1005,Both,THAOC_31727,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_31787,hypothetical protein,0.353,35,42,6,6
CCMP1005,Both,THAOC_31788,hypothetical protein,0.289,15,23,6,6
CCMP1005,Both,THAOC_31796,hypothetical protein,0.185,20,30,6,6
CCMP1005,Both,THAOC_31848,hypothetical protein,0.507,26,31,6,6
CCMP1005,Both,THAOC_31863,hypothetical protein,0.001,67,92,6,6
CCMP1005,Both,THAOC_31972,hypothetical protein,0.353,45,52,6,6
CCMP1005,Both,THAOC_31987,hypothetical protein,0.426,29,23,6,6
CCMP1005,Both,THAOC_32006,hypothetical protein,0.895,17,18,6,6
CCMP1005,Both,THAOC_32064,hypothetical protein,1,31,31,6,6
CCMP1005,Both,THAOC_32164,hypothetical protein,0.063,73,87,6,6
CCMP1005,Both,THAOC_32167,hypothetical protein,0.507,25,30,6,6
CCMP1005,Both,THAOC_32168,hypothetical protein,0.426,17,23,6,6
CCMP1005,Both,THAOC_32197,hypothetical protein,0.507,21,26,6,6
CCMP1005,Both,THAOC_32230,hypothetical protein,0.791,31,33,6,6
CCMP1005,Both,THAOC_32272,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_32339,hypothetical protein,0.001,60,85,6,6
CCMP1005,Both,THAOC_32347,hypothetical protein,0.791,46,48,6,6
CCMP1005,Both,THAOC_32355,hypothetical protein,0.596,56,60,6,6
CCMP1005,Both,THAOC_32376,hypothetical protein,0.596,29,25,6,5
CCMP1005,Both,THAOC_32385,hypothetical protein,0,108,178,6,6
CCMP1005,Both,THAOC_32434,hypothetical protein,1,18,18,6,6
CCMP1005,Both,THAOC_32443,hypothetical protein,0.791,24,22,6,6
CCMP1005,Both,THAOC_32457,hypothetical protein,1,19,19,6,6
CCMP1005,Both,THAOC_32471,hypothetical protein,0.017,50,68,6,6
CCMP1005,Both,THAOC_32477,hypothetical protein,0.233,60,51,6,6
CCMP1005,Both,THAOC_32479,hypothetical protein,0.791,12,14,6,6
CCMP1005,Both,THAOC_32526,hypothetical protein,1,48,48,6,6
CCMP1005,Both,THAOC_32528,hypothetical protein,1,24,24,6,6
CCMP1005,Both,THAOC_32548,hypothetical protein,0.791,22,20,6,5
CCMP1005,Both,THAOC_32551,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_32640,hypothetical protein,1,18,18,6,6
CCMP1005,Both,THAOC_32660,hypothetical protein,0.895,12,13,6,6
CCMP1005,Both,THAOC_32690,hypothetical protein,0.895,4,5,4,5
CCMP1005,Both,THAOC_32697,hypothetical protein,0.895,11,12,6,6
CCMP1005,Both,THAOC_32703,hypothetical protein,0.426,44,50,6,6
CCMP1005,Both,THAOC_32715,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_32828,hypothetical protein,1,19,19,6,6
CCMP1005,Both,THAOC_32865,hypothetical protein,0,88,126,6,6
CCMP1005,Both,THAOC_32874,hypothetical protein,0.895,32,31,6,6
CCMP1005,Both,THAOC_32878,hypothetical protein,0.691,14,17,6,6
CCMP1005,Both,THAOC_32881,hypothetical protein,1,24,24,6,6
CCMP1005,Both,THAOC_32900,hypothetical protein,0.895,41,40,6,6
CCMP1005,Both,THAOC_32905,hypothetical protein,0.426,15,21,3,4
CCMP1005,Both,THAOC_32955,hypothetical protein,0.791,39,37,6,6
CCMP1005,Both,THAOC_33004,hypothetical protein,0.791,16,18,6,6
CCMP1005,Both,THAOC_33018,hypothetical protein,0.895,11,12,6,6
CCMP1005,Both,THAOC_33025,hypothetical protein,0.691,37,40,6,6
CCMP1005,Both,THAOC_33035,hypothetical protein,0.895,36,37,6,6
CCMP1005,Both,THAOC_33036,hypothetical protein,0.895,6,5,6,5
CCMP1005,Both,THAOC_33055,hypothetical protein,0.895,14,15,6,6
CCMP1005,Both,THAOC_33083,hypothetical protein,0.895,23,24,6,6
CCMP1005,Both,THAOC_33239,hypothetical protein,0.085,43,56,6,6
CCMP1005,Both,THAOC_33250,hypothetical protein,0.791,26,28,6,6
CCMP1005,Both,THAOC_33283,hypothetical protein,0.791,10,12,6,6
CCMP1005,Both,THAOC_33291,hypothetical protein,0.507,16,21,6,6
CCMP1005,Both,THAOC_33328,hypothetical protein,1,18,18,6,6
CCMP1005,Both,THAOC_33387,hypothetical protein,0.895,13,12,6,6
CCMP1005,Both,THAOC_33445,hypothetical protein,0.895,10,11,6,6
CCMP1005,Both,THAOC_33465,hypothetical protein,0.353,41,34,6,6
CCMP1005,Both,THAOC_33536,hypothetical protein,0.691,16,13,6,6
CCMP1005,Both,THAOC_33538,hypothetical protein,0.691,45,48,6,6
CCMP1005,Both,THAOC_33558,hypothetical protein,0.791,17,19,6,6
CCMP1005,Both,THAOC_33583,hypothetical protein,0.353,17,24,6,6
CCMP1005,Both,THAOC_33602,hypothetical protein,1,16,16,6,6
CCMP1005,Both,THAOC_33643,hypothetical protein,1,53,53,6,6
CCMP1005,Both,THAOC_33668,hypothetical protein,0.895,18,19,6,6
CCMP1005,Both,THAOC_33671,hypothetical protein,0.895,36,37,6,6
CCMP1005,Both,THAOC_33697,hypothetical protein,0.895,11,12,6,6
CCMP1005,Both,THAOC_33728,hypothetical protein,0.507,25,20,3,4
CCMP1005,Both,THAOC_33730,hypothetical protein,0.426,18,24,6,6
CCMP1005,Both,THAOC_33751,hypothetical protein,0.426,18,24,6,6
CCMP1005,Both,THAOC_33851,hypothetical protein,0.426,24,30,6,6
CCMP1005,Both,THAOC_33859,hypothetical protein,1,18,18,6,6
CCMP1005,Both,THAOC_33877,hypothetical protein,0.691,27,30,6,6
CCMP1005,Both,THAOC_33912,hypothetical protein,0.791,10,12,6,6
CCMP1005,Both,THAOC_33914,hypothetical protein,0.791,9,11,6,6
CCMP1005,Both,THAOC_33988,hypothetical protein,0.426,25,31,6,6
CCMP1005,Both,THAOC_34033,hypothetical protein,0.596,75,79,6,6
CCMP1005,Both,THAOC_34039,hypothetical protein,0.008,46,66,6,6
CCMP1005,Both,THAOC_34086,hypothetical protein,0.895,13,12,6,6
CCMP1005,Both,THAOC_34129,hypothetical protein,0.426,17,23,6,6
CCMP1005,Both,THAOC_34130,hypothetical protein,0.353,37,44,6,6
CCMP1005,Both,THAOC_34164,hypothetical protein,1,18,18,6,6
CCMP1005,Both,THAOC_34171,hypothetical protein,0.002,81,104,6,6
CCMP1005,Both,THAOC_34176,hypothetical protein,0.791,31,33,6,6
CCMP1005,Both,THAOC_34192,hypothetical protein,0.353,40,47,6,6
CCMP1005,Both,THAOC_34239,hypothetical protein,0.233,15,6,6,6
CCMP1005,Both,THAOC_34281,hypothetical protein,0.426,39,45,6,6
CCMP1005,Both,THAOC_34301,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_34309,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_34382,hypothetical protein,0.596,38,34,6,6
CCMP1005,Both,THAOC_34383,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_34408,hypothetical protein,0.596,44,48,6,6
CCMP1005,Both,THAOC_34425,hypothetical protein,0.791,60,58,6,6
CCMP1005,Both,THAOC_34428,hypothetical protein,0.596,16,20,6,6
CCMP1005,Both,THAOC_34437,hypothetical protein,0.507,17,12,6,6
CCMP1005,Both,THAOC_34445,hypothetical protein,1,10,10,6,5
CCMP1005,Both,THAOC_34469,hypothetical protein,0.791,44,42,6,6
CCMP1005,Both,THAOC_34485,hypothetical protein,0.791,76,78,6,6
CCMP1005,Both,THAOC_34508,hypothetical protein,0.145,11,22,6,6
CCMP1005,Both,THAOC_34559,hypothetical protein,0.012,5,24,4,6
CCMP1005,Both,THAOC_34602,hypothetical protein,0.895,8,7,6,6
CCMP1005,Both,THAOC_34631,hypothetical protein,1,11,11,6,6
CCMP1005,Both,THAOC_34708,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_34715,hypothetical protein,0.047,3,18,3,6
CCMP1005,Both,THAOC_34748,hypothetical protein,0.791,16,18,6,6
CCMP1005,Both,THAOC_34753,hypothetical protein,1,24,24,6,6
CCMP1005,Both,THAOC_34756,hypothetical protein,0.596,28,32,6,6
CCMP1005,Both,THAOC_34766,hypothetical protein,0.895,11,12,6,6
CCMP1005,Both,THAOC_34785,hypothetical protein,0.001,56,30,6,6
CCMP1005,Both,THAOC_34786,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_34792,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_34811,hypothetical protein,0.895,11,12,6,6
CCMP1005,Both,THAOC_34885,hypothetical protein,0.895,12,13,6,6
CCMP1005,Both,THAOC_34924,hypothetical protein,0.691,41,44,6,6
CCMP1005,Both,THAOC_34938,hypothetical protein,0.691,13,16,6,6
CCMP1005,Both,THAOC_34983,hypothetical protein,0.895,11,12,6,6
CCMP1005,Both,THAOC_34987,hypothetical protein,0.895,73,74,6,6
CCMP1005,Both,THAOC_34988,hypothetical protein,0.085,19,32,6,6
CCMP1005,Both,THAOC_34994,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_35009,hypothetical protein,0.289,13,21,6,6
CCMP1005,Both,THAOC_35015,hypothetical protein,0.895,5,6,5,6
CCMP1005,Both,THAOC_35082,hypothetical protein,0.596,26,30,6,6
CCMP1005,Both,THAOC_35123,hypothetical protein,0.289,22,30,6,6
CCMP1005,Both,THAOC_35126,hypothetical protein,1,18,18,6,6
CCMP1005,Both,THAOC_35155,hypothetical protein,0.507,13,18,6,6
CCMP1005,Both,THAOC_35195,hypothetical protein,0.507,13,18,6,6
CCMP1005,Both,THAOC_35246,hypothetical protein,0.895,11,12,6,5
CCMP1005,Both,THAOC_35262,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_35294,hypothetical protein,0.353,11,18,6,6
CCMP1005,Both,THAOC_35338,hypothetical protein,0,26,73,6,6
CCMP1005,Both,THAOC_35361,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_35395,hypothetical protein,0.691,21,24,6,6
CCMP1005,Both,THAOC_35444,hypothetical protein,0.791,22,24,6,6
CCMP1005,Both,THAOC_35537,hypothetical protein,0.691,8,11,6,6
CCMP1005,Both,THAOC_35548,hypothetical protein,1,36,36,6,6
CCMP1005,Both,THAOC_35584,hypothetical protein,1,7,7,6,6
CCMP1005,Both,THAOC_35591,hypothetical protein,0.145,21,32,6,6
CCMP1005,Both,THAOC_35596,hypothetical protein,0.353,8,15,3,5
CCMP1005,Both,THAOC_35605,hypothetical protein,0.063,23,37,6,6
CCMP1005,Both,THAOC_35669,hypothetical protein,0.353,25,32,6,6
CCMP1005,Both,THAOC_35739,hypothetical protein,0.895,11,12,6,6
CCMP1005,Both,THAOC_35744,hypothetical protein,0.895,16,15,6,6
CCMP1005,Both,THAOC_35794,hypothetical protein,1,7,7,6,6
CCMP1005,Both,THAOC_35817,hypothetical protein,0.895,11,12,6,6
CCMP1005,Both,THAOC_35863,hypothetical protein,0,106,74,6,6
CCMP1005,Both,THAOC_35947,hypothetical protein,1,14,14,6,6
CCMP1005,Both,THAOC_35953,hypothetical protein,0.895,13,14,6,6
CCMP1005,Both,THAOC_35979,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_36026,hypothetical protein,0.895,22,21,6,6
CCMP1005,Both,THAOC_36042,hypothetical protein,0.895,17,18,6,6
CCMP1005,Both,THAOC_36062,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_36074,hypothetical protein,1,7,7,6,6
CCMP1005,Both,THAOC_36077,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_36084,hypothetical protein,0.895,15,16,6,6
CCMP1005,Both,THAOC_36097,hypothetical protein,0.791,14,16,6,6
CCMP1005,Both,THAOC_36142,hypothetical protein,0.289,64,72,6,6
CCMP1005,Both,THAOC_36160,hypothetical protein,0.791,28,26,6,6
CCMP1005,Both,THAOC_36175,hypothetical protein,0.895,14,13,6,6
CCMP1005,Both,THAOC_36182,hypothetical protein,1,24,24,6,6
CCMP1005,Both,THAOC_36187,hypothetical protein,0.791,10,12,6,6
CCMP1005,Both,THAOC_36189,hypothetical protein,0.791,28,30,6,6
CCMP1005,Both,THAOC_36199,hypothetical protein,0.024,81,98,6,6
CCMP1005,Both,THAOC_36234,hypothetical protein,0.895,10,11,6,5
CCMP1005,Both,THAOC_36281,hypothetical protein,0.791,21,19,6,6
CCMP1005,Both,THAOC_36305,hypothetical protein,0.047,8,23,6,6
CCMP1005,Both,THAOC_36327,hypothetical protein,0.895,17,18,6,6
CCMP1005,Both,THAOC_36362,hypothetical protein,0.426,35,41,6,6
CCMP1005,Both,THAOC_36407,hypothetical protein,0.895,17,18,6,6
CCMP1005,Both,THAOC_36416,hypothetical protein,1,10,10,6,6
CCMP1005,Both,THAOC_36434,hypothetical protein,0.895,18,19,6,6
CCMP1005,Both,THAOC_36463,hypothetical protein,0.895,37,36,6,6
CCMP1005,Both,THAOC_36489,hypothetical protein,1,12,12,6,6
CCMP1005,Both,THAOC_36551,hypothetical protein,0.004,36,58,6,6
CCMP1005,Both,THAOC_36571,hypothetical protein,0.691,9,12,6,6
CCMP1005,Both,THAOC_36587,hypothetical protein,0.001,14,38,3,5
CCMP1005,Both,THAOC_36602,hypothetical protein,0.596,9,13,6,6
CCMP1005,Both,THAOC_36617,hypothetical protein,0.005,139,160,6,6
CCMP1005,Both,THAOC_36627,hypothetical protein,0.895,19,18,6,5
CCMP1005,Both,THAOC_36687,hypothetical protein,0.895,42,43,6,6
