GID,genename,kid,ko,definition,cyanobase,cyanobase_def,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
sync_0150,,syg:sync_0150,,chain length determinant protein family protein,,Chain length determinant protein family protein,Q0IDT5,Chain length determinant protein family protein.,,156164,156164..158641,825
sync_0151,,syg:sync_0151,,putative phosphatase,,putative phosphatase,Q0IDT4,Putative phosphatase.,,158626,158626..159111,161
sync_0152,,syg:sync_0152,,hypothetical protein,,conserved hypothetical protein,Q0IDT3,Putative uncharacterized protein.,,159111,159111..160913,600
sync_0153,,syg:sync_0153,,hypothetical protein,,conserved hypothetical protein,Q0IDT2,Putative uncharacterized protein.,,160916,160916..161539,207
sync_0154,,syg:sync_0154,,hypothetical protein,,"membrane protein, putative",Q0IDT1,"Membrane protein, putative.",,161437,complement(161437..162744),435
sync_0155,,syg:sync_0155,,hypothetical protein,,conserved hypothetical protein,Q0IDT0,Putative uncharacterized protein.,,162771,complement(162771..163802),343
sync_0156,,syg:sync_0156,,"polyketide synthase, putative",,"polyketide synthase, putative",Q0IDS9,"Polyketide synthase, putative.",,163949,complement(163949..170485),2178
sync_0157,,syg:sync_0157,,hypothetical protein,,conserved hypothetical protein,Q0IDS8,Putative uncharacterized protein.,,170482,complement(170482..171609),375
sync_0158,,syg:sync_0158,,hypothetical protein,,hypothetical protein,Q0IDS7,Putative uncharacterized protein.,,171847,171847..172128,93
sync_0159,rfbB,syg:sync_0159,K01710,dTDP-glucose 4-6-dehydratase-like protein,rfbB,dTDP-glucose 4-6-dehydratase-like protein,Q0IDS6,DTDP-glucose 4-6-dehydratase-like protein (EC 4.2.1.46).,4.2.1.46,172097,complement(172097..173050),317
sync_0160,,syg:sync_0160,K00971,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,Q0IDS5,Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase.,2.7.7.22,173210,complement(173210..174649),479
sync_0161,,syg:sync_0161,,hypothetical protein,,hypothetical protein,Q0IDS4,Putative uncharacterized protein.,,174679,174679..174777,32
sync_0162,,syg:sync_0162,,chain length determinant protein family protein,,Chain length determinant protein family protein,Q0IDS3,Chain length determinant protein family protein.,,174888,174888..176024,378
sync_0163,,syg:sync_0163,,hypothetical protein,,hypothetical protein,Q0IDS2,Putative uncharacterized protein.,,176150,complement(176150..176392),80
sync_0164,,syg:sync_0164,,hypothetical protein,,conserved hypothetical protein,Q0IDS1,Putative uncharacterized protein.,,176414,176414..176560,48
sync_0165,,syg:sync_0165,,hypothetical protein,,conserved hypothetical protein,Q0IDS0,Putative uncharacterized protein.,,176597,176597..176842,81
sync_0166,,syg:sync_0166,,nucleotidyltransferase domain protein,,nucleotidyltransferase domain protein,Q0IDR9,Nucleotidyltransferase domain protein.,,176842,176842..177183,113
sync_0167,,syg:sync_0167,,hypothetical protein,,hypothetical protein,Q0IDR8,Putative uncharacterized protein.,,177275,complement(177275..177433),52
sync_0168,,syg:sync_0168,,hypothetical protein,,hypothetical protein,Q0IDR7,Putative uncharacterized protein.,,177551,177551..177757,68
sync_0169,,syg:sync_0169,K01791,UDP-N-acetylglucosamine 2-epimerase,,UDP-N-acetylglucosamine 2-epimerase,Q0IDR6,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14).,5.1.3.14,178589,complement(178589..179719),376
sync_0170,neuA-1,syg:sync_0170,K00983,CMP-N-acetylneuraminic acid synthetase,neuA-1,CMP-N-acetylneuraminic acid synthetase,Q0IDR5,CMP-N-acetylneuraminic acid synthetase (EC 2.7.7.43).,2.7.7.43,179716,complement(179716..180408),230
sync_0171,mviN-1,syg:sync_0171,K03980,integral membrane protein MviN,mviN-1,integral membrane protein MviN,Q0IDR4,Integral membrane protein MviN.,,180405,complement(180405..181898),497
sync_0172,hisH-1,syg:sync_0172,K02501,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit",hisH-1,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit",Q0IDR3,"Imidazole glycerol phosphate synthase, glutamine amidotransferase subunit (EC 2.4.2.-).",2.4.2.-,181940,complement(181940..182575),211
sync_0173,,syg:sync_0173,,pilin glycosylation protein PglB NMB1820,,pilin glycosylation protein PglB NMB1820,Q0IDR2,Pilin glycosylation protein PglB NMB1820.,,182572,complement(182572..183201),209
sync_0174,,syg:sync_0174,K01663,N-acetylneuraminic acid condensing enzyme,,N-acetylneuraminic acid condensing enzyme,Q0IDR1,N-acetylneuraminic acid condensing enzyme (EC 4.1.3.-).,4.1.3.-,183185,complement(183185..184228),347
sync_0175,,syg:sync_0175,,hypothetical protein,,hypothetical protein,Q0IDR0,Putative uncharacterized protein.,,184234,complement(184234..185064),276
sync_0176,,syg:sync_0176,K02500,imidazole glycerol phosphate synthase subunit HisF,,Imidazole glycerol phosphate synthase subunit hisF,Q0IDQ9,Imidazole glycerol phosphate synthase subunit hisF (EC 4.1.3.-).,4.1.3.-,185061,complement(185061..185828),255
sync_0177,,syg:sync_0177,,hypothetical protein,,conserved hypothetical protein,Q0IDQ8,Putative uncharacterized protein.,,185821,complement(185821..187149),442
sync_0178,asnB,syg:sync_0178,K01953,asparagine synthase (glutamine-hydrolyzing),asnB,asparagine synthase (glutamine-hydrolyzing),Q0IDQ7,Asparagine synthase (Glutamine-hydrolyzing) (EC 6.3.5.4).,6.3.5.4,187219,complement(187219..189033),604
sync_0179,,syg:sync_0179,,DegT/DnrJ/EryC1/StrS aminotransferase family protein,,DegT/DnrJ/EryC1/StrS aminotransferase family protein,Q0IDQ6,DegT/DnrJ/EryC1/StrS aminotransferase family protein.,,189033,complement(189033..190526),497
sync_0180,,syg:sync_0180,,hypothetical protein,,hypothetical protein,Q0IDQ5,Putative uncharacterized protein.,,190550,complement(190550..191539),329
sync_0181,,syg:sync_0181,,NeuB family protein,,NeuB family protein,Q0IDQ4,NeuB family protein.,,191581,complement(191581..192642),353
sync_0182,neuA-2,syg:sync_0182,K00983,posttranslational flagellin modification protein B,neuA-2,Posttranslational flagellin modification protein B,Q0IDQ3,Posttranslational flagellin modification protein B (EC 2.7.7.43).,2.7.7.43,192639,complement(192639..193391),250
sync_0183,,syg:sync_0183,,undecaprenyl-phosphate glucosephosphotransferase,,undecaprenyl-phosphate glucosephosphotransferase,Q0IDQ2,Undecaprenyl-phosphate glucosephosphotransferase (EC 2.7.-.-).,,193400,complement(193400..193954),184
sync_0184,,syg:sync_0184,,hypothetical protein,,hypothetical protein,Q0IDQ1,Putative uncharacterized protein.,,193951,complement(193951..195183),410
sync_0185,,syg:sync_0185,,hypothetical protein,,conserved hypothetical protein,Q0IDQ0,Putative uncharacterized protein.,,195173,complement(195173..196126),317
sync_0186,,syg:sync_0186,,hypothetical protein,,hypothetical protein,Q0IDP9,Putative uncharacterized protein.,,196147,complement(196147..198279),710
sync_0187,,syg:sync_0187,K00540,short chain dehydrogenase,,short chain dehydrogenase,Q0IDP8,Short chain dehydrogenase (EC 1.-.-.-).,1.-.-.-,198273,complement(198273..199076),267
sync_0188,,syg:sync_0188,,hypothetical protein,,hypothetical protein,Q0IDP7,Putative uncharacterized protein.,,200038,200038..200346,102
sync_0189,,syg:sync_0189,,hypothetical protein,,hypothetical protein,Q0IDP6,Putative uncharacterized protein.,,200365,200365..200559,64
sync_0190,,syg:sync_0190,,hypothetical protein,,hypothetical protein,Q0IDP5,Putative uncharacterized protein.,,200540,200540..200671,43
sync_0191,,syg:sync_0191,,hypothetical protein,,hypothetical protein,Q0IDP4,Putative uncharacterized protein.,,200868,complement(200868..200978),36
sync_0192,,syg:sync_0192,,putative nucleotide sugar epimerase/dehydratase,,Putative nucleotide sugar epimerase/dehydratase,Q0IDP3,Putative nucleotide sugar epimerase/dehydratase.,,201032,201032..202978,648
sync_0193,,syg:sync_0193,,hypothetical protein,,hypothetical protein,Q0IDP2,Putative uncharacterized protein.,,202967,complement(202967..203140),57
sync_0194,citT-2,syg:sync_0194,,di/tricarboxylate transporter,citT-2,Di/tricarboxylate transporter,Q0IDP1,Di/tricarboxylate transporter.,,203088,203088..204842,584
sync_0195,rimM,syg:sync_0195,K02860,16S rRNA processing protein RimM,rimM,16S rRNA processing protein RimM,Q0IDP0,16S rRNA processing protein RimM.,,204839,complement(204839..205402),187
sync_0196,,syg:sync_0196,,hypothetical protein,,conserved hypothetical protein,Q0IDN9,Putative uncharacterized protein.,,205439,205439..205621,60
sync_0197,,syg:sync_0197,,"cation transporter, voltage-gated ion channel (VIC) family protein",,"cation transporter, voltage-gated ion channel (VIC) family protein",Q0IDN8,"Cation transporter, voltage-gated ion channel (VIC) family protein.",,205611,205611..206435,274
sync_0198,,syg:sync_0198,,"PIN domain, putative",,"PIN domain, putative",Q0IDN7,"PIN domain, putative.",,206467,complement(206467..206841),124
sync_0199,,syg:sync_0199,,"prevent-host-death family protein subfamily, putative",,"prevent-host-death family protein subfamily, putative",Q0IDN6,"Prevent-host-death family protein subfamily, putative.",,206841,complement(206841..207083),80
sync_0200,rnc,syg:sync_0200,K03685,ribonuclease III,rnc,ribonuclease III,Q0IDN5,Ribonuclease III (EC 3.1.26.3).,3.1.26.3,207157,complement(207157..207921),254
sync_0201,,syg:sync_0201,,tRNA-Arg,,Arg tRNA,,,,208369,208369..208442,
sync_0202,mscL,syg:sync_0202,K03282,large conductance mechanosensitive channel protein,mscL,large conductance mechanosensitive channel protein,Q0IDN4,Large conductance mechanosensitive channel protein.,,208476,complement(208476..208859),127
sync_0203,,syg:sync_0203,,hypothetical protein,,conserved hypothetical protein,Q0IDN3,Putative uncharacterized protein.,,209002,209002..209343,113
sync_0204,,syg:sync_0204,,hypothetical protein,,conserved hypothetical protein,Q0IDN2,Putative uncharacterized protein.,,209383,209383..209838,151
sync_0205,,syg:sync_0205,K00688,phosphorylase,,phosphorylase,Q0IDN1,Phosphorylase (EC 2.4.1.1).,2.4.1.1,209895,complement(209895..212570),891
sync_0206,,syg:sync_0206,,"transporter, monovalent cation:proton antiporter-2 (CPA2) family protein",,"transporter, monovalent cation:proton antiporter-2 (CPA2) family protein",Q0IDN0,"Transporter, monovalent cation:proton antiporter-2 (CPA2) family protein.",,212638,212638..214044,468
sync_0207,,syg:sync_0207,,hypothetical protein,,hypothetical protein,Q0IDM9,Putative uncharacterized protein.,,214041,complement(214041..214385),114
sync_0208,,syg:sync_0208,,"hydrolase, alpha/beta fold family protein",,"hydrolase, alpha/beta fold family protein",Q0IDM8,"Hydrolase, alpha/beta fold family protein.",,214425,214425..215348,307
sync_0209,,syg:sync_0209,,aldose 1-epimerase subfamily protein,,Aldose 1-epimerase subfamily protein,Q0IDM7,Aldose 1-epimerase subfamily protein.,,215406,215406..216266,286
sync_0210,,syg:sync_0210,K11472,glycolate oxidase chain,,glycolate oxidase chain,Q0IDM6,Glycolate oxidase chain (EC 1.1.3.15).,,216241,complement(216241..217458),405
sync_0211,,syg:sync_0211,,hypothetical protein,,conserved hypothetical protein,Q0IDM5,Putative uncharacterized protein.,,217515,217515..218915,466
sync_0212,,syg:sync_0212,,glyoxalase family protein family,,glyoxalase family protein family,Q0IDM4,Glyoxalase family protein family.,,218912,complement(218912..219451),179
sync_0213,,syg:sync_0213,K11473,Fe-S oxidoreductase,,Fe-S oxidoreductase,Q0IDM3,Fe-S oxidoreductase (EC 1.1.3.15).,,219448,complement(219448..220827),459
sync_0214,icd,syg:sync_0214,K00030,"isocitrate dehydrogenase, NADP-dependent",icd,"isocitrate dehydrogenase, NADP-dependent",Q0IDM2,"Isocitrate dehydrogenase, NADP-dependent (EC 1.1.1.42).",1.1.1.41,220793,complement(220793..222241),482
sync_0215,,syg:sync_0215,,hypothetical protein,,conserved hypothetical protein,Q0IDM1,Putative uncharacterized protein.,,222342,222342..222803,153
sync_0216,,syg:sync_0216,K00510,heme oxygenase,,Heme oxygenase,Q0IDM0,Heme oxygenase (EC 1.14.99.3).,1.14.99.3,222877,222877..223590,237
sync_0217,,syg:sync_0217,,hypothetical protein,,conserved hypothetical protein,Q0IDL9,Putative uncharacterized protein.,,223594,223594..224676,360
sync_0218,,syg:sync_0218,,hypothetical protein,,hypothetical protein,Q0IDL8,Putative uncharacterized protein.,,224707,224707..224829,40
sync_0219,,syg:sync_0219,K06147,ATP-binding ABC transporter family protein,,ATP-binding ABC transporter family protein,Q0IDL7,ATP-binding ABC transporter family protein.,,224897,224897..226576,559
sync_0220,,syg:sync_0220,,possible glycosyltransferase family 1,,possible glycosyltransferase family 1,Q0IDL6,Possible glycosyltransferase family 1.,,226619,226619..228835,738
sync_0221,,syg:sync_0221,,possible glycosyltransferase group 1,,possible glycosyltransferase group 1,Q0IDL5,Possible glycosyltransferase group 1.,,228848,228848..229990,380
sync_0222,,syg:sync_0222,,"glycosyl transferase, group 1 family protein",,"glycosyl transferase, group 1 family protein",Q0IDL4,"Glycosyl transferase, group 1 family protein (EC 2.4.1.-).",,229983,229983..231254,423
sync_0223,,syg:sync_0223,,"glycosyl transferase, group 1",,"Glycosyl transferase, group 1",Q0IDL3,"Glycosyl transferase, group 1 (EC 2.-.-.-).",,231221,231221..232429,402
sync_0224,,syg:sync_0224,,hypothetical protein,,hypothetical protein,Q0IDL2,Putative uncharacterized protein.,,232645,232645..233517,290
sync_0225,,syg:sync_0225,,hypothetical protein,,hypothetical protein,Q0IDL1,Putative uncharacterized protein.,,233715,233715..234530,271
sync_0226,,syg:sync_0226,,hypothetical protein,,conserved hypothetical,Q0IDL0,Conserved hypothetical.,,234569,234569..235435,288
sync_0227,pcrA,syg:sync_0227,K03657,ATP-dependent DNA helicase PcrA,pcrA,ATP-dependent DNA helicase PcrA,Q0IDK9,ATP-dependent DNA helicase PcrA (EC 3.6.1.-).,3.6.1.-,235916,235916..238327,803
sync_0228,,syg:sync_0228,,polyA polymerase family protein,,polyA polymerase family protein,Q0IDK8,PolyA polymerase family protein.,,238263,238263..239567,434
sync_0229,,syg:sync_0229,,hypothetical protein,,hypothetical protein,Q0IDK7,Putative uncharacterized protein.,,239623,complement(239623..240918),431
sync_0230,,syg:sync_0230,K01008,"selenide,water dikinase",,"Selenide,water dikinase",Q0IDK6,"Selenide,water dikinase.",2.7.9.3,241055,complement(241055..243181),708
sync_0231,galE,syg:sync_0231,K01784,UDP-glucose 4-epimerase,galE,UDP-glucose 4-epimerase,Q0IDK5,UDP-glucose 4-epimerase (EC 5.1.3.2).,5.1.3.2,243244,complement(243244..244356),370
sync_0232,hisS,syg:sync_0232,K01892,histidyl-tRNA synthetase,hisS,histidyl-tRNA synthetase,Q0IDK4,Histidyl-tRNA synthetase (EC 6.1.1.21).,6.1.1.21,244447,244447..245733,428
sync_0233,,syg:sync_0233,K00012,UDP-glucose dehydrogenase,,UDP-glucose dehydrogenase,Q0IDK3,UDP-glucose dehydrogenase (EC 1.1.1.22).,1.1.1.22,245770,245770..247209,479
sync_0234,wcaG-3,syg:sync_0234,K01795,WbnF,wcaG-3,WbnF,Q0IDK2,WbnF (EC 5.1.3.-).,5.1.3.-,247206,247206..248246,346
sync_0235,,syg:sync_0235,,hypothetical protein,,conserved hypothetical protein,Q0IDK1,Putative uncharacterized protein.,,248237,complement(248237..248689),150
sync_0236,psbJ,syg:sync_0236,K02711,photosystem II reaction center protein PsbJ,psbJ,photosystem II reaction center protein PsbJ,Q0IDK0,Photosystem II reaction center protein J (PSII-J).,,248912,complement(248912..249112),66
sync_0237,psbL,syg:sync_0237,K02713,photosystem II reaction center protein PsbL,psbL,photosystem II reaction center protein PsbL,Q0IDJ9,Photosystem II reaction center protein PsbL.,,249124,complement(249124..249243),39
sync_0238,psbF,syg:sync_0238,K02708,"cytochrome b559, beta subunit",psbF,"cytochrome b559, beta subunit",Q0IDJ8,"Cytochrome b559, beta subunit.",,249262,complement(249262..249399),45
sync_0239,psbE,syg:sync_0239,K02707,"cytochrome b559, alpha subunit",psbE,"cytochrome b559, alpha subunit",Q0IDJ7,"Cytochrome b559, alpha subunit.",,249403,complement(249403..249651),82
sync_0240,,syg:sync_0240,,photosystem II stability/assembly factor HCF136,,photosystem II stability/assembly factor HCF136,Q0IDJ6,Photosystem II stability/assembly factor HCF136.,,249761,complement(249761..250771),336
sync_0241,,syg:sync_0241,,rubredoxin,,Rubredoxin,Q0IDJ5,Rubredoxin.,,250789,complement(250789..251229),146
sync_0242,,syg:sync_0242,K05574,NADH dehydrogenase I chain 3 (or A),,NADH dehydrogenase I chain 3 (or A),Q0IDJ4,NADH dehydrogenase I chain 3 (Or A) (EC 1.6.5.-).,1.6.5.3,251264,251264..251692,142
sync_0243,,syg:sync_0243,K05582,NADH dehydrogenase I chain B or NdhK,,NADH dehydrogenase I chain B or NdhK,Q0IDJ3,NADH dehydrogenase I chain B or NdhK (EC 1.6.5.-).,1.6.5.3,251696,251696..252475,259
sync_0244,,syg:sync_0244,K05581,NADH dehydrogenase I chain J,,NADH dehydrogenase I chain J,Q0IDJ2,NADH dehydrogenase I chain J (EC 1.6.5.-).,1.6.5.3,252472,252472..253023,183
sync_0245,,syg:sync_0245,,uncharacterized conserved membrane-associated protein,,Uncharacterized conserved membrane-associated protein,Q0IDJ1,Uncharacterized conserved membrane-associated protein.,,253025,complement(253025..254215),396
sync_0246,mkl,syg:sync_0246,K02065,"possible ABC transporter, ATP-binding component",mkl,"possible ABC transporter, ATP-binding component",Q0IDJ0,"Possible ABC transporter, ATP-binding component.",,254521,254521..255348,275
sync_0247,,syg:sync_0247,K02067,possible ABC transporter,,possible ABC transporter,Q0IDI9,Possible ABC transporter.,,255352,255352..256245,297
sync_0248,chlD,syg:sync_0248,K03404,"magnesium chelatase, ATPase subunit D",chlD,"magnesium chelatase, ATPase subunit D",Q0IDI8,"Magnesium chelatase, ATPase subunit D (EC 6.6.1.1).",6.6.1.1,256242,complement(256242..258323),693
sync_0249,folK,syg:sync_0249,K00950,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,Q0IDI7,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3).,2.7.6.3,258384,258384..258893,169
sync_0250,,syg:sync_0250,,NUDIX hydrolase,,NUDIX hydrolase,Q0IDI6,NUDIX hydrolase.,,258940,258940..259149,69
sync_0251,,syg:sync_0251,K01515,NUDIX hydrolase,,NUDIX hydrolase,Q0IDI5,NUDIX hydrolase (EC 3.6.1.13).,3.6.1.13,259146,259146..259523,125
