GID,SYMBOL,kid,PRODUCT,ko,cyanobase,cyanobase_def,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
SYNW0142,fabF,syw:SYNW0142,3-oxoacyl-[acyl-carrier-protein] synthase II,K09458,fabF,3-oxoacyl-[acyl-carrier-protein] synthase II,Q7U9W0,synthase II (EC 2.3.1.41).,2.3.1.179,138643,complement(138643..139890),415
SYNW0143,"acpP, acp",syw:SYNW0143,acyl carrier protein (ACP),K02078,"acpP,acp",acyl carrier protein (ACP),Q7U9V9,Acyl carrier protein (ACP).,,139899,complement(139899..140141),80
SYNW0144,psaC,syw:SYNW0144,photosystem I reaction center subunit VII,K02691,psaC,photosystem I iron-sulfur center subunit VII (PsaC),P0A418,Photosystem I iron-sulfur center (Photosystem I subunit VII) (9 kDa polypeptide) (PSI-C) (PsaC).,,140259,140259..140534,91
SYNW0145,glmS,syw:SYNW0145,glutamine--fructose-6-phosphate transaminase (isomerizing),K00820,glmS,Glutamine--fructose-6-phosphate transaminase (isomerizing),Q7U9V8,Glutamine--fructose-6-phosphate transaminase (Isomerizing) (EC 2.6.1.16).,2.6.1.16,140587,140587..142476,629
SYNW0146,SYNW0146,syw:SYNW0146,"putative cation (Mg/Co) transporter, MIT family",,,"putative cation (Mg/Co) transporter, MIT family",Q7U9V7,"Putative cation (Mg/Co) transporter, MIT family.",,142495,142495..143139,214
SYNW0147,SYNW0147,syw:SYNW0147,"putative cation (Mg/Co) transporter, MIT family",,,"putative cation (Mg/Co) transporter, MIT family",Q7U9V6,"Putative cation (Mg/Co) transporter, MIT family.",,143182,143182..143607,141
SYNW0148,manC,syw:SYNW0148,GDP-mannose pyrophosphorylase,K00971,manC,GDP-mannose pyrophosphorylase,Q7U9V5,GDP-mannose pyrophosphorylase (EC 2.7.7.22).,2.7.7.22,143583,complement(143583..145052),489
SYNW0149,rimM,syw:SYNW0149,possible 16S rRNA processing protein RimM,K02860,rimM,possible 16S rRNA processing protein RimM,Q7U9V4,Probable 16S rRNA-processing protein rimM.,,145103,complement(145103..145636),177
SYNW0150,SYNW0150,syw:SYNW0150,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9V3,Hypothetical protein.,,145691,145691..145876,61
SYNW0151,SYNW0151,syw:SYNW0151,"possible potassium channel, VIC family",,,"possible potassium channel, VIC family",Q7U9V2,"Possible potassium channel, VIC family.",,145880,145880..146704,274
SYNW0152,rnc,syw:SYNW0152,putative ribonuclease III,K03685,rnc,putative ribonuclease III,Q7U9V1,Putative ribonuclease III (EC 3.1.26.3).,3.1.26.3,146671,complement(146671..147387),238
RNA_3,rnpB,syw:RNA_3,bacterial ribonuclease P RNA component of ribozyme,,,,,,,147400,complement(147400..147782),
RNA_4,RNA_4,syw:RNA_4,tRNA-Arg,,,,,,,147823,147823..147899,
SYNW0153,SYNW0153,syw:SYNW0153,hypothetical protein,,,hypothetical protein,Q7U9V0,Hypothetical protein.,,147989,147989..148315,108
SYNW0154,SYNW0154,syw:SYNW0154,conserved hypothetical protein,,,conserved hypothetical,Q7U9U9,Conserved hypothetical.,,148353,148353..148817,154
SYNW0155,ackA,syw:SYNW0155,putative acetate kinase,K00925,ackA,putative acetate kinase,Q7U9U8,Putative acetate kinase (EC 2.7.2.1).,2.7.2.1,148800,complement(148800..149819),339
SYNW0156,SYNW0156,syw:SYNW0156,phosphorylase,K00688,,phosphorylase,Q7U9U7,Phosphorylase (EC 2.4.1.1).,2.4.1.1,149876,complement(149876..152398),840
SYNW0157,SYNW0157,syw:SYNW0157,"putative Na+/H+ antiporter, CPA2 family",,,"putative Na+/H+ antiporter, CPA2 family",Q7U9U6,"Putative Na+/H+ antiporter, CPA2 family.",,152609,152609..153985,458
SYNW0158,SYNW0158,syw:SYNW0158,hypothetical protein,,,hypothetical,Q7U9U5,Hypothetical.,,153986,complement(153986..154306),106
SYNW0159,SYNW0159,syw:SYNW0159,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9U4,Hypothetical protein.,,154356,154356..155228,290
SYNW0160,SYNW0160,syw:SYNW0160,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9U3,Hypothetical protein.,,155296,155296..156150,284
SYNW0161,glcE,syw:SYNW0161,putative glycolate oxidase subunit GlcE,K11472,glcE,putative glycolate oxidase subunit GlcE,Q7U9U2,Putative glycolate oxidase subunit GlcE (EC 1.1.3.15).,,156135,complement(156135..157286),383
SYNW0162,SYNW0162,syw:SYNW0162,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9U1,Hypothetical protein.,,157301,157301..158647,448
SYNW0163,SYNW0163,syw:SYNW0163,putative glycolate oxidase subunit (Fe-S) protein,K11473,,putative glycolate oxidase subunit (Fe-S) protein,Q7U9U0,Putative glycolate oxidase subunit (Fe-S) protein.,,158546,complement(158546..159904),452
SYNW0164,SYNW0164,syw:SYNW0164,hypothetical protein,,,hypothetical,Q7U9T9,Hypothetical.,,159941,complement(159941..160729),262
SYNW0165,SYNW0165,syw:SYNW0165,conserved hypothetical protein,,,conserved hypothetical,Q7U9T8,Conserved hypothetical.,,161067,161067..163178,703
SYNW0166,icd,syw:SYNW0166,isocitrate dehydrogenase,K00030,icd,Isocitrate dehydrogenase,Q7U9T7,Isocitrate dehydrogenase (EC 1.1.1.42).,1.1.1.41,163235,complement(163235..164659),474
SYNW0167,SYNW0167,syw:SYNW0167,putative glycosyl transferase family protein,,,putative glycosyl transferase family protein,Q7U9T6,Putative glycosyl transferase family protein.,,164692,164692..165675,327
SYNW0168,SYNW0168,syw:SYNW0168,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9T5,Hypothetical protein precursor.,,165650,complement(165650..166837),395
SYNW0169,pfs,syw:SYNW0169,possible MTA/SAH nucleosidase,K01243,pfs,possible MTA/SAH nucleosidase,Q7U9T4,Possible MTA/SAH nucleosidase precursor (EC 3.2.2.9) (EC 3.2.2.16).,3.2.2.9,166834,complement(166834..167574),246
SYNW0170,SYNW0170,syw:SYNW0170,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9T3,Hypothetical protein.,,167654,167654..168097,147
SYNW0171,ho1,syw:SYNW0171,heme oxygenase,K00510,ho1,Heme oxygenase,Q7U9T2,Heme oxygenase (EC 1.14.99.3).,1.14.99.3,168173,168173..168886,237
SYNW0172,SYNW0172,syw:SYNW0172,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9T1,Hypothetical protein.,,168890,168890..169933,347
SYNW0173,SYNW0173,syw:SYNW0173,putative multidrug efflux ABC transporter,K06147,,putative multidrug efflux ABC transporter,Q7U9T0,Putative multidrug efflux ABC transporter.,,170007,170007..171824,605
SYNW0174,SYNW0174,syw:SYNW0174,possible glycosyltransferase family 1,,,possible glycosyltransferase family 1,Q7U9S9,Possible glycosyltransferase family 1.,,171825,171825..173006,393
SYNW0175,SYNW0175,syw:SYNW0175,possible glycosyltransferase,,,Possible glycosyltransferase,Q7U9S8,Possible glycosyltransferase.,,173003,173003..173995,330
SYNW0176,SYNW0176,syw:SYNW0176,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9S7,Hypothetical protein.,,173995,173995..174876,293
SYNW0177,SYNW0177,syw:SYNW0177,possible glycosyltransferase group 1,,,possible glycosyltransferase group 1,Q7U9S6,Possible glycosyltransferase group 1.,,174882,174882..177107,741
SYNW0178,SYNW0178,syw:SYNW0178,possible glycosyltransferase,,,Possible glycosyltransferase,Q7U9S5,Possible glycosyltransferase.,,177104,177104..178051,315
SYNW0179,SYNW0179,syw:SYNW0179,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9S4,Hypothetical protein.,,178048,178048..179151,367
SYNW0180,kdsA,syw:SYNW0180,2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase),K01627,kdsA,2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase),Q7U9S3,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (Phospho-2- dehydro-3-deoxyoctonate aldolase) (3-deoxy-D-manno-octulosonic acid 8- phosphate synthetase) (KDO-8-phosphate synthetase) (KDO 8-P synthase) (KDOPS).,2.5.1.55,179251,complement(179251..180102),283
SYNW0181,SYNW0181,syw:SYNW0181,UvrD/REP helicase,K03657,,UvrD/REP helicase,Q7U9S2,UvrD/REP helicase (EC 3.6.1.-).,3.6.1.-,180173,180173..182566,797
SYNW0182,SYNW0182,syw:SYNW0182,conserved hypothetical protein,,,conserved hypothetical,Q7U9S1,Conserved hypothetical.,,182559,182559..183428,289
SYNW0183,SYNW0183,syw:SYNW0183,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9S0,Hypothetical protein.,,183394,183394..184164,256
SYNW0184,kdsB2,syw:SYNW0184,putative CTP:CMP-3-deoxy-D-manno-octulosonate transferase,K00979,kdsB2,putative CTP:CMP-3-deoxy-D-manno-octulosonate transferase,Q7U9R9,Putative CTP:CMP-3-deoxy-D-manno-octulosonate transferase (EC 2.7.7.38).,2.7.7.38,184164,184164..184943,259
SYNW0185,SYNW0185,syw:SYNW0185,conserved hypothetical protein,,,conserved hypothetical,Q7U9R8,Conserved hypothetical.,,184952,complement(184952..185797),281
SYNW0186,SYNW0186,syw:SYNW0186,possible phosphatase,K03270,,possible phosphatase,Q7U9R7,Possible phosphatase.,3.1.3.45,185781,complement(185781..186347),188
SYNW0187,kpsF,syw:SYNW0187,putative polysialic acid capsule expression protein KpsF,K06041,kpsF,putative polysialic acid capsule expression protein KpsF,Q7U9R6,Putative polysialic acid capsule expression protein KpsF precursor.,5.3.1.13,186344,complement(186344..187363),339
SYNW0188,SYNW0188,syw:SYNW0188,possible polyA polymerase,K00974,,possible polyA polymerase,Q7U9R5,Possible polyA polymerase (EC 2.7.7.19).,2.7.7.25 2.7.7.21,187376,187376..188587,403
SYNW0189,SYNW0189,syw:SYNW0189,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9R4,Hypothetical protein.,,188584,188584..190011,475
SYNW0190,SYNW0190,syw:SYNW0190,conserved hypothetical protein,K01008,,conserved hypothetical protein,Q7U9R3,Hypothetical protein (EC 2.7.9.3).,2.7.9.3,189956,complement(189956..191980),674
SYNW0191,galE,syw:SYNW0191,UDP-glucose 4-epimerase,K01784,galE,UDP-glucose 4-epimerase,Q7U9R2,UDP-glucose 4-epimerase (EC 5.1.3.2).,5.1.3.2,191977,complement(191977..193011),344
SYNW0192,SYNW0192,syw:SYNW0192,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9R1,Hypothetical protein.,,193102,193102..193857,251
SYNW0193,SYNW0193,syw:SYNW0193,putative multidrug efflux ABC transporter,K06147,,putative multidrug efflux ABC transporter,Q7U9R0,Putative multidrug efflux ABC transporter.,,193857,193857..196775,972
SYNW0194,SYNW0194,syw:SYNW0194,possible similar to leukotoxin secretion protein,K02022,,possible similar to leukotoxin secretion protein,Q7U9Q9,Possible similar to leukotoxin secretion protein.,,196778,196778..197968,396
SYNW0195,SYNW0195,syw:SYNW0195,putative glycosyltransferase,,,Putative glycosyltransferase,Q7U9Q8,Putative glycosyltransferase.,,197974,197974..199224,416
SYNW0196,SYNW0196,syw:SYNW0196,putative alkaline phosphatase,K01077,,putative alkaline phosphatase,Q7U9Q7,Putative alkaline phosphatase (EC 3.1.3.1).,3.1.3.1,199343,199343..201592,749
SYNW0197,"hisS, hisS1",syw:SYNW0197,histidyl-tRNA synthetase,K01892,"hisS,hisS1",histidyl-tRNA synthetase,Q7U9Q6,Histidyl-tRNA synthetase (EC 6.1.1.21) (Histidine--tRNA ligase) (HisRS).,6.1.1.21,201636,201636..202928,430
SYNW0198,SYNW0198,syw:SYNW0198,putative nucleoside-diphosphate sugar epimerase,K01710,,putative nucleoside-diphosphate sugar epimerase,Q7U9Q5,Putative nucleoside-diphosphate sugar epimerase precursor (EC 4.2.1.46).,4.2.1.46,202930,202930..203880,316
SYNW0199,Ugd,syw:SYNW0199,UDP-glucose dehydrogenase,K00012,Ugd,UDP-glucose dehydrogenase,Q7U9Q4,UDP-glucose dehydrogenase precursor.,1.1.1.22,203877,203877..205280,467
SYNW0200,SYNW0200,syw:SYNW0200,putative nucleotide sugar epimerase,,,Putative nucleotide sugar epimerase,Q7U9Q3,Putative nucleotide sugar epimerase precursor (EC 5.1.3.-).,,205280,205280..206302,340
SYNW0201,psbJ,syw:SYNW0201,putative photosystem II reaction center J protein,K02711,psbJ,putative photosystem II reaction center J protein,Q7U9Q2,Putative photosystem II reaction center J protein.,,206387,complement(206387..206587),66
SYNW0202,psbL,syw:SYNW0202,photosystem II reaction center L protein (psII 5 Kd protein),K02713,psbL,photosystem II reaction center L protein (psII 5 Kd protein),Q7U9Q1,Photosystem II reaction center protein L (PSII-L) (PSII 5 kDa protein).,,206598,complement(206598..206717),39
SYNW0203,psbF,syw:SYNW0203,cytochrome b559 beta chain,K02708,psbF,Cytochrome b559 beta chain,Q7U9Q0,Cytochrome b559 subunit beta (PSII reaction center subunit VI).,,206726,complement(206726..206863),45
SYNW0204,psbE,syw:SYNW0204,cytochrome b559 alpha chain,K02707,psbE,cytochrome b559 alpha chain,Q7U9P9,Cytochrome b559 alpha subunit (PSII reaction center subunit V).,,206867,complement(206867..207115),82
SYNW0205,SYNW0205,syw:SYNW0205,similar to plant photosystem II stability/assembly factor,,,similar to plant photosystem II stability/assembly factor,Q7U9P8,Ycf48-like protein precursor.,,207186,complement(207186..208187),333
SYNW0206,rub,syw:SYNW0206,probable rubredoxin,,rub,probable rubredoxin,Q7U9P7,Probable rubredoxin.,,208193,complement(208193..208609),138
SYNW0207,ndhC,syw:SYNW0207,NADH dehydrogenase I chain 3 (or A),K05574,ndhC,NADH dehydrogenase I chain 3 (or A),Q7U9P6,NADH dehydrogenase I chain 3 (Or A) precursor (EC 1.6.5.3).,1.6.5.3,208693,208693..209055,120
SYNW0208,"ndhK, nukC",syw:SYNW0208,NADH dehydrogenase I chain B or NdhK,K05582,"ndhK,nukC",NADH dehydrogenase I chain B or NdhK,Q7U9P5,NADH dehydrogenase I chain B or NdhK (EC 1.6.5.3).,1.6.5.3,209058,209058..209798,246
SYNW0209,ndhJ,syw:SYNW0209,NADH dehydrogenase I chain J,K05581,ndhJ,NADH dehydrogenase I chain J,Q7U9P4,NAD(P)H-quinone oxidoreductase.,1.6.5.3,209795,209795..210361,188
SYNW0210,SYNW0210,syw:SYNW0210,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9P3,Hypothetical protein precursor.,,210355,complement(210355..211680),441
SYNW0211,SYNW0211,syw:SYNW0211,"possible ABC transporter, ATP-binding component",K02065,,"possible ABC transporter, ATP-binding component",Q7U9P2,"Possible ABC transporter, ATP-binding component.",,211865,211865..212620,251
SYNW0212,SYNW0212,syw:SYNW0212,possible ABC transporter,K02067,,possible ABC transporter,Q7U9P1,Possible ABC transporter precursor.,,212626,212626..213549,307
SYNW0213,chlD,syw:SYNW0213,Magnesium protoporphyrin IX chelatase subunit D,K03404,chlD,Protoporphyrin IX Magnesium chelatase subunit ChlD,Q7TTX8,Protoporphyrin IX Magnesium chelatase subunit ChlD (EC 4.99.1.-).,6.6.1.1,213608,complement(213608..215716),702
SYNW0214,SYNW0214,syw:SYNW0214,conserved hypothetical protein,K07062,,conserved hypothetical protein,Q7U9P0,Hypothetical protein.,,215766,complement(215766..216140),124
SYNW0215,SYNW0215,syw:SYNW0215,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9N9,Hypothetical protein.,,216128,complement(216128..216376),82
SYNW0216,folK,syw:SYNW0216,possible 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,K00950,folK,possible 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,Q7U9N8,Possible 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3).,2.7.6.3,216407,216407..216898,163
SYNW0217,SYNW0217,syw:SYNW0217,"ABC transporter, ATP binding component",,,"ABC transporter, ATP binding component",Q7U9N7,"ABC transporter, ATP binding component.",,216840,complement(216840..218597),585
SYNW0218,SYNW0218,syw:SYNW0218,NUDIX hydrolase,K01515,,NUDIX hydrolase,Q7U9N6,NUDIX hydrolase.,3.6.1.13,218632,218632..219195,187
SYNW0219,SYNW0219,syw:SYNW0219,probable deoxyribodipyrimidine photolyase,K01669,,probable deoxyribodipyrimidine photolyase,Q7U9N5,Probable deoxyribodipyrimidine photolyase (EC 4.1.99.3).,4.1.99.3,219192,219192..220625,477
SYNW0220,degT,syw:SYNW0220,putative pleiotropic regulatory protein,,degT,putative pleiotropic regulatory protein,Q7U9N4,Putative pleiotropic regulatory protein.,,220604,complement(220604..221839),411
SYNW0221,SYNW0221,syw:SYNW0221,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9N3,Hypothetical protein.,,221859,complement(221859..222443),194
SYNW0222,SYNW0222,syw:SYNW0222,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9N2,Hypothetical protein precursor.,,222502,222502..223014,170
SYNW0223,SYNW0223,syw:SYNW0223,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9N1,Hypothetical protein.,,222999,complement(222999..223436),145
SYNW0224,SYNW0224,syw:SYNW0224,probable deoxyribodipyrimidine photolyase,K01669,,probable deoxyribodipyrimidine photolyase,Q7U9N0,Probable deoxyribodipyrimidine photolyase (EC 4.1.99.3).,4.1.99.3,223452,complement(223452..224351),299
SYNW0225,fabI,syw:SYNW0225,enoyl-[acyl-carrier-protein] reductase,K00208,fabI,enoyl-[acyl-carrier-protein] reductase,Q7U9M9,reductase (EC 1.3.1.9).,1.3.1.9,224435,224435..225217,260
SYNW0226,hisB,syw:SYNW0226,imidazoleglycerol-phosphate dehydratase,K01693,hisB,imidazoleglycerol-phosphate dehydratase,Q7U9M8,Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19) (IGPD).,4.2.1.19,225247,225247..225855,202
SYNW0227,SYNW0227,syw:SYNW0227,"similar to lignostilbene-alpha,beta-dioxygenase and related enzymes",K00464,,"similar to lignostilbene-alpha,beta-dioxygenase and related enzymes",Q7U9M7,"Similar to lignostilbene-alpha,beta-dioxygenase and related enzymes.",1.13.11.43,225916,225916..227385,489
SYNW0228,SYNW0228,syw:SYNW0228,conserved hypothetical protein,,,conserved hypothetical,Q7U9M6,Conserved hypothetical precursor.,,227493,227493..228191,232
SYNW0229,SYNW0229,syw:SYNW0229,"putative glycine betaine transporter, BCCT family",,,"putative glycine betaine transporter, BCCT family",Q7U9M5,"Putative glycine betaine transporter, BCCT family precursor.",,228184,complement(228184..229731),515
SYNW0230,solA,syw:SYNW0230,putative sarcosine oxidase,K00301,solA,putative sarcosine oxidase,Q7U9M4,Putative sarcosine oxidase precursor (EC 1.5.3.1).,1.5.3.1,229735,complement(229735..230925),396
SYNW0231,SYNW0231,syw:SYNW0231,hypothetical protein,,,hypothetical,Q7U9M3,Hypothetical precursor.,,230922,complement(230922..231269),115
SYNW0232,SYNW0232,syw:SYNW0232,possible leucine dehydrogenase,,,possible leucine dehydrogenase,Q7U9M2,Possible leucine dehydrogenase.,,231313,complement(231313..231978),221
SYNW0233,SYNW0233,syw:SYNW0233,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9M1,Hypothetical protein.,,231978,complement(231978..233015),345
SYNW0234,SYNW0234,syw:SYNW0234,conserved hypothetical protein,K01516,,conserved hypothetical protein,Q7U9M0,HAM1 protein homolog.,3.6.1.15,233086,complement(233086..233673),195
SYNW0235,SYNW0235,syw:SYNW0235,phosphoglucomutase/phosphomannomutase family protein,K01840,,Phosphoglucomutase/phosphomannomutase family protein,Q7U9L9,Phosphoglucomutase/phosphomannomutase family protein (EC 5.4.2.8).,5.4.2.8,233670,complement(233670..235133),487
SYNW0236,SYNW0236,syw:SYNW0236,conserved hypothetical protein,K06860,,conserved hypothetical protein,Q7U9L8,Hypothetical protein.,,235187,235187..236662,491
SYNW0237,SYNW0237,syw:SYNW0237,conserved hypothetical protein,K06980,,conserved hypothetical protein,Q7U9L7,Hypothetical protein.,,236644,complement(236644..237441),265
SYNW0238,pyrE,syw:SYNW0238,orotate phosphoribosyltransferase,K00762,pyrE,Orotate phosphoribosyltransferase,Q7U9L6,Orotate phosphoribosyltransferase (EC 2.4.2.10).,2.4.2.10,237438,complement(237438..238022),194
RNA_5,RNA_5,syw:RNA_5,tRNA_Pseudo,,,,,,,238635,238635..238707,
SYNW0239,SYNW0239,syw:SYNW0239,conserved hypothetical protein,,,conserved hypothetical protein,Q7U9L5,Hypothetical protein precursor.,,238721,238721..240004,427
SYNW0240,SYNW0240,syw:SYNW0240,probable oxidoreductase,,,probable oxidoreductase,Q7U9L4,Probable oxidoreductase.,,240042,240042..241049,335
SYNW0241,SYNW0241,syw:SYNW0241,putative phosphorylase kinase,K07190,,putative phosphorylase kinase,Q7U9L3,Putative phosphorylase kinase.,,241069,complement(241069..244254),1061
SYNW0242,rffM,syw:SYNW0242,glycosyl transferase WecB/TagA/CpsF family,K02852,rffM,Glycosyl transferase WecB/TagA/CpsF family,Q7U9L2,Glycosyl transferase WecB/TagA/CpsF family (EC 2.4.1.-).,2.4.1.-,244306,244306..245040,244
