gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ACZ81_RS00450,,ACZ81_RS00450,ACZ81_00450,Protein Homology,98520,99443,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975302.1,LysR family transcriptional regulator,WP_061486886.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,ACZ81_00450
ACZ81_RS00455,,ACZ81_RS00455,ACZ81_00455,Protein Homology,99581,100342,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516657.1,MBL fold metallo-hydrolase,WP_061486888.1,,,,,,ACZ81_00455
ACZ81_RS00460,,ACZ81_RS00460,ACZ81_00460,Protein Homology,100555,101940,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996840.1,YcjX family protein,WP_014947789.1,,,,,,ACZ81_00460
ACZ81_RS00465,,ACZ81_RS00465,ACZ81_00465,Protein Homology,101943,103055,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977921.1,YcjF family protein,WP_061438938.1,,,,,,ACZ81_00465
ACZ81_RS00470,,ACZ81_RS00470,ACZ81_00470,Protein Homology,103155,104381,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786101.1,threonine/serine ThrE exporter family protein,WP_014947791.1,"GO:0055085,GO:0022857,GO:0005886",plasma membrane|0005886||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ACZ81_00470
thiH,thiH,ACZ81_RS00475,ACZ81_00475,Protein Homology,104611,105744,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975307.1,2-iminoacetate synthase ThiH,WP_061438940.1,"GO:0009228,GO:0005506,GO:0016829,GO:0051539,GO:1904047",,"iron ion binding|0005506||IEA,lyase activity|0016829||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA",thiamine biosynthetic process|0009228||IEA,,ACZ81_00475
ACZ81_RS00480,,ACZ81_RS00480,ACZ81_00480,Protein Homology,105741,106511,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996844.1,thiazole synthase,WP_061438943.1,GO:1990107,,thiazole synthase activity|1990107||IEA,,,ACZ81_00480
thiS,thiS,ACZ81_RS00485,ACZ81_00485,Protein Homology,106513,106722,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977924.1,sulfur carrier protein ThiS,WP_014947794.1,"GO:0009228,GO:0003824",,catalytic activity|0003824||IEA,thiamine biosynthetic process|0009228||IEA,,ACZ81_00485
ACZ81_RS00490,,ACZ81_RS00490,ACZ81_00490,Protein Homology,106719,107513,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996846.1,HesA/MoeB/ThiF family protein,WP_061438944.1,GO:0016779,,nucleotidyltransferase activity|0016779||IEA,,,ACZ81_00490
thiE,thiE,ACZ81_RS00495,ACZ81_00495,Protein Homology,107506,109107,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947796.1,thiamine phosphate synthase,WP_061438946.1,"GO:0009228,GO:0004789",,thiamine-phosphate diphosphorylase activity|0004789||IEA,thiamine biosynthetic process|0009228||IEA,,ACZ81_00495
thiC,thiC,ACZ81_RS00500,ACZ81_00500,Protein Homology,109104,111014,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996848.1,phosphomethylpyrimidine synthase ThiC,WP_061438948.1,"GO:0009228,GO:0051536",,iron-sulfur cluster binding|0051536||IEA,thiamine biosynthetic process|0009228||IEA,,ACZ81_00500
ACZ81_RS00505,,ACZ81_RS00505,ACZ81_00505,Protein Homology,111512,112687,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947798.1,heme biosynthesis HemY N-terminal domain-containing protein,WP_061438950.1,,,,,,ACZ81_00505
ACZ81_RS00510,,ACZ81_RS00510,ACZ81_00510,Protein Homology,112684,113856,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996850.1,uroporphyrinogen-III C-methyltransferase,WP_061438952.1,,,,,,ACZ81_00510
ACZ81_RS00515,,ACZ81_RS00515,ACZ81_00515,Protein Homology,113857,114588,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996851.1,uroporphyrinogen-III synthase,WP_061438954.1,"GO:0006780,GO:0006782,GO:0004852",,uroporphyrinogen-III synthase activity|0004852||IEA,"uroporphyrinogen III biosynthetic process|0006780||IEA,protoporphyrinogen IX biosynthetic process|0006782||IEA",,ACZ81_00515
hemC,hemC,ACZ81_RS00520,ACZ81_00520,Protein Homology,114652,115590,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977931.1,hydroxymethylbilane synthase,WP_014947801.1,"GO:0033014,GO:0004418",,hydroxymethylbilane synthase activity|0004418||IEA,tetrapyrrole biosynthetic process|0033014||IEA,,ACZ81_00520
ACZ81_RS00525,,ACZ81_RS00525,ACZ81_00525,Protein Homology,115788,116849,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947802.1,GGDEF domain-containing protein,WP_049587575.1,"GO:0005525,GO:0046872,GO:0052621,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",,,ACZ81_00525
ACZ81_RS00530,,ACZ81_RS00530,ACZ81_00530,Protein Homology,117044,117715,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996854.1,alpha/beta hydrolase,WP_014977932.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ACZ81_00530
gmk,gmk,ACZ81_RS00535,ACZ81_00535,Protein Homology,117922,118563,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996855.1,guanylate kinase,WP_061438956.1,"GO:0006163,GO:0004385",,guanylate kinase activity|0004385||IEA,purine nucleotide metabolic process|0006163||IEA,,ACZ81_00535
rpoZ,rpoZ,ACZ81_RS00540,ACZ81_00540,Protein Homology,118733,119005,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516676.1,DNA-directed RNA polymerase subunit omega,WP_014947805.1,"GO:0006351,GO:0003899",,DNA-directed 5'-3' RNA polymerase activity|0003899||IEA,DNA-templated transcription|0006351||IEA,,ACZ81_00540
spoT,spoT,ACZ81_RS00545,ACZ81_00545,Protein Homology,119148,121259,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516677.1,bifunctional GTP diphosphokinase/guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase,WP_039226917.1,"GO:0015969,GO:0008728,GO:0008893",,"GTP diphosphokinase activity|0008728||IEA,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase activity|0008893||IEA",guanosine tetraphosphate metabolic process|0015969||IEA,,ACZ81_00545
ACZ81_RS00550,,ACZ81_RS00550,ACZ81_00550,Protein Homology,121284,121670,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516678.1,RidA family protein,WP_014975316.1,,,,,,ACZ81_00550
trmH,trmH,ACZ81_RS00555,ACZ81_00555,Protein Homology,121674,122381,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996858.1,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,WP_014975317.1,"GO:0030488,GO:0141100",,tRNA (guanine(18)-2'-O)-methyltransferase activity|0141100||IEA,tRNA methylation|0030488||IEA,,ACZ81_00555
recG,recG,ACZ81_RS00560,ACZ81_00560,Protein Homology,122576,124648,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996859.1,ATP-dependent DNA helicase RecG,WP_014975318.1,"GO:0006281,GO:0006310,GO:0003676,GO:0003678,GO:0005524",,"nucleic acid binding|0003676||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",,ACZ81_00560
ACZ81_RS00565,,ACZ81_RS00565,ACZ81_00565,Protein Homology,124641,125426,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977936.1,class I SAM-dependent methyltransferase,WP_061438957.1,,,,,,ACZ81_00565
ACZ81_RS00570,,ACZ81_RS00570,ACZ81_00570,Protein Homology,125428,125901,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516682.1,peroxiredoxin,WP_014947810.1,,,,,,ACZ81_00570
ACZ81_RS00575,,ACZ81_RS00575,ACZ81_00575,Protein Homology,126333,127142,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516683.1,hypothetical protein,WP_014947811.1,,,,,,ACZ81_00575
ACZ81_RS00580,,ACZ81_RS00580,ACZ81_00580,Protein Homology,127152,128186,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947812.1,extracellular solute-binding protein,WP_061438959.1,,,,,,ACZ81_00580
ACZ81_RS00585,,ACZ81_RS00585,ACZ81_00585,Protein Homology,128183,129703,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947813.1,ABC transporter permease,WP_014975321.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020",membrane|0016020||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,,ACZ81_00585
ACZ81_RS00590,,ACZ81_RS00590,ACZ81_00590,Protein Homology,129703,130734,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975322.1,ABC transporter ATP-binding protein,WP_039226913.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,ACZ81_00590
ACZ81_RS00595,,ACZ81_RS00595,ACZ81_00595,Protein Homology,130737,131918,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977941.1,NAD(P)/FAD-dependent oxidoreductase,WP_061438961.1,"GO:0000166,GO:0050660,GO:0050661",,"nucleotide binding|0000166||IEA,flavin adenine dinucleotide binding|0050660||IEA,NADP binding|0050661||IEA",,,ACZ81_00595
ACZ81_RS00600,,ACZ81_RS00600,ACZ81_00600,Protein Homology,131972,132172,-,,,COORDINATES: protein motif:HMM:NF018058.6,LapA family protein,WP_061438963.1,"GO:0008653,GO:0005886",plasma membrane|0005886||IEA,,lipopolysaccharide metabolic process|0008653||IEA,,ACZ81_00600
ACZ81_RS00605,,ACZ81_RS00605,ACZ81_00605,GeneMarkS-2+,132325,132537,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061438965.1,,,,,,ACZ81_00605
ACZ81_RS00610,,ACZ81_RS00610,ACZ81_00610,GeneMarkS-2+,132581,133099,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061438967.1,,,,,,ACZ81_00610
ACZ81_RS00615,,ACZ81_RS00615,ACZ81_00615,Protein Homology,133172,134044,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011637178.1,mechanosensitive ion channel family protein,WP_061438970.1,GO:0008381,,mechanosensitive monoatomic ion channel activity|0008381||IEA,,,ACZ81_00615
ACZ81_RS00620,,ACZ81_RS00620,ACZ81_00620,Protein Homology,134093,134920,-,,,COORDINATES: protein motif:HMM:NF013954.6,glucosaminidase domain-containing protein,WP_061438972.1,GO:0004040,,amidase activity|0004040||IEA,,,ACZ81_00620
ACZ81_RS00625,,ACZ81_RS00625,ACZ81_00625,Protein Homology,135015,135614,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007615973.1,sigma-70 family RNA polymerase sigma factor,WP_061438975.1,"GO:0006352,GO:0006355,GO:0003700,GO:0016987",,"DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","DNA-templated transcription initiation|0006352||IEA,regulation of DNA-templated transcription|0006355||IEA",,ACZ81_00625
ACZ81_RS00630,,ACZ81_RS00630,ACZ81_00630,Protein Homology,135623,136483,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107724.1,mechanosensitive ion channel family protein,WP_061438978.1,,,,,,ACZ81_00630
ACZ81_RS00635,,ACZ81_RS00635,ACZ81_00635,Protein Homology,136485,136757,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007615980.1,hypothetical protein,WP_203229262.1,,,,,,ACZ81_00635
ACZ81_RS00640,,ACZ81_RS00640,ACZ81_00640,Protein Homology,136969,138309,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516717.1,magnesium transporter,WP_061438980.1,"GO:0015693,GO:0000287,GO:0005524,GO:0015095",,"magnesium ion binding|0000287||IEA,ATP binding|0005524||IEA,magnesium ion transmembrane transporter activity|0015095||IEA",magnesium ion transport|0015693||IEA,,ACZ81_00640
ACZ81_RS00645,,ACZ81_RS00645,ACZ81_00645,Protein Homology,138342,139454,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013753802.1,DUF21 domain-containing protein,WP_061438982.1,,,,,,ACZ81_00645
rimK,rimK,ACZ81_RS00650,ACZ81_00650,Protein Homology,139582,140490,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015817572.1,30S ribosomal protein S6--L-glutamate ligase,WP_061438984.1,"GO:0036211,GO:0005524,GO:0046872",,"ATP binding|0005524||IEA,metal ion binding|0046872||IEA",protein modification process|0036211||IEA,,ACZ81_00650
ACZ81_RS00655,,ACZ81_RS00655,ACZ81_00655,Protein Homology,140494,141537,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013782563.1,succinylglutamate desuccinylase/aspartoacylase family protein,WP_061438987.1,"GO:0006508,GO:0004181,GO:0008270,GO:0016788",,"metallocarboxypeptidase activity|0004181||IEA,zinc ion binding|0008270||IEA,hydrolase activity%2C acting on ester bonds|0016788||IEA",proteolysis|0006508||IEA,,ACZ81_00655
ACZ81_RS00660,,ACZ81_RS00660,ACZ81_00660,Protein Homology,141573,143387,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975447.1,cation:proton antiporter,WP_232375977.1,"GO:0006812,GO:1902600,GO:0015078,GO:0015297,GO:0016020",membrane|0016020||IEA,"proton transmembrane transporter activity|0015078||IEA,antiporter activity|0015297||IEA","monoatomic cation transport|0006812||IEA,proton transmembrane transport|1902600||IEA",,ACZ81_00660
ACZ81_RS00665,,ACZ81_RS00665,ACZ81_00665,Protein Homology,143565,144236,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977942.1,OmpW/AlkL family protein,WP_061438989.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,ACZ81_00665
ACZ81_RS00670,,ACZ81_RS00670,ACZ81_00670,Protein Homology,144374,144841,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783803.1,hypothetical protein,WP_014947817.1,,,,,,ACZ81_00670
ACZ81_RS00675,,ACZ81_RS00675,ACZ81_00675,Protein Homology,145066,145374,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975326.1,hypothetical protein,WP_014975326.1,,,,,,ACZ81_00675
ACZ81_RS00680,,ACZ81_RS00680,ACZ81_00680,Protein Homology,145597,147144,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947820.1,GGDEF domain-containing protein,WP_232375978.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,ACZ81_00680
ACZ81_RS00685,,ACZ81_RS00685,ACZ81_00685,Protein Homology,147186,148070,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996875.1,ArgP/LysG family DNA-binding transcriptional regulator,WP_039226907.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,ACZ81_00685
ACZ81_RS00690,,ACZ81_RS00690,ACZ81_00690,Protein Homology,148248,148850,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975330.1,LysE/ArgO family amino acid transporter,WP_014975330.1,"GO:0006865,GO:0015171,GO:0016020",membrane|0016020||IEA,amino acid transmembrane transporter activity|0015171||IEA,amino acid transport|0006865||IEA,,ACZ81_00690
ACZ81_RS00695,,ACZ81_RS00695,ACZ81_00695,Protein Homology,148966,149283,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786046.1,DMT family transporter,WP_014947823.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ACZ81_00695
ACZ81_RS00700,,ACZ81_RS00700,ACZ81_00700,Protein Homology,149358,150074,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975331.1,DUF1499 domain-containing protein,WP_014975331.1,,,,,,ACZ81_00700
ACZ81_RS00705,,ACZ81_RS00705,ACZ81_00705,Protein Homology,150271,150942,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947825.1,DNA-J related domain-containing protein,WP_061438997.1,,,,,,ACZ81_00705
ACZ81_RS00710,,ACZ81_RS00710,ACZ81_00710,Protein Homology,151259,152404,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996880.1,efflux RND transporter periplasmic adaptor subunit,WP_014947826.1,"GO:0006810,GO:0005215,GO:0016020",membrane|0016020||IEA,transporter activity|0005215||IEA,transport|0006810||IEA,,ACZ81_00710
ACZ81_RS00715,,ACZ81_RS00715,ACZ81_00715,Protein Homology,152426,155524,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947827.1,efflux RND transporter permease subunit,WP_014947827.1,"GO:0042908,GO:0015562,GO:0016020",membrane|0016020||IEA,efflux transmembrane transporter activity|0015562||IEA,xenobiotic transport|0042908||IEA,,ACZ81_00715
ACZ81_RS00720,,ACZ81_RS00720,ACZ81_00720,Protein Homology,155581,156078,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996882.1,alpha/beta hydrolase,WP_014947828.1,,,,,,ACZ81_00720
ACZ81_RS00725,,ACZ81_RS00725,ACZ81_00725,Protein Homology,156192,158033,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996883.1,bifunctional acetyl-CoA hydrolase/transferase family protein/GNAT family N-acetyltransferase,WP_061486892.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,ACZ81_00725
ACZ81_RS00730,,ACZ81_RS00730,ACZ81_00730,Protein Homology,158030,159010,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947830.1,histone deacetylase family protein,WP_061438999.1,,,,,,ACZ81_00730
ACZ81_RS00735,,ACZ81_RS00735,ACZ81_00735,Protein Homology,159106,159846,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975335.1,MauE/DoxX family redox-associated membrane protein,WP_061439000.1,"GO:0030416,GO:0016020",membrane|0016020||IEA,,methylamine metabolic process|0030416||IEA,,ACZ81_00735
ACZ81_RS00740,,ACZ81_RS00740,ACZ81_00740,Protein Homology,159969,160487,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975336.1,DUF6436 domain-containing protein,WP_014947832.1,,,,,,ACZ81_00740
ACZ81_RS00745,,ACZ81_RS00745,ACZ81_00745,Protein Homology,160524,162005,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947833.1,methyl-accepting chemotaxis protein,WP_061439003.1,GO:0006935,,,chemotaxis|0006935||IEA,,ACZ81_00745
ACZ81_RS00750,,ACZ81_RS00750,ACZ81_00750,Protein Homology,162179,163051,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977955.1,ATP-grasp domain-containing protein,WP_061439009.1,"GO:0005524,GO:0016874",,"ATP binding|0005524||IEA,ligase activity|0016874||IEA",,,ACZ81_00750
ACZ81_RS00755,,ACZ81_RS00755,ACZ81_00755,Protein Homology,163133,164575,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975339.1,DUF3300 domain-containing protein,WP_061439011.1,,,,,,ACZ81_00755
ribA,ribA,ACZ81_RS00760,ACZ81_00760,Protein Homology,164711,165325,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996890.1,GTP cyclohydrolase II,WP_014947836.1,GO:0003935,,GTP cyclohydrolase II activity|0003935||IEA,,,ACZ81_00760
ACZ81_RS00765,,ACZ81_RS00765,ACZ81_00765,Protein Homology,165458,168304,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947837.1,EAL domain-containing protein,WP_216600658.1,,,,,,ACZ81_00765
ACZ81_RS00770,,ACZ81_RS00770,ACZ81_00770,Protein Homology,168393,168710,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975341.1,hypothetical protein,WP_061439013.1,,,,,,ACZ81_00770
ACZ81_RS00775,,ACZ81_RS00775,ACZ81_00775,Protein Homology,168816,169484,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065942.1,glutathione S-transferase,WP_014975342.1,,,,,,ACZ81_00775
recQ,recQ,ACZ81_RS00780,ACZ81_00780,Protein Homology,169570,171411,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516716.1,DNA helicase RecQ,WP_061439015.1,"GO:0006310,GO:0009432,GO:0003678",,DNA helicase activity|0003678||IEA,"DNA recombination|0006310||IEA,SOS response|0009432||IEA",,ACZ81_00780
ACZ81_RS00785,,ACZ81_RS00785,ACZ81_00785,Protein Homology,171625,172137,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947841.1,thioesterase family protein,WP_014977960.1,,,,,,ACZ81_00785
ACZ81_RS00790,,ACZ81_RS00790,ACZ81_00790,Protein Homology,172224,173561,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516717.1,magnesium transporter,WP_014977961.1,"GO:0015693,GO:0000287,GO:0005524,GO:0015095",,"magnesium ion binding|0000287||IEA,ATP binding|0005524||IEA,magnesium ion transmembrane transporter activity|0015095||IEA",magnesium ion transport|0015693||IEA,,ACZ81_00790
rarD,rarD,ACZ81_RS00795,ACZ81_00795,Protein Homology,173787,174701,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947843.1,EamA family transporter RarD,WP_014977962.1,"GO:0006810,GO:0005215,GO:0005886",plasma membrane|0005886||IEA,transporter activity|0005215||IEA,transport|0006810||IEA,,ACZ81_00795
ACZ81_RS00800,,ACZ81_RS00800,ACZ81_00800,Protein Homology,174768,176045,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975347.1,GGDEF domain-containing response regulator,WP_014977963.1,"GO:0000160,GO:0007165,GO:0000156,GO:0005525,GO:0046872,GO:0052621",,"phosphorelay response regulator activity|0000156||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,ACZ81_00800
uvrD,uvrD,ACZ81_RS00805,ACZ81_00805,Protein Homology,176088,178259,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785922.1,DNA helicase II,WP_061439017.1,"GO:0006260,GO:0003677,GO:0003678,GO:0005524,GO:0016787",,"DNA binding|0003677||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA,hydrolase activity|0016787||IEA",DNA replication|0006260||IEA,"mutU,recL",ACZ81_00805
cysE,cysE,ACZ81_RS00810,ACZ81_00810,Protein Homology,178723,179529,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516721.1,serine O-acetyltransferase,WP_014947845.1,"GO:0006535,GO:0009001",,serine O-acetyltransferase activity|0009001||IEA,cysteine biosynthetic process from serine|0006535||IEA,,ACZ81_00810
