uniprot_id	locus_tag	product	PMTid	P9313name
Q7V6I4	AKG35_RS06300	alpha/beta fold hydrolase	PMT_1175	P9313_14881
Q7V6I3	AKG35_RS06305	acetolactate synthase small subunit	PMT_1176	P9313_14891
Q7V6I2	AKG35_RS06310	peptidylprolyl isomerase	PMT_1177	P9313_14901
Q7V6I1	AKG35_RS06315	photosystem I assembly protein Ycf4	PMT_1178	P9313_14911
Q7V6I0	AKG35_RS06320	photosystem II D2 protein (photosystem q(a) protein)	PMT_1179	P9313_14931
Q7V6H9	AKG35_RS06325	photosystem II reaction center protein CP43	PMT_1180	P9313_14941
Q7V6H8	AKG35_RS06330	Maf-like protein	PMT_1181	P9313_14961
Q7V6H7	AKG35_RS06335	hypothetical protein	PMT_1182	P9313_14971
Q7V6H6	AKG35_RS06340	cobyric acid synthase	PMT_1183	P9313_14981
Q7V6H5	AKG35_RS06345	2Fe-2S iron-sulfur cluster binding domain-containing protein	PMT_1184	P9313_14991
Q7TUU9	AKG35_RS06350	class I SAM-dependent methyltransferase	PMT_1185	P9313_15021
Q7TUU8	AKG35_RS06355	peroxiredoxin	PMT_1186	P9313_15031
Q7V6H4	AKG35_RS06360	chromosomal replication initiator protein DnaA	PMT_1187	P9313_15041
Q7U3A1	AKG35_RS06365	trypsin-like peptidase domain-containing protein	PMT_1188	P9313_15051
Q7V6H3	AKG35_RS06370	TIGR04282 family arsenosugar biosynthesis glycosyltransferase	PMT_1189	P9313_15061
Q7V6H2	AKG35_RS06375	TIGR04283 family arsenosugar biosynthesis glycosyltransferase	PMT_1190	P9313_15071
Q7V6H1	AKG35_RS06380	GNAT family N-acetyltransferase	PMT_1191	P9313_15081
Q7V6H0	AKG35_RS06385	ABC transporter ATP-binding protein/permease	PMT_1192	P9313_15091
Q7V6G9	AKG35_RS06390	ATP phosphoribosyltransferase	PMT_1193	P9313_15101
Q7V6G8	AKG35_RS06395	hydroxyacylglutathione hydrolase	PMT_1194	P9313_15111
Q7V6G7	AKG35_RS06400	Rid family detoxifying hydrolase	PMT_1195	P9313_15131
Q7V6G6	AKG35_RS06405	DUF3136 domain-containing protein	PMT_1196	P9313_15151
Q7TUU7	AKG35_RS06410	CbbX protein	PMT_1197	P9313_15161
Q7V6G5	AKG35_RS06415	4a-hydroxytetrahydrobiopterin dehydratase	PMT_1198	P9313_15171
Q7V6G4	AKG35_RS12925	BMC domain-containing protein	PMT_1199	P9313_15181
Q7V6G3	AKG35_RS06425	carboxysome peptide B	PMT_1200	P9313_15191
Q7V6G2	AKG35_RS06430	carboxysome peptide A	PMT_1201	P9313_15201
Q7V6G1	AKG35_RS06435	carboxysome shell carbonic anhydrase	PMT_1202	P9313_15211
Q7V6G0	AKG35_RS06440	CsoS2 family carboxysome shell protein	PMT_1203	P9313_15231
Q7V6F9	AKG35_RS06445	ribulose bisphosphate carboxylase small subunit	PMT_1204	P9313_15241
Q7V6F8	AKG35_RS06450	form I ribulose bisphosphate carboxylase large subunit	PMT_1205	P9313_15251
Q7V6F7	AKG35_RS06455	BMC domain-containing protein	NA	NA
Q7V6F6	AKG35_RS06460	non-canonical purine NTP pyrophosphatase	PMT_1207	P9313_15271
Q7V6F5	AKG35_RS06465	hypothetical protein	PMT_1208	P9313_15281
Q7V6F4	AKG35_RS06470	hypothetical protein	PMT_1209	P9313_15291
NA	AKG35_RS13535	hypothetical protein	NA	NA
Q7V6F3	AKG35_RS06480	hypothetical protein	PMT_1211	P9313_15321
Q7V6F2	AKG35_RS06485	hypothetical protein	PMT_1212	P9313_15331
Q7V6F1	AKG35_RS06490	sodium-dependent bicarbonate transport family permease	PMT_1213	P9313_15341
Q7V6F0	AKG35_RS06495	SulP family inorganic anion transporter	PMT_1214	P9313_15351
Q7V6E9	AKG35_RS06500	ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N	PMT_1215	P9313_15361
Q7V6E8	AKG35_RS06505	ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B	PMT_1216	P9313_15371
Q7V6E7	AKG35_RS06510	ferredoxin:protochlorophyllide reductase (ATP-dependent) iron-sulfur ATP-binding protein	PMT_1217	P9313_15381
Q7V6E6	AKG35_RS06515	protochlorophyllide reductase	PMT_1218	P9313_15391
Q7V6E5	AKG35_RS06520	hypothetical protein	PMT_1219	P9313_15401
Q7V6E4	AKG35_RS06525	photosystem I reaction center subunit XII	PMT_1220	P9313_15411
B9ES31	AKG35_RS13215	hypothetical protein	NA	NA
Q7V6E3	AKG35_RS06535	sulfite exporter TauE/SafE family protein	PMT_1221	P9313_15431
B9ES32	AKG35_RS12930	hypothetical protein	NA	NA
Q7V6E2	AKG35_RS06540	hypothetical protein	PMT_1223	P9313_15451
Q7V6E1	AKG35_RS06545	lipoate--protein ligase family protein	PMT_1224	P9313_15471
Q7V6E0	AKG35_RS06550	site-2 protease family protein	PMT_1225	P9313_15481
Q7V6D9	AKG35_RS06555	phosphoribosylanthranilate isomerase	PMT_1226	P9313_15491
B9ES35	AKG35_RS12935	hypothetical protein	NA	NA
Q7V6D8	AKG35_RS06560	GTP cyclohydrolase I	PMT_1227	P9313_15511
Q7V6D7	AKG35_RS06565	SDR family oxidoreductase	PMT_1228	P9313_15521
Q7V6D6	AKG35_RS06570	acetyl-CoA carboxylase carboxyltransferase subunit alpha	PMT_1229	P9313_15531
Q7V6D5	AKG35_RS06575	long-chain acyl-[acyl-carrier-protein] reductase	PMT_1230	P9313_15541
Q7V6D4	AKG35_RS06580	aldehyde oxygenase (deformylating)	PMT_1231	P9313_15551
Q7V6D3	AKG35_RS06585	creatininase family protein	PMT_1232	P9313_15561
Q7V6D2	AKG35_RS06590	S1 RNA-binding domain-containing protein	PMT_1233	P9313_15591
Q7V6D1	AKG35_RS06595	Tab2/Atab2 family RNA-binding protein	PMT_1234	P9313_15601
Q7V6D0	AKG35_RS06600	peptidoglycan editing factor PgeF	PMT_1235	P9313_15611
Q7V6C9	AKG35_RS06605	hypothetical protein	PMT_1236	P9313_15621
Q7TUU6	AKG35_RS06610	amino acid ABC transporter substrate-binding protein	PMT_1237	P9313_15631
Q7V6C8	AKG35_RS06615	hypothetical protein	PMT_1238	P9313_15651
Q7V6C7	AKG35_RS06620	biosynthetic-type acetolactate synthase large subunit	PMT_1239	P9313_15661
Q7V6C6	AKG35_RS06625	ferrochelatase	PMT_1240	P9313_15681
Q7V6C5	AKG35_RS06630	site-specific integrase	PMT_1241	P9313_15691
Q7V6C4	AKG35_RS06635	class I SAM-dependent methyltransferase	PMT_1242	P9313_15701
Q7V6C3	AKG35_RS06640	cob(I)yrinic acid a%2Cc-diamide adenosyltransferase	PMT_1243	P9313_15711
Q7V6C2	AKG35_RS06645	UMP kinase	PMT_1244	P9313_15721
Q7V6C1	AKG35_RS06650	ribosome recycling factor	PMT_1245	P9313_15731
Q7V6C0	AKG35_RS06655	geranylgeranyl reductase family protein	PMT_1246	P9313_15741
Q7V6B9	AKG35_RS06660	SDR family oxidoreductase	PMT_1247	P9313_15751
Q7V6B8	AKG35_RS06665	transaldolase	PMT_1248	P9313_15761
Q7V6B7	AKG35_RS06670	penicillin-binding protein 2	PMT_1249	P9313_15771
Q7V6B6	AKG35_RS06675	hypothetical protein	PMT_1250	P9313_15781
Q7V6B5	AKG35_RS06680	CPBP family glutamic-type intramembrane protease	PMT_1251	P9313_15791
Q7V6B4	AKG35_RS06685	histidine phosphatase family protein	PMT_1252	P9313_15801
Q7V6B3	AKG35_RS06690	dihydroorotase	PMT_1253	P9313_15811
Q7V6B2	AKG35_RS06695	signal peptidase I	NA	NA
Q7V6B1	AKG35_RS06700	hypothetical protein	PMT_1255	P9313_15841
Q7V6B0	AKG35_RS06705	arsenate reductase family protein	PMT_1256	P9313_15851
Q7V6A9	AKG35_RS06710	inorganic diphosphatase	PMT_1257	P9313_15861
Q7TUU5	AKG35_RS06715	hypothetical protein	PMT_1258	P9313_15881
Q7TUU4	AKG35_RS06720	proline--tRNA ligase	PMT_1259	P9313_15891
Q7TUU3	AKG35_RS06725	photosystem II protein Psb27	PMT_1260	P9313_15901
Q7V6A8	AKG35_RS06730	adenylosuccinate synthase	PMT_1261	P9313_15911
Q7V6A7	AKG35_RS06735	adenosine kinase	PMT_1262	P9313_15921
Q7V6A6	AKG35_RS06740	divalent cation tolerance protein CutA	PMT_1263	P9313_15931
Q7V6A5	AKG35_RS06745	precorrin-6A/cobalt-precorrin-6A reductase	PMT_1264	P9313_15951
Q7V6A4	AKG35_RS06750	single-stranded DNA-binding protein	PMT_1265	P9313_15961
Q7V6A3	AKG35_RS06755	hypothetical protein	PMT_1266	P9313_15971
Q7V6A2	AKG35_RS06760	DUF2854 domain-containing protein	PMT_1267	P9313_15981
Q7TUU2	AKG35_RS06765	acetylglutamate kinase	PMT_1268	P9313_15991
Q7V6A1	AKG35_RS06770	hypothetical protein	PMT_1269	P9313_16001
Q7V6A0	AKG35_RS06775	hypothetical protein	PMT_1270	P9313_16011
Q7V699	AKG35_RS06780	primosomal protein N'	PMT_1271	P9313_16021
B9ES43	AKG35_RS13220	hypothetical protein	NA	NA
Q7V698	AKG35_RS06785	RNA polymerase sigma factor RpoD	PMT_1272	P9313_16041
Q7V697	AKG35_RS06790	hydroxymethylbilane synthase	PMT_1273	P9313_16061
Q7V696	AKG35_RS06795	L%2CD-transpeptidase	PMT_1274	P9313_16071
Q7V695	AKG35_RS06800	inorganic diphosphatase	PMT_1275	P9313_16081
Q7V694	AKG35_RS06805	hypothetical protein	PMT_1276	P9313_16101
Q7V693	AKG35_RS06810	carbamoyl-phosphate synthase	PMT_1277	P9313_16111
NA	AKG35_RS13540	hypothetical protein	NA	NA
Q7V692	AKG35_RS06820	carboxypeptidase M32	PMT_1279	P9313_16131
Q7V691	AKG35_RS06825	DUF393 domain-containing protein	PMT_1280	P9313_16141
Q7V690	AKG35_RS06830	secondary thiamine-phosphate synthase enzyme YjbQ	PMT_1281	P9313_16151
Q7TUU0	AKG35_RS06835	CopG family transcriptional regulator	PMT_1282	P9313_16161
Q7V689	AKG35_RS06840	4a-hydroxytetrahydrobiopterin dehydratase	PMT_1283	P9313_16171
Q7V688	AKG35_RS06845	GTP-binding protein	PMT_1284	P9313_16181
Q7V687	AKG35_RS13325	hypothetical protein	PMT_1285	P9313_16201
Q7V686	AKG35_RS06850	iron ABC transporter permease	PMT_1287	P9313_16221
Q7V685	AKG35_RS06855	putative 2OG-Fe(II) oxygenase	PMT_1288	P9313_16251
Q7V684	AKG35_RS06860	hypothetical protein	PMT_1289	P9313_16261
Q7V683	AKG35_RS06865	flippase-like domain-containing protein	PMT_1290	P9313_16281
Q7V682	AKG35_RS06870	LarC family nickel insertion protein	PMT_1291	P9313_16291
B9ES50	AKG35_RS12945	hypothetical protein	NA	NA
Q7V681	AKG35_RS06875	hypothetical protein	PMT_1292	P9313_16311
Q7V680	AKG35_RS06880	tetratricopeptide repeat protein	PMT_1293	P9313_16321
B9ES51	AKG35_RS06885	hypothetical protein	NA	NA
Q7V679	AKG35_RS06890	exodeoxyribonuclease III	PMT_1294	P9313_16341
Q7V678	AKG35_RS06895	FAD-binding protein	PMT_1295	P9313_16351
Q7V677	AKG35_RS06900	glutamate-1-semialdehyde 2%2C1-aminomutase	PMT_1296	P9313_16361
Q7V676	AKG35_RS06905	amidase family protein	PMT_1297	P9313_16371
Q7V675	AKG35_RS06910	YajQ family cyclic di-GMP-binding protein	PMT_1298	P9313_16381
B9ES52	AKG35_RS06915	hypothetical protein	NA	NA
Q7V674	AKG35_RS06920	paraslipin	PMT_1299	P9313_16401
Q7V673	AKG35_RS06925	NfeD family protein	PMT_1300	P9313_16411
Q7V672	AKG35_RS06930	DNA recombination-mediator protein A	PMT_1301	P9313_16421
Q7V671	AKG35_RS06935	phosphotransacetylase family protein	PMT_1302	P9313_16431
Q7TUT8	AKG35_RS06940	transglycosylase	PMT_1303	P9313_16441
Q7V670	AKG35_RS06945	SDR family oxidoreductase	PMT_1304	P9313_16461
Q7V669	AKG35_RS06950	type I methionyl aminopeptidase	PMT_1305	P9313_16471
Q7V668	AKG35_RS06955	50S ribosomal protein L19	PMT_1306	P9313_16481
Q7V667	AKG35_RS06965	hypothetical protein	PMT_1307	P9313_16491
Q7TUT7	AKG35_RS06975	glutamate--tRNA ligase	PMT_1308	P9313_16511
Q7V666	AKG35_RS06980	cation:proton antiporter	PMT_1309	P9313_16521
Q7V665	AKG35_RS06985	hypothetical protein	PMT_1310	P9313_16531
Q7V664	AKG35_RS06990	DUF1643 domain-containing protein	PMT_1311	P9313_16541
Q7V663	AKG35_RS06995	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	PMT_1312	P9313_16551
Q7V662	AKG35_RS07000	type IV pilus twitching motility protein PilT	PMT_1313	P9313_16561
Q7V661	AKG35_RS07005	high light inducible protein	PMT_1314	P9313_16571
Q7V660	AKG35_RS07010	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	PMT_1315	P9313_16581
Q7V659	AKG35_RS07015	photosystem I PsaF protein (subunit III)	PMT_1316	P9313_16591
Q7V658	AKG35_RS12390	photosystem I reaction center subunit IX	PMT_1317	P9313_16601
P60555	AKG35_RS07025	guanylate kinase	NA	NA
B9ES55	AKG35_RS07025	guanylate kinase	NA	NA
Q7V657	AKG35_RS07030	fibronectin-binding domain-containing protein	PMT_1319	P9313_16621
Q7V656	AKG35_RS07035	twin-arginine translocase subunit TatC	PMT_1320	P9313_16631
Q7V654	AKG35_RS07040	cytochrome b6-f complex iron-sulfur subunit	PMT_1322	P9313_16651
Q7V653	AKG35_RS07045	apocytochrome f	PMT_1323	P9313_16661
Q7V652	AKG35_RS07050	prolipoprotein diacylglyceryl transferase	PMT_1324	P9313_16671
Q7TUT6	AKG35_RS07055	precorrin-4 C(11)-methyltransferase	PMT_1325	P9313_16681
Q7V651	AKG35_RS07065	helix-turn-helix domain-containing protein	PMT_1326	P9313_16701
Q7V650	AKG35_RS07070	Ppx/GppA family phosphatase	PMT_1327	P9313_16711
Q7V649	AKG35_RS07075	4-hydroxybenzoate polyprenyltransferase	PMT_1328	P9313_16721
Q7V648	AKG35_RS07080	LD-carboxypeptidase	PMT_1329	P9313_16731
NA	AKG35_RS07085	hypothetical protein	NA	NA
Q7V647	AKG35_RS07095	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	PMT_1330	P9313_16761
Q7V646	AKG35_RS07100	hypothetical protein	PMT_1331	P9313_16771
Q7V645	AKG35_RS07105	potassium channel protein	PMT_1332	P9313_16781
Q7V644	AKG35_RS07110	3-oxoacyl-[acyl-carrier-protein] reductase	PMT_1333	P9313_16791
B9ES60	AKG35_RS13330	hypothetical protein	NA	NA
Q7V643	AKG35_RS07115	chaperonin GroEL	PMT_1334	P9313_16811
Q7V642	AKG35_RS07120	N-acetylmannosamine-6-phosphate 2-epimerase	PMT_1335	P9313_16821
Q7V640	AKG35_RS07130	ABC transporter permease	PMT_1337	P9313_16841
Q7V639	AKG35_RS07135	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein	PMT_1338	P9313_16851
Q7V638	AKG35_RS07140	heme o synthase	PMT_1339	P9313_16861
Q7V637	AKG35_RS07145	COX15/CtaA family protein	PMT_1340	P9313_16871
B9ES61	AKG35_RS12955	hypothetical protein	NA	NA
Q7V636	AKG35_RS07150	cytochrome c oxidase subunit II	PMT_1341	P9313_16891
Q7V635	AKG35_RS07155	cytochrome c oxidase subunit I	PMT_1342	P9313_16901
Q7V634	AKG35_RS07160	cytochrome c oxidase subunit 3	PMT_1343	P9313_16911
Q7V633	AKG35_RS07165	AbrB family transcriptional regulator	PMT_1344	P9313_16921
Q7TUT5	AKG35_RS07170	DUF308 domain-containing protein	PMT_1345	P9313_16931
Q7TUT4	AKG35_RS07175	riboflavin synthase	PMT_1346	P9313_16941
Q7V632	AKG35_RS07180	bifunctional nuclease family protein	PMT_1347	P9313_16951
Q7V631	AKG35_RS07185	aldo/keto reductase	PMT_1348	P9313_16961
Q7V630	AKG35_RS07190	ABC transporter substrate-binding protein	PMT_1349	P9313_16971
P59919	AKG35_RS07195	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	PMT_1350	P9313_16981
Q7V629	AKG35_RS07200	DUF2232 domain-containing protein	PMT_1351	P9313_16991
Q7V628	AKG35_RS07205	hypothetical protein	PMT_1352	P9313_17001
Q7V627	AKG35_RS07210	type I DNA topoisomerase	PMT_1353	P9313_17011
Q7V626	AKG35_RS07215	NAD(P)H-quinone oxidoreductase subunit N	PMT_1354	P9313_17021
Q7V625	AKG35_RS07220	ABC transporter ATP-binding protein	PMT_1355	P9313_17031
Q7V624	AKG35_RS07225	response regulator	PMT_1356	P9313_17041
Q7V623	AKG35_RS07230	response regulator transcription factor	PMT_1357	P9313_17051
Q7V622	AKG35_RS07235	M23 family metallopeptidase	PMT_1358	P9313_17061
Q7TUT3	AKG35_RS07240	biotin--[acetyl-CoA-carboxylase] ligase	PMT_1359	P9313_17081
Q7V621	AKG35_RS07245	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	PMT_1360	P9313_17091
Q7V620	AKG35_RS07250	PspA/IM30 family protein	PMT_1361	P9313_17101
Q7V619	AKG35_RS07255	DUF721 domain-containing protein	PMT_1362	P9313_17111
Q7V618	AKG35_RS07260	glycosyltransferase family 39 protein	PMT_1363	P9313_17121
Q7V617	AKG35_RS07265	DMT family transporter	PMT_1364	P9313_17131
Q7V616	AKG35_RS07270	signal peptide peptidase SppA	PMT_1365	P9313_17141
Q7V615	AKG35_RS07275	chorismate mutase	PMT_1366	P9313_17151
Q7V614	AKG35_RS07280	DUF2808 domain-containing protein	PMT_1367	P9313_17161
Q7V613	AKG35_RS12395	50S ribosomal protein L34	PMT_1368	P9313_17171
Q7V612	AKG35_RS07285	ribonuclease P protein component	PMT_1369	P9313_17181
Q7V611	AKG35_RS07290	PH domain-containing protein	PMT_1370	P9313_17191
Q7V610	AKG35_RS07295	membrane protein insertase YidC	PMT_1371	P9313_17201
Q7V609	AKG35_RS07300	YceD family protein	PMT_1372	P9313_17211
Q7U3A0	AKG35_RS07305	AAA family ATPase	PMT_1373	P9313_17221
Q7V608	AKG35_RS07310	serine--tRNA ligase	PMT_1374	P9313_17231
Q7V607	AKG35_RS07315	RIP metalloprotease RseP	PMT_1375	P9313_17241
Q7TUT2	AKG35_RS07320	30S ribosomal protein S14	PMT_1376	P9313_17261
Q7V606	AKG35_RS07325	polyribonucleotide nucleotidyltransferase	PMT_1377	P9313_17271
Q7V605	AKG35_RS07330	3'(2')%2C5'-bisphosphate nucleotidase CysQ	PMT_1378	P9313_17281
Q7V604	AKG35_RS07335	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	PMT_1379	P9313_17291
Q7V603	AKG35_RS07340	hypothetical protein	PMT_1380	P9313_17301
Q7V602	AKG35_RS07345	hypothetical protein	PMT_1381	P9313_17311
Q7V601	AKG35_RS07355	phytanoyl-CoA dioxygenase family protein	PMT_1382	P9313_17321
B9ES64	AKG35_RS07365	hypothetical protein	NA	NA
B9ES65	AKG35_RS07370	hypothetical protein	NA	NA
Q7V5Z9	AKG35_RS07375	hypothetical protein	PMT_1384	P9313_17381
Q7V5Z7	AKG35_RS07380	MBL fold metallo-hydrolase	PMT_1386	P9313_17401
Q7V5Z5	AKG35_RS07390	hypothetical protein	PMT_1388	P9313_17441
Q7V5Z3	AKG35_RS12960	carbamoyl-phosphate synthase	PMT_1390	P9313_17471
Q7V5Z4	AKG35_RS12960	carbamoyl-phosphate synthase	PMT_1389	P9313_17461
B9ES73	AKG35_RS07400	hypothetical protein	NA	NA
Q7V5Z2	AKG35_RS07405	hypothetical protein	PMT_1391	P9313_17511
NA	AKG35_RS13545	hypothetical protein	NA	NA
Q7V5Z1	AKG35_RS07415	protein adenylyltransferase SelO family protein	PMT_1392	P9313_17541
Q7V5Z0	AKG35_RS07420	hypothetical protein	PMT_1393	P9313_17551
B9ES77	AKG35_RS12965	hypothetical protein	NA	NA
B9ES78	AKG35_RS07425	hypothetical protein	NA	NA
Q7TUT1	AKG35_RS07430	tRNA glutamyl-Q(34) synthetase GluQRS	PMT_1394	P9313_17591
Q7V5Y9	AKG35_RS07435	HU family DNA-binding protein	PMT_1395	P9313_17601
Q7V5Y8	AKG35_RS07440	MBL fold metallo-hydrolase	PMT_1396	P9313_17611
Q7V5Y7	AKG35_RS07445	isoamylase	PMT_1397	P9313_17621
Q7V5Y6	AKG35_RS07455	MFS transporter	PMT_1398	P9313_17631
Q7V5Y5	AKG35_RS07460	ABC transporter permease	PMT_1399	P9313_17641
Q7V5Y4	AKG35_RS07465	DUF3086 domain-containing protein	PMT_1400	P9313_17671
Q7V5Y3	AKG35_RS07470	glycerol-3-phosphate 1-O-acyltransferase PlsY	PMT_1401	P9313_17681
Q7V5Y2	AKG35_RS07475	orotidine-5'-phosphate decarboxylase	PMT_1402	P9313_17691
Q7TUT0	AKG35_RS07480	tyrosine--tRNA ligase	PMT_1403	P9313_17701
Q7V5Y1	AKG35_RS07485	DUF1825 family protein	PMT_1404	P9313_17711
Q7V5Y0	AKG35_RS07490	response regulator transcription factor	PMT_1405	P9313_17721
Q7V5X9	AKG35_RS07495	hypothetical protein	PMT_1406	P9313_17731
Q7V5X8	AKG35_RS07500	leucyl aminopeptidase	PMT_1407	P9313_17741
B9ES82	AKG35_RS07510	hypothetical protein	NA	NA
Q7V5X7	AKG35_RS07515	peptide-methionine (S)-S-oxide reductase MsrA	PMT_1408	P9313_17771
Q7V5X6	AKG35_RS07520	lipid-A-disaccharide synthase	PMT_1409	P9313_17781
Q7V5X5	AKG35_RS07525	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	PMT_1410	P9313_17791
Q7V5X4	AKG35_RS07530	3-hydroxyacyl-ACP dehydratase FabZ	PMT_1411	P9313_17801
Q7V5X3	AKG35_RS07535	UDP-3-O-acyl-N-acetylglucosamine deacetylase	PMT_1412	P9313_17811
Q7V5X2	AKG35_RS07540	BamA/TamA family outer membrane protein	PMT_1413	P9313_17821
Q7V5X1	AKG35_RS07545	phosphoribosylaminoimidazolesuccinocarboxamide synthase	PMT_1414	P9313_17831
Q7V5X0	AKG35_RS07550	hypothetical protein	PMT_1415	P9313_17841
Q7V5W9	AKG35_RS07555	phosphoribosylamine--glycine ligase	PMT_1416	P9313_17851
Q7V5W8	AKG35_RS07560	ATP-binding protein	PMT_1417	P9313_17861
Q7V5W7	AKG35_RS07565	circadian clock protein KaiC	PMT_1418	P9313_17871
Q7V5W6	AKG35_RS07570	circadian clock protein KaiB	PMT_1419	P9313_17881
NA	AKG35_RS12975	hypothetical protein	NA	NA
Q7V5W5	AKG35_RS07580	50S ribosomal protein L21	PMT_1420	P9313_17901
Q7V5W4	AKG35_RS07585	50S ribosomal protein L27	PMT_1421	P9313_17911
P59881	AKG35_RS07590	tRNA pseudouridine(55) synthase TruB	PMT_1422	P9313_17921
Q7V5W3	AKG35_RS07595	YebC/PmpR family DNA-binding transcriptional regulator	PMT_1423	P9313_17931
Q7V5W2	AKG35_RS07600	6-phosphogluconolactonase	PMT_1424	P9313_17941
Q7TUS9	AKG35_RS07605	SpoIID/LytB domain-containing protein	PMT_1425	P9313_17951
Q7V5W1	AKG35_RS07610	ribonuclease Z	PMT_1426	P9313_17971
Q7V5W0	AKG35_RS07615	photosystem II cytochrome c-550	PMT_1427	P9313_17991
Q7V5V9	AKG35_RS07620	hypothetical protein	PMT_1428	P9313_18031
Q7TUS8	AKG35_RS07625	2Fe-2S iron-sulfur cluster-binding protein	PMT_1429	P9313_18041
Q7TUS7	AKG35_RS07630	50S ribosomal protein L11 methyltransferase	PMT_1430	P9313_18051
Q7V5V8	AKG35_RS07635	phosphoglycerate dehydrogenase	PMT_1431	P9313_18061
Q7V5V7	AKG35_RS07640	hypothetical protein	PMT_1432	P9313_18071
Q7V5V6	AKG35_RS07645	photosystem II S4 domain protein	PMT_1433	P9313_18081
Q7V5V5	AKG35_RS07655	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	PMT_1434	P9313_18091
Q7V5V4	AKG35_RS07660	hypothetical protein	PMT_1435	P9313_18101
Q7V5V3	AKG35_RS07665	DUF4090 family protein	PMT_1436	P9313_18111
Q7V5V2	AKG35_RS07670	AEC family transporter	PMT_1437	P9313_18131
Q7TUS6	AKG35_RS07675	2OG-Fe(II) oxygenase	PMT_1438	P9313_18141
Q7V5V1	AKG35_RS07680	EVE domain-containing protein	PMT_1439	P9313_18151
Q7V5V0	AKG35_RS07685	DUF2811 domain-containing protein	PMT_1440	P9313_18161
Q7V5U9	AKG35_RS07690	DUF1818 family protein	PMT_1441	P9313_18181
Q7V5U8	AKG35_RS07695	DNA-directed RNA polymerase subunit omega	PMT_1442	P9313_18201
Q7TUS5	AKG35_RS07700	hypothetical protein	PMT_1443	P9313_18211
Q7V5U7	AKG35_RS07705	Hsp70 family protein	PMT_1444	P9313_18221
Q7V5U6	AKG35_RS07710	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	PMT_1445	P9313_18231
Q7V5U5	AKG35_RS07715	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase	PMT_1446	P9313_18241
Q7V5U4	AKG35_RS07720	preprotein translocase subunit SecG	PMT_1447	P9313_18251
B9ES92	AKG35_RS07725	hypothetical protein	NA	NA
Q7V5U3	AKG35_RS07730	hypothetical protein	PMT_1448	P9313_18271
Q7TUS4	AKG35_RS07735	chaperonin GroEL	PMT_1449	P9313_18281
Q7TUS3	AKG35_RS07740	co-chaperone GroES	PMT_1450	P9313_18291
Q7V5U2	AKG35_RS07745	F0F1 ATP synthase subunit beta	PMT_1451	P9313_18301
Q7TUS2	AKG35_RS07750	ATP synthase F1 subunit epsilon	PMT_1452	P9313_18311
Q7V5U1	AKG35_RS07755	fructose-6-phosphate aldolase (FSA)	PMT_1453	P9313_18321
Q7V5U0	AKG35_RS07760	30S ribosomal protein PSRP-3	PMT_1454	P9313_18331
Q7V5T9	AKG35_RS07765	TIGR01548 family HAD-type hydrolase	PMT_1455	P9313_18351
B9ES95	AKG35_RS13225	hypothetical protein	NA	NA
B9ES97	AKG35_RS12980	carbamoyl-phosphate synthase	NA	NA
Q7V5T8	AKG35_RS07775	aminopeptidase P N-terminal domain-containing protein	PMT_1456	P9313_18401
Q7V5T7	AKG35_RS07780	hypothetical protein	PMT_1457	P9313_18411
Q7V5T6	AKG35_RS07785	CNNM domain-containing protein	PMT_1458	P9313_18421
Q7V5T5	AKG35_RS07790	DUF697 domain-containing protein	PMT_1459	P9313_18431
Q7V5T4	AKG35_RS07795	nicotinate-nucleotide adenylyltransferase	PMT_1460	P9313_18441
Q7V5T3	AKG35_RS07800	NAD+ synthase	PMT_1461	P9313_18451
Q7V5T2	AKG35_RS07805	alanine dehydrogenase	PMT_1462	P9313_18461
Q7V5T1	AKG35_RS07810	DUF3326 domain-containing protein	PMT_1463	P9313_18471
Q7V5T0	AKG35_RS07815	hypothetical protein	PMT_1464	P9313_18481
Q7V5S8	AKG35_RS07820	F0F1 ATP synthase subunit gamma	PMT_1466	P9313_18501
Q7V5S7	AKG35_RS07825	F0F1 ATP synthase subunit alpha	PMT_1467	P9313_18511
Q7V5S6	AKG35_RS07830	ATP synthase F1 subunit delta	PMT_1468	P9313_18521
Q7V5S5	AKG35_RS07835	F0F1 ATP synthase subunit B	PMT_1469	P9313_18531
Q7V5S4	AKG35_RS07840	F0F1 ATP synthase subunit B'	PMT_1470	P9313_18541
Q7V5S3	AKG35_RS07845	ATP synthase F0 subunit C	PMT_1471	P9313_18551
Q7V5S2	AKG35_RS07850	F0F1 ATP synthase subunit A	PMT_1472	P9313_18561
NA	AKG35_RS13410	ATP synthase	NA	NA
