seqid,gene_names,gene,locus_tag_ncbi,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,locus_tag,ec_numbers
NZ_CP139300.1,SOI86_RS00440,,SOI86_RS00440,Protein Homology,88530,89003,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007464.1,pentapeptide repeat-containing protein,WP_320681676.1,,,,,SOI86_RS00440,
NZ_CP139300.1,SOI86_RS00445,,SOI86_RS00445,Protein Homology,89006,89398,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007465.1,LEM domain-containing protein,WP_320681677.1,,,,,SOI86_RS00445,
NZ_CP139300.1,SOI86_RS00450,,SOI86_RS00450,Protein Homology,89401,89898,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007466.1,VHS domain-containing protein,WP_320681678.1,,,,,SOI86_RS00450,
NZ_CP139300.1,gloA,gloA,SOI86_RS00455,Protein Homology,90166,90555,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376208.1,lactoylglutathione lyase,WP_320681679.1,"GO:0051596,GO:0004462,GO:0046872",,"lactoylglutathione lyase activity|0004462||IEA,metal ion binding|0046872||IEA",methylglyoxal catabolic process|0051596||IEA,SOI86_RS00455,4.4.1.5
NZ_CP139300.1,SOI86_RS00460,,SOI86_RS00460,Protein Homology,90688,91149,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376209.1,Tic20 family protein,WP_320681680.1,,,,,SOI86_RS00460,
NZ_CP139300.1,SOI86_RS00465,,SOI86_RS00465,Protein Homology,91178,91507,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818158.1,hypothetical protein,WP_320681681.1,,,,,SOI86_RS00465,
NZ_CP139300.1,SOI86_RS00470,,SOI86_RS00470,Protein Homology,91515,92099,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376211.1,hypothetical protein,WP_320681682.1,,,,,SOI86_RS00470,
NZ_CP139300.1,SOI86_RS00475,,SOI86_RS00475,Protein Homology,92153,92359,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862672.1,hypothetical protein,WP_320681683.1,,,,,SOI86_RS00475,
NZ_CP139300.1,SOI86_RS00480,,SOI86_RS00480,Protein Homology,92538,93218,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376213.1,pectate lyase,WP_320681684.1,,,,,SOI86_RS00480,
NZ_CP139300.1,SOI86_RS00485,,SOI86_RS00485,GeneMarkS-2+,93862,94584,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_320681685.1,,,,,SOI86_RS00485,
NZ_CP139300.1,SOI86_RS00495,,SOI86_RS00495,GeneMarkS-2+,95220,95822,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_320681686.1,,,,,SOI86_RS00495,
NZ_CP139300.1,SOI86_RS00500,,SOI86_RS00500,GeneMarkS-2+,95838,96017,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_320681687.1,,,,,SOI86_RS00500,
NZ_CP139300.1,SOI86_RS00505,,SOI86_RS00505,GeneMarkS-2+,96237,96995,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_320681688.1,,,,,SOI86_RS00505,
NZ_CP139300.1,SOI86_RS00510,,SOI86_RS00510,GeneMarkS-2+,97050,98012,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_320681689.1,,,,,SOI86_RS00510,
NZ_CP139300.1,SOI86_RS00515,,SOI86_RS00515,GeneMarkS-2+,98005,98442,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_320681690.1,,,,,SOI86_RS00515,
NZ_CP139300.1,SOI86_RS00520,,SOI86_RS00520,Protein Homology,98670,100298,+,,,COORDINATES: protein motif:HMM:NF024758.5,trypsin-like peptidase domain-containing protein,WP_320681691.1,,,,,SOI86_RS00520,
NZ_CP139300.1,SOI86_RS00525,,SOI86_RS00525,GeneMarkS-2+,100420,100830,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_320681692.1,,,,,SOI86_RS00525,
NZ_CP139300.1,SOI86_RS00530,,SOI86_RS00530,GeneMarkS-2+,100913,101665,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_320681693.1,,,,,SOI86_RS00530,
NZ_CP139300.1,SOI86_RS00535,,SOI86_RS00535,Protein Homology,102114,102263,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818161.1,hypothetical protein,WP_320681694.1,,,,,SOI86_RS00535,
NZ_CP139300.1,SOI86_RS00540,,SOI86_RS00540,Protein Homology,102399,102500,-,,,COORDINATES: protein motif:HMM:NF025470.5,DUF4278 domain-containing protein,WP_071813302.1,,,,,SOI86_RS00540,
NZ_CP139300.1,SOI86_RS00545,,SOI86_RS00545,Protein Homology,102816,103016,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818162.1,hypothetical protein,WP_320681695.1,,,,,SOI86_RS00545,
NZ_CP139300.1,SOI86_RS00550,,SOI86_RS00550,Protein Homology,103017,103280,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806025.1,RNA recognition motif-containing protein,WP_320681696.1,,,,,SOI86_RS00550,
NZ_CP139300.1,nrdJ,nrdJ,SOI86_RS00555,Protein Homology,103369,105702,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862702.1,ribonucleoside-triphosphate reductase%2C adenosylcobalamin-dependent,WP_320681697.1,"GO:0006260,GO:0000166,GO:0004748,GO:0031419",,"nucleotide binding|0000166||IEA,ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,cobalamin binding|0031419||IEA",DNA replication|0006260||IEA,SOI86_RS00555,1.17.4.2
NZ_CP139300.1,SOI86_RS00560,,SOI86_RS00560,Protein Homology,105836,106534,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007478.1,class I SAM-dependent methyltransferase,WP_320681698.1,"GO:0032259,GO:0008168,GO:0008757,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,S-adenosyl-L-methionine binding|1904047||IEA",methylation|0032259||IEA,SOI86_RS00560,2.1.-.-
NZ_CP139300.1,SOI86_RS00565,,SOI86_RS00565,Protein Homology,106566,108203,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862704.1,peptide chain release factor 3,WP_320681699.1,"GO:0006415,GO:0003924",,GTPase activity|0003924||IEA,translational termination|0006415||IEA,SOI86_RS00565,
NZ_CP139300.1,SOI86_RS00570,,SOI86_RS00570,Protein Homology,108255,108929,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007480.1,CPP1-like family protein,WP_320681700.1,,,,,SOI86_RS00570,
NZ_CP139300.1,hslO,hslO,SOI86_RS00575,Protein Homology,108921,109832,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818168.1,Hsp33 family molecular chaperone HslO,WP_320681701.1,"GO:0006457,GO:0051082",,unfolded protein binding|0051082||IEA,protein folding|0006457||IEA,SOI86_RS00575,
NZ_CP139300.1,SOI86_RS00580,,SOI86_RS00580,Protein Homology,109825,110469,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376222.1,ABC transporter ATP-binding protein,WP_320681702.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,SOI86_RS00580,
NZ_CP139300.1,SOI86_RS00585,,SOI86_RS00585,Protein Homology,110553,110996,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862708.1,DUF3531 family protein,WP_320681703.1,,,,,SOI86_RS00585,
NZ_CP139300.1,SOI86_RS00590,,SOI86_RS00590,Protein Homology,111006,111779,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007484.1,16S rRNA (uracil(1498)-N(3))-methyltransferase,WP_320681704.1,,,,,SOI86_RS00590,2.1.1.193
NZ_CP139300.1,SOI86_RS00595,,SOI86_RS00595,Protein Homology,111786,112529,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807040.1,TIGR00297 family protein,WP_320681705.1,GO:0016020,membrane|0016020||IEA,,,SOI86_RS00595,
NZ_CP139300.1,SOI86_RS00600,,SOI86_RS00600,Protein Homology,112546,113190,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007486.1,GDSL-type esterase/lipase family protein,WP_320681706.1,,,,,SOI86_RS00600,
NZ_CP139300.1,SOI86_RS00605,,SOI86_RS00605,Protein Homology,113240,114733,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376227.1,phosphonate ABC transporter,WP_320681707.1,"GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,SOI86_RS00605,
NZ_CP139300.1,SOI86_RS00610,,SOI86_RS00610,Protein Homology,114738,115475,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807850.1,ATP-binding cassette domain-containing protein,WP_320681708.1,GO:0005524,,ATP binding|0005524||IEA,,SOI86_RS00610,
NZ_CP139300.1,SOI86_RS00615,,SOI86_RS00615,Protein Homology,115472,116365,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132307.1,putative selenate ABC transporter substrate-binding protein,WP_320681709.1,"GO:0055085,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,,transmembrane transport|0055085||IEA,SOI86_RS00615,
NZ_CP139300.1,SOI86_RS00620,,SOI86_RS00620,Protein Homology,116380,117558,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818177.1,pyridoxal phosphate-dependent aminotransferase,WP_320681710.1,"GO:0009058,GO:0008483,GO:0030170",,"transaminase activity|0008483||IEA,pyridoxal phosphate binding|0030170||IEA",biosynthetic process|0009058||IEA,SOI86_RS00620,2.6.1.-
NZ_CP139300.1,SOI86_RS00625,,SOI86_RS00625,Protein Homology,117722,118225,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818178.1,uracil-DNA glycosylase,WP_320681711.1,"GO:0006281,GO:0004844,GO:0046872,GO:0051539",,"uracil DNA N-glycosylase activity|0004844||IEA,metal ion binding|0046872||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",DNA repair|0006281||IEA,SOI86_RS00625,3.2.2.27
NZ_CP139300.1,ispG,ispG,SOI86_RS00630,Protein Homology,118260,119477,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376232.1,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,WP_320681712.1,"GO:0019288,GO:0046429,GO:0005737",cytoplasm|0005737||IEA,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)|0046429||IEA,isopentenyl diphosphate biosynthetic process%2C methylerythritol 4-phosphate pathway|0019288||IEA,SOI86_RS00630,1.17.7.1
NZ_CP139300.1,SOI86_RS00635,,SOI86_RS00635,Protein Homology,119541,120875,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007493.1,S41 family peptidase,WP_320681713.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,SOI86_RS00635,
NZ_CP139300.1,nadA,nadA,SOI86_RS00640,Protein Homology,120872,121843,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823452.1,quinolinate synthase NadA,WP_414477944.1,"GO:0009435,GO:0008987,GO:0051539",,"quinolinate synthetase A activity|0008987||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",NAD biosynthetic process|0009435||IEA,SOI86_RS00640,2.5.1.72
NZ_CP139300.1,SOI86_RS00645,,SOI86_RS00645,Protein Homology,121950,122723,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807588.1,TIGR04168 family protein,WP_320681714.1,,,,,SOI86_RS00645,
NZ_CP139300.1,SOI86_RS00650,,SOI86_RS00650,Protein Homology,122747,123544,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376236.1,hypothetical protein,WP_011818183.1,,,,,SOI86_RS00650,
NZ_CP139300.1,SOI86_RS00655,,SOI86_RS00655,Protein Homology,123576,124766,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007497.1,class I SAM-dependent methyltransferase,WP_320681715.1,"GO:0032259,GO:0008168,GO:0008757,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,S-adenosyl-L-methionine binding|1904047||IEA",methylation|0032259||IEA,SOI86_RS00655,2.1.1.-
NZ_CP139300.1,aroB,aroB,SOI86_RS00660,Protein Homology,124763,125854,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474134.1,3-dehydroquinate synthase,WP_320681716.1,"GO:0009073,GO:0009423,GO:0003856,GO:0005737",cytoplasm|0005737||IEA,3-dehydroquinate synthase activity|0003856||IEA,"aromatic amino acid family biosynthetic process|0009073||IEA,chorismate biosynthetic process|0009423||IEA",SOI86_RS00660,4.2.3.4
NZ_CP139300.1,SOI86_RS00665,,SOI86_RS00665,Protein Homology,125980,127170,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862724.1,5-(carboxyamino)imidazole ribonucleotide synthase,WP_320681717.1,"GO:0006189,GO:0004638,GO:0005524,GO:0046872",,"phosphoribosylaminoimidazole carboxylase activity|0004638||IEA,ATP binding|0005524||IEA,metal ion binding|0046872||IEA",'de novo' IMP biosynthetic process|0006189||IEA,SOI86_RS00665,6.3.4.18
NZ_CP139300.1,SOI86_RS00675,,SOI86_RS00675,Protein Homology,127532,127831,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818187.1,DUF1651 domain-containing protein,WP_320681718.1,,,,,SOI86_RS00675,
NZ_CP139300.1,SOI86_RS00680,,SOI86_RS00680,Protein Homology,127828,127968,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862726.1,hypothetical protein,WP_011862726.1,,,,,SOI86_RS00680,
NZ_CP139300.1,SOI86_RS00685,,SOI86_RS00685,Protein Homology,127958,128110,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862727.1,hypothetical protein,WP_011862727.1,,,,,SOI86_RS00685,
NZ_CP139300.1,SOI86_RS00690,,SOI86_RS00690,Protein Homology,128234,128983,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007509.1,NAD-dependent DNA ligase,WP_320681719.1,,,,,SOI86_RS00690,
NZ_CP139300.1,SOI86_RS00695,,SOI86_RS00695,Protein Homology,128984,129154,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818192.1,hypothetical protein,WP_320681720.1,,,,,SOI86_RS00695,
NZ_CP139300.1,SOI86_RS00700,,SOI86_RS00700,Protein Homology,129222,129479,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818193.1,Notch domain-containing protein,WP_320681721.1,,,,,SOI86_RS00700,
NZ_CP139300.1,SOI86_RS00705,,SOI86_RS00705,Protein Homology,129548,129784,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862731.1,hypothetical protein,WP_011862731.1,,,,,SOI86_RS00705,
NZ_CP139300.1,SOI86_RS00710,,SOI86_RS00710,Protein Homology,129978,130268,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806924.1,DUF1651 domain-containing protein,WP_320681722.1,,,,,SOI86_RS00710,
NZ_CP139300.1,SOI86_RS00715,,SOI86_RS00715,Protein Homology,131566,131820,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862734.1,chlorophyll a/b-binding protein,WP_320681723.1,,,,,SOI86_RS00715,
NZ_CP139300.1,SOI86_RS00720,,SOI86_RS00720,Protein Homology,132359,132523,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805866.1,hypothetical protein,WP_320681724.1,,,,,SOI86_RS00720,
NZ_CP139300.1,SOI86_RS00725,,SOI86_RS00725,Protein Homology,132621,132833,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376257.1,TIGR02450 family Trp-rich protein,WP_320681725.1,,,,,SOI86_RS00725,
NZ_CP139300.1,SOI86_RS00730,,SOI86_RS00730,Protein Homology,133040,133249,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007517.1,hypothetical protein,WP_320681726.1,,,,,SOI86_RS00730,
NZ_CP139300.1,SOI86_RS00735,,SOI86_RS00735,Protein Homology,133239,133439,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376259.1,hypothetical protein,WP_320681727.1,,,,,SOI86_RS00735,
NZ_CP139300.1,SOI86_RS00740,,SOI86_RS00740,Protein Homology,133490,133696,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862739.1,hypothetical protein,WP_320681728.1,,,,,SOI86_RS00740,
NZ_CP139300.1,SOI86_RS00745,,SOI86_RS00745,Protein Homology,133870,134535,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862740.1,SDR family oxidoreductase,WP_320681729.1,,,,,SOI86_RS00745,
NZ_CP139300.1,SOI86_RS00750,,SOI86_RS00750,GeneMarkS-2+,134578,134787,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_320681730.1,,,,,SOI86_RS00750,
NZ_CP139300.1,SOI86_RS00755,,SOI86_RS00755,Protein Homology,135073,135327,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862742.1,hypothetical protein,WP_320681731.1,,,,,SOI86_RS00755,
NZ_CP139300.1,SOI86_RS00760,,SOI86_RS00760,Protein Homology,135327,135554,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862743.1,hypothetical protein,WP_320681732.1,,,,,SOI86_RS00760,
NZ_CP139300.1,SOI86_RS00765,,SOI86_RS00765,Protein Homology,135818,136069,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132332.1,molecular chaperone DnaJ,WP_320681733.1,,,,,SOI86_RS00765,
NZ_CP139300.1,SOI86_RS00770,,SOI86_RS00770,Protein Homology,136317,136442,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818211.1,hypothetical protein,WP_320681734.1,,,,,SOI86_RS00770,
NZ_CP139300.1,SOI86_RS00775,,SOI86_RS00775,Protein Homology,136978,137214,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805458.1,hypothetical protein,WP_320681735.1,,,,,SOI86_RS00775,
NZ_CP139300.1,SOI86_RS00780,,SOI86_RS00780,Protein Homology,137237,137479,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818213.1,hypothetical protein,WP_320681736.1,,,,,SOI86_RS00780,
NZ_CP139300.1,SOI86_RS00785,,SOI86_RS00785,Protein Homology,137498,137689,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862749.1,hypothetical protein,WP_025893100.1,,,,,SOI86_RS00785,
NZ_CP139300.1,SOI86_RS00790,,SOI86_RS00790,Protein Homology,137788,138099,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818215.1,DUF3303 domain-containing protein,WP_011818215.1,,,,,SOI86_RS00790,
NZ_CP139300.1,SOI86_RS00795,,SOI86_RS00795,Protein Homology,138383,138766,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007530.1,DUP family protein,WP_320681737.1,,,,,SOI86_RS00795,
NZ_CP139300.1,SOI86_RS00800,,SOI86_RS00800,Protein Homology,138863,139000,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818218.1,hypothetical protein,WP_187151204.1,,,,,SOI86_RS00800,
NZ_CP139300.1,SOI86_RS00805,,SOI86_RS00805,Protein Homology,139122,139475,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007532.1,DUF1499 domain-containing protein,WP_025922294.1,,,,,SOI86_RS00805,
NZ_CP139300.1,SOI86_RS00810,,SOI86_RS00810,GeneMarkS-2+,139553,139684,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011818220.1,,,,,SOI86_RS00810,
NZ_CP139300.1,SOI86_RS00815,,SOI86_RS00815,Protein Homology,139868,140923,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007533.1,potassium channel family protein,WP_320681738.1,"GO:0030001,GO:0034220,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,"metal ion transport|0030001||IEA,monoatomic ion transmembrane transport|0034220||IEA",SOI86_RS00815,
NZ_CP139300.1,pstS,pstS,SOI86_RS00820,Protein Homology,141023,141994,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805993.1,phosphate ABC transporter substrate-binding protein PstS,WP_320681739.1,"GO:0006817,GO:0035435,GO:0015415,GO:0042301,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,"ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA,phosphate ion binding|0042301||IEA","phosphate ion transport|0006817||IEA,phosphate ion transmembrane transport|0035435||IEA",SOI86_RS00820,
NZ_CP139300.1,pstC,pstC,SOI86_RS00825,Protein Homology,142100,143047,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376282.1,phosphate ABC transporter permease subunit PstC,WP_011376282.1,"GO:0006817,GO:0015415,GO:0005886,GO:0055052","plasma membrane|0005886||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA",ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA,phosphate ion transport|0006817||IEA,SOI86_RS00825,
NZ_CP139300.1,pstA,pstA,SOI86_RS00830,Protein Homology,143054,143947,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019476385.1,phosphate ABC transporter permease PstA,WP_209089451.1,"GO:0006817,GO:0015415,GO:0005886,GO:0055052","plasma membrane|0005886||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA",ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA,phosphate ion transport|0006817||IEA,SOI86_RS00830,
NZ_CP139300.1,pstB,pstB,SOI86_RS00835,Protein Homology,143948,144757,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007538.1,phosphate ABC transporter ATP-binding protein PstB,WP_320681740.1,"GO:0006817,GO:0005524,GO:0015415,GO:0009898,GO:0055052","cytoplasmic side of plasma membrane|0009898||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA","ATP binding|0005524||IEA,ATPase-coupled phosphate ion transmembrane transporter activity|0015415||IEA",phosphate ion transport|0006817||IEA,SOI86_RS00835,7.3.2.1
NZ_CP139300.1,SOI86_RS00840,,SOI86_RS00840,Protein Homology,145150,145296,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808068.1,hypothetical protein,WP_002808068.1,,,,,SOI86_RS00840,
NZ_CP139300.1,SOI86_RS00845,,SOI86_RS00845,Protein Homology,145479,145781,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007539.1,hypothetical protein,WP_320681741.1,,,,,SOI86_RS00845,
NZ_CP139300.1,SOI86_RS00860,,SOI86_RS00860,Protein Homology,146802,147215,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818232.1,competence protein ComC,WP_320681742.1,,,,,SOI86_RS00860,
NZ_CP139300.1,SOI86_RS00865,,SOI86_RS00865,Protein Homology,147300,147587,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818233.1,translation initiation factor IF-2 N-terminal domain-containing protein,WP_320681743.1,,,,,SOI86_RS00865,
NZ_CP139300.1,SOI86_RS00870,,SOI86_RS00870,Protein Homology,147687,149006,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818234.1,DUF2130 domain-containing protein,WP_320681744.1,,,,,SOI86_RS00870,
NZ_CP139300.1,SOI86_RS00875,,SOI86_RS00875,Protein Homology,149138,149506,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818235.1,CopG family transcriptional regulator,WP_320681745.1,,,,,SOI86_RS00875,
