gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ubiA,ubiA,ALTBGP6_RS00465,EZ55_00094,Protein Homology,97185,98042,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996815.1,4-hydroxybenzoate octaprenyltransferase,WP_039226953.1,"GO:0006744,GO:0008412",,4-hydroxybenzoate polyprenyltransferase activity|0008412||IEA,ubiquinone biosynthetic process|0006744||IEA,,EZ55_00094
ubiK,ubiK,ALTBGP6_RS00470,EZ55_00095,Protein Homology,98144,98395,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975278.1,ubiquinone biosynthesis accessory factor UbiK,WP_014947772.1,"GO:0006744,GO:0042802",,identical protein binding|0042802||IEA,ubiquinone biosynthetic process|0006744||IEA,yqiC,EZ55_00095
rep,rep,ALTBGP6_RS00475,EZ55_00096,Protein Homology,98508,100523,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947773.1,DNA helicase Rep,WP_039226949.1,"GO:0006260,GO:0003677,GO:0003678,GO:0005524",,"DNA binding|0003677||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA",DNA replication|0006260||IEA,,EZ55_00096
ALTBGP6_RS00480,,ALTBGP6_RS00480,EZ55_00097,Protein Homology,100569,103169,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516597.1,sensor domain-containing phosphodiesterase,WP_014947774.1,"GO:0000160,GO:0007165,GO:0005515,GO:0071111",,"protein binding|0005515||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,EZ55_00097
ALTBGP6_RS00485,,ALTBGP6_RS00485,EZ55_00098,Protein Homology,103273,103680,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996819.1,c-type cytochrome,WP_014947775.1,"GO:0009055,GO:0020037,GO:0046872",,"electron transfer activity|0009055||IEA,heme binding|0020037||IEA,metal ion binding|0046872||IEA",,,EZ55_00098
nhaC,nhaC,ALTBGP6_RS00495,EZ55_00100,Protein Homology,104214,105626,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947776.1,Na+/H+ antiporter NhaC,WP_156085700.1,"GO:0006814,GO:1902600,GO:0015297,GO:0015385,GO:0016020",membrane|0016020||IEA,"antiporter activity|0015297||IEA,sodium:proton antiporter activity|0015385||IEA","sodium ion transport|0006814||IEA,proton transmembrane transport|1902600||IEA",,EZ55_00100
ALTBGP6_RS00500,,ALTBGP6_RS00500,EZ55_00101,Protein Homology,105730,107499,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516626.1,BCCT family transporter,WP_156085701.1,"GO:0071705,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,nitrogen compound transport|0071705||IEA,,EZ55_00101
ALTBGP6_RS00505,,ALTBGP6_RS00505,EZ55_00102,Protein Homology,107649,108278,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947778.1,hypothetical protein,WP_156085702.1,,,,,,EZ55_00102
ALTBGP6_RS00510,,ALTBGP6_RS00510,EZ55_00103,Protein Homology,108414,108662,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947779.1,DUF2960 family protein,WP_156085703.1,,,,,,EZ55_00103
ALTBGP6_RS00515,,ALTBGP6_RS00515,EZ55_00105,GeneMarkS-2+,109461,110594,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,DUF4124 domain-containing protein,WP_156085704.1,,,,,,EZ55_00105
ALTBGP6_RS00520,,ALTBGP6_RS00520,EZ55_00106,Protein Homology,110609,112306,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006955889.1,class I SAM-dependent methyltransferase,WP_156085705.1,,,,,,EZ55_00106
ALTBGP6_RS00525,,ALTBGP6_RS00525,EZ55_00107,Protein Homology,112542,114635,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065896.1,TonB-dependent siderophore receptor,WP_156085706.1,"GO:0015891,GO:0055085,GO:0015267,GO:0046872,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA","channel activity|0015267||IEA,metal ion binding|0046872||IEA","siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,EZ55_00107
ALTBGP6_RS00530,,ALTBGP6_RS00530,EZ55_00108,Protein Homology,114803,115324,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996836.1,hypothetical protein,WP_156085707.1,,,,,,EZ55_00108
ALTBGP6_RS00535,,ALTBGP6_RS00535,EZ55_00109,Protein Homology,115398,116618,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516655.1,acyl-CoA dehydrogenase family protein,WP_156085708.1,GO:0016627,,oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,,,EZ55_00109
ALTBGP6_RS00540,,ALTBGP6_RS00540,EZ55_00110,Protein Homology,116832,117755,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975302.1,LysR family transcriptional regulator,WP_156085709.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,EZ55_00110
ALTBGP6_RS00545,,ALTBGP6_RS00545,EZ55_00111,Protein Homology,117893,118654,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516657.1,MBL fold metallo-hydrolase,WP_014947788.1,,,,,,EZ55_00111
ALTBGP6_RS00550,,ALTBGP6_RS00550,EZ55_00112,Protein Homology,118867,120252,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996840.1,YcjX family protein,WP_156085710.1,,,,,,EZ55_00112
ALTBGP6_RS00555,,ALTBGP6_RS00555,EZ55_00113,Protein Homology,120255,121349,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977921.1,YcjF family protein,WP_156085711.1,,,,,,EZ55_00113
ALTBGP6_RS00560,,ALTBGP6_RS00560,EZ55_00114,Protein Homology,121448,122674,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786101.1,threonine/serine exporter family protein,WP_014947791.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,EZ55_00114
thiH,thiH,ALTBGP6_RS00565,EZ55_00116,Protein Homology,122904,124037,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975307.1,2-iminoacetate synthase ThiH,WP_156085712.1,"GO:0009228,GO:0005506,GO:0016829,GO:0051539,GO:1904047",,"iron ion binding|0005506||IEA,lyase activity|0016829||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA",thiamine biosynthetic process|0009228||IEA,,EZ55_00116
ALTBGP6_RS00570,,ALTBGP6_RS00570,EZ55_00117,Protein Homology,124034,124804,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996844.1,thiazole synthase,WP_061438943.1,,,,,,EZ55_00117
thiS,thiS,ALTBGP6_RS00575,EZ55_00118,Protein Homology,124806,125015,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977924.1,sulfur carrier protein ThiS,WP_131137848.1,"GO:0009228,GO:0003824",,catalytic activity|0003824||IEA,thiamine biosynthetic process|0009228||IEA,,EZ55_00118
ALTBGP6_RS00580,,ALTBGP6_RS00580,EZ55_00119,Protein Homology,125012,125806,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996846.1,HesA/MoeB/ThiF family protein,WP_156085713.1,GO:0016779,,nucleotidyltransferase activity|0016779||IEA,,,EZ55_00119
thiE,thiE,ALTBGP6_RS00585,EZ55_00120,Protein Homology,125799,127400,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947796.1,thiamine phosphate synthase,WP_156085714.1,"GO:0009228,GO:0004789",,thiamine-phosphate diphosphorylase activity|0004789||IEA,thiamine biosynthetic process|0009228||IEA,,EZ55_00120
thiC,thiC,ALTBGP6_RS00590,EZ55_00121,Protein Homology,127397,129307,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996848.1,phosphomethylpyrimidine synthase ThiC,WP_156085715.1,"GO:0009228,GO:0051536",,iron-sulfur cluster binding|0051536||IEA,thiamine biosynthetic process|0009228||IEA,,EZ55_00121
ALTBGP6_RS00595,,ALTBGP6_RS00595,EZ55_00123,Protein Homology,129805,130980,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947798.1,heme biosynthesis HemY N-terminal domain-containing protein,WP_039226928.1,,,,,,EZ55_00123
ALTBGP6_RS00600,,ALTBGP6_RS00600,EZ55_00124,Protein Homology,130977,132149,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996850.1,uroporphyrinogen-III C-methyltransferase,WP_156085716.1,,,,,,EZ55_00124
ALTBGP6_RS00605,,ALTBGP6_RS00605,EZ55_00125,Protein Homology,132150,132881,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996851.1,uroporphyrinogen-III synthase,WP_014947800.1,"GO:0006780,GO:0006782,GO:0004852",,uroporphyrinogen-III synthase activity|0004852||IEA,"uroporphyrinogen III biosynthetic process|0006780||IEA,protoporphyrinogen IX biosynthetic process|0006782||IEA",,EZ55_00125
hemC,hemC,ALTBGP6_RS00610,EZ55_00126,Protein Homology,132945,133883,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977931.1,hydroxymethylbilane synthase,WP_156085717.1,"GO:0033014,GO:0004418",,hydroxymethylbilane synthase activity|0004418||IEA,tetrapyrrole biosynthetic process|0033014||IEA,,EZ55_00126
ALTBGP6_RS00615,,ALTBGP6_RS00615,EZ55_00127,Protein Homology,134080,135141,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947802.1,GGDEF domain-containing protein,WP_049587575.1,"GO:0005525,GO:0046872,GO:0052621,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",,,EZ55_00127
ALTBGP6_RS00620,,ALTBGP6_RS00620,EZ55_00128,Protein Homology,135336,136007,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996854.1,alpha/beta hydrolase,WP_014977932.1,GO:0016787,,hydrolase activity|0016787||IEA,,,EZ55_00128
gmk,gmk,ALTBGP6_RS00625,EZ55_00129,Protein Homology,136216,136857,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996855.1,guanylate kinase,WP_014947804.1,"GO:0006163,GO:0004385",,GMP kinase activity|0004385||IEA,purine nucleotide metabolic process|0006163||IEA,,EZ55_00129
rpoZ,rpoZ,ALTBGP6_RS00630,EZ55_00130,Protein Homology,137027,137299,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516676.1,DNA-directed RNA polymerase subunit omega,WP_156085718.1,"GO:0006351,GO:0003899",,DNA-directed RNA polymerase activity|0003899||IEA,DNA-templated transcription|0006351||IEA,,EZ55_00130
spoT,spoT,ALTBGP6_RS00635,EZ55_00131,Protein Homology,137442,139553,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516677.1,bifunctional GTP diphosphokinase/guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase,WP_061093918.1,"GO:0015969,GO:0008728,GO:0008893",,"GTP diphosphokinase activity|0008728||IEA,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase activity|0008893||IEA",guanosine tetraphosphate metabolic process|0015969||IEA,,EZ55_00131
ALTBGP6_RS00640,,ALTBGP6_RS00640,EZ55_00132,Protein Homology,139578,139964,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516678.1,RidA family protein,WP_014975316.1,,,,,,EZ55_00132
trmH,trmH,ALTBGP6_RS00645,EZ55_00133,Protein Homology,139968,140675,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996858.1,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,WP_014975317.1,"GO:0030488,GO:0141100",,tRNA (guanine(18)-2'-O)-methyltransferase activity|0141100||IEA,tRNA methylation|0030488||IEA,,EZ55_00133
recG,recG,ALTBGP6_RS00650,EZ55_00134,Protein Homology,140870,142942,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996859.1,ATP-dependent DNA helicase RecG,WP_049587128.1,"GO:0006281,GO:0006310,GO:0003676,GO:0003678,GO:0005524",,"nucleic acid binding|0003676||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",,EZ55_00134
ALTBGP6_RS00655,,ALTBGP6_RS00655,EZ55_00135,Protein Homology,142935,143711,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996860.1,class I SAM-dependent methyltransferase,WP_156085719.1,,,,,,EZ55_00135
ALTBGP6_RS00660,,ALTBGP6_RS00660,EZ55_00136,Protein Homology,143721,144194,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516682.1,peroxiredoxin,WP_156085720.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,EZ55_00136
ALTBGP6_RS00665,,ALTBGP6_RS00665,EZ55_00137,Protein Homology,144539,145348,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516683.1,hypothetical protein,WP_156085721.1,,,,,,EZ55_00137
ALTBGP6_RS00670,,ALTBGP6_RS00670,EZ55_00138,Protein Homology,145358,146392,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947812.1,extracellular solute-binding protein,WP_156085722.1,,,,,,EZ55_00138
ALTBGP6_RS00675,,ALTBGP6_RS00675,EZ55_00139,Protein Homology,146389,147909,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947813.1,ABC transporter permease,WP_014975321.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020",membrane|0016020||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,,EZ55_00139
ALTBGP6_RS00680,,ALTBGP6_RS00680,EZ55_00140,Protein Homology,147909,148940,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975322.1,ABC transporter ATP-binding protein,WP_156085723.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,EZ55_00140
ALTBGP6_RS00685,,ALTBGP6_RS00685,EZ55_00141,Protein Homology,148943,150124,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977941.1,BaiN/RdsA family NAD(P)/FAD-dependent oxidoreductase,WP_014975323.1,"GO:0016628,GO:0050660,GO:0050661",,"oxidoreductase activity%2C acting on the CH-CH group of donors%2C NAD or NADP as acceptor|0016628||IEA,flavin adenine dinucleotide binding|0050660||IEA,NADP binding|0050661||IEA",,,EZ55_00141
ALTBGP6_RS00690,,ALTBGP6_RS00690,EZ55_00142,Protein Homology,150184,150855,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977942.1,OmpW/AlkL family protein,WP_156085724.1,"GO:0055085,GO:0009279",cell outer membrane|0009279||IEA,,transmembrane transport|0055085||IEA,,EZ55_00142
ALTBGP6_RS00695,,ALTBGP6_RS00695,EZ55_00143,Protein Homology,150993,151460,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013783803.1,hypothetical protein,WP_156085725.1,,,,,,EZ55_00143
ALTBGP6_RS00700,,ALTBGP6_RS00700,EZ55_00144,Protein Homology,151685,151993,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975326.1,hypothetical protein,WP_014975326.1,,,,,,EZ55_00144
ALTBGP6_RS00705,,ALTBGP6_RS00705,EZ55_00145,Protein Homology,152144,153331,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975327.1,diguanylate phosphodiesterase,WP_156085726.1,"GO:0007165,GO:0071111,GO:0071949",,"cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA,FAD binding|0071949||IEA",signal transduction|0007165||IEA,,EZ55_00145
ALTBGP6_RS00710,,ALTBGP6_RS00710,EZ55_00146,Protein Homology,153540,155087,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947820.1,GGDEF domain-containing protein,WP_231506381.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,EZ55_00146
ALTBGP6_RS00715,,ALTBGP6_RS00715,EZ55_00147,Protein Homology,155129,156013,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996875.1,ArgP/LysG family DNA-binding transcriptional regulator,WP_156085728.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,EZ55_00147
ALTBGP6_RS00720,,ALTBGP6_RS00720,EZ55_00148,Protein Homology,156191,156793,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975330.1,LysE/ArgO family amino acid transporter,WP_014975330.1,"GO:0006865,GO:0015171,GO:0016020",membrane|0016020||IEA,amino acid transmembrane transporter activity|0015171||IEA,amino acid transport|0006865||IEA,,EZ55_00148
ALTBGP6_RS00725,,ALTBGP6_RS00725,EZ55_00149,Protein Homology,156909,157226,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786046.1,DMT family transporter,WP_014947823.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,EZ55_00149
ALTBGP6_RS00730,,ALTBGP6_RS00730,EZ55_00150,Protein Homology,157301,158017,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975331.1,DUF1499 domain-containing protein,WP_014947824.1,,,,,,EZ55_00150
ALTBGP6_RS00735,,ALTBGP6_RS00735,EZ55_00151,Protein Homology,158214,158927,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947825.1,DNA-J related domain-containing protein,WP_156085729.1,,,,,,EZ55_00151
ALTBGP6_RS00740,,ALTBGP6_RS00740,EZ55_00152,Protein Homology,159244,160389,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996880.1,efflux RND transporter periplasmic adaptor subunit,WP_014947826.1,"GO:0006810,GO:0005215,GO:0016020",membrane|0016020||IEA,transporter activity|0005215||IEA,transport|0006810||IEA,,EZ55_00152
ALTBGP6_RS00745,,ALTBGP6_RS00745,EZ55_00153,Protein Homology,160411,163509,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947827.1,efflux RND transporter permease subunit,WP_156085730.1,"GO:0042908,GO:0015562,GO:0016020",membrane|0016020||IEA,efflux transmembrane transporter activity|0015562||IEA,xenobiotic transport|0042908||IEA,,EZ55_00153
ALTBGP6_RS00750,,ALTBGP6_RS00750,EZ55_00154,Protein Homology,163567,164064,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996882.1,alpha/beta hydrolase,WP_076012076.1,,,,,,EZ55_00154
ALTBGP6_RS00755,,ALTBGP6_RS00755,EZ55_00155,Protein Homology,164196,166037,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996883.1,bifunctional acetyl-CoA hydrolase/transferase family protein/GNAT family N-acetyltransferase,WP_156085731.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,EZ55_00155
ALTBGP6_RS00760,,ALTBGP6_RS00760,EZ55_00156,Protein Homology,166034,167005,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996884.1,histone deacetylase family protein,WP_156085732.1,,,,,,EZ55_00156
ALTBGP6_RS00765,,ALTBGP6_RS00765,EZ55_00157,Protein Homology,167109,167849,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975335.1,MauE/DoxX family redox-associated membrane protein,WP_156085733.1,"GO:0030416,GO:0016020",membrane|0016020||IEA,,methylamine metabolic process|0030416||IEA,,EZ55_00157
ALTBGP6_RS00770,,ALTBGP6_RS00770,EZ55_00158,Protein Homology,167972,168490,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975336.1,DUF6436 domain-containing protein,WP_156085734.1,,,,,,EZ55_00158
ALTBGP6_RS00775,,ALTBGP6_RS00775,EZ55_00159,Protein Homology,168527,170008,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947833.1,methyl-accepting chemotaxis protein,WP_156085735.1,"GO:0007165,GO:0016020",membrane|0016020||IEA,,signal transduction|0007165||IEA,,EZ55_00159
ALTBGP6_RS00780,,ALTBGP6_RS00780,EZ55_00160,Protein Homology,170172,171050,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996888.1,ATP-grasp domain-containing protein,WP_156085736.1,"GO:0005524,GO:0016874",,"ATP binding|0005524||IEA,ligase activity|0016874||IEA",,,EZ55_00160
ALTBGP6_RS00785,,ALTBGP6_RS00785,EZ55_00161,Protein Homology,171202,172695,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996889.1,DUF3300 domain-containing protein,WP_156085737.1,,,,,,EZ55_00161
ribA,ribA,ALTBGP6_RS00790,EZ55_00162,Protein Homology,172852,173466,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996890.1,GTP cyclohydrolase II,WP_014996890.1,GO:0003935,,GTP cyclohydrolase II activity|0003935||IEA,,,EZ55_00162
ALTBGP6_RS00795,,ALTBGP6_RS00795,EZ55_00163,Protein Homology,173599,176439,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977957.1,EAL domain-containing protein,WP_156085738.1,,,,,,EZ55_00163
ALTBGP6_RS00800,,ALTBGP6_RS00800,EZ55_00164,Protein Homology,176533,176850,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996893.1,hypothetical protein,WP_156085739.1,,,,,,EZ55_00164
ALTBGP6_RS00805,,ALTBGP6_RS00805,EZ55_00165,Protein Homology,176955,177623,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065942.1,glutathione S-transferase,WP_156085740.1,,,,,,EZ55_00165
recQ,recQ,ALTBGP6_RS00810,EZ55_00166,Protein Homology,177707,179548,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516716.1,DNA helicase RecQ,WP_156085741.1,"GO:0006310,GO:0009432,GO:0003678",,DNA helicase activity|0003678||IEA,"DNA recombination|0006310||IEA,SOS response|0009432||IEA",,EZ55_00166
ALTBGP6_RS00815,,ALTBGP6_RS00815,EZ55_00167,Protein Homology,179763,180275,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947841.1,thioesterase family protein,WP_014996896.1,,,,,,EZ55_00167
ALTBGP6_RS00820,,ALTBGP6_RS00820,EZ55_00168,Protein Homology,180363,181700,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516717.1,magnesium transporter,WP_156085742.1,"GO:0015693,GO:0000287,GO:0005524,GO:0015095",,"magnesium ion binding|0000287||IEA,ATP binding|0005524||IEA,magnesium ion transmembrane transporter activity|0015095||IEA",magnesium ion transport|0015693||IEA,,EZ55_00168
rarD,rarD,ALTBGP6_RS00825,EZ55_00169,Protein Homology,181930,182844,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947843.1,EamA family transporter RarD,WP_014947843.1,"GO:0006810,GO:0005215,GO:0005886",plasma membrane|0005886||IEA,transporter activity|0005215||IEA,transport|0006810||IEA,,EZ55_00169
ALTBGP6_RS00830,,ALTBGP6_RS00830,EZ55_00170,Protein Homology,182911,184188,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975347.1,GGDEF domain-containing response regulator,WP_014977963.1,"GO:0000160,GO:0007165,GO:0000156,GO:0005525,GO:0046872,GO:0052621",,"phosphorelay response regulator activity|0000156||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,EZ55_00170
