gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
PMT9312_RS01590,,PMT9312_RS01590,PMT9312_0315,Protein Homology,298682.0,300541.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375877.1,carbamoyltransferase family protein,WP_011375877.1,,,,,PMT9312_0315,298682.0,300541.0,-,CK_Pro_MIT9312_00315,,"GO:0009058,GO:0003824",CK_00002335,,,"COG2192,bactNOG01672,cyaNOG01003","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"biosynthetic process,biosynthetic process,catalytic activity",carbamoyltransferase family protein,"PF02543,IPR003696","Carbamoyltransferase N-terminus,Carbamoyltransferase",703,Unknown function / Enzymes of unknown specificity
PMT9312_RS01600,,PMT9312_RS01600,PMT9312_0316,Protein Homology,301054.0,302283.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862347.1,FGGY-family carbohydrate kinase,WP_011375878.1,"GO:0005975,GO:0016310,GO:0005524,GO:0019200",,"ATP binding|0005524||IEA,carbohydrate kinase activity|0019200||IEA","carbohydrate metabolic process|0005975||IEA,phosphorylation|0016310||IEA",PMT9312_0316,301054.0,302283.0,-,CK_Pro_MIT9312_00316,,"GO:0005975,GO:0019200,GO:0016773",CK_00000566,"E.2,G.8","One-carbon metabolism, Glycogen and sugar metabolism","COG1070,bactNOG77816,bactNOG07602,bactNOG75008,bactNOG11758,cyaNOG01756","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.7.1.-,,"carbohydrate metabolic process,carbohydrate metabolic process,carbohydrate kinase activity,phosphotransferase activity%2C alcohol group as acceptor",carbohydrate kinase%2C FGGY family,"PF02782,IPR018485","FGGY family of carbohydrate kinases%2C C-terminal domain,Carbohydrate kinase%2C FGGY%2C C-terminal",119,Energy metabolism / Sugars
metK,metK,PMT9312_RS01605,PMT9312_0317,Protein Homology,302296.0,303537.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862348.1,methionine adenosyltransferase,WP_011375879.1,"GO:0006556,GO:0004478,GO:0005524",,"methionine adenosyltransferase activity|0004478||IEA,ATP binding|0005524||IEA",S-adenosylmethionine biosynthetic process|0006556||IEA,PMT9312_0317,302296.0,303537.0,-,CK_Pro_MIT9312_00317,metK,"GO:0006556,GO:0004478",CK_00000567,"A.2,G.1","Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),Amino acids and amines (catabolism)","COG0192,bactNOG02937,cyaNOG02053","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.5.1.6,Transferred to 2.5.1.6,"S-adenosylmethionine biosynthetic process,S-adenosylmethionine biosynthetic process,methionine adenosyltransferase activity",methionine adenosyltransferase,"TIGR01034,PF00438,PF02773,PF02772,PS00376,PS00377,IPR022628,IPR022630,IPR022629,IPR022631,IPR002133","methionine adenosyltransferase,S-adenosylmethionine synthetase%2C N-terminal domain,S-adenosylmethionine synthetase%2C C-terminal domain,S-adenosylmethionine synthetase%2C central domain,S-adenosylmethionine synthase signature 1.,S-adenosylmethionine synthase signature 2.,S-adenosylmethionine synthetase%2C N-terminal,S-adenosylmethionine synthetase%2C C-terminal,S-adenosylmethionine synthetase%2C central domain,S-adenosylmethionine synthetase%2C conserved site,S-adenosylmethionine synthetase","109,71","Energy metabolism / Amino acids and amines,Amino acid biosynthesis / Aspartate family"
PMT9312_RS01610,,PMT9312_RS01610,PMT9312_0318,Protein Homology,303668.0,304759.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007108.1,30S ribosomal protein S1,WP_036924226.1,,,,,PMT9312_0318,303668.0,304759.0,-,CK_Pro_MIT9312_00318,rpsA1,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000568,K.2,Ribosomal proteins: synthesis and modification,"COG0539,bactNOG02760,cyaNOG00075","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S1,"PF00575,PS50126,IPR003029","S1 RNA binding domain,S1 domain profile.,S1 domain",158,Protein synthesis / Ribosomal proteins: synthesis and modification
nrdR,nrdR,PMT9312_RS01615,PMT9312_0319,Protein Homology,304868.0,305347.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131950.1,transcriptional regulator NrdR,WP_011375881.1,"GO:0006355,GO:0008270,GO:0140110",,"zinc ion binding|0008270||IEA,transcription regulator activity|0140110||IEA",regulation of DNA-templated transcription|0006355||IEA,PMT9312_0319,304868.0,305347.0,-,CK_Pro_MIT9312_00319,nrdR,"GO:0030528,GO:0045449",CK_00000569,N.1, DNA interactions,"COG1327,bactNOG29818,cyaNOG02867","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"obsolete transcription regulator activity,obsolete transcription regulator activity,regulation of transcription%2C DNA-templated",transcriptional regulator%2C NrdR family,"TIGR00244,PF03477,PS51161,IPR005144,IPR003796","transcriptional regulator NrdR,ATP cone domain,ATP-cone domain profile.,ATP-cone domain,Ribonucleotide reductase regulator NrdR-like",261,Regulatory functions / DNA interactions
PMT9312_RS01620,,PMT9312_RS01620,PMT9312_0320,Protein Homology,305448.0,305546.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131951.1,photosystem II reaction center protein T,WP_011131951.1,,,,,PMT9312_0320,305448.0,305546.0,-,CK_Pro_MIT9312_00320,psbT,"GO:0015979,GO:0009523",CK_00003852,J.8,Photosystem II,,,,,"photosynthesis,photosynthesis,photosystem II",photosystem II reaction center T protein,"PF01405,IPR001743","Photosystem II reaction centre T protein,Photosystem II PsbT",164,Energy metabolism / Photosynthesis
psbB,psbB,PMT9312_RS01625,PMT9312_0321,Protein Homology,305570.0,307093.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806116.1,photosystem II chlorophyll-binding protein CP47,WP_011375882.1,"GO:0009772,GO:0015979,GO:0016168,GO:0045156,GO:0009523,GO:0016020","photosystem II|0009523||IEA,membrane|0016020||IEA","chlorophyll binding|0016168||IEA,electron transporter%2C transferring electrons within the cyclic electron transport pathway of photosynthesis activity|0045156||IEA","photosynthetic electron transport in photosystem II|0009772||IEA,photosynthesis|0015979||IEA",PMT9312_0321,305570.0,307093.0,-,CK_Pro_MIT9312_00321,psbB,"GO:0019684,GO:0015979,GO:0016168,GO:0009769,GO:0009539,GO:0009523",CK_00000570,J.8,Photosystem II,"NOG05024,COG0767,bactNOG03733,cyaNOG00809","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis%2C light reaction,photosynthesis,photosynthesis%2C light reaction,photosynthesis,chlorophyll binding,photosynthesis%2C light harvesting in photosystem II,photosynthesis%2C light reaction,photosynthesis,chlorophyll binding,photosynthesis%2C light harvesting in photosystem II,photosystem II reaction center,photosystem II",photosystem II chlorophyll-binding protein CP47,"TIGR03039,PF00421,IPR017486,IPR000932","photosystem II chlorophyll-binding protein CP47,Photosystem II protein,Photosystem II CP47 reaction centre protein,Photosystem antenna protein-like",164,Energy metabolism / Photosynthesis
PMT9312_RS01630,,PMT9312_RS01630,PMT9312_0322,Protein Homology,307318.0,307680.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375883.1,2Fe-2S iron-sulfur cluster-binding protein,WP_011375883.1,GO:0051536,,iron-sulfur cluster binding|0051536||IEA,,PMT9312_0322,307318.0,307680.0,+,CK_Pro_MIT9312_00322,petF,"GO:0006810,GO:0022900,GO:0009055,GO:0046872,GO:0051536,GO:0051537",CK_00000571,"D.1.1,G.2,J.10","Iron,Electron transport,Soluble electron carriers","COG0633,NOG252634,NOG271856,bactNOG41452,bactNOG55117,cyaNOG03577","COG: METABOLISM [C] Energy production and conversion,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"transport,electron transport chain,transport,electron transport chain,electron transfer activity,metal ion binding,iron-sulfur cluster binding,2 iron%2C 2 sulfur cluster binding",2Fe-2S ferredoxin,"PF00111,PS51085,IPR001041,IPR012675","2Fe-2S iron-sulfur cluster binding domain,2Fe-2S ferredoxin-type iron-sulfur binding domain profile.,2Fe-2S ferredoxin-type iron-sulfur binding domain,Beta-grasp domain superfamily",112,Energy metabolism / Electron transport
psbM,psbM,PMT9312_RS01635,PMT9312_0323,Protein Homology,307783.0,307935.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817804.1,photosystem II reaction center protein PsbM,WP_011375884.1,,,,,PMT9312_0323,307783.0,307935.0,+,CK_Pro_MIT9312_00323,psbM,"GO:0015979,GO:0009523",CK_00002551,J.8,Photosystem II,"NOG09653,bactNOG78048,cyaNOG04605","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"photosynthesis,photosynthesis,photosystem II",photosystem II reaction center protein PsbM,"TIGR03038,PF05151,IPR007826","photosystem II reaction center protein PsbM,Photosystem II reaction centre M protein (PsbM),Photosystem II PsbM",164,Energy metabolism / Photosynthesis
prmC,prmC,PMT9312_RS01640,PMT9312_0324,Protein Homology,307947.0,308816.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817805.1,peptide chain release factor N(5)-glutamine methyltransferase,WP_011375885.1,"GO:0006412,GO:0018364,GO:0008757",,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,"translation|0006412||IEA,peptidyl-glutamine methylation|0018364||IEA",PMT9312_0324,307947.0,308816.0,+,CK_Pro_MIT9312_00324,prmC,"GO:0006412,GO:0018364,GO:0008757",CK_00000573,,,"COG2890,bactNOG05410,cyaNOG00965","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.297,peptide chain release factor N5-glutamine methyltransferase%3B N5-glutamine S-adenosyl-L-methionine dependent methyltransferase%3B N5-glutamine MTase%3B HemK%3B PrmC,"translation,peptidyl-glutamine methylation,translation,peptidyl-glutamine methylation,S-adenosylmethionine-dependent methyltransferase activity",protein-(glutamine-N5) methyltransferase%2C release factor-specific,"TIGR00536,TIGR03534,PF13659,PS00092,IPR004556,IPR019874,IPR002052","methyltransferase%2C HemK family,protein-(glutamine-N5) methyltransferase%2C release factor-specific,Description not found.,N-6 Adenine-specific DNA methylases signature.,Methyltransferase HemK-like,Protein-(glutamine-N5) methyltransferase%2C release factor-specific,DNA methylase%2C N-6 adenine-specific%2C conserved site",703,Unknown function / Enzymes of unknown specificity
PMT9312_RS01645,,PMT9312_RS01645,PMT9312_0325,Protein Homology,308840.0,309421.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007113.1,L-threonylcarbamoyladenylate synthase,WP_011375886.1,"GO:0000166,GO:0003725,GO:0005524,GO:0061710",,"nucleotide binding|0000166||IEA,double-stranded RNA binding|0003725||IEA,ATP binding|0005524||IEA,L-threonylcarbamoyladenylate synthase|0061710||IEA",,PMT9312_0325,308840.0,309421.0,+,CK_Pro_MIT9312_00325,tsaC,"GO:0070526,GO:0006364,GO:0006450,GO:0008033,GO:0042254,GO:0000049,GO:0003725,GO:0005524,GO:0016779,GO:0000166,GO:0003723,GO:0016740",CK_00000574,K.3,tRNA and rRNA base modification,"COG0009,bactNOG98829,bactNOG02645,bactNOG99534,cyaNOG02794,cyaNOG02891","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"tRNA threonylcarbamoyladenosine modification,rRNA processing,regulation of translational fidelity,tRNA processing,ribosome biogenesis,tRNA threonylcarbamoyladenosine modification,rRNA processing,regulation of translational fidelity,tRNA processing,ribosome biogenesis,tRNA binding,double-stranded RNA binding,ATP binding,nucleotidyltransferase activity,nucleotide binding,RNA binding,transferase activity",L-threonylcarbamoyladenylate synthase,"PF01300,PS51163,IPR006070","Telomere recombination,YrdC-like domain profile.,YrdC-like domain",168,Protein synthesis / tRNA and rRNA base modification
minE,minE,PMT9312_RS01655,PMT9312_0326,Protein Homology,309737.0,310072.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375887.1,cell division topological specificity factor MinE,WP_011375887.1,"GO:0032955,GO:0051301",,,"regulation of division septum assembly|0032955||IEA,cell division|0051301||IEA",PMT9312_0326,309737.0,310072.0,-,CK_Pro_MIT9312_00326,minE,"GO:0000917,GO:0043093",CK_00000575,D.2,Cell division,"COG0851,bactNOG43889,bactNOG51027,bactNOG39115,cyaNOG03929","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"division septum assembly,FtsZ-dependent cytokinesis",cell division topological specificity factor MinE,"TIGR01215,PF03776,IPR005527","cell division topological specificity factor MinE,Septum formation topological specificity factor MinE,Cell division topological specificity factor MinE",93,Cellular processes / Cell division
minD,minD,PMT9312_RS01660,PMT9312_0327,Protein Homology,310075.0,310890.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474809.1,septum site-determining protein MinD,WP_011375888.1,"GO:0000918,GO:0016887",,ATP hydrolysis activity|0016887||IEA,division septum site selection|0000918||IEA,PMT9312_0327,310075.0,310890.0,-,CK_Pro_MIT9312_00327,minD,"GO:0000917,GO:0043093,GO:0016887",CK_00000576,D.2,Cell division,"COG2894,bactNOG05716,bactNOG02885,cyaNOG00815","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"division septum assembly,FtsZ-dependent cytokinesis,division septum assembly,FtsZ-dependent cytokinesis,ATPase activity",septum site-determining protein MinD,"TIGR01968,PF01656,IPR002586,IPR010223","septum site-determining protein MinD,CobQ/CobB/MinD/ParA nucleotide binding domain,CobQ/CobB/MinD/ParA nucleotide binding domain,ATP binding protein MinD%2C bacterial-type",93,Cellular processes / Cell division
minC,minC,PMT9312_RS01665,PMT9312_0328,Protein Homology,311008.0,311667.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375889.1,septum site-determining protein MinC,WP_011375889.1,"GO:0000917,GO:0032955,GO:0051302",,,"division septum assembly|0000917||IEA,regulation of division septum assembly|0032955||IEA,regulation of cell division|0051302||IEA",PMT9312_0328,311008.0,311667.0,-,CK_Pro_MIT9312_00328,minC,"GO:0000917,GO:0043093,GO:0004857",CK_00000577,D.2,Cell division,"COG0850,bactNOG38184,bactNOG27920,bactNOG41656,bactNOG17188,cyaNOG00588","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"division septum assembly,FtsZ-dependent cytokinesis,division septum assembly,FtsZ-dependent cytokinesis,enzyme inhibitor activity",septum formation inhibitor,"PF03775,IPR005526","Septum formation inhibitor MinC%2C C-terminal domain,Septum formation inhibitor MinC%2C C-terminal",93,Cellular processes / Cell division
PMT9312_RS01670,,PMT9312_RS01670,PMT9312_0329,Protein Homology,311678.0,312934.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375890.1,HD domain-containing protein,WP_011375890.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,PMT9312_0329,311678.0,312934.0,-,CK_Pro_MIT9312_00329,,"GO:0008081,GO:0046872",CK_00000578,R.2,Conserved hypothetical proteins,"COG1078,bactNOG04981,cyaNOG02175","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"phosphoric diester hydrolase activity,metal ion binding",HD domain-containing protein,"PF01966,IPR006674","HD domain,HD domain",156,Hypothetical proteins / Conserved
