gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
glgX,glgX,SYNPCC7942_RS00425,Synpcc7942_0086,Protein Homology,82871,84955,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243730.1,glycogen debranching protein GlgX,WP_011243730.1,"GO:0005980,GO:0004133,GO:0004553",,"glycogen debranching enzyme activity|0004133||IEA,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA",glycogen catabolic process|0005980||IEA,,Synpcc7942_0086,3.2.1.196
SYNPCC7942_RS00430,,SYNPCC7942_RS00430,Synpcc7942_0087,Protein Homology,84964,86475,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243729.1,site-2 protease family protein,WP_011377434.1,,,,,,Synpcc7942_0087,
SYNPCC7942_RS00435,,SYNPCC7942_RS00435,Synpcc7942_0088,Protein Homology,86583,87269,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243728.1,MBL fold metallo-hydrolase,WP_231621368.1,,,,,,Synpcc7942_0088,
SYNPCC7942_RS00440,,SYNPCC7942_RS00440,SYNPCC7942_RS00440,GeneMarkS-2+,87494,87688,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_039755509.1,,,,,,,
SYNPCC7942_RS00450,,SYNPCC7942_RS00450,Synpcc7942_0089,Protein Homology,87881,88615,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243727.1,dienelactone hydrolase family protein,WP_011243727.1,GO:0016787,,hydrolase activity|0016787||IEA,,,Synpcc7942_0089,3.-.-.-
SYNPCC7942_RS00455,,SYNPCC7942_RS00455,Synpcc7942_0090,Protein Homology,88735,89718,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243726.1,GntR family transcriptional regulator,WP_011243726.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,Synpcc7942_0090,
SYNPCC7942_RS00460,,SYNPCC7942_RS00460,Synpcc7942_0091,Protein Homology,89715,90326,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243725.1,chorismate lyase,WP_011243725.1,,,,,,Synpcc7942_0091,4.1.3.40
SYNPCC7942_RS00465,,SYNPCC7942_RS00465,Synpcc7942_0092,Protein Homology,90583,90930,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243724.1,hypothetical protein,WP_011243724.1,,,,,,Synpcc7942_0092,
tmk,tmk,SYNPCC7942_RS00470,Synpcc7942_0093,Protein Homology,91029,91676,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377435.1,dTMP kinase,WP_011377435.1,"GO:0006233,GO:0004798,GO:0005524",,"dTMP kinase activity|0004798||IEA,ATP binding|0005524||IEA",dTDP biosynthetic process|0006233||IEA,,Synpcc7942_0093,2.7.4.9
SYNPCC7942_RS00475,,SYNPCC7942_RS00475,Synpcc7942_0094,Protein Homology,91676,92611,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377436.1,DNA polymerase III subunit delta',WP_011377436.1,,,,,,Synpcc7942_0094,
SYNPCC7942_RS00480,,SYNPCC7942_RS00480,Synpcc7942_0095,Protein Homology,92590,93339,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377437.1,response regulator transcription factor,WP_011377437.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,Synpcc7942_0095,
SYNPCC7942_RS00490,,SYNPCC7942_RS00490,Synpcc7942_0096,Protein Homology,93764,94285,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243720.1,DUF1269 domain-containing protein,WP_011243720.1,,,,,,Synpcc7942_0096,
cobN,cobN,SYNPCC7942_RS00495,Synpcc7942_0097,Protein Homology,94375,98166,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377438.1,cobaltochelatase subunit CobN,WP_011377438.1,"GO:0009236,GO:0051116",,cobaltochelatase activity|0051116||IEA,cobalamin biosynthetic process|0009236||IEA,,Synpcc7942_0097,6.6.1.2
pyk,pyk,SYNPCC7942_RS00500,Synpcc7942_0098,Protein Homology,98302,100086,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243718.1,pyruvate kinase,WP_011243718.1,"GO:0006096,GO:0000287,GO:0004743,GO:0030955",,"magnesium ion binding|0000287||IEA,pyruvate kinase activity|0004743||IEA,potassium ion binding|0030955||IEA",glycolytic process|0006096||IEA,,Synpcc7942_0098,2.7.1.40
SYNPCC7942_RS00505,,SYNPCC7942_RS00505,Synpcc7942_0099,Protein Homology,100202,100531,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243717.1,nucleoside triphosphate pyrophosphohydrolase family protein,WP_011243717.1,,,,,,Synpcc7942_0099,
SYNPCC7942_RS00510,,SYNPCC7942_RS00510,Synpcc7942_0100,Protein Homology,100528,101082,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377439.1,hypothetical protein,WP_011377439.1,,,,,,Synpcc7942_0100,
SYNPCC7942_RS00515,,SYNPCC7942_RS00515,Synpcc7942_0101,Protein Homology,101259,102593,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377440.1,NAD(P)/FAD-dependent oxidoreductase,WP_011377440.1,"GO:0006116,GO:0003954",,NADH dehydrogenase activity|0003954||IEA,NADH oxidation|0006116||IEA,,Synpcc7942_0101,1.6.-.-
SYNPCC7942_RS00520,,SYNPCC7942_RS00520,Synpcc7942_0102,Protein Homology,102674,103237,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243714.1,Uma2 family endonuclease,WP_011377441.1,"GO:0003676,GO:0004519",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA",,,Synpcc7942_0102,
SYNPCC7942_RS00525,,SYNPCC7942_RS00525,Synpcc7942_0103,Protein Homology,103268,103627,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243713.1,ankyrin repeat domain-containing protein,WP_231621367.1,GO:0005515,,protein binding|0005515||IEA,,,Synpcc7942_0103,
SYNPCC7942_RS00530,,SYNPCC7942_RS00530,Synpcc7942_0104,Protein Homology,103632,104456,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243712.1,hypothetical protein,WP_039755500.1,,,,,,Synpcc7942_0104,
SYNPCC7942_RS00535,,SYNPCC7942_RS00535,Synpcc7942_0105,Protein Homology,104653,106377,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377443.1,NAD+ synthase,WP_011377443.1,"GO:0009435,GO:0003952,GO:0005524",,"NAD+ synthase (glutamine-hydrolyzing) activity|0003952||IEA,ATP binding|0005524||IEA",NAD biosynthetic process|0009435||IEA,,Synpcc7942_0105,6.3.5.1
SYNPCC7942_RS00540,,SYNPCC7942_RS00540,Synpcc7942_0106,Protein Homology,106374,106952,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243710.1,nicotinate-nucleotide adenylyltransferase,WP_011243710.1,,,,,,Synpcc7942_0106,2.7.7.18
SYNPCC7942_RS00545,,SYNPCC7942_RS00545,Synpcc7942_0107,Protein Homology,106965,108380,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243709.1,GTP-binding protein,WP_231621366.1,,,,,,Synpcc7942_0107,
SYNPCC7942_RS00550,,SYNPCC7942_RS00550,Synpcc7942_0108,Protein Homology,108556,108816,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243708.1,ParB N-terminal domain-containing protein,WP_011243708.1,,,,,,Synpcc7942_0108,
SYNPCC7942_RS00555,,SYNPCC7942_RS00555,Synpcc7942_0109,Protein Homology,108877,109383,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377445.1,Dps family protein,WP_011377445.1,"GO:0008199,GO:0016722",,"ferric iron binding|0008199||IEA,oxidoreductase activity%2C acting on metal ions|0016722||IEA",,,Synpcc7942_0109,1.16.-.-
SYNPCC7942_RS00560,,SYNPCC7942_RS00560,Synpcc7942_0110,Protein Homology,109390,109947,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377446.1,helix-turn-helix domain-containing protein,WP_011377446.1,GO:0003677,,DNA binding|0003677||IEA,,,Synpcc7942_0110,
SYNPCC7942_RS00565,,SYNPCC7942_RS00565,Synpcc7942_0111,Protein Homology,110012,111607,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243705.1,Hsp70 family protein,WP_011377447.1,"GO:0005524,GO:0051082,GO:0140662",,"ATP binding|0005524||IEA,unfolded protein binding|0051082||IEA,ATP-dependent protein folding chaperone|0140662||IEA",,,Synpcc7942_0111,
SYNPCC7942_RS00570,,SYNPCC7942_RS00570,Synpcc7942_0112,Protein Homology,111686,113140,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243704.1,deoxyribodipyrimidine photo-lyase%2C 8-HDF type,WP_011377448.1,,,,,,Synpcc7942_0112,4.1.99.3
petL,petL,SYNPCC7942_RS00575,Synpcc7942_0113,Protein Homology,113196,113288,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243703.1,cytochrome b6-f complex subunit PetL,WP_011243703.1,,,,,,Synpcc7942_0113,
SYNPCC7942_RS00580,,SYNPCC7942_RS00580,Synpcc7942_0114,Protein Homology,113327,113698,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243702.1,hypothetical protein,WP_011243702.1,,,,,,Synpcc7942_0114,
SYNPCC7942_RS13655,,SYNPCC7942_RS13655,Synpcc7942_0115,Protein Homology,113631,114146,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243701.1,cupin domain-containing protein,WP_011377449.1,,,,,,Synpcc7942_0115,
SYNPCC7942_RS00585,,SYNPCC7942_RS00585,Synpcc7942_0116,Protein Homology,114299,115273,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243700.1,carbohydrate kinase family protein,WP_011243700.1,"GO:0005975,GO:0016301",,kinase activity|0016301||IEA,carbohydrate metabolic process|0005975||IEA,,Synpcc7942_0116,2.7.1.-
SYNPCC7942_RS13660,,SYNPCC7942_RS13660,Synpcc7942_0117,Protein Homology,115391,116722,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243699.1,hypothetical protein,WP_011243699.1,,,,,,Synpcc7942_0117,
gatB,gatB,SYNPCC7942_RS00590,Synpcc7942_0118,Protein Homology,116943,118427,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243698.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,WP_011377450.1,GO:0016884,,carbon-nitrogen ligase activity%2C with glutamine as amido-N-donor|0016884||IEA,,,Synpcc7942_0118,
nrtS,nrtS,SYNPCC7942_RS00595,SYNPCC7942_RS00595,Protein Homology,118437,118793,+,,,COORDINATES: protein motif:HMM:NF038050.1,nitrate/nitrite transporter NrtS,WP_011243697.1,,,,,,,
SYNPCC7942_RS00600,,SYNPCC7942_RS00600,Synpcc7942_0119,Protein Homology,118735,119292,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243696.1,hypothetical protein,WP_011243696.1,,,,,,Synpcc7942_0119,
SYNPCC7942_RS00605,,SYNPCC7942_RS00605,Synpcc7942_0120,Protein Homology,119508,119993,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377451.1,nucleoside deaminase,WP_011377451.1,"GO:0009116,GO:0008270,GO:0019239",,"zinc ion binding|0008270||IEA,deaminase activity|0019239||IEA",nucleoside metabolic process|0009116||IEA,,Synpcc7942_0120,3.5.4.-
SYNPCC7942_RS00610,,SYNPCC7942_RS00610,Synpcc7942_0121,Protein Homology,120013,121239,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377452.1,lipid-A-disaccharide synthase-related protein,WP_011377452.1,,,,,,Synpcc7942_0121,
SYNPCC7942_RS00620,,SYNPCC7942_RS00620,Synpcc7942_0122,Protein Homology,121831,123408,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243693.1,EAL domain-containing protein,WP_011243693.1,"GO:0007165,GO:0071111,GO:0005886",plasma membrane|0005886||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA,signal transduction|0007165||IEA,,Synpcc7942_0122,3.1.4.52
SYNPCC7942_RS00630,,SYNPCC7942_RS00630,Synpcc7942_0124,Protein Homology,124070,124669,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243692.1,methyltransferase domain-containing protein,WP_011243692.1,,,,,,Synpcc7942_0124,
hisB,hisB,SYNPCC7942_RS00635,Synpcc7942_0125,Protein Homology,124738,125367,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243691.1,imidazoleglycerol-phosphate dehydratase HisB,WP_011243691.1,,,,,,Synpcc7942_0125,4.2.1.19
fabI,fabI,SYNPCC7942_RS00640,Synpcc7942_0126,Protein Homology,125382,126161,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618239.1,enoyl-ACP reductase FabI,WP_272948005.1,,,,,,Synpcc7942_0126,1.3.1.9
ntcA,ntcA,SYNPCC7942_RS00645,Synpcc7942_0127,Protein Homology,126390,127058,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243689.1,global nitrogen regulator NtcA,WP_011243689.1,"GO:0006355,GO:0006808,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","regulation of DNA-templated transcription|0006355||IEA,regulation of nitrogen utilization|0006808||IEA",,Synpcc7942_0127,
SYNPCC7942_RS00650,,SYNPCC7942_RS00650,Synpcc7942_0128,Protein Homology,127151,128449,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243688.1,DUF3084 domain-containing protein,WP_011243688.1,,,,,,Synpcc7942_0128,
SYNPCC7942_RS00655,,SYNPCC7942_RS00655,Synpcc7942_0129,Protein Homology,128446,128877,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243687.1,pre-16S rRNA-processing nuclease YqgF,WP_011243687.1,,,,,,Synpcc7942_0129,
SYNPCC7942_RS00660,,SYNPCC7942_RS00660,Synpcc7942_0130,GeneMarkS-2+,128822,129409,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011377455.1,,,,,,Synpcc7942_0130,
SYNPCC7942_RS00665,,SYNPCC7942_RS00665,Synpcc7942_0131,Protein Homology,129670,132495,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243686.1,cyclic nucleotide-binding domain-containing protein,WP_011377456.1,,,,,,Synpcc7942_0131,
SYNPCC7942_RS00670,,SYNPCC7942_RS00670,Synpcc7942_0132,Protein Homology,132721,133770,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243685.1,NAD(P)/FAD-dependent oxidoreductase,WP_011377457.1,,,,,,Synpcc7942_0132,
SYNPCC7942_RS00675,,SYNPCC7942_RS00675,Synpcc7942_0133,Protein Homology,133930,134754,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243684.1,YaaW family protein,WP_199290675.1,,,,,,Synpcc7942_0133,
SYNPCC7942_RS00680,,SYNPCC7942_RS00680,Synpcc7942_0134,Protein Homology,134745,136052,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377459.1,O-antigen ligase family protein,WP_011377459.1,"GO:0009103,GO:0008754,GO:0008755,GO:0005886",plasma membrane|0005886||IEA,"O-antigen ligase activity|0008754||IEA,O antigen polymerase activity|0008755||IEA",lipopolysaccharide biosynthetic process|0009103||IEA,,Synpcc7942_0134,
SYNPCC7942_RS00685,,SYNPCC7942_RS00685,Synpcc7942_0135,Protein Homology,136016,136651,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243682.1,class I SAM-dependent methyltransferase,WP_011243682.1,"GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",,,Synpcc7942_0135,2.1.1.-
SYNPCC7942_RS00690,,SYNPCC7942_RS00690,Synpcc7942_0136,Protein Homology,136706,138013,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243681.1,site-specific integrase,WP_011243681.1,"GO:0006310,GO:0015074,GO:0003677",,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,DNA integration|0015074||IEA",,Synpcc7942_0136,
hemH,hemH,SYNPCC7942_RS00695,Synpcc7942_0137,Protein Homology,138115,139278,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243680.1,ferrochelatase,WP_011243680.1,"GO:0006779,GO:0004325",,ferrochelatase activity|0004325||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,,Synpcc7942_0137,4.98.1.1
SYNPCC7942_RS00700,,SYNPCC7942_RS00700,Synpcc7942_0138,Protein Homology,139416,140018,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243679.1,M23 family metallopeptidase,WP_011377460.1,"GO:0008237,GO:0046872",,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA",,,Synpcc7942_0138,3.4.24.-
ilvB,ilvB,SYNPCC7942_RS00705,Synpcc7942_0139,Protein Homology,140268,142106,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377461.1,biosynthetic-type acetolactate synthase large subunit,WP_011377461.1,"GO:0009082,GO:0000287,GO:0003984,GO:0030976,GO:0050660",,"magnesium ion binding|0000287||IEA,acetolactate synthase activity|0003984||IEA,thiamine pyrophosphate binding|0030976||IEA,flavin adenine dinucleotide binding|0050660||IEA",branched-chain amino acid biosynthetic process|0009082||IEA,,Synpcc7942_0139,2.2.1.6
SYNPCC7942_RS14210,,SYNPCC7942_RS14210,SYNPCC7942_RS14210,GeneMarkS-2+,142233,142472,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_231621365.1,,,,,,,
secF,secF,SYNPCC7942_RS00715,Synpcc7942_0141,Protein Homology,142618,143562,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377462.1,protein translocase subunit SecF,WP_011377462.1,"GO:0006886,GO:0043952,GO:0015450,GO:0031522",cell envelope Sec protein transport complex|0031522||IEA,protein-transporting ATPase activity|0015450||IEA,"intracellular protein transport|0006886||IEA,protein transport by the Sec complex|0043952||IEA",,Synpcc7942_0141,
secD,secD,SYNPCC7942_RS00720,Synpcc7942_0142,Protein Homology,143572,144966,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243675.1,protein translocase subunit SecD,WP_011377463.1,"GO:0006886,GO:0043952,GO:0015450,GO:0031522",cell envelope Sec protein transport complex|0031522||IEA,protein-transporting ATPase activity|0015450||IEA,"intracellular protein transport|0006886||IEA,protein transport by the Sec complex|0043952||IEA",,Synpcc7942_0142,
SYNPCC7942_RS00725,,SYNPCC7942_RS00725,Synpcc7942_0143,Protein Homology,145003,145983,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009459052.1,alpha-ketoacid dehydrogenase subunit beta,WP_011377464.1,,,,,,Synpcc7942_0143,
SYNPCC7942_RS00730,,SYNPCC7942_RS00730,Synpcc7942_0144,Protein Homology,146268,146720,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243673.1,ABA4-like family protein,WP_011243673.1,,,,,,Synpcc7942_0144,
SYNPCC7942_RS00735,,SYNPCC7942_RS00735,Synpcc7942_0145,Protein Homology,146717,147040,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243672.1,DUF3082 domain-containing protein,WP_011243672.1,,,,,,Synpcc7942_0145,
SYNPCC7942_RS00740,,SYNPCC7942_RS00740,Synpcc7942_0146,Protein Homology,147160,147855,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377465.1,hypothetical protein,WP_011377465.1,,,,,,Synpcc7942_0146,
SYNPCC7942_RS00745,,SYNPCC7942_RS00745,Synpcc7942_0147,Protein Homology,148159,148491,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243670.1,hypothetical protein,WP_011243670.1,,,,,,Synpcc7942_0147,
SYNPCC7942_RS00750,,SYNPCC7942_RS00750,Synpcc7942_0148,Protein Homology,148646,150190,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377466.1,AAA family ATPase,WP_011377466.1,,,,,,Synpcc7942_0148,
SYNPCC7942_RS00755,,SYNPCC7942_RS00755,Synpcc7942_0149,Protein Homology,150187,150744,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377467.1,methylated-DNA--[protein]-cysteine S-methyltransferase,WP_011377467.1,"GO:0006281,GO:0032259,GO:0003677,GO:0003908,GO:0046872",,"DNA binding|0003677||IEA,methylated-DNA-[protein]-cysteine S-methyltransferase activity|0003908||IEA,metal ion binding|0046872||IEA","DNA repair|0006281||IEA,methylation|0032259||IEA",,Synpcc7942_0149,2.1.1.63
SYNPCC7942_RS00760,,SYNPCC7942_RS00760,Synpcc7942_0150,Protein Homology,150752,151858,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377468.1,glycosyltransferase,WP_155813908.1,,,,,,Synpcc7942_0150,2.4.-.-
SYNPCC7942_RS00765,,SYNPCC7942_RS00765,Synpcc7942_0151,Protein Homology,152527,154917,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243666.1,response regulator,WP_011377469.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,Synpcc7942_0151,
mraY,mraY,SYNPCC7942_RS00770,Synpcc7942_0152,Protein Homology,154914,156020,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243665.1,phospho-N-acetylmuramoyl-pentapeptide-transferase,WP_011243665.1,"GO:0009252,GO:0008963,GO:0016020",membrane|0016020||IEA,phospho-N-acetylmuramoyl-pentapeptide-transferase activity|0008963||IEA,peptidoglycan biosynthetic process|0009252||IEA,,Synpcc7942_0152,2.7.8.13
SYNPCC7942_RS00775,,SYNPCC7942_RS00775,Synpcc7942_0153,Protein Homology,156026,156265,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243664.1,DUF3134 domain-containing protein,WP_199290676.1,,,,,,Synpcc7942_0153,
SYNPCC7942_RS00780,,SYNPCC7942_RS00780,Synpcc7942_0154,Protein Homology,156340,156957,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243663.1,PAP/fibrillin family protein,WP_011243663.1,,,,,,Synpcc7942_0154,
SYNPCC7942_RS00785,,SYNPCC7942_RS00785,Synpcc7942_0155,GeneMarkS-2+,156954,157184,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011377471.1,,,,,,Synpcc7942_0155,
SYNPCC7942_RS00790,,SYNPCC7942_RS00790,Synpcc7942_0156,Protein Homology,157210,158841,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243662.1,alpha-D-glucose phosphate-specific phosphoglucomutase,WP_011243662.1,"GO:0005975,GO:0016868",,intramolecular phosphotransferase activity|0016868||IEA,carbohydrate metabolic process|0005975||IEA,,Synpcc7942_0156,5.4.2.2
SYNPCC7942_RS00795,,SYNPCC7942_RS00795,Synpcc7942_0157,Protein Homology,159042,159560,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243661.1,hypothetical protein,WP_011243661.1,,,,,,Synpcc7942_0157,
moeB,moeB,SYNPCC7942_RS00800,Synpcc7942_0158,Protein Homology,159996,161171,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009555978.1,molybdopterin-synthase adenylyltransferase MoeB,WP_011377472.1,,,,,,Synpcc7942_0158,
SYNPCC7942_RS00805,,SYNPCC7942_RS00805,Synpcc7942_0159,Protein Homology,161198,161632,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243659.1,Mov34/MPN/PAD-1 family protein,WP_011243659.1,,,,,,Synpcc7942_0159,
era,era,SYNPCC7942_RS00810,Synpcc7942_0160,Protein Homology,161726,162661,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243658.1,GTPase Era,WP_011243658.1,"GO:0003723,GO:0005525",,"RNA binding|0003723||IEA,GTP binding|0005525||IEA",,,Synpcc7942_0160,
SYNPCC7942_RS00815,,SYNPCC7942_RS00815,Synpcc7942_0161,Protein Homology,162800,163306,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243657.1,phycobiliprotein lyase,WP_231621364.1,GO:0017009,,,protein-phycocyanobilin linkage|0017009||IEA,,Synpcc7942_0161,
SYNPCC7942_RS00820,,SYNPCC7942_RS00820,Synpcc7942_0162,Protein Homology,163405,163755,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243656.1,hypothetical protein,WP_011243656.1,,,,,,Synpcc7942_0162,
