gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
P9303_RS04155,,P9303_RS04155,P9303_09301,Protein Homology,842002.0,842625.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825587.1,RluA family pseudouridine synthase,WP_011825587.1,"GO:0001522,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA",pseudouridine synthesis|0001522||IEA,P9303_09301,842002.0,842625.0,+,CK_Pro_MIT9303_09301,rluA,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",CK_00008121,K.3,tRNA and rRNA base modification,"COG0564,bactNOG18847,cyaNOG03628","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis","5.4.99.28,5.4.99.29","tRNA pseudouridine32 synthase%3B RluA (ambiguous)%3B pseudouridine synthase RluA (ambiguous)%3B Pus9p%3B Rib2/Pus8p,23S rRNA pseudouridine746 synthase%3B RluA (ambiguous)%3B 23S RNA PSI746 synthase%3B 23S rRNA pseudouridine synthase%3B pseudouridine synthase RluA (ambiguous)","pseudouridine synthesis,RNA modification,pseudouridine synthesis,RNA modification,RNA binding,pseudouridine synthase activity",ribosomal large subunit pseudouridine synthase A,"TIGR00005,PF00849,PS01129,IPR006224,IPR00614,IPR006145,IPR020103","pseudouridine synthase%2C RluA family,RNA pseudouridylate synthase,Rlu family of pseudouridine synthase signature.,Pseudouridine synthase%2C RluC/RluD%2C conserved site,Description not found.,Pseudouridine synthase%2C RsuA/RluA,Pseudouridine synthase%2C catalytic domain superfamily",168,Protein synthesis / tRNA and rRNA base modification,,5.4.99.-
P9303_RS04160,,P9303_RS04160,P9303_09311,Protein Homology,842842.0,844950.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006852278.1,HDIG domain-containing metalloprotein,WP_041375081.1,,,,,P9303_09311,842842.0,844866.0,-,CK_Pro_MIT9303_09311,pgpH,"GO:0016787,GO:0046872,GO:0016020",CK_00001002,R.3,Enzymes of unknown specificity,"COG1480,bactNOG00453,bactNOG63368,cyaNOG01673","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",3.1.4.-,,"hydrolase activity,metal ion binding,hydrolase activity,metal ion binding,membrane",cyclic-di-AMP phosphodiesterase PgpH,"TIGR00277,PF01966,PF07698,PF07697,IPR003607,IPR006674,IPR006675,IPR011621,IPR011624","HDIG domain,HD domain,7TM receptor with intracellular HD hydrolase,7TM-HD extracellular,HD/PDEase domain,HD domain,HDIG domain,Metal-dependent phosphohydrolase%2C 7TM intracellular domain,Metal-dependent phosphohydrolase%2C 7TM extracellular domain",703,Unknown function / Enzymes of unknown specificity,,
folD,folD,P9303_RS04165,P9303_09321,Protein Homology,845021.0,845929.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825589.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,WP_011825589.1,GO:0004488,,methylenetetrahydrofolate dehydrogenase (NADP+) activity|0004488||IEA,,P9303_09321,845021.0,845929.0,+,CK_Pro_MIT9303_09321,folD,,CK_00001001,B.10.3,Folic acid (b9),"COG0190,bactNOG00067,cyaNOG01182","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",3.5.4.9,methenyltetrahydrofolate cyclohydrolase%3B Citrovorum factor cyclodehydrase%3B cyclohydrolase%3B formyl-methenyl-methylenetetrahydrofolate synthetase (combined)%3B 5%2C10-methenyltetrahydrofolate 5-hydrolase (decyclizing),,bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/ 5%2C10-methylene-tetrahydrofolate cyclohydrolase,"PF00763,PF02882,PS00767,IPR020630,IPR020631,IPR020867","Tetrahydrofolate dehydrogenase/cyclohydrolase%2C catalytic domain,Tetrahydrofolate dehydrogenase/cyclohydrolase%2C NAD(P)-binding domain,Tetrahydrofolate dehydrogenase/cyclohydrolase signature 2.,Tetrahydrofolate dehydrogenase/cyclohydrolase%2C catalytic domain,Tetrahydrofolate dehydrogenase/cyclohydrolase%2C NAD(P)-binding domain,Tetrahydrofolate dehydrogenase/cyclohydrolase%2C conserved site",78,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Folic acid,,
crtE,crtE,P9303_RS04170,P9303_09331,Protein Homology,845972.0,846874.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006170816.1,geranylgeranyl diphosphate synthase CrtE,WP_343205783.1,"GO:0033386,GO:0016740",,transferase activity|0016740||IEA,geranylgeranyl diphosphate biosynthetic process|0033386||IEA,P9303_09331,845954.0,846874.0,+,CK_Pro_MIT9303_09331,crtE,"GO:0016117,GO:0004311",CK_00001000,B.5.1,Carotenoids,"COG0142,bactNOG01592,cyaNOG00355","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism","2.5.1.1,2.5.1.10,2.5.1.29","uroporphyrinogen-III C-methyltransferase%3B uroporphyrinogen methyltransferase%3B uroporphyrinogen-III methyltransferase%3B adenosylmethionine-uroporphyrinogen III methyltransferase%3B S-adenosyl-L-methionine-dependent uroporphyrinogen III methylase%3B uroporphyrinogen-III methylase%3B SirA%3B CysG%3B CobA [ambiguous - see EC 2.5.1.17] SUMT%3B uroporphyrin-III C-methyltransferase (incorrect)%3B S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase (incorrect),(2E%2C6E)-farnesyl diphosphate synthase%3B farnesyl-diphosphate synthase%3B geranyl transferase I%3B prenyltransferase%3B farnesyl pyrophosphate synthetase%3B farnesylpyrophosphate synthetase%3B geranyltranstransferase,geranylgeranyl diphosphate synthase%3B geranylgeranyl-diphosphate synthase%3B geranylgeranyl pyrophosphate synthetase%3B geranylgeranyl-PP synthetase%3B farnesyltransferase%3B geranylgeranyl pyrophosphate synthase%3B farnesyltranstransferase (obsolete)","carotenoid biosynthetic process,carotenoid biosynthetic process,farnesyltranstransferase activity",geranylgeranyl pyrophosphate synthase,"PF00348,PS00723,PS00444,IPR000092","Polyprenyl synthetase,Polyprenyl synthases signature 1.,Polyprenyl synthases signature 2.,Polyprenyl synthetase",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other,,2.5.1.1
P9303_RS04175,,P9303_RS04175,P9303_09341,Protein Homology,846871.0,847383.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130480.1,divergent PAP2 family protein,WP_011825591.1,,,,,P9303_09341,846871.0,847383.0,+,CK_Pro_MIT9303_09341,,,CK_00000999,"D.1.5,E.3,H.2","Phosphorus,Phosphorus metabolism,Fatty acid metabolism","COG1963,bactNOG61857,bactNOG36330,bactNOG37244,bactNOG33571,cyaNOG04757,cyaNOG03089,cyaNOG02776","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,possible phosphatidic acid phosphatase,"PF02681,IPR003832","Divergent PAP2 family,Protein of unknown function DUF212","103,177","Central intermediary metabolism / Phosphorus compounds,Fatty acid and phospholipid metabolism / Degradation",,
P9303_RS04180,,P9303_RS04180,P9303_09351,Protein Homology,847380.0,848855.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825592.1,ATP-dependent DNA helicase,WP_011825592.1,"GO:0032508,GO:0003677,GO:0003678,GO:0005524,GO:0016887,GO:0046872",,"DNA binding|0003677||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,metal ion binding|0046872||IEA",obsolete DNA duplex unwinding|0032508||IEA,P9303_09351,847380.0,848855.0,+,CK_Pro_MIT9303_09351,,GO:0006281,CK_00001296,F.1,DNA replication%2C recombination%2C and repair,"COG0507,bactNOG35404,bactNOG05777,cyaNOG05193,cyaNOG03528","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,DNA repair,UvrD-like P-loop containing nucleoside triphosphate hydrolase,"PF13538,PF13604,IPR027785","UvrD-like helicase C-terminal domain,AAA domain,UvrD-like helicase C-terminal domain",132,DNA metabolism / DNA replication%2C recombination%2C and repair,,3.6.4.12
P9303_RS04185,,P9303_RS04185,P9303_09361,Protein Homology,848830.0,849519.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825593.1,GAP family protein,WP_011825593.1,,,,,P9303_09361,848830.0,849519.0,-,CK_Pro_MIT9303_09361,,GO:0016020,CK_00047592,Q.8,Other,,,,,membrane,glycolipid exporter Gap/Sap,"PF11139,IPR021315","Sap%2C sulfolipid-1-addressing protein,Glycolipid exporter Gap/Sap",147,Transport and binding proteins / Other,,
P9303_RS04190,,P9303_RS04190,P9303_09371,Protein Homology,849597.0,850187.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825594.1,histidine phosphatase family protein,WP_011825594.1,GO:0003824,,catalytic activity|0003824||IEA,,P9303_09371,849597.0,850187.0,-,CK_Pro_MIT9303_09371,gpmI2,"GO:0006096,GO:0004619",CK_00001629,G.4,Glycolysis/gluconeogenesis,"COG0406,bactNOG23270,cyaNOG06105","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",5.4.2.12,Transferred to 5.4.2.11 and 5.4.2.12,"glycolytic process,glycolytic process,phosphoglycerate mutase activity",putative phosphoglycerate mutase,"PF00300,IPR013078,IPR029033","Histidine phosphatase superfamily (branch 1),Histidine phosphatase superfamily%2C clade-1,Histidine phosphatase superfamily",116,Energy metabolism / Glycolysis/gluconeogenesis,,
P9303_RS04195,,P9303_RS04195,P9303_09381,Protein Homology,850257.0,851684.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825595.1,cobyrinate a%2Cc-diamide synthase,WP_011825595.1,GO:0042242,,cobyrinic acid a%2Cc-diamide synthase activity|0042242||IEA,,P9303_09381,850257.0,851684.0,-,CK_Pro_MIT9303_09381,cobB,"GO:0009236,GO:0042242,GO:0005737",CK_00000998,B.10.2,Cobalamin (b12),"COG1797,bactNOG00220,cyaNOG00434","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",6.3.5.9,hydrogenobyrinic acid a%2Cc-diamide synthase (glutamine-hydrolysing)%3B CobB,"cobalamin biosynthetic process,cobalamin biosynthetic process,cobyrinic acid a%2Cc-diamide synthase activity,cobalamin biosynthetic process,cobyrinic acid a%2Cc-diamide synthase activity,cytoplasm",hydrogenobyrinic acid a%2Cc-diamide synthase (glutamine-hydrolysing),"TIGR00379,PF07685,PF01656,PS51274,IPR004484,IPR011698,IPR002586,IPR017929","cobyrinic acid a%2Cc-diamide synthase,CobB/CobQ-like glutamine amidotransferase domain,CobQ/CobB/MinD/ParA nucleotide binding domain,CobBQ-type GATase domain profile.,Cobyrinic acid a%2Cc-diamide synthase CbiA,CobB/CobQ-like glutamine amidotransferase,CobQ/CobB/MinD/ParA nucleotide binding domain,CobB/CobQ glutamine amidotransferase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,,
P9303_RS04200,,P9303_RS04200,P9303_09391,Protein Homology,851724.0,853013.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130475.1,glucose-6-phosphate dehydrogenase assembly protein OpcA,WP_011825596.1,,,,,P9303_09391,851724.0,853013.0,-,CK_Pro_MIT9303_09391,opcA,GO:0019253,CK_00000997,D.6,Circadian clock,"COG3429,bactNOG48661,bactNOG33998,bactNOG14815,cyaNOG00326","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",,,reductive pentose-phosphate cycle,glucose 6-phosphate dehydrogenase assembly protein,"PF10128,IPR004555","Glucose-6-phosphate dehydrogenase subunit,Glucose-6-phosphate dehydrogenase assembly protein OpcA",703,Unknown function / Enzymes of unknown specificity,,
zwf,zwf,P9303_RS04205,P9303_09401,Protein Homology,853055.0,854578.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011364868.1,glucose-6-phosphate dehydrogenase,WP_011825597.1,"GO:0006006,GO:0006098,GO:0004345,GO:0016614,GO:0050661",,"glucose-6-phosphate dehydrogenase activity|0004345||IEA,oxidoreductase activity%2C acting on CH-OH group of donors|0016614||IEA,NADP binding|0050661||IEA","glucose metabolic process|0006006||IEA,pentose-phosphate shunt|0006098||IEA",P9303_09401,853055.0,854578.0,-,CK_Pro_MIT9303_09401,zwf,"GO:0006098,GO:0006006,GO:0055114,GO:0004345,GO:0050661",CK_00000996,G.5,Pentose phosphate pathway,"COG0364,bactNOG00432,cyaNOG00512","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism","1.1.1.49,1.1.1.363","glucose-6-phosphate dehydrogenase (NADP+)%3B NADP-glucose-6-phosphate dehydrogenase%3B Zwischenferment%3B D-glucose 6-phosphate dehydrogenase%3B glucose 6-phosphate dehydrogenase (NADP)%3B NADP-dependent glucose 6-phosphate dehydrogenase%3B 6-phosphoglucose dehydrogenase%3B Entner-Doudoroff enzyme%3B glucose-6-phosphate 1-dehydrogenase%3B G6PDH%3B GPD%3B glucose-6-phosphate dehydrogenase,glucose-6-phosphate dehydrogenase [NAD(P)+]%3B G6PDH%3B G6PD%3B Glc6PD","pentose-phosphate shunt,glucose metabolic process,oxidation-reduction process,pentose-phosphate shunt,glucose metabolic process,oxidation-reduction process,glucose-6-phosphate dehydrogenase activity,NADP binding",glucose-6-phosphate 1-dehydrogenase,"TIGR00871,PF00479,PF02781,PS00069,IPR022674,IPR019796,IPR001282,IPR022675","glucose-6-phosphate dehydrogenase,Glucose-6-phosphate dehydrogenase%2C NAD binding domain,Glucose-6-phosphate dehydrogenase%2C C-terminal domain,Glucose-6-phosphate dehydrogenase active site.,Glucose-6-phosphate dehydrogenase%2C NAD-binding,Glucose-6-phosphate dehydrogenase%2C active site,Glucose-6-phosphate dehydrogenase,Glucose-6-phosphate dehydrogenase%2C C-terminal",117,Energy metabolism / Pentose phosphate pathway,,1.1.1.49
P9303_RS04210,,P9303_RS04210,P9303_09411,Protein Homology,854749.0,855849.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825598.1,FAD-binding oxidoreductase,WP_011825598.1,,,,,P9303_09411,854749.0,855849.0,-,CK_Pro_MIT9303_09411,petH,"GO:0009773,GO:0004324",CK_00000995,"D.1.1,G.2,J,J.10","Iron,Electron transport,Photosynthesis and respiration,Soluble electron carriers","COG0369,bactNOG82610,bactNOG04895,cyaNOG00328","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.18.1.2,Transferred to 1.18.1.2,"photosynthetic electron transport in photosystem I,photosynthetic electron transport in photosystem I,ferredoxin-NADP+ reductase activity",ferredoxin--NADP+ reductase (FNR),"PF00175,PF01383,PF00970,PS51384,PS51441,IPR001433,IPR008213,IPR017927,IPR008333","Oxidoreductase NAD-binding domain,CpcD/allophycocyanin linker domain,Oxidoreductase FAD-binding domain,Ferredoxin reductase-type FAD binding domain profile.,CpcD-like domain profile.,Oxidoreductase FAD/NAD(P)-binding,CpcD-like domain,FAD-binding domain%2C ferredoxin reductase-type,Flavoprotein pyridine nucleotide cytochrome reductase-like%2C FAD-binding domain",112,Energy metabolism / Electron transport,,
P9303_RS04220,,P9303_RS04220,P9303_09421,Protein Homology,856116.0,856592.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130472.1,SRPBCC family protein,WP_231901363.1,GO:0005488,,binding|0005488||IEA,,P9303_09421,856005.0,856592.0,+,CK_Pro_MIT9303_09421,,,CK_00000994,,,"COG2867,NOG86694,NOG243173,COG0642,bactNOG47431,cyaNOG05448,cyaNOG07190","COG: METABOLISM [I] Lipid transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,Conserved hypothetical protein,"PF03364,IPR005031","Polyketide cyclase / dehydrase and lipid transport,Coenzyme Q-binding protein COQ10%2C START domain",706,Cellular processes / Biosynthesis of natural products,,
P9303_RS04230,,P9303_RS04230,P9303_09431,Protein Homology,856880.0,857992.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130471.1,histidine kinase,WP_011825600.1,,,,,P9303_09431,856880.0,857992.0,-,CK_Pro_MIT9303_09431,sasA,"GO:0007165,GO:0016310,GO:0048511,GO:0000155,GO:0016772",CK_00000993,"G.8,O.1.1"," Glycogen and sugar metabolism, Histidine kinase (HK)","COG0642,COG2205,bactNOG09560,bactNOG00912,bactNOG07296,bactNOG00439,bactNOG28458,bactNOG61273,bactNOG28009,bactNOG72757,cyaNOG01623","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",,,"signal transduction,phosphorylation,rhythmic process,signal transduction,phosphorylation,rhythmic process,phosphorelay sensor kinase activity,transferase activity%2C transferring phosphorus-containing groups",adaptive-response sensory kinase,"PF02518,PF07689,PF00512,PS50109,IPR003594,IPR005467,IPR011649,IPR003661","Histidine kinase-%2C DNA gyrase B-%2C and HSP90-like ATPase,KaiB domain,His Kinase A (phospho-acceptor) domain,Histidine kinase domain profile.,Histidine kinase/HSP90-like ATPase,Histidine kinase domain,KaiB domain,Signal transduction histidine kinase%2C dimerisation/phosphoacceptor domain",699,Signal transduction / Two-component systems,,
P9303_RS04235,,P9303_RS04235,P9303_09461,Protein Homology,858452.0,858877.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130470.1,hypothetical protein,WP_041374747.1,,,,,P9303_09461,858503.0,858877.0,+,CK_Pro_MIT9303_09461,,,CK_00001653,,,"NOG45477,COG0069,bactNOG65135,cyaNOG06704","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,putative cAMP phosphodiesterase class-II,,,185,Unclassified / Role category not yet assigned,,
